
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000003f1c0 (__DATA,__data) external _NDR_record
0000000000027d6c (__TEXT,__text) external _mach_vm_machine_attribute
0000000000000c70 (__TEXT,__text) external _mach_vm_map
0000000000027b2c (__TEXT,__text) external _mach_vm_msync
00000000000284a4 (__TEXT,__text) external _mach_vm_page_info
0000000000028054 (__TEXT,__text) external _mach_vm_page_query
000000000002868c (__TEXT,__text) external _mach_vm_page_range_query
0000000000004c24 (__TEXT,__text) external _mach_vm_protect
00000000000047c8 (__TEXT,__text) external _mach_vm_purgable_control
0000000000028d18 (__TEXT,__text) external _mach_vm_range_create
000000000001e740 (__TEXT,__text) external _mach_vm_read
0000000000027874 (__TEXT,__text) external _mach_vm_read_list
000000000000bfe0 (__TEXT,__text) external _mach_vm_read_overwrite
0000000000014384 (__TEXT,__text) external _mach_vm_reclaim_is_available
00000000000143a8 (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
0000000000013fc8 (__TEXT,__text) external _mach_vm_reclaim_mark_free
000000000001413c (__TEXT,__text) external _mach_vm_reclaim_mark_free_with_id
0000000000014260 (__TEXT,__text) external _mach_vm_reclaim_mark_used
0000000000013f94 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00000000000143cc (__TEXT,__text) external _mach_vm_reclaim_synchronize
0000000000014370 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
0000000000005900 (__TEXT,__text) external _mach_vm_region
000000000000bd70 (__TEXT,__text) external _mach_vm_region_recurse
000000000001e610 (__TEXT,__text) external _mach_vm_remap
000000000001e6a8 (__TEXT,__text) external _mach_vm_remap_new
0000000000021638 (__TEXT,__text) external _mach_vm_wire
00000000000279f8 (__TEXT,__text) external _mach_vm_write
0000000000005b60 (__TEXT,__text) external _mach_voucher_attr_command
0000000000002828 (__TEXT,__text) external _mach_voucher_deallocate
0000000000033bbc (__TEXT,__text) external _mach_voucher_debug_info
0000000000033968 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
000000000000b90c (__TEXT,__text) external _mach_voucher_extract_attr_content
00000000000037c4 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000000000fdc (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000000001018 (__TEXT,__text) external _mach_wait_until
000000000002342c (__TEXT,__text) external _mach_zone_force_gc
000000000002431c (__TEXT,__text) external _mach_zone_get_btlog_records
000000000002418c (__TEXT,__text) external _mach_zone_get_zlog_zones
0000000000023260 (__TEXT,__text) external _mach_zone_info
0000000000023fe0 (__TEXT,__text) external _mach_zone_info_for_largest_zone
0000000000023e70 (__TEXT,__text) external _mach_zone_info_for_zone
0000000000000f94 (__TEXT,__text) external _macx_backing_store_recovery
0000000000000f88 (__TEXT,__text) external _macx_backing_store_suspend
0000000000000f64 (__TEXT,__text) external _macx_swapoff
0000000000000f58 (__TEXT,__text) external _macx_swapon
0000000000000f7c (__TEXT,__text) external _macx_triggers
0000000000003b88 (__TEXT,__text) external _madvise
0000000000007958 (__TEXT,__text) non-external _malloc
0000000000044200 (__DATA,__bss) non-external _master_host_port
00000000000011e0 (__TEXT,__text) non-external _memcpy
00000000000011e0 (__TEXT,__text) non-external _memmove
0000000000009e54 (__TEXT,__text) external _memorystatus_control
000000000000f720 (__TEXT,__text) external _memorystatus_get_level
000000000001376c (__TEXT,__text) external _mig_allocate
0000000000004138 (__TEXT,__text) external _mig_dealloc_reply_port
000000000001e3b0 (__TEXT,__text) external _mig_dealloc_special_reply_port
0000000000006a80 (__TEXT,__text) external _mig_deallocate
00000000000011f0 (__TEXT,__text) external _mig_get_reply_port
000000000000264c (__TEXT,__text) external _mig_get_special_reply_port
00000000000062a8 (__TEXT,__text) external _mig_put_reply_port
00000000000058cc (__TEXT,__text) external _mig_reply_setup
00000000000062ac (__TEXT,__text) external _mig_strncpy
0000000000002688 (__TEXT,__text) external _mig_strncpy_zerofill
000000000000f74c (__TEXT,__text) external _mincore
000000000000f778 (__TEXT,__text) external _minherit
000000000000103c (__TEXT,__text) external _mk_timer_arm
0000000000001054 (__TEXT,__text) external _mk_timer_arm_leeway
0000000000001048 (__TEXT,__text) external _mk_timer_cancel
0000000000001024 (__TEXT,__text) external _mk_timer_create
0000000000001030 (__TEXT,__text) external _mk_timer_destroy
0000000000002934 (__TEXT,__text) external _mkdir
0000000000004984 (__TEXT,__text) external _mkdirat
000000000000f7a4 (__TEXT,__text) external _mkfifo
000000000000f7d0 (__TEXT,__text) external _mkfifoat
000000000000f7fc (__TEXT,__text) external _mknod
000000000000f828 (__TEXT,__text) external _mknodat
000000000000ad3c (__TEXT,__text) external _mlock
000000000000f854 (__TEXT,__text) external _mlockall
0000000000001b20 (__TEXT,__text) external _mmap
000000000000d3c4 (__TEXT,__text) external _mount
0000000000004cdc (__TEXT,__text) external _mprotect
000000000000f880 (__TEXT,__text) external _mremap_encrypted
000000000001390c (__TEXT,__text) external _msg_receive
00000000000138fc (__TEXT,__text) external _msg_rpc
0000000000013904 (__TEXT,__text) external _msg_send
000000000000e4d0 (__TEXT,__text) external _msgctl
000000000000f8ac (__TEXT,__text) external _msgget
000000000000f8d8 (__TEXT,__text) external _msgrcv
000000000000e4fc (__TEXT,__text) external _msgrcv$NOCANCEL
000000000000f904 (__TEXT,__text) external _msgsnd
000000000000e528 (__TEXT,__text) external _msgsnd$NOCANCEL
000000000000dbb0 (__TEXT,__text) external _msgsys
000000000000742c (__TEXT,__text) external _msync
000000000000e580 (__TEXT,__text) external _msync$NOCANCEL
000000000000ad68 (__TEXT,__text) external _munlock
000000000000f930 (__TEXT,__text) external _munlockall
0000000000004898 (__TEXT,__text) external _munmap
00000000000050b4 (__TEXT,__text) external _necp_client_action
000000000000bf88 (__TEXT,__text) external _necp_match_policy
000000000000505c (__TEXT,__text) external _necp_open
000000000000f95c (__TEXT,__text) external _necp_session_action
000000000000f988 (__TEXT,__text) external _necp_session_open
000000000000f9b4 (__TEXT,__text) external _net_qos_guideline
000000000000f9e0 (__TEXT,__text) external _netagent_trigger
000000000002a8c4 (__TEXT,__text) external _netname_check_in
000000000002acc4 (__TEXT,__text) external _netname_check_out
000000000002aa6c (__TEXT,__text) external _netname_look_up
000000000002ae68 (__TEXT,__text) external _netname_version
000000000001575c (__TEXT,__text) external _nfsclnt
000000000000fa0c (__TEXT,__text) external _nfssvc
00000000000441a8 (__DATA,__data) external _non_boost_assertion_token
00000000000441a0 (__DATA,__data) external _normal_boost_assertion_token
000000000000fa38 (__TEXT,__text) external _ntp_adjtime
000000000000fa64 (__TEXT,__text) external _ntp_gettime
000000000000fa90 (__TEXT,__text) external _objc_bp_assist_cfg_np
000000000000ca08 (__TEXT,__text) external _open
00000000000157e4 (__TEXT,__text) external _open$NOCANCEL
000000000000686c (__TEXT,__text) external _open_dprotected_np
000000000001cdf8 (__TEXT,__text) external _openat
00000000000158ac (__TEXT,__text) external _openat$NOCANCEL
000000000001d670 (__TEXT,__text) external _openat_authenticated_np
000000000001d610 (__TEXT,__text) external _openat_dprotected_np
000000000000fabc (__TEXT,__text) external _openbyid_np
0000000000012a74 (__TEXT,__text) external _os_buflet_get_data_address
0000000000012a44 (__TEXT,__text) external _os_buflet_get_data_length
0000000000012a7c (__TEXT,__text) external _os_buflet_get_data_limit
0000000000012a3c (__TEXT,__text) external _os_buflet_get_data_offset
0000000000012a64 (__TEXT,__text) external _os_buflet_get_object_address
0000000000012a6c (__TEXT,__text) external _os_buflet_get_object_limit
0000000000012a58 (__TEXT,__text) external _os_buflet_set_data_length
0000000000012a4c (__TEXT,__text) external _os_buflet_set_data_offset
00000000000186d8 (__TEXT,__text) external _os_channel_advance_slot
0000000000019344 (__TEXT,__text) external _os_channel_attr_clone
00000000000192b0 (__TEXT,__text) external _os_channel_attr_create
0000000000019564 (__TEXT,__text) external _os_channel_attr_destroy
00000000000197cc (__TEXT,__text) external _os_channel_attr_get
0000000000019980 (__TEXT,__text) external _os_channel_attr_get_key
000000000001963c (__TEXT,__text) external _os_channel_attr_set
00000000000193d8 (__TEXT,__text) external _os_channel_attr_set_key
0000000000018680 (__TEXT,__text) external _os_channel_available_slot_count
000000000001b034 (__TEXT,__text) external _os_channel_buflet_alloc
000000000001a970 (__TEXT,__text) external _os_channel_buflet_free
000000000001b000 (__TEXT,__text) external _os_channel_configure_interface_advisory
00000000000182c0 (__TEXT,__text) external _os_channel_create
00000000000178c4 (__TEXT,__text) external _os_channel_create_extended
0000000000018448 (__TEXT,__text) external _os_channel_destroy
000000000001af68 (__TEXT,__text) external _os_channel_event_free
000000000001e334 (__TEXT,__text) external _os_channel_event_get_event_data
000000000001e280 (__TEXT,__text) external _os_channel_event_get_next_event
0000000000018ef4 (__TEXT,__text) external _os_channel_flow_admissible
00000000000190d0 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
0000000000018ed0 (__TEXT,__text) external _os_channel_get_advisory_region
00000000000182d0 (__TEXT,__text) external _os_channel_get_fd
000000000001af6c (__TEXT,__text) external _os_channel_get_interface_advisory
000000000001ab18 (__TEXT,__text) external _os_channel_get_next_event_handle
0000000000018764 (__TEXT,__text) external _os_channel_get_next_slot
0000000000018e4c (__TEXT,__text) external _os_channel_get_stats_region
0000000000018098 (__TEXT,__text) non-external _os_channel_info2attr
00000000000181b0 (__TEXT,__text) non-external _os_channel_init_ring
0000000000018534 (__TEXT,__text) external _os_channel_is_defunct
0000000000019eb4 (__TEXT,__text) external _os_channel_large_packet_alloc
00000000000199fc (__TEXT,__text) external _os_channel_packet_alloc
0000000000019a04 (__TEXT,__text) non-external _os_channel_packet_alloc_common
0000000000019ebc (__TEXT,__text) external _os_channel_packet_free
000000000001a388 (__TEXT,__text) external _os_channel_packet_pool_purge
0000000000018650 (__TEXT,__text) external _os_channel_pending
000000000001a68c (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00000000000182d8 (__TEXT,__text) external _os_channel_read_attr
00000000000183f8 (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000000018548 (__TEXT,__text) external _os_channel_ring_id
0000000000018674 (__TEXT,__text) external _os_channel_ring_notify_time
0000000000018668 (__TEXT,__text) external _os_channel_ring_sync_time
00000000000185f4 (__TEXT,__text) external _os_channel_rx_ring
0000000000018ba4 (__TEXT,__text) external _os_channel_set_slot_properties
000000000001a05c (__TEXT,__text) external _os_channel_slot_attach_packet
000000000001a1e8 (__TEXT,__text) external _os_channel_slot_detach_packet
0000000000018ce0 (__TEXT,__text) external _os_channel_slot_get_packet
000000000001841c (__TEXT,__text) external _os_channel_sync
00000000000185b0 (__TEXT,__text) external _os_channel_tx_ring
000000000001832c (__TEXT,__text) external _os_channel_write_attr
0000000000012a08 (__TEXT,__text) external _os_copy_and_inet_checksum
000000000000d920 (__TEXT,__text) external _os_cpu_copy_in_cksum
000000000001d514 (__TEXT,__text) external _os_cpu_in_cksum
000000000000d680 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
000000000000fae8 (__TEXT,__text) external _os_fault_with_payload
0000000000012a04 (__TEXT,__text) external _os_inet_checksum
000000000001ba50 (__TEXT,__text) external _os_nexus_attr_clone
000000000001b9bc (__TEXT,__text) external _os_nexus_attr_create
000000000001bddc (__TEXT,__text) external _os_nexus_attr_destroy
000000000001bc98 (__TEXT,__text) external _os_nexus_attr_get
000000000001baac (__TEXT,__text) external _os_nexus_attr_set
000000000001c52c (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
000000000001c210 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
000000000001c230 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
000000000001be28 (__TEXT,__text) external _os_nexus_controller_create
000000000001c204 (__TEXT,__text) external _os_nexus_controller_deregister_provider
000000000001c8ec (__TEXT,__text) external _os_nexus_controller_destroy
000000000001c224 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
000000000001bf1c (__TEXT,__text) external _os_nexus_controller_get_fd
000000000001c714 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
000000000001c3d0 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
000000000001bf24 (__TEXT,__text) external _os_nexus_controller_register_provider
000000000001c67c (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
000000000001c354 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
000000000001cc74 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00000000000128cc (__TEXT,__text) external _os_packet_add_buflet
0000000000011e78 (__TEXT,__text) external _os_packet_add_inet_csum_flags
0000000000011fb8 (__TEXT,__text) external _os_packet_clear_flow_uuid
0000000000012978 (__TEXT,__text) external _os_packet_decrement_use_count
0000000000012720 (__TEXT,__text) external _os_packet_finalize
00000000000129a0 (__TEXT,__text) external _os_packet_get_aggregation_type
000000000001262c (__TEXT,__text) external _os_packet_get_buflet_count
0000000000011cf4 (__TEXT,__text) external _os_packet_get_compression_generation_count
0000000000012620 (__TEXT,__text) external _os_packet_get_data_length
000000000001208c (__TEXT,__text) external _os_packet_get_expire_time
0000000000012120 (__TEXT,__text) external _os_packet_get_expiry_action
0000000000011f08 (__TEXT,__text) external _os_packet_get_flow_uuid
000000000001205c (__TEXT,__text) external _os_packet_get_group_end
0000000000011ff8 (__TEXT,__text) external _os_packet_get_group_start
0000000000011754 (__TEXT,__text) external _os_packet_get_headroom
0000000000011eb8 (__TEXT,__text) external _os_packet_get_inet_checksum
000000000001255c (__TEXT,__text) external _os_packet_get_keep_alive
0000000000011850 (__TEXT,__text) external _os_packet_get_link_broadcast
0000000000011970 (__TEXT,__text) external _os_packet_get_link_ethfcs
00000000000117d8 (__TEXT,__text) external _os_packet_get_link_header_length
00000000000118e0 (__TEXT,__text) external _os_packet_get_link_multicast
0000000000012668 (__TEXT,__text) external _os_packet_get_next_buflet
0000000000012318 (__TEXT,__text) external _os_packet_get_packetid
00000000000126f4 (__TEXT,__text) external _os_packet_get_segment_count
0000000000011c00 (__TEXT,__text) external _os_packet_get_service_class
00000000000121bc (__TEXT,__text) external _os_packet_get_token
0000000000012a84 (__TEXT,__text) external _os_packet_get_trace_id
0000000000011d70 (__TEXT,__text) external _os_packet_get_traffic_class
0000000000011abc (__TEXT,__text) external _os_packet_get_transport_retransmit
00000000000119ec (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000000011a54 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00000000000125a8 (__TEXT,__text) external _os_packet_get_truncated
00000000000124d8 (__TEXT,__text) external _os_packet_get_vlan_id
00000000000124e0 (__TEXT,__text) external _os_packet_get_vlan_priority
0000000000012470 (__TEXT,__text) external _os_packet_get_vlan_tag
000000000001254c (__TEXT,__text) external _os_packet_get_wake_flag
000000000001294c (__TEXT,__text) external _os_packet_increment_use_count
00000000000124e8 (__TEXT,__text) external _os_packet_set_app_metadata
0000000000011cc4 (__TEXT,__text) external _os_packet_set_compression_generation_count
00000000000120dc (__TEXT,__text) external _os_packet_set_expire_time
0000000000012170 (__TEXT,__text) external _os_packet_set_expiry_action
0000000000011f60 (__TEXT,__text) external _os_packet_set_flow_uuid
0000000000012028 (__TEXT,__text) external _os_packet_set_group_end
0000000000011fc4 (__TEXT,__text) external _os_packet_set_group_start
00000000000116fc (__TEXT,__text) external _os_packet_set_headroom
0000000000011e34 (__TEXT,__text) external _os_packet_set_inet_checksum
000000000001256c (__TEXT,__text) external _os_packet_set_keep_alive
00000000000125ec (__TEXT,__text) external _os_packet_set_l4s_flag
0000000000011804 (__TEXT,__text) external _os_packet_set_link_broadcast
0000000000011924 (__TEXT,__text) external _os_packet_set_link_ethfcs
0000000000011794 (__TEXT,__text) external _os_packet_set_link_header_length
0000000000011894 (__TEXT,__text) external _os_packet_set_link_multicast
0000000000012394 (__TEXT,__text) external _os_packet_set_packetid
0000000000012b44 (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000000011b24 (__TEXT,__text) external _os_packet_set_service_class
0000000000012274 (__TEXT,__text) external _os_packet_set_token
0000000000012aa4 (__TEXT,__text) external _os_packet_set_trace_id
0000000000011d40 (__TEXT,__text) external _os_packet_set_traffic_class
0000000000011aec (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000000011a84 (__TEXT,__text) external _os_packet_set_transport_retransmit
00000000000119b4 (__TEXT,__text) external _os_packet_set_transport_traffic_background
0000000000011a1c (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
0000000000012b74 (__TEXT,__text) external _os_packet_set_tso_flags
00000000000129cc (__TEXT,__text) external _os_packet_set_tx_timestamp
0000000000012410 (__TEXT,__text) external _os_packet_set_vlan_tag
0000000000012ad0 (__TEXT,__text) external _os_packet_trace_event
0000000000013f90 (__TEXT,__text) external _os_proc_available_memory
0000000000013834 (__TEXT,__text) external _panic
0000000000013828 (__TEXT,__text) external _panic_init
000000000000fb14 (__TEXT,__text) external _panic_with_data
0000000000009194 (__TEXT,__text) external _pathconf
000000000000fb40 (__TEXT,__text) external _peeloff
0000000000000f40 (__TEXT,__text) external _pid_for_task
000000000000fb6c (__TEXT,__text) external _pid_hibernate
000000000000fb98 (__TEXT,__text) external _pid_resume
000000000001b2e8 (__TEXT,__text) external _pid_shutdown_networking
000000000000fbc4 (__TEXT,__text) external _pid_shutdown_sockets
000000000000fbf0 (__TEXT,__text) external _pid_suspend
0000000000007458 (__TEXT,__text) external _pipe
000000000000fc1c (__TEXT,__text) external _pivot_root
00000000000116ac (__TEXT,__text) external _pkt_subtype_assert_fail
00000000000116d4 (__TEXT,__text) external _pkt_type_assert_fail
0000000000009828 (__TEXT,__text) external _poll
000000000000e70c (__TEXT,__text) external _poll$NOCANCEL
00000000000115d8 (__TEXT,__text) non-external _port_for_id_internal
0000000000013884 (__TEXT,__text) external _port_obj_init
0000000000044250 (__DATA,__common) external _port_obj_table
0000000000044190 (__DATA,__data) external _port_obj_table_size
0000000000003b88 (__TEXT,__text) external _posix_madvise
0000000000007f94 (__TEXT,__text) external _posix_spawn
000000000000c77c (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000000000016530 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00000000000165e4 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
000000000000d594 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00000000000079a8 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00000000000166a8 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
000000000000d4f8 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
000000000000cc1c (__TEXT,__text) external _posix_spawn_file_actions_addopen
0000000000008508 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00000000000078c4 (__TEXT,__text) external _posix_spawn_file_actions_init
0000000000044218 (__DATA,__bss) non-external _posix_spawn_with_filter
0000000000008204 (__TEXT,__text) external _posix_spawnattr_destroy
0000000000016480 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000000016a68 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
0000000000016a24 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00000000000160dc (__TEXT,__text) external _posix_spawnattr_getarchpref_np
0000000000016074 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
0000000000016764 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000000015fe4 (__TEXT,__text) external _posix_spawnattr_getflags
0000000000007c88 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
0000000000016150 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
000000000001602c (__TEXT,__text) external _posix_spawnattr_getpgroup
0000000000016174 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0000000000016008 (__TEXT,__text) external _posix_spawnattr_getsigdefault
0000000000016050 (__TEXT,__text) external _posix_spawnattr_getsigmask
0000000000007b1c (__TEXT,__text) external _posix_spawnattr_init
00000000000164a8 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
0000000000017080 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00000000000164f0 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00000000000164d0 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
0000000000016510 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000000016c6c (__TEXT,__text) external _posix_spawnattr_set_csm_np
0000000000016a48 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
000000000001718c (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000000016d94 (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000000016e68 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00000000000167b0 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00000000000171cc (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000000034a50 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00000000000171ac (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
000000000001726c (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000000016f70 (__TEXT,__text) external _posix_spawnattr_set_login_np
0000000000016c28 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0000000000016b8c (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
0000000000016bc0 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
0000000000016a8c (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000000016b5c (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
0000000000016460 (__TEXT,__text) external _posix_spawnattr_set_platform_np
000000000001716c (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00000000000168d8 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00000000000169f4 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000000016844 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000000000162f4 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
0000000000016790 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
0000000000016cc4 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00000000000162cc (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00000000000161b8 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
000000000000c744 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
000000000000cd20 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
0000000000016910 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
0000000000016744 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
000000000000cbc4 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00000000000162a0 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
000000000000d630 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
0000000000007c68 (__TEXT,__text) external _posix_spawnattr_setflags
0000000000009854 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000000007d68 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000000016c48 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
0000000000016260 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
0000000000016198 (__TEXT,__text) external _posix_spawnattr_setpgroup
0000000000016280 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
0000000000007c44 (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000000007c20 (__TEXT,__text) external _posix_spawnattr_setsigmask
000000000000cbec (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00000000000027fc (__TEXT,__text) external _pread
000000000000e738 (__TEXT,__text) external _pread$NOCANCEL
000000000000fc48 (__TEXT,__text) external _preadv
000000000000e764 (__TEXT,__text) external _preadv$NOCANCEL
0000000000015ab8 (__TEXT,__text) non-external _prepare_times_array_and_attrs
0000000000014f04 (__TEXT,__text) external _proc_clear_cpulimits
00000000000150dc (__TEXT,__text) external _proc_clear_delayidlesleep
0000000000014918 (__TEXT,__text) external _proc_clear_dirty
0000000000014fbc (__TEXT,__text) external _proc_clear_vmpressure
00000000000147d0 (__TEXT,__text) external _proc_current_thread_schedinfo
000000000000b050 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
000000000000b114 (__TEXT,__text) external _proc_denap_assertion_complete
000000000001513c (__TEXT,__text) external _proc_disable_apptype
000000000000c3fc (__TEXT,__text) external _proc_disable_cpumon
000000000000ad08 (__TEXT,__text) external _proc_disable_wakemon
0000000000014f64 (__TEXT,__text) external _proc_donate_importance_boost
00000000000151b4 (__TEXT,__text) external _proc_enable_apptype
000000000000ac88 (__TEXT,__text) external _proc_get_cpumon_params
000000000001489c (__TEXT,__text) external _proc_get_dirty
0000000000014e00 (__TEXT,__text) external _proc_get_wakemon_params
000000000000b058 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
000000000000b118 (__TEXT,__text) external _proc_importance_assertion_complete
00000000000146d4 (__TEXT,__text) external _proc_kmsgbuf
000000000001487c (__TEXT,__text) external _proc_libversion
0000000000014e6c (__TEXT,__text) external _proc_list_dynkqueueids
0000000000014e50 (__TEXT,__text) external _proc_list_uptrs
00000000000143e4 (__TEXT,__text) external _proc_listallpids
000000000001445c (__TEXT,__text) external _proc_listchildpids
0000000000014498 (__TEXT,__text) external _proc_listcoalitions
0000000000014420 (__TEXT,__text) external _proc_listpgrppids
000000000000b000 (__TEXT,__text) external _proc_listpids
000000000001d6d8 (__TEXT,__text) external _proc_listpidspath
0000000000006f10 (__TEXT,__text) external _proc_name
0000000000008c10 (__TEXT,__text) external _proc_pid_rusage
0000000000014588 (__TEXT,__text) external _proc_piddynkqueueinfo
0000000000014518 (__TEXT,__text) external _proc_pidfdinfo
0000000000014550 (__TEXT,__text) external _proc_pidfileportinfo
000000000000227c (__TEXT,__text) external _proc_pidinfo
00000000000088cc (__TEXT,__text) external _proc_pidoriginatorinfo
0000000000002ab4 (__TEXT,__text) external _proc_pidpath
000000000001470c (__TEXT,__text) external _proc_pidpath_audittoken
00000000000145dc (__TEXT,__text) external _proc_regionfilename
0000000000014ef8 (__TEXT,__text) external _proc_reset_footprint_interval
0000000000014c4c (__TEXT,__text) external _proc_resume_cpumon
00000000000096ec (__TEXT,__text) external _proc_rlimit_control
0000000000008bc4 (__TEXT,__text) external _proc_set_cpumon_defaults
0000000000008b4c (__TEXT,__text) external _proc_set_cpumon_params
0000000000014c6c (__TEXT,__text) external _proc_set_cpumon_params_fatal
00000000000152fc (__TEXT,__text) external _proc_set_csm
000000000001507c (__TEXT,__text) external _proc_set_delayidlesleep
000000000000432c (__TEXT,__text) external _proc_set_dirty
0000000000015234 (__TEXT,__text) external _proc_set_no_smt
000000000001501c (__TEXT,__text) external _proc_set_owner_vmpressure
000000000000ad94 (__TEXT,__text) external _proc_set_wakemon_defaults
0000000000014dcc (__TEXT,__text) external _proc_set_wakemon_params
0000000000014e88 (__TEXT,__text) external _proc_setcpu_percentage
00000000000033ac (__TEXT,__text) external _proc_setpcontrol
00000000000144d0 (__TEXT,__text) external _proc_setthread_cpupercent
00000000000153c8 (__TEXT,__text) external _proc_setthread_csm
0000000000015298 (__TEXT,__text) external _proc_setthread_no_smt
00000000000149f4 (__TEXT,__text) external _proc_signal_delegate
0000000000014af8 (__TEXT,__text) external _proc_signal_with_audittoken
000000000001522c (__TEXT,__text) external _proc_suppress
0000000000014978 (__TEXT,__text) external _proc_terminate
0000000000014bd4 (__TEXT,__text) external _proc_terminate_all_rsr
0000000000014a64 (__TEXT,__text) external _proc_terminate_delegate
0000000000014b54 (__TEXT,__text) external _proc_terminate_with_audittoken
000000000000fc74 (__TEXT,__text) external _proc_trace_log
00000000000042cc (__TEXT,__text) external _proc_track_dirty
00000000000145c0 (__TEXT,__text) external _proc_udata_info
