00007ffb1f6d42cf (__TEXT,__text) external _AAAFSCGetMetadata
00007ffb1f6959ff (__TEXT,__text) non-external _streamPRead
00007ffb1f6a9b18 (__TEXT,__text) non-external _streamPWrite
00007ffb1f6968e2 (__TEXT,__text) non-external _streamProc
00007ffb1f6dc5c4 (__TEXT,__text) non-external _streamProc
00007ffb1f695e04 (__TEXT,__text) non-external _streamRead
00007ffb1f695e27 (__TEXT,__text) non-external _streamSeek
00007ffb1f6773bf (__TEXT,__text) non-external _streamThreadProc
00007ffb1f677274 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffb1f68b193 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffb1f68ac63 (__TEXT,__text) non-external _stringTableReserve
00007ffb1f6d3bdc (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
00007ffb1f6ced3f (__TEXT,__text) non-external _subArchiveCreate
00007ffb1f6cf2c6 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffb1f6c70dd (__TEXT,__text) non-external _tarParseInt
00007ffb1f6a283e (__TEXT,__text) non-external _tempStreamCancel
00007ffb1f6a27a6 (__TEXT,__text) non-external _tempStreamClose
00007ffb1f6a288b (__TEXT,__text) non-external _tempStreamPRead
00007ffb1f6a2aee (__TEXT,__text) non-external _tempStreamPWrite
00007ffb1f6a2853 (__TEXT,__text) non-external _tempStreamRead
00007ffb1f6a2a62 (__TEXT,__text) non-external _tempStreamSeek
00007ffb1f6a2d51 (__TEXT,__text) non-external _tempStreamTruncate
00007ffb1f6a2ab6 (__TEXT,__text) non-external _tempStreamWrite
00007ffb1f691d39 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffb1f691a43 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffb1f6d9a24 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffb1f69f015 (__TEXT,__text) non-external _threadWrapperProc
00007ffb1f67bcdd (__TEXT,__text) non-external _treeAdd
00007ffb1f67b6a8 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffb1f67b977 (__TEXT,__text) non-external _treeRebalance
00007ffb1f67c6b3 (__TEXT,__text) non-external _treeRotateLeft
00007ffb1f67c59f (__TEXT,__text) non-external _treeRotateRight
00007ffb1f67bbbd (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffb1f6b0261 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffb1f698bb8 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffb1f69b597 (__TEXT,__text) non-external _updateFromHeader
00007ffb1f69ec92 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffb1f69ecc4 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffb1f6c3328 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffb1f674750 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffb1f673a44 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffb1f6744be (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffb1f673de1 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffb1f6a1ec0 (__TEXT,__text) non-external _verifySegment
00007ffb1f6af1a0 (__TEXT,__text) non-external _verifySegment
00007ffb1f6dd49b (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffb1f6b89a3 (__TEXT,__text) non-external _workerApplyAttr
00007ffb1f674765 (__TEXT,__text) non-external _workerDataFree
00007ffb1f6b8bf0 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffb1f6b8afa (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffb1f685638 (__TEXT,__text) non-external _workerDestroy
00007ffb1f6b8650 (__TEXT,__text) non-external _workerDestroy
00007ffb1f663f67 (__TEXT,__text) non-external _workerProc
00007ffb1f673557 (__TEXT,__text) non-external _workerProc
00007ffb1f684cd6 (__TEXT,__text) non-external _workerProc
00007ffb1f697ea9 (__TEXT,__text) non-external _workerProc
00007ffb1f6b5c55 (__TEXT,__text) non-external _workerProc
00007ffb1f6dc47d (__TEXT,__text) non-external _workerProc
00007ffb1f6b8a61 (__TEXT,__text) non-external _workerReserve
00007ffb1f6b877b (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffb1f69c9e3 (__TEXT,__text) non-external _writeBlobProc
00007ffb1f69c38a (__TEXT,__text) non-external _writeHeaderProc
00007ffb1f6d04da (__TEXT,__text) non-external _writeOBuf
00007ffb1f66a4bc (__TEXT,__text) non-external _writeProc
00007ffb1f69088d (__TEXT,__text) non-external _writeProc
00007ffb1f6ac78e (__TEXT,__text) non-external _writeProc
00007ffb1f6a9465 (__TEXT,__text) non-external _writerProc
00007ffb1f6dd92f (__TEXT,__text) non-external (was a private external) _writerProc
