00000001e996fd58 (__DATA,__data) non-external _.compoundliteral
000000018494b248 (__TEXT,__text) non-external (was a private external) _gc_protect
000000018494b460 (__TEXT,__text) non-external (was a private external) _gc_unprotect
000000018497180c (__TEXT,__text) non-external _gc_unprotect.cold.1
000000018496f770 (__TEXT,__text) non-external _generate_syscallmask
000000018494a76c (__TEXT,__text) non-external (was a private external) _gensym
00000001849717e0 (__TEXT,__text) non-external _gensym.cold.1
00000001849453cc (__TEXT,__text) non-external _get_cell
000000018495f7fc (__TEXT,__text) non-external _get_current_data_address
00000001849471cc (__TEXT,__text) non-external _inchar
0000000184972731 (__TEXT,__const) non-external _init_scm
00000001849634b4 (__TEXT,__text) non-external _inspect_iterate_items
000000018494a270 (__TEXT,__text) non-external _is_any
0000000184961318 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
0000000184951f64 (__TEXT,__text) non-external (was a private external) _is_character
00000001849613a4 (__TEXT,__text) non-external (was a private external) _is_closure
00000001849613cc (__TEXT,__text) non-external (was a private external) _is_continuation
00000001849613f4 (__TEXT,__text) non-external (was a private external) _is_environment
000000018496137c (__TEXT,__text) non-external (was a private external) _is_foreign
0000000184961390 (__TEXT,__text) non-external (was a private external) _is_foreign_block
000000018494f7fc (__TEXT,__text) non-external (was a private external) _is_foreign_object
000000018496cb28 (__TEXT,__text) non-external _is_implicit_source_name
000000018494d464 (__TEXT,__text) non-external (was a private external) _is_integer
00000001849613b8 (__TEXT,__text) non-external (was a private external) _is_macro
000000018494daec (__TEXT,__text) non-external _is_nonneg
00000001849626e4 (__TEXT,__text) non-external _is_num_integer
000000018494a854 (__TEXT,__text) non-external (was a private external) _is_number
0000000184949318 (__TEXT,__text) non-external (was a private external) _is_pair
0000000184961354 (__TEXT,__text) non-external (was a private external) _is_port
000000018495741c (__TEXT,__text) non-external _is_position_at_end_of_sequence
0000000184961368 (__TEXT,__text) non-external (was a private external) _is_proc
00000001849613e0 (__TEXT,__text) non-external (was a private external) _is_promise
000000018494dad8 (__TEXT,__text) non-external (was a private external) _is_string
000000018494dd08 (__TEXT,__text) non-external (was a private external) _is_symbol
00000001849610c4 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
000000018494d46c (__TEXT,__text) non-external (was a private external) _ivalue
0000000184951c70 (__TEXT,__text) non-external _list_cost_estimate
0000000184951e90 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_free (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
000000018494c2d4 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
0000000184948478 (__TEXT,__text) non-external _mk_atom
00000001849572dc (__TEXT,__text) non-external (was a private external) _mk_counted_string
0000000184962134 (__TEXT,__text) non-external _mk_empty_string
000000018494b5bc (__TEXT,__text) non-external (was a private external) _mk_foreign_block
000000018494b604 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
000000018494f7c0 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
000000018494be64 (__TEXT,__text) non-external (was a private external) _mk_integer
00000001849490d8 (__TEXT,__text) non-external _mk_sharp_const
0000000184960ea4 (__TEXT,__text) non-external _mk_sharp_integer
00000001849456b4 (__TEXT,__text) non-external (was a private external) _mk_string
000000018494547c (__TEXT,__text) non-external (was a private external) _mk_symbol
0000000184945094 (__TEXT,__text) non-external _mk_vector
0000000184971890 (__TEXT,__text) non-external _mk_vector.cold.1
00000001e5a5e728 (__DATA_CONST,__const) non-external _modifier_info
000000018495746c (__TEXT,__text) non-external _move_to_next_node
000000018496da7c (__TEXT,__text) non-external _msgfilter_free_callback
0000000184959824 (__TEXT,__text) non-external _negate_instruction
00000001e5a5e688 (__DATA_CONST,__const) non-external _network_filter_constants
000000018494531c (__TEXT,__text) non-external _new_frame_in_env
00000001849457e4 (__TEXT,__text) non-external _new_slot_spec_in_env
0000000184983604 (__TEXT,__const) non-external _nfBasicCF
000000018497fa44 (__TEXT,__const) non-external _nfTrieHi
0000000184984004 (__TEXT,__const) non-external _nfTrieLo
0000000184982424 (__TEXT,__const) non-external _nfTrieMid
0000000184980070 (__TEXT,__const) non-external _nfU16InvMasks
0000000184980178 (__TEXT,__const) non-external _nfU16Seq2
0000000184980d8c (__TEXT,__const) non-external _nfU16Seq3
00000001849812c0 (__TEXT,__const) non-external _nfU16SeqMisc
000000018498144c (__TEXT,__const) non-external _nfU32Char
00000001849822c8 (__TEXT,__const) non-external _nfU32SeqMisc
000000018494a868 (__TEXT,__text) non-external _num_eq
0000000184951f18 (__TEXT,__text) non-external _num_ge
0000000184957340 (__TEXT,__text) non-external _num_gt
0000000184961120 (__TEXT,__text) non-external _num_le
00000001849610d8 (__TEXT,__text) non-external _num_lt
0000000184961cec (__TEXT,__text) non-external _num_mod
00000001ec341ed8 (__DATA_DIRTY,__bss) non-external _num_one
0000000184961c7c (__TEXT,__text) non-external _num_rem
00000001ec341ee8 (__DATA_DIRTY,__bss) non-external _num_zero
000000018494d2c4 (__TEXT,__text) non-external (was a private external) _objvalue
0000000184945584 (__TEXT,__text) non-external _oblist_add_by_name
00000001849454d4 (__TEXT,__text) non-external _oblist_find_by_name
00000001849547a0 (__TEXT,__text) non-external _op_concat
0000000184954cc0 (__TEXT,__text) non-external _operand_release
000000018496ed3c (__TEXT,__text) non-external _operation_expand
00000001e5a67e70 (__DATA_CONST,__const) non-external _operation_info
00000001e5a5ea08 (__DATA_CONST,__const) non-external _operation_names
000000018496eb4c (__TEXT,__text) non-external _operations_allowed_by_default
000000018496b0c0 (__TEXT,__text) non-external _operator_name
000000018495455c (__TEXT,__text) non-external _operator_precedence
0000000184945f64 (__TEXT,__text) non-external _opexe_0
00000001849718bc (__TEXT,__text) non-external _opexe_0.cold.1
00000001849718e8 (__TEXT,__text) non-external _opexe_0.cold.2
000000018494872c (__TEXT,__text) non-external _opexe_1
000000018494932c (__TEXT,__text) non-external _opexe_2
000000018494a278 (__TEXT,__text) non-external _opexe_3
000000018494aa40 (__TEXT,__text) non-external _opexe_4
0000000184947408 (__TEXT,__text) non-external _opexe_5
00000001849604e8 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_variant_is_basesystem (from libSystem)
000000018494d2c4 (__TEXT,__text) non-external (was a private external) _pair_car
000000018494d328 (__TEXT,__text) non-external (was a private external) _pair_cdr
000000018494e43c (__TEXT,__text) non-external _parse_pattern
000000018496aef0 (__TEXT,__text) non-external _peek_operand
000000018497a0c5 (__TEXT,__const) non-external _policy_scm
00000001849661fc (__TEXT,__text) non-external _populate_modifier_descriptor
0000000184966548 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00000001849655a4 (__TEXT,__text) non-external _populate_profile_entry_points
000000018494c4fc (__TEXT,__text) non-external _port_close
0000000184961550 (__TEXT,__text) non-external _port_from_file
0000000184945958 (__TEXT,__text) non-external _port_from_string
000000018494db1c (__TEXT,__text) non-external _port_rep_from_file
0000000184965c38 (__TEXT,__text) non-external _previously_emitted_condition
00000001849667c4 (__TEXT,__text) non-external _previously_emitted_data
0000000184962648 (__TEXT,__text) non-external _printatom
00000001849621c8 (__TEXT,__text) non-external _printslashstring
00000001e5a5d590 (__DATA_CONST,__const) non-external _profile_dirs
00000001849654d8 (__TEXT,__text) non-external _profile_has_autobox_actions
0000000184965560 (__TEXT,__text) non-external _profile_has_mach_message_filters
000000018496551c (__TEXT,__text) non-external _profile_has_message_filters
0000000184956b68 (__TEXT,__text) non-external _push_bytes
0000000184955568 (__TEXT,__text) non-external _push_byteset
000000018496b06c (__TEXT,__text) non-external _push_byteset_skip
0000000184956cd0 (__TEXT,__text) non-external _push_jne_instr
00000001849545ac (__TEXT,__text) non-external _push_literal
0000000184956e74 (__TEXT,__text) non-external _push_match_sequence_instr
000000018496f35c (__TEXT,__text) non-external _push_match_variable_instr
000000018496af54 (__TEXT,__text) non-external _push_operand
0000000184954124 (__TEXT,__text) non-external _push_operator
000000018496f4f8 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
000000018496f41c (__TEXT,__text) non-external _push_seek_byte_instr
0000000184961458 (__TEXT,__text) non-external (was a private external) _putcharacter
0000000184961408 (__TEXT,__text) non-external (was a private external) _putstr
0000000184962570 (__TEXT,__text) non-external _readsharpstrexp
00000001849483a4 (__TEXT,__text) non-external _readstr_upto
0000000184962300 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
000000018495f920 (__TEXT,__text) non-external _record_condition_data
0000000184966890 (__TEXT,__text) non-external _record_data_address
0000000184965400 (__TEXT,__text) non-external _record_enabled_profile_flags
000000018495707c (__TEXT,__text) non-external _regex_quote
000000018496b134 (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
000000018496aff8 (__TEXT,__text) non-external _remove_leading_literal_byte
000000018495cadc (__TEXT,__text) non-external _reorder_condition
000000018495ccb4 (__TEXT,__text) non-external _reorder_condition_list
000000018496b378 (__TEXT,__text) non-external _reorder_policy
0000000184951fa0 (__TEXT,__text) non-external _reverse
000000018497d5a2 (__TEXT,__const) non-external _root_translation_scm
000000018494ba60 (__TEXT,__text) non-external (was a private external) _s_cons
000000018494b42c (__TEXT,__text) non-external (was a private external) _s_immutable_cons
0000000184946ebc (__TEXT,__text) non-external _s_save
000000018495fe80 (__TEXT,__text) external _sandbox_apply
000000018495fe88 (__TEXT,__text) external _sandbox_apply_container
0000000184962ee8 (__TEXT,__text) external _sandbox_compile_entitlements
0000000184941a7c (__TEXT,__text) external _sandbox_compile_file
00000001849419c8 (__TEXT,__text) external _sandbox_compile_named
0000000184960a90 (__TEXT,__text) external _sandbox_compile_string
000000018496384c (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000184941848 (__TEXT,__text) external _sandbox_create_params
0000000184963ce8 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
000000018495ff80 (__TEXT,__text) external _sandbox_free_params
000000018495ff34 (__TEXT,__text) external _sandbox_free_profile
0000000184963044 (__TEXT,__text) external _sandbox_inspect_pid
0000000184963148 (__TEXT,__text) external _sandbox_inspect_smemory
000000018496385c (__TEXT,__text) external _sandbox_prepare_user_home_mount
0000000184963db4 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
0000000184962f08 (__TEXT,__text) external _sandbox_register_profile
000000018496418c (__TEXT,__text) external _sandbox_register_sync_root
00000001849418c4 (__TEXT,__text) external _sandbox_set_param
00000001849631e4 (__TEXT,__text) external _sandbox_set_user_state_item
00000001849631f8 (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
000000018496300c (__TEXT,__text) external _sandbox_unregister_all_profiles
0000000184962fb8 (__TEXT,__text) external _sandbox_unregister_profile
0000000184963150 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00000001849631b8 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
0000000184963158 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00000001849634a4 (__TEXT,__text) external _sandbox_user_state_iterate_items
0000000184970cf0 (__TEXT,__text) non-external _save_condition
000000018496a244 (__TEXT,__text) non-external _sb_action_iterate
0000000184964578 (__TEXT,__text) non-external _sb_annotation_destroy
000000018495e8d0 (__TEXT,__text) non-external _sb_annotation_set_integer
0000000184965020 (__TEXT,__text) non-external _sb_bitmask_clear_bit
0000000184964d64 (__TEXT,__text) non-external _sb_bitmask_create_empty
0000000184964e70 (__TEXT,__text) non-external _sb_bitmask_get_hash
0000000184964f20 (__TEXT,__text) non-external _sb_bitmask_iterate_set
0000000184964ccc (__TEXT,__text) non-external _sb_bitmask_release
0000000184964c64 (__TEXT,__text) non-external _sb_bitmask_retain
0000000184964fb4 (__TEXT,__text) non-external _sb_bitmask_set_bit
0000000184944284 (__TEXT,__text) non-external _sb_buffer_alloc
0000000184955850 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00000001849558e8 (__TEXT,__text) non-external _sb_buffer_get_hash
0000000184956fa8 (__TEXT,__text) non-external _sb_buffer_is_equivalent
000000018494ea90 (__TEXT,__text) non-external _sb_buffer_release
0000000184955d58 (__TEXT,__text) non-external _sb_buffer_retain
0000000184965078 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
0000000184955898 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00000001849552ec (__TEXT,__text) non-external _sb_byteset_add_byte
00000001849676e0 (__TEXT,__text) non-external _sb_byteset_copy
00000001849555bc (__TEXT,__text) non-external _sb_byteset_get_population
000000018495e31c (__TEXT,__text) non-external _sb_byteset_is_equivalent
0000000184957768 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00000001849554a0 (__TEXT,__text) non-external _sb_byteset_negate
0000000184955258 (__TEXT,__text) non-external _sb_byteset_new
000000018495541c (__TEXT,__text) non-external _sb_byteset_release
00000001849553b4 (__TEXT,__text) non-external _sb_byteset_retain
0000000184957888 (__TEXT,__text) non-external _sb_byteset_union
00000001849675e4 (__TEXT,__text) non-external _sb_byteset_with_range
0000000184964408 (__TEXT,__text) non-external _sb_calloc_typed
0000000184967b20 (__TEXT,__text) non-external _sb_condition_bitmask
0000000184967a8c (__TEXT,__text) non-external _sb_condition_boolean
00000001849521fc (__TEXT,__text) non-external _sb_condition_conjunction
0000000184960874 (__TEXT,__text) non-external _sb_condition_constant
000000018494f4d4 (__TEXT,__text) non-external _sb_condition_disjunction
00000001849687b8 (__TEXT,__text) non-external _sb_condition_is_bitmask
000000018496862c (__TEXT,__text) non-external _sb_condition_is_boolean
000000018495a764 (__TEXT,__text) non-external _sb_condition_is_conjunction
00000001849524f0 (__TEXT,__text) non-external _sb_condition_is_contrary
0000000184959a48 (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000184952d18 (__TEXT,__text) non-external _sb_condition_is_equivalent
000000018495f590 (__TEXT,__text) non-external _sb_condition_is_integer
0000000184968734 (__TEXT,__text) non-external _sb_condition_is_network
000000018495a9d4 (__TEXT,__text) non-external _sb_condition_is_pattern
000000018494efe4 (__TEXT,__text) non-external _sb_condition_is_regex
00000001849686b0 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
000000018495ab74 (__TEXT,__text) non-external _sb_condition_is_transposable
000000018494f06c (__TEXT,__text) non-external _sb_condition_list_append
000000018495b11c (__TEXT,__text) non-external _sb_condition_list_contains_condition
000000018495ad74 (__TEXT,__text) non-external _sb_condition_list_copy
0000000184955e58 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00000001849688f4 (__TEXT,__text) non-external _sb_condition_list_filter
0000000184951bc4 (__TEXT,__text) non-external _sb_condition_list_get_hash
000000018495de18 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000184951d6c (__TEXT,__text) non-external _sb_condition_list_iterate
000000018495b78c (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
000000018494d1a0 (__TEXT,__text) non-external _sb_condition_list_new
000000018494d9f4 (__TEXT,__text) non-external _sb_condition_list_release
000000018495aeb8 (__TEXT,__text) non-external _sb_condition_list_remove
000000018495c0a8 (__TEXT,__text) non-external _sb_condition_matches_subset
0000000184959920 (__TEXT,__text) non-external _sb_condition_negation
0000000184960454 (__TEXT,__text) non-external _sb_condition_network
000000018494ebf8 (__TEXT,__text) non-external _sb_condition_new
00000001849551c8 (__TEXT,__text) non-external _sb_condition_pattern
000000018494f90c (__TEXT,__text) non-external _sb_condition_pattern_path
000000018494f33c (__TEXT,__text) non-external _sb_condition_release
000000018494ef58 (__TEXT,__text) non-external _sb_condition_set_source_info
0000000184955c6c (__TEXT,__text) non-external _sb_condition_string
0000000184943e8c (__TEXT,__text) non-external _sb_context_intern_string
000000018494d6d4 (__TEXT,__text) non-external _sb_context_release
000000018494d62c (__TEXT,__text) non-external _sb_context_release_modification
0000000184943d68 (__TEXT,__text) non-external _sb_context_retain
0000000184968ba0 (__TEXT,__text) non-external _sb_context_retain_modification
0000000184971b6c (__TEXT,__text) non-external _sb_error_fatal
0000000184971bb8 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
0000000184969240 (__TEXT,__text) non-external _sb_error_for_instruction
00000001849556f0 (__TEXT,__text) non-external _sb_error_new
00000001e5a5d8e8 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
000000018495564c (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
0000000184969108 (__TEXT,__text) non-external _sb_error_set_with_description
0000000184969214 (__TEXT,__text) non-external _sb_error_set_with_format
0000000184969174 (__TEXT,__text) non-external _sb_error_set_with_formatv
000000018494bea4 (__TEXT,__text) non-external _sb_filter_accepts_type
000000018494edc0 (__TEXT,__text) non-external _sb_filter_has_dependency
00000001ec341ec8 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001ec341ec0 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
000000018494dd68 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
0000000184969690 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
000000018494de94 (__TEXT,__text) non-external _sb_fsa_acceptor
0000000184950b20 (__TEXT,__text) non-external _sb_fsa_copy
0000000184950948 (__TEXT,__text) non-external _sb_fsa_disjunction
0000000184950de4 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
000000018495c460 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
000000018495c324 (__TEXT,__text) non-external _sb_fsa_matches_subset
0000000184964c08 (__TEXT,__text) non-external _sb_fsa_may_backtrack
00000001849575a4 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00000001849579ac (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00000001849574e0 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
0000000184955104 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00000001849506d8 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00000001849508f0 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
0000000184964734 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
000000018494e94c (__TEXT,__text) non-external _sb_fsa_release
00000001849519d4 (__TEXT,__text) non-external _sb_fsa_release_indegree
000000018494e868 (__TEXT,__text) non-external _sb_fsa_retain
0000000184950860 (__TEXT,__text) non-external _sb_fsa_retain_indegree
0000000184957384 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00000001849441bc (__TEXT,__text) non-external _sb_hash_compute
0000000184963058 (__TEXT,__text) non-external _sb_inspect_subsystem
00000001849443bc (__TEXT,__text) non-external _sb_instr_action
000000018494f810 (__TEXT,__text) non-external _sb_instr_conditional
000000018495e390 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
0000000184959b50 (__TEXT,__text) non-external _sb_instr_get_jump_target
0000000184959594 (__TEXT,__text) non-external _sb_instr_is_equivalent
0000000184969974 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00000001849444c4 (__TEXT,__text) non-external _sb_instr_new
0000000184944620 (__TEXT,__text) non-external _sb_instr_release
0000000184969728 (__TEXT,__text) non-external _sb_instr_release_tracking
00000001849597c0 (__TEXT,__text) non-external _sb_instr_replace
0000000184944590 (__TEXT,__text) non-external _sb_instr_retain
0000000184969828 (__TEXT,__text) non-external _sb_instr_retain_tracking
0000000184959ce0 (__TEXT,__text) non-external _sb_instr_set_condition
0000000184955ba4 (__TEXT,__text) non-external _sb_instr_set_false_branch
000000018495bf8c (__TEXT,__text) non-external _sb_instr_set_true_branch
0000000184964318 (__TEXT,__text) non-external _sb_malloc_typed
0000000184953120 (__TEXT,__text) non-external _sb_modifier_requires_argument
000000018494d488 (__TEXT,__text) non-external _sb_modifiers_iterate
000000018494d518 (__TEXT,__text) non-external _sb_modifiers_release
0000000184969ff8 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
000000018496a0c0 (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
0000000184969f3c (__TEXT,__text) non-external _sb_msgfilter_release
000000018495fc48 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
0000000184958584 (__TEXT,__text) non-external _sb_mutable_buffer_new
000000018495fd3c (__TEXT,__text) non-external _sb_mutable_buffer_release
000000018495e97c (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
000000018495ea28 (__TEXT,__text) non-external _sb_mutable_buffer_write
0000000184962908 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
0000000184971a54 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00000001849629a8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00000001849629b8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00000001849629b0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
000000018496288c (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
0000000184962720 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
0000000184962bd8 (__TEXT,__text) non-external _sb_packbuff_pack_item
0000000184971b14 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
0000000184971b40 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000184962d38 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000184962d04 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
0000000184962bc0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00000001849627c0 (__TEXT,__text) non-external _sb_packbuff_realloc
0000000184962a68 (__TEXT,__text) non-external _sb_packbuff_unpack_item
0000000184971ae8 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
0000000184962e10 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
0000000184962b3c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00000001849629f8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
0000000184955a84 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
000000018494e8d0 (__TEXT,__text) non-external _sb_pattern_new
000000018494ddc8 (__TEXT,__text) non-external _sb_pattern_prefix
0000000184953328 (__TEXT,__text) non-external _sb_pattern_regex
000000018494ee90 (__TEXT,__text) non-external _sb_pattern_release
000000018494ee28 (__TEXT,__text) non-external _sb_pattern_retain
0000000184956260 (__TEXT,__text) non-external _sb_pattern_serialize
00000001849711f8 (__TEXT,__text) non-external _sb_pattern_var_release
0000000184971190 (__TEXT,__text) non-external _sb_pattern_var_retain
000000018497130c (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
0000000184971530 (__TEXT,__text) non-external _sb_pattern_varset_enter
00000001849716a0 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
0000000184960984 (__TEXT,__text) non-external _sb_pattern_varset_release
00000001849608b8 (__TEXT,__text) non-external _sb_pattern_varset_retain
000000018496ab30 (__TEXT,__text) non-external _sb_policy_get_entry_point
000000018496aad4 (__TEXT,__text) non-external _sb_policy_is_operation_supported
000000018496ab8c (__TEXT,__text) non-external _sb_policy_iterate_entry_points
000000018496a764 (__TEXT,__text) non-external _sb_policy_new
000000018496a954 (__TEXT,__text) non-external _sb_policy_release
000000018496aa10 (__TEXT,__text) non-external _sb_policy_set_entry_point
000000018496ac28 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
0000000184958458 (__TEXT,__text) non-external _sb_profile_release
0000000184960920 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
0000000184960aac (__TEXT,__text) non-external _sb_program_add_source_buffer
000000018494431c (__TEXT,__text) non-external _sb_program_source_alloc
0000000184964388 (__TEXT,__text) non-external _sb_realloc_typed
0000000184955930 (__TEXT,__text) non-external _sb_regex_release
00000001849581e8 (__TEXT,__text) non-external _sb_sbpl_parser_release
000000018496699c (__TEXT,__text) non-external _sb_stringtable_enter
0000000184965370 (__TEXT,__text) non-external _sb_stringtable_release
0000000184955810 (__TEXT,__text) non-external _sb_textbuf_get_length
000000018494fb74 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
0000000184943dd0 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
000000018496fe34 (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
00000001849559f0 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
000000018496a4fc (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
0000000184968d58 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
000000018495b420 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
000000018496b55c (__TEXT,__text) non-external _sb_transform_reorder_profile
000000018496b5b0 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
0000000184971114 (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
0000000184958f38 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
000000018496f640 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
000000018495809c (__TEXT,__text) non-external _sb_visitor_has_visited
0000000184957d10 (__TEXT,__text) non-external _sb_visitor_new
0000000184958144 (__TEXT,__text) non-external _sb_visitor_release
0000000184971760 (__TEXT,__text) non-external _sb_warn
000000018497e01d (__TEXT,__const) non-external _sbpl1_scm
000000018497ef57 (__TEXT,__const) non-external _sbpl2_scm
000000018497f4f5 (__TEXT,__const) non-external _sbpl3_scm
000000018496daa4 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
000000018496ceec (__TEXT,__text) non-external _sbpl_extends_builtin
000000018496cd94 (__TEXT,__text) non-external _sbpl_filter_eqv
000000018496d984 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
000000018496cc48 (__TEXT,__text) non-external _sbpl_operation_eqv
0000000184976739 (__TEXT,__const) non-external _sbpl_scm
00000001849614cc (__TEXT,__text) non-external (was a private external) _scheme_backtrace
0000000184971838 (__TEXT,__text) non-external _scheme_backtrace.cold.1
0000000184957af4 (__TEXT,__text) non-external (was a private external) _scheme_call
000000018494b534 (__TEXT,__text) non-external (was a private external) _scheme_define
00000001849582b8 (__TEXT,__text) non-external (was a private external) _scheme_deinit
0000000184944e44 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
