00000001db1ed200 (__TEXT,__text) external _ARMCompilationCallback
00000001db7d9574 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_113MPPassManagerD1Ev
00000001db45a90c (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_117RegisterCoalescer24LRE_WillEraseInstructionEPN4llvm12MachineInstrE
00000001db45a91c (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_117RegisterCoalescerD0Ev
00000001db45a914 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_117RegisterCoalescerD1Ev
00000001db620080 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_118BasicAliasAnalysis13getModRefInfoEN4llvm17ImmutableCallSiteERKNS1_13AliasAnalysis8LocationE
00000001db620088 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_118BasicAliasAnalysis13getModRefInfoEN4llvm17ImmutableCallSiteES2_
00000001db61ffb4 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_118BasicAliasAnalysis17getModRefBehaviorEN4llvm17ImmutableCallSiteE
00000001db61ffbc (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_118BasicAliasAnalysis17getModRefBehaviorEPKN4llvm8FunctionE
00000001db61ffac (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_118BasicAliasAnalysis22pointsToConstantMemoryERKN4llvm13AliasAnalysis8LocationEb
00000001db61ff08 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_118BasicAliasAnalysis5aliasERKN4llvm13AliasAnalysis8LocationES5_
00000001db61fe5c (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_118BasicAliasAnalysisD0Ev
00000001db61fdc4 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_118BasicAliasAnalysisD1Ev
00000001db613644 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_120AliasAnalysisCounter13getModRefInfoEN4llvm17ImmutableCallSiteERKNS1_13AliasAnalysis8LocationE
00000001db61364c (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_120AliasAnalysisCounter13getModRefInfoEN4llvm17ImmutableCallSiteES2_
00000001db613570 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_120AliasAnalysisCounter22pointsToConstantMemoryERKN4llvm13AliasAnalysis8LocationEb
00000001db613568 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_120AliasAnalysisCounter5aliasERKN4llvm13AliasAnalysis8LocationES5_
00000001db61352c (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_120AliasAnalysisCounterD0Ev
00000001db613524 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_120AliasAnalysisCounterD1Ev
00000001db6d9624 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_122TypeBasedAliasAnalysis13getModRefInfoEN4llvm17ImmutableCallSiteERKNS1_13AliasAnalysis8LocationE
00000001db6d96c4 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_122TypeBasedAliasAnalysis13getModRefInfoEN4llvm17ImmutableCallSiteES2_
00000001db6d9618 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_122TypeBasedAliasAnalysis17getModRefBehaviorEN4llvm17ImmutableCallSiteE
00000001db6d9620 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_122TypeBasedAliasAnalysis17getModRefBehaviorEPKN4llvm8FunctionE
00000001db6d9610 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_122TypeBasedAliasAnalysis22pointsToConstantMemoryERKN4llvm13AliasAnalysis8LocationEb
00000001db6d9590 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_122TypeBasedAliasAnalysis5aliasERKN4llvm13AliasAnalysis8LocationES5_
00000001db6d9544 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_122TypeBasedAliasAnalysisD0Ev
00000001db6d950c (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_122TypeBasedAliasAnalysisD1Ev
00000001db6c88dc (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_128ScalarEvolutionAliasAnalysis5aliasERKN4llvm13AliasAnalysis8LocationES5_
00000001db6c8890 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_128ScalarEvolutionAliasAnalysisD0Ev
00000001db6c8858 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_128ScalarEvolutionAliasAnalysisD1Ev
00000001db686524 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_14NoAA11deleteValueEPN4llvm5ValueE
00000001db686514 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_14NoAA13getModRefInfoEN4llvm17ImmutableCallSiteERKNS1_13AliasAnalysis8LocationE
00000001db68651c (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_14NoAA13getModRefInfoEN4llvm17ImmutableCallSiteES2_
00000001db68652c (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_14NoAA14addEscapingUseERN4llvm3UseE
00000001db686504 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_14NoAA17getModRefBehaviorEN4llvm17ImmutableCallSiteE
00000001db68650c (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_14NoAA17getModRefBehaviorEPKN4llvm8FunctionE
00000001db6864fc (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_14NoAA22pointsToConstantMemoryERKN4llvm13AliasAnalysis8LocationEb
00000001db6864f4 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_14NoAA5aliasERKN4llvm13AliasAnalysis8LocationES5_
00000001db686528 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_14NoAA9copyValueEPN4llvm5ValueES3_
00000001db6864a8 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_14NoAAD0Ev
00000001db686470 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_14NoAAD1Ev
00000001db6d84cc (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_15NoTTID0Ev
00000001db6d84c4 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_15NoTTID1Ev
00000001db2054d4 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_16ARMTTID0Ev
00000001db20549c (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_16ARMTTID1Ev
00000001db0865ec (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_16X86TTID0Ev
00000001db0865b4 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_16X86TTID1Ev
00000001db442718 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_17RABasic13selectOrSplitERN4llvm12LiveIntervalERNS1_15SmallVectorImplIjEE
00000001db442710 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_17RABasic7dequeueEv
00000001db442708 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_17RABasic7enqueueEPN4llvm12LiveIntervalE
00000001db442700 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_17RABasic7spillerEv
00000001db442630 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_17RABasicD0Ev
00000001db442574 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_17RABasicD1Ev
00000001db102b20 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_18ARM64TTID0Ev
00000001db102ae8 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_18ARM64TTID1Ev
00000001db35e64c (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_18BasicTTID0Ev
00000001db35e614 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_18BasicTTID1Ev
00000001db448384 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_18RAGreedy13selectOrSplitERN4llvm12LiveIntervalERNS1_15SmallVectorImplIjEE
00000001db448374 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_18RAGreedy7dequeueEv
00000001db448360 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_18RAGreedy7enqueueEPN4llvm12LiveIntervalE
00000001db448358 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_18RAGreedy7spillerEv
00000001db44831c (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_18RAGreedyD0Ev
00000001db448314 (__TEXT,__text) non-external __ZThn32_N12_GLOBAL__N_18RAGreedyD1Ev
00000001db7d726c (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm13FPPassManager9getAsPassEv
00000001db7d718c (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm13FPPassManagerD0Ev
00000001db7d70c0 (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm13FPPassManagerD1Ev
00000001db6738e8 (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm13LPPassManager9getAsPassEv
00000001db673854 (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm13LPPassManagerD0Ev
00000001db6737d4 (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm13LPPassManagerD1Ev
00000001db696ac8 (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm13RGPassManager9getAsPassEv
00000001db696a34 (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm13RGPassManagerD0Ev
00000001db6969b4 (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm13RGPassManagerD1Ev
00000001db6665f4 (__TEXT,__text) external __ZThn32_N4llvm20LibCallAliasAnalysis13getModRefInfoENS_17ImmutableCallSiteERKNS_13AliasAnalysis8LocationE
00000001db6666e4 (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm20LibCallAliasAnalysis13getModRefInfoENS_17ImmutableCallSiteES1_
00000001db6662e4 (__TEXT,__text) external __ZThn32_N4llvm20LibCallAliasAnalysisD0Ev
00000001db666188 (__TEXT,__text) external __ZThn32_N4llvm20LibCallAliasAnalysisD1Ev
00000001db7d7bc4 (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm6legacy15PassManagerImpl9getAsPassEv
00000001db7d7adc (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm6legacy15PassManagerImplD0Ev
00000001db7d7a08 (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm6legacy15PassManagerImplD1Ev
00000001db7d762c (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm6legacy23FunctionPassManagerImpl9getAsPassEv
00000001db7d7544 (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm6legacy23FunctionPassManagerImplD0Ev
00000001db7d7470 (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm6legacy23FunctionPassManagerImplD1Ev
00000001dae8fbfc (__TEXT,__text) external __ZThn32_N4llvm7objcarc20ObjCARCAliasAnalysis13getModRefInfoENS_17ImmutableCallSiteERKNS_13AliasAnalysis8LocationE
00000001dae8fcb4 (__TEXT,__text) external __ZThn32_N4llvm7objcarc20ObjCARCAliasAnalysis13getModRefInfoENS_17ImmutableCallSiteES2_
00000001dae8fa70 (__TEXT,__text) external __ZThn32_N4llvm7objcarc20ObjCARCAliasAnalysis17getModRefBehaviorENS_17ImmutableCallSiteE
00000001dae8fae0 (__TEXT,__text) external __ZThn32_N4llvm7objcarc20ObjCARCAliasAnalysis17getModRefBehaviorEPKNS_8FunctionE
00000001dae8fa60 (__TEXT,__text) external __ZThn32_N4llvm7objcarc20ObjCARCAliasAnalysis22pointsToConstantMemoryERKNS_13AliasAnalysis8LocationEb
00000001dae8f870 (__TEXT,__text) external __ZThn32_N4llvm7objcarc20ObjCARCAliasAnalysis5aliasERKNS_13AliasAnalysis8LocationES5_
00000001dae8fdac (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm7objcarc20ObjCARCAliasAnalysisD0Ev
00000001dae8fd74 (__TEXT,__text) non-external (was a private external) __ZThn32_N4llvm7objcarc20ObjCARCAliasAnalysisD1Ev
00000001db6190d0 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_113AliasDebugger16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001db602124 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_113CGPassManager18getPassManagerTypeEv
00000001db6097b0 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_113GlobalsModRef16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001db7d95d0 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_113MPPassManager18getPassManagerTypeEv
00000001db61fd78 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_118BasicAliasAnalysis16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001db6134e8 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_120AliasAnalysisCounter16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001db6d9500 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_122TypeBasedAliasAnalysis16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001db6c8804 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_128ScalarEvolutionAliasAnalysis16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001db68646c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_14NoAA16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001db6d8510 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI10getGEPCostEPKN4llvm5ValueENS1_8ArrayRefIS4_EE
00000001db6d856c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI11getCallCostEPKN4llvm8FunctionENS1_8ArrayRefIPKNS1_5ValueEEE
00000001db6d8564 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI11getCallCostEPKN4llvm8FunctionEi
00000001db6d8548 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI11getCallCostEPN4llvm12FunctionTypeEi
00000001db6d85e8 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI11getUserCostEPKN4llvm4UserE
00000001db6d8644 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI11isTypeLegalEPN4llvm4TypeE
00000001db6d866c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI12haveFastSqrtEPN4llvm4TypeE
00000001db6d8684 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI13getIntImmCostEN4llvm9Intrinsic2IDEjRKNS1_5APIntEPNS1_4TypeE
00000001db6d8674 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI13getIntImmCostERKN4llvm5APIntEPNS1_4TypeE
00000001db6d867c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI13getIntImmCostEjjRKN4llvm5APIntEPNS1_4TypeE
00000001db6d86bc (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI14getCFInstrCostEj
00000001db6d8654 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI14getJumpBufSizeEv
00000001db6d86ac (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI14getShuffleCostEN4llvm19TargetTransformInfo11ShuffleKindEPNS1_4TypeEiS5_
00000001db6d863c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI14isTruncateFreeEPN4llvm4TypeES3_
00000001db6d86d4 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI15getMemoryOpCostEjPN4llvm4TypeEjj
00000001db6d85f8 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI15isLoweredToCallEPKN4llvm8FunctionE
00000001db6d84c0 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001db6d86b4 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI16getCastInstrCostEjPN4llvm4TypeES3_
00000001db6d85e0 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI16getIntrinsicCostEN4llvm9Intrinsic2IDEPNS1_4TypeENS1_8ArrayRefIPKNS1_5ValueEEE
00000001db6d8598 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI16getIntrinsicCostEN4llvm9Intrinsic2IDEPNS1_4TypeENS1_8ArrayRefIS5_EE
00000001db6d86ec (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI16getNumberOfPartsEPN4llvm4TypeE
00000001db6d8508 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI16getOperationCostEjPN4llvm4TypeES3_
00000001db6d8664 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI16getPopcntSupportEj
00000001db6d86dc (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI16getReductionCostEjPN4llvm4TypeEb
00000001db6d86c4 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI18getCmpSelInstrCostEjPN4llvm4TypeES3_
00000001db6d86cc (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI18getVectorInstrCostEjPN4llvm4TypeEj
00000001db6d864c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI19getJumpBufAlignmentEv
00000001db6d8694 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI19getRegisterBitWidthEb
00000001db6d85f0 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI19hasBranchDivergenceEv
00000001db6d8600 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI19isLegalAddImmediateEx
00000001db6d868c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI20getNumberOfRegistersEb
00000001db6d8624 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI20getScalingFactorCostEPN4llvm4TypeEPNS1_11GlobalValueExbx
00000001db6d8608 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI20isLegalICmpImmediateEx
00000001db6d86e4 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI21getIntrinsicInstrCostEN4llvm9Intrinsic2IDEPNS1_4TypeENS1_8ArrayRefIS5_EE
00000001db6d8610 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI21isLegalAddressingModeEPN4llvm4TypeEPNS1_11GlobalValueExbx
00000001db6d86a4 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI22getArithmeticInstrCostEjPN4llvm4TypeENS1_19TargetTransformInfo16OperandValueKindES5_
00000001db6d869c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI22getMaximumUnrollFactorEv
00000001db6d85fc (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI23getUnrollingPreferencesEPN4llvm4LoopERNS1_19TargetTransformInfo20UnrollingPreferencesE
00000001db6d865c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI23shouldBuildLookupTablesEv
00000001db6d86f4 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_15NoTTI25getAddressComputationCostEPN4llvm4TypeEb
00000001db205520 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16ARMTTI13getIntImmCostERKN4llvm5APIntEPNS1_4TypeE
00000001db20566c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16ARMTTI14getShuffleCostEN4llvm19TargetTransformInfo11ShuffleKindEPNS1_4TypeEiS5_
00000001db205720 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16ARMTTI15getMemoryOpCostEjPN4llvm4TypeEjj
00000001db205498 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16ARMTTI16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001db205674 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16ARMTTI16getCastInstrCostEjPN4llvm4TypeES3_
00000001db20567c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16ARMTTI18getCmpSelInstrCostEjPN4llvm4TypeES3_
00000001db205684 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16ARMTTI18getVectorInstrCostEjPN4llvm4TypeEj
00000001db20555c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16ARMTTI19getRegisterBitWidthEb
00000001db205528 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16ARMTTI20getNumberOfRegistersEb
00000001db205594 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16ARMTTI22getArithmeticInstrCostEjPN4llvm4TypeENS1_19TargetTransformInfo16OperandValueKindES5_
00000001db205578 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16ARMTTI22getMaximumUnrollFactorEv
00000001db20578c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16ARMTTI25getAddressComputationCostEPN4llvm4TypeEb
00000001db086650 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI13getIntImmCostEN4llvm9Intrinsic2IDEjRKNS1_5APIntEPNS1_4TypeE
00000001db086648 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI13getIntImmCostERKN4llvm5APIntEPNS1_4TypeE
00000001db08664c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI13getIntImmCostEjjRKN4llvm5APIntEPNS1_4TypeE
00000001db086700 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI14getShuffleCostEN4llvm19TargetTransformInfo11ShuffleKindEPNS1_4TypeEiS5_
00000001db08677c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI15getMemoryOpCostEjPN4llvm4TypeEjj
00000001db0865b0 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001db086764 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI16getCastInstrCostEjPN4llvm4TypeES3_
00000001db086638 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI16getPopcntSupportEj
00000001db086784 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI16getReductionCostEjPN4llvm4TypeEb
00000001db08676c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI18getCmpSelInstrCostEjPN4llvm4TypeES3_
00000001db086774 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI18getVectorInstrCostEjPN4llvm4TypeEj
00000001db086688 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI19getRegisterBitWidthEb
00000001db086654 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI20getNumberOfRegistersEb
00000001db0866f8 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI22getArithmeticInstrCostEjPN4llvm4TypeENS1_19TargetTransformInfo16OperandValueKindES5_
00000001db0866c8 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI22getMaximumUnrollFactorEv
00000001db08678c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_16X86TTI25getAddressComputationCostEPN4llvm4TypeEb
00000001db102b88 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI13getIntImmCostEN4llvm9Intrinsic2IDEjRKNS1_5APIntEPNS1_4TypeE
00000001db102b80 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI13getIntImmCostERKN4llvm5APIntEPNS1_4TypeE
00000001db102b84 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI13getIntImmCostEjjRKN4llvm5APIntEPNS1_4TypeE
00000001db102c8c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI15getMemoryOpCostEjPN4llvm4TypeEjj
00000001db102ae4 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001db102c74 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI16getCastInstrCostEjPN4llvm4TypeES3_
00000001db102b6c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI16getPopcntSupportEj
00000001db102c7c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI18getCmpSelInstrCostEjPN4llvm4TypeES3_
00000001db102c84 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI18getVectorInstrCostEjPN4llvm4TypeEj
00000001db102b9c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI19getRegisterBitWidthEb
00000001db102b8c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI20getNumberOfRegistersEb
00000001db102bb8 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI22getArithmeticInstrCostEjPN4llvm4TypeENS1_19TargetTransformInfo16OperandValueKindES5_
00000001db102bb0 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI22getMaximumUnrollFactorEv
00000001db102c94 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18ARM64TTI25getAddressComputationCostEPN4llvm4TypeEb
00000001db35e96c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI11isTypeLegalEPN4llvm4TypeE
00000001db35eb08 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI12haveFastSqrtEPN4llvm4TypeE
00000001db35ebc4 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI14getCFInstrCostEj
00000001db35ea4c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI14getJumpBufSizeEv
00000001db35ebb4 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI14getShuffleCostEN4llvm19TargetTransformInfo11ShuffleKindEPNS1_4TypeEiS5_
00000001db35e8d4 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI14isTruncateFreeEPN4llvm4TypeES3_
00000001db35ebdc (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI15getMemoryOpCostEjPN4llvm4TypeEjj
00000001db35e610 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI16getAnalysisUsageERN4llvm13AnalysisUsageE
00000001db35ebbc (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI16getCastInstrCostEjPN4llvm4TypeES3_
00000001db35ec3c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI16getNumberOfPartsEPN4llvm4TypeE
00000001db35ec2c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI16getReductionCostEjPN4llvm4TypeEb
00000001db35ebcc (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI18getCmpSelInstrCostEjPN4llvm4TypeES3_
00000001db35ebd4 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI18getVectorInstrCostEjPN4llvm4TypeEj
00000001db35ea0c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI19getJumpBufAlignmentEv
00000001db35eb9c (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI19getRegisterBitWidthEb
00000001db35e698 (__TEXT,__text) non-external __ZThn32_NK12_GLOBAL__N_18BasicTTI19hasBranchDivergenceEv
