                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00000001804b51e8 (__TEXT,__text) non-external _LI_get_thread_info
00000001804d68bc (__TEXT,__text) external _xdr_int
00000001804d6ad4 (__TEXT,__text) external _xdr_int16_t
00000001804b83b8 (__TEXT,__text) external _xdr_int32_t
00000001804d6f6c (__TEXT,__text) external _xdr_int64_t
00000001804cc898 (__TEXT,__text) external _xdr_keydat
00000001804d6944 (__TEXT,__text) external _xdr_long
00000001804d717c (__TEXT,__text) external _xdr_longlong_t
00000001804cc8a8 (__TEXT,__text) external _xdr_mapname
00000001804d6d74 (__TEXT,__text) external _xdr_netobj
00000001804b81a4 (__TEXT,__text) external _xdr_opaque
00000001804d4b48 (__TEXT,__text) non-external (was a private external) _xdr_opaque_auth
00000001804cc8b0 (__TEXT,__text) external _xdr_peername
00000001804d3bfc (__TEXT,__text) external _xdr_pmap
00000001804d3c70 (__TEXT,__text) external _xdr_pmaplist
00000001804d83c4 (__TEXT,__text) external _xdr_pointer
00000001804d82e4 (__TEXT,__text) external _xdr_reference
00000001804d4c54 (__TEXT,__text) non-external (was a private external) _xdr_rejected_reply
00000001804d4cec (__TEXT,__text) external _xdr_replymsg
00000001804d3e70 (__TEXT,__text) external _xdr_rmtcall_args
00000001804d3f70 (__TEXT,__text) external _xdr_rmtcallres
00000001804d69c4 (__TEXT,__text) external _xdr_short
00000001804d6e40 (__TEXT,__text) external _xdr_string
00000001804d6c2c (__TEXT,__text) external _xdr_u_char
00000001804d7178 (__TEXT,__text) external _xdr_u_hyper
00000001804b8330 (__TEXT,__text) external _xdr_u_int
00000001804d6b5c (__TEXT,__text) external _xdr_u_int16_t
00000001804b82a8 (__TEXT,__text) external _xdr_u_int32_t
00000001804d7070 (__TEXT,__text) external _xdr_u_int64_t
00000001804d6984 (__TEXT,__text) external _xdr_u_long
00000001804d7180 (__TEXT,__text) external _xdr_u_longlong_t
00000001804d6a4c (__TEXT,__text) external _xdr_u_short
00000001804d6d84 (__TEXT,__text) external _xdr_union
00000001804cc8b8 (__TEXT,__text) external _xdr_valdat
00000001804d72c4 (__TEXT,__text) external _xdr_vector
00000001804d68b4 (__TEXT,__text) external _xdr_void
00000001804d6f64 (__TEXT,__text) external _xdr_wrapstring
00000001804ce2e8 (__TEXT,__text) external _xdr_x_passwd
00000001804cc8c8 (__TEXT,__text) external _xdr_ypbind_binding
00000001804cc920 (__TEXT,__text) external _xdr_ypbind_resp
00000001804cc9ac (__TEXT,__text) external _xdr_ypbind_resptype
00000001804cc9b0 (__TEXT,__text) external _xdr_ypbind_setdom
00000001804cca14 (__TEXT,__text) external _xdr_ypmaplist
00000001804ce38c (__TEXT,__text) external _xdr_yppasswd
00000001804cca78 (__TEXT,__text) external _xdr_ypreq_key
00000001804ccadc (__TEXT,__text) external _xdr_ypreq_nokey
00000001804ccb2c (__TEXT,__text) external _xdr_ypresp_all
00000001804ccd8c (__TEXT,__text) external _xdr_ypresp_all_seq
00000001804ccb98 (__TEXT,__text) external _xdr_ypresp_key_val
00000001804ccbfc (__TEXT,__text) external _xdr_ypresp_maplist
00000001804ccc60 (__TEXT,__text) external _xdr_ypresp_master
00000001804cccb0 (__TEXT,__text) external _xdr_ypresp_order
00000001804ccd38 (__TEXT,__text) external _xdr_ypresp_val
00000001804ccd88 (__TEXT,__text) external _xdr_ypstat
00000001804dc758 (__TEXT,__const) non-external _xdr_zero
00000001804d74b0 (__TEXT,__text) external _xdrmem_create
00000001804d766c (__TEXT,__text) non-external _xdrmem_destroy
00000001804d754c (__TEXT,__text) non-external _xdrmem_getbytes
00000001804d7670 (__TEXT,__text) non-external _xdrmem_getlong_aligned
00000001804d74dc (__TEXT,__text) non-external _xdrmem_getlong_unaligned
00000001804d760c (__TEXT,__text) non-external _xdrmem_getpos
00000001804d76d8 (__TEXT,__text) non-external _xdrmem_inline_aligned
00000001804d7664 (__TEXT,__text) non-external _xdrmem_inline_unaligned
00000001ef61f1f8 (__AUTH_CONST,__const) non-external _xdrmem_ops_aligned
00000001ef61f1b0 (__AUTH_CONST,__const) non-external _xdrmem_ops_unaligned
00000001804d75b0 (__TEXT,__text) non-external _xdrmem_putbytes
00000001804d76a4 (__TEXT,__text) non-external _xdrmem_putlong_aligned
00000001804d7510 (__TEXT,__text) non-external _xdrmem_putlong_unaligned
00000001804d7624 (__TEXT,__text) non-external _xdrmem_setpos
00000001804d7704 (__TEXT,__text) external _xdrrec_create
00000001804db628 (__TEXT,__text) non-external _xdrrec_create.cold.1
00000001804d8158 (__TEXT,__text) non-external _xdrrec_destroy
00000001804d7c44 (__TEXT,__text) external _xdrrec_endofrecord
00000001804d7bd8 (__TEXT,__text) external _xdrrec_eof
00000001804d7e90 (__TEXT,__text) non-external _xdrrec_getbytes
00000001804d7d90 (__TEXT,__text) non-external _xdrrec_getlong
00000001804d7fd4 (__TEXT,__text) non-external _xdrrec_getpos
00000001804d80fc (__TEXT,__text) non-external _xdrrec_inline
00000001ef61f240 (__AUTH_CONST,__const) non-external _xdrrec_ops
00000001804d7f30 (__TEXT,__text) non-external _xdrrec_putbytes
00000001804d7e20 (__TEXT,__text) non-external _xdrrec_putlong
00000001804d8048 (__TEXT,__text) non-external _xdrrec_setpos
00000001804d78c0 (__TEXT,__text) external _xdrrec_skiprecord
00000001804d8444 (__TEXT,__text) external _xdrstdio_create
00000001804d85f0 (__TEXT,__text) non-external _xdrstdio_destroy
00000001804d8504 (__TEXT,__text) non-external _xdrstdio_getbytes
00000001804d8460 (__TEXT,__text) non-external _xdrstdio_getlong
00000001804d8594 (__TEXT,__text) non-external _xdrstdio_getpos
00000001804d85e8 (__TEXT,__text) non-external _xdrstdio_inline
00000001ef61f288 (__AUTH_CONST,__const) non-external _xdrstdio_ops
00000001804d854c (__TEXT,__text) non-external _xdrstdio_putbytes
00000001804d84c0 (__TEXT,__text) non-external _xdrstdio_putlong
00000001804d85bc (__TEXT,__text) non-external _xdrstdio_setpos
                 (undefined) external _xpc_array_apply (from libxpc)
                 (undefined) external _xpc_array_get_count (from libxpc)
                 (undefined) external _xpc_array_get_value (from libxpc)
                 (undefined) external _xpc_bool_get_value (from libxpc)
                 (undefined) external _xpc_create_from_plist (from libxpc)
                 (undefined) external _xpc_dictionary_apply (from libxpc)
                 (undefined) external _xpc_dictionary_create (from libxpc)
                 (undefined) external _xpc_dictionary_get_audit_token (from libxpc)
                 (undefined) external _xpc_dictionary_get_bool (from libxpc)
                 (undefined) external _xpc_dictionary_get_data (from libxpc)
                 (undefined) external _xpc_dictionary_get_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_get_value (from libxpc)
                 (undefined) external _xpc_dictionary_set_bool (from libxpc)
                 (undefined) external _xpc_dictionary_set_data (from libxpc)
                 (undefined) external _xpc_dictionary_set_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_set_string (from libxpc)
                 (undefined) external _xpc_dictionary_set_uuid (from libxpc)
                 (undefined) external _xpc_get_type (from libxpc)
                 (undefined) external _xpc_int64_get_value (from libxpc)
                 (undefined) external _xpc_pipe_create (from libxpc)
                 (undefined) external _xpc_pipe_invalidate (from libxpc)
                 (undefined) external _xpc_pipe_routine (from libxpc)
                 (undefined) external _xpc_release (from libxpc)
                 (undefined) external _xpc_retain (from libxpc)
                 (undefined) external _xpc_string_get_string_ptr (from libxpc)
00000001ebf89a28 (__DATA,__bss) non-external _xports
00000001804d4f0c (__TEXT,__text) external _xprt_register
00000001804d4fc0 (__TEXT,__text) external _xprt_unregister
00000001804ccf88 (__TEXT,__text) external _yp_all
00000001804cd660 (__TEXT,__text) external _yp_bind
00000001804cd708 (__TEXT,__text) external _yp_first
00000001ebf89970 (__DATA,__bss) non-external _yp_first.proto
00000001804cd94c (__TEXT,__text) external _yp_get_default_domain
00000001804cd9a4 (__TEXT,__text) external _yp_maplist
00000001ebf89974 (__DATA,__bss) non-external _yp_maplist.proto
00000001804cdab4 (__TEXT,__text) external _yp_master
00000001ebf89978 (__DATA,__bss) non-external _yp_master.proto
00000001804cde88 (__TEXT,__text) external _yp_match
00000001ebf899d0 (__DATA,__bss) non-external _yp_match.proto
00000001804ce090 (__TEXT,__text) external _yp_next
00000001ebf899d4 (__DATA,__bss) non-external _yp_next.proto
00000001804cdc70 (__TEXT,__text) external _yp_order
00000001ebf8997c (__DATA,__bss) non-external _yp_order.proto
00000001804cd668 (__TEXT,__text) external _yp_unbind
00000001804cde28 (__TEXT,__text) external _yperr_string
00000001ebf8997d (__DATA,__bss) non-external _yperr_string.err
00000001804ce3e0 (__TEXT,__text) external _ypprot_err
00000001ebf896d0 (__DATA,__common) non-external (was a private external) _ypresp_allfn
00000001ebf896d8 (__DATA,__common) non-external (was a private external) _ypresp_data
