00000001886f8610 (__TEXT,__const) non-external _A1_Table
00000001886f3bfc (__TEXT,__const) non-external _vImageConvert_ARGB8888ToRGBA1010102.identityMap
00000001883d1680 (__TEXT,__text) external _vImageConvert_ARGB8888ToXRGB2101010
000000018838cbd0 (__TEXT,__text) external _vImageConvert_ARGB8888toARGB1555
000000018838bb50 (__TEXT,__text) external _vImageConvert_ARGB8888toARGB1555_dithered
0000000188391fac (__TEXT,__text) external _vImageConvert_ARGB8888toPlanar16Q12
00000001883377f4 (__TEXT,__text) external _vImageConvert_ARGB8888toPlanar8
000000018850ec60 (__TEXT,__text) external _vImageConvert_ARGB8888toPlanarF
000000018838c838 (__TEXT,__text) external _vImageConvert_ARGB8888toRGB565
000000018838c0e4 (__TEXT,__text) external _vImageConvert_ARGB8888toRGB565_dithered
00000001883cfc04 (__TEXT,__text) external _vImageConvert_ARGB8888toRGB888
00000001883d26e0 (__TEXT,__text) external _vImageConvert_ARGBFFFFToARGB2101010
00000001883d29d4 (__TEXT,__text) external _vImageConvert_ARGBFFFFToXRGB2101010
0000000188389e58 (__TEXT,__text) external _vImageConvert_ARGBFFFFtoARGB8888_dithered
00000001886d3bf0 (__TEXT,__const) non-external _vImageConvert_ARGBFFFFtoARGB8888_dithered.identityMap
000000018850e9e4 (__TEXT,__text) external _vImageConvert_ARGBFFFFtoPlanar8
000000018833b428 (__TEXT,__text) external _vImageConvert_ARGBFFFFtoPlanarF
00000001883d0360 (__TEXT,__text) external _vImageConvert_ARGBFFFFtoRGBFFF
000000018835b7cc (__TEXT,__text) external _vImageConvert_ARGBToYpCbCr_GenerateConversion
000000018832fed0 (__TEXT,__text) external _vImageConvert_AnyToAny
000000018838e70c (__TEXT,__text) external _vImageConvert_BGRA16UtoRGB16U
000000018838ca4c (__TEXT,__text) external _vImageConvert_BGRA8888toRGB565
000000018838c424 (__TEXT,__text) external _vImageConvert_BGRA8888toRGB565_dithered
00000001883cffe8 (__TEXT,__text) external _vImageConvert_BGRA8888toRGB888
00000001883d07b0 (__TEXT,__text) external _vImageConvert_BGRAFFFFtoRGBFFF
000000018850e0f4 (__TEXT,__text) external _vImageConvert_BGRX8888ToPlanar8
000000018850e738 (__TEXT,__text) external _vImageConvert_BGRXFFFFToPlanarF
0000000188394aa0 (__TEXT,__text) external _vImageConvert_CMYK16UtoACMYK16U
0000000188394ce8 (__TEXT,__text) external _vImageConvert_CMYK16UtoCMYKA16U
0000000188394080 (__TEXT,__text) external _vImageConvert_CMYK8888toACMYK88888
00000001883943cc (__TEXT,__text) external _vImageConvert_CMYK8888toCMYKA88888
0000000188395180 (__TEXT,__text) external _vImageConvert_CMYKA16UtoCMYK16U
000000018839487c (__TEXT,__text) external _vImageConvert_CMYKA88888toCMYK8888
0000000188395b90 (__TEXT,__text) external _vImageConvert_CMYKAFFFFFtoCMYKFFFF
00000001883953d0 (__TEXT,__text) external _vImageConvert_CMYKFFFFtoACMYKFFFFF
000000018839569c (__TEXT,__text) external _vImageConvert_CMYKFFFFtoCMYKAFFFFF
0000000188333c9c (__TEXT,__text) external _vImageConvert_ChunkyToPlanar8
000000018838b060 (__TEXT,__text) external _vImageConvert_ChunkyToPlanarF
00000001885100f4 (__TEXT,__text) external _vImageConvert_FTo16S
00000001885102ec (__TEXT,__text) external _vImageConvert_FTo16U
0000000188337370 (__TEXT,__text) external _vImageConvert_Fto16Q12
000000018839061c (__TEXT,__text) external _vImageConvert_Indexed1toPlanar8
00000001883902b0 (__TEXT,__text) external _vImageConvert_Indexed2toPlanar8
0000000188390498 (__TEXT,__text) external _vImageConvert_Indexed4toPlanar8
000000018851072c (__TEXT,__text) external _vImageConvert_Planar16FtoPlanar8
0000000188510964 (__TEXT,__text) external _vImageConvert_Planar16FtoPlanarF
00000001883924b0 (__TEXT,__text) external _vImageConvert_Planar16Q12toARGB16F
0000000188334ab8 (__TEXT,__text) external _vImageConvert_Planar16Q12toARGB8888
0000000188497054 (__TEXT,__text) external _vImageConvert_Planar16Q12toPlanarN
000000018839267c (__TEXT,__text) external _vImageConvert_Planar16Q12toRGB16F
0000000188343510 (__TEXT,__text) external _vImageConvert_Planar16Q12toRGB888
0000000188351c24 (__TEXT,__text) external _vImageConvert_Planar16UtoARGB16U
000000018838a10c (__TEXT,__text) external _vImageConvert_Planar16UtoPlanar8_dithered
000000018835246c (__TEXT,__text) external _vImageConvert_Planar16UtoRGB16U
000000018839021c (__TEXT,__text) external _vImageConvert_Planar1toPlanar8
000000018839027c (__TEXT,__text) external _vImageConvert_Planar2toPlanar8
0000000188390434 (__TEXT,__text) external _vImageConvert_Planar4toPlanar8
000000018850f5d0 (__TEXT,__text) external _vImageConvert_Planar8To16U
000000018850c394 (__TEXT,__text) external _vImageConvert_Planar8ToARGBFFFF
0000000188369444 (__TEXT,__text) external _vImageConvert_Planar8ToBGRX8888
000000018850c8a8 (__TEXT,__text) external _vImageConvert_Planar8ToBGRXFFFF
000000018850d30c (__TEXT,__text) external _vImageConvert_Planar8ToXRGB8888
000000018850c6f8 (__TEXT,__text) external _vImageConvert_Planar8ToXRGBFFFF
000000018838cbcc (__TEXT,__text) external _vImageConvert_Planar8toARGB1555
000000018850d070 (__TEXT,__text) external _vImageConvert_Planar8toARGB8888
0000000188391778 (__TEXT,__text) non-external (was a private external) _vImageConvert_Planar8toIndexed
000000018866c6c0 (__TEXT,__text) non-external _vImageConvert_Planar8toIndexed.cold.1
000000018839176c (__TEXT,__text) external _vImageConvert_Planar8toIndexed1
0000000188391c54 (__TEXT,__text) external _vImageConvert_Planar8toIndexed2
0000000188391c60 (__TEXT,__text) external _vImageConvert_Planar8toIndexed4
0000000188390704 (__TEXT,__text) external _vImageConvert_Planar8toPlanar1
00000001885104e4 (__TEXT,__text) external _vImageConvert_Planar8toPlanar16F
0000000188390ca8 (__TEXT,__text) external _vImageConvert_Planar8toPlanar2
0000000188391210 (__TEXT,__text) external _vImageConvert_Planar8toPlanar4
000000018850fd10 (__TEXT,__text) external _vImageConvert_Planar8toPlanarF
0000000188496ad0 (__TEXT,__text) external _vImageConvert_Planar8toPlanarN
000000018838cbd8 (__TEXT,__text) external _vImageConvert_Planar8toRGB565
000000018850eedc (__TEXT,__text) external _vImageConvert_Planar8toRGB888
000000018850ca50 (__TEXT,__text) external _vImageConvert_PlanarFToARGB8888
000000018850ceb8 (__TEXT,__text) external _vImageConvert_PlanarFToBGRX8888
000000018850db08 (__TEXT,__text) external _vImageConvert_PlanarFToBGRXFFFF
000000018850ccf4 (__TEXT,__text) external _vImageConvert_PlanarFToXRGB8888
000000018850d8b8 (__TEXT,__text) external _vImageConvert_PlanarFToXRGBFFFF
000000018850d630 (__TEXT,__text) external _vImageConvert_PlanarFtoARGBFFFF
0000000188510afc (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar16F
000000018835ae94 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar8
00000001883899ac (__TEXT,__text) external _vImageConvert_PlanarFtoPlanar8_dithered
00000001884975f4 (__TEXT,__text) external _vImageConvert_PlanarFtoPlanarN
00000001883331f8 (__TEXT,__text) external _vImageConvert_PlanarFtoRGBFFF
0000000188496ed4 (__TEXT,__text) external _vImageConvert_PlanarNtoPlanar16Q12
0000000188496948 (__TEXT,__text) external _vImageConvert_PlanarNtoPlanar8
000000018849745c (__TEXT,__text) external _vImageConvert_PlanarNtoPlanarF
00000001883410a4 (__TEXT,__text) external _vImageConvert_PlanarToChunky8
000000018838b0d4 (__TEXT,__text) external _vImageConvert_PlanarToChunkyF
000000018850b98c (__TEXT,__text) external _vImageConvert_RGB16UToARGB2101010
000000018838f208 (__TEXT,__text) external _vImageConvert_RGB16UToARGB8888
00000001883554a4 (__TEXT,__text) external _vImageConvert_RGB16UtoARGB16U
000000018838e144 (__TEXT,__text) external _vImageConvert_RGB16UtoBGRA16U
000000018850f11c (__TEXT,__text) external _vImageConvert_RGB16UtoPlanar16U
000000018838a3a0 (__TEXT,__text) external _vImageConvert_RGB16UtoRGB888_dithered
000000018835285c (__TEXT,__text) external _vImageConvert_RGB16UtoRGBA16U
000000018838b93c (__TEXT,__text) external _vImageConvert_RGB565toARGB1555
000000018838b220 (__TEXT,__text) external _vImageConvert_RGB565toARGB8888
000000018838b2f8 (__TEXT,__text) external _vImageConvert_RGB565toBGRA8888
000000018838cbe0 (__TEXT,__text) external _vImageConvert_RGB565toPlanar8
000000018838b364 (__TEXT,__text) external _vImageConvert_RGB565toRGB888
000000018838b728 (__TEXT,__text) external _vImageConvert_RGB565toRGBA5551
000000018838b28c (__TEXT,__text) external _vImageConvert_RGB565toRGBA8888
000000018850b2dc (__TEXT,__text) external _vImageConvert_RGB888ToARGB2101010
0000000188365f28 (__TEXT,__text) external _vImageConvert_RGB888toARGB8888
000000018834460c (__TEXT,__text) external _vImageConvert_RGB888toBGRA8888
0000000188391d00 (__TEXT,__text) external _vImageConvert_RGB888toPlanar16Q12
0000000188343348 (__TEXT,__text) external _vImageConvert_RGB888toPlanar8
000000018838bf44 (__TEXT,__text) external _vImageConvert_RGB888toRGB565_dithered
000000018834534c (__TEXT,__text) external _vImageConvert_RGB888toRGBA8888
000000018839304c (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB16Q12
00000001886f3c00 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB16Q12.identityMap
00000001883934f8 (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB16U
00000001886f3c08 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB16U.identityMap
0000000188392c60 (__TEXT,__text) external _vImageConvert_RGBA1010102ToARGB8888
00000001886f3bf8 (__TEXT,__const) non-external _vImageConvert_RGBA1010102ToARGB8888.identityMap
000000018838e4c4 (__TEXT,__text) external _vImageConvert_RGBA16UtoRGB16U
000000018838b498 (__TEXT,__text) external _vImageConvert_RGBA5551toRGB565
000000018838b1b4 (__TEXT,__text) external _vImageConvert_RGBA5551toRGBA8888
000000018838c83c (__TEXT,__text) external _vImageConvert_RGBA8888toRGB565
000000018838c284 (__TEXT,__text) external _vImageConvert_RGBA8888toRGB565_dithered
00000001883cfe40 (__TEXT,__text) external _vImageConvert_RGBA8888toRGB888
000000018838cbd4 (__TEXT,__text) external _vImageConvert_RGBA8888toRGBA5551
000000018838bda4 (__TEXT,__text) external _vImageConvert_RGBA8888toRGBA5551_dithered
00000001883d0588 (__TEXT,__text) external _vImageConvert_RGBAFFFFtoRGBFFF
000000018850c03c (__TEXT,__text) external _vImageConvert_RGBFFFToARGB2101010
00000001883d09d8 (__TEXT,__text) external _vImageConvert_RGBFFFtoARGBFFFF
00000001883d0e80 (__TEXT,__text) external _vImageConvert_RGBFFFtoBGRAFFFF
0000000188331f68 (__TEXT,__text) external _vImageConvert_RGBFFFtoPlanarF
0000000188389c18 (__TEXT,__text) external _vImageConvert_RGBFFFtoRGB888_dithered
00000001883d0ca4 (__TEXT,__text) external _vImageConvert_RGBFFFtoRGBAFFFF
00000001883d2d20 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16F
00000001883d1fec (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16Q12
00000001883d19ac (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB16U
00000001883d136c (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGB8888
00000001883d26c4 (__TEXT,__text) external _vImageConvert_XRGB2101010ToARGBFFFF
0000000188563bb4 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo420Yp10_CbCr10
00000001885646b8 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo422CbYpCrYp10
000000018856357c (__TEXT,__text) external _vImageConvert_XRGB2101010WTo422Yp10_CbCr10
0000000188562f90 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo444Yp10_CbCr10
0000000188564160 (__TEXT,__text) external _vImageConvert_XRGB2101010WTo444YpCbCr10
000000018850ac2c (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16F
00000001886f876c (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16F.identityMap
000000018850a594 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16Q12
00000001886f8764 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16Q12.identityMap
000000018850a254 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB16U
00000001886f8760 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16U.identityMap
0000000188509e30 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB8888
00000001886f875c (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB8888.identityMap
000000018850a8d4 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGBFFFF
00000001886f8768 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGBFFFF.identityMap
000000018850de48 (__TEXT,__text) external _vImageConvert_XRGB8888ToPlanar8
000000018850e48c (__TEXT,__text) external _vImageConvert_XRGBFFFFToPlanarF
0000000188354b68 (__TEXT,__text) external _vImageConvert_YpCbCrToARGB_GenerateConversion
00000001ed649468 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CGCVImageFormat_vtbl
00000001ed6493f8 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CGImageFormat_vtbl
00000001ed6494d8 (__AUTH_CONST,__const) non-external (was a private external) _vImageConverter_CVCGImageFormat_vtbl
000000018832be94 (__TEXT,__text) non-external _vImageConverter_CreateCGPassList
0000000188552d8c (__TEXT,__text) non-external _vImageConverter_CreateCGPassListWithCGColorConversionInfo
0000000188547e28 (__TEXT,__text) external _vImageConverter_CreateForCGToCVImageFormat
00000001ed64a798 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCGToCVImageFormat.Convert_BGR888toRGB888_vtbl
0000000188548c20 (__TEXT,__text) external _vImageConverter_CreateForCVToCGImageFormat
00000001ed64a7f8 (__AUTH_CONST,__const) non-external _vImageConverter_CreateForCVToCGImageFormat.Convert_BGR888toRGB888_vtbl
00000001885479d0 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConversionInfo
0000000188547d04 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConverter
000000018833d0a0 (__TEXT,__text) external _vImageConverter_CreateWithCGImageFormat
000000018832b1b0 (__TEXT,__text) external _vImageConverter_CreateWithColorSyncCodeFragment
000000018853eb44 (__TEXT,__text) external _vImageConverter_GetDestinationBufferOrder
000000018853eb28 (__TEXT,__text) external _vImageConverter_GetNumberOfDestinationBuffers
000000018853eb1c (__TEXT,__text) external _vImageConverter_GetNumberOfSourceBuffers
000000018853eb34 (__TEXT,__text) external _vImageConverter_GetSourceBufferOrder
000000018832fa9c (__TEXT,__text) non-external _vImageConverter_Init
0000000188344e90 (__TEXT,__text) external _vImageConverter_MustOperateOutOfPlace
000000018853e4e8 (__TEXT,__text) external _vImageConverter_Print
000000018833d684 (__TEXT,__text) external _vImageConverter_Release
000000018853e4d0 (__TEXT,__text) external _vImageConverter_Retain
00000001883d5408 (__TEXT,__text) non-external (was a private external) _vImageConvolve
00000001883d7c7c (__TEXT,__text) external _vImageConvolveFloatKernel_ARGB8888
00000001883d6874 (__TEXT,__text) external _vImageConvolveMultiKernel_ARGB8888
00000001883d8284 (__TEXT,__text) external _vImageConvolveMultiKernel_ARGBFFFF
0000000188454ab0 (__TEXT,__text) external _vImageConvolveWithBias_ARGB16F
00000001883d75b0 (__TEXT,__text) external _vImageConvolveWithBias_ARGB8888
00000001883d8634 (__TEXT,__text) external _vImageConvolveWithBias_ARGBFFFF
0000000188454474 (__TEXT,__text) external _vImageConvolveWithBias_Planar16F
000000018833e204 (__TEXT,__text) external _vImageConvolveWithBias_Planar8
00000001883d706c (__TEXT,__text) external _vImageConvolveWithBias_PlanarF
0000000188454a98 (__TEXT,__text) external _vImageConvolve_ARGB16F
00000001883d7508 (__TEXT,__text) external _vImageConvolve_ARGB8888
00000001883d8204 (__TEXT,__text) external _vImageConvolve_ARGBFFFF
000000018845445c (__TEXT,__text) external _vImageConvolve_Planar16F
000000018833e1b8 (__TEXT,__text) external _vImageConvolve_Planar8
00000001883d7058 (__TEXT,__text) external _vImageConvolve_PlanarF
0000000188343ae8 (__TEXT,__text) external _vImageCopyBuffer
000000018855c888 (__TEXT,__text) external _vImageCreateCGImageFromBuffer
000000018855b8b0 (__TEXT,__text) non-external _vImageCreateCGImageFromBuffer_loader
000000018848acec (__TEXT,__text) external _vImageCreateGammaFunction
000000018855c9d8 (__TEXT,__text) external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction
000000018855c5e8 (__TEXT,__text) non-external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction_loader
000000018855c9cc (__TEXT,__text) external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction
000000018855c540 (__TEXT,__text) non-external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction_loader
0000000188330cf8 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckDestBuffer
0000000188330bec (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckSrcBuffer
0000000188330f20 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckTempBuffer
0000000188386b48 (__TEXT,__text) external _vImageDecodeVectorHalf
0000000188335150 (__TEXT,__text) external _vImageDeepmap2Decode
000000018837c210 (__TEXT,__text) external _vImageDeepmap2DecodeScratchBufferSize
000000018837c55c (__TEXT,__text) external _vImageDeepmap2DecodeStreamCreate
000000018837c6d0 (__TEXT,__text) external _vImageDeepmap2DecodeStreamProcess
000000018837c698 (__TEXT,__text) external _vImageDeepmap2DecodeStreamRelease
000000018837c508 (__TEXT,__text) external _vImageDeepmap2DecodeStreamScratchBufferSize
000000018837b8e4 (__TEXT,__text) external _vImageDeepmap2Encode
000000018837c02c (__TEXT,__text) external _vImageDeepmap2EncodeCreateBuffer
0000000188335ec8 (__TEXT,__text) external _vImageDeepmap2PixelSize
000000018836d720 (__TEXT,__text) external _vImageDeepmapDecode
000000018836d710 (__TEXT,__text) external _vImageDeepmapDecodeScratchBufferSize
00000001883537c8 (__TEXT,__text) external _vImageDeepmapDecodeStreamCreate
0000000188353930 (__TEXT,__text) external _vImageDeepmapDecodeStreamProcess
0000000188353fec (__TEXT,__text) external _vImageDeepmapDecodeStreamRelease
000000018836dba8 (__TEXT,__text) external _vImageDeepmapDecodeStreamScratchBufferSize
000000018836ce2c (__TEXT,__text) external _vImageDeepmapEncode
000000018836d538 (__TEXT,__text) external _vImageDeepmapEncodeCreateBuffer
00000001883547d0 (__TEXT,__text) external _vImageDeepmapPixelSize
000000018848af94 (__TEXT,__text) external _vImageDestroyGammaFunction
00000001884d2da0 (__TEXT,__text) external _vImageDestroyResamplingFilter
000000018843f284 (__TEXT,__text) non-external _vImageDiff_Planar8
000000018847f644 (__TEXT,__text) external _vImageDilate_ARGB8888
0000000188480cdc (__TEXT,__text) external _vImageDilate_ARGBFFFF
00000001883413b4 (__TEXT,__text) external _vImageDilate_Planar8
000000018847dfac (__TEXT,__text) external _vImageDilate_PlanarF
0000000188448980 (__TEXT,__text) external _vImageDownScale_CbCr8
0000000188448364 (__TEXT,__text) external _vImageDownScale_Planar8
00000001883865a8 (__TEXT,__text) external _vImageEncodeVectorHalf
000000018866c63c (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.1
000000018866c668 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.2
000000018866c694 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.3
0000000188386544 (__TEXT,__text) external _vImageEncodeVectorOptionsCreate
0000000188386574 (__TEXT,__text) external _vImageEncodeVectorOptionsFree
0000000188386568 (__TEXT,__text) external _vImageEncodeVectorOptionsSetQuantization
00000001884725b8 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGB8888
0000000188472b04 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGBFFFF
000000018847184c (__TEXT,__text) external _vImageEndsInContrastStretch_Planar8
0000000188471d18 (__TEXT,__text) external _vImageEndsInContrastStretch_PlanarF
0000000188457d94 (__TEXT,__text) external _vImageEqualization_ARGB8888
00000001884580d4 (__TEXT,__text) external _vImageEqualization_ARGBFFFF
0000000188456f24 (__TEXT,__text) external _vImageEqualization_Planar8
0000000188457128 (__TEXT,__text) external _vImageEqualization_PlanarF
000000018847f220 (__TEXT,__text) external _vImageErode_ARGB8888
00000001884808b8 (__TEXT,__text) external _vImageErode_ARGBFFFF
000000018847d2b0 (__TEXT,__text) external _vImageErode_Planar8
000000018847db88 (__TEXT,__text) external _vImageErode_PlanarF
000000018838cd08 (__TEXT,__text) external _vImageExtractChannel_ARGB16U
000000018838cbe4 (__TEXT,__text) external _vImageExtractChannel_ARGB8888
000000018838ce2c (__TEXT,__text) external _vImageExtractChannel_ARGBFFFF
00000001885671f4 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
0000000188566ec4 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10
0000000188566b94 (__TEXT,__text) external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8
00000001883cf6e4 (__TEXT,__text) external _vImageFlatten_ARGB16Q12
000000018838f81c (__TEXT,__text) external _vImageFlatten_ARGB16U
0000000188364c1c (__TEXT,__text) external _vImageFlatten_ARGB8888
000000018838cf50 (__TEXT,__text) external _vImageFlatten_ARGB8888ToRGB888
000000018838fd1c (__TEXT,__text) external _vImageFlatten_ARGBFFFF
000000018838d748 (__TEXT,__text) external _vImageFlatten_ARGBFFFFToRGBFFF
000000018838d4a0 (__TEXT,__text) external _vImageFlatten_BGRA8888ToRGB888
000000018838dc98 (__TEXT,__text) external _vImageFlatten_BGRAFFFFToRGBFFF
00000001884a2d5c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst
00000001884a332c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast
00000001884a389c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst
00000001884a3e00 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast
00000001884a234c (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst
00000001884a28a4 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast
00000001884a4300 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst
00000001884a4730 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast
00000001883cf974 (__TEXT,__text) external _vImageFlatten_RGBA16Q12
000000018838fa9c (__TEXT,__text) external _vImageFlatten_RGBA16U
0000000188350d64 (__TEXT,__text) external _vImageFlatten_RGBA8888
000000018838d1f8 (__TEXT,__text) external _vImageFlatten_RGBA8888ToRGB888
000000018838ff9c (__TEXT,__text) external _vImageFlatten_RGBAFFFF
000000018838d9f0 (__TEXT,__text) external _vImageFlatten_RGBAFFFFToRGBFFF
0000000188489c58 (__TEXT,__text) external _vImageFloodFill_ARGB16U
0000000188489ba0 (__TEXT,__text) external _vImageFloodFill_ARGB8888
0000000188489aec (__TEXT,__text) external _vImageFloodFill_Planar16U
0000000188489a38 (__TEXT,__text) external _vImageFloodFill_Planar8
000000018848afa0 (__TEXT,__text) external _vImageGamma_Planar8toPlanarF
000000018848c034 (__TEXT,__text) external _vImageGamma_PlanarF
000000018848b320 (__TEXT,__text) external _vImageGamma_PlanarFtoPlanar8
000000018843ef04 (__TEXT,__text) external _vImageGaussianBoxDiffConvolve_Planar8
0000000188370e04 (__TEXT,__text) external _vImageGaussianConvolve_Planar8
000000018855c828 (__TEXT,__text) non-external _vImageGetCPUCount
000000018855c7e0 (__TEXT,__text) non-external _vImageGetLogicalCPUCount
000000018843f644 (__TEXT,__text) external _vImageGetMinimumGeometryTempBufferSize
00000001883d681c (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForConvolution
0000000188450654 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForHistogram
0000000188481f38 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForMinMax
000000018844c360 (__TEXT,__text) external _vImageGetPerspectiveWarp
00000001884d2d90 (__TEXT,__text) external _vImageGetResamplingFilterExtent
0000000188345874 (__TEXT,__text) external _vImageGetResamplingFilterSize
000000018836793c (__TEXT,__text) non-external (was a private external) _vImageGetResamplingFilterSizeForBuffer
000000018843ea1c (__TEXT,__text) external _vImageGradientSobel_Planar8to16S
00000001886f7b28 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_D
00000001886f7b34 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel1_S
00000001886f7b38 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_D
00000001886f7b44 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel3_S
00000001886f7b50 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_D
00000001886f7b64 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel5_S
00000001886f7b78 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_D
00000001886f7b94 (__TEXT,__const) non-external _vImageGradientSobel_Planar8to16S.sobel7_S
0000000188483608 (__TEXT,__text) external _vImageHighEfficiencyAlphaBlend_ARGB8888
00000001884826d0 (__TEXT,__text) external _vImageHighEfficiencyBoxConvolve_ARGB8888
0000000188482494 (__TEXT,__text) external _vImageHighEfficiencyBuffer_GetImageBuffer
000000018848212c (__TEXT,__text) external _vImageHighEfficiencyBuffer_Init
0000000188482420 (__TEXT,__text) external _vImageHighEfficiencyBuffer_InitWithImageBuffer
00000001884822c0 (__TEXT,__text) external _vImageHighEfficiencyBuffer_InitWithPixelData
0000000188482438 (__TEXT,__text) external _vImageHighEfficiencyBuffer_Release
0000000188482fc8 (__TEXT,__text) external _vImageHighEfficiencyConvert_ARGB8888toPlanar8
0000000188483220 (__TEXT,__text) external _vImageHighEfficiencyConvert_Planar8toARGB8888
0000000188482bd4 (__TEXT,__text) external _vImageHighEfficiencyConvolve_ARGB8888
0000000188482d74 (__TEXT,__text) external _vImageHighEfficiencyImageHistogramCalculation_ARGB8888
000000018848347c (__TEXT,__text) external _vImageHighEfficiencyMatrixMultiply_ARGB8888
0000000188482648 (__TEXT,__text) external _vImageHighEfficiencyOperation_AsyncWait
00000001884824b8 (__TEXT,__text) external _vImageHighEfficiencyOperation_Init
00000001884826a4 (__TEXT,__text) external _vImageHighEfficiencyOperation_Release
00000001884825f4 (__TEXT,__text) external _vImageHighEfficiencyOperation_WaitUntilCompleted
0000000188482e5c (__TEXT,__text) external _vImageHighEfficiencyPermuteChannels_ARGB8888
0000000188483dd4 (__TEXT,__text) external _vImageHighEfficiencyPiecewiseGamma_Planar8
0000000188483c40 (__TEXT,__text) external _vImageHighEfficiencyPiecewiseGamma_PlanarF
0000000188483aa0 (__TEXT,__text) external _vImageHighEfficiencyPiecewisePolynomial_PlanarF
00000001884837ac (__TEXT,__text) external _vImageHighEfficiencyPremultipliedAlphaBlend_ARGB8888
0000000188483f6c (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_ARGB8888
00000001884840a0 (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_RGBA8888
0000000188483950 (__TEXT,__text) external _vImageHighEfficiencyRotate90_ARGB8888
0000000188482a28 (__TEXT,__text) external _vImageHighEfficiencySepConvolve_ARGB8888
00000001884828b0 (__TEXT,__text) external _vImageHighEfficiencyTentConvolve_ARGB8888
00000001884841d4 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_ARGB8888
0000000188484308 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_RGBA8888
