00007ffa1e8deef1 (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1e8d9d9c (__TEXT,__text) external _glVertexAttribI3iv
00007ffa1e8de29b (__TEXT,__text) external _glVertexAttribI3ivEXT
00007ffa1e8d9d13 (__TEXT,__text) external _glVertexAttribI3ui
00007ffa1e8de212 (__TEXT,__text) external _glVertexAttribI3uiEXT
00007ffa1e8d9e18 (__TEXT,__text) external _glVertexAttribI3uiv
00007ffa1e8de317 (__TEXT,__text) external _glVertexAttribI3uivEXT
00007ffa1e8d9e56 (__TEXT,__text) external _glVertexAttribI4bv
00007ffa1e8de355 (__TEXT,__text) external _glVertexAttribI4bvEXT
00007ffa1e8d9cad (__TEXT,__text) external _glVertexAttribI4i
00007ffa1e8de1ac (__TEXT,__text) external _glVertexAttribI4iEXT
00007ffa1e8d9dbb (__TEXT,__text) external _glVertexAttribI4iv
00007ffa1e8de2ba (__TEXT,__text) external _glVertexAttribI4ivEXT
00007ffa1e8d9e75 (__TEXT,__text) external _glVertexAttribI4sv
00007ffa1e8de374 (__TEXT,__text) external _glVertexAttribI4svEXT
00007ffa1e8d9e94 (__TEXT,__text) external _glVertexAttribI4ubv
00007ffa1e8de393 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00007ffa1e8d9d37 (__TEXT,__text) external _glVertexAttribI4ui
00007ffa1e8de236 (__TEXT,__text) external _glVertexAttribI4uiEXT
00007ffa1e8d9e37 (__TEXT,__text) external _glVertexAttribI4uiv
00007ffa1e8de336 (__TEXT,__text) external _glVertexAttribI4uivEXT
00007ffa1e8d9eb3 (__TEXT,__text) external _glVertexAttribI4usv
00007ffa1e8de3b2 (__TEXT,__text) external _glVertexAttribI4usvEXT
00007ffa1e8d9bdf (__TEXT,__text) external _glVertexAttribIPointer
00007ffa1e8de3d1 (__TEXT,__text) external _glVertexAttribIPointerEXT
00007ffa1e8db90f (__TEXT,__text) external _glVertexAttribL1d
00007ffa1e8db97f (__TEXT,__text) external _glVertexAttribL1dv
00007ffa1e8db92b (__TEXT,__text) external _glVertexAttribL2d
00007ffa1e8db99e (__TEXT,__text) external _glVertexAttribL2dv
00007ffa1e8db947 (__TEXT,__text) external _glVertexAttribL3d
00007ffa1e8db9bd (__TEXT,__text) external _glVertexAttribL3dv
00007ffa1e8db963 (__TEXT,__text) external _glVertexAttribL4d
00007ffa1e8db9dc (__TEXT,__text) external _glVertexAttribL4dv
00007ffa1e8db9fb (__TEXT,__text) external _glVertexAttribLPointer
00007ffa1e8da863 (__TEXT,__text) external _glVertexAttribP1ui
00007ffa1e8da8f3 (__TEXT,__text) external _glVertexAttribP1uiv
00007ffa1e8da887 (__TEXT,__text) external _glVertexAttribP2ui
00007ffa1e8da917 (__TEXT,__text) external _glVertexAttribP2uiv
00007ffa1e8da8ab (__TEXT,__text) external _glVertexAttribP3ui
00007ffa1e8da93b (__TEXT,__text) external _glVertexAttribP3uiv
00007ffa1e8da8cf (__TEXT,__text) external _glVertexAttribP4ui
00007ffa1e8da95f (__TEXT,__text) external _glVertexAttribP4uiv
00007ffa1e8d8e0f (__TEXT,__text) external _glVertexAttribPointer
00007ffa1e8dc05d (__TEXT,__text) external _glVertexAttribPointerARB
00007ffa1e8dc4a5 (__TEXT,__text) external _glVertexBlendARB
00007ffa1e8decdc (__TEXT,__text) external _glVertexPointSizefAPPLE
00007ffa1e8d7551 (__TEXT,__text) external _glVertexPointer
00007ffa1e8d7575 (__TEXT,__text) external _glViewport
00007ffa1e8dba44 (__TEXT,__text) external _glViewportArrayv
00007ffa1e8dba66 (__TEXT,__text) external _glViewportIndexedf
00007ffa1e8dba82 (__TEXT,__text) external _glViewportIndexedfv
00007ffa1e8da47d (__TEXT,__text) external _glWaitSync
00007ffa1e8dc481 (__TEXT,__text) external _glWeightPointerARB
00007ffa1e8dc389 (__TEXT,__text) external _glWeightbvARB
00007ffa1e8dc405 (__TEXT,__text) external _glWeightdvARB
00007ffa1e8dc3e6 (__TEXT,__text) external _glWeightfvARB
00007ffa1e8dc3c7 (__TEXT,__text) external _glWeightivARB
00007ffa1e8dc3a8 (__TEXT,__text) external _glWeightsvARB
00007ffa1e8dc424 (__TEXT,__text) external _glWeightubvARB
00007ffa1e8dc462 (__TEXT,__text) external _glWeightuivARB
00007ffa1e8dc443 (__TEXT,__text) external _glWeightusvARB
00007ffa1e8d8566 (__TEXT,__text) external _glWindowPos2d
00007ffa1e8dcb31 (__TEXT,__text) external _glWindowPos2dARB
00007ffa1e8d8580 (__TEXT,__text) external _glWindowPos2dv
00007ffa1e8dcb4b (__TEXT,__text) external _glWindowPos2dvARB
00007ffa1e8d859d (__TEXT,__text) external _glWindowPos2f
00007ffa1e8dcb68 (__TEXT,__text) external _glWindowPos2fARB
00007ffa1e8d85b7 (__TEXT,__text) external _glWindowPos2fv
00007ffa1e8dcb82 (__TEXT,__text) external _glWindowPos2fvARB
00007ffa1e8d85d4 (__TEXT,__text) external _glWindowPos2i
00007ffa1e8dcb9f (__TEXT,__text) external _glWindowPos2iARB
00007ffa1e8d85f2 (__TEXT,__text) external _glWindowPos2iv
00007ffa1e8dcbbd (__TEXT,__text) external _glWindowPos2ivARB
00007ffa1e8d860f (__TEXT,__text) external _glWindowPos2s
00007ffa1e8dcbda (__TEXT,__text) external _glWindowPos2sARB
00007ffa1e8d862d (__TEXT,__text) external _glWindowPos2sv
00007ffa1e8dcbf8 (__TEXT,__text) external _glWindowPos2svARB
00007ffa1e8d864a (__TEXT,__text) external _glWindowPos3d
00007ffa1e8dcc15 (__TEXT,__text) external _glWindowPos3dARB
00007ffa1e8d8664 (__TEXT,__text) external _glWindowPos3dv
00007ffa1e8dcc2f (__TEXT,__text) external _glWindowPos3dvARB
00007ffa1e8d8681 (__TEXT,__text) external _glWindowPos3f
00007ffa1e8dcc4c (__TEXT,__text) external _glWindowPos3fARB
00007ffa1e8d869b (__TEXT,__text) external _glWindowPos3fv
00007ffa1e8dcc66 (__TEXT,__text) external _glWindowPos3fvARB
00007ffa1e8d86b8 (__TEXT,__text) external _glWindowPos3i
00007ffa1e8dcc83 (__TEXT,__text) external _glWindowPos3iARB
00007ffa1e8d86d9 (__TEXT,__text) external _glWindowPos3iv
00007ffa1e8dcca4 (__TEXT,__text) external _glWindowPos3ivARB
00007ffa1e8d86f6 (__TEXT,__text) external _glWindowPos3s
00007ffa1e8dccc1 (__TEXT,__text) external _glWindowPos3sARB
00007ffa1e8d8717 (__TEXT,__text) external _glWindowPos3sv
00007ffa1e8dcce2 (__TEXT,__text) external _glWindowPos3svARB
00007ffa4355d390 (__DATA_DIRTY,__common) external _gll_noop
