00007ff8400bce70 (__DATA,__data) external _NDR_record
00007ff800bfb1d2 (__TEXT,__text) external _proc_resume_cpumon
00007ff800bf5c4c (__TEXT,__text) external _proc_rlimit_control
00007ff800bfb187 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff800bfb0cb (__TEXT,__text) external _proc_set_cpumon_params
00007ff800bfb252 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff800bfb9af (__TEXT,__text) external _proc_set_csm
00007ff800bfb7a3 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff800bfad97 (__TEXT,__text) external _proc_set_dirty
00007ff800bfb903 (__TEXT,__text) external _proc_set_no_smt
00007ff800bfb756 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff800bfb41d (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff800bfb3b9 (__TEXT,__text) external _proc_set_wakemon_params
00007ff800bfb4a1 (__TEXT,__text) external _proc_setcpu_percentage
00007ff800bfacf3 (__TEXT,__text) external _proc_setpcontrol
00007ff800bfa898 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff800bfba5f (__TEXT,__text) external _proc_setthread_csm
00007ff800bfb95b (__TEXT,__text) external _proc_setthread_no_smt
00007ff800bfaede (__TEXT,__text) external _proc_signal_delegate
00007ff800bfafd4 (__TEXT,__text) external _proc_signal_with_audittoken
00007ff800bfb900 (__TEXT,__text) external _proc_suppress
00007ff800bfae86 (__TEXT,__text) external _proc_terminate
00007ff800bfb077 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff800bfaf4d (__TEXT,__text) external _proc_terminate_delegate
00007ff800bfb01c (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff800bf5c64 (__TEXT,__text) external _proc_trace_log
00007ff800bfad4d (__TEXT,__text) external _proc_track_dirty
00007ff800bfa957 (__TEXT,__text) external _proc_udata_info
00007ff800bf5c7c (__TEXT,__text) external _proc_uuid_policy
00007ff800c126b1 (__TEXT,__text) external _processor_assign
00007ff800c1256f (__TEXT,__text) external _processor_control
00007ff800c12278 (__TEXT,__text) external _processor_exit
00007ff800c127af (__TEXT,__text) external _processor_get_assignment
00007ff800c1235c (__TEXT,__text) external _processor_info
00007ff800c0a18e (__TEXT,__text) external _processor_set_create
00007ff800c0a06c (__TEXT,__text) external _processor_set_default
00007ff800c1159b (__TEXT,__text) external _processor_set_destroy
00007ff800c11e8b (__TEXT,__text) external _processor_set_info
00007ff800c1167f (__TEXT,__text) external _processor_set_max_priority
00007ff800c11bcf (__TEXT,__text) external _processor_set_policy_control
00007ff800c1185c (__TEXT,__text) external _processor_set_policy_disable
00007ff800c1176e (__TEXT,__text) external _processor_set_policy_enable
00007ff800c11d19 (__TEXT,__text) external _processor_set_stack_usage
00007ff800c113f2 (__TEXT,__text) external _processor_set_statistics
00007ff800c1194b (__TEXT,__text) external _processor_set_tasks
00007ff800c1204d (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff800c11a8d (__TEXT,__text) external _processor_set_threads
00007ff800c12194 (__TEXT,__text) external _processor_start
00007ff800c02402 (__TEXT,__text) external _pselect
00007ff800c03f49 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff800bf9dae (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff800c02597 (__TEXT,__text) external _pselect$NOCANCEL
00007ff800bf3d14 (__TEXT,__text) external _pthread_getugid_np
00007ff800bf49dc (__TEXT,__text) external _pthread_setugid_np
00007ff800bf46a0 (__TEXT,__text) external _ptrace
00007ff800bf5c94 (__TEXT,__text) external _pwrite
00007ff800bf46c4 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff800bf5cac (__TEXT,__text) external _pwritev
00007ff800bf46dc (__TEXT,__text) external _pwritev$NOCANCEL
00007ff800bf979d (__TEXT,__text) external _quota
00007ff800bf5cc4 (__TEXT,__text) external _quotactl
00007ff800bf5cdc (__TEXT,__text) external _read
00007ff800bf46f4 (__TEXT,__text) external _read$NOCANCEL
00007ff800bf5cf4 (__TEXT,__text) external _readlink
00007ff800bf5d0c (__TEXT,__text) external _readlinkat
00007ff800bf5d24 (__TEXT,__text) external _readv
00007ff800bf470c (__TEXT,__text) external _readv$NOCANCEL
00007ff800bf7dfb (__TEXT,__text) external _reboot
00007ff800bf7e02 (__TEXT,__text) external _reboot_np
00007ff800c023ce (__TEXT,__text) external _record_system_event_as_kernel
00007ff800bf4754 (__TEXT,__text) external _recvfrom
00007ff800bf476c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff800bf4784 (__TEXT,__text) external _recvmsg
00007ff800bf479c (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff800bf5d3c (__TEXT,__text) external _recvmsg_x
00007ff800bf5d54 (__TEXT,__text) external _register_uexc_handler
00007ff800bf5d6c (__TEXT,__text) external _removexattr
00007ff800c03f1e (__TEXT,__text) external _rename
00007ff800bfc52c (__TEXT,__text) external _rename_ext
00007ff800bf7efb (__TEXT,__text) external _renameat
00007ff800bfc4eb (__TEXT,__text) external _renameatx_np
00007ff800bfc502 (__TEXT,__text) external _renamex_np
00007ff800bf5d84 (__TEXT,__text) external _revoke
00007ff800c03910 (__TEXT,__text) external _rmdir
00007ff800bf5d9c (__TEXT,__text) external _searchfs
00007ff800c023d3 (__TEXT,__text) external _select
00007ff800bf4814 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff800bf482c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff800c02568 (__TEXT,__text) external _select$NOCANCEL
00007ff800bf5db4 (__TEXT,__text) external _sem_close
00007ff800c01c92 (__TEXT,__text) external _sem_destroy
00007ff800c01cb5 (__TEXT,__text) external _sem_getvalue
00007ff800c01cd8 (__TEXT,__text) external _sem_init
00007ff800bf4844 (__TEXT,__text) external _sem_open
00007ff800bf5dcc (__TEXT,__text) external _sem_post
00007ff800bf5de4 (__TEXT,__text) external _sem_trywait
00007ff800bf5dfc (__TEXT,__text) external _sem_unlink
00007ff800bf5e14 (__TEXT,__text) external _sem_wait
00007ff800bf485c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff800c14861 (__TEXT,__text) external _semaphore_create
00007ff800c1498e (__TEXT,__text) external _semaphore_destroy
00007ff800bf9abf (__TEXT,__text) external _semaphore_signal
00007ff800bf9ac4 (__TEXT,__text) external _semaphore_signal_all
00007ff800bf3154 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff800bf9ac9 (__TEXT,__text) external _semaphore_signal_thread
00007ff800bf3160 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff800bf3148 (__TEXT,__text) external _semaphore_signal_trap
00007ff800bf9ad3 (__TEXT,__text) external _semaphore_timedwait
00007ff800bf9ae4 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff800bf3190 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff800bf3184 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff800bf9ace (__TEXT,__text) external _semaphore_wait
00007ff800bf9adf (__TEXT,__text) external _semaphore_wait_signal
00007ff800bf3178 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff800bf316c (__TEXT,__text) external _semaphore_wait_trap
00007ff800bf4874 (__TEXT,__text) external _semctl
00007ff800bf5e2c (__TEXT,__text) external _semget
00007ff800bf5e44 (__TEXT,__text) external _semop
00007ff800bf488c (__TEXT,__text) external _semsys
00007ff800bf5e5c (__TEXT,__text) external _sendfile
00007ff800bf48d4 (__TEXT,__text) external _sendmsg
00007ff800bf48ec (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff800bf5e74 (__TEXT,__text) external _sendmsg_x
00007ff800bf4904 (__TEXT,__text) external _sendto
00007ff800bf491c (__TEXT,__text) external _sendto$NOCANCEL
00007ff800bf4934 (__TEXT,__text) external _setattrlist
00007ff800bf5e8c (__TEXT,__text) external _setattrlistat
00007ff800c05fb4 (__TEXT,__text) external _setaudit
00007ff800bf5ea4 (__TEXT,__text) external _setaudit_addr
00007ff800bf5ebc (__TEXT,__text) external _setauid
00007ff800bf5ed4 (__TEXT,__text) external _setegid
00007ff800bf5eec (__TEXT,__text) external _seteuid
00007ff800bf5f04 (__TEXT,__text) external _setgid
00007ff800bf5f1c (__TEXT,__text) external _setgroups
00007ff800bf9d5e (__TEXT,__text) external _setiopolicy_np
00007ff800bf5f34 (__TEXT,__text) external _setitimer
00007ff800bf5f4c (__TEXT,__text) external _setpgid
00007ff800bfe7bd (__TEXT,__text) external _setpriority
00007ff800bf5f64 (__TEXT,__text) external _setprivexec
00007ff800bf97b8 (__TEXT,__text) external _setquota
00007ff800bf497c (__TEXT,__text) external _setregid
00007ff800bf4994 (__TEXT,__text) external _setreuid
00007ff800c026fd (__TEXT,__text) external _setrlimit
00007ff800bf49c4 (__TEXT,__text) external _setsgroups_np
00007ff800bf5f7c (__TEXT,__text) external _setsid
00007ff800bf5f94 (__TEXT,__text) external _setsockopt
00007ff800bf5fac (__TEXT,__text) external _setuid
00007ff800bf4a24 (__TEXT,__text) external _setwgroups_np
00007ff800bf5fc4 (__TEXT,__text) external _setxattr
00007ff800bfede2 (__TEXT,__text) external _sfi_get_class_offtime
00007ff800bfee03 (__TEXT,__text) external _sfi_process_get_flags
00007ff800bfedf3 (__TEXT,__text) external _sfi_process_set_flags
00007ff800bfedd1 (__TEXT,__text) external _sfi_set_class_offtime
00007ff800bf4a9c (__TEXT,__text) external _shm_open
00007ff800bf5fdc (__TEXT,__text) external _shm_unlink
00007ff800bf5ff4 (__TEXT,__text) external _shmat
00007ff800bf4ab4 (__TEXT,__text) external _shmctl
00007ff800bf600c (__TEXT,__text) external _shmdt
00007ff800bf6024 (__TEXT,__text) external _shmget
00007ff800bf4acc (__TEXT,__text) external _shmsys
00007ff800bf603c (__TEXT,__text) external _shutdown
00007ff800bf6054 (__TEXT,__text) external _sigpending
00007ff800bf606c (__TEXT,__text) external _sigprocmask
00007ff800c0376f (__TEXT,__text) external _sigsuspend
00007ff800c02708 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff800bf6084 (__TEXT,__text) external _socket
00007ff800bf609c (__TEXT,__text) external _socket_delegate
00007ff800bf4b74 (__TEXT,__text) external _socketpair
00007ff800bfe645 (__TEXT,__text) external _stackshot_capture_with_config
00007ff800bfe5c2 (__TEXT,__text) external _stackshot_config_create
00007ff800bfe76a (__TEXT,__text) external _stackshot_config_dealloc
00007ff800bfe722 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff800bfe6b4 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff800bfe6c1 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff800bfe6ee (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff800bfe633 (__TEXT,__text) external _stackshot_config_set_flags
00007ff800bfe707 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff800bfe623 (__TEXT,__text) external _stackshot_config_set_pid
00007ff800bfe6d6 (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff800bf60b4 (__TEXT,__text) external _stat
00007ff800bf60b4 (__TEXT,__text) external _stat64
00007ff800bf60cc (__TEXT,__text) external _statfs
00007ff800bf60cc (__TEXT,__text) external _statfs64
00007ff800bfc800 (__TEXT,__text) external _statfs_ext
00007ff8400bcef0 (__DATA,__bss) non-external _supported
00007ff800bf60e4 (__TEXT,__text) external _swapon
00007ff800bf3250 (__TEXT,__text) external _swtch
00007ff800bf3244 (__TEXT,__text) external _swtch_pri
00007ff800bf60fc (__TEXT,__text) external _symlink
00007ff800bf6114 (__TEXT,__text) external _symlinkat
00007ff800bf612c (__TEXT,__text) external _sync
00007ff800bf4bd4 (__TEXT,__text) external _syscall
00007ff800bf325c (__TEXT,__text) external _syscall_thread_switch
00007ff800bfedc0 (__TEXT,__text) external _system_get_sfi_window
00007ff800bf6144 (__TEXT,__text) external _system_override
00007ff800bfedaf (__TEXT,__text) external _system_set_sfi_window
00007ff800c155d2 (__TEXT,__text) external _task_assign
00007ff800c156d0 (__TEXT,__text) external _task_assign_default
00007ff800c13036 (__TEXT,__text) external _task_create
00007ff800c17655 (__TEXT,__text) external _task_create_identity_token
00007ff800c178a8 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff800bf3070 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff800c17559 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff800bf31d8 (__TEXT,__text) external _task_for_pid
00007ff800c1660f (__TEXT,__text) external _task_generate_corpse
00007ff800c157be (__TEXT,__text) external _task_get_assignment
00007ff800c16a85 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff800c1510f (__TEXT,__text) external _task_get_emulation_vector
00007ff800c17225 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff800c1411e (__TEXT,__text) external _task_get_exception_ports
00007ff800c17996 (__TEXT,__text) external _task_get_exception_ports_info
00007ff800c162a0 (__TEXT,__text) external _task_get_mach_voucher
00007ff800c13b10 (__TEXT,__text) external _task_get_special_port
00007ff800c15abc (__TEXT,__text) external _task_get_state
00007ff800c17777 (__TEXT,__text) external _task_identity_token_get_task_port
00007ff800c13602 (__TEXT,__text) external _task_info
00007ff800c17080 (__TEXT,__text) external _task_inspect
00007ff800bf615c (__TEXT,__text) external _task_inspect_for_pid
00007ff800c16731 (__TEXT,__text) external _task_map_corpse_info
00007ff800c16f34 (__TEXT,__text) external _task_map_corpse_info_64
00007ff800c17ef6 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff800bf31cc (__TEXT,__text) external _task_name_for_pid
00007ff800c14ecb (__TEXT,__text) external _task_policy
00007ff800c14bc2 (__TEXT,__text) external _task_policy_get
00007ff800c14a8a (__TEXT,__text) external _task_policy_set
00007ff800c16140 (__TEXT,__text) external _task_purgable_info
00007ff800bf6174 (__TEXT,__text) external _task_read_for_pid
00007ff800c16dcf (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff800c16881 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff800c16cd5 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff800c16bd4 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff800c18042 (__TEXT,__text) external _task_register_hardened_exception_handler
00007ff800c1c23d (__TEXT,__text) external _task_restartable_ranges_register
00007ff800c1c399 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff800c13a2c (__TEXT,__text) external _task_resume
00007ff800c1605c (__TEXT,__text) external _task_resume2
00007ff800c14dcf (__TEXT,__text) external _task_sample
00007ff800bf9b02 (__TEXT,__text) external _task_self_
00007ff800bf3118 (__TEXT,__text) external _task_self_trap
00007ff800c17d06 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff800c15028 (__TEXT,__text) external _task_set_emulation
00007ff800c15255 (__TEXT,__text) external _task_set_emulation_vector
00007ff800c17348 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff800c14018 (__TEXT,__text) external _task_set_exception_ports
00007ff800c137e8 (__TEXT,__text) external _task_set_info
00007ff800c163d1 (__TEXT,__text) external _task_set_mach_voucher
00007ff800c15e08 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff800c158e0 (__TEXT,__text) external _task_set_policy
00007ff800c05506 (__TEXT,__text) external _task_set_port_space
00007ff800c1535c (__TEXT,__text) external _task_set_ras_pc
00007ff800c13c41 (__TEXT,__text) external _task_set_special_port
00007ff800c15ca5 (__TEXT,__text) external _task_set_state
00007ff800c13948 (__TEXT,__text) external _task_suspend
00007ff800c15f3a (__TEXT,__text) external _task_suspend2
00007ff800c1439d (__TEXT,__text) external _task_swap_exception_ports
00007ff800c164cd (__TEXT,__text) external _task_swap_mach_voucher
00007ff800c1317c (__TEXT,__text) external _task_terminate
00007ff800c17df4 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff800c17c0a (__TEXT,__text) external _task_test_sync_upcall
00007ff800c13260 (__TEXT,__text) external _task_threads
00007ff800c16983 (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff800c15443 (__TEXT,__text) external _task_zone_info
00007ff800bfeb91 (__TEXT,__text) external _terminate_with_payload
00007ff800bfeb72 (__TEXT,__text) external _terminate_with_reason
00007ff800c18a90 (__TEXT,__text) external _thread_abort
00007ff800c18b74 (__TEXT,__text) external _thread_abort_safely
00007ff800c1aad0 (__TEXT,__text) external _thread_adopt_exception_handler
00007ff800c19e0f (__TEXT,__text) external _thread_assign
00007ff800c19f0b (__TEXT,__text) external _thread_assign_default
00007ff800c1a611 (__TEXT,__text) external _thread_convert_thread_state
00007ff800c13d3f (__TEXT,__text) external _thread_create
00007ff800c13e61 (__TEXT,__text) external _thread_create_running
00007ff800c18c58 (__TEXT,__text) external _thread_depress_abort
00007ff800c055d9 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff800c19fef (__TEXT,__text) external _thread_get_assignment
00007ff800c1927c (__TEXT,__text) external _thread_get_exception_ports
00007ff800c1a85c (__TEXT,__text) external _thread_get_exception_ports_info
00007ff800c1a2a2 (__TEXT,__text) external _thread_get_mach_voucher
00007ff800bfc241 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff800c18d3c (__TEXT,__text) external _thread_get_special_port
00007ff800bf3214 (__TEXT,__text) external _thread_get_special_reply_port
00007ff800c1857c (__TEXT,__text) external _thread_get_state
00007ff800c18f6b (__TEXT,__text) external _thread_info
00007ff800bfc16e (__TEXT,__text) external _thread_policy
00007ff800c19a18 (__TEXT,__text) external _thread_policy_get
00007ff800bfc1af (__TEXT,__text) external _thread_policy_set
00007ff800c189ac (__TEXT,__text) external _thread_resume
00007ff800c19c25 (__TEXT,__text) external _thread_sample
00007ff800bf310c (__TEXT,__text) external _thread_self_trap
00007ff800bf618c (__TEXT,__text) external _thread_selfcounts
00007ff800c19176 (__TEXT,__text) external _thread_set_exception_ports
00007ff800c1a3d3 (__TEXT,__text) external _thread_set_mach_voucher
00007ff800bfc1f0 (__TEXT,__text) external _thread_set_policy
00007ff800c18e6d (__TEXT,__text) external _thread_set_special_port
00007ff800c18765 (__TEXT,__text) external _thread_set_state
00007ff800c188c8 (__TEXT,__text) external _thread_suspend
00007ff800c194fb (__TEXT,__text) external _thread_swap_exception_ports
00007ff800c1a4cf (__TEXT,__text) external _thread_swap_mach_voucher
00007ff800bf9a0f (__TEXT,__text) external _thread_switch
00007ff800c1814c (__TEXT,__text) external _thread_terminate
00007ff800c07a15 (__TEXT,__text) external _thread_wire
00007ff800c1d970 (__TEXT,__const) non-external _times_now
00007ff800bf61a4 (__TEXT,__text) external _tracker_action
00007ff800bf61bc (__TEXT,__text) external _truncate
00007ff800bf61d4 (__TEXT,__text) external _umask
00007ff800bf61ec (__TEXT,__text) external _undelete
00007ff800bf6204 (__TEXT,__text) external _ungraftdmg
00007ff800c03782 (__TEXT,__text) external _unlink
00007ff800bf7ed5 (__TEXT,__text) external _unlinkat
00007ff800bf621c (__TEXT,__text) external _unmount
00007ff800bf6234 (__TEXT,__text) external _usrctl
00007ff800bfc09e (__TEXT,__text) external _utimensat
00007ff800bf624c (__TEXT,__text) external _utimes
00007ff800bf6264 (__TEXT,__text) external _vfs_purge
00007ff800c05a6c (__TEXT,__text) external _vm_allocate
00007ff800c07b13 (__TEXT,__text) external _vm_allocate_cpm
00007ff800c1b384 (__TEXT,__text) external _vm_behavior_set
00007ff800c1b085 (__TEXT,__text) external _vm_copy
00007ff800c05a9b (__TEXT,__text) external _vm_deallocate
00007ff800c1abd6 (__TEXT,__text) external _vm_inherit
00007ff8400bcf28 (__DATA,__common) external _vm_kernel_page_mask
00007ff8400bcf30 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400bcf20 (__DATA,__common) external _vm_kernel_page_size
00007ff800c1b5ec (__TEXT,__text) external _vm_machine_attribute
00007ff800c05d1c (__TEXT,__text) external _vm_map
00007ff800c1b88d (__TEXT,__text) external _vm_map_page_query
00007ff800c1b299 (__TEXT,__text) external _vm_msync
00007ff8400bcf50 (__DATA,__common) external _vm_page_mask
00007ff8400bcf34 (__DATA,__common) external _vm_page_shift
00007ff8400bcf48 (__DATA,__common) external _vm_page_size
00007ff800bf627c (__TEXT,__text) external _vm_pressure_monitor
00007ff800c05aa0 (__TEXT,__text) external _vm_protect
00007ff800c05f58 (__TEXT,__text) external _vm_purgable_control
00007ff800c05ebe (__TEXT,__text) external _vm_read
00007ff800c1ae07 (__TEXT,__text) external _vm_read_list
00007ff800c1b170 (__TEXT,__text) external _vm_read_overwrite
00007ff800c1bbf9 (__TEXT,__text) external _vm_region_64
00007ff800c1b9d5 (__TEXT,__text) external _vm_region_recurse_64
00007ff800c05dac (__TEXT,__text) external _vm_remap
00007ff800c05e35 (__TEXT,__text) external _vm_remap_new
00007ff800c0790f (__TEXT,__text) external _vm_wire
00007ff800c1af85 (__TEXT,__text) external _vm_write
00007ff800bf636c (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff800bf6359 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff800bf6386 (__TEXT,__text) external _voucher_mach_msg_revert
00007ff800bf6344 (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400bcf10 (__DATA,__common) external _vprintf_stderr_func
00007ff800bf4d7c (__TEXT,__text) external _wait4
00007ff800bf6294 (__TEXT,__text) external _waitid
00007ff800bf4d94 (__TEXT,__text) external _waitid$NOCANCEL
00007ff800c03ea5 (__TEXT,__text) external _work_interval_copy_port
00007ff800c03927 (__TEXT,__text) external _work_interval_create
00007ff800c03d3f (__TEXT,__text) external _work_interval_destroy
00007ff800c03a24 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff800c03b45 (__TEXT,__text) external _work_interval_instance_alloc
00007ff800c03bad (__TEXT,__text) external _work_interval_instance_clear
00007ff800c03cd7 (__TEXT,__text) external _work_interval_instance_finish
00007ff800c03bc1 (__TEXT,__text) external _work_interval_instance_free
00007ff800c03c15 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff800c03bf7 (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff800c03c06 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff800c03c24 (__TEXT,__text) external _work_interval_instance_get_id
00007ff800c03be8 (__TEXT,__text) external _work_interval_instance_get_start
00007ff800c03c29 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff800c03be3 (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff800c03bd9 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff800c03bde (__TEXT,__text) external _work_interval_instance_set_finish
00007ff800c03bd4 (__TEXT,__text) external _work_interval_instance_set_start
00007ff800c03c45 (__TEXT,__text) external _work_interval_instance_start
00007ff800c03c8a (__TEXT,__text) external _work_interval_instance_update
00007ff800c03e17 (__TEXT,__text) external _work_interval_join
00007ff800c03e5e (__TEXT,__text) external _work_interval_join_port
00007ff800c03e95 (__TEXT,__text) external _work_interval_leave
00007ff800c03a9b (__TEXT,__text) external _work_interval_notify
00007ff800c03b0a (__TEXT,__text) external _work_interval_notify_simple
00007ff800bf62ac (__TEXT,__text) external _write
00007ff800bf4df4 (__TEXT,__text) external _write$NOCANCEL
00007ff800bf62c4 (__TEXT,__text) external _writev
00007ff800bf4e0c (__TEXT,__text) external _writev$NOCANCEL
