00000001813225dc (__TEXT,__text) external _APL_dgemm
0000000180f75d24 (__TEXT,__text) external _srotg_
0000000180f75d40 (__TEXT,__text) external _srotm
000000018154eca4 (__TEXT,__text) external _srotm$NEWLAPACK
00000001816d4604 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
0000000180f75d40 (__TEXT,__text) external _srotm_
0000000180f75d68 (__TEXT,__text) external _srotmg
000000018154ecc4 (__TEXT,__text) external _srotmg$NEWLAPACK
00000001816d4624 (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
0000000180f75d68 (__TEXT,__text) external _srotmg_
0000000180f722c0 (__TEXT,__text) external _ssbmv
000000018100bdd8 (__TEXT,__text) external _ssbmv$NEWLAPACK
00000001816c60ec (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
0000000180f722c0 (__TEXT,__text) external _ssbmv_
0000000180f75d8c (__TEXT,__text) external _sscal
000000018154ecdc (__TEXT,__text) external _sscal$NEWLAPACK
00000001816d463c (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
0000000180f75d8c (__TEXT,__text) external _sscal_
0000000180f72370 (__TEXT,__text) external _sspmv
000000018100bf58 (__TEXT,__text) external _sspmv$NEWLAPACK
00000001816c6264 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
0000000180f72370 (__TEXT,__text) external _sspmv_
0000000180f72c94 (__TEXT,__text) external _sspr
000000018100c0b8 (__TEXT,__text) external _sspr$NEWLAPACK
00000001816c63c4 (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
0000000180f72d20 (__TEXT,__text) external _sspr2
000000018100c1d8 (__TEXT,__text) external _sspr2$NEWLAPACK
00000001816c64e4 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
0000000180f72d20 (__TEXT,__text) external _sspr2_
0000000180f72c94 (__TEXT,__text) external _sspr_
0000000180f75dbc (__TEXT,__text) external _sswap
000000018154ed54 (__TEXT,__text) external _sswap$NEWLAPACK
00000001816d46b4 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
0000000180f75dbc (__TEXT,__text) external _sswap_
0000000180f6fe2c (__TEXT,__text) external _ssymm
0000000181383554 (__TEXT,__text) external _ssymm$NEWLAPACK
00000001816d1994 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
0000000180f6fe2c (__TEXT,__text) external _ssymm_
0000000180f7221c (__TEXT,__text) external _ssymv
000000018100c300 (__TEXT,__text) external _ssymv$NEWLAPACK
00000001816c660c (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
0000000180f7221c (__TEXT,__text) external _ssymv_
0000000180f72b68 (__TEXT,__text) external _ssyr
000000018100c468 (__TEXT,__text) external _ssyr$NEWLAPACK
00000001816c6774 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
0000000180f72bf8 (__TEXT,__text) external _ssyr2
000000018100c590 (__TEXT,__text) external _ssyr2$NEWLAPACK
00000001816c689c (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
0000000180f72bf8 (__TEXT,__text) external _ssyr2_
0000000180f70310 (__TEXT,__text) external _ssyr2k
0000000181383d6c (__TEXT,__text) external _ssyr2k$NEWLAPACK
00000001816d219c (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
0000000180f70310 (__TEXT,__text) external _ssyr2k_
0000000180f72b68 (__TEXT,__text) external _ssyr_
0000000180f70218 (__TEXT,__text) external _ssyrk
000000018138394c (__TEXT,__text) external _ssyrk$NEWLAPACK
00000001816d1d7c (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
0000000180f70218 (__TEXT,__text) external _ssyrk_
0000000180f7253c (__TEXT,__text) external _stbmv
000000018100c6e8 (__TEXT,__text) external _stbmv$NEWLAPACK
00000001816c69f4 (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
0000000180f7253c (__TEXT,__text) external _stbmv_
0000000180f728c0 (__TEXT,__text) external _stbsv
000000018100cbd8 (__TEXT,__text) external _stbsv$NEWLAPACK
00000001816c6ed4 (__TEXT,__text) external _stbsv$NEWLAPACK$ILP64
0000000180f728c0 (__TEXT,__text) external _stbsv_
0000000180f72674 (__TEXT,__text) external _stpmv
000000018100d0c8 (__TEXT,__text) external _stpmv$NEWLAPACK
00000001816c73b4 (__TEXT,__text) external _stpmv$NEWLAPACK$ILP64
0000000180f72674 (__TEXT,__text) external _stpmv_
0000000180f729f8 (__TEXT,__text) external _stpsv
000000018100d5a8 (__TEXT,__text) external _stpsv$NEWLAPACK
00000001816c7894 (__TEXT,__text) external _stpsv$NEWLAPACK$ILP64
0000000180f729f8 (__TEXT,__text) external _stpsv_
000000018101d300 (__TEXT,__text) external _strCopyLower
000000018101d2a0 (__TEXT,__text) external _strSetZeroLower
                 (undefined) external _strlen (from libSystem)
0000000180f6ff20 (__TEXT,__text) external _strmm
00000001813841c4 (__TEXT,__text) external _strmm$NEWLAPACK
00000001816d25e4 (__TEXT,__text) external _strmm$NEWLAPACK$ILP64
0000000180f6ff20 (__TEXT,__text) external _strmm_
0000000180f72410 (__TEXT,__text) external _strmv
000000018100da88 (__TEXT,__text) external _strmv$NEWLAPACK
00000001816c7d74 (__TEXT,__text) external _strmv$NEWLAPACK$ILP64
0000000180f72410 (__TEXT,__text) external _strmv_
0000000180f7009c (__TEXT,__text) external _strsm
00000001813847f4 (__TEXT,__text) external _strsm$NEWLAPACK
00000001816d2bfc (__TEXT,__text) external _strsm$NEWLAPACK$ILP64
0000000180f7009c (__TEXT,__text) external _strsm_
0000000180f72794 (__TEXT,__text) external _strsv
000000018100df48 (__TEXT,__text) external _strsv$NEWLAPACK
00000001816c8234 (__TEXT,__text) external _strsv$NEWLAPACK$ILP64
0000000180f72794 (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
000000018171dab4 (__TEXT,__text) external _xerbla
00000001816e1bb8 (__TEXT,__text) external _xerbla$NEWLAPACK
00000001816f14dc (__TEXT,__text) external _xerbla$NEWLAPACK$ILP64
000000018171dab4 (__TEXT,__text) external _xerbla_
0000000180f6fbb0 (__TEXT,__text) external _xerbla_array__
000000018154ead0 (__TEXT,__text) external _zaxpby$NEWLAPACK
00000001816d4430 (__TEXT,__text) external _zaxpby$NEWLAPACK$ILP64
0000000180f75e3c (__TEXT,__text) external _zaxpy
000000018154ea68 (__TEXT,__text) external _zaxpy$NEWLAPACK
00000001816d43c8 (__TEXT,__text) external _zaxpy$NEWLAPACK$ILP64
0000000180f75e3c (__TEXT,__text) external _zaxpy_
0000000180f75e64 (__TEXT,__text) external _zcopy
000000018154eb10 (__TEXT,__text) external _zcopy$NEWLAPACK
00000001816d4470 (__TEXT,__text) external _zcopy$NEWLAPACK$ILP64
0000000180f75e64 (__TEXT,__text) external _zcopy_
0000000180f75e8c (__TEXT,__text) external _zdotc
000000018154eb90 (__TEXT,__text) external _zdotc$NEWLAPACK
00000001816d44f0 (__TEXT,__text) external _zdotc$NEWLAPACK$ILP64
0000000180f75e8c (__TEXT,__text) external _zdotc_
0000000180f75eb4 (__TEXT,__text) external _zdotu
000000018154ebb8 (__TEXT,__text) external _zdotu$NEWLAPACK
00000001816d4518 (__TEXT,__text) external _zdotu$NEWLAPACK$ILP64
0000000180f75eb4 (__TEXT,__text) external _zdotu_
0000000180f75f1c (__TEXT,__text) external _zdrot
000000018154ec7c (__TEXT,__text) external _zdrot$NEWLAPACK
00000001816d45dc (__TEXT,__text) external _zdrot$NEWLAPACK$ILP64
0000000180f75f1c (__TEXT,__text) external _zdrot_
0000000180f75f4c (__TEXT,__text) external _zdscal
000000018154ed3c (__TEXT,__text) external _zdscal$NEWLAPACK
00000001816d469c (__TEXT,__text) external _zdscal$NEWLAPACK$ILP64
0000000180f75f4c (__TEXT,__text) external _zdscal_
0000000180f74a40 (__TEXT,__text) external _zgbmv
000000018100b214 (__TEXT,__text) external _zgbmv$NEWLAPACK
00000001816c5558 (__TEXT,__text) external _zgbmv$NEWLAPACK$ILP64
0000000180f74a40 (__TEXT,__text) external _zgbmv_
0000000180f715d0 (__TEXT,__text) external _zgemm
0000000181382d90 (__TEXT,__text) external _zgemm$NEWLAPACK
00000001816d11f0 (__TEXT,__text) external _zgemm$NEWLAPACK$ILP64
0000000180f715d0 (__TEXT,__text) external _zgemm_
0000000180f74964 (__TEXT,__text) external _zgemv
000000018100ae78 (__TEXT,__text) external _zgemv$NEWLAPACK
00000001816c51d8 (__TEXT,__text) external _zgemv$NEWLAPACK$ILP64
0000000180f74964 (__TEXT,__text) external _zgemv_
0000000180f754b0 (__TEXT,__text) external _zgerc
000000018100b3c0 (__TEXT,__text) external _zgerc$NEWLAPACK
00000001816c56f8 (__TEXT,__text) external _zgerc$NEWLAPACK$ILP64
0000000180f754b0 (__TEXT,__text) external _zgerc_
0000000180f75514 (__TEXT,__text) external _zgeru
000000018100b480 (__TEXT,__text) external _zgeru$NEWLAPACK
00000001816c57b0 (__TEXT,__text) external _zgeru$NEWLAPACK$ILP64
0000000180f75514 (__TEXT,__text) external _zgeru_
0000000180f74be0 (__TEXT,__text) external _zhbmv
000000018100b598 (__TEXT,__text) external _zhbmv$NEWLAPACK
00000001816c58c0 (__TEXT,__text) external _zhbmv$NEWLAPACK$ILP64
0000000180f74be0 (__TEXT,__text) external _zhbmv_
0000000180f71718 (__TEXT,__text) external _zhemm
0000000181382fcc (__TEXT,__text) external _zhemm$NEWLAPACK
00000001816d1420 (__TEXT,__text) external _zhemm$NEWLAPACK$ILP64
0000000180f71718 (__TEXT,__text) external _zhemm_
0000000180f74b30 (__TEXT,__text) external _zhemv
000000018100b6fc (__TEXT,__text) external _zhemv$NEWLAPACK
00000001816c5a20 (__TEXT,__text) external _zhemv$NEWLAPACK$ILP64
0000000180f74b30 (__TEXT,__text) external _zhemv_
0000000180f75578 (__TEXT,__text) external _zher
000000018100b83c (__TEXT,__text) external _zher$NEWLAPACK
00000001816c5b60 (__TEXT,__text) external _zher$NEWLAPACK$ILP64
0000000180f75608 (__TEXT,__text) external _zher2
000000018100b97c (__TEXT,__text) external _zher2$NEWLAPACK
00000001816c5c9c (__TEXT,__text) external _zher2$NEWLAPACK$ILP64
0000000180f75608 (__TEXT,__text) external _zher2_
0000000180f71e44 (__TEXT,__text) external _zher2k
0000000181383424 (__TEXT,__text) external _zher2k$NEWLAPACK
00000001816d186c (__TEXT,__text) external _zher2k$NEWLAPACK$ILP64
0000000180f71e44 (__TEXT,__text) external _zher2k_
0000000180f75578 (__TEXT,__text) external _zher_
0000000180f71c30 (__TEXT,__text) external _zherk
00000001813831dc (__TEXT,__text) external _zherk$NEWLAPACK
00000001816d162c (__TEXT,__text) external _zherk$NEWLAPACK$ILP64
0000000180f71c30 (__TEXT,__text) external _zherk_
0000000180f74c9c (__TEXT,__text) external _zhpmv
000000018100bad0 (__TEXT,__text) external _zhpmv$NEWLAPACK
00000001816c5de8 (__TEXT,__text) external _zhpmv$NEWLAPACK$ILP64
0000000180f74c9c (__TEXT,__text) external _zhpmv_
0000000180f756b8 (__TEXT,__text) external _zhpr
000000018100bc08 (__TEXT,__text) external _zhpr$NEWLAPACK
00000001816c5f1c (__TEXT,__text) external _zhpr$NEWLAPACK$ILP64
0000000180f75744 (__TEXT,__text) external _zhpr2
000000018100bd38 (__TEXT,__text) external _zhpr2$NEWLAPACK
00000001816c604c (__TEXT,__text) external _zhpr2$NEWLAPACK$ILP64
0000000180f75744 (__TEXT,__text) external _zhpr2_
0000000180f756b8 (__TEXT,__text) external _zhpr_
0000000180f75edc (__TEXT,__text) external _zrotg
000000018154eca0 (__TEXT,__text) external _zrotg$NEWLAPACK
00000001816d4600 (__TEXT,__text) external _zrotg$NEWLAPACK$ILP64
0000000180f75edc (__TEXT,__text) external _zrotg_
0000000180f75ef8 (__TEXT,__text) external _zscal
000000018154ed18 (__TEXT,__text) external _zscal$NEWLAPACK
00000001816d4678 (__TEXT,__text) external _zscal$NEWLAPACK$ILP64
0000000180f75ef8 (__TEXT,__text) external _zscal_
0000000180f75f7c (__TEXT,__text) external _zswap
000000018154ed84 (__TEXT,__text) external _zswap$NEWLAPACK
00000001816d46e4 (__TEXT,__text) external _zswap$NEWLAPACK$ILP64
0000000180f75f7c (__TEXT,__text) external _zswap_
0000000180f71814 (__TEXT,__text) external _zsymm
0000000181383854 (__TEXT,__text) external _zsymm$NEWLAPACK
00000001816d1c88 (__TEXT,__text) external _zsymm$NEWLAPACK$ILP64
0000000180f71814 (__TEXT,__text) external _zsymm_
0000000180f71f64 (__TEXT,__text) external _zsyr2k
00000001813840ac (__TEXT,__text) external _zsyr2k$NEWLAPACK
00000001816d24d0 (__TEXT,__text) external _zsyr2k$NEWLAPACK$ILP64
0000000180f71f64 (__TEXT,__text) external _zsyr2k_
0000000180f71d38 (__TEXT,__text) external _zsyrk
0000000181383c64 (__TEXT,__text) external _zsyrk$NEWLAPACK
00000001816d2094 (__TEXT,__text) external _zsyrk$NEWLAPACK$ILP64
0000000180f71d38 (__TEXT,__text) external _zsyrk_
0000000180f74e84 (__TEXT,__text) external _ztbmv
000000018100ca94 (__TEXT,__text) external _ztbmv$NEWLAPACK
00000001816c6d94 (__TEXT,__text) external _ztbmv$NEWLAPACK$ILP64
0000000180f74e84 (__TEXT,__text) external _ztbmv_
0000000180f75238 (__TEXT,__text) external _ztbsv
000000018100cf84 (__TEXT,__text) external _ztbsv$NEWLAPACK
00000001816c7274 (__TEXT,__text) external _ztbsv$NEWLAPACK$ILP64
0000000180f75238 (__TEXT,__text) external _ztbsv_
0000000180f74fcc (__TEXT,__text) external _ztpmv
000000018100d468 (__TEXT,__text) external _ztpmv$NEWLAPACK
00000001816c7754 (__TEXT,__text) external _ztpmv$NEWLAPACK$ILP64
0000000180f74fcc (__TEXT,__text) external _ztpmv_
0000000180f75380 (__TEXT,__text) external _ztpsv
000000018100d948 (__TEXT,__text) external _ztpsv$NEWLAPACK
00000001816c7c34 (__TEXT,__text) external _ztpsv$NEWLAPACK$ILP64
0000000180f75380 (__TEXT,__text) external _ztpsv_
0000000180f71910 (__TEXT,__text) external _ztrmm
0000000181384668 (__TEXT,__text) external _ztrmm$NEWLAPACK
00000001816d2a78 (__TEXT,__text) external _ztrmm$NEWLAPACK$ILP64
0000000180f71910 (__TEXT,__text) external _ztrmm_
0000000180f74d48 (__TEXT,__text) external _ztrmv
000000018100de10 (__TEXT,__text) external _ztrmv$NEWLAPACK
00000001816c80fc (__TEXT,__text) external _ztrmv$NEWLAPACK$ILP64
0000000180f74d48 (__TEXT,__text) external _ztrmv_
0000000180f71aa0 (__TEXT,__text) external _ztrsm
0000000181384c98 (__TEXT,__text) external _ztrsm$NEWLAPACK
00000001816d3090 (__TEXT,__text) external _ztrsm$NEWLAPACK$ILP64
0000000180f71aa0 (__TEXT,__text) external _ztrsm_
0000000180f750fc (__TEXT,__text) external _ztrsv
000000018100e2d0 (__TEXT,__text) external _ztrsv$NEWLAPACK
00000001816c85bc (__TEXT,__text) external _ztrsv$NEWLAPACK$ILP64
0000000180f750fc (__TEXT,__text) external _ztrsv_
