00007ffb00f71e62 (__TEXT,__text) non-external _DiToMD5
00007ffb00f650a2 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffb00f655cc (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb00f65086 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffb00f6576e (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffb00f65b2e (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb00f65752 (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffb428a7290 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffb428a7298 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffb428a6250 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffb428a6258 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
00007ffb00f5bd80 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffb00f5bdda (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffb00f5be2d (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffb00f82f4f (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffb00f82f72 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffb00f63ce6 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffb00f6336a (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffb00f839ad (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffb00f839d0 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffb00f62bbb (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffb00f64876 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffb00f648d1 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffb00f64ed8 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffb00f64f30 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00007ffb00f6fcc2 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffb00f61828 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffb00f836f3 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffb00f58b9b (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffb00f66bac (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffb00f66cad (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffb00f66a0e (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffb00f83e53 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffb00f66dcf (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffb00f6689e (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffb00f669dc (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffb00f66d1d (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffb00f66cfe (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffb00f61da4 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffb00f66cd4 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffb00f61847 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffb00f6189c (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.169
00007ffb00f61913 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.171
00007ffb00f71d19 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffb00f6eb3d (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffb00f6e781 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffb00f653b1 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffb00f600ac (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffb00f6014d (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffb00f8347d (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffb00f5c622 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffb00f5c426 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffb00f5c52b (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffb00f5c07e (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffb00f5ca9f (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffb00f5a4de (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffb00f5e246 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb00f5dfe0 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffb00f5e085 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffb00f5e415 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffb00f5cf35 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb00f5cd0b (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb00f5d1e0 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb00f5d315 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffb00f8317f (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffb00f831a2 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffb00f5d161 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb00f604bb (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb00f6043c (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb00f65e2e (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffb00f659f6 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffb00f5e6dc (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffb00f62e6c (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffb00f5f094 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffb00f655bc (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffb00f654e5 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffb00f653fb (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffb00f65bd0 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffb00f65a31 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb00f82152 (__TEXT,__text) external ___assert_rtn
00007ffb401d8668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb401d86a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb401d9008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb401d9de8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb401da290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb401d9e18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffb401d8918 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00007ffb401d8938 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.104
00007ffb401d8958 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ffb401d8988 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffb401d89b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffb401d89e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffb401d8a08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.133
00007ffb401d8a38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.134
00007ffb401d8a58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007ffb401d8a88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffb401d8f08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.149
00007ffb401d9028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb401d8f48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00007ffb401d8f78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.170
00007ffb401d8fa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.172
00007ffb401d8fd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.191
00007ffb401d9048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ffb401d9f98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb401d9078 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ffb401d90a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ffb401d90c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffb401d90e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffb401d9118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ffb401d9148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffb401d9178 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb401d91a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffb401d91d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffb401d9208 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffb401d9238 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffb401d9268 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffb401d9298 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffb401d9c58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffb401d9c78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffb401d9ca8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ffb401d9cd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ffb401d86d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffb401d8708 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb401d9cf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb401d8738 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb401d8768 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffb401d9d28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffb401d9d58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb401d9d88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffb401d9db8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffb401d8798 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ffb401d87b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ffb401d87d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ffb401d87f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffb401d8828 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb401d8858 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ffb401d8888 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb401d88b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffb401d88e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffb401d8688 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb401d8f28 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb401d9fb8 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffb00f58c50 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb00f58c70 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb00f5c0e4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb00f5cac1 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffb00f71d99 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb00f5e477 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb00f5a569 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb00f5be9a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb00f6e857 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb00f6ec3e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffb00f5c0fb (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb00f5caf9 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffb00f71db6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb00f653e8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb00f5a5a4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb00f5bed2 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb00f6e8a1 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffb00f6ecac (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffb00f580ca (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffb00f57fa4 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffb00f82097 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffb00f724df (__TEXT,__text) external _aes_decrypt
00007ffb00f728b3 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffb00f72439 (__TEXT,__text) external _aes_decrypt_cbc
00007ffb00f72946 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffb00f728fb (__TEXT,__text) external _aes_decrypt_gcm
00007ffb00f729bc (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffb00f72880 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffb00f723eb (__TEXT,__text) external _aes_decrypt_key
00007ffb00f84474 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffb00f72508 (__TEXT,__text) external _aes_decrypt_key128
00007ffb00f7252c (__TEXT,__text) external _aes_decrypt_key256
00007ffb00f72766 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffb00f727ae (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffb00f72850 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffb00f727f9 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffb00f723d4 (__TEXT,__text) external _aes_encrypt
00007ffb00f7267c (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffb00f7232e (__TEXT,__text) external _aes_encrypt_cbc
00007ffb00f7270f (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffb00f726c4 (__TEXT,__text) external _aes_encrypt_gcm
00007ffb00f7299d (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffb00f72649 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffb00f722e0 (__TEXT,__text) external _aes_encrypt_key
00007ffb00f8445b (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffb00f724f6 (__TEXT,__text) external _aes_encrypt_key128
00007ffb00f7251a (__TEXT,__text) external _aes_encrypt_key256
00007ffb00f7253e (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffb00f72586 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffb00f72619 (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffb00f725d1 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffb00f57ff4 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffb00f820dd (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffb00f57fb9 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffb00f820ba (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffb00f58045 (__TEXT,__text) external _clock_get_system_nanotime
00007ffb00f82100 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffb00f58083 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffb00f580b1 (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffb00f574dc (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffb428a59a0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffb428a5cf0 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffb401de150 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffb428a5cf8 (__DATA,__common) external _gIOCommandMetaClass
00007ffb428a5d00 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffb401de160 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffb401de158 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffb428a59e0 (__DATA,__common) external _gIODKDebug
00007ffb428a5d08 (__DATA,__common) external _gIODMACommandMetaClass
00007ffb401de168 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffb428a5d10 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffb401de170 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffb428a5d18 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffb401de178 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffb428a5d20 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffb401de180 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffb428a5d28 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffb401de188 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffb428a5d30 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00007ffb401de190 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00007ffb428a5d68 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffb401de1c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffb428a5d38 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffb401de198 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffb428a5d40 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffb401de1a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffb428a5d48 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffb401de1a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffb428a5d70 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffb401de1d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffb428a5d50 (__DATA,__common) external _gIOReporterMetaClass
00007ffb401de1b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffb428a5d78 (__DATA,__common) external _gIOServiceMetaClass
00007ffb428a5d80 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffb401de1e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffb428a5d88 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffb401de1e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffb401de1d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffb428a5d58 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffb401de1b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffb428a5d60 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffb401de1c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffb428a5e40 (__DATA,__common) external _gIOThreadMetaClass
00007ffb401de2a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00007ffb428a5d90 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
