00007ff943312370 (__DATA,__bss) non-external _AGCPrinter
00007ff909f68d70 (__TEXT,__text) non-external __ZNSt3__16__treeIN17AGCLLVMUserObject7TextureENS1_18ResourceComparatorENS_9allocatorIS2_EEE25__emplace_unique_key_argsIS2_JRKS2_EEENS_4pairINS_15__tree_iteratorIS2_PNS_11__tree_nodeIS2_PvEElEEbEERKT_DpOT0_
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeIN17AGCLLVMUserObject7TextureENS1_18ResourceComparatorENS_9allocatorIS2_EEE7destroyEPNS_11__tree_nodeIS2_PvEE
00007ff909f85d34 (__TEXT,__text) non-external __ZNSt3__16__treeIN4llvm6WeakVHENS_4lessIS2_EENS_9allocatorIS2_EEE25__emplace_unique_key_argsIS2_JS2_EEENS_4pairINS_15__tree_iteratorIS2_PNS_11__tree_nodeIS2_PvEElEEbEERKT_DpOT0_
00007ff909f855e8 (__TEXT,__text) non-external __ZNSt3__16__treeIN4llvm6WeakVHENS_4lessIS2_EENS_9allocatorIS2_EEE7destroyEPNS_11__tree_nodeIS2_PvEE
00007ff909f03a6c (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeI18AGCTargetArchMinorNS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEEENS_19__map_value_compareIS2_S9_NS_4lessIS2_EELb1EEENS6_IS9_EEE30__emplace_hint_unique_key_argsIS2_JRKNS_4pairIKS2_S8_EEEEENSH_INS_15__tree_iteratorIS9_PNS_11__tree_nodeIS9_PvEElEEbEENS_21__tree_const_iteratorIS9_SQ_lEERKT_DpOT0_
00007ff909f03d5e (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeI18AGCTargetArchMinorNS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEEENS_19__map_value_compareIS2_S9_NS_4lessIS2_EELb1EEENS6_IS9_EEE7destroyEPNS_11__tree_nodeIS9_PvEE
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIKPN4llvm4TypeEPKcEENS_19__map_value_compareIS5_S8_NS_4lessIS5_EELb1EEENS_9allocatorIS8_EEE7destroyEPNS_11__tree_nodeIS8_PvEE
00007ff909f8cd68 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIN17AGCArgumentBuffer8Resource6BoundsEbEENS_19__map_value_compareIS4_S5_NS_4lessIS4_EELb1EEENS_9allocatorIS5_EEE25__emplace_unique_key_argsIS4_JRKNS_21piecewise_construct_tENS_5tupleIJRKS4_EEENSH_IJEEEEEENS_4pairINS_15__tree_iteratorIS5_PNS_11__tree_nodeIS5_PvEElEEbEERKT_DpOT0_
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIN17AGCArgumentBuffer8Resource6BoundsEbEENS_19__map_value_compareIS4_S5_NS_4lessIS4_EELb1EEENS_9allocatorIS5_EEE7destroyEPNS_11__tree_nodeIS5_PvEE
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIN17AGCArgumentBuffer8Resource6BoundsEjEENS_19__map_value_compareIS4_S5_NS_4lessIS4_EELb1EEENS_9allocatorIS5_EEE7destroyEPNS_11__tree_nodeIS5_PvEE
00007ff909ea9298 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEE19MTLCompilerDataTypeEENS_19__map_value_compareIS7_S9_NS_4lessIS7_EELb1EEENS5_IS9_EEE12__find_equalIS7_EERPNS_16__tree_node_baseIPvEERPNS_15__tree_end_nodeISK_EERKT_
00007ff909f098e8 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEE19MTLCompilerDataTypeEENS_19__map_value_compareIS7_S9_NS_4lessIS7_EELb1EEENS5_IS9_EEE30__emplace_hint_unique_key_argsIS7_JRKNS_4pairIKS7_S8_EEEEENSH_INS_15__tree_iteratorIS9_PNS_11__tree_nodeIS9_PvEElEEbEENS_21__tree_const_iteratorIS9_SQ_lEERKT_DpOT0_
00007ff909f09242 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEE19MTLCompilerDataTypeEENS_19__map_value_compareIS7_S9_NS_4lessIS7_EELb1EEENS5_IS9_EEE4findIS7_EENS_15__tree_iteratorIS9_PNS_11__tree_nodeIS9_PvEElEERKT_
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEE19MTLCompilerDataTypeEENS_19__map_value_compareIS7_S9_NS_4lessIS7_EELb1EEENS5_IS9_EEE7destroyEPNS_11__tree_nodeIS9_PvEE
00007ff909eb5ac0 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEENS_3setIS7_NS_4lessIS7_EENS5_IS7_EEEEEENS_19__map_value_compareIS7_SD_SA_Lb1EEENS5_ISD_EEE7destroyEPNS_11__tree_nodeISD_PvEE
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPN11flatbuffers10ServiceDefEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE7destroyEPNS_11__tree_nodeISB_PvEE
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPN11flatbuffers4TypeEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE7destroyEPNS_11__tree_nodeISB_PvEE
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPN11flatbuffers5ValueEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE7destroyEPNS_11__tree_nodeISB_PvEE
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPN11flatbuffers7EnumDefEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE7destroyEPNS_11__tree_nodeISB_PvEE
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPN11flatbuffers7EnumValEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE7destroyEPNS_11__tree_nodeISB_PvEE
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPN11flatbuffers7RPCCallEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE7destroyEPNS_11__tree_nodeISB_PvEE
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPN11flatbuffers8FieldDefEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE7destroyEPNS_11__tree_nodeISB_PvEE
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPN11flatbuffers9StructDefEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE7destroyEPNS_11__tree_nodeISB_PvEE
00007ff909ea9298 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPN4llvm4TypeEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE12__find_equalIS7_EERPNS_16__tree_node_baseIPvEERPNS_15__tree_end_nodeISM_EERKT_
00007ff90a0399f0 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPN4llvm4TypeEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE30__emplace_hint_unique_key_argsIS7_JRKNS_4pairIKS7_SA_EEEEENSJ_INS_15__tree_iteratorISB_PNS_11__tree_nodeISB_PvEElEEbEENS_21__tree_const_iteratorISB_SS_lEERKT_DpOT0_
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPN4llvm4TypeEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE7destroyEPNS_11__tree_nodeISB_PvEE
00007ff909ea9298 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEES7_EENS_19__map_value_compareIS7_S8_NS_4lessIS7_EELb1EEENS5_IS8_EEE12__find_equalIS7_EERPNS_16__tree_node_baseIPvEERPNS_15__tree_end_nodeISJ_EERKT_
00007ff909ea9312 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEES7_EENS_19__map_value_compareIS7_S8_NS_4lessIS7_EELb1EEENS5_IS8_EEE16__insert_node_atEPNS_15__tree_end_nodeIPNS_16__tree_node_baseIPvEEEERSJ_SJ_
00007ff909ea9200 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEES7_EENS_19__map_value_compareIS7_S8_NS_4lessIS7_EELb1EEENS5_IS8_EEE25__emplace_unique_key_argsIS7_JRKNS_21piecewise_construct_tENS_5tupleIJRKS7_EEENSJ_IJEEEEEENS_4pairINS_15__tree_iteratorIS8_PNS_11__tree_nodeIS8_PvEElEEbEERKT_DpOT0_
00007ff909eac2ba (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEES7_EENS_19__map_value_compareIS7_S8_NS_4lessIS7_EELb1EEENS5_IS8_EEE7destroyEPNS_11__tree_nodeIS8_PvEE
00007ff909eb5c28 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEbEENS_19__map_value_compareIS7_S8_NS_4lessIS7_EELb1EEENS5_IS8_EEE25__emplace_unique_key_argsIS7_JRKNS_21piecewise_construct_tENS_5tupleIJOS7_EEENSJ_IJEEEEEENS_4pairINS_15__tree_iteratorIS8_PNS_11__tree_nodeIS8_PvEElEEbEERKT_DpOT0_
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEbEENS_19__map_value_compareIS7_S8_NS_4lessIS7_EELb1EEENS5_IS8_EEE7destroyEPNS_11__tree_nodeIS8_PvEE
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEjEENS_19__map_value_compareIS7_S8_NS_4lessIS7_EELb1EEENS5_IS8_EEE7destroyEPNS_11__tree_nodeIS8_PvEE
00007ff909ea9298 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEtEENS_19__map_value_compareIS7_S8_NS_4lessIS7_EELb1EEENS5_IS8_EEE12__find_equalIS7_EERPNS_16__tree_node_baseIPvEERPNS_15__tree_end_nodeISJ_EERKT_
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEtEENS_19__map_value_compareIS7_S8_NS_4lessIS7_EELb1EEENS5_IS8_EEE7destroyEPNS_11__tree_nodeIS8_PvEE
00007ff90a03f356 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeINS_5arrayIhLm32EEE27AGCManagedCompilationResultEENS_19__map_value_compareIS3_S5_NS_4lessIS3_EELb1EEENS_9allocatorIS5_EEE7destroyEPNS_11__tree_nodeIS5_PvEE
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIj18LIBStructFieldInfoEENS_19__map_value_compareIjS3_NS_4lessIjEELb1EEENS_9allocatorIS3_EEE7destroyEPNS_11__tree_nodeIS3_PvEE
00007ff909f91570 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIjN17AGCArgumentBuffer8Resource6BoundsEEENS_19__map_value_compareIjS5_NS_4lessIjEELb1EEENS_9allocatorIS5_EEE25__emplace_unique_key_argsIjJRKNS_21piecewise_construct_tENS_5tupleIJOjEEENSH_IJEEEEEENS_4pairINS_15__tree_iteratorIS5_PNS_11__tree_nodeIS5_PvEElEEbEERKT_DpOT0_
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIjN17AGCArgumentBuffer8Resource6BoundsEEENS_19__map_value_compareIjS5_NS_4lessIjEELb1EEENS_9allocatorIS5_EEE7destroyEPNS_11__tree_nodeIS5_PvEE
00007ff90a015820 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIjN24AGCLLVMGen3TargetLowerer16MemoryTransferOpEEENS_19__map_value_compareIjS4_NS_4lessIjEELb1EEENS_9allocatorIS4_EEE25__emplace_unique_key_argsIjJRKNS_21piecewise_construct_tENS_5tupleIJOjEEENSG_IJEEEEEENS_4pairINS_15__tree_iteratorIS4_PNS_11__tree_nodeIS4_PvEElEEbEERKT_DpOT0_
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIjN24AGCLLVMGen3TargetLowerer16MemoryTransferOpEEENS_19__map_value_compareIjS4_NS_4lessIjEELb1EEENS_9allocatorIS4_EEE7destroyEPNS_11__tree_nodeIS4_PvEE
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIjPKN17AGCLLVMUserObject26IndirectArgumentBufferInfoEEENS_19__map_value_compareIjS6_NS_4lessIjEELb1EEENS_9allocatorIS6_EEE7destroyEPNS_11__tree_nodeIS6_PvEE
00007ff909f6ad94 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIjPN4llvm14GlobalVariableEEENS_19__map_value_compareIjS5_NS_4lessIjEELb1EEENS_9allocatorIS5_EEE25__emplace_unique_key_argsIjJRKNS_21piecewise_construct_tENS_5tupleIJRKjEEENSH_IJEEEEEENS_4pairINS_15__tree_iteratorIS5_PNS_11__tree_nodeIS5_PvEElEEbEERKT_DpOT0_
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIjPN4llvm14GlobalVariableEEENS_19__map_value_compareIjS5_NS_4lessIjEELb1EEENS_9allocatorIS5_EEE7destroyEPNS_11__tree_nodeIS5_PvEE
00007ff909ec1450 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIjjEENS_19__map_value_compareIjS2_NS_4lessIjEELb1EEENS_9allocatorIS2_EEE25__emplace_unique_key_argsIjJRKNS_21piecewise_construct_tENS_5tupleIJRKjEEENSE_IJEEEEEENS_4pairINS_15__tree_iteratorIS2_PNS_11__tree_nodeIS2_PvEElEEbEERKT_DpOT0_
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12__value_typeIjjEENS_19__map_value_compareIjS2_NS_4lessIjEELb1EEENS_9allocatorIS2_EEE7destroyEPNS_11__tree_nodeIS2_PvEE
00007ff909eb5a22 (__TEXT,__text) non-external __ZNSt3__16__treeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEENS_4lessIS6_EENS4_IS6_EEE7destroyEPNS_11__tree_nodeIS6_PvEE
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeINS_4pairImmEEN11flexbuffers7Builder19StringOffsetCompareENS_9allocatorIS2_EEE7destroyEPNS_11__tree_nodeIS2_PvEE
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeIPKN4llvm13CallGraphNodeENS_4lessIS4_EENS_9allocatorIS4_EEE7destroyEPNS_11__tree_nodeIS4_PvEE
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeIPKN4llvm5ValueENS_4lessIS4_EENS_9allocatorIS4_EEE7destroyEPNS_11__tree_nodeIS4_PvEE
00007ff909ea9312 (__TEXT,__text) non-external __ZNSt3__16__treeIPN4llvm11InstructionENS_4lessIS3_EENS_9allocatorIS3_EEE16__insert_node_atEPNS_15__tree_end_nodeIPNS_16__tree_node_baseIPvEEEERSD_SD_
00007ff90a03d880 (__TEXT,__text) non-external __ZNSt3__16__treeIPN4llvm11InstructionENS_4lessIS3_EENS_9allocatorIS3_EEE25__emplace_unique_key_argsIS3_JRKS3_EEENS_4pairINS_15__tree_iteratorIS3_PNS_11__tree_nodeIS3_PvEElEEbEERKT_DpOT0_
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeIPN4llvm11InstructionENS_4lessIS3_EENS_9allocatorIS3_EEE7destroyEPNS_11__tree_nodeIS3_PvEE
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeIPN4llvm8CallInstENS_4lessIS3_EENS_9allocatorIS3_EEE7destroyEPNS_11__tree_nodeIS3_PvEE
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeIPN4llvm8FunctionENS_4lessIS3_EENS_9allocatorIS3_EEE7destroyEPNS_11__tree_nodeIS3_PvEE
00007ff909ea9312 (__TEXT,__text) non-external __ZNSt3__16__treeIjNS_4lessIjEENS_9allocatorIjEEE16__insert_node_atEPNS_15__tree_end_nodeIPNS_16__tree_node_baseIPvEEEERSA_SA_
00007ff90a03e740 (__TEXT,__text) non-external __ZNSt3__16__treeIjNS_4lessIjEENS_9allocatorIjEEE25__emplace_unique_key_argsIjJRKjEEENS_4pairINS_15__tree_iteratorIjPNS_11__tree_nodeIjPvEElEEbEERKT_DpOT0_
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeIjNS_4lessIjEENS_9allocatorIjEEE7destroyEPNS_11__tree_nodeIjPvEE
00007ff909ebe0e8 (__TEXT,__text) non-external __ZNSt3__16__treeImN11flexbuffers7Builder16KeyOffsetCompareENS_9allocatorImEEE7destroyEPNS_11__tree_nodeImPvEE
00007ff909ebf604 (__TEXT,__text) non-external __ZNSt3__16bitsetILm128EElSB8nn190102Em
00007ff909ebf37a (__TEXT,__text) non-external __ZNSt3__16bitsetILm128EErSB8nn190102Em
                 (undefined) external __ZNSt3__16localeD1Ev (from libc++)
00007ff90a0476fc (__TEXT,__text) non-external __ZNSt3__16vectorI12MTLUINT256_tNS_9allocatorIS1_EEE11__vallocateB8nn190102Em
00007ff90a04f22e (__TEXT,__text) non-external __ZNSt3__16vectorI12MTLUINT256_tNS_9allocatorIS1_EEE18__assign_with_sizeB8nn190102IPS1_S6_EEvT_T0_l
00007ff90a0476a6 (__TEXT,__text) non-external __ZNSt3__16vectorI12MTLUINT256_tNS_9allocatorIS1_EEEC2ERKS4_
00007ff90a04aef6 (__TEXT,__text) non-external __ZNSt3__16vectorI13AGCTargetArchNS_9allocatorIS1_EEED1B8nn190102Ev
00007ff909eb4260 (__TEXT,__text) non-external __ZNSt3__16vectorIN23GenericVaryingAllocator11OutIteratorENS_9allocatorIS2_EEE16__destroy_vectorclB8nn190102Ev
00007ff909eb4292 (__TEXT,__text) non-external __ZNSt3__16vectorIN23GenericVaryingAllocator11OutIteratorENS_9allocatorIS2_EEE22__base_destruct_at_endB8nn190102EPS2_
00007ff90a03a0a2 (__TEXT,__text) non-external __ZNSt3__16vectorIN4llvm9StringRefENS_9allocatorIS2_EEE11__vallocateB8nn190102Em
00007ff909ea8e90 (__TEXT,__text) non-external __ZNSt3__16vectorINS_10unique_ptrIN4llvm3AGX10DiagnosticENS_14default_deleteIS4_EEEENS_9allocatorIS7_EEE16__destroy_vectorclB8nn190102Ev
00007ff909eb5a60 (__TEXT,__text) non-external __ZNSt3__16vectorINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEENS4_IS6_EEE16__destroy_vectorclB8nn190102Ev
00007ff909eac230 (__TEXT,__text) non-external __ZNSt3__16vectorIPKcNS_9allocatorIS2_EEED1B8nn190102Ev
00007ff909f8ed42 (__TEXT,__text) non-external __ZNSt3__16vectorIPN4llvm5ValueENS_9allocatorIS3_EEE11__vallocateB8nn190102Em
00007ff909f8b1ac (__TEXT,__text) non-external __ZNSt3__16vectorIPN4llvm5ValueENS_9allocatorIS3_EEEC2INS1_19SmallPtrSetIteratorIS3_EELi0EEET_SA_
00007ff909fbae40 (__TEXT,__text) non-external __ZNSt3__16vectorIPN4llvm8FunctionENS_9allocatorIS3_EEE7reserveEm
00007ff909eb6260 (__TEXT,__text) non-external __ZNSt3__16vectorIjNS_9allocatorIjEEE6resizeEm
00007ff90a047634 (__TEXT,__text) non-external __ZNSt3__16vectorIjNS_9allocatorIjEEEC2ERKS3_
00007ff909f9f844 (__TEXT,__text) non-external __ZNSt3__16vectorIyNS_9allocatorIyEEE7reserveEm
00007ff909fa6d1c (__TEXT,__text) non-external __ZNSt3__17__sort3B8nn190102INS_17_ClassicAlgPolicyERNS_6__lessIvvEEPNS_4pairIjPN4llvm5ValueEEEEEjT1_SB_SB_T0_
00007ff909f97632 (__TEXT,__text) non-external __ZNSt3__17__sort3B8nn190102INS_17_ClassicAlgPolicyERZN17AGCLLVMUserObject27createTlsGlobalsConstructorEvE3$_0PNS_5tupleIJNS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEjjEEEEEjT1_SE_SE_T0_
00007ff909f54989 (__TEXT,__text) non-external __ZNSt3__17__sort3B8nn190102INS_17_ClassicAlgPolicyERZN23GenericVaryingAllocator19getVaryingSignatureERN11flatbuffers17FlatBufferBuilderEPNS3_6OffsetINS3_6VectorIhEEEESA_E3$_0P14GenericVaryingEEjT1_SF_SF_T0_
00007ff909fa6dfa (__TEXT,__text) non-external __ZNSt3__17__sort4B8nn190102INS_17_ClassicAlgPolicyERNS_6__lessIvvEEPNS_4pairIjPN4llvm5ValueEEEEEvT1_SB_SB_SB_T0_
00007ff909f977c6 (__TEXT,__text) non-external __ZNSt3__17__sort4B8nn190102INS_17_ClassicAlgPolicyERZN17AGCLLVMUserObject27createTlsGlobalsConstructorEvE3$_0PNS_5tupleIJNS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEjjEEEEEvT1_SE_SE_SE_T0_
00007ff909f54b7e (__TEXT,__text) non-external __ZNSt3__17__sort4B8nn190102INS_17_ClassicAlgPolicyERZN23GenericVaryingAllocator19getVaryingSignatureERN11flatbuffers17FlatBufferBuilderEPNS3_6OffsetINS3_6VectorIhEEEESA_E3$_0P14GenericVaryingEEvT1_SF_SF_SF_T0_
00007ff909fa6eb3 (__TEXT,__text) non-external __ZNSt3__17__sort5B8nn190102INS_17_ClassicAlgPolicyERNS_6__lessIvvEEPNS_4pairIjPN4llvm5ValueEEEEEvT1_SB_SB_SB_SB_T0_
00007ff909ea9533 (__TEXT,__text) non-external __ZNSt3__17getlineB8nn190102IcNS_11char_traitsIcEENS_9allocatorIcEEEERNS_13basic_istreamIT_T0_EES9_RNS_12basic_stringIS6_S7_T1_EES6_
00007ff909f54894 (__TEXT,__text) non-external __ZNSt3__18_IterOpsINS_17_ClassicAlgPolicyEE9iter_swapB8nn190102IRP14GenericVaryingS6_EEvOT_OT0_
                 (undefined) external __ZNSt3__18ios_base4initEPv (from libc++)
                 (undefined) external __ZNSt3__18ios_base5clearEj (from libc++)
                 (undefined) external __ZNSt3__19basic_iosIcNS_11char_traitsIcEEED2Ev (from libc++)
                 (undefined) external __ZNSt3__19to_stringEi (from libc++)
                 (undefined) external __ZNSt3__19to_stringEj (from libc++)
                 (undefined) external __ZNSt3__19to_stringEy (from libc++)
00007ff909eb70c1 (__TEXT,__text) non-external __ZNSt3__1lsB8nn190102INS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_RKNS_8__iom_t4IcEE
00007ff909eb7b9d (__TEXT,__text) non-external __ZNSt3__1plB8nn190102IcNS_11char_traitsIcEENS_9allocatorIcEEEENS_12basic_stringIT_T0_T1_EERKS9_SB_
                 (undefined) external __ZNSt3__1plIcNS_11char_traitsIcEENS_9allocatorIcEEEENS_12basic_stringIT_T0_T1_EEPKS6_RKS9_ (from libc++)
00007ff909ead6e0 (__TEXT,__text) non-external __ZSt28__throw_bad_array_new_lengthB8nn190102v
00007ff940b4b448 (__DATA_CONST,__const) non-external __ZTC21AGCLLVMGLVertexShader0_17AGCLLVMUserObject
00007ff940b4b070 (__DATA_CONST,__const) non-external __ZTC21AGCLLVMGLVertexShader0_17AGCLLVMUserShader
00007ff940b4ac40 (__DATA_CONST,__const) non-external __ZTC21AGCLLVMGLVertexShader0_23AGCLLVMUserVertexShader
00007ff940afe1e0 (__DATA_CONST,__const) non-external __ZTC21AGCLLVMUserMeshShader0_17AGCLLVMUserObject
00007ff940afde08 (__DATA_CONST,__const) non-external __ZTC21AGCLLVMUserMeshShader0_17AGCLLVMUserShader
00007ff940afda00 (__DATA_CONST,__const) non-external __ZTC21AGCLLVMUserMeshShader0_27AGCLLVMUserObjectShaderBase
00007ff940b4d888 (__DATA_CONST,__const) non-external __ZTC21AGCLLVMUserTileShader0_17AGCLLVMUserObject
00007ff940b4d4b0 (__DATA_CONST,__const) non-external __ZTC21AGCLLVMUserTileShader0_17AGCLLVMUserShader
00007ff940b553a0 (__DATA_CONST,__const) non-external __ZTC23AGCLLVMEndOfTileProgram0_19AGCLLVMDriverShader
00007ff940b49d20 (__DATA_CONST,__const) non-external __ZTC23AGCLLVMGLFragmentShader0_17AGCLLVMUserObject
00007ff940b49948 (__DATA_CONST,__const) non-external __ZTC23AGCLLVMGLFragmentShader0_17AGCLLVMUserShader
00007ff940b494d0 (__DATA_CONST,__const) non-external __ZTC23AGCLLVMGLFragmentShader0_25AGCLLVMUserFragmentShader
00007ff940b4a0e0 (__DATA_CONST,__const) non-external __ZTC23AGCLLVMGLFragmentShader4320_21AGCLLVMFragmentShader
00007ff940b4a2f0 (__DATA_CONST,__const) non-external __ZTC23AGCLLVMGLFragmentShader4320_30AGCLLVMStatelessFragmentShader
00007ff940aff240 (__DATA_CONST,__const) non-external __ZTC23AGCLLVMUserMeshShaderSW0_17AGCLLVMUserObject
00007ff940afee68 (__DATA_CONST,__const) non-external __ZTC23AGCLLVMUserMeshShaderSW0_17AGCLLVMUserShader
00007ff940afea60 (__DATA_CONST,__const) non-external __ZTC23AGCLLVMUserMeshShaderSW0_27AGCLLVMUserObjectShaderBase
00007ff940b00520 (__DATA_CONST,__const) non-external __ZTC23AGCLLVMUserObjectShader0_17AGCLLVMUserObject
00007ff940b00148 (__DATA_CONST,__const) non-external __ZTC23AGCLLVMUserObjectShader0_17AGCLLVMUserShader
00007ff940affd40 (__DATA_CONST,__const) non-external __ZTC23AGCLLVMUserObjectShader0_27AGCLLVMUserObjectShaderBase
