00000001e4299b74 (__TEXT,__text) non-external _DiToMD5
00000001e4283370 (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
00000001e4284bf8 (__TEXT,__text) external __ZThn24_N8OSBundle4freeEv
00000001e4284b44 (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
00000001e428c8cc (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00000001e428033c (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00000001e4280330 (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00000001e428c6c0 (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00000001e42851d4 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00000001e428514c (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00000001e4283e08 (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00000001e4283d10 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00000001e428c93c (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00000001e4285500 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00000001e4285280 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00000001e42855e4 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00000001e42856b0 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00000001e4285754 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00000001e42847ac (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00000001e428aaec (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00000001e428ac0c (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00000001e428b468 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00000001e428b540 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00000001e428a98c (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00000001e428a99c (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001e428aad8 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00000001e428b1dc (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001e428aac0 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00000001e428b454 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00000001e428b980 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001e428b43c (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
000000020cd33b60 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
000000020cd33b68 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00000001e42800e0 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00000001e428017c (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00000001e4280218 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00000001e42aa784 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00000001e42aa7b0 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00000001e42894fc (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00000001e42887a0 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00000001e428a17c (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00000001e428a1fc (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00000001e428a888 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00000001e428a904 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00000001e42892b4 (__TEXT,__text) non-external ____Z27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00000001e4296f3c (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00000001e4286f4c (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00000001e42ab0f8 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00000001e428cda0 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00000001e428cd7c (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00000001e428cc34 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00000001e42ab8e0 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00000001e428ceb8 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00000001e428ca9c (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00000001e428cc04 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00000001e428cde8 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00000001e4287254 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00000001e42ab124 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.cold.1
00000001e428cdc0 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00000001e4286f78 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00000001e4286fe8 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.219
00000001e4287078 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.223
00000001e4299940 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00000001e42957e8 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00000001e42953a0 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00000001e428af0c (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00000001e4285498 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00000001e428559c (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00000001e42aade0 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00000001e4280c88 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00000001e42809c8 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00000001e4280b38 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00000001e4280510 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00000001e428104c (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00000001e427e4e0 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00000001e4282d70 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e4282a50 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00000001e42830a4 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00000001e4281660 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e42813dc (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001e4281a54 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e4281c34 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00000001e42aa9c0 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00000001e42aa9ec (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00000001e42819a8 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001e42859e0 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e4285934 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001e428bdc8 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00000001e428b7d0 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00000001e4283418 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00000001e4284070 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00000001e428b1cc (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00000001e428b0b0 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00000001e428af54 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00000001e428ba48 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00000001e428b81c (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
00000001e42a9714 (__TEXT,__text) external ___assert_rtn
00000002104e7970 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000002104e81d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000002104e8ef0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000002104e9378 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000002104e8f20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
00000002104e7ac0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.102
00000002104e7af0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.105
00000002104e7b20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.108
00000002104e7b50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.112
0000000209ffe970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
00000002104e7b80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.123
00000002104e7bb0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.124
00000002104e7be0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
0000000209ffe990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.140
00000002104e7c10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.155
0000000209ffe9b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.156
00000002104e7c40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.160
0000000209ffea30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.162
00000002104e7c70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.163
00000002104e8dd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.166
00000002104e8e00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.171
00000002104e8e30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.174
0000000209ffea50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.175
00000002104e8e60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.181
00000002104e8e90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.185
00000002104e8ec0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.188
0000000209ffe9d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.193
00000002104e8200 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.20
00000002104e8110 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.217
00000002104e8140 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.222
00000002104e8170 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.226
0000000209ffead8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00000002104e81a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.238
00000002104e8230 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.24
0000000209ffe9f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
0000000209ffea10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00000002104e8260 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.38
00000002104e8290 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
00000002104e82c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.53
00000002104e82f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
00000002104e8320 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.59
00000002104e8350 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62
00000002104e8380 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.65
00000002104e83b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.68
00000002104e83e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
00000002104e79a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.73
00000002104e8410 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
00000002104e79d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000002104e7a00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.79
00000002104e7a30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82
0000000209ffe910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
0000000209ffe930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
0000000209ffe950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000002104e7a60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.96
00000002104e7a90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
00000002104e80f0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002104e90a0 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001e42805e8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001e4281088 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001e4299a24 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001e42830f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001e427e5a4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001e4280294 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001e42954c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001e429593c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00000001e42805f8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001e42810d8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001e4299a5c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001e4283100 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001e427e620 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001e42802e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001e4295528 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001e42959bc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00000001e427c3f0 (__TEXT,__text) external _absolutetime_to_nanoseconds
00000001e42a9638 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00000001e42a9664 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.2
00000001e429a450 (__TEXT,__text) external _aes_decrypt
00000001e429a9bc (__TEXT,__text) external _aes_decrypt_aad_gcm
00000001e429a358 (__TEXT,__text) external _aes_decrypt_cbc
00000001e429aa94 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00000001e429aa24 (__TEXT,__text) external _aes_decrypt_gcm
00000001e429ab38 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00000001e429a968 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00000001e429a2f8 (__TEXT,__text) external _aes_decrypt_key
00000001e42ac220 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00000001e429a470 (__TEXT,__text) external _aes_decrypt_key128
00000001e429a488 (__TEXT,__text) external _aes_decrypt_key256
00000001e429a7c8 (__TEXT,__text) external _aes_decrypt_key_gcm
00000001e429a830 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00000001e429a91c (__TEXT,__text) external _aes_decrypt_reset_gcm
00000001e429a8a0 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00000001e429a2e4 (__TEXT,__text) external _aes_encrypt
00000001e429a674 (__TEXT,__text) external _aes_encrypt_aad_gcm
00000001e429a1ec (__TEXT,__text) external _aes_encrypt_cbc
00000001e429a74c (__TEXT,__text) external _aes_encrypt_finalize_gcm
00000001e429a6dc (__TEXT,__text) external _aes_encrypt_gcm
00000001e429ab10 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00000001e429a620 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00000001e429a18c (__TEXT,__text) external _aes_encrypt_key
00000001e42ac1f4 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00000001e429a464 (__TEXT,__text) external _aes_encrypt_key128
00000001e429a47c (__TEXT,__text) external _aes_encrypt_key256
00000001e429a494 (__TEXT,__text) external _aes_encrypt_key_gcm
00000001e429a4fc (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00000001e429a5d4 (__TEXT,__text) external _aes_encrypt_reset_gcm
00000001e429a56c (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
00000001e427c4d0 (__TEXT,__text) external _clock_get_calendar_microtime
00000001e42a96bc (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00000001e427c47c (__TEXT,__text) external _clock_get_calendar_nanotime
00000001e42a9690 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00000001e427c540 (__TEXT,__text) external _clock_get_system_nanotime
00000001e42a96e8 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00000001e427c594 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00000001e427b8c8 (__TEXT,__text) external _crc32
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
000000020cd325f0 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
0000000209ffeaf8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
000000020cd325f8 (__DATA,__common) external _gIOCommandMetaClass
000000020cd32600 (__DATA,__common) external _gIOCommandPoolMetaClass
0000000209ffeb08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
0000000209ffeb00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
000000020cd325d8 (__DATA,__common) external _gIODKDebug
000000020cd32608 (__DATA,__common) external _gIODMACommandMetaClass
0000000209ffeb10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
000000020cd32610 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
0000000209ffeb18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
000000020cd32618 (__DATA,__common) external _gIODispatchQueueMetaClass
0000000209ffeb20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
000000020cd32620 (__DATA,__common) external _gIODispatchSourceMetaClass
0000000209ffeb28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
000000020cd32628 (__DATA,__common) external _gIOEventLinkMetaClass
0000000209ffeb30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
000000020cd32660 (__DATA,__common) external _gIOHistogramReporterMetaClass
0000000209ffeb68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
000000020cd32630 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
0000000209ffeb38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
000000020cd32638 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
0000000209ffeb40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
000000020cd32640 (__DATA,__common) external _gIOMemoryMapMetaClass
0000000209ffeb48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
000000020cd32668 (__DATA,__common) external _gIOReportLegendMetaClass
0000000209ffeb70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
000000020cd32648 (__DATA,__common) external _gIOReporterMetaClass
0000000209ffeb50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
000000020cd32670 (__DATA,__common) external _gIOServiceMetaClass
000000020cd32678 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
0000000209ffeb80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
000000020cd32680 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
0000000209ffeb88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
0000000209ffeb78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
000000020cd32650 (__DATA,__common) external _gIOSimpleReporterMetaClass
0000000209ffeb58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
000000020cd32658 (__DATA,__common) external _gIOStateReporterMetaClass
0000000209ffeb60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
000000020cd32738 (__DATA,__common) external _gIOThreadMetaClass
0000000209ffec40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
000000020cd32688 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
0000000209ffeb90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
000000020cd32690 (__DATA,__common) external _gIOUserClientMetaClass
0000000209ffeb98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
000000020cd326a0 (__DATA,__common) external _gIOUserServerMetaClass
