00007ffd0b560cb4 (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffd0b516492 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffd0b5074c5 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffd0b51f8c9 (__TEXT,__text) non-external _rangeCmp
00007ffd0b51ab06 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffd0b51aae3 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffd0b51ab23 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffd0b4e3e0a (__TEXT,__text) non-external _rawimg_add_fork
00007ffd0b4e3fa5 (__TEXT,__text) non-external _rawimg_add_volume
00007ffd0b4e3af6 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00007ffd0b4e5c7d (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00007ffd0b4e3893 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00007ffd0b4e52c0 (__TEXT,__text) non-external _rawimg_digest_worker
00007ffd0b509bd8 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00007ffd0b580a00 (__TEXT,__const) non-external _rawimg_force_in_place.pass_name.rel
00007ffd0b4e524c (__TEXT,__text) non-external _rawimg_free_chunks
00007ffd0b4e449d (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00007ffd0b4e5889 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffd0b4e5460 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffd0b4e3906 (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffd0b4e3fad (__TEXT,__text) non-external _rawimg_verify
00007ffd0b4f230c (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffd0b56a6a9 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffd0b51fe20 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffd0b54e3a1 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffd0b531792 (__TEXT,__text) non-external _remap_page
00007ffd0b521fe2 (__TEXT,__text) non-external _removeEntryProc
00007ffd0b521bf8 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffd0b52207f (__TEXT,__text) non-external _removeLeaveDirProc
00007ffd0b50c806 (__TEXT,__text) non-external _removeStreamAbort
00007ffd0b50bffb (__TEXT,__text) non-external _removeStreamClose
00007ffd0b50c7f4 (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffd0b50c305 (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffd0b521fac (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffd0b55d6d2 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffd0b561d98 (__TEXT,__text) non-external _resizeResourceFork
00007ffd0b52ecbe (__TEXT,__text) non-external _resizeStream
00007ffd0b560fba (__TEXT,__text) non-external _resourceForkSize
00007ffd0b526c4b (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffd0b53d7d8 (__TEXT,__text) non-external _retireEntryRange
00007ffd0b54d536 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffd0b549382 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffd0b534e50 (__TEXT,__text) non-external _sanitize_internal_controls
00007ffd0b526bf6 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffd0b51757f (__TEXT,__text) non-external _seekTo
00007ffd0b52aea4 (__TEXT,__text) non-external _segment_find
00007ffd0b50b594 (__TEXT,__text) non-external _sendEOF
00007ffd0b528626 (__TEXT,__text) non-external _sendHeader
00007ffd0b4f78dd (__TEXT,__text) non-external _sendMessage
00007ffd0b56a2d4 (__TEXT,__text) non-external _sendMessage
00007ffd0b507391 (__TEXT,__text) non-external _sequentialReaderProc
00007ffd0b507417 (__TEXT,__text) non-external _sequentialWriterProc
00007ffd0b51ff56 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffd0b576a60 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffd0b533958 (__TEXT,__text) non-external _setFieldBlob
00007ffd0b521187 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffd0b521718 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffd0b5266ca (__TEXT,__text) non-external _setThreadErrorContext
00007ffd0b5630af (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffd0b52da15 (__TEXT,__text) non-external _setupContext
00007ffd0b53b598 (__TEXT,__text) non-external _setupContext
00007ffd0b51ff1d (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffd0b51ffa6 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffd0b4fbb02 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffd0b4e8b6f (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffd0b5210ff (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffd0b5220d6 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffd0b54596f (__TEXT,__text) non-external _stateAppendEntry
00007ffd0b559b89 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffd0b55a69f (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffd0b559b96 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffd0b557567 (__TEXT,__text) non-external _stateComputePatches
00007ffd0b5450cb (__TEXT,__text) non-external _stateConcatPath
00007ffd0b5429d9 (__TEXT,__text) non-external _stateDestroy
00007ffd0b559a50 (__TEXT,__text) non-external _stateDestroy
00007ffd0b557921 (__TEXT,__text) non-external _stateGenerateArchive
00007ffd0b5450fe (__TEXT,__text) non-external _stateGetEntryData
00007ffd0b55b69f (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffd0b5452e3 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffd0b51f92e (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffd0b56c7b5 (__TEXT,__text) non-external _storeCachePos
00007ffd0b56317b (__TEXT,__text) non-external _storeChunkOffsets
00007ffd0b520797 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffd0b51d9a0 (__TEXT,__text) non-external _streamAbort
00007ffd0b536482 (__TEXT,__text) non-external _streamAbort
00007ffd0b51d845 (__TEXT,__text) non-external _streamClose
00007ffd0b53611f (__TEXT,__text) non-external _streamClose
00007ffd0b4fa259 (__TEXT,__text) non-external _streamConsumerProc
00007ffd0b536d18 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffd0b51d9bd (__TEXT,__text) non-external _streamPRead
00007ffd0b5364a2 (__TEXT,__text) non-external _streamPWrite
00007ffd0b51e80e (__TEXT,__text) non-external _streamProc
00007ffd0b56962d (__TEXT,__text) non-external _streamProc
00007ffd0b51dd8c (__TEXT,__text) non-external _streamRead
00007ffd0b51ddaf (__TEXT,__text) non-external _streamSeek
00007ffd0b4fa31c (__TEXT,__text) non-external _streamThreadProc
00007ffd0b4fa1c7 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffd0b513517 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffd0b512ff2 (__TEXT,__text) non-external _stringTableReserve
00007ffd0b560618 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffd0b55b8cc (__TEXT,__text) non-external _subArchiveCreate
00007ffd0b55be2f (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffd0b553a49 (__TEXT,__text) non-external _tarParseInt
00007ffd0b52e636 (__TEXT,__text) non-external _tempStreamCancel
00007ffd0b52e5b3 (__TEXT,__text) non-external _tempStreamClose
00007ffd0b52e683 (__TEXT,__text) non-external _tempStreamPRead
00007ffd0b52e8eb (__TEXT,__text) non-external _tempStreamPWrite
00007ffd0b52e64b (__TEXT,__text) non-external _tempStreamRead
00007ffd0b52e85f (__TEXT,__text) non-external _tempStreamSeek
00007ffd0b52eb4f (__TEXT,__text) non-external _tempStreamTruncate
00007ffd0b52e8b3 (__TEXT,__text) non-external _tempStreamWrite
00007ffd0b519e49 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffd0b519b53 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffd0b566d3d (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffd0b527068 (__TEXT,__text) non-external _threadWrapperProc
00007ffd0b4ff7fe (__TEXT,__text) non-external _treeAdd
00007ffd0b4ff1cb (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffd0b4ff497 (__TEXT,__text) non-external _treeRebalance
00007ffd0b5001c1 (__TEXT,__text) non-external _treeRotateLeft
00007ffd0b5000b5 (__TEXT,__text) non-external _treeRotateRight
00007ffd0b4ff6e4 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffd0b53d250 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffd0b520a6b (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffd0b5235ad (__TEXT,__text) non-external _updateFromHeader
00007ffd0b526b84 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffd0b526bb7 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffd0b54fc79 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffd0b4f7827 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffd0b4f6b3d (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffd0b4f75ab (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffd0b4f6ec2 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffd0b52dcc6 (__TEXT,__text) non-external _verifySegment
00007ffd0b53c1ca (__TEXT,__text) non-external _verifySegment
00007ffd0b56a457 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffd0b5453bc (__TEXT,__text) non-external _workerApplyAttr
00007ffd0b4f783c (__TEXT,__text) non-external _workerDataFree
00007ffd0b545873 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffd0b545777 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffd0b50c81b (__TEXT,__text) non-external _workerDestroy
00007ffd0b545070 (__TEXT,__text) non-external _workerDestroy
00007ffd0b5455a8 (__TEXT,__text) non-external _workerLoadAndApplyACL
00007ffd0b545478 (__TEXT,__text) non-external _workerLoadAndApplyXAT
00007ffd0b4e691b (__TEXT,__text) non-external _workerProc
00007ffd0b4f6650 (__TEXT,__text) non-external _workerProc
00007ffd0b50bf06 (__TEXT,__text) non-external _workerProc
00007ffd0b51fcb1 (__TEXT,__text) non-external _workerProc
00007ffd0b542a92 (__TEXT,__text) non-external _workerProc
00007ffd0b5694e6 (__TEXT,__text) non-external _workerProc
00007ffd0b5456d8 (__TEXT,__text) non-external _workerReserve
00007ffd0b54519b (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffd0b5248ac (__TEXT,__text) non-external _writeBlobProc
00007ffd0b524241 (__TEXT,__text) non-external _writeHeaderProc
00007ffd0b55d04a (__TEXT,__text) non-external _writeOBuf
00007ffd0b4ecdc1 (__TEXT,__text) non-external _writeProc
00007ffd0b5189c2 (__TEXT,__text) non-external _writeProc
00007ffd0b539048 (__TEXT,__text) non-external _writeProc
00007ffd0b535e06 (__TEXT,__text) non-external _writerProc
00007ffd0b56a875 (__TEXT,__text) non-external (was a private external) _writerProc
