00000001e4c8843c (__TEXT,__text) non-external _DiToMD5
00000001e4c715d0 (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4freeEv
00000001e4c7151c (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4initEv
00000001e4c70ac8 (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4freeEv
00000001e4c709e4 (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4initEv
00000001e4c717dc (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4freeEv
00000001e4c7171c (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4initEv
00000001e4c70090 (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4freeEv
00000001e4c6fe60 (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4initEv
00000001e4c6ee80 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4freeEv
00000001e4c6edbc (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4initEv
00000001e4c6f524 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4freeEv
00000001e4c6f4a4 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4initEv
00000001e4c7368c (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4freeEv
00000001e4c73614 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4initEv
00000001e4c79d20 (__TEXT,__text) external __ZThn24_N5OSSet4initEv
00000001e4c7a43c (__TEXT,__text) external __ZThn24_N6OSData4freeEv
00000001e4c795c4 (__TEXT,__text) external __ZThn24_N7OSArray4freeEv
00000001e4c738fc (__TEXT,__text) external __ZThn24_N8IOThread4freeEv
00000001e4c7386c (__TEXT,__text) external __ZThn24_N8IOThread4initEv
00000001e4c710d4 (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
00000001e4c72a18 (__TEXT,__text) external __ZThn24_N8OSBundle4freeEv
00000001e4c72964 (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
00000001e4c7a86c (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00000001e4c6dd58 (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00000001e4c6dd4c (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00000001e4c7628c (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00000001e4c72ff8 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00000001e4c72f70 (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00000001e4c71b68 (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00000001e4c71a70 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00000001e4c7a8dc (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00000001e4c73328 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00000001e4c730a4 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00000001e4c7340c (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00000001e4c734e0 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00000001e4c73584 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00000001e4c725b8 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00000001e4c78af8 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00000001e4c78c18 (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00000001e4c79474 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00000001e4c7954c (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00000001e4c78998 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00000001e4c789a8 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001e4c78ae4 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00000001e4c791e8 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001e4c78acc (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00000001e4c79460 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00000001e4c7998c (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001e4c79448 (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
0000000215e7a248 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
0000000215e7a250 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00000001e4c6dafc (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00000001e4c6db98 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00000001e4c6dc34 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00000001e4c9ae3c (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00000001e4c9ae68 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00000001e4c77414 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00000001e4c7689c (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00000001e4c9bb20 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00000001e4c9bb4c (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00000001e4c75f58 (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00000001e4c78188 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00000001e4c78208 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00000001e4c78894 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00000001e4c78910 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.41
00000001e4c85680 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00000001e4c74d84 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00000001e4c9b808 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00000001e4c6a258 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00000001e4c7ad68 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00000001e4c7ae90 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00000001e4c7abf4 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00000001e4c9c0f8 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00000001e4c7afc8 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00000001e4c7aa5c (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00000001e4c7abc4 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00000001e4c7aef8 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00000001e4c7aedc (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00000001e4c750a0 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00000001e4c7aeb4 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00000001e4c74db0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00000001e4c74e20 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.221
00000001e4c74eb0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.225
00000001e4c88208 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00000001e4c83f40 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00000001e4c83af8 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00000001e4c78f18 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00000001e4c732c0 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00000001e4c733c4 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00000001e4c9b4f0 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00000001e4c6e6a4 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00000001e4c6e3e4 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00000001e4c6e554 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00000001e4c6df2c (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00000001e4c6ec58 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00000001e4c6be38 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00000001e4c70b60 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e4c707f4 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00000001e4c708f0 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00000001e4c70e30 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00000001e4c6f2b4 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e4c6efe8 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001e4c6f6a8 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e4c6f888 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00000001e4c9b128 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00000001e4c9b154 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00000001e4c6f5fc (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001e4c73810 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e4c73764 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001e4c79dd4 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00000001e4c797dc (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00000001e4c7117c (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00000001e4c7627c (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00000001e4c71dd0 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00000001e4c791d8 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00000001e4c790bc (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00000001e4c78f60 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00000001e4c79a54 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00000001e4c79828 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
00000001e4c99c4c (__TEXT,__text) external ___assert_rtn
0000000212cdc630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000212cdc750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021989fb00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000002198a1080 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000002198a1508 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000002198a10b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
000000021989fc50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.102
000000021989fc80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.105
000000021989fcb0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.108
000000021989fce0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.112
0000000212cdc6b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.121
0000000212cdc6d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.122
000000021989fd10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.125
000000021989fd40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.126
000000021989fd70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.130
0000000212cdc6f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
000000021989fda0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.157
0000000212cdc710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.158
0000000212cdc770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
000000021989fdd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.162
0000000212cdc7d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.165
000000021989fe00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.165
00000002198a0f30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.169
00000002198a0f60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.174
0000000212cdc7f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.176
00000002198a0f90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.180
00000002198a0fc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.186
00000002198a0ff0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.189
00000002198a1020 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.193
00000002198a1050 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.196
0000000212cdc730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.197
00000002198a02a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.219
00000002198a0360 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
00000002198a02d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.224
00000002198a0300 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.228
0000000212cdc878 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00000002198a0330 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.242
00000002198a0390 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.26
0000000212cdc790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
0000000212cdc7b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00000002198a03c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.40
00000002198a03f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.46
00000002198a0420 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.55
00000002198a0450 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.58
00000002198a0480 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.61
00000002198a04b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.64
00000002198a04e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.67
00000002198a0510 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.70
00000002198a0540 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.73
000000021989fb30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
00000002198a0570 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
000000021989fb60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.77
000000021989fb90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
000000021989fbc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.83
0000000212cdc650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
0000000212cdc670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
0000000212cdc690 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
000000021989fbf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.96
000000021989fc20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
000000021989fae0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002198a0280 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002198a1230 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001e4c6e004 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001e4c6ec94 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001e4c882ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001e4c70e8c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001e4c6befc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001e4c6dcb0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001e4c83c20 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001e4c84094 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00000001e4c6e014 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001e4c6ece4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001e4c88324 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001e4c70e9c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001e4c6bf78 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001e4c6dd00 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001e4c83c80 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001e4c84114 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00000001e4c69bdc (__TEXT,__text) external _absolutetime_to_continuoustime
00000001e4c699d0 (__TEXT,__text) external _absolutetime_to_nanoseconds
00000001e4c99b70 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00000001e4c99b9c (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.2
00000001e4c88d0c (__TEXT,__text) external _aes_decrypt
00000001e4c89278 (__TEXT,__text) external _aes_decrypt_aad_gcm
00000001e4c88c14 (__TEXT,__text) external _aes_decrypt_cbc
00000001e4c89350 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00000001e4c892e0 (__TEXT,__text) external _aes_decrypt_gcm
00000001e4c893f4 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00000001e4c89224 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00000001e4c88bb4 (__TEXT,__text) external _aes_decrypt_key
00000001e4c9ca28 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00000001e4c88d2c (__TEXT,__text) external _aes_decrypt_key128
00000001e4c88d44 (__TEXT,__text) external _aes_decrypt_key256
00000001e4c89084 (__TEXT,__text) external _aes_decrypt_key_gcm
00000001e4c890ec (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00000001e4c891d8 (__TEXT,__text) external _aes_decrypt_reset_gcm
00000001e4c8915c (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00000001e4c88ba0 (__TEXT,__text) external _aes_encrypt
00000001e4c88f30 (__TEXT,__text) external _aes_encrypt_aad_gcm
00000001e4c88aa8 (__TEXT,__text) external _aes_encrypt_cbc
00000001e4c89008 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00000001e4c88f98 (__TEXT,__text) external _aes_encrypt_gcm
00000001e4c893cc (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00000001e4c88edc (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00000001e4c88a48 (__TEXT,__text) external _aes_encrypt_key
00000001e4c9ca00 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00000001e4c88d20 (__TEXT,__text) external _aes_encrypt_key128
00000001e4c88d38 (__TEXT,__text) external _aes_encrypt_key256
00000001e4c88d50 (__TEXT,__text) external _aes_encrypt_key_gcm
00000001e4c88db8 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00000001e4c88e90 (__TEXT,__text) external _aes_encrypt_reset_gcm
00000001e4c88e28 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00000001e4c69ab0 (__TEXT,__text) external _clock_get_calendar_microtime
00000001e4c99bf4 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00000001e4c69a5c (__TEXT,__text) external _clock_get_calendar_nanotime
00000001e4c99bc8 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00000001e4c69b20 (__TEXT,__text) external _clock_get_system_nanotime
00000001e4c99c20 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00000001e4c69b74 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00000001e4c69bc4 (__TEXT,__text) external _continuoustime_to_absolutetime
00000001e4c68e84 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
0000000215e78968 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0000000215e78cc8 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
0000000212cdcab8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
0000000215e78cd0 (__DATA,__common) external _gIOCommandMetaClass
0000000215e78cd8 (__DATA,__common) external _gIOCommandPoolMetaClass
0000000212cdcac8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
0000000212cdcac0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
0000000215e789b0 (__DATA,__common) external _gIODKDebug
0000000215e78ce0 (__DATA,__common) external _gIODMACommandMetaClass
