                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff812e28b83 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff812e25586 (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
00007ff812e25038 (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
00007ff812e2797c (__TEXT,__text) non-external (was a private external) _profile_find_node
00007ff812e27a8d (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
00007ff812e27add (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
00007ff812e264e5 (__TEXT,__text) external _profile_flush
00007ff812e256ba (__TEXT,__text) non-external (was a private external) _profile_flush_file_data
00007ff812e25671 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_buffer
00007ff812e258bc (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_file
00007ff812e26565 (__TEXT,__text) external _profile_flush_to_buffer
00007ff812e26525 (__TEXT,__text) external _profile_flush_to_file
00007ff812e26577 (__TEXT,__text) external _profile_free_buffer
00007ff812e2597a (__TEXT,__text) non-external (was a private external) _profile_free_file
00007ff812e259b4 (__TEXT,__text) external _profile_free_list
00007ff812e27661 (__TEXT,__text) non-external (was a private external) _profile_free_node
00007ff812e25da3 (__TEXT,__text) external _profile_get_boolean
00007ff812e25c9b (__TEXT,__text) external _profile_get_integer
00007ff812e27968 (__TEXT,__text) non-external (was a private external) _profile_get_node_name
00007ff812e27b2c (__TEXT,__text) non-external (was a private external) _profile_get_node_parent
00007ff812e27972 (__TEXT,__text) non-external (was a private external) _profile_get_node_value
00007ff812e25f71 (__TEXT,__text) external _profile_get_relation_names
00007ff812e25bf8 (__TEXT,__text) external _profile_get_string
00007ff812e25ea9 (__TEXT,__text) external _profile_get_subsection_names
00007ff812e25b8e (__TEXT,__text) non-external (was a private external) _profile_get_value
00007ff812e259ed (__TEXT,__text) external _profile_get_values
00007ff812e26138 (__TEXT,__text) external _profile_init
00007ff812e26314 (__TEXT,__text) external _profile_init_path
00007ff812e264a7 (__TEXT,__text) external _profile_is_modified
00007ff812e2795b (__TEXT,__text) non-external (was a private external) _profile_is_node_final
00007ff812e26464 (__TEXT,__text) external _profile_is_writable
00007ff812e26082 (__TEXT,__text) external _profile_iterator
00007ff812e2606e (__TEXT,__text) external _profile_iterator_create
00007ff812e26078 (__TEXT,__text) external _profile_iterator_free
00007ff812e25032 (__TEXT,__text) non-external (was a private external) _profile_library_initializer
00007ff812e25958 (__TEXT,__text) non-external (was a private external) _profile_lock_global
00007ff812e2793f (__TEXT,__text) non-external (was a private external) _profile_make_node_final
00007ff812e2507c (__TEXT,__text) non-external (was a private external) _profile_make_prf_data
00007ff812e27c30 (__TEXT,__text) non-external (was a private external) _profile_node_iterator
00007ff812e2ad6d (__TEXT,__text) non-external _profile_node_iterator.cold.1
00007ff812e27b3b (__TEXT,__text) non-external (was a private external) _profile_node_iterator_create
00007ff812e27bfe (__TEXT,__text) non-external (was a private external) _profile_node_iterator_free
00007ff812e25124 (__TEXT,__text) non-external (was a private external) _profile_open_file
00007ff812e265c7 (__TEXT,__text) non-external (was a private external) _profile_parse_file
00007ff812e26231 (__TEXT,__text) external _profile_release
00007ff812e2612e (__TEXT,__text) external _profile_release_string
00007ff812e27ffe (__TEXT,__text) non-external (was a private external) _profile_remove_node
00007ff812e2807f (__TEXT,__text) non-external (was a private external) _profile_rename_node
00007ff812e273d2 (__TEXT,__text) external _profile_rename_section
00007ff812e2802a (__TEXT,__text) non-external (was a private external) _profile_set_relation_value
00007ff812e25969 (__TEXT,__text) non-external (was a private external) _profile_unlock_global
00007ff812e25444 (__TEXT,__text) non-external (was a private external) _profile_update_file_data
00007ff812e2ad4a (__TEXT,__text) non-external _profile_update_file_data.cold.1
00007ff812e270f1 (__TEXT,__text) external _profile_update_relation
00007ff812e277a2 (__TEXT,__text) non-external (was a private external) _profile_verify_node
00007ff812e26b9f (__TEXT,__text) non-external (was a private external) _profile_write_tree_file
00007ff812e26f53 (__TEXT,__text) non-external (was a private external) _profile_write_tree_to_buffer
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
00007ff812e289f3 (__TEXT,__text) external _put_svc_key
00007ff812e28a2f (__TEXT,__text) external _read_service_key
00007ff812e2cbb0 (__TEXT,__const) non-external _reltable.krb5_string_to_timestamp
00007ff812e1f97e (__TEXT,__text) external _remove_error_table
                 (undefined) external _rename (from libSystem)
                 (undefined) external _reset_com_err_hook (from Heimdal)
                 (indirect) external _reset_com_err_hook (for _reset_com_err_hook)
00007ff812e27222 (__TEXT,__text) non-external _rw_setup
                 (undefined) external _set_com_err_hook (from Heimdal)
                 (indirect) external _set_com_err_hook (for _set_com_err_hook)
00007ff812e27097 (__TEXT,__text) non-external _skip_over_blanks
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00007ff843820198 (__DATA,__data) non-external (was a private external) _string_functions
00007ff812e1f9b1 (__TEXT,__text) non-external _string_release
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strptime (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sync (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
                 (undefined) external _time (from libSystem)
00007ff812e28a71 (__TEXT,__text) external _tkt_string
                 (undefined) external _unlink (from libSystem)
00007ff812e1f98e (__TEXT,__text) non-external (was a private external) _update_time
                 (undefined) external _vsyslog (from libSystem)
00007ff812e2cb00 (__TEXT,__const) non-external _whichfields_flags
00007ff812e25723 (__TEXT,__text) non-external _write_data_to_file
