                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
000000021d6cf508 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020e58fa24 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7UsdPrim6HasAPIERKNS_6TfTypeERKNS_7TfTokenE
000000020e5936c4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7UsdPrim6UnloadEv
000000020e58f220 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7UsdPrim7_HasAPIERKNS_6TfTypeEbRKNS_7TfTokenE
000000020e590a10 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7UsdPrim8ApplyAPIERKNS_6TfTypeE
000000020e590af4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7UsdPrim8ApplyAPIERKNS_6TfTypeERKNS_7TfTokenE
000000020e58eff0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7UsdPrim8GetChildERKNS_7TfTokenE
000000020e5912ac (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7UsdPrim9RemoveAPIERKNS_6TfTypeE
000000020e591390 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7UsdPrim9RemoveAPIERKNS_6TfTypeERKNS_7TfTokenE
000000020e590210 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7UsdPrim9_ApplyAPIERKNS_6TfTypeE
000000020e590834 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7UsdPrim9_ApplyAPIERKNS_6TfTypeERKNS_7TfTokenE
000000020e273fb0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7VtValue11GetTypeNameEv
000000020e274a04 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7VtValue11_TypeIsImplERKSt9type_info
000000020e273dd4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7VtValue13IsArrayValuedEv
000000020e2747a0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7VtValue13_EqualityImplERKS0_
000000020e273e04 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7VtValue13_GetShapeDataEv
000000020e273e20 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7VtValue15_GetNumElementsEv
000000020e273e5c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7VtValue16GetElementTypeidEv
000000020e274044 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7VtValue7CanHashEv
000000020e274074 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7VtValue7GetHashEv
000000020e273e7c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7VtValue7GetTypeEv
000000020e274a20 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7VtValue8_FailGetEPFNS_21Vt_DefaultValueHolderEvERKSt9type_info
000000020e273e3c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__7VtValue9GetTypeidEv
000000020e282a10 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8ArNotice15ResolverChanged14AffectsContextERKNS_17ArResolverContextE
000000020e1f6b50 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfBBox3d15ComputeCentroidEv
000000020e1f6658 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfBBox3d19ComputeAlignedRangeEv
000000020e1f65c0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfBBox3d9GetVolumeEv
000000020e1f75cc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera10GetFrustumEv
000000020e1f74dc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera12GetTransformEv
000000020e1f7500 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera13GetProjectionEv
000000020e1f7528 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera14GetAspectRatioEv
000000020e1f7550 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera14GetFieldOfViewENS0_12FOVDirectionE
000000020e1f7548 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera14GetFocalLengthEv
000000020e1f75bc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera16GetClippingRangeEv
000000020e1f76b8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera16GetFocusDistanceEv
000000020e1f75c4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera17GetClippingPlanesEv
000000020e1f7510 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera19GetVerticalApertureEv
000000020e1f7508 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera21GetHorizontalApertureEv
000000020e1f7520 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera25GetVerticalApertureOffsetEv
000000020e1f7518 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera27GetHorizontalApertureOffsetEv
000000020e1f76b0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCamera8GetFStopEv
000000020e1f76c0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCameraeqERKS0_
000000020e1f7820 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfCameraneERKS0_
000000020e1fcf88 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfLine2d16FindClosestPointERKNS_7GfVec2dEPd
000000020e20c8d8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8GfRect2i13GetNormalizedEv
000000020e957f74 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8HdCamera13GetViewMatrixEv
000000020e95807c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8HdCamera19GetProjectionMatrixEv
000000020e958000 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8HdCamera20GetViewInverseMatrixEv
000000020e9582e4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8HdCamera23GetInitialDirtyBitsMaskEv
000000020e95fb48 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8HdEngine18GetTaskContextDataERKNS_7TfTokenEPNS_7VtValueE
000000020e97c158 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8HdPoints22GetBuiltinPrimvarNamesEv
000000020e9c4788 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8HdVolume22GetBuiltinPrimvarNamesEv
000000020e431690 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache12IsLayerMutedERKNS_9TfWeakPtrINS_8SdfLayerEEERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEEPSC_
000000020e4315dc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache12IsLayerMutedERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020e4318ec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache13FindPrimIndexERKNS_7SdfPathE
000000020e43079c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache13GetLayerStackEv
000000020e4320f8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache13GetUsedLayersEv
000000020e431918 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache13_GetPrimIndexERKNS_7SdfPathE
000000020e4307ac (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache14FindLayerStackERKNS_23PcpLayerStackIdentifierE
000000020e4315b0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache14GetMutedLayersEv
000000020e4307f0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache14UsesLayerStackERKNS_9TfWeakPtrINS_13PcpLayerStackEEE
000000020e4364dc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache15PrintStatisticsEv
000000020e4320b8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache17FindPropertyIndexERKNS_7SdfPathE
000000020e432194 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache17GetUsedRootLayersEv
000000020e430a04 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache17IsPayloadIncludedERKNS_7SdfPathE
000000020e43576c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache17_ForEachPrimIndexERKNS_13TfFunctionRefIFvRKNS_12PcpPrimIndexEEEE
000000020e4320bc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache17_GetPropertyIndexERKNS_7SdfPathE
000000020e433d08 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache18IsInvalidAssetPathERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020e430870 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache19GetFileFormatTargetEv
000000020e430a28 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache19GetIncludedPayloadsEv
000000020e430878 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache19GetVariantFallbacksEv
000000020e4324b0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache20FindSiteDependenciesERKNS_9TfWeakPtrINS_13PcpLayerStackEEERKNS_7SdfPathEjbbb
000000020e432288 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache20FindSiteDependenciesERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathEjbbb
000000020e433ad8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache20GetInvalidAssetPathsEv
000000020e433240 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache21CanHaveOpinionForSiteERKNS_7SdfPathERKNS_9TfWeakPtrINS_8SdfLayerEEEPS1_
000000020e432188 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache21GetUsedLayersRevisionEv
000000020e430794 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache23GetLayerStackIdentifierEv
000000020e43398c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache27IsInvalidSublayerIdentifierERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020e43082c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache28FindAllLayerStacksUsingLayerERKNS_9TfWeakPtrINS_8SdfLayerEEE
000000020e433568 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache29GetInvalidSublayerIdentifiersEv
000000020e433fcc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache40IsPossibleDynamicFileFormatArgumentFieldERKNS_7TfTokenE
000000020e433fd4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache42GetDynamicFileFormatArgumentDependencyDataERKNS_7SdfPathE
000000020e433fc4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache43HasAnyDynamicFileFormatArgumentDependenciesEv
000000020e430868 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8PcpCache5IsUsdEv
000000020e33dc60 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer10GetCommentEv
000000020e342f5c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer10GetVersionEv
000000020e3431e0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer10ListFieldsERKNS_7SdfPathE
000000020e342fa8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer11GetMetadataEv
000000020e342ec4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer11GetRealPathEv
000000020e34084c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer11GetSpecTypeERKNS_7SdfPathE
000000020e336fd8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer11IsAnonymousEv
000000020e342f68 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer12GetAssetInfoEv
000000020e342eb0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer12GetAssetNameEv
000000020e33f904 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer12GetRootPrimsEv
000000020e34a0a0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer12_WriteToFileERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES9_NS_9TfWeakPtrIKNS_13SdfFileFormatEEERKNS1_3mapIS7_S7_NS1_4lessIS7_EENS5_INS1_4pairIS8_S7_EEEEEE
000000020e336848 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer13GetFileFormatEv
000000020e33663c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer13GetIdentifierEv
000000020e33f8a8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer13GetPseudoRootEv
000000020e33676c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer13_GetMutedPathEv
000000020e3442b0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer13_ShouldNotifyEv
000000020e349ef0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer14ExportToStringEPNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020e33de94 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer14GetDefaultPrimEv
000000020e342ebc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer14GetDisplayNameEv
000000020e33e504 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer14GetEndTimeCodeEv
000000020e33e5ec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer14HasEndTimeCodeEv
000000020e33b8f4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer15GetResolvedPathEv
000000020e33f17c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer15GetSessionOwnerEv
000000020e3465fc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer15HasFieldDictKeyERKNS_7SdfPathERKNS_7TfTokenES6_PNS_20SdfAbstractDataValueE
000000020e346448 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer15HasFieldDictKeyERKNS_7SdfPathERKNS_7TfTokenES6_PNS_7VtValueE
000000020e33f374 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer15HasSessionOwnerEv
000000020e33c664 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer15QueryTimeSampleERKNS_7SdfPathEdPNS_20SdfAbstractDataValueE
000000020e33c5e8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer15QueryTimeSampleERKNS_7SdfPathEdPNS_7VtValueE
000000020e33e0c8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer16GetDocumentationEv
000000020e342ed0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer16GetFileExtensionEv
000000020e33fa84 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer16GetRootPrimOrderEv
000000020e33e284 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer16GetStartTimeCodeEv
000000020e3444f8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer16GetStateDelegateEv
000000020e33fcb4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer16GetSubLayerPathsEv
000000020e33e36c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer16HasStartTimeCodeEv
000000020e33c984 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer16PermissionToEditEv
000000020e340e8c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer16PermissionToSaveEv
000000020e33ed0c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer17GetFramePrecisionEv
000000020e342f50 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer17GetRepositoryPathEv
000000020e3401e4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer17GetSubLayerOffsetEi
000000020e33edec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer17HasFramePrecisionEv
000000020e340764 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer17_CanGetSpecAtPathERKNS_7SdfPathEPS1_PNS_11SdfSpecTypeE
000000020e33fc58 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer18ApplyRootPrimOrderEPNSt3__16vectorINS_7TfTokenENS1_9allocatorIS3_EEEE
000000020e33f5ec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer18GetCustomLayerDataEv
000000020e33e8f4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer18GetFramesPerSecondEv
000000020e34009c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer18GetSubLayerOffsetsEv
000000020e33f7dc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer18HasCustomLayerDataEv
000000020e33eb74 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer18HasFramesPerSecondEv
000000020e33c3c4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer18ListAllTimeSamplesEv
000000020e343238 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer19ComputeAbsolutePathERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
000000020e33fe3c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer19GetNumSubLayerPathsEv
000000020e33f440 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer20GetHasOwnedSubLayersEv
000000020e33d200 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer21GetColorConfigurationEv
000000020e344b38 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer21GetExternalReferencesEv
000000020e33e784 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer21GetTimeCodesPerSecondEv
000000020e33d4b0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer21HasColorConfigurationEv
000000020e33e9dc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer21HasTimeCodesPerSecondEv
000000020e3467ec (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer22GetFieldDictValueByKeyERKNS_7SdfPathERKNS_7TfTokenES6_
000000020e336850 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer22GetFileFormatArgumentsEv
000000020e33c420 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer22ListTimeSamplesForPathERKNS_7SdfPathE
000000020e33d7f4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer24GetColorManagementSystemEv
000000020e33c4f8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer24GetNumTimeSamplesForPathERKNS_7SdfPathE
000000020e33da8c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer24HasColorManagementSystemEv
000000020e336268 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer24_MarkCurrentStateAsCleanEv
000000020e3444a8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer25_UpdateLastDirtinessStateEv
000000020e345618 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer28GetExternalAssetDependenciesEv
000000020e34a9d8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer4SaveEb
000000020e337c40 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer5_SaveEb
000000020e34a8d0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer6ExportERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES9_RKNS1_3mapIS7_S7_NS1_4lessIS7_EENS5_INS1_4pairIS8_S7_EEEEEE
000000020e33d1a4 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer7HasSpecERKNS_7SdfPathE
000000020e33b86c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer7IsDirtyEv
000000020e3446cc (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer7IsEmptyEv
000000020e336644 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer7IsMutedEv
000000020e340f04 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer8CanApplyERKNS_21SdfBatchNamespaceEditEPNSt3__16vectorINS_22SdfNamespaceEditDetailENS4_9allocatorIS6_EEEE
000000020e3344a0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer8GetFieldERKNS_7SdfPathERKNS_7TfTokenE
000000020e342f74 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer8GetHintsEv
000000020e33eeb8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer8GetOwnerEv
000000020e346228 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer8HasFieldERKNS_7SdfPathERKNS_7TfTokenEPNS_20SdfAbstractDataValueE
000000020e33497c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer8HasFieldERKNS_7SdfPathERKNS_7TfTokenEPNS_7VtValueE
000000020e33f0b0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer8HasOwnerEv
000000020e3471d8 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer8_GetDataEv
000000020e349a20 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer8_IsInertERKNS_7SdfPathEbb
000000020e33a1c0 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8SdfLayer9GetSchemaEv
000000020e38ea30 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPrimTagELj24ELj8ELj16384EE12_RegionState7ReserveEj
000000020e38ea50 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPrimTagELj24ELj8ELj16384EE12_RegionState8GetIndexEv
000000020e38ea84 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPrimTagELj24ELj8ELj16384EE12_RegionState8IsLockedEv
000000020e38ea5c (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPrimTagELj24ELj8ELj16384EE12_RegionState9GetRegionEv
000000020e38ea74 (__TEXT,__text) weak external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPrimTagELj24ELj8ELj16384EE12_RegionStateeqES3_
000000020e39a570 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPrimTagELj24ELj8ELj16384EE6Handle6GetPtrEv
000000020e39a604 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPrimTagELj24ELj8ELj16384EE6HandlecvbEv
000000020e39a614 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPrimTagELj24ELj8ELj16384EE6HandleeqERKS3_
000000020e39a63c (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPrimTagELj24ELj8ELj16384EE6HandleltERKS3_
000000020e39a628 (__TEXT,__text) external __ZNK38pxrInternal_v0_21__aapl__pxrReserved__8Sdf_PoolINS_15Sdf_PathPrimTagELj24ELj8ELj16384EE6HandleneERKS3_
