000000018a281a10 (__TEXT,__const) non-external _A1_Table
0000000189fc6e24 (__TEXT,__text) external _vImageHighEfficiencyPremultipliedAlphaBlend_ARGB8888
0000000189fc7658 (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_ARGB8888
0000000189fc779c (__TEXT,__text) external _vImageHighEfficiencyPremultiplyData_RGBA8888
0000000189fc6fc4 (__TEXT,__text) external _vImageHighEfficiencyRotate90_ARGB8888
0000000189fc60c8 (__TEXT,__text) external _vImageHighEfficiencySepConvolve_ARGB8888
0000000189fc5f4c (__TEXT,__text) external _vImageHighEfficiencyTentConvolve_ARGB8888
0000000189fc78e0 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_ARGB8888
0000000189fc7a24 (__TEXT,__text) external _vImageHighEfficiencyUnpremultiplyData_RGBA8888
0000000189e84cc8 (__TEXT,__text) external _vImageHistogramCalculation_ARGB8888
0000000189f8c050 (__TEXT,__text) external _vImageHistogramCalculation_ARGBFFFF
0000000189f89a68 (__TEXT,__text) external _vImageHistogramCalculation_Planar8
0000000189f8a59c (__TEXT,__text) external _vImageHistogramCalculation_PlanarF
0000000189f9343c (__TEXT,__text) external _vImageHistogramSpecification_ARGB8888
0000000189f93b74 (__TEXT,__text) external _vImageHistogramSpecification_ARGBFFFF
0000000189f92538 (__TEXT,__text) external _vImageHistogramSpecification_Planar8
0000000189f9277c (__TEXT,__text) external _vImageHistogramSpecification_PlanarF
0000000189f849b0 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16F
0000000189f84348 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16S
0000000189f84010 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16U
0000000189f83c98 (__TEXT,__text) external _vImageHorizontalReflect_ARGB8888
0000000189f84680 (__TEXT,__text) external _vImageHorizontalReflect_ARGBFFFF
0000000189f849ac (__TEXT,__text) external _vImageHorizontalReflect_CbCr16F
0000000189f849a8 (__TEXT,__text) external _vImageHorizontalReflect_Planar16F
0000000189f83558 (__TEXT,__text) external _vImageHorizontalReflect_Planar16U
0000000189f83140 (__TEXT,__text) external _vImageHorizontalReflect_Planar8
0000000189f83970 (__TEXT,__text) external _vImageHorizontalReflect_PlanarF
000000018a071900 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16F
0000000189f77e74 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16S
0000000189f77510 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16U
0000000189ea6c2c (__TEXT,__text) external _vImageHorizontalShearD_ARGB8888
0000000189f811f8 (__TEXT,__text) external _vImageHorizontalShearD_ARGBFFFF
000000018a071434 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16F
0000000189f7ee44 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16S
0000000189f7eaa4 (__TEXT,__text) external _vImageHorizontalShearD_CbCr16U
000000018a071e64 (__TEXT,__text) external _vImageHorizontalShearD_CbCrF
000000018a070e38 (__TEXT,__text) external _vImageHorizontalShearD_Planar16F
0000000189f752b8 (__TEXT,__text) external _vImageHorizontalShearD_Planar8
0000000189f75c14 (__TEXT,__text) external _vImageHorizontalShearD_PlanarF
000000018a071b60 (__TEXT,__text) external _vImageHorizontalShear_ARGB16F
0000000189f7b310 (__TEXT,__text) external _vImageHorizontalShear_ARGB16S
0000000189e95774 (__TEXT,__text) external _vImageHorizontalShear_ARGB16U
0000000189e876bc (__TEXT,__text) external _vImageHorizontalShear_ARGB8888
0000000189f787ac (__TEXT,__text) external _vImageHorizontalShear_ARGBFFFF
000000018a071694 (__TEXT,__text) external _vImageHorizontalShear_CbCr16F
0000000189f7ef24 (__TEXT,__text) external _vImageHorizontalShear_CbCr16S
0000000189f7aeac (__TEXT,__text) external _vImageHorizontalShear_CbCr16U
0000000189ea05e0 (__TEXT,__text) external _vImageHorizontalShear_CbCr8
000000018a07207c (__TEXT,__text) external _vImageHorizontalShear_CbCrF
000000018a0711d0 (__TEXT,__text) external _vImageHorizontalShear_Planar16F
0000000189f79148 (__TEXT,__text) external _vImageHorizontalShear_Planar16S
0000000189f79ad4 (__TEXT,__text) external _vImageHorizontalShear_Planar16U
0000000189e9ceac (__TEXT,__text) external _vImageHorizontalShear_Planar8
0000000189f7a468 (__TEXT,__text) external _vImageHorizontalShear_PlanarF
0000000189f7bf3c (__TEXT,__text) external _vImageHorizontalShear_XRGB2101010W
0000000189fd2ab0 (__TEXT,__text) external _vImageInterpolatedLookupTable_PlanarF
0000000189fd3a64 (__TEXT,__text) external _vImageInvert_16U
0000000189fd36e0 (__TEXT,__text) external _vImageInvert_8
0000000189fd3dd8 (__TEXT,__text) external _vImageInvert_F
0000000189ec76e4 (__TEXT,__text) external _vImageLinearTransform_16Q12to8
0000000189ff6398 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U
0000000189ec76ac (__TEXT,__text) external _vImageLinearTransform_16Uto8
0000000189ec76c8 (__TEXT,__text) external _vImageLinearTransform_16UtoF
0000000189ff4c88 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8
0000000189ec765c (__TEXT,__text) external _vImageLinearTransform_8to16Q12
0000000189ec7678 (__TEXT,__text) external _vImageLinearTransform_8to16U
0000000189ec7694 (__TEXT,__text) external _vImageLinearTransform_8toF
0000000189ff6914 (__TEXT,__text) external _vImageLinearTransform_F
0000000189ec771c (__TEXT,__text) external _vImageLinearTransform_Fto16U
0000000189ec7700 (__TEXT,__text) external _vImageLinearTransform_Fto8
0000000189ec094c (__TEXT,__text) non-external (was a private external) _vImageLogDebug
000000018a1f6e9c (__TEXT,__text) non-external _vImageLogDebug.cold.1
0000000189ec08a0 (__TEXT,__text) non-external (was a private external) _vImageLogError
000000018a1f6e9c (__TEXT,__text) non-external _vImageLogError.cold.1
0000000189ec07f4 (__TEXT,__text) non-external (was a private external) _vImageLogWarning
000000018a1f6e9c (__TEXT,__text) non-external _vImageLogWarning.cold.1
0000000189fd1f58 (__TEXT,__text) external _vImageLookupTable_8to64U
0000000189e76eac (__TEXT,__text) external _vImageLookupTable_Planar16
0000000189fd2248 (__TEXT,__text) external _vImageLookupTable_Planar16WithClipping
0000000189fd1cd4 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar128
0000000189e76cdc (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar16
0000000189ea5048 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar24
0000000189fd1914 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar48
0000000189fd1af4 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar96
0000000189e85eec (__TEXT,__text) external _vImageLookupTable_Planar8toPlanarF
0000000189fcfff8 (__TEXT,__text) external _vImageLookupTable_PlanarFtoPlanar8
000000018a004344 (__TEXT,__text) external _vImageMapping_CreateFromImageMap_Image8U
000000018a003a1c (__TEXT,__text) external _vImageMapping_CreateFromMap_Image8U
000000018a004338 (__TEXT,__text) external _vImageMapping_Release
0000000189e9aab4 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888
0000000189fceb2c (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888ToPlanar8
0000000189fcf158 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFF
0000000189fcec48 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFFToPlanarF
0000000189e72c9c (__TEXT,__text) external _vImageMatrixMultiply_Planar16S
0000000189fce448 (__TEXT,__text) external _vImageMatrixMultiply_Planar8
0000000189e71974 (__TEXT,__text) external _vImageMatrixMultiply_PlanarF
0000000189fc3154 (__TEXT,__text) external _vImageMax_ARGB8888
0000000189fc475c (__TEXT,__text) external _vImageMax_ARGBFFFF
0000000189e83a58 (__TEXT,__text) external _vImageMax_Planar8
0000000189fc1b4c (__TEXT,__text) external _vImageMax_PlanarF
0000000189fc3858 (__TEXT,__text) external _vImageMin_ARGB8888
0000000189fc4e38 (__TEXT,__text) external _vImageMin_ARGBFFFF
0000000189e83fc4 (__TEXT,__text) external _vImageMin_Planar8
0000000189fc2250 (__TEXT,__text) external _vImageMin_PlanarF
0000000189fd346c (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_Planar16Q12
0000000189e7c684 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_PlanarF
0000000189e773b8 (__TEXT,__text) external _vImageMultidimensionalTable_Create
0000000189e7f240 (__TEXT,__text) external _vImageMultidimensionalTable_Release
0000000189fd311c (__TEXT,__text) external _vImageMultidimensionalTable_Retain
000000018a02faf4 (__TEXT,__text) external _vImageNewResamplingFilter
0000000189e87020 (__TEXT,__text) external _vImageNewResamplingFilterForFunctionUsingBuffer
000000018a1ef150 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB16U
0000000189e86998 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB8888
000000018a1ef3d0 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGBFFFF
0000000189e86900 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGB8888
000000018a1ef420 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGBFFFF
0000000189ffe338 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U
0000000189ffe208 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8
0000000189ffe484 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF
000000018a1ef63c (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16F
000000018a1ef570 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16S
000000018a1ef5b4 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16U
000000018a1ef4fc (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar8
000000018a1ef5f8 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_PlanarF
000000018a1eee9c (__TEXT,__text) external _vImageOverwriteChannels_ARGB16U
000000018a1eee58 (__TEXT,__text) external _vImageOverwriteChannels_ARGB8888
000000018a1ef10c (__TEXT,__text) external _vImageOverwriteChannels_ARGBFFFF
0000000189fcd674 (__TEXT,__text) external _vImagePNGDecompressionFilter
0000000189ed7f40 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB16U
0000000189e8e2d4 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB8888
0000000189ed8234 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF
0000000189ed7d80 (__TEXT,__text) external _vImagePermuteChannels_ARGB16F
0000000189e8f5c4 (__TEXT,__text) external _vImagePermuteChannels_ARGB16U
0000000189e7e45c (__TEXT,__text) external _vImagePermuteChannels_ARGB8888
0000000189ed7d84 (__TEXT,__text) external _vImagePermuteChannels_ARGBFFFF
000000018a00214c (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U
000000018a00164c (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8
000000018a002bb8 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF
0000000189ed852c (__TEXT,__text) external _vImagePermuteChannels_RGB888
0000000189f82de0 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16F
0000000189f8276c (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16U
0000000189f820f0 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB8888
0000000189f82acc (__TEXT,__text) external _vImagePerspectiveWarp_Planar16F
0000000189f82450 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16U
0000000189f81d10 (__TEXT,__text) external _vImagePerspectiveWarp_Planar8
0000000189fd1118 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12
0000000189fd12d0 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12toPlanar8
0000000189fd0ed8 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8
0000000189fd0fe8 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanar16Q12
0000000189fd1340 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanarF
0000000189e7145c (__TEXT,__text) external _vImagePiecewiseGamma_PlanarF
0000000189fd15d0 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarFtoPlanar8
0000000189fcf6ec (__TEXT,__text) external _vImagePiecewisePolynomial_Planar8toPlanarF
0000000189e7cb98 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarF
0000000189fd03e8 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarFtoPlanar8
0000000189fd2cd8 (__TEXT,__text) external _vImagePiecewiseRational_PlanarF
0000000189ec2b6c (__TEXT,__text) external _vImagePremultipliedAlphaBlendDarken_RGBA8888
0000000189ec291c (__TEXT,__text) external _vImagePremultipliedAlphaBlendLighten_RGBA8888
0000000189ec247c (__TEXT,__text) external _vImagePremultipliedAlphaBlendMultiply_RGBA8888
0000000189ec26cc (__TEXT,__text) external _vImagePremultipliedAlphaBlendScreen_RGBA8888
0000000189e7dfe8 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888
0000000189e73ab4 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888
0000000189ec1958 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGB8888
0000000189ec1e30 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGBFFFF
0000000189ec1bc4 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRA8888
0000000189ec20a0 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRAFFFF
0000000189ec14d8 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_Planar8
0000000189ec1718 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_PlanarF
0000000189ec3254 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGB8888
0000000189ec34b8 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGBFFFF
0000000189ec2dbc (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_Planar8
0000000189ec3008 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_PlanarF
0000000189ec48c0 (__TEXT,__text) external _vImagePremultiplyData_ARGB16Q12
0000000189ec4698 (__TEXT,__text) external _vImagePremultiplyData_ARGB16U
0000000189e73c54 (__TEXT,__text) external _vImagePremultiplyData_ARGB8888
0000000189ec3cf0 (__TEXT,__text) external _vImagePremultiplyData_ARGBFFFF
0000000189ffd0a8 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst
0000000189ffcd28 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaLast
0000000189ffd824 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaFirst
0000000189ffd494 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16Q12AlphaLast
0000000189ffc944 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaFirst
0000000189e82648 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky8AlphaLast
0000000189ffdedc (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaFirst
0000000189ffdc04 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_ChunkyFAlphaLast
0000000189ec371c (__TEXT,__text) external _vImagePremultiplyData_Planar8
0000000189ec39bc (__TEXT,__text) external _vImagePremultiplyData_PlanarF
0000000189ec41d0 (__TEXT,__text) external _vImagePremultiplyData_RGBA16F
0000000189e910a8 (__TEXT,__text) external _vImagePremultiplyData_RGBA16Q12
0000000189ec4470 (__TEXT,__text) external _vImagePremultiplyData_RGBA16U
0000000189e7391c (__TEXT,__text) external _vImagePremultiplyData_RGBA8888
0000000189ec3fa8 (__TEXT,__text) external _vImagePremultiplyData_RGBAFFFF
0000000189f8789c (__TEXT,__text) external _vImagePrepareTemplate_RGBAFFFF
0000000189fcca98 (__TEXT,__text) non-external _vImageRLD_Float
0000000189fcc314 (__TEXT,__text) non-external _vImageRLD_Int
000000018a004c1c (__TEXT,__text) external _vImageRemap_Image8U
000000018a000b64 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaFirst
000000018a000780 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky16UAlphaLast
000000018a000390 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaFirst
0000000189ffffac (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_Chunky8AlphaLast
000000018a0012c8 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaFirst
000000018a000f58 (__TEXT,__text) non-external (was a private external) _vImageRemoveAlpha_ChunkyFAlphaLast
0000000189fcc9f0 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGB8888
0000000189fcd62c (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_ARGBFFFF
0000000189fcc2e8 (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_Planar8
0000000189fcca1c (__TEXT,__text) external _vImageRichardsonLucyDeConvolve_PlanarF
0000000189f76cfc (__TEXT,__text) external _vImageRotate90_ARGB16F
0000000189f77df4 (__TEXT,__text) external _vImageRotate90_ARGB16S
0000000189f774ec (__TEXT,__text) external _vImageRotate90_ARGB16U
0000000189f77144 (__TEXT,__text) external _vImageRotate90_ARGB8888
0000000189f78788 (__TEXT,__text) external _vImageRotate90_ARGBFFFF
0000000189f76934 (__TEXT,__text) external _vImageRotate90_CbCr16F
0000000189f8615c (__TEXT,__text) external _vImageRotate90_CbCr16S
0000000189f860ec (__TEXT,__text) external _vImageRotate90_CbCr16U
0000000189f860ac (__TEXT,__text) external _vImageRotate90_CbCr8
0000000189f861cc (__TEXT,__text) external _vImageRotate90_CbCrF
0000000189f765b8 (__TEXT,__text) external _vImageRotate90_Planar16F
0000000189f86084 (__TEXT,__text) external _vImageRotate90_Planar16S
0000000189f86060 (__TEXT,__text) external _vImageRotate90_Planar16U
0000000189f75294 (__TEXT,__text) external _vImageRotate90_Planar8
0000000189f75bf0 (__TEXT,__text) external _vImageRotate90_PlanarF
0000000189f769a4 (__TEXT,__text) external _vImageRotate_ARGB16F
0000000189f77a9c (__TEXT,__text) external _vImageRotate_ARGB16S
0000000189f77168 (__TEXT,__text) external _vImageRotate_ARGB16U
0000000189f76dc0 (__TEXT,__text) external _vImageRotate_ARGB8888
0000000189f78400 (__TEXT,__text) external _vImageRotate_ARGBFFFF
0000000189f765dc (__TEXT,__text) external _vImageRotate_CbCr16F
0000000189f76234 (__TEXT,__text) external _vImageRotate_Planar16F
0000000189f74f1c (__TEXT,__text) external _vImageRotate_Planar8
0000000189f7586c (__TEXT,__text) external _vImageRotate_PlanarF
0000000189f7d17c (__TEXT,__text) external _vImageScale_ARGB16F
0000000189f7aec4 (__TEXT,__text) external _vImageScale_ARGB16S
0000000189e95180 (__TEXT,__text) external _vImageScale_ARGB16U
0000000189e86bfc (__TEXT,__text) external _vImageScale_ARGB8888
0000000189f7c4f8 (__TEXT,__text) external _vImageScale_ARGBFFFF
0000000189f7cd5c (__TEXT,__text) external _vImageScale_CbCr16F
0000000189f7aa80 (__TEXT,__text) external _vImageScale_CbCr16U
0000000189e9fbb4 (__TEXT,__text) external _vImageScale_CbCr8
0000000189f7d5c8 (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2x
0000000189f7d8a0 (__TEXT,__text) non-external (was a private external) _vImageScale_Downsample2xCbCr
0000000189f7c94c (__TEXT,__text) external _vImageScale_Planar16F
0000000189f78d38 (__TEXT,__text) external _vImageScale_Planar16S
0000000189f796c4 (__TEXT,__text) external _vImageScale_Planar16U
0000000189e9c424 (__TEXT,__text) external _vImageScale_Planar8
0000000189f7a050 (__TEXT,__text) external _vImageScale_PlanarF
0000000189f7b89c (__TEXT,__text) external _vImageScale_XRGB2101010W
0000000189ecf208 (__TEXT,__text) external _vImageSelectChannels_ARGB8888
0000000189ecf230 (__TEXT,__text) external _vImageSelectChannels_ARGBFFFF
0000000189eaff14 (__TEXT,__text) external _vImageSepConvolve_ARGB8888
0000000189ead8c8 (__TEXT,__text) external _vImageSepConvolve_Planar16F
0000000189eae86c (__TEXT,__text) external _vImageSepConvolve_Planar16U
0000000189eae0b4 (__TEXT,__text) external _vImageSepConvolve_Planar8
0000000189eaf7e4 (__TEXT,__text) external _vImageSepConvolve_Planar8to16S
0000000189eaf018 (__TEXT,__text) external _vImageSepConvolve_Planar8to16U
0000000189ead0f8 (__TEXT,__text) external _vImageSepConvolve_PlanarF
0000000189eb05b0 (__TEXT,__text) external _vImageSquareBoxConvolve_ARGB8888
0000000189eb0250 (__TEXT,__text) external _vImageSquareBoxConvolve_Planar8
0000000189fd12b0 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_Planar16Q12
0000000189e71440 (__TEXT,__text) external _vImageSymmetricPiecewiseGamma_PlanarF
0000000189fd2570 (__TEXT,__text) external _vImageSymmetricPiecewisePolynomial_PlanarF
0000000189ecbbdc (__TEXT,__text) external _vImageTableLookUp_ARGB8888
0000000189ecbeb4 (__TEXT,__text) external _vImageTableLookUp_Planar8
0000000189f1b4f0 (__TEXT,__text) external _vImageTentConvolve_ARGB8888
0000000189f1a8a8 (__TEXT,__text) external _vImageTentConvolve_Planar8
0000000189ec9a50 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_Planar16Q12
0000000189ec9674 (__TEXT,__text) external _vImageTransformHLGLuminanceScaling_PlanarF
0000000189eca110 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_Planar16Q12
0000000189ec9d34 (__TEXT,__text) external _vImageTransformHLGSceneReferredMapping_PlanarF
0000000189eca7d0 (__TEXT,__text) external _vImageTransformPQToneMapping_Planar16Q12
0000000189eca3f4 (__TEXT,__text) external _vImageTransformPQToneMapping_PlanarF
0000000189ec8788 (__TEXT,__text) external _vImageTransformTRCParametric_Planar16Q12
0000000189ec8414 (__TEXT,__text) external _vImageTransformTRCParametric_PlanarF
0000000189ec91a0 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_Planar16Q12
0000000189ec9004 (__TEXT,__text) external _vImageTransformTRC_HLG_EOTF_PlanarF
0000000189ec94d8 (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_Planar16Q12
0000000189ec933c (__TEXT,__text) external _vImageTransformTRC_HLG_OETF_PlanarF
0000000189ec8b30 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_Planar16Q12
0000000189ec8994 (__TEXT,__text) external _vImageTransformTRC_PQ_EOTF_PlanarF
0000000189ec8e68 (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_Planar16Q12
0000000189ec8ccc (__TEXT,__text) external _vImageTransformTRC_PQ_OETF_PlanarF
0000000189ec57e8 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16Q12
0000000189ec50e0 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB16U
0000000189e7e838 (__TEXT,__text) external _vImageUnpremultiplyData_ARGB8888
0000000189ec5308 (__TEXT,__text) external _vImageUnpremultiplyData_ARGBFFFF
0000000189ffaf58 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst
0000000189ffaafc (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast
0000000189ffba2c (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst
0000000189ffb3fc (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast
0000000189ffa604 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst
0000000189e723d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast
0000000189ffc49c (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst
0000000189ffc050 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast
0000000189ec4b78 (__TEXT,__text) external _vImageUnpremultiplyData_Planar8
0000000189ec4de4 (__TEXT,__text) external _vImageUnpremultiplyData_PlanarF
0000000189ec5e60 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16F
0000000189ec5a10 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16Q12
0000000189ec55c0 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16U
0000000189e76898 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA8888
0000000189ec5c38 (__TEXT,__text) external _vImageUnpremultiplyData_RGBAFFFF
0000000189f8605c (__TEXT,__text) external _vImageVerticalReflect_ARGB16F
0000000189f858a4 (__TEXT,__text) external _vImageVerticalReflect_ARGB16S
0000000189f854bc (__TEXT,__text) external _vImageVerticalReflect_ARGB16U
0000000189f850d4 (__TEXT,__text) external _vImageVerticalReflect_ARGB8888
0000000189f85c8c (__TEXT,__text) external _vImageVerticalReflect_ARGBFFFF
0000000189f86058 (__TEXT,__text) external _vImageVerticalReflect_CbCr16F
0000000189f86008 (__TEXT,__text) external _vImageVerticalReflect_Planar16F
0000000189f85fb8 (__TEXT,__text) external _vImageVerticalReflect_Planar16U
0000000189f849b4 (__TEXT,__text) external _vImageVerticalReflect_Planar8
0000000189f84da8 (__TEXT,__text) external _vImageVerticalReflect_PlanarF
000000018a071b6c (__TEXT,__text) external _vImageVerticalShearD_ARGB16F
0000000189f7813c (__TEXT,__text) external _vImageVerticalShearD_ARGB16S
0000000189f777d8 (__TEXT,__text) external _vImageVerticalShearD_ARGB16U
0000000189ea6968 (__TEXT,__text) external _vImageVerticalShearD_ARGB8888
0000000189f8178c (__TEXT,__text) external _vImageVerticalShearD_ARGBFFFF
000000018a0716a0 (__TEXT,__text) external _vImageVerticalShearD_CbCr16F
0000000189f7f6a4 (__TEXT,__text) external _vImageVerticalShearD_CbCr16S
0000000189f7f368 (__TEXT,__text) external _vImageVerticalShearD_CbCr16U
000000018a072088 (__TEXT,__text) external _vImageVerticalShearD_CbCrF
000000018a0711dc (__TEXT,__text) external _vImageVerticalShearD_Planar16F
0000000189f755ac (__TEXT,__text) external _vImageVerticalShearD_Planar8
0000000189f75f28 (__TEXT,__text) external _vImageVerticalShearD_PlanarF
000000018a071dc0 (__TEXT,__text) external _vImageVerticalShear_ARGB16F
0000000189f7b5d8 (__TEXT,__text) external _vImageVerticalShear_ARGB16S
0000000189e97e2c (__TEXT,__text) external _vImageVerticalShear_ARGB16U
0000000189e8a59c (__TEXT,__text) external _vImageVerticalShear_ARGB8888
0000000189f78a74 (__TEXT,__text) external _vImageVerticalShear_ARGBFFFF
000000018a0718f4 (__TEXT,__text) external _vImageVerticalShear_CbCr16F
0000000189f7f780 (__TEXT,__text) external _vImageVerticalShear_CbCr16S
0000000189f7aeb8 (__TEXT,__text) external _vImageVerticalShear_CbCr16U
0000000189ea0100 (__TEXT,__text) external _vImageVerticalShear_CbCr8
000000018a072294 (__TEXT,__text) external _vImageVerticalShear_CbCrF
000000018a071428 (__TEXT,__text) external _vImageVerticalShear_Planar16F
0000000189f79408 (__TEXT,__text) external _vImageVerticalShear_Planar16S
0000000189f79d94 (__TEXT,__text) external _vImageVerticalShear_Planar16U
0000000189e9c958 (__TEXT,__text) external _vImageVerticalShear_Planar8
0000000189f7a778 (__TEXT,__text) external _vImageVerticalShear_PlanarF
0000000189f7c234 (__TEXT,__text) external _vImageVerticalShear_XRGB2101010W
000000018a0ad444 (__TEXT,__text) non-external _vImage_CGImageFormat_Print
0000000189f88a1c (__TEXT,__text) external _vImage_SILBuffer_Allocate_RGBAFFFF
0000000189f89a20 (__TEXT,__text) external _vImage_SILBuffer_Free_RGBAFFFF
