00007ffa1e8ede3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e8db578 (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4initEv
00007ffa1e8dadba (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4freeEv
00007ffa1e8dad2c (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4initEv
00007ffa1e8db788 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4freeEv
00007ffa1e8db708 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4initEv
00007ffa1e8da6ce (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4freeEv
00007ffa1e8da54e (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4initEv
00007ffa1e8d9a46 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4freeEv
00007ffa1e8d99c6 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4initEv
00007ffa1e8d9e80 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4freeEv
00007ffa1e8d9e28 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4initEv
00007ffa1e8dcec4 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4freeEv
00007ffa1e8dce76 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4initEv
00007ffa1e8e2078 (__TEXT,__text) external __ZThn24_N5OSSet4initEv
00007ffa1e8e25a8 (__TEXT,__text) external __ZThn24_N6OSData4freeEv
00007ffa1e8e1b30 (__TEXT,__text) external __ZThn24_N7OSArray4freeEv
00007ffa1e8dd07c (__TEXT,__text) external __ZThn24_N8IOThread4freeEv
00007ffa1e8dd014 (__TEXT,__text) external __ZThn24_N8IOThread4initEv
00007ffa1e8db21e (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
00007ffa1e8dc49a (__TEXT,__text) external __ZThn24_N8OSBundle4freeEv
00007ffa1e8dc428 (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
00007ffa1e8e29d2 (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00007ffa1e8d8e80 (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00007ffa1e8d8e6e (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00007ffa1e8e2836 (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00007ffa1e8dc9f4 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
00007ffa1e8dc990 (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
00007ffa1e8dbaae (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007ffa1e8db998 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffa1e8e2a3c (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffa1e8dcc22 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffa1e8dca7a (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffa1e8dcca6 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffa1e8dcd94 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffa1e8dce14 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffa1e8dc120 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1e8e13a2 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffa1e8e145e (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffa1e8e1a4e (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffa1e8e1ae2 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffa1e8e1280 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffa1e8e1290 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8e138c (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffa1e8e188e (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8e1370 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffa1e8e1a38 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffa1e8e1dea (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8e1a1c (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffa43aba4b0 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffa43aba4b8 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00007ffa1e8d8d46 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffa1e8d8da0 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffa1e8d8dfa (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffa1e8fca60 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffa1e8fca83 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffa1e8e0065 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffa1e8df5f6 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffa1e8e0aa4 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffa1e8e0afc (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffa1e8e1164 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffa1e8e121b (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.35
00007ffa1e8dfec5 (__TEXT,__text) non-external ____Z27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffa1e8ebc8a (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffa1e8de0ca (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffa1e8fd19b (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffa1e8e2e68 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffa1e8e2e41 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffa1e8e2ce8 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffa1e8fd7f4 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffa1e8e2f61 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1e8e2b6c (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffa1e8e2cb7 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffa1e8e2eb1 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffa1e8de35b (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffa1e8fd1be (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.cold.1
00007ffa1e8e2e88 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffa1e8de0e7 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffa1e8de139 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.171
00007ffa1e8de1b0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffa1e8edcc0 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffa1e8eab78 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffa1e8ea7c7 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffa1e8e169f (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffa1e8dcbe4 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffa1e8dcc85 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffa1e8fcf25 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffa1e8d9566 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffa1e8d936c (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffa1e8d946f (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffa1e8d8fd2 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffa1e8d98c0 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffa1e8d736a (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffa1e8dae2e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e8dabfb (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffa1e8db01e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffa1e8d9cf8 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e8d9b17 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e8d9f8c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e8da0c1 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffa1e8fcc27 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffa1e8fcc4a (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffa1e8d9f0d (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e8dcfcf (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e8dcf50 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e8e20ea (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffa1e8e1cc4 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffa1e8db2a8 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffa1e8dbc20 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffa1e8e187e (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1e8e17ad (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffa1e8e16cc (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffa1e8e1e8c (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffa1e8e1cf6 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1e8fbd1c (__TEXT,__text) external ___assert_rtn
00007ffa4193d318 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193dac8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193e830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193ec38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193e860 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffa4193d588 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffa4193d5a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffa4193d5d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa4193d608 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.110
00007ffa4193d638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.122
00007ffa4193d658 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa4193d688 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007ffa4193d6a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ffa4193d6d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00007ffa4193d9c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00007ffa4193da08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.169
00007ffa4193da38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.172
00007ffa4193da68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffa4193daf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa4193da98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.184
00007ffa4193db28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ffa4193e990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffa4193db58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa4193db78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ffa4193db98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ffa4193dbc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffa4193dbf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ffa4193dc28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ffa4193dc58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.49
00007ffa4193dc88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa4193dcb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffa4193dce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa4193dd18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffa4193dd48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffa4193e668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffa4193e688 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ffa4193e6b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffa4193e6e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ffa4193e718 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffa4193e738 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa4193e768 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa4193e798 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffa4193d348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ffa4193d378 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ffa4193d3a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa4193d3d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa4193d408 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa4193d428 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa4193d448 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa4193d468 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffa4193d498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffa4193d4c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa4193d4f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ffa4193d528 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ffa4193d558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa4193d9e8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4193e9b0 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffa1e8d5df0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa1e8d5e10 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa1e8d9038 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa1e8d98e2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffa1e8edd58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1e8db064 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa1e8d73f5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1e8e11b8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa1e8ea89c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa1e8eac78 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffa1e8d904f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1e8d991a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffa1e8edd75 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1e8db07b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa1e8d7430 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1e8e11f0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa1e8ea8e6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffa1e8eace6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffa1e8d5711 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffa1e8fbc82 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffa1e8ee579 (__TEXT,__text) external _aes_decrypt
00007ffa1e8ee943 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffa1e8ee4b0 (__TEXT,__text) external _aes_decrypt_cbc
00007ffa1e8ee9d2 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffa1e8ee989 (__TEXT,__text) external _aes_decrypt_gcm
00007ffa1e8eea48 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffa1e8ee910 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffa1e8ee470 (__TEXT,__text) external _aes_decrypt_key
00007ffa1e8fde75 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffa1e8ee5a2 (__TEXT,__text) external _aes_decrypt_key128
00007ffa1e8ee5c6 (__TEXT,__text) external _aes_decrypt_key256
00007ffa1e8ee7f8 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffa1e8ee83f (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffa1e8ee8e0 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffa1e8ee889 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffa1e8ee459 (__TEXT,__text) external _aes_encrypt
00007ffa1e8ee712 (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffa1e8ee390 (__TEXT,__text) external _aes_encrypt_cbc
00007ffa1e8ee7a1 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffa1e8ee758 (__TEXT,__text) external _aes_encrypt_gcm
00007ffa1e8eea29 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffa1e8ee6df (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffa1e8ee350 (__TEXT,__text) external _aes_encrypt_key
00007ffa1e8fde57 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffa1e8ee590 (__TEXT,__text) external _aes_encrypt_key128
00007ffa1e8ee5b4 (__TEXT,__text) external _aes_encrypt_key256
00007ffa1e8ee5d8 (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffa1e8ee61f (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffa1e8ee6af (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffa1e8ee669 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
00007ffa1e8d5767 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffa1e8fbcc8 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffa1e8d5724 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffa1e8fbca5 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffa1e8d57c0 (__TEXT,__text) external _clock_get_system_nanotime
00007ffa1e8fbceb (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffa1e8d5806 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffa1e8d4b94 (__TEXT,__text) external _crc32
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffa43ab8f30 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffa41942250 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffa43ab8f38 (__DATA,__common) external _gIOCommandMetaClass
00007ffa43ab8f40 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffa41942260 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffa41942258 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffa43ab8f18 (__DATA,__common) external _gIODKDebug
00007ffa43ab8f48 (__DATA,__common) external _gIODMACommandMetaClass
00007ffa41942268 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffa43ab8f50 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
