00007ff80d40e980 (__TEXT,__const) non-external _A1_Table
00007ff843bc7150 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_8_vec
00007ff80c953160 (__TEXT,__text) external _vImageLinearTransform_8to16Q12
00007ff843bc7a10 (__DATA,__bss) non-external _vImageLinearTransform_8to16Q12.vLinearTransform_8to16Q12
00007ff80c953210 (__TEXT,__text) external _vImageLinearTransform_8to16U
00007ff843bc7a18 (__DATA,__bss) non-external _vImageLinearTransform_8to16U.vLinearTransform_8to16U
00007ff80c9532c0 (__TEXT,__text) external _vImageLinearTransform_8toF
00007ff843bc7a20 (__DATA,__bss) non-external _vImageLinearTransform_8toF.vLinearTransform_8toF
00007ff80cae4f80 (__TEXT,__text) external _vImageLinearTransform_F
00007ff80c9c7880 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_AVX
00007ff80cafaf30 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_AVX2
00007ff80cb68280 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_SSE4_1
00007ff80cae4fa0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_resolver
00007ff80cae7030 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_scalar
00007ff843bc7160 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_F_vec
00007ff80c953630 (__TEXT,__text) external _vImageLinearTransform_Fto16U
00007ff843bc7a48 (__DATA,__bss) non-external _vImageLinearTransform_Fto16U.vLinearTransform_Fto16U
00007ff80c953580 (__TEXT,__text) external _vImageLinearTransform_Fto8
00007ff843bc7a40 (__DATA,__bss) non-external _vImageLinearTransform_Fto8.vLinearTransform_Fto8
00007ff80c94ba90 (__TEXT,__text) non-external (was a private external) _vImageLogDebug
00007ff80d382560 (__TEXT,__text) non-external _vImageLogDebug.cold.1
00007ff80c94b960 (__TEXT,__text) non-external (was a private external) _vImageLogError
00007ff80d382540 (__TEXT,__text) non-external _vImageLogError.cold.1
00007ff80c94b830 (__TEXT,__text) non-external (was a private external) _vImageLogWarning
00007ff80d382540 (__TEXT,__text) non-external _vImageLogWarning.cold.1
00007ff80caaf780 (__TEXT,__text) external _vImageLookupTable_8to64U
00007ff80c8d2c80 (__TEXT,__text) external _vImageLookupTable_Planar16
00007ff80caafaa0 (__TEXT,__text) external _vImageLookupTable_Planar16WithClipping
00007ff80caaf4f0 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar128
00007ff80c8d1d10 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar16
00007ff80c92e110 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar24
00007ff80caaf130 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar48
00007ff80caaf310 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar96
00007ff80c8f6a40 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanarF
00007ff80caad4d0 (__TEXT,__text) external _vImageLookupTable_PlanarFtoPlanar8
00007ff80cb14a70 (__TEXT,__text) external _vImageMapping_CreateFromImageMap_Image8U
00007ff80cb13ac0 (__TEXT,__text) external _vImageMapping_CreateFromMap_Image8U
00007ff80cb14a50 (__TEXT,__text) external _vImageMapping_Release
00007ff80c914000 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888
00007ff80caab600 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888ToPlanar8
00007ff80caac380 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFF
00007ff80caab730 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFFToPlanarF
00007ff80c8c93e0 (__TEXT,__text) external _vImageMatrixMultiply_Planar16S
00007ff843bc7610 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.initialized
00007ff843bc73e0 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.matrixMultiply_3x3
00007ff843bc80a8 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_1x4
00007ff843bc80b0 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_2x4
00007ff843bc80b8 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_3x4
00007ff843bc8088 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x1
00007ff843bc8090 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x2
00007ff843bc8098 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x3
00007ff843bc80a0 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_4x4
00007ff843bc73d0 (__DATA,__bss) non-external _vImageMatrixMultiply_Planar16S.vMatrixMultiply_Planar16S_Generic
00007ff80caaad20 (__TEXT,__text) external _vImageMatrixMultiply_Planar8
00007ff80c8c4470 (__TEXT,__text) external _vImageMatrixMultiply_PlanarF
00007ff80ca9ac40 (__TEXT,__text) external _vImageMax_ARGB8888
00007ff843bc7fe0 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMaxH_Interleaved_CV
00007ff843bc7fd8 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMaxV_Interleaved_CV
00007ff843bc7fd0 (__DATA,__bss) non-external _vImageMax_ARGB8888.vMax_Interleaved_CV
00007ff80ca9cbc0 (__TEXT,__text) external _vImageMax_ARGBFFFF
00007ff843bc8010 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxFP_Interleaved_CV
00007ff843bc8020 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxH_FPInterleaved_CV
00007ff843bc8018 (__DATA,__bss) non-external _vImageMax_ARGBFFFF.vMaxV_FPInterleaved_CV
00007ff80c8ea160 (__TEXT,__text) external _vImageMax_Planar8
00007ff843bc73a8 (__DATA,__bss) non-external _vImageMax_Planar8.vMaxH_CV
00007ff843bc73a0 (__DATA,__bss) non-external _vImageMax_Planar8.vMaxV_CV
00007ff843bc7398 (__DATA,__bss) non-external _vImageMax_Planar8.vMax_CV
00007ff80ca98cc0 (__TEXT,__text) external _vImageMax_PlanarF
00007ff843bc7f90 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxFP_CV
00007ff843bc7fa0 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxH_FP_CV
00007ff843bc7f98 (__DATA,__bss) non-external _vImageMax_PlanarF.vMaxV_FP_CV
00007ff80ca9b6e0 (__TEXT,__text) external _vImageMin_ARGB8888
00007ff843bc7ff8 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMinH_Interleaved_CV
00007ff843bc7ff0 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMinV_Interleaved_CV
00007ff843bc7fe8 (__DATA,__bss) non-external _vImageMin_ARGB8888.vMin_Interleaved_CV
00007ff80ca9d650 (__TEXT,__text) external _vImageMin_ARGBFFFF
00007ff843bc8028 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinFP_Interleaved_CV
00007ff843bc8038 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinH_FPInterleaved_CV
00007ff843bc8030 (__DATA,__bss) non-external _vImageMin_ARGBFFFF.vMinV_FPInterleaved_CV
00007ff80c8eb7f0 (__TEXT,__text) external _vImageMin_Planar8
00007ff843bc73c0 (__DATA,__bss) non-external _vImageMin_Planar8.vMinH_CV
00007ff843bc73b8 (__DATA,__bss) non-external _vImageMin_Planar8.vMinV_CV
00007ff843bc73b0 (__DATA,__bss) non-external _vImageMin_Planar8.vMin_CV
00007ff80ca99760 (__TEXT,__text) external _vImageMin_PlanarF
00007ff843bc7fa8 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinFP_CV
00007ff843bc7fb8 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinH_FP_CV
00007ff843bc7fb0 (__DATA,__bss) non-external _vImageMin_PlanarF.vMinV_FP_CV
00007ff80cab0f40 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_Planar16Q12
00007ff80c8dae30 (__TEXT,__text) external _vImageMultiDimensionalInterpolatedLookupTable_PlanarF
00007ff80c8d31b0 (__TEXT,__text) external _vImageMultidimensionalTable_Create
00007ff80c8e2c50 (__TEXT,__text) external _vImageMultidimensionalTable_Release
00007ff80cab0c70 (__TEXT,__text) external _vImageMultidimensionalTable_Retain
00007ff80cb35900 (__TEXT,__text) external _vImageNewResamplingFilter
00007ff80c8f8dd0 (__TEXT,__text) external _vImageNewResamplingFilterForFunctionUsingBuffer
00007ff80d381c90 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB16U
00007ff843bc8a20 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGB16U.vConvert_OverwriteChannelsWithPixel_ARGB16U_CV
00007ff80c8f75e0 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGB8888
00007ff843bc8a18 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGB8888.vConvert_OverwriteChannelsWithPixel_ARGB8888_CV
00007ff80d381f60 (__TEXT,__text) external _vImageOverwriteChannelsWithPixel_ARGBFFFF
00007ff843bc8a28 (__DATA,__bss) non-external _vImageOverwriteChannelsWithPixel_ARGBFFFF.vConvert_OverwriteChannelsWithPixel_ARGBFFFF_CV
00007ff80c8f75c0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGB8888
00007ff80d382270 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_ARGBFFFF
00007ff80cae5880 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U
00007ff80c9d4200 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_AVX
00007ff80cb06fe0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_AVX2
00007ff80cb73e60 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_SSE4_1
00007ff80cae58a0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_resolver
00007ff80caeccd0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_scalar
00007ff843bc7230 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky16U_vec
00007ff80cae5820 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8
00007ff80c9d3f40 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_AVX
00007ff80cb06d20 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_AVX2
00007ff80cb73ba0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_SSE4_1
00007ff80cae5840 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_resolver
00007ff80caeca10 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_scalar
00007ff843bc7228 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_Chunky8_vec
00007ff80cae58e0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF
00007ff80c9d4580 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_AVX
00007ff80cb07360 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_AVX2
00007ff80cb741e0 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_SSE4_1
00007ff80cae5900 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_resolver
00007ff80caed050 (__TEXT,__text) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_scalar
00007ff843bc7238 (__DATA,__data) non-external (was a private external) _vImageOverwriteChannelsWithScalar_ChunkyF_vec
00007ff80d382480 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16F
00007ff80d382360 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16S
00007ff80d3823b0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar16U
00007ff80d3822c0 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_Planar8
00007ff80d382400 (__TEXT,__text) external _vImageOverwriteChannelsWithScalar_PlanarF
00007ff80d3817f0 (__TEXT,__text) external _vImageOverwriteChannels_ARGB16U
00007ff843bc8a08 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGB16U.vConvert_OverwriteChannels_ARGB16U_CV
00007ff80d381530 (__TEXT,__text) external _vImageOverwriteChannels_ARGB8888
00007ff843bc8a00 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGB8888.vConvert_OverwriteChannels_ARGB8888_CV
00007ff80d3819f0 (__TEXT,__text) external _vImageOverwriteChannels_ARGBFFFF
00007ff843bc8a10 (__DATA,__bss) non-external _vImageOverwriteChannels_ARGBFFFF.vConvert_OverwriteChannels_ARGBFFFF_CV
00007ff80caa9580 (__TEXT,__text) external _vImagePNGDecompressionFilter
00007ff80c983e40 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB16U
00007ff843bc7d00 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGB16U.vConvert_PermuteChannelsWithMaskedInsert_ARGB16U_CV
00007ff80c8fedd0 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGB8888
00007ff843bc7cf8 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGB8888.vConvert_PermuteChannelsWithMaskedInsert_ARGB8888_CV
00007ff80c984180 (__TEXT,__text) external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF
00007ff843bc7d08 (__DATA,__bss) non-external _vImagePermuteChannelsWithMaskedInsert_ARGBFFFF.vConvert_PermuteChannelsWithMaskedInsert_ARGBFFFF_CV
00007ff80c983c00 (__TEXT,__text) external _vImagePermuteChannels_ARGB16F
00007ff80c901ea0 (__TEXT,__text) external _vImagePermuteChannels_ARGB16U
00007ff843bc7ce8 (__DATA,__bss) non-external _vImagePermuteChannels_ARGB16U.vConvert_PermuteChannels_ARGB16U_CV
00007ff80c8e1320 (__TEXT,__text) external _vImagePermuteChannels_ARGB8888
00007ff843bc7ce0 (__DATA,__bss) non-external _vImagePermuteChannels_ARGB8888.vConvert_PermuteChannels_ARGB8888_CV
00007ff80c983c10 (__TEXT,__text) external _vImagePermuteChannels_ARGBFFFF
00007ff843bc7cf0 (__DATA,__bss) non-external _vImagePermuteChannels_ARGBFFFF.vConvert_PermuteChannels_ARGBFFFF_CV
00007ff80cae5e20 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U
00007ff80c9db920 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_AVX
00007ff80cb0f420 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_AVX2
00007ff80cb7b470 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_SSE4_1
00007ff80cae5e40 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_resolver
00007ff80caf3fd0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky16U_scalar
00007ff843bc72a8 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_Chunky16U_vec
00007ff80cae5dc0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8
00007ff80c9da970 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_AVX
00007ff80cb0d750 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_AVX2
00007ff80cb7a4b0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_SSE4_1
00007ff80cae5de0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_resolver
00007ff80caf3320 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_Chunky8_scalar
00007ff843bc72a0 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_Chunky8_vec
00007ff80cae5e80 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF
00007ff80c9dc860 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_AVX
00007ff80cb10940 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_AVX2
00007ff80cb7c3b0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_SSE4_1
00007ff80cae5ea0 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_resolver
00007ff80caf4c20 (__TEXT,__text) non-external (was a private external) _vImagePermuteChannels_ChunkyF_scalar
00007ff843bc72b0 (__DATA,__data) non-external (was a private external) _vImagePermuteChannels_ChunkyF_vec
00007ff80c9844d0 (__TEXT,__text) external _vImagePermuteChannels_RGB888
00007ff843bc7d10 (__DATA,__bss) non-external _vImagePermuteChannels_RGB888.vConvert_PermuteChannels_RGB888_CV
00007ff80ca58d70 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16F
00007ff843bc7f18 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Linear_bgf
00007ff843bc7f20 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Linear_ext
00007ff843bc7f08 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Nearest_bgf
00007ff843bc7f10 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16F.vPerspectiveWarp_ARGB16F_Nearest_ext
00007ff80ca58210 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB16U
00007ff843bc7ed8 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Linear_bgf
00007ff843bc7ee0 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Linear_ext
00007ff843bc7ec8 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff843bc7ed0 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB16U.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff80ca57690 (__TEXT,__text) external _vImagePerspectiveWarp_ARGB8888
00007ff843bc7e98 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Linear_bgf
00007ff843bc7ea0 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Linear_ext
00007ff843bc7e88 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Nearest_bgf
00007ff843bc7e90 (__DATA,__bss) non-external _vImagePerspectiveWarp_ARGB8888.vPerspectiveWarp_ARGB8888_Nearest_ext
00007ff80ca587a0 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16F
00007ff843bc7ef8 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Linear_bgf
00007ff843bc7f00 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Linear_ext
00007ff843bc7ee8 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Nearest_bgf
00007ff843bc7ef0 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16F.vPerspectiveWarp_Planar16F_Nearest_ext
00007ff80ca57c20 (__TEXT,__text) external _vImagePerspectiveWarp_Planar16U
00007ff843bc7eb8 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Linear_bgf
00007ff843bc7ec0 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Linear_ext
00007ff843bc7ea8 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Nearest_bgf
00007ff843bc7eb0 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar16U.vPerspectiveWarp_Planar16U_Nearest_ext
00007ff80ca570a0 (__TEXT,__text) external _vImagePerspectiveWarp_Planar8
00007ff843bc7e78 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Linear_bgf
00007ff843bc7e80 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Linear_ext
00007ff843bc7e68 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Nearest_bgf
00007ff843bc7e70 (__DATA,__bss) non-external _vImagePerspectiveWarp_Planar8.vPerspectiveWarp_Planar8_Nearest_ext
00007ff80caae7a0 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12
00007ff80caae9a0 (__TEXT,__text) external _vImagePiecewiseGamma_Planar16Q12toPlanar8
00007ff80caae510 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8
00007ff80caae670 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanar16Q12
00007ff80caaea20 (__TEXT,__text) external _vImagePiecewiseGamma_Planar8toPlanarF
00007ff80c8c3420 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarF
00007ff80caaed50 (__TEXT,__text) external _vImagePiecewiseGamma_PlanarFtoPlanar8
00007ff843bc80c8 (__DATA,__bss) non-external _vImagePiecewiseGamma_PlanarFtoPlanar8.vPiecewiseGamma_PlanarFto8
00007ff80caac960 (__TEXT,__text) external _vImagePiecewisePolynomial_Planar8toPlanarF
00007ff80c8de7e0 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarF
00007ff80caad8d0 (__TEXT,__text) external _vImagePiecewisePolynomial_PlanarFtoPlanar8
00007ff80cab0700 (__TEXT,__text) external _vImagePiecewiseRational_PlanarF
00007ff80c94e0a0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendDarken_RGBA8888
00007ff843bc7918 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendDarken_RGBA8888.vPremultipliedAlphaBlendDarken_RGBA8888_CV
00007ff80c94de50 (__TEXT,__text) external _vImagePremultipliedAlphaBlendLighten_RGBA8888
00007ff843bc7910 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendLighten_RGBA8888.vPremultipliedAlphaBlendLighten_RGBA8888_CV
00007ff80c94d9b0 (__TEXT,__text) external _vImagePremultipliedAlphaBlendMultiply_RGBA8888
00007ff843bc7900 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendMultiply_RGBA8888.vPremultipliedAlphaBlendMultiply_RGBA8888_CV
00007ff80c94dc00 (__TEXT,__text) external _vImagePremultipliedAlphaBlendScreen_RGBA8888
00007ff843bc7908 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendScreen_RGBA8888.vPremultipliedAlphaBlendScreen_RGBA8888_CV
00007ff80c8e0350 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888
00007ff843bc7338 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendWithPermute_ARGB8888.vPremultipliedAlphaBlendWithPermute_ARGB8888_CV
00007ff80c8cc800 (__TEXT,__text) external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888
00007ff843bc7340 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlendWithPermute_RGBA8888.vPremultipliedAlphaBlendWithPermute_RGBA8888_CV
00007ff80c94ce30 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGB8888
00007ff843bc78e8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_ARGB8888.vAlpha_Blend_Premultiplied_ARGB_8888_CV
00007ff80c94d330 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_ARGBFFFF
00007ff843bc78f0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_ARGBFFFF.vAlpha_Blend_Premultiplied_ARGB_FFFF_CV
00007ff80c94d0b0 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRA8888
00007ff843bc7330 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_BGRA8888.vAlpha_Blend_Premultiplied_BGRA_8888_CV
00007ff80c94d5b0 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_BGRAFFFF
00007ff843bc78f8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_BGRAFFFF.vAlpha_Blend_Premultiplied_BGRA_FFFF_CV
00007ff80c94c8b0 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_Planar8
00007ff843bc78d8 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_Planar8.vAlpha_Blend_Premultiplied_Planar_UInt8_CV
00007ff80c94cb70 (__TEXT,__text) external _vImagePremultipliedAlphaBlend_PlanarF
00007ff843bc78e0 (__DATA,__bss) non-external _vImagePremultipliedAlphaBlend_PlanarF.vAlpha_Blend_Premultiplied_Planar_Float_CV
00007ff80c94e8c0 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGB8888
00007ff843bc7930 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_ARGB8888.vConst_Alpha_Blend_Premultiplied_ARGB_8888_CV_new
00007ff80c94eb70 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_ARGBFFFF
00007ff843bc7938 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_ARGBFFFF.vConst_Alpha_Blend_Premultiplied_ARGB_FFFF_CV
00007ff80c94e2f0 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_Planar8
00007ff843bc7920 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_Planar8.vConst_Alpha_Blend_Premultiplied_Planar_UInt8_CV_new
00007ff80c94e5d0 (__TEXT,__text) external _vImagePremultipliedConstAlphaBlend_PlanarF
00007ff843bc7928 (__DATA,__bss) non-external _vImagePremultipliedConstAlphaBlend_PlanarF.vConst_Alpha_Blend_Premultiplied_Planar_Float_CV
00007ff80c950040 (__TEXT,__text) external _vImagePremultiplyData_ARGB16Q12
00007ff843bc7978 (__DATA,__bss) non-external _vImagePremultiplyData_ARGB16Q12.vPremultiplyData_ARGB16Q12
00007ff80c94fe00 (__TEXT,__text) external _vImagePremultiplyData_ARGB16U
00007ff843bc7970 (__DATA,__bss) non-external _vImagePremultiplyData_ARGB16U.vPremultiplyData_ARGB16U_CV
00007ff80c8cd3d0 (__TEXT,__text) external _vImagePremultiplyData_ARGB8888
00007ff843bc7348 (__DATA,__bss) non-external _vImagePremultiplyData_ARGB8888.vPremultiplyData_ARGB8888_CV
00007ff80c94f410 (__TEXT,__text) external _vImagePremultiplyData_ARGBFFFF
00007ff843bc7950 (__DATA,__bss) non-external _vImagePremultiplyData_ARGBFFFF.vPremultiplyData_ARGBFFFF_CV
00007ff80cae5640 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst
00007ff80c9d2400 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_AVX
00007ff80cb05310 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_AVX2
00007ff80cb722a0 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_SSE4_1
00007ff80cae5660 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_resolver
00007ff80caebd00 (__TEXT,__text) non-external (was a private external) _vImagePremultiplyData_Chunky16AlphaFirst_scalar
