00007ff802ddefcf (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff80303213d (__TEXT,__const) external __ZTSN3icu15IslamicCalendarE
00007ff802fe52a1 (__TEXT,__const) external __ZTSN3icu15Normalizer2ImplE
00007ff803033941 (__TEXT,__const) external __ZTSN3icu15NumberingSystemE
00007ff803035620 (__TEXT,__const) external __ZTSN3icu15UnicodeReplacerE
00007ff802fdc077 (__TEXT,__const) external __ZTSN3icu16BytesTrieBuilder17BTLinearMatchNodeE
00007ff802fdc05e (__TEXT,__const) external __ZTSN3icu16BytesTrieBuilderE
00007ff80302b3f2 (__TEXT,__const) external __ZTSN3icu16CollationBuilderE
00007ff803030809 (__TEXT,__const) external __ZTSN3icu16DateIntervalInfoE
00007ff803035588 (__TEXT,__const) external __ZTSN3icu16SimpleDateFormatE
00007ff802ff0ac9 (__TEXT,__const) external __ZTSN3icu16UnifiedCacheBaseE
00007ff802fdc0f0 (__TEXT,__const) external __ZTSN3icu17CanonicalIteratorE
00007ff802fdc12b (__TEXT,__const) external __ZTSN3icu17CharacterIteratorE
00007ff80302cf0c (__TEXT,__const) external __ZTSN3icu17CollationIteratorE
00007ff80302d031 (__TEXT,__const) external __ZTSN3icu17CollationSettingsE
00007ff8030304b0 (__TEXT,__const) external __ZTSN3icu17DateFormatSymbolsE
00007ff802fdc264 (__TEXT,__const) external __ZTSN3icu17DictionaryMatcherE
00007ff8030314d0 (__TEXT,__const) external __ZTSN3icu17GregorianCalendarE
00007ff803034c47 (__TEXT,__const) external __ZTSN3icu17RuleBasedCollatorE
00007ff8030340df (__TEXT,__const) external __ZTSN3icu17RuleBasedTimeZoneE
00007ff803033cc4 (__TEXT,__const) external __ZTSN3icu17SharedPluralRulesE
00007ff803025350 (__TEXT,__const) external __ZTSN3icu17StringEnumerationE
00007ff802ff0c60 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder14BranchHeadNodeE
00007ff802ff0b3b (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder14FinalValueNodeE
00007ff802ff0be5 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder14ListBranchNodeE
00007ff802ff0bba (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder15LinearMatchNodeE
00007ff802ff0c35 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder15SplitBranchNodeE
00007ff802ff0b89 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder21IntermediateValueNodeE
00007ff802ff0b1c (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder4NodeE
00007ff802ff0b65 (__TEXT,__const) external __ZTSN3icu17StringTrieBuilder9ValueNodeE
00007ff802ff0c8a (__TEXT,__const) external __ZTSN3icu17StringTrieBuilderE
00007ff803021a7a (__TEXT,__const) external __ZTSN3icu17UCharsTrieBuilder18UCTLinearMatchNodeE
00007ff803021a60 (__TEXT,__const) external __ZTSN3icu17UCharsTrieBuilderE
00007ff803035ef9 (__TEXT,__const) external __ZTSN3icu18AnnualTimeZoneRuleE
00007ff803029c30 (__TEXT,__const) external __ZTSN3icu18CalendarAstronomer9AngleFuncE
00007ff803029c7d (__TEXT,__const) external __ZTSN3icu18CalendarAstronomer9CoordFuncE
00007ff802fdc016 (__TEXT,__const) external __ZTSN3icu18CharStringByteSinkE
00007ff80302d067 (__TEXT,__const) external __ZTSN3icu18CollationTailoringE
00007ff80302f65e (__TEXT,__const) external __ZTSN3icu18CurrencyPluralInfoE
00007ff80303072f (__TEXT,__const) external __ZTSN3icu18DateIntervalFormatE
00007ff802fdc5c6 (__TEXT,__const) external __ZTSN3icu18LocaleDisplayNamesE
00007ff802ff0a4c (__TEXT,__const) external __ZTSN3icu18RuleBasedTokenizerE
00007ff8030333ce (__TEXT,__const) external __ZTSN3icu18SharedNumberFormatE
00007ff803035f32 (__TEXT,__const) external __ZTSN3icu18TimeZoneTransitionE
00007ff80302536a (__TEXT,__const) external __ZTSN3icu18UStringEnumerationE
00007ff8030249a0 (__TEXT,__const) external __ZTSN3icu18UnicodeSetIteratorE
00007ff80302d04b (__TEXT,__const) external __ZTSN3icu19CollationCacheEntryE
00007ff80302cfc2 (__TEXT,__const) external __ZTSN3icu19CollationRuleParser4SinkE
00007ff80302cfe3 (__TEXT,__const) external __ZTSN3icu19CollationRuleParser8ImporterE
00007ff802fdc3c7 (__TEXT,__const) external __ZTSN3icu19FilteredNormalizer2E
00007ff803035edd (__TEXT,__const) external __ZTSN3icu19InitialTimeZoneRuleE
00007ff803034ecd (__TEXT,__const) external __ZTSN3icu19SharedBreakIteratorE
00007ff802fdc041 (__TEXT,__const) external __ZTSN3icu20CheckedArrayByteSinkE
00007ff80302b470 (__TEXT,__const) external __ZTSN3icu20CollationDataBuilder10CEModifierE
00007ff80302b4be (__TEXT,__const) external __ZTSN3icu20CollationDataBuilderE
00007ff80302d0c0 (__TEXT,__const) external __ZTSN3icu20CompactDecimalFormatE
00007ff80302f806 (__TEXT,__const) external __ZTSN3icu20DecimalFormatSymbolsE
00007ff803031216 (__TEXT,__const) external __ZTSN3icu20FieldPositionHandlerE
00007ff803035c66 (__TEXT,__const) external __ZTSN3icu20TimeZoneGenericNamesE
00007ff803031279 (__TEXT,__const) external __ZTSN3icu21FieldPositionIteratorE
00007ff8030306e0 (__TEXT,__const) external __ZTSN3icu21FormattedDateIntervalE
00007ff803033f0f (__TEXT,__const) external __ZTSN3icu21RuleBasedNumberFormatE
00007ff803035f14 (__TEXT,__const) external __ZTSN3icu21TimeArrayTimeZoneRuleE
00007ff803036503 (__TEXT,__const) external __ZTSN3icu21UTF8CollationIteratorE
00007ff802fdc2a1 (__TEXT,__const) external __ZTSN3icu22BytesDictionaryMatcherE
00007ff80302d106 (__TEXT,__const) external __ZTSN3icu22CompoundTransliteratorE
00007ff802ff0173 (__TEXT,__const) external __ZTSN3icu22RuleBasedBreakIterator10BreakCacheE
00007ff802ff0130 (__TEXT,__const) external __ZTSN3icu22RuleBasedBreakIteratorE
00007ff803021aa8 (__TEXT,__const) external __ZTSN3icu22UCharCharacterIteratorE
00007ff803036182 (__TEXT,__const) external __ZTSN3icu22UIterCollationIteratorE
00007ff8030364b1 (__TEXT,__const) external __ZTSN3icu22UTF16CollationIteratorE
00007ff803030490 (__TEXT,__const) external __ZTSN3icu23SharedDateFormatSymbolsE
00007ff802ff0aa9 (__TEXT,__const) external __ZTSN3icu23StringCharacterIteratorE
00007ff802fdc281 (__TEXT,__const) external __ZTSN3icu23UCharsDictionaryMatcherE
00007ff803024480 (__TEXT,__const) external __ZTSN3icu23UnicodeStringAppendableE
00007ff80302b346 (__TEXT,__const) external __ZTSN3icu24CollationElementIteratorE
00007ff803030ee4 (__TEXT,__const) external __ZTSN3icu24DateTimePatternGeneratorE
00007ff803036521 (__TEXT,__const) external __ZTSN3icu24FCDUTF8CollationIteratorE
00007ff802fdc10a (__TEXT,__const) external __ZTSN3icu24ForwardCharacterIteratorE
00007ff802ff0152 (__TEXT,__const) external __ZTSN3icu24RuleBasedBreakIterator57E
00007ff80302bbc0 (__TEXT,__const) external __ZTSN3icu25CollationFastLatinBuilderE
00007ff8030361a1 (__TEXT,__const) external __ZTSN3icu25FCDUIterCollationIteratorE
00007ff8030364d0 (__TEXT,__const) external __ZTSN3icu25FCDUTF16CollationIteratorE
00007ff803034940 (__TEXT,__const) external __ZTSN3icu25FormattedRelativeDateTimeE
00007ff8030349b1 (__TEXT,__const) external __ZTSN3icu25RelativeDateTimeFormatterE
00007ff803034dd0 (__TEXT,__const) external __ZTSN3icu25ScientificNumberFormatter11MarkupStyleE
00007ff803034e27 (__TEXT,__const) external __ZTSN3icu25ScientificNumberFormatter16SuperscriptStyleE
00007ff803034e5b (__TEXT,__const) external __ZTSN3icu25ScientificNumberFormatterE
00007ff803031254 (__TEXT,__const) external __ZTSN3icu28FieldPositionIteratorHandlerE
00007ff802fdc3a2 (__TEXT,__const) external __ZTSN3icu28FilteredBreakIteratorBuilderE
00007ff8030311d7 (__TEXT,__const) external __ZTSN3icu31FormattedValueStringBuilderImplE
00007ff803033d8c (__TEXT,__const) external __ZTSN3icu33PluralAvailableLocalesEnumerationE
00007ff8030257f0 (__TEXT,__const) external __ZTSN3icu4IDNAE
00007ff803031182 (__TEXT,__const) external __ZTSN3icu6FormatE
00007ff802fdc686 (__TEXT,__const) external __ZTSN3icu6Locale8IteratorE
00007ff802fdc63b (__TEXT,__const) external __ZTSN3icu6LocaleE
00007ff8030348ee (__TEXT,__const) external __ZTSN3icu6RegionE
00007ff803025000 (__TEXT,__const) external __ZTSN3icu6UStackE
00007ff803033072 (__TEXT,__const) external __ZTSN3icu6number15FormattedNumberE
00007ff8030330ba (__TEXT,__const) external __ZTSN3icu6number20FormattedNumberRangeE
00007ff803032fc7 (__TEXT,__const) external __ZTSN3icu6number4impl13ModifierStoreE
00007ff803032f75 (__TEXT,__const) external __ZTSN3icu6number4impl14SimpleModifierE
00007ff803032b53 (__TEXT,__const) external __ZTSN3icu6number4impl14SymbolProviderE
00007ff803032d19 (__TEXT,__const) external __ZTSN3icu6number4impl15DecimalQuantityE
00007ff803033234 (__TEXT,__const) external __ZTSN3icu6number4impl17ParsedPatternInfoE
00007ff803033308 (__TEXT,__const) external __ZTSN3icu6number4impl17UsagePrefsHandlerE
00007ff80303328f (__TEXT,__const) external __ZTSN3icu6number4impl18ScientificModifierE
00007ff803033128 (__TEXT,__const) external __ZTSN3icu6number4impl20AffixPatternProviderE
00007ff803033091 (__TEXT,__const) external __ZTSN3icu6number4impl20UFormattedNumberDataE
00007ff803032fe9 (__TEXT,__const) external __ZTSN3icu6number4impl21AdoptingModifierStoreE
00007ff803032f4b (__TEXT,__const) external __ZTSN3icu6number4impl21ConstantAffixModifierE
00007ff80303332e (__TEXT,__const) external __ZTSN3icu6number4impl21UnitConversionHandlerE
00007ff803033151 (__TEXT,__const) external __ZTSN3icu6number4impl22MutablePatternModifierE
00007ff803033046 (__TEXT,__const) external __ZTSN3icu6number4impl23MultiplierFormatHandlerE
00007ff8030331b3 (__TEXT,__const) external __ZTSN3icu6number4impl24ImmutablePatternModifierE
00007ff803032f98 (__TEXT,__const) external __ZTSN3icu6number4impl26ConstantMultiFieldModifierE
00007ff803033013 (__TEXT,__const) external __ZTSN3icu6number4impl30CurrencySpacingEnabledModifierE
00007ff803032b85 (__TEXT,__const) external __ZTSN3icu6number4impl32LocalizedNumberFormatterAsFormatE
00007ff803032f2f (__TEXT,__const) external __ZTSN3icu6number4impl8ModifierE
00007ff8030326fd (__TEXT,__const) external __ZTSN3icu7MeasureE
00007ff8030244ca (__TEXT,__const) external __ZTSN3icu7UObjectE
00007ff803025809 (__TEXT,__const) external __ZTSN3icu7UVectorE
00007ff802fdc031 (__TEXT,__const) external __ZTSN3icu8ByteSinkE
00007ff803029dc0 (__TEXT,__const) external __ZTSN3icu8CalendarE
00007ff80302b388 (__TEXT,__const) external __ZTSN3icu8CollatorE
00007ff8030356ee (__TEXT,__const) external __ZTSN3icu8TimeUnitE
00007ff8030356a0 (__TEXT,__const) external __ZTSN3icu8TimeZoneE
00007ff80303352d (__TEXT,__const) external __ZTSN3icu8numparse4impl13SeriesMatcherE
00007ff80303366e (__TEXT,__const) external __ZTSN3icu8numparse4impl13SymbolMatcherE
00007ff80303374d (__TEXT,__const) external __ZTSN3icu8numparse4impl14PercentMatcherE
00007ff803033772 (__TEXT,__const) external __ZTSN3icu8numparse4impl15PermilleMatcherE
00007ff803033798 (__TEXT,__const) external __ZTSN3icu8numparse4impl15PlusSignMatcherE
00007ff8030334b9 (__TEXT,__const) external __ZTSN3icu8numparse4impl16CodePointMatcherE
00007ff8030336e0 (__TEXT,__const) external __ZTSN3icu8numparse4impl16MinusSignMatcherE
00007ff80303361f (__TEXT,__const) external __ZTSN3icu8numparse4impl16NumberParserImplE
00007ff803033692 (__TEXT,__const) external __ZTSN3icu8numparse4impl17IgnorablesMatcherE
00007ff80303357a (__TEXT,__const) external __ZTSN3icu8numparse4impl18ArraySeriesMatcherE
00007ff8030335f6 (__TEXT,__const) external __ZTSN3icu8numparse4impl18NumberParseMatcherE
00007ff8030335a3 (__TEXT,__const) external __ZTSN3icu8numparse4impl23CombinedCurrencyMatcherE
00007ff802fdc2ff (__TEXT,__const) external __ZTSN3icu9ErrorCodeE
00007ff803025818 (__TEXT,__const) external __ZTSN3icu9UVector32E
00007ff803025829 (__TEXT,__const) external __ZTSN3icu9UVector64E
00007ff803036b6c (__TEXT,__const) external __ZTSN3icu9VTimeZoneE
                 (undefined) external __ZTVN10__cxxabiv117__class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__si_class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv121__vmi_class_type_infoE (from libc++)
00007ff840207b70 (__DATA_CONST,__const) external __ZTVN3icu10AppendableE
00007ff84021a5c8 (__DATA_CONST,__const) external __ZTVN3icu10CECalendarE
00007ff84021d790 (__DATA_CONST,__const) external __ZTVN3icu10DateFormatE
00007ff84021ef00 (__DATA_CONST,__const) external __ZTVN3icu10GenderInfoE
00007ff84020c088 (__DATA_CONST,__const) external __ZTVN3icu10NormalizerE
00007ff8402180b8 (__DATA_CONST,__const) external __ZTVN3icu10UnicodeSetE
00007ff84021ead8 (__DATA_CONST,__const) external __ZTVN3icu11FormattableE
00007ff84021fc10 (__DATA_CONST,__const) external __ZTVN3icu11MeasureUnitE
00007ff84020bc68 (__DATA_CONST,__const) external __ZTVN3icu11Normalizer2E
00007ff840223d68 (__DATA_CONST,__const) external __ZTVN3icu11PluralRulesE
00007ff840218340 (__DATA_CONST,__const) external __ZTVN3icu11ReplaceableE
00007ff840218210 (__DATA_CONST,__const) external __ZTVN3icu11SymbolTableE
00007ff840226690 (__DATA_CONST,__const) external __ZTVN3icu11TextTrieMapE
00007ff840217eb8 (__DATA_CONST,__const) external __ZTVN3icu12CacheKeyBaseE
00007ff84021a988 (__DATA_CONST,__const) external __ZTVN3icu12ChoiceFormatE
00007ff8402257a8 (__DATA_CONST,__const) external __ZTVN3icu12CollationKeyE
00007ff84021d4c8 (__DATA_CONST,__const) external __ZTVN3icu12CurrencyUnitE
00007ff8402084a0 (__DATA_CONST,__const) external __ZTVN3icu12DateIntervalE
00007ff84021e828 (__DATA_CONST,__const) external __ZTVN3icu12DateTimeRuleE
00007ff840223ea8 (__DATA_CONST,__const) external __ZTVN3icu12FixedDecimalE
00007ff840222a80 (__DATA_CONST,__const) external __ZTVN3icu12NumberFormatE
00007ff840223cf8 (__DATA_CONST,__const) external __ZTVN3icu12PluralFormat14PluralSelectorE
00007ff840223cd0 (__DATA_CONST,__const) external __ZTVN3icu12PluralFormat21PluralSelectorAdapterE
00007ff840223c78 (__DATA_CONST,__const) external __ZTVN3icu12PluralFormatE
00007ff8402246e8 (__DATA_CONST,__const) external __ZTVN3icu12RegexCompileE
00007ff840224b78 (__DATA_CONST,__const) external __ZTVN3icu12RegexMatcherE
00007ff840224e40 (__DATA_CONST,__const) external __ZTVN3icu12RegexPatternE
00007ff84020cea0 (__DATA_CONST,__const) external __ZTVN3icu12ResourceSinkE
00007ff840225498 (__DATA_CONST,__const) external __ZTVN3icu12SelectFormatE
00007ff84020d030 (__DATA_CONST,__const) external __ZTVN3icu12SharedObjectE
00007ff840225a88 (__DATA_CONST,__const) external __ZTVN3icu12StringSearchE
00007ff840226a10 (__DATA_CONST,__const) external __ZTVN3icu12TimeZoneRuleE
00007ff840217e88 (__DATA_CONST,__const) external __ZTVN3icu12UnifiedCacheE
00007ff840219e98 (__DATA_CONST,__const) external __ZTVN3icu13BasicTimeZoneE
00007ff840207d18 (__DATA_CONST,__const) external __ZTVN3icu13BreakIteratorE
00007ff84021b230 (__DATA_CONST,__const) external __ZTVN3icu13CollationKeys13LevelCallbackE
00007ff84021dc08 (__DATA_CONST,__const) external __ZTVN3icu13DecimalFormatE
00007ff84021eb68 (__DATA_CONST,__const) external __ZTVN3icu13FieldPositionE
00007ff84021f838 (__DATA_CONST,__const) external __ZTVN3icu13FormattedListE
00007ff840221b58 (__DATA_CONST,__const) external __ZTVN3icu13IFixedDecimalE
00007ff84021f878 (__DATA_CONST,__const) external __ZTVN3icu13ListFormatterE
00007ff840208830 (__DATA_CONST,__const) external __ZTVN3icu13LocaleBuilderE
00007ff84021fb08 (__DATA_CONST,__const) external __ZTVN3icu13MeasureFormatE
00007ff840221138 (__DATA_CONST,__const) external __ZTVN3icu13MessageFormat11DummyFormatE
00007ff8402210f8 (__DATA_CONST,__const) external __ZTVN3icu13MessageFormat22PluralSelectorProviderE
00007ff840220f00 (__DATA_CONST,__const) external __ZTVN3icu13MessageFormatE
00007ff8402239a8 (__DATA_CONST,__const) external __ZTVN3icu13OlsonTimeZoneE
00007ff84020c0c8 (__DATA_CONST,__const) external __ZTVN3icu13ParsePositionE
00007ff84020cdf8 (__DATA_CONST,__const) external __ZTVN3icu13ResourceValueE
00007ff8402265c8 (__DATA_CONST,__const) external __ZTVN3icu13TimeZoneNames19MatchInfoCollectionE
00007ff8402265e8 (__DATA_CONST,__const) external __ZTVN3icu13TimeZoneNamesE
00007ff840217f88 (__DATA_CONST,__const) external __ZTVN3icu13UnicodeFilterE
00007ff840218270 (__DATA_CONST,__const) external __ZTVN3icu13UnicodeStringE
00007ff84021d3d8 (__DATA_CONST,__const) external __ZTVN3icu14CurrencyAmountE
00007ff84021ecb0 (__DATA_CONST,__const) external __ZTVN3icu14FormattedValueE
00007ff84021f118 (__DATA_CONST,__const) external __ZTVN3icu14HebrewCalendarE
00007ff84021f2d0 (__DATA_CONST,__const) external __ZTVN3icu14IndianCalendarE
00007ff84020bbc8 (__DATA_CONST,__const) external __ZTVN3icu14MessagePatternE
00007ff84020cdb8 (__DATA_CONST,__const) external __ZTVN3icu14ResourceBundleE
00007ff840225400 (__DATA_CONST,__const) external __ZTVN3icu14SearchIteratorE
00007ff84021a200 (__DATA_CONST,__const) external __ZTVN3icu14SharedCalendarE
00007ff840225548 (__DATA_CONST,__const) external __ZTVN3icu14SimpleTimeZoneE
00007ff840225f48 (__DATA_CONST,__const) external __ZTVN3icu14TimeUnitAmountE
00007ff840225f98 (__DATA_CONST,__const) external __ZTVN3icu14TimeUnitFormatE
00007ff840226368 (__DATA_CONST,__const) external __ZTVN3icu14TimeZoneFormatE
00007ff840226218 (__DATA_CONST,__const) external __ZTVN3icu14TransliteratorE
00007ff840218058 (__DATA_CONST,__const) external __ZTVN3icu14UnicodeFunctorE
00007ff840217f38 (__DATA_CONST,__const) external __ZTVN3icu14UnicodeMatcherE
00007ff840219a78 (__DATA_CONST,__const) external __ZTVN3icu15AlphabeticIndex14ImmutableIndexE
00007ff840219ba8 (__DATA_CONST,__const) external __ZTVN3icu15AlphabeticIndex6BucketE
00007ff840219aa0 (__DATA_CONST,__const) external __ZTVN3icu15AlphabeticIndexE
00007ff84021a788 (__DATA_CONST,__const) external __ZTVN3icu15ChineseCalendarE
00007ff84021f488 (__DATA_CONST,__const) external __ZTVN3icu15IslamicCalendarE
00007ff84020c048 (__DATA_CONST,__const) external __ZTVN3icu15Normalizer2ImplE
00007ff8402238e0 (__DATA_CONST,__const) external __ZTVN3icu15NumberingSystemE
00007ff840225a08 (__DATA_CONST,__const) external __ZTVN3icu15UnicodeReplacerE
00007ff840207fa0 (__DATA_CONST,__const) external __ZTVN3icu16BytesTrieBuilder17BTLinearMatchNodeE
00007ff840207ef0 (__DATA_CONST,__const) external __ZTVN3icu16BytesTrieBuilderE
00007ff84021aee8 (__DATA_CONST,__const) external __ZTVN3icu16CollationBuilderE
00007ff84021e278 (__DATA_CONST,__const) external __ZTVN3icu16DateIntervalInfoE
00007ff840225620 (__DATA_CONST,__const) external __ZTVN3icu16SimpleDateFormatE
00007ff84020cfe8 (__DATA_CONST,__const) external __ZTVN3icu16UnifiedCacheBaseE
00007ff840208010 (__DATA_CONST,__const) external __ZTVN3icu17CanonicalIteratorE
00007ff8402080a0 (__DATA_CONST,__const) external __ZTVN3icu17CharacterIteratorE
00007ff84021b170 (__DATA_CONST,__const) external __ZTVN3icu17CollationIteratorE
00007ff84021b3c8 (__DATA_CONST,__const) external __ZTVN3icu17CollationSettingsE
00007ff84021deb8 (__DATA_CONST,__const) external __ZTVN3icu17DateFormatSymbolsE
00007ff840208428 (__DATA_CONST,__const) external __ZTVN3icu17DictionaryMatcherE
00007ff84021ef40 (__DATA_CONST,__const) external __ZTVN3icu17GregorianCalendarE
00007ff840224ed0 (__DATA_CONST,__const) external __ZTVN3icu17RuleBasedCollatorE
00007ff840224610 (__DATA_CONST,__const) external __ZTVN3icu17RuleBasedTimeZoneE
00007ff840223d98 (__DATA_CONST,__const) external __ZTVN3icu17SharedPluralRulesE
00007ff840218f30 (__DATA_CONST,__const) external __ZTVN3icu17StringEnumerationE
00007ff84020d3e8 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder14BranchHeadNodeE
00007ff84020d1c0 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder14FinalValueNodeE
00007ff84020d320 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder14ListBranchNodeE
00007ff84020d2c8 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder15LinearMatchNodeE
00007ff84020d390 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder15SplitBranchNodeE
00007ff84020d270 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder21IntermediateValueNodeE
00007ff84020d168 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder4NodeE
00007ff84020d218 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder9ValueNodeE
00007ff84020d0b8 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilderE
00007ff84020e478 (__DATA_CONST,__const) external __ZTVN3icu17UCharsTrieBuilder18UCTLinearMatchNodeE
00007ff84020e3c8 (__DATA_CONST,__const) external __ZTVN3icu17UCharsTrieBuilderE
00007ff840226ae0 (__DATA_CONST,__const) external __ZTVN3icu18AnnualTimeZoneRuleE
00007ff840219d00 (__DATA_CONST,__const) external __ZTVN3icu18CalendarAstronomer9AngleFuncE
00007ff840219d80 (__DATA_CONST,__const) external __ZTVN3icu18CalendarAstronomer9CoordFuncE
00007ff840207df8 (__DATA_CONST,__const) external __ZTVN3icu18CharStringByteSinkE
00007ff84021b408 (__DATA_CONST,__const) external __ZTVN3icu18CollationTailoringE
00007ff84021d488 (__DATA_CONST,__const) external __ZTVN3icu18CurrencyPluralInfoE
00007ff84021e150 (__DATA_CONST,__const) external __ZTVN3icu18DateIntervalFormatE
00007ff840208a70 (__DATA_CONST,__const) external __ZTVN3icu18LocaleDisplayNamesE
00007ff84020ccb8 (__DATA_CONST,__const) external __ZTVN3icu18RuleBasedTokenizerE
00007ff840222bc0 (__DATA_CONST,__const) external __ZTVN3icu18SharedNumberFormatE
00007ff840226c10 (__DATA_CONST,__const) external __ZTVN3icu18TimeZoneTransitionE
00007ff840218f98 (__DATA_CONST,__const) external __ZTVN3icu18UStringEnumerationE
00007ff840218d58 (__DATA_CONST,__const) external __ZTVN3icu18UnicodeSetIteratorE
00007ff84021b430 (__DATA_CONST,__const) external __ZTVN3icu19CollationCacheEntryE
00007ff84021b308 (__DATA_CONST,__const) external __ZTVN3icu19CollationRuleParser4SinkE
00007ff84021b368 (__DATA_CONST,__const) external __ZTVN3icu19CollationRuleParser8ImporterE
00007ff840208738 (__DATA_CONST,__const) external __ZTVN3icu19FilteredNormalizer2E
00007ff840226a78 (__DATA_CONST,__const) external __ZTVN3icu19InitialTimeZoneRuleE
00007ff840225508 (__DATA_CONST,__const) external __ZTVN3icu19SharedBreakIteratorE
00007ff840207e48 (__DATA_CONST,__const) external __ZTVN3icu20CheckedArrayByteSinkE
00007ff84021b0b0 (__DATA_CONST,__const) external __ZTVN3icu20CollationDataBuilder10CEModifierE
00007ff84021b070 (__DATA_CONST,__const) external __ZTVN3icu20CollationDataBuilderE
00007ff84021b488 (__DATA_CONST,__const) external __ZTVN3icu20CompactDecimalFormatE
00007ff84021d9e0 (__DATA_CONST,__const) external __ZTVN3icu20DecimalFormatSymbolsE
00007ff84021ed70 (__DATA_CONST,__const) external __ZTVN3icu20FieldPositionHandlerE
00007ff840226480 (__DATA_CONST,__const) external __ZTVN3icu20TimeZoneGenericNamesE
00007ff84021edf0 (__DATA_CONST,__const) external __ZTVN3icu21FieldPositionIteratorE
00007ff84021e110 (__DATA_CONST,__const) external __ZTVN3icu21FormattedDateIntervalE
00007ff840224230 (__DATA_CONST,__const) external __ZTVN3icu21RuleBasedNumberFormatE
00007ff840226b48 (__DATA_CONST,__const) external __ZTVN3icu21TimeArrayTimeZoneRuleE
00007ff8402276c8 (__DATA_CONST,__const) external __ZTVN3icu21UTF8CollationIteratorE
00007ff8402083f8 (__DATA_CONST,__const) external __ZTVN3icu22BytesDictionaryMatcherE
00007ff84021b8d0 (__DATA_CONST,__const) external __ZTVN3icu22CompoundTransliteratorE
00007ff84020caa0 (__DATA_CONST,__const) external __ZTVN3icu22RuleBasedBreakIterator10BreakCacheE
00007ff84020c8a0 (__DATA_CONST,__const) external __ZTVN3icu22RuleBasedBreakIteratorE
00007ff84020e4e8 (__DATA_CONST,__const) external __ZTVN3icu22UCharCharacterIteratorE
00007ff840227158 (__DATA_CONST,__const) external __ZTVN3icu22UIterCollationIteratorE
00007ff8402274e8 (__DATA_CONST,__const) external __ZTVN3icu22UTF16CollationIteratorE
00007ff84021de90 (__DATA_CONST,__const) external __ZTVN3icu23SharedDateFormatSymbolsE
00007ff84020cee8 (__DATA_CONST,__const) external __ZTVN3icu23StringCharacterIteratorE
00007ff8402083c8 (__DATA_CONST,__const) external __ZTVN3icu23UCharsDictionaryMatcherE
00007ff8402182d8 (__DATA_CONST,__const) external __ZTVN3icu23UnicodeStringAppendableE
00007ff84021ab30 (__DATA_CONST,__const) external __ZTVN3icu24CollationElementIteratorE
00007ff84021e310 (__DATA_CONST,__const) external __ZTVN3icu24DateTimePatternGeneratorE
00007ff840227638 (__DATA_CONST,__const) external __ZTVN3icu24FCDUTF8CollationIteratorE
00007ff840208050 (__DATA_CONST,__const) external __ZTVN3icu24ForwardCharacterIteratorE
00007ff84020c9a0 (__DATA_CONST,__const) external __ZTVN3icu24RuleBasedBreakIterator57E
00007ff84021b130 (__DATA_CONST,__const) external __ZTVN3icu25CollationFastLatinBuilderE
00007ff8402270c8 (__DATA_CONST,__const) external __ZTVN3icu25FCDUIterCollationIteratorE
00007ff840227578 (__DATA_CONST,__const) external __ZTVN3icu25FCDUTF16CollationIteratorE
00007ff840224808 (__DATA_CONST,__const) external __ZTVN3icu25FormattedRelativeDateTimeE
00007ff840224848 (__DATA_CONST,__const) external __ZTVN3icu25RelativeDateTimeFormatterE
00007ff840225330 (__DATA_CONST,__const) external __ZTVN3icu25ScientificNumberFormatter11MarkupStyleE
00007ff840225398 (__DATA_CONST,__const) external __ZTVN3icu25ScientificNumberFormatter16SuperscriptStyleE
00007ff840225308 (__DATA_CONST,__const) external __ZTVN3icu25ScientificNumberFormatterE
00007ff84021ed38 (__DATA_CONST,__const) external __ZTVN3icu28FieldPositionIteratorHandlerE
00007ff840208658 (__DATA_CONST,__const) external __ZTVN3icu28FilteredBreakIteratorBuilderE
00007ff84021ec38 (__DATA_CONST,__const) external __ZTVN3icu31FormattedValueStringBuilderImplE
00007ff840223f10 (__DATA_CONST,__const) external __ZTVN3icu33PluralAvailableLocalesEnumerationE
00007ff840219460 (__DATA_CONST,__const) external __ZTVN3icu4IDNAE
00007ff84021eb18 (__DATA_CONST,__const) external __ZTVN3icu6FormatE
00007ff840209248 (__DATA_CONST,__const) external __ZTVN3icu6Locale8IteratorE
