                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFErrorCreateWithUserInfoKeysAndValues (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
000000023d0f1730 (__TEXT,__text) external _DRBufferAsResource
000000023d0ec850 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorIN2re24DirectResourcesReuseList5EntryEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERS8_m
000000023d0db438 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorIN2re25DirectMeshVertexAttributeEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERS7_m
000000023d0d7a64 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorIN2re9SharedPtrINS2_10DirectMeshEEEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERS9_m
000000023d0d7a64 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorIN2re9SharedPtrINS2_11DirectFenceEEEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERS9_m
000000023d0d7a64 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorIN2re9SharedPtrINS2_12DirectBufferEEEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERS9_m
000000023d0d7a64 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorIN2re9SharedPtrINS2_13DirectTextureEEEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERS9_m
000000023d0d7a64 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorIN2re9SharedPtrINS2_20DirectMemoryResourceEEEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERS9_m
000000023d0d7a64 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorIN2re9SharedPtrINS2_24DirectResourcesReuseListEEEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERS9_m
000000023d0d7a64 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorIN2re9SharedPtrINS2_28DirectResourcesPendingCommitEEEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERS9_m
000000023d0d7a64 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorIN2re9SharedPtrINS2_29DirectResourcesResolvedCommitEEEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERS9_m
000000023d0eb7b4 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorINS_4pairIN2re9SharedPtrINS3_10DirectMeshEEENS4_INS3_16DirectMeshUpdateEEEEEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERSD_m
000000023d0eb7b4 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorINS_4pairIN2re9SharedPtrINS3_12DirectBufferEEENS4_INS3_18DirectBufferUpdateEEEEEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERSD_m
000000023d0eb7b4 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorINS_4pairIN2re9SharedPtrINS3_13DirectTextureEEENS4_INS3_19DirectTextureUpdateEEEEEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERSD_m
000000023d0d71bc (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorINS_8functionIFvPN2re11DirectFenceEEEEEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERSB_m
000000023d0d7840 (__TEXT,__text) non-external (was a private external) __ZNSt3__119__allocate_at_leastB8nn200100INS_9allocatorImEEEENS_19__allocation_resultINS_16allocator_traitsIT_E7pointerEEERS5_m
000000023d0e953c (__TEXT,__text) non-external (was a private external) __ZNSt3__122__hash_node_destructorINS_9allocatorINS_11__hash_nodeINS_17__hash_value_typeIN2re16DirectResourceIdENS4_9SharedPtrINS4_10DirectMeshEEEEEPvEEEEEclB8nn200100EPSB_
000000023d0e953c (__TEXT,__text) non-external (was a private external) __ZNSt3__122__hash_node_destructorINS_9allocatorINS_11__hash_nodeINS_17__hash_value_typeIN2re16DirectResourceIdENS4_9SharedPtrINS4_12DirectBufferEEEEEPvEEEEEclB8nn200100EPSB_
000000023d0e953c (__TEXT,__text) non-external (was a private external) __ZNSt3__122__hash_node_destructorINS_9allocatorINS_11__hash_nodeINS_17__hash_value_typeIN2re16DirectResourceIdENS4_9SharedPtrINS4_13DirectTextureEEEEEPvEEEEEclB8nn200100EPSB_
000000023d0e953c (__TEXT,__text) non-external (was a private external) __ZNSt3__122__hash_node_destructorINS_9allocatorINS_11__hash_nodeINS_17__hash_value_typeIN2re16DirectResourceIdENS4_9SharedPtrINS4_16DirectMeshUpdateEEEEEPvEEEEEclB8nn200100EPSB_
000000023d0e953c (__TEXT,__text) non-external (was a private external) __ZNSt3__122__hash_node_destructorINS_9allocatorINS_11__hash_nodeINS_17__hash_value_typeIN2re16DirectResourceIdENS4_9SharedPtrINS4_18DirectBufferUpdateEEEEEPvEEEEEclB8nn200100EPSB_
000000023d0e953c (__TEXT,__text) non-external (was a private external) __ZNSt3__122__hash_node_destructorINS_9allocatorINS_11__hash_nodeINS_17__hash_value_typeIN2re16DirectResourceIdENS4_9SharedPtrINS4_19DirectTextureUpdateEEEEEPvEEEEEclB8nn200100EPSB_
000000023d0e953c (__TEXT,__text) non-external (was a private external) __ZNSt3__122__hash_node_destructorINS_9allocatorINS_11__hash_nodeINS_17__hash_value_typeIN2re16DirectResourceIdENS4_9SharedPtrINS4_20DirectMaterialUpdateEEEEEPvEEEEEclB8nn200100EPSB_
000000023d0e953c (__TEXT,__text) non-external (was a private external) __ZNSt3__122__hash_node_destructorINS_9allocatorINS_11__hash_nodeINS_17__hash_value_typeIN2re16DirectResourceIdENS4_9SharedPtrINS4_20DirectMemoryResourceEEEEEPvEEEEEclB8nn200100EPSB_
000000023d0e953c (__TEXT,__text) non-external (was a private external) __ZNSt3__122__hash_node_destructorINS_9allocatorINS_11__hash_nodeINS_17__hash_value_typeIN2re16DirectResourceIdENS4_9SharedPtrINS4_24DirectMaterialParametersEEEEEPvEEEEEclB8nn200100EPSB_
                 (undefined) external __ZNSt3__122__libcpp_verbose_abortEPKcz (from libc++)
000000023d0d712c (__TEXT,__text) non-external (was a private external) __ZNSt3__125__throw_bad_function_callB8nn200100Ev
000000023d0dc0f0 (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorIN2re16CreateDirectMeshEEEPS3_EEvRT_T0_S8_S8_
000000023d0dd7f0 (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorIN2re19CreateDirectPayloadEEEPS3_EEvRT_T0_S8_S8_
000000023d0ec8ac (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorIN2re24DirectResourcesReuseList5EntryEEEPS4_EEvRT_T0_S9_S9_
000000023d0d7aac (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorIN2re9SharedPtrINS2_10DirectMeshEEEEEPS5_EEvRT_T0_SA_SA_
000000023d0d7aac (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorIN2re9SharedPtrINS2_11DirectFenceEEEEEPS5_EEvRT_T0_SA_SA_
000000023d0d7aac (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorIN2re9SharedPtrINS2_12DirectBufferEEEEEPS5_EEvRT_T0_SA_SA_
000000023d0d7aac (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorIN2re9SharedPtrINS2_13DirectTextureEEEEEPS5_EEvRT_T0_SA_SA_
000000023d0d7aac (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorIN2re9SharedPtrINS2_20DirectMemoryResourceEEEEEPS5_EEvRT_T0_SA_SA_
000000023d0d7aac (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorIN2re9SharedPtrINS2_24DirectResourcesReuseListEEEEEPS5_EEvRT_T0_SA_SA_
000000023d0d7aac (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorIN2re9SharedPtrINS2_28DirectResourcesPendingCommitEEEEEPS5_EEvRT_T0_SA_SA_
000000023d0d7aac (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorIN2re9SharedPtrINS2_29DirectResourcesResolvedCommitEEEEEPS5_EEvRT_T0_SA_SA_
000000023d0eb7fc (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorINS_4pairIN2re9SharedPtrINS3_10DirectMeshEEENS4_INS3_16DirectMeshUpdateEEEEEEEPS9_EEvRT_T0_SE_SE_
000000023d0eb7fc (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorINS_4pairIN2re9SharedPtrINS3_12DirectBufferEEENS4_INS3_18DirectBufferUpdateEEEEEEEPS9_EEvRT_T0_SE_SE_
000000023d0eb7fc (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorINS_4pairIN2re9SharedPtrINS3_13DirectTextureEEENS4_INS3_19DirectTextureUpdateEEEEEEEPS9_EEvRT_T0_SE_SE_
000000023d0d7204 (__TEXT,__text) non-external (was a private external) __ZNSt3__134__uninitialized_allocator_relocateB8nn200100INS_9allocatorINS_8functionIFvPN2re11DirectFenceEEEEEEPS7_EEvRT_T0_SC_SC_
000000023d0eb328 (__TEXT,__text) non-external (was a private external) __ZNSt3__14lockB8nn200100IN2re10UnfairLockES2_EEvRT_RT0_
000000023d0e8dac (__TEXT,__text) non-external (was a private external) __ZNSt3__14pairIKN2re16DirectResourceIdENS1_9SharedPtrINS1_20DirectMemoryResourceEEEEC2B8nn200100IRA16_KhRKS6_Li0EEEOT_OT0_
000000023d0eb8e8 (__TEXT,__text) non-external (was a private external) __ZNSt3__14pairIN2re9SharedPtrINS1_10DirectMeshEEENS2_INS1_16DirectMeshUpdateEEEEC2B8nn200100IRS4_RKS6_Li0EEEOT_OT0_
000000023d0eb8e8 (__TEXT,__text) non-external (was a private external) __ZNSt3__14pairIN2re9SharedPtrINS1_12DirectBufferEEENS2_INS1_18DirectBufferUpdateEEEEC2B8nn200100IRS4_RKS6_Li0EEEOT_OT0_
000000023d0eb8e8 (__TEXT,__text) non-external (was a private external) __ZNSt3__14pairIN2re9SharedPtrINS1_13DirectTextureEEENS2_INS1_19DirectTextureUpdateEEEEC2B8nn200100IRS4_RKS6_Li0EEEOT_OT0_
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re15DestroyResourceENS_9allocatorIS2_EEE20__throw_length_errorB8nn200100Ev
000000023d0dd90c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re15DestroyResourceENS_9allocatorIS2_EEE7reserveEm
000000023d0e0788 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re15DestroyResourceENS_9allocatorIS2_EEE9push_backB8nn200100EOS2_
000000023d0dbbd4 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re16CreateDirectMeshENS_9allocatorIS2_EEE16__destroy_vectorclB8nn200100Ev
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re16CreateDirectMeshENS_9allocatorIS2_EEE20__throw_length_errorB8nn200100Ev
000000023d0dc250 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re16CreateDirectMeshENS_9allocatorIS2_EEE24__emplace_back_slow_pathIJS2_EEEPS2_DpOT_
000000023d0dbdfc (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re16CreateDirectMeshENS_9allocatorIS2_EEE7reserveEm
000000023d0ea928 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re16DirectResourceIdENS_9allocatorIS2_EEE11__vallocateB8nn200100Em
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re16DirectResourceIdENS_9allocatorIS2_EEE20__throw_length_errorB8nn200100Ev
000000023d0e5620 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re16DirectResourceIdENS_9allocatorIS2_EEE6resizeEm
000000023d0e99e0 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re16DirectResourceIdENS_9allocatorIS2_EEE8__appendEm
000000023d0ea8c0 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re16DirectResourceIdENS_9allocatorIS2_EEEC2B8nn200100ERKS5_
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re16UpdateDirectMeshENS_9allocatorIS2_EEE20__throw_length_errorB8nn200100Ev
000000023d0dc3e0 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re16UpdateDirectMeshENS_9allocatorIS2_EEE7reserveEm
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re18CreateDirectBufferENS_9allocatorIS2_EEE20__throw_length_errorB8nn200100Ev
000000023d0dcf10 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re18CreateDirectBufferENS_9allocatorIS2_EEE7reserveEm
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re18UpdateDirectBufferENS_9allocatorIS2_EEE20__throw_length_errorB8nn200100Ev
000000023d0dd214 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re18UpdateDirectBufferENS_9allocatorIS2_EEE7reserveEm
000000023d0dbb2c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re19CreateDirectPayloadENS_9allocatorIS2_EEE16__destroy_vectorclB8nn200100Ev
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re19CreateDirectPayloadENS_9allocatorIS2_EEE20__throw_length_errorB8nn200100Ev
000000023d0dbb80 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re19CreateDirectPayloadENS_9allocatorIS2_EEE5clearB8nn200100Ev
000000023d0dd4fc (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re19CreateDirectPayloadENS_9allocatorIS2_EEE7reserveEm
000000023d0e064c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re19CreateDirectPayloadENS_9allocatorIS2_EEE9push_backB8nn200100EOS2_
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re19CreateDirectTextureENS_9allocatorIS2_EEE20__throw_length_errorB8nn200100Ev
000000023d0dc834 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re19CreateDirectTextureENS_9allocatorIS2_EEE7reserveEm
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re19UpdateDirectTextureENS_9allocatorIS2_EEE20__throw_length_errorB8nn200100Ev
000000023d0dcb6c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re19UpdateDirectTextureENS_9allocatorIS2_EEE7reserveEm
000000023d0e18a0 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re22DirectMeshVertexLayoutENS_9allocatorIS2_EEE11__vallocateB8nn200100Em
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re22DirectMeshVertexLayoutENS_9allocatorIS2_EEE20__throw_length_errorB8nn200100Ev
000000023d0db480 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re22DirectMeshVertexLayoutENS_9allocatorIS2_EEE7reserveEm
000000023d0e182c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re22DirectMeshVertexLayoutENS_9allocatorIS2_EEEC2B8nn200100ERKS5_
000000023d0ec7fc (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re24DirectResourcesReuseList5EntryENS_9allocatorIS3_EEE11__vallocateB8nn200100Em
000000023d0e99a0 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re24DirectResourcesReuseList5EntryENS_9allocatorIS3_EEE13__vdeallocateEv
000000023d0e994c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re24DirectResourcesReuseList5EntryENS_9allocatorIS3_EEE16__destroy_vectorclB8nn200100Ev
000000023d0ec77c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re24DirectResourcesReuseList5EntryENS_9allocatorIS3_EEE16__init_with_sizeB8nn200100IPS3_S8_EEvT_T0_m
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re24DirectResourcesReuseList5EntryENS_9allocatorIS3_EEE20__throw_length_errorB8nn200100Ev
000000023d0e5754 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re24DirectResourcesReuseList5EntryENS_9allocatorIS3_EEE5clearB8nn200100Ev
000000023d0ec5fc (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re24DirectResourcesReuseList5EntryENS_9allocatorIS3_EEE5eraseENS_11__wrap_iterIPKS3_EESA_
000000023d0ec030 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re24DirectResourcesReuseList5EntryENS_9allocatorIS3_EEE9push_backB8nn200100EOS3_
000000023d0e17ec (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re25DirectMeshVertexAttributeENS_9allocatorIS2_EEE11__vallocateB8nn200100Em
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re25DirectMeshVertexAttributeENS_9allocatorIS2_EEE20__throw_length_errorB8nn200100Ev
000000023d0db268 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re25DirectMeshVertexAttributeENS_9allocatorIS2_EEE7reserveEm
000000023d0e1784 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re25DirectMeshVertexAttributeENS_9allocatorIS2_EEEC2B8nn200100ERKS5_
000000023d0e8dec (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_10DirectMeshEEENS_9allocatorIS4_EEE13__vdeallocateEv
000000023d0d7888 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_10DirectMeshEEENS_9allocatorIS4_EEE16__destroy_vectorclB8nn200100Ev
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_10DirectMeshEEENS_9allocatorIS4_EEE20__throw_length_errorB8nn200100Ev
000000023d0eb43c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_10DirectMeshEEENS_9allocatorIS4_EEE24__emplace_back_slow_pathIJRKS4_EEEPS4_DpOT_
000000023d0d78dc (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_10DirectMeshEEENS_9allocatorIS4_EEE5clearB8nn200100Ev
000000023d0eb53c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_10DirectMeshEEENS_9allocatorIS4_EEE7reserveEm
000000023d0e7e54 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_10DirectMeshEEENS_9allocatorIS4_EEE9push_backB8nn200100ERKS4_
000000023d0d7888 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_11DirectFenceEEENS_9allocatorIS4_EEE16__destroy_vectorclB8nn200100Ev
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_11DirectFenceEEENS_9allocatorIS4_EEE20__throw_length_errorB8nn200100Ev
000000023d0d78dc (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_11DirectFenceEEENS_9allocatorIS4_EEE5clearB8nn200100Ev
000000023d0e8dec (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_12DirectBufferEEENS_9allocatorIS4_EEE13__vdeallocateEv
000000023d0d7888 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_12DirectBufferEEENS_9allocatorIS4_EEE16__destroy_vectorclB8nn200100Ev
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_12DirectBufferEEENS_9allocatorIS4_EEE20__throw_length_errorB8nn200100Ev
000000023d0eb43c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_12DirectBufferEEENS_9allocatorIS4_EEE24__emplace_back_slow_pathIJRKS4_EEEPS4_DpOT_
000000023d0d78dc (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_12DirectBufferEEENS_9allocatorIS4_EEE5clearB8nn200100Ev
000000023d0d7558 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_12DirectBufferEEENS_9allocatorIS4_EEE6resizeEm
000000023d0eb53c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_12DirectBufferEEENS_9allocatorIS4_EEE7reserveEm
000000023d0d792c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_12DirectBufferEEENS_9allocatorIS4_EEE8__appendEm
000000023d0e7e54 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_12DirectBufferEEENS_9allocatorIS4_EEE9push_backB8nn200100ERKS4_
000000023d0e8dec (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE13__vdeallocateEv
000000023d0d7888 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE16__destroy_vectorclB8nn200100Ev
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE20__throw_length_errorB8nn200100Ev
000000023d0eb43c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE24__emplace_back_slow_pathIJRKS4_EEEPS4_DpOT_
000000023d0d78dc (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE5clearB8nn200100Ev
000000023d0d7558 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE6resizeEm
000000023d0eb53c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE7reserveEm
000000023d0d792c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE8__appendEm
000000023d0e7e54 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_13DirectTextureEEENS_9allocatorIS4_EEE9push_backB8nn200100ERKS4_
000000023d0d7888 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_20DirectMemoryResourceEEENS_9allocatorIS4_EEE16__destroy_vectorclB8nn200100Ev
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_20DirectMemoryResourceEEENS_9allocatorIS4_EEE20__throw_length_errorB8nn200100Ev
000000023d0d78dc (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_20DirectMemoryResourceEEENS_9allocatorIS4_EEE5clearB8nn200100Ev
000000023d0d7558 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_20DirectMemoryResourceEEENS_9allocatorIS4_EEE6resizeEm
000000023d0d792c (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_20DirectMemoryResourceEEENS_9allocatorIS4_EEE8__appendEm
000000023d0d7888 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_24DirectResourcesReuseListEEENS_9allocatorIS4_EEE16__destroy_vectorclB8nn200100Ev
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_24DirectResourcesReuseListEEENS_9allocatorIS4_EEE20__throw_length_errorB8nn200100Ev
000000023d0d78dc (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_24DirectResourcesReuseListEEENS_9allocatorIS4_EEE5clearB8nn200100Ev
000000023d0d7888 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_28DirectResourcesPendingCommitEEENS_9allocatorIS4_EEE16__destroy_vectorclB8nn200100Ev
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_28DirectResourcesPendingCommitEEENS_9allocatorIS4_EEE20__throw_length_errorB8nn200100Ev
000000023d0d78dc (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_28DirectResourcesPendingCommitEEENS_9allocatorIS4_EEE5clearB8nn200100Ev
000000023d0d7888 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE16__destroy_vectorclB8nn200100Ev
000000023d0eaf58 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE18__insert_with_sizeB8nn200100INS_11__wrap_iterIPS4_EESB_EESB_NS9_IPKS4_EET_T0_l
000000023d0d7018 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE20__throw_length_errorB8nn200100Ev
000000023d0eb1e8 (__TEXT,__text) non-external (was a private external) __ZNSt3__16vectorIN2re9SharedPtrINS1_29DirectResourcesResolvedCommitEEENS_9allocatorIS4_EEE26__swap_out_circular_bufferERNS_14__split_bufferIS4_RS6_EEPS4_
