000000019fc65600 (__TEXT,__text) non-external +[AMFI isAvailable]
000000019fc5c030 (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
000000019fc5eba0 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
000000019fc5bd64 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
000000019fc5ba58 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
000000019fc5e830 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
000000019fc5eddc (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
000000019fc5b904 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
000000019fc52b74 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
000000019fc5c1d8 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
000000019fc59d28 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
000000019fc5ecd8 (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
000000019fc59c00 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
000000019fc59c1c (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.82
000000019fc5be4c (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
000000019fc5e9cc (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
000000019fc59f28 (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
000000019fc65324 (__TEXT,__text) non-external ___AppleMobileFileIntegrityLibraryCore_block_invoke
000000019fc60744 (__TEXT,__text) non-external ___Block_byref_object_copy_
000000019fc60754 (__TEXT,__text) non-external ___Block_byref_object_dispose_
000000019fc60a7c (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
000000019fc60b34 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.18
000000019fc67dac (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001d2b9d2f8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_B24?0"NSURL"8"NSError"16l
00000001d2b9d320 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00000001d2b9d340 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?B"NSError">16l
00000001d2b9d2d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001d2b9d360 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?B"NSError">16l
00000001dbc1e378 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00000001dbc1e4c8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00000001dbc1e528 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001dbc1e468 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_B16?0"NSURL"8l
00000001dbc1de48 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00000001dbc1e158 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00000001dbc1df18 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbc1e0b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00000001dbc1dee8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001dbc1dde8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00000001dbc1e2a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbc1e3d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00000001dbc1e348 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001dbc1e4f8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001dbc1e498 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001dbc1e0e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dbc1de18 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001dbc1df78 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbc1e3a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001dbc1e408 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dbc1df48 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbc1deb8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001dbc1e438 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001dbc1dfa8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001dbc1e2f8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001dbc1de78 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1de98 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1dfd8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e098 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e118 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e268 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e2d8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e328 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e558 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e038 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001dbc1e138 (__AUTH_CONST,__const) non-external ___block_literal_global.105
00000001dbc1e188 (__AUTH_CONST,__const) non-external ___block_literal_global.112
00000001dbc1e1a8 (__AUTH_CONST,__const) non-external ___block_literal_global.114
00000001dbc1e1c8 (__AUTH_CONST,__const) non-external ___block_literal_global.117
00000001dbc1e1e8 (__AUTH_CONST,__const) non-external ___block_literal_global.120
00000001dbc1e208 (__AUTH_CONST,__const) non-external ___block_literal_global.123
00000001dbc1e228 (__AUTH_CONST,__const) non-external ___block_literal_global.126
00000001dbc1e248 (__AUTH_CONST,__const) non-external ___block_literal_global.129
00000001dbc1e058 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001dbc1e078 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001dbc1dff8 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001dbc1e578 (__AUTH_CONST,__const) non-external ___block_literal_global.55
00000001dbc1e018 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001dbc1e288 (__AUTH_CONST,__const) non-external ___block_literal_global.85
000000019fc608d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
000000019fc60b54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
000000019fc653c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
000000019fc6082c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
000000019fc53714 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
000000019fc59f54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
000000019fc5b920 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
000000019fc572f8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
000000019fc62f7c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
000000019fc5e9ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
000000019fc530a0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
000000019fc52bbc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
000000019fc653d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
000000019fc6087c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
000000019fc5371c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
000000019fc60ba4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
000000019fc59f9c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
000000019fc57348 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
000000019fc5ea38 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
000000019fc530e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
000000019fc52bc8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
000000019fc6075c (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
000000019fc608c0 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
000000019fc67cf4 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
000000019fc65530 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
000000019fc5e62c (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
000000019fc650fc (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
000000019fc571e4 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
000000019fc56ccc (__TEXT,__text) non-external ___scanForBundles_block_invoke
000000019fc66eac (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00000001d6f9ec28 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9ee40 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9ee78 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9efa8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9f090 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9ee90 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.101
00000001d6f9eea0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.116
00000001d6f9ec58 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.119
00000001d6f9eeb8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.125
00000001d6f9eec0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.134
00000001d6f9ec98 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.137
00000001d6f9eec8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.140
00000001d6f9eed0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.142
00000001d6f9ef10 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.143
00000001d6f9ef50 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.208
00000001d6f9ecc0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.211
00000001d6f9ed20 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.212
00000001d6f9ed80 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.267
00000001d6f9edc8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.268
00000001d6f9ee10 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.290
00000001d6f9ee28 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.291
00000001d6f9ee80 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.80
00000001d6f9ee88 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.89
00000001d6f9ec38 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.92
                 (undefined) external _abort_report_np (from libSystem)
000000019fc64bec (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
000000019fc6bf6d (__TEXT,__dlopen_cstrs) non-external _audit_stringAppleMobileFileIntegrity
                 (undefined) external _bzero (from libSystem)
000000019fc5c2fc (__TEXT,__text) external _calculateTotalPathSize
000000019fc64b20 (__TEXT,__text) external _checkBOOLSetting
000000019fc57974 (__TEXT,__text) external _checkPathQuarantineState
000000019fc67208 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
000000019fc578d4 (__TEXT,__text) external _checkURLQuarantineState
000000019fc547e4 (__TEXT,__text) external _copyAdhocSignatureHash
000000019fc662c4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
000000019fc664c0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
000000019fc664f4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
000000019fc66528 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
000000019fc6655c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
000000019fc665b8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
000000019fc665ec (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
000000019fc66670 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
000000019fc666cc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
000000019fc66728 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
000000019fc66320 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
000000019fc66354 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
000000019fc66388 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
000000019fc663bc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
000000019fc663f0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
000000019fc66424 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
000000019fc66458 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
000000019fc6648c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
000000019fc56260 (__TEXT,__text) external _copyBootUUID
000000019fc66d3c (__TEXT,__text) non-external _copyBootUUID.cold.1
000000019fc55910 (__TEXT,__text) external _copyBundleID
000000019fc66a44 (__TEXT,__text) non-external _copyBundleID.cold.1
000000019fc55a10 (__TEXT,__text) external _copyBundleIDFromURL
000000019fc55c38 (__TEXT,__text) external _copyBundleVersion
000000019fc66afc (__TEXT,__text) non-external _copyBundleVersion.cold.1
000000019fc55b38 (__TEXT,__text) external _copyBundleVersionShort
000000019fc66aa0 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
000000019fc55aa4 (__TEXT,__text) external _copyBundleVersionShortFromURL
000000019fc55258 (__TEXT,__text) external _copyCdhash
000000019fc66784 (__TEXT,__text) non-external _copyCdhash.cold.1
000000019fc667b8 (__TEXT,__text) non-external _copyCdhash.cold.2
000000019fc667ec (__TEXT,__text) non-external _copyCdhash.cold.3
000000019fc551d0 (__TEXT,__text) external _copyCdhashFromKextURL
000000019fc64cfc (__TEXT,__text) external _copyCodeSigningInfo
000000019fc56064 (__TEXT,__text) external _copyDeveloperName
000000019fc66bb4 (__TEXT,__text) non-external _copyDeveloperName.cold.1
000000019fc66c18 (__TEXT,__text) non-external _copyDeveloperName.cold.2
000000019fc66c7c (__TEXT,__text) non-external _copyDeveloperName.cold.3
000000019fc66ce0 (__TEXT,__text) non-external _copyDeveloperName.cold.4
000000019fc65158 (__TEXT,__text) external _copyEntitlements
000000019fc553d8 (__TEXT,__text) external _copyLegacyCdhash
000000019fc538c8 (__TEXT,__text) external _copyLegacyDeveloperName
000000019fc57618 (__TEXT,__text) external _copySecureTimestamp
000000019fc67148 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
000000019fc5641c (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
000000019fc55830 (__TEXT,__text) external _copySigningID
000000019fc669e8 (__TEXT,__text) non-external _copySigningID.cold.1
000000019fc5563c (__TEXT,__text) external _copyTeamIdentifier
000000019fc6698c (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
000000019fc55454 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
000000019fc66848 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
000000019fc668b4 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
000000019fc55574 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
000000019fc66920 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
000000019fc55d38 (__TEXT,__text) external _copyUnstagedURL
000000019fc66b58 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
000000019fc547dc (__TEXT,__text) external _createCodeReference
000000019fc546b4 (__TEXT,__text) non-external _createCodeReferenceHelper
000000019fc661a4 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
000000019fc66234 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
000000019fc546ac (__TEXT,__text) external _createCodeReferenceQuiet
000000019fc545d4 (__TEXT,__text) external _createHexStringFromData
000000019fc61124 (__TEXT,__text) non-external _createMigrationManifest
000000019fc67e4c (__TEXT,__text) non-external _createMigrationManifest.cold.1
000000019fc64c4c (__TEXT,__text) external _createSecStaticCodeForURL
000000019fc68198 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
000000019fc64adc (__TEXT,__text) external _createSystemPolicyDefaults
000000019fc55e5c (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00000001d6f9f120 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001d6f9f128 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000019fc60210 (__TEXT,__text) external _doBooleanXPCFunction
000000019fc60494 (__TEXT,__text) external _doBooleanXPCFunctionSilent
000000019fc6049c (__TEXT,__text) external _doObjectXPCFunction
00000001d6f9f0d8 (__DATA,__bss) non-external _exec.sLog
00000001d6f9f0d0 (__DATA,__bss) non-external _exec.sLogInit
000000019fc5c3d0 (__TEXT,__text) external _fileExists
000000019fc5c44c (__TEXT,__text) external _fileIsSymlink
000000019fc5d480 (__TEXT,__text) external _findContainingBundle
000000019fc56684 (__TEXT,__text) external _findFirstSubdirectoryURL
000000019fc5de7c (__TEXT,__text) external _findOuterMostBundle
000000019fc5e594 (__TEXT,__text) external _findOuterMostBundleWithFilter
000000019fc5d650 (__TEXT,__text) external _findScanTargetByPath
000000019fc5daa4 (__TEXT,__text) external _findTopAppBundle
000000019fc5d5c0 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
000000019fc582c8 (__TEXT,__text) non-external _fsEventCallback
00000001d6f9f0b8 (__DATA,__bss) non-external _generic.sLog
00000001d6f9f0b0 (__DATA,__bss) non-external _generic.sLogInit
000000019fc6543c (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001d6f9f138 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001d6f9f0a0 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001d6f9f0a8 (__DATA,__bss) non-external _getAllowedPaths.once
000000019fc55724 (__TEXT,__text) external _getDictionaryValue
000000019fc5dd54 (__TEXT,__text) external _getVolumePrefix
000000019fc67808 (__TEXT,__text) non-external _getVolumePrefix.cold.1
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
000000019fc5d42c (__TEXT,__text) non-external _globalBundleSuffixes
00000001d6f9f118 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001d6f9f110 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
000000019fc564b4 (__TEXT,__text) external _hasCodeRequirementString
000000019fc66df4 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
000000019fc6acab (__TEXT,__cstring) non-external _hexString.nibble
000000019fc57c28 (__TEXT,__text) external _historyEntriesContainPolicyMatch
000000019fc57a68 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
000000019fc565c4 (__TEXT,__text) external _isAdhocSignature
000000019fc66e50 (__TEXT,__text) non-external _isAdhocSignature.cold.1
000000019fc5448c (__TEXT,__text) external _isAppleInternalMachine
000000019fc56584 (__TEXT,__text) external _isAppleSignedCode
000000019fc5738c (__TEXT,__text) external _isCodelessKext
000000019fc66f10 (__TEXT,__text) non-external _isCodelessKext.cold.1
000000019fc608e8 (__TEXT,__text) external _isConnectionEntitled
000000019fc67d50 (__TEXT,__text) non-external _isConnectionEntitled.cold.1
000000019fc544b0 (__TEXT,__text) external _isDarwinOSEnvironment
000000019fc565b4 (__TEXT,__text) external _isDeveloperIDKextSignedCode
000000019fc565a4 (__TEXT,__text) external _isDeveloperIDSignedCode
000000019fc544bc (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
000000019fc56430 (__TEXT,__text) external _isKernelExtensionShippedWithOS
000000019fc56428 (__TEXT,__text) external _isKernelExtensionSystemRequired
000000019fc576f8 (__TEXT,__text) external _isKextAllowedWithoutNotarization
000000019fc671a4 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
000000019fc54420 (__TEXT,__text) external _isKextSecurityDisabledMachine
000000019fc56594 (__TEXT,__text) external _isMacAppStoreSignedCode
000000019fc60ca0 (__TEXT,__text) non-external _isMigrationManifestUpToDate
000000019fc57448 (__TEXT,__text) external _isNotarizedKext
000000019fc66f74 (__TEXT,__text) non-external _isNotarizedKext.cold.1
000000019fc67020 (__TEXT,__text) non-external _isNotarizedKext.cold.2
000000019fc670b4 (__TEXT,__text) non-external _isNotarizedKext.cold.3
000000019fc54444 (__TEXT,__text) external _isSIPDisabledMachine
000000019fc54468 (__TEXT,__text) external _isSKELDisabledMachine
000000019fc5d20c (__TEXT,__text) external _isValidInfoPlist
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00000001d6f9f0c8 (__DATA,__bss) non-external _kext.sLog
00000001d6f9f0c0 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _malloc (from libSystem)
00000001d6f9f0e8 (__DATA,__bss) non-external _measurements.sLog
00000001d6f9f0e0 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
000000019fc5d194 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
