00007ff8438a0c68 (__DATA,__data) non-external _C
00007ff802ab53e0 (__TEXT,__text) non-external _get_next_format_from_width
00007ff802afb2a0 (__TEXT,__text) non-external _getargs
00007ff802afc748 (__TEXT,__text) non-external _getargs
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff802ae61d3 (__TEXT,__text) non-external _getbits
00007ff802b0c18c (__TEXT,__const) non-external _getbits.digits
00007ff802adad82 (__TEXT,__text) external _getbsize
00007ff8438a1e30 (__DATA,__bss) non-external _getbsize.header
00007ff802abfc60 (__TEXT,__text) external _getc
00007ff802ae9203 (__TEXT,__text) external _getc_unlocked
00007ff802ae9229 (__TEXT,__text) external _getchar
00007ff802ae9274 (__TEXT,__text) external _getchar_unlocked
00007ff802ab4191 (__TEXT,__text) external _getcwd
00007ff802acbf10 (__TEXT,__text) external _getdate
00007ff8438a25d0 (__DATA,__bss) non-external _getdate.tm
00007ff8438a297c (__DATA,__common) external _getdate_err
00007ff802ab8ff2 (__TEXT,__text) external _getdelim
                 (undefined) external _getdirentries (from libsystem_kernel)
00007ff802ac4e81 (__TEXT,__text) external _getdiskbyname
00007ff8438a1f58 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff802adb07f (__TEXT,__text) non-external _getent
00007ff802a88d10 (__TEXT,__text) external _getenv
00007ff802af6a7c (__TEXT,__text) external _getenv_copy_np
                 (undefined) external _geteuid (from libsystem_kernel)
                 (undefined) external _getfsstat (from libsystem_kernel)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
                 (undefined) external _getfsstat64 (from libsystem_kernel)
                 (undefined) external _getgrgid (from libsystem_info)
                 (undefined) external _getgrnam (from libsystem_info)
                 (undefined) external _getgroupcount (from libsystem_info)
                 (undefined) external _getgrouplist (from libsystem_info)
00007ff802b0573c (__TEXT,__text) external _getgroups$DARWIN_EXTSN
00007ff802ace5e6 (__TEXT,__text) external _gethostid
00007ff802aa0bbe (__TEXT,__text) external _gethostname
                 (undefined) external _getifaddrs (from libsystem_info)
00007ff802ae6da3 (__TEXT,__text) external _getipv4sourcefilter
00007ff802b08f38 (__TEXT,__text) non-external _getipv4sourcefilter.cold.1
00007ff802b08f5b (__TEXT,__text) non-external _getipv4sourcefilter.cold.2
00007ff802b08f7e (__TEXT,__text) non-external _getipv4sourcefilter.cold.3
00007ff802ac70f0 (__TEXT,__text) external _getlastlogx
00007ff802ac71c0 (__TEXT,__text) external _getlastlogxbyname
00007ff802ab8fe0 (__TEXT,__text) external _getline
00007ff802ac590c (__TEXT,__text) external _getloadavg
00007ff802abfb7c (__TEXT,__text) external _getlogin
00007ff802abfbb6 (__TEXT,__text) non-external _getlogin_basic
00007ff802adc0d9 (__TEXT,__text) external _getlogin_r
00007ff802b058b9 (__TEXT,__text) external _getmntinfo
00007ff802aba2a9 (__TEXT,__text) external _getmntinfo$INODE64
00007ff8438a26b8 (__DATA,__bss) non-external _getmntinfo$INODE64.vars
00007ff8438a1e48 (__DATA,__bss) non-external _getmntinfo.vars
00007ff802afd3a9 (__TEXT,__text) external _getmntinfo64
00007ff8438a28f8 (__DATA,__bss) non-external _getmntinfo64.bufsize
00007ff8438a28e8 (__DATA,__bss) non-external _getmntinfo64.mntbuf
00007ff8438a28f0 (__DATA,__bss) non-external _getmntinfo64.mntsize
00007ff802a96622 (__TEXT,__text) non-external _getmntinfo_internal
00007ff802a966e9 (__TEXT,__text) non-external _getmntinfo_internal
00007ff802b058df (__TEXT,__text) external _getmntinfo_r_np
00007ff802a965ca (__TEXT,__text) external _getmntinfo_r_np$INODE64
00007ff802add74c (__TEXT,__text) external _getmode
00007ff802a91382 (__TEXT,__text) non-external _getoffset
00007ff802ab5038 (__TEXT,__text) external _getopt
00007ff8438a08c8 (__DATA,__data) non-external _getopt.place
00007ff802ab49d3 (__TEXT,__text) non-external _getopt_internal
00007ff802b0953c (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff8438a0b48 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff802ab49c3 (__TEXT,__text) external _getopt_long
00007ff802ac0af0 (__TEXT,__text) external _getopt_long_only
00007ff802a979fb (__TEXT,__text) external _getpagesize
00007ff84366ac50 (__DATA_DIRTY,__bss) non-external _getpagesize.value
00007ff802add5e9 (__TEXT,__text) external _getpass
00007ff8438a2750 (__DATA,__bss) non-external _getpass.buf
00007ff802adc144 (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff802a967b0 (__TEXT,__text) external _getprogname
                 (undefined) external _getpwnam (from libsystem_info)
                 (undefined) external _getpwuid (from libsystem_info)
                 (undefined) external _getpwuid_r (from libsystem_info)
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff802a915b3 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff802ae92a4 (__TEXT,__text) external _gets
00007ff802b0c1a0 (__TEXT,__const) non-external _gets.w
00007ff8438a27f0 (__DATA,__bss) non-external _gets.warned
00007ff802a913be (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsectiondata (from libmacho)
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff802ae6fb3 (__TEXT,__text) external _getsourcefilter
00007ff802af6c20 (__TEXT,__text) external _getsubopt
00007ff802a8ff54 (__TEXT,__text) external _gettimeofday
00007ff8438a1d88 (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff8438a1d84 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff8438a1d80 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff802ac5b17 (__TEXT,__text) external _getttyent
00007ff8438a1fa8 (__DATA,__bss) non-external _getttyent.line
00007ff840085a60 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff8438a1f68 (__DATA,__bss) non-external _getttyent.tty
00007ff802ac59bd (__TEXT,__text) external _getttynam
00007ff802ac548d (__TEXT,__text) non-external _gettype
                 (undefined) external _getuid (from libsystem_kernel)
00007ff802ac621d (__TEXT,__text) external _getusershell
00007ff802b0025d (__TEXT,__text) external _getutmp
00007ff802b0029c (__TEXT,__text) external _getutmpx
00007ff802affaac (__TEXT,__text) external _getutxent
00007ff802ac7aa7 (__TEXT,__text) external _getutxent_wtmp
00007ff802affc05 (__TEXT,__text) external _getutxid
00007ff802affcdc (__TEXT,__text) external _getutxline
00007ff802b0c181 (__TEXT,__const) non-external _getv4.digits
00007ff802abfe61 (__TEXT,__text) external _getvfsbyname
00007ff802ae9359 (__TEXT,__text) external _getw
00007ff802ae938e (__TEXT,__text) external _getwc
00007ff802ae93b6 (__TEXT,__text) external _getwc_l
00007ff802ae93c0 (__TEXT,__text) external _getwchar
00007ff802ae93f2 (__TEXT,__text) external _getwchar_l
00007ff802ace651 (__TEXT,__text) external _getwd
00007ff802a91302 (__TEXT,__text) non-external _getzname
00007ff802b05940 (__TEXT,__text) external _glob
00007ff802ab6d80 (__TEXT,__text) external _glob$INODE64
00007ff802ab747b (__TEXT,__text) non-external _glob0
00007ff802ab76b3 (__TEXT,__text) non-external _glob0
00007ff802ab7c29 (__TEXT,__text) non-external _glob2
00007ff802ab822a (__TEXT,__text) non-external _glob2
00007ff802b05963 (__TEXT,__text) external _glob_b
00007ff802adc1a3 (__TEXT,__text) external _glob_b$INODE64
00007ff802adc1f6 (__TEXT,__text) non-external _globexp1
00007ff802b05986 (__TEXT,__text) non-external _globexp1
00007ff802ab8d6c (__TEXT,__text) non-external _globfinal
00007ff802ab8e02 (__TEXT,__text) external _globfree
00007ff802b0c464 (__TEXT,__const) non-external _gmt
00007ff802ab2193 (__TEXT,__text) non-external _gmt_init
00007ff8438a0aa8 (__DATA,__data) non-external _gmt_notify
00007ff8438a0b30 (__DATA,__data) non-external _gmt_once
00007ff802ab9638 (__TEXT,__text) external _gmtime
00007ff8438a1d78 (__DATA,__bss) non-external _gmtime_key
00007ff8438a2834 (__DATA,__bss) non-external _gmtime_key_error
00007ff802ab96d6 (__TEXT,__text) non-external _gmtime_key_init
00007ff8438a08f8 (__DATA,__data) non-external _gmtime_once
00007ff802ab20ea (__TEXT,__text) external _gmtime_r
00007ff802ab2224 (__TEXT,__text) non-external _gmtload
00007ff8438a1e68 (__DATA,__bss) non-external _gmtptr
00007ff802ab2105 (__TEXT,__text) non-external _gmtsub
00007ff802b0c610 (__TEXT,__const) non-external _gnuoptchar
00007ff8438a2698 (__DATA,__bss) non-external _gottoprec
00007ff802aaf8f5 (__TEXT,__text) external _grantpt
00007ff802aec544 (__TEXT,__text) non-external _grouping_init
00007ff802af0989 (__TEXT,__text) non-external _grouping_init
00007ff802aec5df (__TEXT,__text) non-external _grouping_print
00007ff802af0ab0 (__TEXT,__text) non-external _grouping_print
00007ff802add5d2 (__TEXT,__text) non-external _handler
00007ff8438a2930 (__DATA,__bss) non-external _handlers
00007ff802ad479c (__TEXT,__text) non-external _hash4
00007ff802ad33b9 (__TEXT,__text) non-external _hash_access
00007ff802ad2cad (__TEXT,__text) non-external _hash_close
00007ff802afa125 (__TEXT,__text) external _hash_create
00007ff802ad2cde (__TEXT,__text) non-external _hash_delete
00007ff802afa1b1 (__TEXT,__text) external _hash_destroy
00007ff802ad2d3b (__TEXT,__text) non-external _hash_fd
00007ff802ad2d6b (__TEXT,__text) non-external _hash_get
00007ff802afa407 (__TEXT,__text) external _hash_purge
00007ff802ad2db0 (__TEXT,__text) non-external _hash_put
00007ff802afa27b (__TEXT,__text) external _hash_search
00007ff802ad2e17 (__TEXT,__text) non-external _hash_seq
00007ff802afa47d (__TEXT,__text) external _hash_stats
00007ff802ad306a (__TEXT,__text) non-external _hash_sync
00007ff802afa392 (__TEXT,__text) external _hash_traverse
00007ff802af6d50 (__TEXT,__text) external _hcreate
00007ff802ad2b8d (__TEXT,__text) non-external _hdestroy
00007ff802af6e1c (__TEXT,__text) external _hdestroy
00007ff802a95f78 (__TEXT,__text) external _heapsort
00007ff802abba5d (__TEXT,__text) external _heapsort_b
00007ff802b0a250 (__TEXT,__const) non-external _hexdigit
00007ff802b0f6d0 (__TEXT,__cstring) non-external _hexlist
00007ff8438a2010 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff802af6e98 (__TEXT,__text) external _hsearch
00007ff8438a2888 (__DATA,__bss) non-external _htable
00007ff8438a2890 (__DATA,__bss) non-external _htablesize
                 (undefined) external _if_nametoindex (from libsystem_info)
00007ff802b0c5f0 (__TEXT,__const) non-external _illoptchar
00007ff802b0c6e0 (__TEXT,__const) non-external _illoptstring
00007ff802af6f4d (__TEXT,__text) external _imaxabs
00007ff802af6f5d (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff802a9c209 (__TEXT,__text) external _inet_addr
00007ff802a9c1c8 (__TEXT,__text) external _inet_aton
00007ff802ae5521 (__TEXT,__text) external _inet_lnaof
00007ff802ae554b (__TEXT,__text) external _inet_makeaddr
00007ff802ae5584 (__TEXT,__text) external _inet_net_ntop
00007ff802ae5a40 (__TEXT,__text) external _inet_net_pton
00007ff802b08e8d (__TEXT,__text) non-external _inet_net_pton.cold.1
00007ff802b08eae (__TEXT,__text) non-external _inet_net_pton.cold.2
00007ff802b08ed1 (__TEXT,__text) non-external _inet_net_pton.cold.3
00007ff802b0c141 (__TEXT,__const) non-external _inet_net_pton_ipv4.digits
00007ff802b0c130 (__TEXT,__const) non-external _inet_net_pton_ipv4.xdigits
00007ff802b0c150 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_l
00007ff802b0c170 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_u
00007ff802ae6258 (__TEXT,__text) external _inet_neta
00007ff802ae62fd (__TEXT,__text) external _inet_netof
00007ff802ae6329 (__TEXT,__text) external _inet_network
00007ff802ae6762 (__TEXT,__text) external _inet_nsap_addr
00007ff802ae68f3 (__TEXT,__text) external _inet_nsap_ntoa
00007ff802aba178 (__TEXT,__text) external _inet_ntoa
00007ff8438a1db0 (__DATA,__bss) non-external _inet_ntoa.ret
00007ff802a9c2a2 (__TEXT,__text) external _inet_ntop
00007ff802a9c2f3 (__TEXT,__text) external _inet_ntop4
00007ff802aaa9d4 (__TEXT,__text) external _inet_ntop6
00007ff802a9a420 (__TEXT,__text) external _inet_pton
00007ff802a9a785 (__TEXT,__text) non-external _inet_pton4
00007ff802b0c820 (__TEXT,__const) non-external _inet_pton4.digits
00007ff802b0c830 (__TEXT,__const) non-external _inet_pton6.xdigits_l
00007ff802b0c850 (__TEXT,__const) non-external _inet_pton6.xdigits_u
00007ff802ac35e0 (__TEXT,__text) non-external _infinity
00007ff802ac389e (__TEXT,__text) non-external _initMPFromDigits
00007ff802b0a350 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff802ac4e1a (__TEXT,__text) non-external _init_perm
00007ff802ac6251 (__TEXT,__text) non-external _initshells
00007ff802af9574 (__TEXT,__text) external _initstate
00007ff802aa156a (__TEXT,__text) non-external _insertionsort
00007ff802aa1604 (__TEXT,__text) non-external _insertionsort
00007ff802af6f8d (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff802ac891b (__TEXT,__text) external _isalnum
00007ff802ac8fe4 (__TEXT,__text) external _isalnum_l
00007ff802ac897f (__TEXT,__text) external _isalpha
00007ff802ac9048 (__TEXT,__text) external _isalpha_l
00007ff802ac890a (__TEXT,__text) external _isascii
00007ff802a9dc19 (__TEXT,__text) external _isatty
00007ff802ac89dd (__TEXT,__text) external _isblank
00007ff802ac90a6 (__TEXT,__text) external _isblank_l
00007ff802ac8a3b (__TEXT,__text) external _iscntrl
00007ff802ac9104 (__TEXT,__text) external _iscntrl_l
00007ff802ab9d18 (__TEXT,__text) external _isdigit
00007ff802ac9162 (__TEXT,__text) external _isdigit_l
00007ff802ac8a99 (__TEXT,__text) external _isgraph
00007ff802ac91c0 (__TEXT,__text) external _isgraph_l
00007ff802ac8d65 (__TEXT,__text) external _ishexnumber
00007ff802ac921e (__TEXT,__text) external _ishexnumber_l
00007ff802ac8dc3 (__TEXT,__text) external _isideogram
00007ff802ac927c (__TEXT,__text) external _isideogram_l
00007ff802ac8af7 (__TEXT,__text) external _islower
00007ff802ac92da (__TEXT,__text) external _islower_l
00007ff802ac8e21 (__TEXT,__text) external _isnumber
00007ff802ac9338 (__TEXT,__text) external _isnumber_l
00007ff802ac8e7f (__TEXT,__text) external _isphonogram
00007ff802ac9396 (__TEXT,__text) external _isphonogram_l
00007ff802ac8b55 (__TEXT,__text) external _isprint
00007ff802ac93f4 (__TEXT,__text) external _isprint_l
00007ff802ac8bb3 (__TEXT,__text) external _ispunct
00007ff802ac9452 (__TEXT,__text) external _ispunct_l
00007ff802ac8edd (__TEXT,__text) external _isrune
00007ff802ac94b0 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff802ac8c11 (__TEXT,__text) external _isspace
00007ff802ac9519 (__TEXT,__text) external _isspace_l
00007ff802ac8f3f (__TEXT,__text) external _isspecial
00007ff802ac9577 (__TEXT,__text) external _isspecial_l
00007ff802aafb1f (__TEXT,__text) non-external _istrsenvisx
00007ff802b08ca4 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff802b08cc7 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff802b08cea (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff802b08d0d (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff802aafac0 (__TEXT,__text) non-external _istrsenvisxl
00007ff802ac8c6f (__TEXT,__text) external _isupper
00007ff802ac95d5 (__TEXT,__text) external _isupper_l
00007ff802ac96d3 (__TEXT,__text) external _iswalnum
00007ff802ac9b63 (__TEXT,__text) external _iswalnum_l
00007ff802ac9737 (__TEXT,__text) external _iswalpha
00007ff802ac9bc7 (__TEXT,__text) external _iswalpha_l
00007ff802aca084 (__TEXT,__text) external _iswascii
00007ff802aca026 (__TEXT,__text) external _iswblank
00007ff802aca2cd (__TEXT,__text) external _iswblank_l
00007ff802ac9795 (__TEXT,__text) external _iswcntrl
00007ff802ac9c25 (__TEXT,__text) external _iswcntrl_l
00007ff802ac97f3 (__TEXT,__text) external _iswctype
00007ff802ac9c83 (__TEXT,__text) external _iswctype_l
00007ff802ac985d (__TEXT,__text) external _iswdigit
00007ff802ac9cf4 (__TEXT,__text) external _iswdigit_l
00007ff802ac9880 (__TEXT,__text) external _iswgraph
00007ff802ac9d52 (__TEXT,__text) external _iswgraph_l
00007ff802aca095 (__TEXT,__text) external _iswhexnumber
00007ff802aca32b (__TEXT,__text) external _iswhexnumber_l
00007ff802aca0f3 (__TEXT,__text) external _iswideogram
00007ff802aca389 (__TEXT,__text) external _iswideogram_l
00007ff802ac98de (__TEXT,__text) external _iswlower
00007ff802ac9db0 (__TEXT,__text) external _iswlower_l
00007ff802aca151 (__TEXT,__text) external _iswnumber
00007ff802aca3e7 (__TEXT,__text) external _iswnumber_l
00007ff802aca1af (__TEXT,__text) external _iswphonogram
00007ff802aca445 (__TEXT,__text) external _iswphonogram_l
00007ff802ac993c (__TEXT,__text) external _iswprint
00007ff802ac9e0e (__TEXT,__text) external _iswprint_l
00007ff802ac999a (__TEXT,__text) external _iswpunct
00007ff802ac9e6c (__TEXT,__text) external _iswpunct_l
00007ff802aca20d (__TEXT,__text) external _iswrune
00007ff802aca4a3 (__TEXT,__text) external _iswrune_l
00007ff802ac99f8 (__TEXT,__text) external _iswspace
00007ff802ac9eca (__TEXT,__text) external _iswspace_l
00007ff802aca26f (__TEXT,__text) external _iswspecial
00007ff802aca50c (__TEXT,__text) external _iswspecial_l
00007ff802ac9a56 (__TEXT,__text) external _iswupper
00007ff802ac9f28 (__TEXT,__text) external _iswupper_l
00007ff802ac9ab4 (__TEXT,__text) external _iswxdigit
00007ff802ac9f86 (__TEXT,__text) external _iswxdigit_l
00007ff802ab9cf5 (__TEXT,__text) external _isxdigit
00007ff802ac9633 (__TEXT,__text) external _isxdigit_l
00007ff802b0d7d0 (__TEXT,__cstring) non-external _itoa64
00007ff802adc620 (__TEXT,__text) external _jrand48
00007ff840085ff0 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff802aba38e (__TEXT,__text) external _killpg
00007ff802afaacd (__TEXT,__text) external _l64a
00007ff8438a28d8 (__DATA,__bss) non-external _l64a.buf
00007ff802af6fb6 (__TEXT,__text) external _labs
00007ff802ae0175 (__TEXT,__text) non-external _largesearch
00007ff8438a1d50 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff8436697b8 (__DATA_DIRTY,__data) non-external _lastglue
00007ff802ac3e0e (__TEXT,__text) external _lchflags
00007ff802aaa678 (__TEXT,__text) external _lchmod
00007ff8438a1c50 (__DATA,__bss) non-external _lcl_TZname
00007ff843669cc0 (__DATA_DIRTY,__data) non-external _lcl_notify
00007ff843669ce0 (__DATA_DIRTY,__data) non-external (was a private external) _lcl_rwlock
00007ff84366ac70 (__DATA_DIRTY,__bss) non-external _lclptr
00007ff802adc660 (__TEXT,__text) external _lcong48
00007ff802af6fc6 (__TEXT,__text) external _ldiv
00007ff802af70a5 (__TEXT,__text) external _lfind
00007ff802aebacc (__TEXT,__text) non-external _lflush
00007ff8438a2980 (__DATA,__common) non-external (was a private external) _libc_hooks
00007ff802ace39d (__TEXT,__text) external _libc_set_introspection_hooks
00007ff802b07e53 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.1
00007ff802b07e74 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.2
00007ff802b07e95 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.3
00007ff802b07eb6 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.4
00007ff802ae6510 (__TEXT,__text) external _link_addr
00007ff802ae6680 (__TEXT,__text) external _link_ntoa
00007ff8438a27b0 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff802af6ff6 (__TEXT,__text) external _llabs
00007ff802af7006 (__TEXT,__text) external _lldiv
00007ff802ae7520 (__TEXT,__text) non-external _loadCat
00007ff802aace38 (__TEXT,__text) non-external _loadlocale
00007ff802abfca7 (__TEXT,__text) external _localeconv
00007ff802a8d9f0 (__TEXT,__text) external _localeconv_l
00007ff802b08e02 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff802b08e14 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff802a967f6 (__TEXT,__text) external _localtime
00007ff84366ac40 (__DATA_DIRTY,__bss) non-external _localtime_key
00007ff84366ac18 (__DATA_DIRTY,__bss) non-external _localtime_key_error
00007ff802a968c5 (__TEXT,__text) non-external _localtime_key_init
00007ff8436699e8 (__DATA_DIRTY,__data) non-external _localtime_once
00007ff802a90019 (__TEXT,__text) external _localtime_r
00007ff802ac0b00 (__TEXT,__text) external _lockf
00007ff802adc6a4 (__TEXT,__text) external _lockf$NOCANCEL
00007ff802ace1b2 (__TEXT,__text) external _login
00007ff802acd0ab (__TEXT,__text) external _login_tty
00007ff802ace213 (__TEXT,__text) external _logout
00007ff802acd112 (__TEXT,__text) external _logwtmp
00007ff802ae01c3 (__TEXT,__text) non-external _lookup_substsearch
00007ff802b08d30 (__TEXT,__text) non-external _lookup_substsearch.cold.1
00007ff802adc76c (__TEXT,__text) external _lrand48
00007ff802af7036 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _lstat$INODE64 (from libsystem_kernel)
00007ff802acd947 (__TEXT,__text) external _lstatx64_np
00007ff802b0747b (__TEXT,__text) external _lstatx_np
00007ff802aa1def (__TEXT,__text) external _lstatx_np$INODE64
00007ff802aa1e29 (__TEXT,__text) non-external _lstatx_syscall
00007ff802aa1e36 (__TEXT,__text) non-external _lstatx_syscall
00007ff802ab92b3 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
00007ff840085ac0 (__DATA_CONST,__const) non-external _mapping
00007ff802ab6183 (__TEXT,__text) external _mblen
00007ff802ab620a (__TEXT,__text) external _mblen_l
00007ff802acdd62 (__TEXT,__text) external _mbmb
00007ff8438a2650 (__DATA,__bss) non-external _mbmb.warn_depreciated
                 (undefined) external _mbr_gid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uuid_to_id (from libsystem_info)
00007ff802ab628d (__TEXT,__text) external _mbrlen
00007ff802ae2309 (__TEXT,__text) external _mbrlen_l
00007ff802acdcba (__TEXT,__text) external _mbrrune
00007ff8438a264c (__DATA,__bss) non-external _mbrrune.warn_depreciated
00007ff802ab9d54 (__TEXT,__text) external _mbrtowc
00007ff802ab6b1d (__TEXT,__text) external _mbrtowc_l
00007ff802acdc11 (__TEXT,__text) external _mbrune
00007ff8438a2648 (__DATA,__bss) non-external _mbrune.warn_depreciated
00007ff802ae2385 (__TEXT,__text) external _mbsinit
00007ff802ae2352 (__TEXT,__text) external _mbsinit_l
00007ff802ae2402 (__TEXT,__text) external _mbsnrtowcs
00007ff802ae23bd (__TEXT,__text) external _mbsnrtowcs_l
00007ff802ae2591 (__TEXT,__text) external _mbsrtowcs
00007ff802ae2546 (__TEXT,__text) external _mbsrtowcs_l
00007ff802ab049a (__TEXT,__text) external _mbstowcs
00007ff802ae25e5 (__TEXT,__text) external _mbstowcs_l
00007ff802ab020f (__TEXT,__text) external _mbtowc
00007ff802a8f23d (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff802a9ed04 (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff802a8901d (__TEXT,__text) external _memset_s
00007ff802ae5514 (__TEXT,__text) non-external _memstream_close
00007ff802ae548e (__TEXT,__text) non-external _memstream_seek
00007ff802b08e47 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff802b08e6a (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff802ae537b (__TEXT,__text) non-external _memstream_update
00007ff802b08e26 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff802ae53a5 (__TEXT,__text) non-external _memstream_write
00007ff802aa0d3b (__TEXT,__text) external _mergesort
00007ff802ab13fe (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff802acd87e (__TEXT,__text) external _mkdirx_np
00007ff802aba1be (__TEXT,__text) external _mkdtemp
00007ff802ae9562 (__TEXT,__text) external _mkdtempat_np
00007ff802acd867 (__TEXT,__text) external _mkfifox_np
00007ff802ae94fb (__TEXT,__text) external _mkostemp
00007ff802ae9409 (__TEXT,__text) external _mkostemps
00007ff802ae946a (__TEXT,__text) external _mkostempsat_np
00007ff802a97a74 (__TEXT,__text) external _mkpath_np
00007ff802acd216 (__TEXT,__text) external _mkpathat_np
00007ff802ab6cf8 (__TEXT,__text) external _mkstemp
00007ff802ae95e1 (__TEXT,__text) external _mkstemp_dprotected_np
00007ff802aaa6bd (__TEXT,__text) external _mkstemps
00007ff802ae94bf (__TEXT,__text) external _mkstempsat_np
00007ff802a9e8e0 (__TEXT,__text) external _mktemp
00007ff802aa1ed1 (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007ff802b0c4a0 (__TEXT,__const) non-external _mon_lengths
00007ff802ac88e6 (__TEXT,__text) external _monaddition
00007ff802ac88fe (__TEXT,__text) external _moncontrol
00007ff802ac8904 (__TEXT,__text) external _moncount
00007ff802ac88da (__TEXT,__text) external _moninit
00007ff802ac88f8 (__TEXT,__text) external _monitor
00007ff802ac88f2 (__TEXT,__text) external _monoutput
00007ff802ac88ec (__TEXT,__text) external _monreset
00007ff802ac88e0 (__TEXT,__text) external _monstartup
00007ff802ae8216 (__TEXT,__text) non-external _moreglue
00007ff802ad611f (__TEXT,__text) non-external _mpool_bkt
00007ff802ad6387 (__TEXT,__text) external _mpool_close
00007ff802ad6071 (__TEXT,__text) external _mpool_filter
00007ff802ad61ed (__TEXT,__text) external _mpool_get
00007ff802ad608c (__TEXT,__text) external _mpool_new
00007ff802b083bc (__TEXT,__text) non-external _mpool_new.cold.1
00007ff802ad5fa3 (__TEXT,__text) external _mpool_open
00007ff802ad6372 (__TEXT,__text) external _mpool_put
00007ff802ad63d2 (__TEXT,__text) external _mpool_sync
00007ff802ad643d (__TEXT,__text) non-external _mpool_write
00007ff802adc79d (__TEXT,__text) external _mrand48
