0000000182afabe8 (__DATA,__data) external _NDR_record
00000001809e8eec (__TEXT,__text) external _sem_trywait
00000001809e8f18 (__TEXT,__text) external _sem_unlink
00000001809e8f44 (__TEXT,__text) external _sem_wait
00000001809e67ec (__TEXT,__text) external _sem_wait$NOCANCEL
0000000180a0bd78 (__TEXT,__text) external _semaphore_create
0000000180a0bee4 (__TEXT,__text) external _semaphore_destroy
00000001809ed920 (__TEXT,__text) external _semaphore_signal
00000001809ed924 (__TEXT,__text) external _semaphore_signal_all
00000001809e45c4 (__TEXT,__text) external _semaphore_signal_all_trap
00000001809ed928 (__TEXT,__text) external _semaphore_signal_thread
00000001809e45d0 (__TEXT,__text) external _semaphore_signal_thread_trap
00000001809e45b8 (__TEXT,__text) external _semaphore_signal_trap
00000001809ed930 (__TEXT,__text) external _semaphore_timedwait
00000001809ed93c (__TEXT,__text) external _semaphore_timedwait_signal
00000001809e4600 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00000001809e45f4 (__TEXT,__text) external _semaphore_timedwait_trap
00000001809ed92c (__TEXT,__text) external _semaphore_wait
00000001809ed938 (__TEXT,__text) external _semaphore_wait_signal
00000001809e45e8 (__TEXT,__text) external _semaphore_wait_signal_trap
00000001809e45dc (__TEXT,__text) external _semaphore_wait_trap
00000001809e4a68 (__TEXT,__text) external _semctl
00000001809e8f70 (__TEXT,__text) external _semget
00000001809e8f9c (__TEXT,__text) external _semop
00000001809e4a44 (__TEXT,__text) external _semsys
00000001809e8fc8 (__TEXT,__text) external _sendfile
00000001809e68c8 (__TEXT,__text) external _sendmsg
00000001809e68f4 (__TEXT,__text) external _sendmsg$NOCANCEL
00000001809e8ff4 (__TEXT,__text) external _sendmsg_x
00000001809e6920 (__TEXT,__text) external _sendto
00000001809e694c (__TEXT,__text) external _sendto$NOCANCEL
00000001809e6978 (__TEXT,__text) external _setattrlist
00000001809e9020 (__TEXT,__text) external _setattrlistat
00000001809fb464 (__TEXT,__text) external _setaudit
00000001809e904c (__TEXT,__text) external _setaudit_addr
00000001809e9078 (__TEXT,__text) external _setauid
00000001809e90a4 (__TEXT,__text) external _setegid
00000001809e90d0 (__TEXT,__text) external _seteuid
00000001809e90fc (__TEXT,__text) external _setgid
00000001809e9128 (__TEXT,__text) external _setgroups
00000001809edb68 (__TEXT,__text) external _setiopolicy_np
00000001809e9154 (__TEXT,__text) external _setitimer
00000001809e9180 (__TEXT,__text) external _setpgid
00000001809f2934 (__TEXT,__text) external _setpriority
00000001809e91ac (__TEXT,__text) external _setprivexec
00000001809ed568 (__TEXT,__text) external _setquota
00000001809e69fc (__TEXT,__text) external _setregid
00000001809e6a28 (__TEXT,__text) external _setreuid
00000001809f7594 (__TEXT,__text) external _setrlimit
00000001809e6a80 (__TEXT,__text) external _setsgroups_np
00000001809e91d8 (__TEXT,__text) external _setsid
00000001809e9204 (__TEXT,__text) external _setsockopt
00000001809e9230 (__TEXT,__text) external _setuid
00000001809e6b30 (__TEXT,__text) external _setwgroups_np
00000001809e925c (__TEXT,__text) external _setxattr
00000001809f2f24 (__TEXT,__text) external _sfi_get_class_offtime
00000001809f2f4c (__TEXT,__text) external _sfi_process_get_flags
00000001809f2f38 (__TEXT,__text) external _sfi_process_set_flags
00000001809f2f10 (__TEXT,__text) external _sfi_set_class_offtime
00000001809e4a04 (__TEXT,__text) external _shm_open
00000001809e9288 (__TEXT,__text) external _shm_unlink
00000001809e92b4 (__TEXT,__text) external _shmat
00000001809e6c38 (__TEXT,__text) external _shmctl
00000001809e92e0 (__TEXT,__text) external _shmdt
00000001809e930c (__TEXT,__text) external _shmget
00000001809e4a88 (__TEXT,__text) external _shmsys
00000001809e9338 (__TEXT,__text) external _shutdown
00000001809e9364 (__TEXT,__text) external _sigpending
00000001809e9390 (__TEXT,__text) external _sigprocmask
00000001809f8a34 (__TEXT,__text) external _sigsuspend
00000001809f759c (__TEXT,__text) external _sigsuspend$NOCANCEL
00000001809e93bc (__TEXT,__text) external _socket
00000001809e93e8 (__TEXT,__text) external _socket_delegate
00000001809e6d98 (__TEXT,__text) external _socketpair
00000001809f2734 (__TEXT,__text) external _stackshot_capture_with_config
00000001809f26b4 (__TEXT,__text) external _stackshot_config_create
00000001809f2898 (__TEXT,__text) external _stackshot_config_dealloc
00000001809f2840 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00000001809f27a8 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00000001809f27b4 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000001809f27f4 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00000001809f2718 (__TEXT,__text) external _stackshot_config_set_flags
00000001809f2818 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00000001809f26fc (__TEXT,__text) external _stackshot_config_set_pid
00000001809f27d0 (__TEXT,__text) external _stackshot_config_set_size_hint
00000001809e9414 (__TEXT,__text) external _stat
00000001809e9414 (__TEXT,__text) external _stat64
00000001809e9440 (__TEXT,__text) external _statfs
00000001809e9440 (__TEXT,__text) external _statfs64
0000000182afb310 (__DATA,__bss) non-external _supported
00000001809e946c (__TEXT,__text) external _swapon
00000001809e46c0 (__TEXT,__text) external _swtch
00000001809e46b4 (__TEXT,__text) external _swtch_pri
00000001809e9498 (__TEXT,__text) external _symlink
00000001809e94c4 (__TEXT,__text) external _symlinkat
00000001809e94f0 (__TEXT,__text) external _sync
00000001809e6e48 (__TEXT,__text) external _syscall
00000001809e46cc (__TEXT,__text) external _syscall_thread_switch
00000001809f2efc (__TEXT,__text) external _system_get_sfi_window
00000001809e951c (__TEXT,__text) external _system_override
00000001809f2ee8 (__TEXT,__text) external _system_set_sfi_window
0000000180a0ccf0 (__TEXT,__text) external _task_assign
0000000180a0ce24 (__TEXT,__text) external _task_assign_default
0000000180a0a0d4 (__TEXT,__text) external _task_create
0000000180a0f2b0 (__TEXT,__text) external _task_create_identity_token
0000000180a0f580 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00000001809e44e0 (__TEXT,__text) external _task_dyld_process_info_notify_get
0000000180a0f18c (__TEXT,__text) external _task_dyld_process_info_notify_register
00000001809e4648 (__TEXT,__text) external _task_for_pid
0000000180a0dff0 (__TEXT,__text) external _task_generate_corpse
0000000180a0cf44 (__TEXT,__text) external _task_get_assignment
0000000180a0e538 (__TEXT,__text) external _task_get_dyld_image_infos
0000000180a0c730 (__TEXT,__text) external _task_get_emulation_vector
0000000180a0eddc (__TEXT,__text) external _task_get_exc_guard_behavior
0000000180a0b4d8 (__TEXT,__text) external _task_get_exception_ports
0000000180a0f6a0 (__TEXT,__text) external _task_get_exception_ports_info
0000000180a0dbd8 (__TEXT,__text) external _task_get_mach_voucher
0000000180a0ad98 (__TEXT,__text) external _task_get_special_port
0000000180a0d268 (__TEXT,__text) external _task_get_state
0000000180a0f410 (__TEXT,__text) external _task_identity_token_get_task_port
0000000180a0a7ac (__TEXT,__text) external _task_info
0000000180a0ec00 (__TEXT,__text) external _task_inspect
00000001809e9548 (__TEXT,__text) external _task_inspect_for_pid
0000000180a0e150 (__TEXT,__text) external _task_map_corpse_info
0000000180a0ea8c (__TEXT,__text) external _task_map_corpse_info_64
0000000180a0fcf8 (__TEXT,__text) external _task_map_kcdata_object_64
00000001809e463c (__TEXT,__text) external _task_name_for_pid
0000000180a0c498 (__TEXT,__text) external _task_policy
0000000180a0c168 (__TEXT,__text) external _task_policy_get
0000000180a0c008 (__TEXT,__text) external _task_policy_set
0000000180a0da30 (__TEXT,__text) external _task_purgable_info
00000001809e9574 (__TEXT,__text) external _task_read_for_pid
0000000180a0e920 (__TEXT,__text) external _task_register_dyld_get_process_state
0000000180a0e2c0 (__TEXT,__text) external _task_register_dyld_image_infos
0000000180a0e7f8 (__TEXT,__text) external _task_register_dyld_set_dyld_state
0000000180a0e6cc (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
0000000180a14798 (__TEXT,__text) external _task_restartable_ranges_register
0000000180a14948 (__TEXT,__text) external _task_restartable_ranges_synchronize
0000000180a0ac84 (__TEXT,__text) external _task_resume
0000000180a0d91c (__TEXT,__text) external _task_resume2
0000000180a0c374 (__TEXT,__text) external _task_sample
00000001809ed95c (__TEXT,__text) external _task_self_
00000001809e4588 (__TEXT,__text) external _task_self_trap
0000000180a0faa4 (__TEXT,__text) external _task_set_corpse_forking_behavior
0000000180a0c614 (__TEXT,__text) external _task_set_emulation
0000000180a0c8c0 (__TEXT,__text) external _task_set_emulation_vector
0000000180a0ef24 (__TEXT,__text) external _task_set_exc_guard_behavior
0000000180a0b3a0 (__TEXT,__text) external _task_set_exception_ports
0000000180a0a9cc (__TEXT,__text) external _task_set_info
0000000180a0dd48 (__TEXT,__text) external _task_set_mach_voucher
0000000180a0d664 (__TEXT,__text) external _task_set_phys_footprint_limit
0000000180a0d0a4 (__TEXT,__text) external _task_set_policy
00000001809fa62c (__TEXT,__text) external _task_set_port_space
0000000180a0c9f8 (__TEXT,__text) external _task_set_ras_pc
0000000180a0af08 (__TEXT,__text) external _task_set_special_port
0000000180a0d4b4 (__TEXT,__text) external _task_set_state
0000000180a0ab70 (__TEXT,__text) external _task_suspend
0000000180a0d7bc (__TEXT,__text) external _task_suspend2
0000000180a0b7ac (__TEXT,__text) external _task_swap_exception_ports
0000000180a0de6c (__TEXT,__text) external _task_swap_mach_voucher
0000000180a0a25c (__TEXT,__text) external _task_terminate
0000000180a0fbc4 (__TEXT,__text) external _task_test_async_upcall_propagation
0000000180a0f980 (__TEXT,__text) external _task_test_sync_upcall
0000000180a0a370 (__TEXT,__text) external _task_threads
0000000180a0e3fc (__TEXT,__text) external _task_unregister_dyld_image_infos
0000000180a0cb14 (__TEXT,__text) external _task_zone_info
00000001809f2d40 (__TEXT,__text) external _terminate_with_payload
00000001809f2d2c (__TEXT,__text) external _terminate_with_reason
0000000180a109a0 (__TEXT,__text) external _thread_abort
0000000180a10ab4 (__TEXT,__text) external _thread_abort_safely
0000000180a11fe8 (__TEXT,__text) external _thread_assign
0000000180a1210c (__TEXT,__text) external _thread_assign_default
0000000180a12948 (__TEXT,__text) external _thread_convert_thread_state
0000000180a0b03c (__TEXT,__text) external _thread_create
0000000180a0b19c (__TEXT,__text) external _thread_create_running
0000000180a10bc8 (__TEXT,__text) external _thread_depress_abort
00000001809fa75c (__TEXT,__text) external _thread_destruct_special_reply_port
0000000180a12220 (__TEXT,__text) external _thread_get_assignment
0000000180a112b4 (__TEXT,__text) external _thread_get_exception_ports
0000000180a12ba8 (__TEXT,__text) external _thread_get_exception_ports_info
0000000180a12530 (__TEXT,__text) external _thread_get_mach_voucher
00000001809f02fc (__TEXT,__text) external _thread_get_register_pointer_values
0000000180a10cdc (__TEXT,__text) external _thread_get_special_port
00000001809e4684 (__TEXT,__text) external _thread_get_special_reply_port
0000000180a1037c (__TEXT,__text) external _thread_get_state
0000000180a10f80 (__TEXT,__text) external _thread_info
00000001809f0140 (__TEXT,__text) external _thread_policy
0000000180a11b98 (__TEXT,__text) external _thread_policy_get
00000001809f01d4 (__TEXT,__text) external _thread_policy_set
0000000180a1088c (__TEXT,__text) external _thread_resume
0000000180a11da4 (__TEXT,__text) external _thread_sample
00000001809e457c (__TEXT,__text) external _thread_self_trap
00000001809e95a0 (__TEXT,__text) external _thread_selfcounts
0000000180a1117c (__TEXT,__text) external _thread_set_exception_ports
0000000180a126a0 (__TEXT,__text) external _thread_set_mach_voucher
00000001809f0268 (__TEXT,__text) external _thread_set_policy
0000000180a10e4c (__TEXT,__text) external _thread_set_special_port
0000000180a105c8 (__TEXT,__text) external _thread_set_state
0000000180a10778 (__TEXT,__text) external _thread_suspend
0000000180a11588 (__TEXT,__text) external _thread_swap_exception_ports
0000000180a127c4 (__TEXT,__text) external _thread_swap_mach_voucher
00000001809ed85c (__TEXT,__text) external _thread_switch
0000000180a0fe6c (__TEXT,__text) external _thread_terminate
00000001809fd2dc (__TEXT,__text) external _thread_wire
0000000180a16b90 (__TEXT,__const) non-external _times_now
00000001809e95cc (__TEXT,__text) external _tracker_action
00000001809e95f8 (__TEXT,__text) external _truncate
00000001809e9624 (__TEXT,__text) external _umask
00000001809e9650 (__TEXT,__text) external _undelete
00000001809e967c (__TEXT,__text) external _ungraftdmg
00000001809f8a40 (__TEXT,__text) external _unlink
00000001809eb7cc (__TEXT,__text) external _unlinkat
00000001809e96a8 (__TEXT,__text) external _unmount
00000001809e96d4 (__TEXT,__text) external _usrctl
00000001809f0084 (__TEXT,__text) external _utimensat
00000001809e9700 (__TEXT,__text) external _utimes
00000001809e972c (__TEXT,__text) external _vfs_purge
00000001809fae20 (__TEXT,__text) external _vm_allocate
00000001809fd410 (__TEXT,__text) external _vm_allocate_cpm
0000000180a13794 (__TEXT,__text) external _vm_behavior_set
0000000180a133fc (__TEXT,__text) external _vm_copy
00000001809fae60 (__TEXT,__text) external _vm_deallocate
0000000180a12e88 (__TEXT,__text) external _vm_inherit
0000000182afac48 (__DATA,__common) external _vm_kernel_page_mask
0000000182afac50 (__DATA,__common) external _vm_kernel_page_shift
0000000182afac40 (__DATA,__common) external _vm_kernel_page_size
0000000180a13a4c (__TEXT,__text) external _vm_machine_attribute
00000001809fb14c (__TEXT,__text) external _vm_map
0000000180a13d40 (__TEXT,__text) external _vm_map_page_query
0000000180a13670 (__TEXT,__text) external _vm_msync
0000000182afac58 (__DATA,__common) external _vm_page_mask
0000000182afac60 (__DATA,__common) external _vm_page_shift
0000000182afac78 (__DATA,__common) external _vm_page_size
00000001809e9758 (__TEXT,__text) external _vm_pressure_monitor
00000001809fae64 (__TEXT,__text) external _vm_protect
00000001809fb3f8 (__TEXT,__text) external _vm_purgable_control
00000001809fb310 (__TEXT,__text) external _vm_read
0000000180a13138 (__TEXT,__text) external _vm_read_list
0000000180a1351c (__TEXT,__text) external _vm_read_overwrite
0000000180a140c4 (__TEXT,__text) external _vm_region_64
0000000180a13ea8 (__TEXT,__text) external _vm_region_recurse_64
00000001809fb1e8 (__TEXT,__text) external _vm_remap
00000001809fb27c (__TEXT,__text) external _vm_remap_new
00000001809fd1a4 (__TEXT,__text) external _vm_wire
0000000180a132c0 (__TEXT,__text) external _vm_write
00000001809e9b20 (__TEXT,__text) external _voucher_mach_msg_adopt
00000001809e9b04 (__TEXT,__text) external _voucher_mach_msg_clear
00000001809e9b40 (__TEXT,__text) external _voucher_mach_msg_revert
00000001809e9ae4 (__TEXT,__text) external _voucher_mach_msg_set
0000000182afac30 (__DATA,__common) external _vprintf_stderr_func
00000001809e7130 (__TEXT,__text) external _wait4
00000001809e9784 (__TEXT,__text) external _waitid
00000001809e715c (__TEXT,__text) external _waitid$NOCANCEL
00000001809f91ec (__TEXT,__text) external _work_interval_copy_port
00000001809f8b00 (__TEXT,__text) external _work_interval_create
00000001809f8fcc (__TEXT,__text) external _work_interval_destroy
00000001809f8bdc (__TEXT,__text) external _work_interval_get_flags_from_port
00000001809f8d44 (__TEXT,__text) external _work_interval_instance_alloc
00000001809f8d9c (__TEXT,__text) external _work_interval_instance_clear
00000001809f8f4c (__TEXT,__text) external _work_interval_instance_finish
00000001809f8db0 (__TEXT,__text) external _work_interval_instance_free
00000001809f8e68 (__TEXT,__text) external _work_interval_instance_get_complexity
00000001809f8e38 (__TEXT,__text) external _work_interval_instance_get_deadline
00000001809f8e50 (__TEXT,__text) external _work_interval_instance_get_finish
00000001809f8e80 (__TEXT,__text) external _work_interval_instance_get_id
00000001809f8e20 (__TEXT,__text) external _work_interval_instance_get_start
00000001809f8e88 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00000001809f8e18 (__TEXT,__text) external _work_interval_instance_set_complexity
00000001809f8e08 (__TEXT,__text) external _work_interval_instance_set_deadline
00000001809f8e10 (__TEXT,__text) external _work_interval_instance_set_finish
00000001809f8e00 (__TEXT,__text) external _work_interval_instance_set_start
00000001809f8ea4 (__TEXT,__text) external _work_interval_instance_start
00000001809f8ef4 (__TEXT,__text) external _work_interval_instance_update
00000001809f9140 (__TEXT,__text) external _work_interval_join
00000001809f9198 (__TEXT,__text) external _work_interval_join_port
00000001809f91d8 (__TEXT,__text) external _work_interval_leave
00000001809f8c68 (__TEXT,__text) external _work_interval_notify
00000001809f8ce4 (__TEXT,__text) external _work_interval_notify_simple
00000001809e97b0 (__TEXT,__text) external _write
00000001809e720c (__TEXT,__text) external _write$NOCANCEL
00000001809e97dc (__TEXT,__text) external _writev
00000001809e7238 (__TEXT,__text) external _writev$NOCANCEL
