00007ff81f25f1b7 (__TEXT,__text) non-external +[Calculate _lock]
00007ff81f3e0440 (__TEXT,__const) non-external ___bid_Ex64m64
00007ff81f3e0810 (__TEXT,__const) non-external ___bid_Kx128
00007ff81f3e1360 (__TEXT,__const) non-external ___bid_Kx192
00007ff81f3e2d00 (__TEXT,__const) non-external ___bid_Kx256
00007ff81f3e03b0 (__TEXT,__const) non-external ___bid_Kx64
00007ff81f2b74e0 (__TEXT,__const) non-external ___bid_char_table2
00007ff81f2b6920 (__TEXT,__const) non-external ___bid_char_table3
00007ff81f3dc6e0 (__TEXT,__const) non-external ___bid_convert_table
00007ff81f3df5e0 (__TEXT,__const) non-external ___bid_estimate_decimal_digits
00007ff81f3ddfd0 (__TEXT,__const) non-external ___bid_factors
00007ff81f3e0c30 (__TEXT,__const) non-external ___bid_half128
00007ff81f3e1d00 (__TEXT,__const) non-external ___bid_half192
00007ff81f3e39f0 (__TEXT,__const) non-external ___bid_half256
00007ff81f3e0520 (__TEXT,__const) non-external ___bid_half64
00007ff81f3e0b00 (__TEXT,__const) non-external ___bid_mask128
00007ff81f3e1b40 (__TEXT,__const) non-external ___bid_mask192
00007ff81f3e3790 (__TEXT,__const) non-external ___bid_mask256
00007ff81f3e0490 (__TEXT,__const) non-external ___bid_mask64
00007ff81f3006a0 (__TEXT,__const) non-external ___bid_maskhigh128
00007ff81f2b5d60 (__TEXT,__const) non-external ___bid_midi_tbl
00007ff81f3e06e0 (__TEXT,__const) non-external ___bid_midpoint128
00007ff81f3e10e0 (__TEXT,__const) non-external ___bid_midpoint192
00007ff81f3e2aa0 (__TEXT,__const) non-external ___bid_midpoint256
00007ff81f3e0310 (__TEXT,__const) non-external ___bid_midpoint64
00007ff81f2b3960 (__TEXT,__const) non-external ___bid_mod10_18_tbl
00007ff81f2ff660 (__TEXT,__const) non-external ___bid_nr_digits
00007ff81f300a60 (__TEXT,__const) non-external ___bid_onehalf128
00007ff81f3ddae0 (__TEXT,__const) non-external ___bid_packed_10000_zeros
00007ff81f3dfb40 (__TEXT,__const) non-external ___bid_power10_index_binexp_128
00007ff81f3df7f0 (__TEXT,__const) non-external ___bid_power10_table_128
00007ff81f3df550 (__TEXT,__const) non-external ___bid_recip_scale
00007ff81f3df310 (__TEXT,__const) non-external ___bid_reciprocals10_128
00007ff81f3dfab0 (__TEXT,__const) non-external ___bid_reciprocals10_64
00007ff81f2a6bea (__TEXT,__text) non-external ___bid_round128_19_38
00007ff81f2a6fb0 (__TEXT,__text) non-external ___bid_round192_39_57
00007ff81f2a7985 (__TEXT,__text) non-external ___bid_round256_58_76
00007ff81f2a6ab4 (__TEXT,__text) non-external ___bid_round64_2_18
00007ff81f3de7d0 (__TEXT,__const) non-external ___bid_round_const_table_128
00007ff81f3007b0 (__TEXT,__const) non-external ___bid_shiftright128
00007ff81f3dfa60 (__TEXT,__const) non-external ___bid_short_recip_scale
00007ff81f3e0fb0 (__TEXT,__const) non-external ___bid_ten2k128
00007ff81f3e25c0 (__TEXT,__const) non-external ___bid_ten2k256
00007ff81f3e0640 (__TEXT,__const) non-external ___bid_ten2k64
00007ff81f300480 (__TEXT,__const) non-external ___bid_ten2mk128
00007ff81f300840 (__TEXT,__const) non-external ___bid_ten2mk128trunc
00007ff81f3e0d60 (__TEXT,__const) non-external ___bid_ten2mxtrunc128
00007ff81f3e1ec0 (__TEXT,__const) non-external ___bid_ten2mxtrunc192
00007ff81f3e3c50 (__TEXT,__const) non-external ___bid_ten2mxtrunc256
00007ff81f3e05b0 (__TEXT,__const) non-external ___bid_ten2mxtrunc64
00007ff81f2a4e39 (__TEXT,__text) non-external ___binary128_to_bid128
00007ff81f2a3f07 (__TEXT,__text) non-external ___binary64_to_bid128
00007ff841c83b08 (__DATA_CONST,__const) non-external ___block_descriptor_32_e25_c24?08"NSDictionary"16l
00007ff841c83c98 (__DATA_CONST,__const) non-external ___block_descriptor_32_e28_"NSString"16?0"NSString"8l
00007ff841c838b8 (__DATA_CONST,__const) non-external ___block_descriptor_32_e31_q24?0"UnitRank"8"UnitRank"16l
00007ff841c84018 (__DATA_CONST,__const) non-external ___block_descriptor_32_e37_c24?0"NSString"8"NSCharacterSet"16l
00007ff841c839e8 (__DATA_CONST,__const) non-external ___block_descriptor_32_e41_q24?0"CalculateUnit"8"CalculateUnit"16l
00007ff841c83f28 (__DATA_CONST,__const) non-external ___block_descriptor_32_e45_q24?0"CalculateResult"8"CalculateResult"16l
00007ff841c841e8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff841c83b68 (__DATA_CONST,__const) non-external ___block_descriptor_32_e83_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSTextCheckingResult">24l
00007ff841c837f8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00007ff841c83798 (__DATA_CONST,__const) non-external ___block_descriptor_40_e18_c16?0"NSString"8l
00007ff841c84198 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ff841c83858 (__DATA_CONST,__const) non-external ___block_descriptor_40_e83_v16?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8l
00007ff841c841b8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e24_v16?0"NSNotification"8l
00007ff841c838f8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e52_v56?0"NSString"8{_NSRange=QQ}16{_NSRange=QQ}32^c48l
00007ff841c83c38 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e71_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSString">24l
00007ff841c83c68 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e84_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSString"{_NSRange=QQ}>24l
00007ff841c83cd8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e28_"NSString"16?0"NSString"8l
00007ff841c83fe8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e30_"NSTextCheckingResult"12?0c8l
00007ff841c83e98 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e31_v28?0"CalculateToken"8^i16c24l
00007ff841c839b8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e34_"NSString"32?0"NSNumber"8Q16Q24l
00007ff841c83ec8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e37_{UnitSet=[4Q]}16?0"CalculateToken"8l
00007ff841c83ef8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e38_"NSMutableSet"16?0"CalculateToken"8l
00007ff841c840b8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e38_v40?0Q8Q16"NSString"24"UnitRanks"32l
00007ff841c83e28 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e40_"NSString"16?0"NSTextCheckingResult"8l
00007ff841c83a28 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff841c837d8 (__DATA_CONST,__const) non-external ___block_descriptor_41_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00007ff841c83838 (__DATA_CONST,__const) non-external ___block_descriptor_48_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00007ff841c837b8 (__DATA_CONST,__const) non-external ___block_descriptor_48_e83_v16?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8l
00007ff841c84088 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e11_v24?0Q8Q16l
00007ff841c83d08 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e28_"NSString"16?0"NSString"8l
00007ff841c83c08 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e40_"NSString"16?0"NSTextCheckingResult"8l
00007ff841c84258 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00007ff841c84228 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e11_q24?0816l
00007ff841c83a58 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e18_v16?0"NSString"8l
00007ff841c83d38 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e21_"NSString"16?0i8i12l
00007ff841c83d68 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e28_"NSString"16?0"NSString"8l
00007ff841c83f88 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e37_v32?0"NSString"8i16f20"NSLocale"24l
00007ff841c83818 (__DATA_CONST,__const) non-external ___block_descriptor_49_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00007ff841c83bd8 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32bs40bs48r_e37_v32?0"NSTextCheckingResult"8Q16^c24l
00007ff841c84168 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32bs40r48r_e37_v40?0"NSString"8{_NSRange=QQ}16^c32l
00007ff841c84058 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40bs48r_e37_v40?0"NSString"8{_NSRange=QQ}16^c32l
00007ff841c83ba8 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40r48r_e20_v24?0{_NSRange=QQ}8l
00007ff841c83fb8 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48bs_e36_v32?0"NSArray"8i16i20"NSLocale"24l
00007ff841c83768 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48r_e46_v32?0"NSData"8"NSURLResponse"16"NSError"24l
00007ff841c83708 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48r_e5_v8?0l
00007ff841c83738 (__DATA_CONST,__const) non-external ___block_descriptor_60_e8_32s40s48r_e5_v8?0l
00007ff841c84138 (__DATA_CONST,__const) non-external ___block_descriptor_72_e8_32bs40r48r56r64r_e37_v40?0"NSString"8{_NSRange=QQ}16^c32l
00007ff841c83d98 (__DATA_CONST,__const) non-external ___block_descriptor_88_e8_32s40s48s56bs64r72r80r_e43_"NSString"32?0"NSString"8{_NSRange=QQ}16l
00007ff841c84108 (__DATA_CONST,__const) non-external ___block_descriptor_92_e8_32s40r48r56r64r72r80r_e37_v40?0"NSString"8{_NSRange=QQ}16^c32l
00007ff841c842a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff841c83878 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff841c84208 (__DATA_CONST,__const) non-external ___block_literal_global.1043
00007ff841c842c8 (__DATA_CONST,__const) non-external ___block_literal_global.1080
00007ff841c83898 (__DATA_CONST,__const) non-external ___block_literal_global.127
00007ff841c838d8 (__DATA_CONST,__const) non-external ___block_literal_global.196
00007ff841c84038 (__DATA_CONST,__const) non-external ___block_literal_global.220
00007ff841c84288 (__DATA_CONST,__const) non-external ___block_literal_global.240
00007ff841c840e8 (__DATA_CONST,__const) non-external ___block_literal_global.243
00007ff841c83a08 (__DATA_CONST,__const) non-external ___block_literal_global.454
00007ff841c83998 (__DATA_CONST,__const) non-external ___block_literal_global.509
00007ff841c83a88 (__DATA_CONST,__const) non-external ___block_literal_global.619
00007ff841c83aa8 (__DATA_CONST,__const) non-external ___block_literal_global.625
00007ff841c83ac8 (__DATA_CONST,__const) non-external ___block_literal_global.630
00007ff841c83ae8 (__DATA_CONST,__const) non-external ___block_literal_global.668
00007ff841c83b28 (__DATA_CONST,__const) non-external ___block_literal_global.673
00007ff841c83b48 (__DATA_CONST,__const) non-external ___block_literal_global.680
00007ff841c83b88 (__DATA_CONST,__const) non-external ___block_literal_global.682
00007ff841c83cb8 (__DATA_CONST,__const) non-external ___block_literal_global.708
00007ff841c83f68 (__DATA_CONST,__const) non-external ___block_literal_global.734
00007ff841c83dc8 (__DATA_CONST,__const) non-external ___block_literal_global.809
00007ff841c83de8 (__DATA_CONST,__const) non-external ___block_literal_global.817
00007ff841c83e08 (__DATA_CONST,__const) non-external ___block_literal_global.823
00007ff841c83e58 (__DATA_CONST,__const) non-external ___block_literal_global.835
00007ff841c83e78 (__DATA_CONST,__const) non-external ___block_literal_global.844
00007ff841c83f48 (__DATA_CONST,__const) non-external ___block_literal_global.931
                 (undefined) external ___bzero (from libSystem)
00007ff81f27ad3e (__TEXT,__text) non-external ___calc_yyparse_block_invoke
00007ff81f2a8b70 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff81f2a8b90 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff81f25f081 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff81f269e3c (__TEXT,__text) non-external ___copy_helper_block_e8_32b40b48r
00007ff81f27265e (__TEXT,__text) non-external ___copy_helper_block_e8_32b40r48r
00007ff81f2726a8 (__TEXT,__text) non-external ___copy_helper_block_e8_32b40r48r56r64r
00007ff81f25f0a7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff81f26a1d2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff81f272b29 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40b48r
00007ff81f269e86 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40r48r
00007ff81f272767 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40r48r56r64r72r80r
00007ff81f25f0b6 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff81f2734b1 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48b
00007ff81f248321 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48r
00007ff81f26a074 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48s56b64r72r80r
00007ff81f25f098 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff81f269ec8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r48r
00007ff81f272716 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40r48r56r64r
00007ff81f2727f1 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40r48r56r64r72r80r
00007ff81f25f0db (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff81f248365 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
00007ff81f2734f5 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40s48s
00007ff81f26a0f5 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40s48s56s64r72r80r
00007ff81f27e75e (__TEXT,__text) non-external ___dpml_bid_C_ux_erf__
00007ff81f27ecd7 (__TEXT,__text) non-external ___dpml_bid_C_ux_hyperbolic__
00007ff81f281e0b (__TEXT,__text) non-external ___dpml_bid_C_ux_trig__
00007ff81f27f9af (__TEXT,__text) non-external ___dpml_bid_addsub__
00007ff81f2ad770 (__TEXT,__const) non-external ___dpml_bid_bid_x_table
00007ff81f2ad920 (__TEXT,__const) non-external ___dpml_bid_cbrt_x_table
00007ff81f280365 (__TEXT,__text) non-external ___dpml_bid_divide__
00007ff81f2ad990 (__TEXT,__const) non-external ___dpml_bid_erf_x_table
00007ff81f28000e (__TEXT,__text) non-external ___dpml_bid_evaluate_packed_poly__
00007ff81f2806c8 (__TEXT,__text) non-external ___dpml_bid_evaluate_rational__
00007ff81f27e2a9 (__TEXT,__text) non-external ___dpml_bid_exception
00007ff81f2adef0 (__TEXT,__const) non-external ___dpml_bid_exp_x_table
00007ff81f2801d2 (__TEXT,__text) non-external ___dpml_bid_extended_multiply__
00007ff81f27f8bd (__TEXT,__text) non-external ___dpml_bid_ffs_and_shift__
00007ff81f2ad040 (__TEXT,__const) non-external ___dpml_bid_globals_table
00007ff81f2ae440 (__TEXT,__const) non-external ___dpml_bid_inv_hyper_x_table
00007ff81f2ae4b0 (__TEXT,__const) non-external ___dpml_bid_inv_trig_x_table
00007ff81f2ae9d0 (__TEXT,__const) non-external ___dpml_bid_lgamma_x_table
00007ff81f2aeda0 (__TEXT,__const) non-external ___dpml_bid_log_x_table
00007ff81f2800d9 (__TEXT,__text) non-external ___dpml_bid_multiply__
00007ff81f27feba (__TEXT,__text) non-external ___dpml_bid_pack__
00007ff81f2afd50 (__TEXT,__const) non-external ___dpml_bid_sqrt_t_table
00007ff81f2af050 (__TEXT,__const) non-external ___dpml_bid_sqrt_x_table
00007ff81f2af940 (__TEXT,__const) non-external ___dpml_bid_trig_x_table
00007ff81f27fe20 (__TEXT,__text) non-external ___dpml_bid_unpack2__
00007ff81f27fbd1 (__TEXT,__text) non-external ___dpml_bid_unpack_x_or_y__
00007ff81f27efd5 (__TEXT,__text) non-external ___dpml_bid_ux_asin_acos__
00007ff81f27e628 (__TEXT,__text) non-external ___dpml_bid_ux_cmp__
00007ff81f281b50 (__TEXT,__text) non-external ___dpml_bid_ux_degree_reduce__
00007ff81f27ea5c (__TEXT,__text) non-external ___dpml_bid_ux_exp_common__
00007ff81f27eaa6 (__TEXT,__text) non-external ___dpml_bid_ux_exp_reduce__
00007ff81f27f772 (__TEXT,__text) non-external ___dpml_bid_ux_log__
00007ff81f2814bc (__TEXT,__text) non-external ___dpml_bid_ux_radian_reduce__
00007ff81f281418 (__TEXT,__text) non-external ___dpml_bid_ux_sincos
00007ff81f281130 (__TEXT,__text) non-external ___dpml_bid_ux_sqrt_evaluation__
00007ff81f281ef7 (__TEXT,__text) non-external ___dpml_bid_ux_tancot__
00007ff81f2aef90 (__TEXT,__const) non-external ___dpml_bid_x_constants__
00007ff81f2ad1e0 (__TEXT,__const) non-external ___dpml_response_table
                 (undefined) external ___error (from libSystem)
00007ff81f280d68 (__TEXT,__text) non-external ___eval_neg_poly
00007ff81f28088e (__TEXT,__text) non-external ___eval_pos_poly
00007ff81f2af100 (__TEXT,__const) non-external ___four_over_pi
00007ff81f2520f5 (__TEXT,__text) non-external ___functionACosD_block_invoke
00007ff81f253c69 (__TEXT,__text) non-external ___functionACosH_block_invoke
00007ff81f250bec (__TEXT,__text) non-external ___functionACos_block_invoke
00007ff81f259031 (__TEXT,__text) non-external ___functionAND_block_invoke
00007ff81f251cad (__TEXT,__text) non-external ___functionASinD_block_invoke
00007ff81f253a0e (__TEXT,__text) non-external ___functionASinH_block_invoke
00007ff81f25095a (__TEXT,__text) non-external ___functionASin_block_invoke
00007ff81f25248a (__TEXT,__text) non-external ___functionATanD_block_invoke
00007ff81f254377 (__TEXT,__text) non-external ___functionATanH_block_invoke
00007ff81f250f7d (__TEXT,__text) non-external ___functionATan_block_invoke
00007ff81f25464b (__TEXT,__text) non-external ___functionCeil_block_invoke
00007ff81f259920 (__TEXT,__text) non-external ___functionCompose_block_invoke
00007ff81f248654 (__TEXT,__text) non-external ___functionConstant_block_invoke
00007ff81f25154e (__TEXT,__text) non-external ___functionCosD_block_invoke
00007ff81f252f89 (__TEXT,__text) non-external ___functionCosH_block_invoke
00007ff81f25038b (__TEXT,__text) non-external ___functionCos_block_invoke
00007ff81f24f3a0 (__TEXT,__text) non-external ___functionCubeRoot_block_invoke
00007ff81f24ddc8 (__TEXT,__text) non-external ___functionDivide_block_invoke
00007ff81f25665c (__TEXT,__text) non-external ___functionERFC_block_invoke
00007ff81f2562b7 (__TEXT,__text) non-external ___functionERF_block_invoke
00007ff81f24f666 (__TEXT,__text) non-external ___functionExp_block_invoke
00007ff81f257a53 (__TEXT,__text) non-external ___functionFMod_block_invoke
00007ff81f2556ce (__TEXT,__text) non-external ___functionFabs_block_invoke
00007ff81f256edc (__TEXT,__text) non-external ___functionFactorial_block_invoke
00007ff81f25a24d (__TEXT,__text) non-external ___functionFail_block_invoke
00007ff81f254d55 (__TEXT,__text) non-external ___functionFloor_block_invoke
00007ff81f257f9d (__TEXT,__text) non-external ___functionHypot_block_invoke
00007ff81f2558df (__TEXT,__text) non-external ___functionJ0_block_invoke
00007ff81f255a42 (__TEXT,__text) non-external ___functionJ1_block_invoke
00007ff81f256080 (__TEXT,__text) non-external ___functionLGamma_block_invoke
00007ff81f2595b8 (__TEXT,__text) non-external ___functionLeftShift_block_invoke
00007ff81f24f8b6 (__TEXT,__text) non-external ___functionLn_block_invoke
00007ff81f24fd4f (__TEXT,__text) non-external ___functionLogBase_block_invoke
00007ff81f24faff (__TEXT,__text) non-external ___functionLog_block_invoke
00007ff81f258aed (__TEXT,__text) non-external ___functionMax_block_invoke
00007ff81f2585a9 (__TEXT,__text) non-external ___functionMin_block_invoke
00007ff81f2592f3 (__TEXT,__text) non-external ___functionNOR_block_invoke
00007ff81f24e301 (__TEXT,__text) non-external ___functionNegate_block_invoke
00007ff81f248ace (__TEXT,__text) non-external ___functionNoOp_block_invoke
00007ff81f259192 (__TEXT,__text) non-external ___functionOR_block_invoke
00007ff81f24ec64 (__TEXT,__text) non-external ___functionPercentDecrease_block_invoke
00007ff81f24e7ea (__TEXT,__text) non-external ___functionPercentIncrease_block_invoke
00007ff81f24e582 (__TEXT,__text) non-external ___functionPercent_block_invoke
00007ff81f24cf7e (__TEXT,__text) non-external ___functionPow_block_invoke
00007ff81f255e6b (__TEXT,__text) non-external ___functionRInt_block_invoke
00007ff81f2582a9 (__TEXT,__text) non-external ___functionRem_block_invoke
00007ff81f25976c (__TEXT,__text) non-external ___functionRightShift_block_invoke
00007ff81f25755c (__TEXT,__text) non-external ___functionRoot_block_invoke
00007ff81f2551b2 (__TEXT,__text) non-external ___functionRoundNearest_block_invoke
00007ff81f254f71 (__TEXT,__text) non-external ___functionRound_block_invoke
00007ff81f24d925 (__TEXT,__text) non-external ___functionSameCurrency_block_invoke
00007ff81f25120f (__TEXT,__text) non-external ___functionSinD_block_invoke
00007ff81f252801 (__TEXT,__text) non-external ___functionSinH_block_invoke
00007ff81f250114 (__TEXT,__text) non-external ___functionSine_block_invoke
00007ff81f24f158 (__TEXT,__text) non-external ___functionSqrRoot_block_invoke
00007ff81f24cae5 (__TEXT,__text) non-external ___functionSubtract_block_invoke
00007ff81f25188d (__TEXT,__text) non-external ___functionTanD_block_invoke
00007ff81f2535fb (__TEXT,__text) non-external ___functionTanH_block_invoke
00007ff81f250602 (__TEXT,__text) non-external ___functionTan_block_invoke
00007ff81f2491d3 (__TEXT,__text) non-external ___functionUnit_block_invoke
00007ff81f259457 (__TEXT,__text) non-external ___functionXOR_block_invoke
00007ff81f255ba5 (__TEXT,__text) non-external ___functionY0_block_invoke
00007ff81f255d08 (__TEXT,__text) non-external ___functionY1_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
00007ff81f2af030 (__TEXT,__const) non-external ___ux_one__
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
00007ff81f2599f7 (__TEXT,__text) non-external __functionConvert
00007ff8430b7a08 (__DATA,__bss) non-external __loadIfNeeded.onceToken
00007ff8430b7950 (__DATA,__bss) non-external __lock.onceToken
00007ff8430b7998 (__DATA,__bss) non-external __lock.onceToken.667
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff841c8a3c0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00007ff841c8a508 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.274
00007ff841c8a568 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.275
00007ff841c8a5c8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.496
00007ff841c8a418 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.529
00007ff841c8a5f8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.757
00007ff841c8a670 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.758
00007ff841c8a490 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.88
00007ff841c8a6e8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.897
00007ff8430b7320 (__DATA,__data) non-external __updateInputValueFromMatch:.feetInchRegexp
00007ff8430b7328 (__DATA,__data) non-external __updateInputValueFromMatch:.onceToken
                 (undefined) external _acos (from libSystem)
                 (undefined) external _acosh (from libSystem)
00007ff8430b7a30 (__DATA,__bss) non-external _addSet
00007ff81f24965e (__TEXT,__text) non-external _addUnitToSuggestions
                 (undefined) external _asin (from libSystem)
                 (undefined) external _asinh (from libSystem)
                 (undefined) external _atan (from libSystem)
                 (undefined) external _atanh (from libSystem)
00007ff8430b7a18 (__DATA,__bss) non-external _availableUnitRanks
00007ff8430b7a10 (__DATA,__bss) non-external _availableUnitRanksLock
00007ff81f28cdb9 (__TEXT,__text) non-external _bid128_ext_fma
00007ff81f249e7b (__TEXT,__text) non-external _bid128_pow_fix
00007ff81f2a617a (__TEXT,__text) non-external _bid128_to_binary128_2part
00007ff81f294cd3 (__TEXT,__text) non-external _bid___div_128_by_128.1196
00007ff81f29b5da (__TEXT,__text) non-external _bid___div_128_by_128.1228
00007ff81f293653 (__TEXT,__text) non-external _bid_add_and_round
00007ff81f29445f (__TEXT,__text) non-external _bid_bid_nr_digits256
00007ff81f30e7e0 (__TEXT,__const) non-external _bid_breakpoints_binary128
00007ff81f300cb0 (__TEXT,__const) non-external _bid_breakpoints_binary64
00007ff81f3da690 (__TEXT,__const) non-external _bid_coefflimits_bid128
00007ff81f2b75a0 (__TEXT,__const) non-external _bid_decimal128_moduli.1262
00007ff81f3354c0 (__TEXT,__const) non-external _bid_exponents_binary128
00007ff81f303670 (__TEXT,__const) non-external _bid_exponents_binary64
00007ff81f27e448 (__TEXT,__text) non-external _bid_f128_add
00007ff81f27ee87 (__TEXT,__text) non-external _bid_f128_asinh
00007ff81f27e5c5 (__TEXT,__text) non-external _bid_f128_cmp
00007ff81f27e3c9 (__TEXT,__text) non-external _bid_f128_div
00007ff81f27ec7a (__TEXT,__text) non-external _bid_f128_exp
00007ff81f27e549 (__TEXT,__text) non-external _bid_f128_itof
00007ff81f27f18f (__TEXT,__text) non-external _bid_f128_lgamma
00007ff81f27f85f (__TEXT,__text) non-external _bid_f128_log
00007ff81f27e34c (__TEXT,__text) non-external _bid_f128_mul
00007ff81f27e69c (__TEXT,__text) non-external _bid_f128_nextafter
00007ff81f281322 (__TEXT,__text) non-external _bid_f128_sqrt
00007ff81f27e4c7 (__TEXT,__text) non-external _bid_f128_sub
00007ff81f28c3b8 (__TEXT,__text) non-external _bid_get_BID128
00007ff81f2a1308 (__TEXT,__text) non-external _bid_get_BID128.1259
00007ff81f3db9a0 (__TEXT,__const) non-external _bid_innertable_exp
00007ff81f3da9a0 (__TEXT,__const) non-external _bid_innertable_sig
00007ff81f2b14e0 (__TEXT,__const) non-external _bid_log_table_1
