000000018244b868 (__DATA,__data) external _NDR_record
000000018037c5b8 (__TEXT,__text) external _task_assign
000000018037c6e8 (__TEXT,__text) external _task_assign_default
0000000180379c6c (__TEXT,__text) external _task_create
000000018037e9bc (__TEXT,__text) external _task_create_identity_token
000000018037ec7c (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00000001803557e0 (__TEXT,__text) external _task_dyld_process_info_notify_get
000000018037e89c (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000180355948 (__TEXT,__text) external _task_for_pid
000000018037d764 (__TEXT,__text) external _task_generate_corpse
000000018037c804 (__TEXT,__text) external _task_get_assignment
000000018037dc9c (__TEXT,__text) external _task_get_dyld_image_infos
000000018037c014 (__TEXT,__text) external _task_get_emulation_vector
000000018037e500 (__TEXT,__text) external _task_get_exc_guard_behavior
000000018037af34 (__TEXT,__text) external _task_get_exception_ports
000000018037ed98 (__TEXT,__text) external _task_get_exception_ports_info
000000018037d35c (__TEXT,__text) external _task_get_mach_voucher
000000018037a860 (__TEXT,__text) external _task_get_special_port
000000018037cb14 (__TEXT,__text) external _task_get_state
000000018037eb14 (__TEXT,__text) external _task_identity_token_get_task_port
000000018037a31c (__TEXT,__text) external _task_info
000000018037e330 (__TEXT,__text) external _task_inspect
000000018035a7f0 (__TEXT,__text) external _task_inspect_for_pid
000000018037d8bc (__TEXT,__text) external _task_map_corpse_info
000000018037e1c8 (__TEXT,__text) external _task_map_corpse_info_64
000000018037f374 (__TEXT,__text) external _task_map_kcdata_object_64
000000018035593c (__TEXT,__text) external _task_name_for_pid
000000018037bd8c (__TEXT,__text) external _task_policy
000000018037ba7c (__TEXT,__text) external _task_policy_get
000000018037b928 (__TEXT,__text) external _task_policy_set
000000018037d208 (__TEXT,__text) external _task_purgable_info
000000018035a81c (__TEXT,__text) external _task_read_for_pid
000000018037e070 (__TEXT,__text) external _task_register_dyld_get_process_state
000000018037da24 (__TEXT,__text) external _task_register_dyld_image_infos
000000018037df4c (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000018037de20 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
0000000180383994 (__TEXT,__text) external _task_restartable_ranges_register
0000000180383ae0 (__TEXT,__text) external _task_restartable_ranges_synchronize
000000018037a754 (__TEXT,__text) external _task_resume
000000018037d0fc (__TEXT,__text) external _task_resume2
000000018037bc6c (__TEXT,__text) external _task_sample
000000018035e2a4 (__TEXT,__text) external _task_self_
0000000180355888 (__TEXT,__text) external _task_self_trap
000000018037f128 (__TEXT,__text) external _task_set_corpse_forking_behavior
000000018037bef8 (__TEXT,__text) external _task_set_emulation
000000018037c198 (__TEXT,__text) external _task_set_emulation_vector
000000018037e640 (__TEXT,__text) external _task_set_exc_guard_behavior
000000018037ae00 (__TEXT,__text) external _task_set_exception_ports
000000018037a4f4 (__TEXT,__text) external _task_set_info
000000018037d4c4 (__TEXT,__text) external _task_set_mach_voucher
000000018037ce54 (__TEXT,__text) external _task_set_phys_footprint_limit
000000018037c95c (__TEXT,__text) external _task_set_policy
000000018036ab60 (__TEXT,__text) external _task_set_port_space
000000018037c2d0 (__TEXT,__text) external _task_set_ras_pc
000000018037a9c8 (__TEXT,__text) external _task_set_special_port
000000018037ccf8 (__TEXT,__text) external _task_set_state
000000018037a648 (__TEXT,__text) external _task_suspend
000000018037cfa4 (__TEXT,__text) external _task_suspend2
000000018037b19c (__TEXT,__text) external _task_swap_exception_ports
000000018037d5e4 (__TEXT,__text) external _task_swap_mach_voucher
0000000180379df4 (__TEXT,__text) external _task_terminate
000000018037f244 (__TEXT,__text) external _task_test_async_upcall_propagation
000000018037f008 (__TEXT,__text) external _task_test_sync_upcall
0000000180379f00 (__TEXT,__text) external _task_threads
000000018037db60 (__TEXT,__text) external _task_unregister_dyld_image_infos
000000018037c3ec (__TEXT,__text) external _task_zone_info
000000018036370c (__TEXT,__text) external _terminate_with_payload
00000001803636f8 (__TEXT,__text) external _terminate_with_reason
000000018037fe80 (__TEXT,__text) external _thread_abort
000000018037ff8c (__TEXT,__text) external _thread_abort_safely
000000018038130c (__TEXT,__text) external _thread_assign
000000018038142c (__TEXT,__text) external _thread_assign_default
0000000180381c38 (__TEXT,__text) external _thread_convert_thread_state
000000018037aaf8 (__TEXT,__text) external _thread_create
000000018037ac50 (__TEXT,__text) external _thread_create_running
0000000180380098 (__TEXT,__text) external _thread_depress_abort
000000018036ac90 (__TEXT,__text) external _thread_destruct_special_reply_port
0000000180381538 (__TEXT,__text) external _thread_get_assignment
0000000180380740 (__TEXT,__text) external _thread_get_exception_ports
0000000180381e54 (__TEXT,__text) external _thread_get_exception_ports_info
0000000180381830 (__TEXT,__text) external _thread_get_mach_voucher
0000000180360ac4 (__TEXT,__text) external _thread_get_register_pointer_values
00000001803801a4 (__TEXT,__text) external _thread_get_special_port
0000000180355984 (__TEXT,__text) external _thread_get_special_reply_port
000000018037f928 (__TEXT,__text) external _thread_get_state
000000018038043c (__TEXT,__text) external _thread_info
0000000180360908 (__TEXT,__text) external _thread_policy
0000000180380ee0 (__TEXT,__text) external _thread_policy_get
000000018036099c (__TEXT,__text) external _thread_policy_set
000000018037fd74 (__TEXT,__text) external _thread_resume
00000001803810d0 (__TEXT,__text) external _thread_sample
000000018035587c (__TEXT,__text) external _thread_self_trap
000000018035a848 (__TEXT,__text) external _thread_selfcounts
000000018038060c (__TEXT,__text) external _thread_set_exception_ports
0000000180381998 (__TEXT,__text) external _thread_set_mach_voucher
0000000180360a30 (__TEXT,__text) external _thread_set_policy
000000018038030c (__TEXT,__text) external _thread_set_special_port
000000018037fb0c (__TEXT,__text) external _thread_set_state
000000018037fc68 (__TEXT,__text) external _thread_suspend
00000001803809a8 (__TEXT,__text) external _thread_swap_exception_ports
0000000180381ab8 (__TEXT,__text) external _thread_swap_mach_voucher
000000018035e1a4 (__TEXT,__text) external _thread_switch
000000018037f4dc (__TEXT,__text) external _thread_terminate
000000018036d810 (__TEXT,__text) external _thread_wire
0000000180385a80 (__TEXT,__const) non-external _times_now
000000018035a874 (__TEXT,__text) external _tracker_action
000000018035a8a0 (__TEXT,__text) external _truncate
000000018035a8cc (__TEXT,__text) external _umask
000000018035a8f8 (__TEXT,__text) external _undelete
000000018035a924 (__TEXT,__text) external _ungraftdmg
0000000180368f98 (__TEXT,__text) external _unlink
000000018035c9a8 (__TEXT,__text) external _unlinkat
000000018035a950 (__TEXT,__text) external _unmount
000000018035a97c (__TEXT,__text) external _usrctl
0000000180360848 (__TEXT,__text) external _utimensat
000000018035a9a8 (__TEXT,__text) external _utimes
000000018035a9d4 (__TEXT,__text) external _vfs_purge
000000018036b348 (__TEXT,__text) external _vm_allocate
000000018036d940 (__TEXT,__text) external _vm_allocate_cpm
00000001803829cc (__TEXT,__text) external _vm_behavior_set
0000000180382634 (__TEXT,__text) external _vm_copy
000000018036b388 (__TEXT,__text) external _vm_deallocate
00000001803820c4 (__TEXT,__text) external _vm_inherit
000000018244b8c8 (__DATA,__common) external _vm_kernel_page_mask
000000018244b8d0 (__DATA,__common) external _vm_kernel_page_shift
000000018244b8c0 (__DATA,__common) external _vm_kernel_page_size
0000000180382c80 (__TEXT,__text) external _vm_machine_attribute
000000018036b670 (__TEXT,__text) external _vm_map
0000000180382f70 (__TEXT,__text) external _vm_map_page_query
00000001803828a8 (__TEXT,__text) external _vm_msync
000000018244b8d8 (__DATA,__common) external _vm_page_mask
000000018244b8e0 (__DATA,__common) external _vm_page_shift
000000018244b8f8 (__DATA,__common) external _vm_page_size
000000018035aa00 (__TEXT,__text) external _vm_pressure_monitor
000000018036b38c (__TEXT,__text) external _vm_protect
000000018036b91c (__TEXT,__text) external _vm_purgable_control
000000018036b834 (__TEXT,__text) external _vm_read
0000000180382370 (__TEXT,__text) external _vm_read_list
0000000180382754 (__TEXT,__text) external _vm_read_overwrite
00000001803832e0 (__TEXT,__text) external _vm_region_64
00000001803830d0 (__TEXT,__text) external _vm_region_recurse_64
000000018036b70c (__TEXT,__text) external _vm_remap
000000018036b7a0 (__TEXT,__text) external _vm_remap_new
000000018036d6dc (__TEXT,__text) external _vm_wire
00000001803824f8 (__TEXT,__text) external _vm_write
000000018035ac64 (__TEXT,__text) external _voucher_mach_msg_adopt
000000018035ac48 (__TEXT,__text) external _voucher_mach_msg_clear
000000018035ac84 (__TEXT,__text) external _voucher_mach_msg_revert
000000018035ac28 (__TEXT,__text) external _voucher_mach_msg_set
000000018244b8b0 (__DATA,__common) external _vprintf_stderr_func
0000000180358404 (__TEXT,__text) external _wait4
000000018035aa2c (__TEXT,__text) external _waitid
0000000180358430 (__TEXT,__text) external _waitid$NOCANCEL
0000000180369768 (__TEXT,__text) external _work_interval_copy_port
0000000180369058 (__TEXT,__text) external _work_interval_create
0000000180369548 (__TEXT,__text) external _work_interval_destroy
0000000180369170 (__TEXT,__text) external _work_interval_get_flags_from_port
00000001803692d8 (__TEXT,__text) external _work_interval_instance_alloc
0000000180369334 (__TEXT,__text) external _work_interval_instance_clear
00000001803694c8 (__TEXT,__text) external _work_interval_instance_finish
0000000180369348 (__TEXT,__text) external _work_interval_instance_free
0000000180369400 (__TEXT,__text) external _work_interval_instance_get_complexity
00000001803693d0 (__TEXT,__text) external _work_interval_instance_get_deadline
00000001803693e8 (__TEXT,__text) external _work_interval_instance_get_finish
0000000180369418 (__TEXT,__text) external _work_interval_instance_get_id
00000001803693b8 (__TEXT,__text) external _work_interval_instance_get_start
00000001803693b0 (__TEXT,__text) external _work_interval_instance_set_complexity
00000001803693a0 (__TEXT,__text) external _work_interval_instance_set_deadline
00000001803693a8 (__TEXT,__text) external _work_interval_instance_set_finish
0000000180369398 (__TEXT,__text) external _work_interval_instance_set_start
0000000180369420 (__TEXT,__text) external _work_interval_instance_start
0000000180369470 (__TEXT,__text) external _work_interval_instance_update
00000001803696bc (__TEXT,__text) external _work_interval_join
0000000180369714 (__TEXT,__text) external _work_interval_join_port
0000000180369754 (__TEXT,__text) external _work_interval_leave
00000001803691fc (__TEXT,__text) external _work_interval_notify
0000000180369278 (__TEXT,__text) external _work_interval_notify_simple
000000018035aa58 (__TEXT,__text) external _write
00000001803584e0 (__TEXT,__text) external _write$NOCANCEL
000000018035aa84 (__TEXT,__text) external _writev
000000018035850c (__TEXT,__text) external _writev$NOCANCEL
