00007ff8094bf3c0 (__TEXT,__text) non-external +[IIO_CXMLParser dictionaryForXMLData:error:]
00007ff84216b6c0 (__DATA,__const) external _kCGImagePropertyMakerNikonISOSetting
00007ff84216b708 (__DATA,__const) external _kCGImagePropertyMakerNikonImageAdjustment
00007ff84216b710 (__DATA,__const) external _kCGImagePropertyMakerNikonLensAdapter
00007ff84216b720 (__DATA,__const) external _kCGImagePropertyMakerNikonLensInfo
00007ff84216b718 (__DATA,__const) external _kCGImagePropertyMakerNikonLensType
00007ff84216b6d0 (__DATA,__const) external _kCGImagePropertyMakerNikonQuality
00007ff84216b6e0 (__DATA,__const) external _kCGImagePropertyMakerNikonSharpenMode
00007ff84216b738 (__DATA,__const) external _kCGImagePropertyMakerNikonShootingMode
00007ff84216b748 (__DATA,__const) external _kCGImagePropertyMakerNikonShutterCount
00007ff84216b6d8 (__DATA,__const) external _kCGImagePropertyMakerNikonWhiteBalanceMode
00007ff84216a388 (__DATA,__const) non-external (was a private external) _kCGImagePropertyMakerNoteInfoDictionary
00007ff84216a2d8 (__DATA,__const) external _kCGImagePropertyMakerOlympusDictionary
00007ff84216a2e0 (__DATA,__const) external _kCGImagePropertyMakerPentaxDictionary
00007ff84216a260 (__DATA,__const) non-external (was a private external) _kCGImagePropertyMedadataDictionary
00007ff84216b7d8 (__DATA,__const) external _kCGImagePropertyNamedColorSpace
00007ff84216b7b0 (__DATA,__const) external _kCGImagePropertyOpenEXRAspectRatio
00007ff84216a308 (__DATA,__const) external _kCGImagePropertyOpenEXRDictionary
00007ff84216a4a0 (__DATA,__const) external _kCGImagePropertyOrientation
00007ff84216a398 (__DATA,__const) non-external (was a private external) _kCGImagePropertyPDFDictionary
00007ff84216a9b8 (__DATA,__const) external _kCGImagePropertyPNGAuthor
00007ff842169ec0 (__DATA,__const) external _kCGImagePropertyPNGBandCount
00007ff84216a9c0 (__DATA,__const) external _kCGImagePropertyPNGChromaticities
00007ff84216a9c8 (__DATA,__const) external _kCGImagePropertyPNGComment
00007ff84216a1c0 (__DATA,__const) external _kCGImagePropertyPNGCompressionFilter
00007ff84216a9d0 (__DATA,__const) external _kCGImagePropertyPNGCopyright
00007ff84216a9d8 (__DATA,__const) external _kCGImagePropertyPNGCreationTime
00007ff84216a9e0 (__DATA,__const) external _kCGImagePropertyPNGDescription
00007ff84216a290 (__DATA,__const) external _kCGImagePropertyPNGDictionary
00007ff84216a9e8 (__DATA,__const) external _kCGImagePropertyPNGDisclaimer
00007ff84216a9f0 (__DATA,__const) external _kCGImagePropertyPNGGamma
00007ff84216a9f8 (__DATA,__const) external _kCGImagePropertyPNGInterlaceType
00007ff84216aa00 (__DATA,__const) external _kCGImagePropertyPNGModificationTime
00007ff84216aa40 (__DATA,__const) external _kCGImagePropertyPNGPixelsAspectRatio
00007ff84216aa08 (__DATA,__const) external _kCGImagePropertyPNGSoftware
00007ff84216aa10 (__DATA,__const) external _kCGImagePropertyPNGSource
00007ff84216aa20 (__DATA,__const) external _kCGImagePropertyPNGTitle
00007ff842169ec8 (__DATA,__const) external _kCGImagePropertyPNGTransparency
00007ff84216aa28 (__DATA,__const) external _kCGImagePropertyPNGWarning
00007ff84216aa30 (__DATA,__const) external _kCGImagePropertyPNGXPixelsPerMeter
00007ff84216aa38 (__DATA,__const) external _kCGImagePropertyPNGYPixelsPerMeter
00007ff84216aa18 (__DATA,__const) external _kCGImagePropertyPNGsRGBIntent
00007ff842169f40 (__DATA,__const) external _kCGImagePropertyPVRBitsPerPixel
00007ff842169f48 (__DATA,__const) external _kCGImagePropertyPVRChannelWeighting
00007ff842169f78 (__DATA,__const) external _kCGImagePropertyPVREncoder
00007ff842169f50 (__DATA,__const) external _kCGImagePropertyPVRPunchThrough
00007ff842169ed8 (__DATA,__const) external _kCGImagePropertyPencilKitPrivateData
00007ff84216b7e0 (__DATA,__const) external _kCGImagePropertyPixelFormat
00007ff84216a478 (__DATA,__const) external _kCGImagePropertyPixelHeight
00007ff84216a480 (__DATA,__const) external _kCGImagePropertyPixelWidth
00007ff84216a460 (__DATA,__const) external _kCGImagePropertyPrimaryImage
00007ff84216a4c8 (__DATA,__const) external _kCGImagePropertyProfileName
00007ff84216a2a8 (__DATA,__const) external _kCGImagePropertyRawDictionary
00007ff842169ee8 (__DATA,__const) external _kCGImagePropertyRenderingDepth
00007ff84216a490 (__DATA,__const) external _kCGImagePropertySamplesPerPixel
00007ff84216aaa8 (__DATA,__const) external _kCGImagePropertyTGACompression
00007ff84216a330 (__DATA,__const) external _kCGImagePropertyTGADictionary
00007ff84216a500 (__DATA,__const) external _kCGImagePropertyTIFFArtist
00007ff84216a508 (__DATA,__const) external _kCGImagePropertyTIFFCompression
00007ff84216a510 (__DATA,__const) external _kCGImagePropertyTIFFCopyright
00007ff84216a518 (__DATA,__const) external _kCGImagePropertyTIFFDateTime
00007ff84216a268 (__DATA,__const) external _kCGImagePropertyTIFFDictionary
00007ff84216a520 (__DATA,__const) external _kCGImagePropertyTIFFDocumentName
00007ff84216a528 (__DATA,__const) external _kCGImagePropertyTIFFHostComputer
00007ff84216a530 (__DATA,__const) external _kCGImagePropertyTIFFImageDescription
00007ff84216a538 (__DATA,__const) external _kCGImagePropertyTIFFMake
00007ff84216a540 (__DATA,__const) external _kCGImagePropertyTIFFModel
00007ff84216a548 (__DATA,__const) external _kCGImagePropertyTIFFOrientation
00007ff84216a550 (__DATA,__const) external _kCGImagePropertyTIFFPhotometricInterpretation
00007ff84216a558 (__DATA,__const) external _kCGImagePropertyTIFFPrimaryChromaticities
00007ff84216a560 (__DATA,__const) external _kCGImagePropertyTIFFResolutionUnit
00007ff84216a568 (__DATA,__const) external _kCGImagePropertyTIFFSoftware
00007ff84216a570 (__DATA,__const) external _kCGImagePropertyTIFFTileLength
00007ff84216a578 (__DATA,__const) external _kCGImagePropertyTIFFTileWidth
00007ff84216a580 (__DATA,__const) external _kCGImagePropertyTIFFTransferFunction
00007ff84216a588 (__DATA,__const) external _kCGImagePropertyTIFFWhitePoint
00007ff84216a590 (__DATA,__const) external _kCGImagePropertyTIFFXResolution
00007ff84216a598 (__DATA,__const) external _kCGImagePropertyTIFFYResolution
00007ff842169eb0 (__DATA,__const) external _kCGImagePropertyThreshold
00007ff84216b7f0 (__DATA,__const) external _kCGImagePropertyThumbnailImages
00007ff84216aaa0 (__DATA,__const) external _kCGImagePropertyWebPCanvasPixelHeight
00007ff84216aa98 (__DATA,__const) external _kCGImagePropertyWebPCanvasPixelWidth
00007ff84216aa78 (__DATA,__const) external _kCGImagePropertyWebPDelayTime
00007ff84216a328 (__DATA,__const) external _kCGImagePropertyWebPDictionary
00007ff84216aa90 (__DATA,__const) external _kCGImagePropertyWebPFrameInfoArray
00007ff84216aa80 (__DATA,__const) external _kCGImagePropertyWebPLoopCount
00007ff84216aa88 (__DATA,__const) external _kCGImagePropertyWebPUnclampedDelayTime
00007ff84216b7c0 (__DATA,__const) external _kCGImagePropertyWidth
00007ff84216a390 (__DATA,__const) non-external (was a private external) _kCGImagePropertyXMPDictionary
                 (undefined) external _kCGImageProviderAlphaIsNotPremultiplied (from CoreGraphics)
                 (undefined) external _kCGImageProviderAlphaIsOne (from CoreGraphics)
                 (undefined) external _kCGImageProviderAlphaIsPremultiplied (from CoreGraphics)
00007ff84216a3d8 (__DATA,__const) non-external (was a private external) _kCGImageProviderPreferredBandHeight
00007ff84216a3d0 (__DATA,__const) non-external (was a private external) _kCGImageProviderPrefersBandedDecoding
                 (undefined) external _kCGImageProviderSupportsMultipleResolutions (from CoreGraphics)
00007ff84216a190 (__DATA,__const) external _kCGImageSkipCIF10SRGBCheck
00007ff842169ef8 (__DATA,__const) external _kCGImageSourceAddJPEGQualityInformation
00007ff842169ed0 (__DATA,__const) external _kCGImageSourceAddPencilKitPrivateData
00007ff842169ee0 (__DATA,__const) external _kCGImageSourceAddRenderingInformation
00007ff842169ef0 (__DATA,__const) external _kCGImageSourceAddThumbnailInformation
00007ff84216a028 (__DATA,__const) external _kCGImageSourceApplyHDRGainMap
00007ff84216a040 (__DATA,__const) external _kCGImageSourceBlackDespeckleEnabled
00007ff84216a0a8 (__DATA,__const) external _kCGImageSourceBoostAmount
00007ff84216a060 (__DATA,__const) external _kCGImageSourceCACorrectionBlueScale
00007ff84216a048 (__DATA,__const) external _kCGImageSourceCACorrectionEnabled
00007ff84216a050 (__DATA,__const) external _kCGImageSourceCACorrectionPower
00007ff84216a058 (__DATA,__const) external _kCGImageSourceCACorrectionRedScale
00007ff84216a088 (__DATA,__const) external _kCGImageSourceChromaBlurEnabled
00007ff84216a098 (__DATA,__const) external _kCGImageSourceChromaBlurMoireAmount
00007ff84216a0a0 (__DATA,__const) external _kCGImageSourceChromaBlurMoireSize
00007ff84216a090 (__DATA,__const) external _kCGImageSourceChromaBlurRadius
00007ff84216a440 (__DATA,__const) non-external (was a private external) _kCGImageSourceColorSpace
00007ff842169e08 (__DATA,__const) external _kCGImageSourceColorTransform
00007ff842169e20 (__DATA,__const) external _kCGImageSourceColorTransformAdobeRGBTosRGB
00007ff842169e10 (__DATA,__const) external _kCGImageSourceColorTransformOption
00007ff842169e18 (__DATA,__const) external _kCGImageSourceColorTransformSpace
00007ff84216a0b8 (__DATA,__const) external _kCGImageSourceCreateThumbnailFromImageAlways
00007ff84216a0c0 (__DATA,__const) external _kCGImageSourceCreateThumbnailFromImageIfAbsent
00007ff84216a0c8 (__DATA,__const) external _kCGImageSourceCreateThumbnailFromImageProxy
00007ff84216a0d0 (__DATA,__const) external _kCGImageSourceCreateThumbnailWithTransform
00007ff842169eb8 (__DATA,__const) external _kCGImageSourceDisableParallelDecode
00007ff842169f00 (__DATA,__const) external _kCGImageSourceDoNotCacheImageBlocks
00007ff842169df0 (__DATA,__const) external _kCGImageSourceDrawAnnotations
00007ff842169ea0 (__DATA,__const) external _kCGImageSourceEnableMosquitoNoiseFiltering
00007ff842169e90 (__DATA,__const) external _kCGImageSourceEnableRestrictedDecoding
00007ff842169e30 (__DATA,__const) external _kCGImageSourceForCoreImage
00007ff84216a430 (__DATA,__const) non-external (was a private external) _kCGImageSourceForceUseServer
00007ff842169dd0 (__DATA,__const) external _kCGImageSourceIgnoreJPEGAuxImages
00007ff84216b868 (__DATA,__const) external _kCGImageSourceJPEGInterchangeFormat
00007ff84216b870 (__DATA,__const) external _kCGImageSourceJPEGInterchangeFormatLength
00007ff842169dc0 (__DATA,__const) external _kCGImageSourceMemoryMapAsShared
00007ff8095d8238 (__TEXT,__const) external _kCGImageSourceMethodCurrentVersion
00007ff84216a3a8 (__DATA,__const) non-external (was a private external) _kCGImageSourceNeedsPostProcessing
00007ff84216a030 (__DATA,__const) external _kCGImageSourceNeutralX
00007ff84216a038 (__DATA,__const) external _kCGImageSourceNeutralY
00007ff84216a0b0 (__DATA,__const) external _kCGImageSourceNoiseTransitionEnabled
00007ff84216a4d8 (__DATA,__const) external _kCGImageSourcePreferHEIFCollection
00007ff842169e98 (__DATA,__const) external _kCGImageSourcePreferredThreadCount
00007ff84216a438 (__DATA,__const) non-external (was a private external) _kCGImageSourcePropertiesIncludeColorInfo
00007ff84216a450 (__DATA,__const) non-external (was a private external) _kCGImageSourcePropertyColorModel
00007ff84216a448 (__DATA,__const) non-external (was a private external) _kCGImageSourcePropertyHasAlpha
00007ff842169de8 (__DATA,__const) external _kCGImageSourceRasterizationDPI
00007ff842169e68 (__DATA,__const) external _kCGImageSourceRawReconstructionDefaults
00007ff842169e78 (__DATA,__const) external _kCGImageSourceRawReconstructionMethodVersions
00007ff842169e70 (__DATA,__const) external _kCGImageSourceRawReconstructionOptions
00007ff842169dc8 (__DATA,__const) external _kCGImageSourceRespectHEIFFileOrder
00007ff84216a080 (__DATA,__const) external _kCGImageSourceSharpenAbsoluteLimit
00007ff84216a078 (__DATA,__const) external _kCGImageSourceSharpenEdgeIntensity
00007ff84216a068 (__DATA,__const) external _kCGImageSourceSharpenEnabled
00007ff84216a070 (__DATA,__const) external _kCGImageSourceSharpenIntensity
00007ff842169e28 (__DATA,__const) external _kCGImageSourceShouldAllowFloat
00007ff842169dd8 (__DATA,__const) external _kCGImageSourceShouldCache
00007ff842169de0 (__DATA,__const) external _kCGImageSourceShouldCacheImmediately
00007ff842169e40 (__DATA,__const) external _kCGImageSourceShouldExtendRaw
00007ff842169db8 (__DATA,__const) external _kCGImageSourceShouldMemoryMap
00007ff842169e60 (__DATA,__const) external _kCGImageSourceShouldPreferIPTCToEXIF
00007ff842169e48 (__DATA,__const) external _kCGImageSourceShouldPreferRGB32
00007ff842169e58 (__DATA,__const) external _kCGImageSourceShouldUseMethodVersion
00007ff842169f38 (__DATA,__const) external _kCGImageSourceShouldUseRawDataForFullSize
00007ff842169e50 (__DATA,__const) external _kCGImageSourceSkipAlpha
00007ff84216a3f8 (__DATA,__const) non-external (was a private external) _kCGImageSourceSkipCRC
00007ff842169f10 (__DATA,__const) external _kCGImageSourceSkipMetaData
00007ff842169f18 (__DATA,__const) external _kCGImageSourceSkipMetadata
00007ff84216a3c8 (__DATA,__const) non-external (was a private external) _kCGImageSourceSkipXMPIfLargerThanSize
00007ff842169f20 (__DATA,__const) external _kCGImageSourceSkipXMPMetadata
00007ff842169e80 (__DATA,__const) external _kCGImageSourceSubsampleFactor
00007ff84216a0d8 (__DATA,__const) external _kCGImageSourceThumbnailInterpolationQuality
00007ff84216a0e0 (__DATA,__const) external _kCGImageSourceThumbnailMaxPixelSize
00007ff842169db0 (__DATA,__const) external _kCGImageSourceTypeIdentifierHint
00007ff842169e38 (__DATA,__const) external _kCGImageSourceUseCoreImage
00007ff842169e88 (__DATA,__const) external _kCGImageSourceUseHardwareAcceleration
00007ff84216a3b0 (__DATA,__const) non-external (was a private external) _kCGImageSourceUseNativeSurfaceFormat
00007ff842169e00 (__DATA,__const) external _kCGImageSourceUsePDFBackgroundBlack
00007ff842169df8 (__DATA,__const) external _kCGImageSourceUsePDFBackgroundWhite
00007ff842169ea8 (__DATA,__const) external _kCGImageSourceXMPSidecar
00007ff842169f30 (__DATA,__const) external _kCGImageSurfaceBytesPerRowAlignmentRequest
00007ff842169f28 (__DATA,__const) external _kCGImageSurfaceFormatRequest
00007ff84216b8c0 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierAI
00007ff84216b8c8 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierASTC
00007ff84216b8d0 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierATX
00007ff84216b8d8 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierAVCI
00007ff84216b8e0 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierBC
00007ff84216b8e8 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierBMP
00007ff84216b8f0 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierCUR
00007ff84216b8f8 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierGIF
00007ff84216b900 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierHEIC
00007ff84216b908 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierHEICS
00007ff84216b910 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierHEIF
00007ff84216b918 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierICNS
00007ff84216b920 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierICO
00007ff84216b928 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierJP2
00007ff84216b930 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierJPEG
00007ff84216b938 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierKTX
00007ff84216b940 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierMPO
00007ff84216b948 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierOpenEXR
00007ff84216b950 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierPBM
00007ff84216b958 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierPDF
00007ff84216b960 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierPICT
00007ff84216b968 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierPNG
00007ff84216b970 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierPSD
00007ff84216b978 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierPVR
00007ff84216b980 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierRad
00007ff84216b988 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierRaw
00007ff84216b990 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierSGI
00007ff84216b998 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierTGA
00007ff84216b9a0 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierTIFF
00007ff84216b9a8 (__DATA,__const) non-external (was a private external) _kCGImageTypeIdentifierWEBP
00007ff84216a1a8 (__DATA,__const) non-external (was a private external) _kCGImageWrappingIOSurface
00007ff84216a1b0 (__DATA,__const) external _kCGImageWriteExtendedAPP0
                 (undefined) external _kCGPDFContextMediaBox (from CoreGraphics)
                 (undefined) external _kCGPDFDocumentAuthor (from CoreGraphics)
                 (undefined) external _kCGPDFDocumentCreationDate (from CoreGraphics)
                 (undefined) external _kCGPDFDocumentCreator (from CoreGraphics)
                 (undefined) external _kCGPDFDocumentKeywords (from CoreGraphics)
                 (undefined) external _kCGPDFDocumentModificationDate (from CoreGraphics)
                 (undefined) external _kCGPDFDocumentProducer (from CoreGraphics)
                 (undefined) external _kCGPDFDocumentSubject (from CoreGraphics)
                 (undefined) external _kCGPDFDocumentTitle (from CoreGraphics)
00007ff84216a3c0 (__DATA,__const) non-external (was a private external) _kCGSourceMetadataNotSynced
00007ff8095d91f8 (__TEXT,__const) external _kCMTimeZero
00007ff8095ddeb0 (__TEXT,__const) non-external _kCat3
00007ff842175b90 (__DATA,__const) non-external _kCat3456
00007ff8095ddeb4 (__TEXT,__const) non-external _kCat4
00007ff8095ddeb9 (__TEXT,__const) non-external _kCat5
00007ff8095ddebf (__TEXT,__const) non-external _kCat6
00007ff8095ddc50 (__TEXT,__const) non-external _kCodeLengthCodeOrder
00007ff8095ddc63 (__TEXT,__const) non-external _kCodeLengthExtraBits
00007ff8095ddc66 (__TEXT,__const) non-external _kCodeLengthRepeatOffsets
00007ff8095ddc70 (__TEXT,__const) non-external _kCodeToPlane
                 (undefined) external _kColorSyncAdobeRGB1998Profile (from ColorSync)
                 (undefined) external _kColorSyncDisplayP3Profile (from ColorSync)
                 (undefined) external _kColorSyncProfile (from ColorSync)
                 (undefined) external _kColorSyncRenderingIntent (from ColorSync)
                 (undefined) external _kColorSyncRenderingIntentPerceptual (from ColorSync)
                 (undefined) external _kColorSyncSRGBProfile (from ColorSync)
                 (undefined) external _kColorSyncTransformAdobeRGBTosRGB (from ColorSync)
                 (undefined) external _kColorSyncTransformDeviceToPCS (from ColorSync)
                 (undefined) external _kColorSyncTransformFullConversionData (from ColorSync)
                 (undefined) external _kColorSyncTransformPCSToDevice (from ColorSync)
                 (undefined) external _kColorSyncTransformTag (from ColorSync)
00007ff8095dba00 (__TEXT,__const) non-external _kDcTable
00007ff842196540 (__DATA,__const) non-external (was a private external) _kFileExtMap
00007ff8095dbe9d (__TEXT,__const) non-external _kFilterExtraRows
00007ff8421b4118 (__DATA,__data) non-external (was a private external) _kFrameBufferQueueKey
00007ff84216a350 (__DATA,__const) non-external (was a private external) _kIIOImageMaxSize
00007ff84216b8b8 (__DATA,__const) non-external (was a private external) _kIIOPixelProviderDestRowBytes
00007ff84216b8b0 (__DATA,__const) non-external (was a private external) _kIIOPixelProviderUseIOSurfaceIfAvailable
00007ff84216b8a8 (__DATA,__const) non-external (was a private external) _kIIOPixelProviderUseIndexedColorIfAvailable
00007ff842168be8 (__DATA,__const) external _kIIOPluginAddSourcePropsProc
00007ff842168bf8 (__DATA,__const) external _kIIOPluginCompareOptsProc
00007ff842168c10 (__DATA,__const) external _kIIOPluginCopyAuxiliaryDataProc
00007ff842168bc8 (__DATA,__const) external _kIIOPluginExtensions
00007ff842168bf0 (__DATA,__const) external _kIIOPluginImageCountProc
00007ff842168c00 (__DATA,__const) external _kIIOPluginInitImageProc
00007ff842168c08 (__DATA,__const) external _kIIOPluginInitThumbnailProc
00007ff842168bb8 (__DATA,__const) external _kIIOPluginIsPreTiff
00007ff842168bd0 (__DATA,__const) external _kIIOPluginMinimumFileSize
00007ff842168be0 (__DATA,__const) external _kIIOPluginTestHeaderProc
00007ff842168bd8 (__DATA,__const) external _kIIOPluginTestHeaderSize
00007ff842168bc0 (__DATA,__const) external _kIIOPluginUTType
00007ff84216a338 (__DATA,__const) non-external (was a private external) _kIIOPropertyRawDictionary
00007ff84216a340 (__DATA,__const) non-external (was a private external) _kIIOPropertyRawImagesArray
00007ff84216a348 (__DATA,__const) non-external (was a private external) _kIIOPropertyRawThumbnailArray
00007ff84216a360 (__DATA,__const) non-external (was a private external) _kIIOThumbnailHeight
00007ff84216a370 (__DATA,__const) non-external (was a private external) _kIIOThumbnailMaxSize
00007ff84216a368 (__DATA,__const) non-external (was a private external) _kIIOThumbnailOrientation
00007ff84216a358 (__DATA,__const) non-external (was a private external) _kIIOThumbnailWidth
                 (undefined) external _kIOSurfaceAllocSize (from IOSurface)
                 (undefined) external _kIOSurfaceBytesPerElement (from IOSurface)
                 (undefined) external _kIOSurfaceBytesPerRow (from IOSurface)
                 (undefined) external _kIOSurfaceClientAddress (from IOSurface)
                 (undefined) external _kIOSurfaceColorSpace (from IOSurface)
                 (undefined) external _kIOSurfaceHeight (from IOSurface)
                 (undefined) external _kIOSurfaceICCProfile (from IOSurface)
                 (undefined) external _kIOSurfaceMapCacheAttribute (from IOSurface)
                 (undefined) external _kIOSurfacePixelCastingAllowed (from IOSurface)
                 (undefined) external _kIOSurfacePixelFormat (from IOSurface)
                 (undefined) external _kIOSurfacePlaneBytesPerElement (from IOSurface)
                 (undefined) external _kIOSurfacePlaneBytesPerRow (from IOSurface)
                 (undefined) external _kIOSurfacePlaneHeight (from IOSurface)
                 (undefined) external _kIOSurfacePlaneInfo (from IOSurface)
                 (undefined) external _kIOSurfacePlaneOffset (from IOSurface)
                 (undefined) external _kIOSurfacePlaneSize (from IOSurface)
                 (undefined) external _kIOSurfacePlaneWidth (from IOSurface)
                 (undefined) external _kIOSurfaceWidth (from IOSurface)
                 (undefined) external _kIOSurfaceYCbCrMatrix (from IOSurface)
                 (undefined) external _kIOSurfaceYCbCrMatrix_ITU_R_601_4_String (from IOSurface)
00007ff84216a400 (__DATA,__const) non-external (was a private external) _kImageIOConvertWideGamutImage
00007ff842168ca0 (__DATA,__const) external _kImageIOInfoHeader_alphaInfo
00007ff842168c50 (__DATA,__const) external _kImageIOInfoHeader_bitsPerComponent
00007ff842168c58 (__DATA,__const) external _kImageIOInfoHeader_bitsPerPixel
00007ff842168cb0 (__DATA,__const) external _kImageIOInfoHeader_cacheImageBlocks
00007ff842168cc0 (__DATA,__const) external _kImageIOInfoHeader_colorTransformInfo
00007ff842168c48 (__DATA,__const) external _kImageIOInfoHeader_colorspaceModel
00007ff842168c30 (__DATA,__const) external _kImageIOInfoHeader_createImage
00007ff842168c38 (__DATA,__const) external _kImageIOInfoHeader_createMask
00007ff842168c60 (__DATA,__const) external _kImageIOInfoHeader_imageHeight
00007ff842168c98 (__DATA,__const) external _kImageIOInfoHeader_imageIndex
00007ff842168c68 (__DATA,__const) external _kImageIOInfoHeader_imageWidth
00007ff842168c90 (__DATA,__const) external _kImageIOInfoHeader_isFloat
00007ff842168c88 (__DATA,__const) external _kImageIOInfoHeader_isLittleEndian
00007ff842168c80 (__DATA,__const) external _kImageIOInfoHeader_originalIndexedColorMap
00007ff842168c78 (__DATA,__const) external _kImageIOInfoHeader_originalIsIndexed
00007ff842168cc8 (__DATA,__const) external _kImageIOInfoHeader_pixelFormat
00007ff842168c18 (__DATA,__const) external _kImageIOInfoHeader_plugin
00007ff842168c40 (__DATA,__const) external _kImageIOInfoHeader_pluginHandlesReMapping
00007ff842168c70 (__DATA,__const) external _kImageIOInfoHeader_rowBytes
00007ff842168c20 (__DATA,__const) external _kImageIOInfoHeader_session
00007ff842168ca8 (__DATA,__const) external _kImageIOInfoHeader_skipLabFixup
00007ff842168cb8 (__DATA,__const) external _kImageIOInfoHeader_supportsMultipleResolutions
00007ff842168c28 (__DATA,__const) external _kImageIOInfoHeader_usesImageAndMask
00007ff84216a240 (__DATA,__const) non-external (was a private external) _kImageIO_IOSurfacePlaneBaseAddress
00007ff84216a238 (__DATA,__const) non-external (was a private external) _kImageIO_IOSurfacePlaneDataSize
00007ff84216a230 (__DATA,__const) non-external (was a private external) _kImageIO_IOSurfaceReleaseInfo
00007ff84216a228 (__DATA,__const) non-external (was a private external) _kImageIO_ImageIO_Malloced
00007ff84216a1f0 (__DATA,__const) non-external (was a private external) _kImageIO_created
00007ff84216a1f8 (__DATA,__const) non-external (was a private external) _kImageIO_createdWithDataProvider
00007ff84216a220 (__DATA,__const) non-external (was a private external) _kImageIO_imageFitsSRGB
00007ff84216a1e8 (__DATA,__const) non-external (was a private external) _kImageIO_imageHash
00007ff84216a1d0 (__DATA,__const) non-external (was a private external) _kImageIO_imageSourceImageIndex
00007ff84216a1d8 (__DATA,__const) non-external (was a private external) _kImageIO_imageSourceImagePlusRef
00007ff84216a1e0 (__DATA,__const) non-external (was a private external) _kImageIO_imageSourceReadRef
00007ff84216a200 (__DATA,__const) non-external (was a private external) _kImageIO_imageSourceSubsampleFactor
00007ff84216a1c8 (__DATA,__const) non-external (was a private external) _kImageIO_imageSourceTypeIdentifier
00007ff84216a208 (__DATA,__const) non-external (was a private external) _kImageIO_is_premultiplied
00007ff84216a218 (__DATA,__const) non-external (was a private external) _kImageIO_mode
00007ff84216a210 (__DATA,__const) non-external (was a private external) _kImageIO_path
00007ff8421b3ff8 (__DATA,__data) non-external (was a private external) _kImageMalloc_APPLEJPEG_Data
00007ff8421b4000 (__DATA,__data) non-external (was a private external) _kImageMalloc_ASTC_Data
00007ff8421b4008 (__DATA,__data) non-external (was a private external) _kImageMalloc_ATX_Data
00007ff8421b4010 (__DATA,__data) non-external (was a private external) _kImageMalloc_BMP_Data
00007ff8421b4018 (__DATA,__data) non-external (was a private external) _kImageMalloc_EXR_Data
00007ff8421b4020 (__DATA,__data) non-external (was a private external) _kImageMalloc_GIF_Data
00007ff8421b4028 (__DATA,__data) non-external (was a private external) _kImageMalloc_HEIF_Data
00007ff8421b4030 (__DATA,__data) non-external (was a private external) _kImageMalloc_ICNS_Data
00007ff8421b4038 (__DATA,__data) non-external (was a private external) _kImageMalloc_ICO_Data
00007ff8421b40b0 (__DATA,__data) non-external (was a private external) _kImageMalloc_IOSurface_Data
00007ff8421b4040 (__DATA,__data) non-external (was a private external) _kImageMalloc_JP2_Data
00007ff8421b4050 (__DATA,__data) non-external (was a private external) _kImageMalloc_KTX_Data
00007ff8421b4048 (__DATA,__data) non-external (was a private external) _kImageMalloc_LIBJPEG_Data
00007ff8421b4058 (__DATA,__data) non-external (was a private external) _kImageMalloc_PBM_Data
00007ff8421b4060 (__DATA,__data) non-external (was a private external) _kImageMalloc_PDF_Data
00007ff8421b4068 (__DATA,__data) non-external (was a private external) _kImageMalloc_PICT_Data
00007ff8421b4070 (__DATA,__data) non-external (was a private external) _kImageMalloc_PNG_Data
00007ff8421b4078 (__DATA,__data) non-external (was a private external) _kImageMalloc_PSD_Data
00007ff8421b4080 (__DATA,__data) non-external (was a private external) _kImageMalloc_PVR_Data
00007ff8421b4088 (__DATA,__data) non-external (was a private external) _kImageMalloc_RAD_Data
