00007ff840096be8 (__DATA,__data) non-external _C
00007ff8400997f0 (__DATA,__bss) non-external _p5s
00007ff800ac0930 (__TEXT,__const) non-external _padchar
00007ff84009962a (__DATA,__bss) non-external _parse_error
00007ff800aa10d0 (__TEXT,__text) non-external _parse_long_options
00007ff840099628 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff800abb758 (__TEXT,__text) external _pause
00007ff800a71bd9 (__TEXT,__text) external _pause$NOCANCEL
00007ff800a71f3a (__TEXT,__text) external _pclose
00007ff800aa1032 (__TEXT,__text) non-external _permute_args
00007ff800abe31e (__TEXT,__text) external _perror
00007ff840099870 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff840097a60 (__DATA,__data) non-external _place
00007ff800a71c04 (__TEXT,__text) external _popen
00007ff800abbc9a (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff800a98ab8 (__TEXT,__text) external _posix2time
00007ff800aa7fcc (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff800a5f010 (__TEXT,__text) external _posix_spawnp
00007ff800abf9e0 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff800abf730 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff800abf300 (__TEXT,__const) non-external _powersOf10_Float
00007ff800abf0c0 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff800a85bef (__TEXT,__text) external _printf
00007ff800a85cc1 (__TEXT,__text) external _printf_l
00007ff800a6dfdd (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff800a72011 (__TEXT,__text) external _psignal
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff800aa7ffd (__TEXT,__text) external _ptsname
00007ff800abe83b (__TEXT,__text) non-external _ptsname.cold.1
00007ff800abe850 (__TEXT,__text) non-external _ptsname.cold.2
00007ff8400a44a0 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff8400a4498 (__DATA,__bss) non-external _ptsname_once
00007ff800aa8096 (__TEXT,__text) non-external _ptsname_once_init
00007ff800abe866 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff800aa80bc (__TEXT,__text) external _ptsname_r
00007ff800a85d74 (__TEXT,__text) external _putc
00007ff800a85ddb (__TEXT,__text) external _putc_unlocked
00007ff800a85e0f (__TEXT,__text) external _putchar
00007ff800a85e7d (__TEXT,__text) external _putchar_unlocked
00007ff800aa24a4 (__TEXT,__text) external _putenv
00007ff800a66276 (__TEXT,__text) non-external _putpair
00007ff800a85ebb (__TEXT,__text) external _puts
00007ff800a85f73 (__TEXT,__text) external _putw
00007ff800a85fd5 (__TEXT,__text) external _putwc
00007ff800a85ffd (__TEXT,__text) external _putwc_l
00007ff800a86007 (__TEXT,__text) external _putwchar
00007ff800a86039 (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff800aa2528 (__TEXT,__text) external _qsort
00007ff800aa868e (__TEXT,__text) external _qsort_b
00007ff800aa2f76 (__TEXT,__text) external _qsort_r
00007ff800a5c462 (__TEXT,__text) external _querylocale
00007ff800aa4151 (__TEXT,__text) non-external _r_sort_a
00007ff8400a446c (__DATA,__bss) non-external _r_sort_a.bmin
00007ff8400a4460 (__DATA,__bss) non-external _r_sort_a.count
00007ff8400a4468 (__DATA,__bss) non-external _r_sort_a.nc
00007ff8400a4470 (__DATA,__bss) non-external _r_sort_a_count
00007ff800aa4d2a (__TEXT,__text) non-external _r_sort_b
00007ff8400a448c (__DATA,__bss) non-external _r_sort_b.bmin
00007ff8400a4480 (__DATA,__bss) non-external _r_sort_b.count
00007ff8400a4488 (__DATA,__bss) non-external _r_sort_b.nc
00007ff8400a4478 (__DATA,__bss) non-external _r_sort_b_count
00007ff800aa5128 (__TEXT,__text) non-external _r_sort_count_allocate
00007ff840097a70 (__DATA,__data) non-external _r_sort_count_control
00007ff800aa3a55 (__TEXT,__text) external _radixsort
00007ff800a5e51b (__TEXT,__text) external _raise
00007ff800aa51bf (__TEXT,__text) external _rand
00007ff840097a9c (__DATA,__data) non-external _rand_deg
00007ff800aa5171 (__TEXT,__text) external _rand_r
00007ff840097aa0 (__DATA,__data) non-external _rand_sep
00007ff840097a98 (__DATA,__data) non-external _rand_type
00007ff800aa536c (__TEXT,__text) external _random
00007ff840097ac0 (__DATA,__data) non-external _randtbl
00007ff800a6eafb (__TEXT,__text) non-external (was a private external) _rangematch
00007ff800aaf171 (__TEXT,__text) external _rb_tree_count
00007ff800aaeb86 (__TEXT,__text) external _rb_tree_find_node
00007ff800aaebe0 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff800aaec56 (__TEXT,__text) external _rb_tree_find_node_leq
00007ff800aaeb6c (__TEXT,__text) external _rb_tree_init
00007ff800aaeccc (__TEXT,__text) external _rb_tree_insert_node
00007ff800aaf0fd (__TEXT,__text) external _rb_tree_iterate
00007ff800aaf220 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff800aaee9b (__TEXT,__text) external _rb_tree_remove_node
00007ff800aaf183 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff800ac0ec0 (__TEXT,__const) non-external _rcsid
00007ff800ac0f51 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff800a72213 (__TEXT,__text) external _readdir
00007ff800a72249 (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00007ff800aa56f7 (__TEXT,__text) external _realpath
00007ff800abc1a4 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff8400a44b8 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff8400a44bc (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff8400a4490 (__DATA,__bss) non-external _realpath.rootdev
00007ff8400a4494 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff800a67aea (__TEXT,__text) non-external _rec_rdelete
00007ff800ac0d70 (__TEXT,__const) non-external _recargchar
00007ff800ac0df0 (__TEXT,__const) non-external _recargstring
00007ff800abba1c (__TEXT,__text) external _recv
00007ff800a7f149 (__TEXT,__text) external _recv$NOCANCEL
00007ff800aaf586 (__TEXT,__text) external _regcomp
00007ff800aaf52b (__TEXT,__text) external _regcomp_l
00007ff800abe49b (__TEXT,__text) external _regerror
00007ff800aafc29 (__TEXT,__text) external _regexec
00007ff800aaf6a7 (__TEXT,__text) external _regfree
00007ff800a5d97b (__TEXT,__text) external _register_printf_domain_function
00007ff800a5da4a (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff800a5db0f (__TEXT,__text) external _register_printf_domain_render_std
00007ff800aaf503 (__TEXT,__text) external _regncomp
00007ff800aaf363 (__TEXT,__text) external _regncomp_l
00007ff800aafa0f (__TEXT,__text) external _regnexec
00007ff800aaf655 (__TEXT,__text) external _regwcomp
00007ff800aaf601 (__TEXT,__text) external _regwcomp_l
00007ff800aafc78 (__TEXT,__text) external _regwexec
00007ff800aaf5d9 (__TEXT,__text) external _regwncomp
00007ff800aaf5ae (__TEXT,__text) external _regwncomp_l
00007ff800aafc43 (__TEXT,__text) external _regwnexec
00007ff800ac08d0 (__TEXT,__const) non-external _reltable.__get_locale_env
00007ff800a86228 (__TEXT,__text) external _remove
00007ff800aa5ecd (__TEXT,__text) external _remque
00007ff840068180 (__DATA_CONST,__const) non-external _rerrs
00007ff800a862a3 (__TEXT,__text) external _rewind
00007ff800a722ed (__TEXT,__text) external _rewinddir
00007ff800a9ca16 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff8400997f8 (__DATA,__bss) non-external _rng
00007ff800a83fdf (__TEXT,__text) external _rpmatch
00007ff840097ab0 (__DATA,__data) non-external _rptr
00007ff800a832a2 (__TEXT,__text) non-external _sappend
00007ff8400999f0 (__DATA,__bss) non-external _saved_categories
00007ff800a522ad (__TEXT,__text) external _sbrk
00007ff840099608 (__DATA,__bss) non-external _sbrk_curbrk
00007ff840099600 (__DATA,__bss) non-external _sbrk_needs_init
00007ff840096510 (__DATA,__data) non-external _sbrk_region_size
00007ff800a72357 (__TEXT,__text) external _scandir
00007ff800aa9c10 (__TEXT,__text) external _scandir_b
00007ff800a8632d (__TEXT,__text) external _scanf
00007ff800a86427 (__TEXT,__text) external _scanf_l
00007ff800ac0320 (__TEXT,__const) non-external _sccsid
00007ff800ac0350 (__TEXT,__const) non-external _sccsid
00007ff800a72545 (__TEXT,__text) external _seed48
00007ff8400998a4 (__DATA,__bss) non-external _seed48.sseed
00007ff800a725ae (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff800abba2c (__TEXT,__text) external _send
00007ff800a7f159 (__TEXT,__text) external _send$NOCANCEL
00007ff800ac0e80 (__TEXT,__const) non-external _seps
00007ff840099688 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff800a86533 (__TEXT,__text) external _setbuf
00007ff800a8654c (__TEXT,__text) external _setbuffer
00007ff800aa6745 (__TEXT,__text) external _setenv
00007ff800a5f797 (__TEXT,__text) external _sethostid
00007ff800a725e7 (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff800a86565 (__TEXT,__text) external _setlinebuf
00007ff800a7b5cb (__TEXT,__text) external _setlocale
00007ff800a72750 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff800a5f7f4 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff800a72e2d (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff800a5f81f (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff800a5f82e (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
00007ff800aa5644 (__TEXT,__text) external _setstate
00007ff800a5f3ad (__TEXT,__text) external _settimeofday
00007ff800a584f4 (__TEXT,__text) external _setttyent
00007ff800a97b2e (__TEXT,__text) non-external _settzname
00007ff800a58fbc (__TEXT,__text) external _setusershell
00007ff800a86578 (__TEXT,__text) external _setvbuf
00007ff800a80287 (__TEXT,__text) non-external _sflush_locked
00007ff840099700 (__DATA,__bss) non-external _shells
00007ff800a5513c (__TEXT,__text) non-external _shiftLeftMP
00007ff800a54f0b (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff8400979f0 (__DATA,__data) non-external _sig_init_once
00007ff8400a4428 (__DATA,__bss) non-external _sig_key
00007ff800a9d562 (__TEXT,__text) non-external _sig_keycreate
00007ff8400a4420 (__DATA,__bss) non-external _sig_keycreated
00007ff800a5f415 (__TEXT,__text) external _sigaction
00007ff800a5979c (__TEXT,__text) external _sigaddset
00007ff800a51a8e (__TEXT,__text) external _sigaltstack
00007ff800a51b3c (__TEXT,__text) external _sigblock
00007ff800a597cd (__TEXT,__text) external _sigdelset
00007ff800a59780 (__TEXT,__text) external _sigemptyset
00007ff800a5978e (__TEXT,__text) external _sigfillset
00007ff800a51bd9 (__TEXT,__text) external _sighold
00007ff800a51c65 (__TEXT,__text) external _sigignore
00007ff800a72ec8 (__TEXT,__text) external _siginterrupt
00007ff800a597fe (__TEXT,__text) external _sigismember
00007ff800a72f43 (__TEXT,__text) external _signal
00007ff800a72f52 (__TEXT,__text) non-external _signal__
00007ff800abb615 (__TEXT,__text) external _sigpause
00007ff800a51b6b (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff800a51c1f (__TEXT,__text) external _sigrelse
00007ff800a51c82 (__TEXT,__text) external _sigset
00007ff800a51b0d (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff800a51ab9 (__TEXT,__text) external _sigvec
00007ff800a51ac8 (__TEXT,__text) non-external _sigvec__
00007ff800a58c67 (__TEXT,__text) non-external _skip
00007ff840097bc0 (__DATA,__data) external _skip
00007ff800a730d9 (__TEXT,__text) external _sl_add
00007ff800a73189 (__TEXT,__text) external _sl_find
00007ff800a7313a (__TEXT,__text) external _sl_free
00007ff800a73071 (__TEXT,__text) external _sl_init
00007ff800abe10a (__TEXT,__text) non-external _sl_init.cold.1
00007ff800abe11f (__TEXT,__text) non-external _sl_init.cold.2
00007ff840099880 (__DATA,__bss) non-external _slash
00007ff800abb783 (__TEXT,__text) external _sleep
00007ff800a72fc9 (__TEXT,__text) external _sleep$NOCANCEL
00007ff840099680 (__DATA,__bss) non-external _slot
00007ff800a86755 (__TEXT,__text) external _snprintf
00007ff800a86816 (__TEXT,__text) external _snprintf_l
00007ff800a75617 (__TEXT,__text) external _snvis
00007ff800a7f169 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff800a868af (__TEXT,__text) external _sprintf
00007ff800a86973 (__TEXT,__text) external _sprintf_l
00007ff800aa4577 (__TEXT,__text) external _sradixsort
00007ff800aa5221 (__TEXT,__text) external _srand
00007ff800a73033 (__TEXT,__text) external _srand48
00007ff800aa5230 (__TEXT,__text) external _sranddev
00007ff800aa52aa (__TEXT,__text) external _srandom
00007ff800aa5421 (__TEXT,__text) external _srandomdev
00007ff800a86a0f (__TEXT,__text) external _sscanf
00007ff800a86ad3 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00007ff800a5caf8 (__TEXT,__text) external _stat_with_subsystem
00007ff840097a90 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
00007ff800a5545a (__TEXT,__text) external _statvfs
00007ff800a5f429 (__TEXT,__text) external _stpcpy
00007ff800a5f464 (__TEXT,__text) external _stpncpy
00007ff800a758b9 (__TEXT,__text) external _stravis
00007ff800a9cb21 (__TEXT,__text) external _strcasecmp
00007ff800a9ca32 (__TEXT,__text) external _strcasecmp_l
00007ff800a9cd52 (__TEXT,__text) external _strcasestr
00007ff800a9cc81 (__TEXT,__text) external _strcasestr_l
00007ff800a5f4cb (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff800a9ce52 (__TEXT,__text) external _strcoll
00007ff800a9cd7a (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff800a9ce7a (__TEXT,__text) external _strcspn
00007ff800a9cf14 (__TEXT,__text) external _strdup
00007ff800a75945 (__TEXT,__text) external _strenvisx
00007ff800a9d073 (__TEXT,__text) external _strerror
00007ff800a9d016 (__TEXT,__text) external _strerror_r
00007ff800aadb4b (__TEXT,__text) external _strfmon
00007ff800aae90c (__TEXT,__text) external _strfmon_l
00007ff800a9ab5c (__TEXT,__text) external _strftime
00007ff800a9987c (__TEXT,__text) external _strftime_l
00007ff840099708 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff800a9d0f5 (__TEXT,__text) external _strmode
00007ff800a9cc59 (__TEXT,__text) external _strncasecmp
00007ff800a9cb49 (__TEXT,__text) external _strncasecmp_l
00007ff800a5f50b (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff800a9d213 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff800a9d271 (__TEXT,__text) external _strnstr
00007ff800a74df0 (__TEXT,__text) external _strnunvis
00007ff800a74c70 (__TEXT,__text) external _strnunvisx
00007ff800abe17a (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff800abe19d (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff800abe1c0 (__TEXT,__text) non-external _strnunvisx.cold.3
00007ff800a7588b (__TEXT,__text) external _strnvis
00007ff800a7590f (__TEXT,__text) external _strnvisx
00007ff800a9d2eb (__TEXT,__text) external _strpbrk
00007ff800a9ad18 (__TEXT,__text) external _strptime
00007ff800a9ad40 (__TEXT,__text) external _strptime_l
00007ff800a9d314 (__TEXT,__text) external _strrchr
00007ff800a7577d (__TEXT,__text) external _strsenvisx
00007ff800a9d330 (__TEXT,__text) external _strsep
00007ff800a9d4ae (__TEXT,__text) external _strsignal
00007ff800a9d36f (__TEXT,__text) external _strsignal_r
00007ff800a756f4 (__TEXT,__text) external _strsnvis
00007ff800a7574e (__TEXT,__text) external _strsnvisx
00007ff800a9d588 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff800a75671 (__TEXT,__text) external _strsvis
00007ff800a7571b (__TEXT,__text) external _strsvisx
00007ff800a52c92 (__TEXT,__text) external _strtod
00007ff800a52cda (__TEXT,__text) external _strtod_l
00007ff800a523a8 (__TEXT,__text) external _strtoencf16
00007ff800a5247d (__TEXT,__text) external _strtoencf32
00007ff800a527aa (__TEXT,__text) external _strtoencf64
00007ff800a53379 (__TEXT,__text) external _strtoencf64x
00007ff800a52d07 (__TEXT,__text) external _strtoencf80_l
00007ff800a52737 (__TEXT,__text) external _strtof
00007ff800a5277e (__TEXT,__text) external _strtof_l
00007ff800a598c4 (__TEXT,__text) external _strtofflags
00007ff800aa7017 (__TEXT,__text) external _strtoimax
00007ff800aa6e14 (__TEXT,__text) external _strtoimax_l
00007ff800a9d688 (__TEXT,__text) external _strtok
00007ff8400a4430 (__DATA,__bss) non-external _strtok.last
00007ff800a9d616 (__TEXT,__text) external _strtok_r
00007ff800aa7242 (__TEXT,__text) external _strtol
00007ff800aa703f (__TEXT,__text) external _strtol_l
00007ff800a533a1 (__TEXT,__text) external _strtold
00007ff800a533e6 (__TEXT,__text) external _strtold_l
00007ff800aa746d (__TEXT,__text) external _strtoll
00007ff800aa726a (__TEXT,__text) external _strtoll_l
00007ff800a81824 (__TEXT,__text) external _strtonum
00007ff800aa7495 (__TEXT,__text) external _strtoq
00007ff800aa74bd (__TEXT,__text) external _strtoq_l
00007ff800aa76b4 (__TEXT,__text) external _strtoul
00007ff800aa74c7 (__TEXT,__text) external _strtoul_l
00007ff800aa78c9 (__TEXT,__text) external _strtoull
00007ff800aa76dc (__TEXT,__text) external _strtoull_l
00007ff800aa7ade (__TEXT,__text) external _strtoumax
00007ff800aa78f1 (__TEXT,__text) external _strtoumax_l
00007ff800aa7b06 (__TEXT,__text) external _strtouq
00007ff800aa7b2e (__TEXT,__text) external _strtouq_l
00007ff800a74dda (__TEXT,__text) external _strunvis
00007ff800a74dc4 (__TEXT,__text) external _strunvisx
00007ff800a75860 (__TEXT,__text) external _strvis
00007ff800a758d8 (__TEXT,__text) external _strvisx
00007ff800a9d95e (__TEXT,__text) external _strxfrm
00007ff800a9d699 (__TEXT,__text) external _strxfrm_l
00007ff8400a4598 (__DATA,__common) external _suboptarg
00007ff840099710 (__DATA,__bss) non-external _subsystem_root_path
00007ff800a74e94 (__TEXT,__text) external _svis
00007ff800a9d986 (__TEXT,__text) external _swab
00007ff800a86db0 (__TEXT,__text) external _swprintf
00007ff800a86e71 (__TEXT,__text) external _swprintf_l
00007ff800a86f0a (__TEXT,__text) external _swscanf
00007ff800a86fce (__TEXT,__text) external _swscanf_l
00007ff800a5d36a (__TEXT,__text) external _sxprintf
00007ff800a5de43 (__TEXT,__text) external _sxprintf_exec
00007ff800a5f55c (__TEXT,__text) external _sync_volume_np
00007ff800ac0cf5 (__TEXT,__const) non-external _syntax_error_str
00007ff8400673b0 (__DATA_CONST,__const) external _sys_errlist
00007ff800abff98 (__TEXT,__const) external _sys_nerr
00007ff840067b60 (__DATA_CONST,__const) external _sys_siglist
00007ff840067a60 (__DATA_CONST,__const) external _sys_signame
00007ff800a731dc (__TEXT,__text) external _sysconf
00007ff800a738dc (__TEXT,__text) external _sysctl
00007ff800a73a8c (__TEXT,__text) external _sysctlbyname
00007ff800a73b48 (__TEXT,__text) external _sysctlnametomib
00007ff800abba3c (__TEXT,__text) external _system
00007ff800aa7b38 (__TEXT,__text) external _system$NOCANCEL
00007ff800abb7ed (__TEXT,__text) external _tcdrain
00007ff800a73fc1 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff800a7402c (__TEXT,__text) external _tcflow
00007ff800a73fd4 (__TEXT,__text) external _tcflush
00007ff800a73d80 (__TEXT,__text) external _tcgetattr
00007ff800a73e9a (__TEXT,__text) external _tcgetpgrp
00007ff800a5ec9a (__TEXT,__text) external _tcgetsid
00007ff800a73f5a (__TEXT,__text) external _tcsendbreak
00007ff800a73d94 (__TEXT,__text) external _tcsetattr
00007ff800a73e5c (__TEXT,__text) external _tcsetpgrp
00007ff800aa7d8e (__TEXT,__text) external _tdelete
00007ff800a73bc8 (__TEXT,__text) external _telldir
00007ff800a8706a (__TEXT,__text) external _tempnam
00007ff840099678 (__DATA,__bss) non-external _tf
00007ff800aa7e4e (__TEXT,__text) external _tfind
00007ff800a59bf5 (__TEXT,__text) external _thread_stack_async_pcs
00007ff800a59be2 (__TEXT,__text) external _thread_stack_pcs
00007ff840096608 (__DATA,__data) non-external _threadsafe
00007ff800a74090 (__TEXT,__text) external _time
00007ff800a98931 (__TEXT,__text) non-external _time2
00007ff800a98a5a (__TEXT,__text) external _time2posix
00007ff800a9925d (__TEXT,__text) non-external _time2sub
00007ff800a98a11 (__TEXT,__text) external _timegm
00007ff800a989fb (__TEXT,__text) external _timelocal
00007ff800a98a35 (__TEXT,__text) external _timeoff
00007ff800a7410e (__TEXT,__text) external _times
00007ff800aa8d40 (__TEXT,__text) external _timespec_get
00007ff800a97f45 (__TEXT,__text) non-external _timesub
00007ff8400a44d0 (__DATA,__common) external _timezone
00007ff800a68f4b (__TEXT,__text) external _timingsafe_bcmp
00007ff84009fc60 (__DATA,__bss) non-external _tm
00007ff800a9983c (__TEXT,__text) non-external _tmcomp
00007ff800a87233 (__TEXT,__text) external _tmpfile
00007ff800a8736c (__TEXT,__text) external _tmpnam
00007ff84009b360 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff84009b368 (__DATA,__bss) non-external _tmpnam_buf
00007ff800a873df (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff840097890 (__DATA,__data) non-external _tmpnam_buf_control
00007ff800abffa0 (__TEXT,__const) non-external _tmundef
00007ff800a5a24e (__TEXT,__text) external _toascii
00007ff800a5a259 (__TEXT,__text) external _tolower
00007ff800a5ac32 (__TEXT,__text) external _tolower_l
00007ff840099858 (__DATA,__bss) non-external _toprec
00007ff840099860 (__DATA,__bss) non-external _topreclen
00007ff800a5a299 (__TEXT,__text) external _toupper
00007ff800a5ac51 (__TEXT,__text) external _toupper_l
00007ff800a7e9af (__TEXT,__text) external _towctrans
00007ff800a7e921 (__TEXT,__text) external _towctrans_l
00007ff800a5b078 (__TEXT,__text) external _towlower
00007ff800a5b56d (__TEXT,__text) external _towlower_l
00007ff800a5b0b8 (__TEXT,__text) external _towupper
00007ff800a5b58c (__TEXT,__text) external _towupper_l
00007ff800a98eed (__TEXT,__text) non-external _transtime
00007ff800ab33ec (__TEXT,__text) non-external _tre_add_tag_left
00007ff800ab333d (__TEXT,__text) non-external _tre_add_tag_right
00007ff800ab06e7 (__TEXT,__text) non-external _tre_add_tags
00007ff800aafe00 (__TEXT,__text) external _tre_ast_new_catenation
00007ff800aafd6f (__TEXT,__text) external _tre_ast_new_iter
00007ff800aafd34 (__TEXT,__text) external _tre_ast_new_literal
00007ff800aafcb4 (__TEXT,__text) external _tre_ast_new_node
00007ff800aafdc6 (__TEXT,__text) external _tre_ast_new_union
00007ff800ab3000 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff800aafe3c (__TEXT,__text) external _tre_compile
00007ff800ab2830 (__TEXT,__text) non-external _tre_compute_nfl
00007ff800ab349b (__TEXT,__text) non-external _tre_copy_ast
00007ff800ab22cc (__TEXT,__text) non-external _tre_expand_ast
00007ff800abb2e1 (__TEXT,__text) non-external _tre_expand_macro
00007ff800aaf6b1 (__TEXT,__text) external _tre_fill_pmatch
00007ff800ab30aa (__TEXT,__text) external _tre_free
00007ff840068930 (__DATA_CONST,__const) non-external _tre_macros
00007ff800ab3dfc (__TEXT,__text) non-external _tre_make_trans
00007ff800aafa60 (__TEXT,__text) non-external _tre_match
00007ff800ab3c41 (__TEXT,__text) non-external _tre_match_empty
00007ff800ab903f (__TEXT,__text) external _tre_mem_alloc_impl
00007ff800ab8ffc (__TEXT,__text) external _tre_mem_destroy
00007ff800ab8fc8 (__TEXT,__text) external _tre_mem_new_impl
00007ff800ab3208 (__TEXT,__text) non-external _tre_merge_branches
00007ff800abb3db (__TEXT,__text) non-external _tre_new_item
00007ff800ab9158 (__TEXT,__text) external _tre_parse
00007ff800abb10c (__TEXT,__text) non-external _tre_parse_bound
00007ff800aaf86e (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff800abb349 (__TEXT,__text) non-external _tre_search_cnames
00007ff800ab382e (__TEXT,__text) non-external _tre_set_empty
00007ff800ab37c8 (__TEXT,__text) non-external _tre_set_one
00007ff800ab385b (__TEXT,__text) non-external _tre_set_union
00007ff800abb4d4 (__TEXT,__text) external _tre_stack_destroy
00007ff800abb45b (__TEXT,__text) external _tre_stack_new
00007ff800abb4f4 (__TEXT,__text) external _tre_stack_num_objects
