00007ff8062fa58c (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff80646b31a (__TEXT,__text) external __ZNKR3icu6number29LocalizedNumberRangeFormatter13withoutLocaleEv
00007ff80646b302 (__TEXT,__text) external __ZNKR3icu6number31UnlocalizedNumberRangeFormatter6localeERKNS_6LocaleE
                 (undefined) external __ZNKSt3__16locale9use_facetERNS0_2idE (from libc++)
                 (undefined) external __ZNKSt3__18ios_base6getlocEv (from libc++)
00007ff80642cd58 (__TEXT,__text) external __ZNO3icu15MeasureUnitImpl5buildER10UErrorCode
00007ff8064435ba (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE12adoptPerUnitEPNS_11MeasureUnitE
00007ff806443902 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE12adoptSymbolsEPNS_15NumberingSystemE
00007ff8064437e2 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE12integerWidthERKNS0_12IntegerWidthE
00007ff8064436d8 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE12roundingModeE25UNumberFormatRoundingMode
00007ff806443e9a (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE13forDateFormatEb
00007ff806443c50 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE14displayOptionsERKNS_14DisplayOptionsE
00007ff806443d12 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE15unitDisplayCaseENS_11StringPieceE
00007ff8064439fe (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE4signE18UNumberSignDisplay
00007ff8064433ec (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE4unitERKNS_11MeasureUnitE
00007ff806444358 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE5cloneEv
00007ff806443afa (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE5scaleERKNS0_5ScaleE
00007ff806443b8e (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE5usageENS_11StringPieceE
00007ff80644420c (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE6macrosEONS0_4impl10MacroPropsE
00007ff806443fe8 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE6macrosERKNS0_4impl10MacroPropsE
00007ff806443a76 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE7decimalE30UNumberDecimalSeparatorDisplay
00007ff806443da2 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE7paddingERKNS0_4impl6PadderE
00007ff806443520 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE7perUnitERKNS_11MeasureUnitE
00007ff806443872 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE7symbolsERKNS_20DecimalFormatSymbolsE
00007ff806443756 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE8groupingE23UNumberGroupingStrategy
00007ff806443358 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE8notationERKNS0_8NotationE
00007ff806443486 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE9adoptUnitEPNS_11MeasureUnitE
00007ff806443656 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE9precisionERKNS0_9PrecisionE
00007ff806443e22 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE9thresholdEi
00007ff806443986 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_24LocalizedNumberFormatterEE9unitWidthE16UNumberUnitWidth
00007ff8064424ae (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE12adoptPerUnitEPNS_11MeasureUnitE
00007ff8064427f6 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE12adoptSymbolsEPNS_15NumberingSystemE
00007ff8064426d6 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE12integerWidthERKNS0_12IntegerWidthE
00007ff8064425cc (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE12roundingModeE25UNumberFormatRoundingMode
00007ff806442d8e (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE13forDateFormatEb
00007ff806442b44 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE14displayOptionsERKNS_14DisplayOptionsE
00007ff806442c06 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE15unitDisplayCaseENS_11StringPieceE
00007ff8064428f2 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE4signE18UNumberSignDisplay
00007ff8064422e0 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE4unitERKNS_11MeasureUnitE
00007ff80644324c (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE5cloneEv
00007ff8064429ee (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE5scaleERKNS0_5ScaleE
00007ff806442a82 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE5usageENS_11StringPieceE
00007ff806443100 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE6macrosEONS0_4impl10MacroPropsE
00007ff806442edc (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE6macrosERKNS0_4impl10MacroPropsE
00007ff80644296a (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE7decimalE30UNumberDecimalSeparatorDisplay
00007ff806442c96 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE7paddingERKNS0_4impl6PadderE
00007ff806442414 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE7perUnitERKNS_11MeasureUnitE
00007ff806442766 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE7symbolsERKNS_20DecimalFormatSymbolsE
00007ff80644264a (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE8groupingE23UNumberGroupingStrategy
00007ff80644224c (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE8notationERKNS0_8NotationE
00007ff80644237a (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE9adoptUnitEPNS_11MeasureUnitE
00007ff80644254a (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE9precisionERKNS0_9PrecisionE
00007ff806442d16 (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE9thresholdEi
00007ff80644287a (__TEXT,__text) weak external __ZNO3icu6number23NumberFormatterSettingsINS0_26UnlocalizedNumberFormatterEE9unitWidthE16UNumberUnitWidth
00007ff806445f04 (__TEXT,__text) external __ZNO3icu6number24LocalizedNumberFormatter13withoutLocaleEv
00007ff8064444a6 (__TEXT,__text) external __ZNO3icu6number26UnlocalizedNumberFormatter6localeERKNS_6LocaleE
00007ff80646a9ce (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE16identityFallbackE28UNumberRangeIdentityFallback
00007ff80646a510 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE19numberFormatterBothEONS0_26UnlocalizedNumberFormatterE
00007ff80646a422 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE19numberFormatterBothERKNS0_26UnlocalizedNumberFormatterE
00007ff80646a6d8 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE20numberFormatterFirstEONS0_26UnlocalizedNumberFormatterE
00007ff80646a5f4 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE20numberFormatterFirstERKNS0_26UnlocalizedNumberFormatterE
00007ff80646a8a6 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE21numberFormatterSecondEONS0_26UnlocalizedNumberFormatterE
00007ff80646a7be (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE21numberFormatterSecondERKNS0_26UnlocalizedNumberFormatterE
00007ff80646aa44 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE5cloneEv
00007ff80646a956 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_29LocalizedNumberRangeFormatterEE8collapseE20UNumberRangeCollapse
00007ff80646a278 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE16identityFallbackE28UNumberRangeIdentityFallback
00007ff806469dba (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE19numberFormatterBothEONS0_26UnlocalizedNumberFormatterE
00007ff806469ccc (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE19numberFormatterBothERKNS0_26UnlocalizedNumberFormatterE
00007ff806469f82 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE20numberFormatterFirstEONS0_26UnlocalizedNumberFormatterE
00007ff806469e9e (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE20numberFormatterFirstERKNS0_26UnlocalizedNumberFormatterE
00007ff80646a150 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE21numberFormatterSecondEONS0_26UnlocalizedNumberFormatterE
00007ff80646a068 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE21numberFormatterSecondERKNS0_26UnlocalizedNumberFormatterE
00007ff80646a2ee (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE5cloneEv
00007ff80646a200 (__TEXT,__text) weak external __ZNO3icu6number28NumberRangeFormatterSettingsINS0_31UnlocalizedNumberRangeFormatterEE8collapseE20UNumberRangeCollapse
00007ff80646b40a (__TEXT,__text) external __ZNO3icu6number29LocalizedNumberRangeFormatter13withoutLocaleEv
00007ff80646ab46 (__TEXT,__text) external __ZNO3icu6number31UnlocalizedNumberRangeFormatter6localeERKNS_6LocaleE
                 (undefined) external __ZNSt3__111__call_onceERVmPvPFvS2_E (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6appendEPKcm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6resizeEmc (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEE3getEv (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIcNS_11char_traitsIcEEE7putbackEc (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryC1ERS3_ (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev (from libc++)
                 (undefined) external __ZNSt3__118condition_variable10notify_allEv (from libc++)
                 (undefined) external __ZNSt3__118condition_variable4waitERNS_11unique_lockINS_5mutexEEE (from libc++)
                 (undefined) external __ZNSt3__118condition_variableD1Ev (from libc++)
                 (undefined) external __ZNSt3__15ctypeIcE2idE (from libc++)
                 (undefined) external __ZNSt3__15mutex4lockEv (from libc++)
                 (undefined) external __ZNSt3__15mutex6unlockEv (from libc++)
                 (undefined) external __ZNSt3__15mutexD1Ev (from libc++)
                 (undefined) external __ZNSt3__16localeD1Ev (from libc++)
                 (undefined) external __ZNSt3__18ios_base5clearEj (from libc++)
00007ff8406650e0 (__DATA_CONST,__const) external __ZTIN3icu10AppendableE
00007ff840678078 (__DATA_CONST,__const) external __ZTIN3icu10CECalendarE
00007ff84067b1e8 (__DATA_CONST,__const) external __ZTIN3icu10DateFormatE
00007ff84067ca28 (__DATA_CONST,__const) external __ZTIN3icu10GenderInfoE
00007ff840669768 (__DATA_CONST,__const) external __ZTIN3icu10NormalizerE
00007ff840675a48 (__DATA_CONST,__const) external __ZTIN3icu10UnicodeSetE
00007ff84067c600 (__DATA_CONST,__const) external __ZTIN3icu11FormattableE
00007ff840682258 (__DATA_CONST,__const) external __ZTIN3icu11MeasureUnitE
00007ff8406692f0 (__DATA_CONST,__const) external __ZTIN3icu11Normalizer2E
00007ff840685650 (__DATA_CONST,__const) external __ZTIN3icu11PluralRulesE
00007ff840675b98 (__DATA_CONST,__const) external __ZTIN3icu11ReplaceableE
00007ff840675a38 (__DATA_CONST,__const) external __ZTIN3icu11SymbolTableE
00007ff840687ef8 (__DATA_CONST,__const) external __ZTIN3icu11TextTrieMapE
00007ff8406756f8 (__DATA_CONST,__const) external __ZTIN3icu12CacheKeyBaseE
00007ff840678490 (__DATA_CONST,__const) external __ZTIN3icu12ChoiceFormatE
00007ff840686e58 (__DATA_CONST,__const) external __ZTIN3icu12CollationKeyE
00007ff84067ae00 (__DATA_CONST,__const) external __ZTIN3icu12CurrencyUnitE
00007ff840665ad8 (__DATA_CONST,__const) external __ZTIN3icu12DateIntervalE
00007ff84067c120 (__DATA_CONST,__const) external __ZTIN3icu12DateTimeRuleE
00007ff8406856e0 (__DATA_CONST,__const) external __ZTIN3icu12FixedDecimalE
00007ff840684288 (__DATA_CONST,__const) external __ZTIN3icu12NumberFormatE
00007ff8406853e0 (__DATA_CONST,__const) external __ZTIN3icu12PluralFormat14PluralSelectorE
00007ff8406853f8 (__DATA_CONST,__const) external __ZTIN3icu12PluralFormat21PluralSelectorAdapterE
00007ff840685410 (__DATA_CONST,__const) external __ZTIN3icu12PluralFormatE
00007ff840685da8 (__DATA_CONST,__const) external __ZTIN3icu12RegexCompileE
00007ff840686420 (__DATA_CONST,__const) external __ZTIN3icu12RegexMatcherE
00007ff840686560 (__DATA_CONST,__const) external __ZTIN3icu12RegexPatternE
00007ff84066a580 (__DATA_CONST,__const) external __ZTIN3icu12ResourceSinkE
00007ff840686b98 (__DATA_CONST,__const) external __ZTIN3icu12SelectFormatE
00007ff84066a708 (__DATA_CONST,__const) external __ZTIN3icu12SharedObjectE
00007ff840687148 (__DATA_CONST,__const) external __ZTIN3icu12StringSearchE
00007ff8406881a0 (__DATA_CONST,__const) external __ZTIN3icu12TimeZoneRuleE
00007ff840675710 (__DATA_CONST,__const) external __ZTIN3icu12UnifiedCacheE
00007ff8406776e0 (__DATA_CONST,__const) external __ZTIN3icu13BasicTimeZoneE
00007ff840665378 (__DATA_CONST,__const) external __ZTIN3icu13BreakIteratorE
00007ff840678bc8 (__DATA_CONST,__const) external __ZTIN3icu13CollationKeys13LevelCallbackE
00007ff84067b728 (__DATA_CONST,__const) external __ZTIN3icu13DecimalFormatE
00007ff84067c690 (__DATA_CONST,__const) external __ZTIN3icu13FieldPositionE
00007ff840680ea8 (__DATA_CONST,__const) external __ZTIN3icu13FormattedListE
00007ff8406831e8 (__DATA_CONST,__const) external __ZTIN3icu13IFixedDecimalE
00007ff840680f38 (__DATA_CONST,__const) external __ZTIN3icu13ListFormatterE
00007ff840665e58 (__DATA_CONST,__const) external __ZTIN3icu13LocaleBuilderE
00007ff840681148 (__DATA_CONST,__const) external __ZTIN3icu13MeasureFormatE
00007ff840682628 (__DATA_CONST,__const) external __ZTIN3icu13MessageFormat11DummyFormatE
00007ff8406827f8 (__DATA_CONST,__const) external __ZTIN3icu13MessageFormat22PluralSelectorProviderE
00007ff840682770 (__DATA_CONST,__const) external __ZTIN3icu13MessageFormatE
00007ff8406850e8 (__DATA_CONST,__const) external __ZTIN3icu13OlsonTimeZoneE
00007ff8406697a8 (__DATA_CONST,__const) external __ZTIN3icu13ParsePositionE
00007ff84066a538 (__DATA_CONST,__const) external __ZTIN3icu13ResourceValueE
00007ff840687c80 (__DATA_CONST,__const) external __ZTIN3icu13TimeZoneNames19MatchInfoCollectionE
00007ff840687ba0 (__DATA_CONST,__const) external __ZTIN3icu13TimeZoneNamesE
00007ff840675810 (__DATA_CONST,__const) external __ZTIN3icu13UnicodeFilterE
00007ff840675bb0 (__DATA_CONST,__const) external __ZTIN3icu13UnicodeStringE
00007ff84067ad08 (__DATA_CONST,__const) external __ZTIN3icu14CurrencyAmountE
00007ff84067c7f0 (__DATA_CONST,__const) external __ZTIN3icu14FormattedValueE
00007ff84067cea0 (__DATA_CONST,__const) external __ZTIN3icu14HebrewCalendarE
00007ff84067e8c8 (__DATA_CONST,__const) external __ZTIN3icu14IndianCalendarE
00007ff8406692a8 (__DATA_CONST,__const) external __ZTIN3icu14MessagePatternE
00007ff84066a490 (__DATA_CONST,__const) external __ZTIN3icu14ResourceBundleE
00007ff840686b28 (__DATA_CONST,__const) external __ZTIN3icu14SearchIteratorE
00007ff840677c58 (__DATA_CONST,__const) external __ZTIN3icu14SharedCalendarE
00007ff840686cb0 (__DATA_CONST,__const) external __ZTIN3icu14SimpleTimeZoneE
00007ff8406875c0 (__DATA_CONST,__const) external __ZTIN3icu14TimeUnitAmountE
00007ff840687628 (__DATA_CONST,__const) external __ZTIN3icu14TimeUnitFormatE
00007ff840687a10 (__DATA_CONST,__const) external __ZTIN3icu14TimeZoneFormatE
00007ff8406878b8 (__DATA_CONST,__const) external __ZTIN3icu14TransliteratorE
00007ff840675890 (__DATA_CONST,__const) external __ZTIN3icu14UnicodeFunctorE
00007ff840675768 (__DATA_CONST,__const) external __ZTIN3icu14UnicodeMatcherE
00007ff840677420 (__DATA_CONST,__const) external __ZTIN3icu15AlphabeticIndex14ImmutableIndexE
00007ff840677468 (__DATA_CONST,__const) external __ZTIN3icu15AlphabeticIndex6BucketE
00007ff840677450 (__DATA_CONST,__const) external __ZTIN3icu15AlphabeticIndexE
00007ff8406782e8 (__DATA_CONST,__const) external __ZTIN3icu15ChineseCalendarE
00007ff840680978 (__DATA_CONST,__const) external __ZTIN3icu15IslamicCalendarE
00007ff840669728 (__DATA_CONST,__const) external __ZTIN3icu15Normalizer2ImplE
00007ff840685000 (__DATA_CONST,__const) external __ZTIN3icu15NumberingSystemE
00007ff840687080 (__DATA_CONST,__const) external __ZTIN3icu15UnicodeReplacerE
00007ff8406655c8 (__DATA_CONST,__const) external __ZTIN3icu16BytesTrieBuilder17BTLinearMatchNodeE
00007ff8406655b0 (__DATA_CONST,__const) external __ZTIN3icu16BytesTrieBuilderE
00007ff8406788a0 (__DATA_CONST,__const) external __ZTIN3icu16CollationBuilderE
00007ff84067bc48 (__DATA_CONST,__const) external __ZTIN3icu16DateIntervalInfoE
00007ff840686e18 (__DATA_CONST,__const) external __ZTIN3icu16SimpleDateFormatE
00007ff84066a6c8 (__DATA_CONST,__const) external __ZTIN3icu16UnifiedCacheBaseE
00007ff840665608 (__DATA_CONST,__const) external __ZTIN3icu17CanonicalIteratorE
00007ff840665770 (__DATA_CONST,__const) external __ZTIN3icu17CharacterIteratorE
00007ff840678b70 (__DATA_CONST,__const) external __ZTIN3icu17CollationIteratorE
00007ff840678cc8 (__DATA_CONST,__const) external __ZTIN3icu17CollationSettingsE
00007ff84067b998 (__DATA_CONST,__const) external __ZTIN3icu17DateFormatSymbolsE
00007ff840665a58 (__DATA_CONST,__const) external __ZTIN3icu17DictionaryMatcherE
00007ff84067cc38 (__DATA_CONST,__const) external __ZTIN3icu17GregorianCalendarE
00007ff8406668d0 (__DATA_CONST,__const) external __ZTIN3icu17RegionValidateMapE
00007ff8406866d0 (__DATA_CONST,__const) external __ZTIN3icu17RuleBasedCollatorE
00007ff840685d70 (__DATA_CONST,__const) external __ZTIN3icu17RuleBasedTimeZoneE
00007ff840685638 (__DATA_CONST,__const) external __ZTIN3icu17SharedPluralRulesE
00007ff8406768a0 (__DATA_CONST,__const) external __ZTIN3icu17StringEnumerationE
00007ff84066aa10 (__DATA_CONST,__const) weak external __ZTIN3icu17StringTrieBuilder10BranchNodeE
00007ff84066aad8 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder14BranchHeadNodeE
00007ff84066a8b0 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder14FinalValueNodeE
00007ff84066aa28 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder14ListBranchNodeE
00007ff84066a9b8 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder15LinearMatchNodeE
00007ff84066aa80 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder15SplitBranchNodeE
00007ff84066a960 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder21IntermediateValueNodeE
00007ff84066a858 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder4NodeE
00007ff84066a908 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilder9ValueNodeE
00007ff84066aaf0 (__DATA_CONST,__const) external __ZTIN3icu17StringTrieBuilderE
00007ff84066bbb0 (__DATA_CONST,__const) external __ZTIN3icu17UCharsTrieBuilder18UCTLinearMatchNodeE
00007ff84066bb98 (__DATA_CONST,__const) external __ZTIN3icu17UCharsTrieBuilderE
00007ff8406881d0 (__DATA_CONST,__const) external __ZTIN3icu18AnnualTimeZoneRuleE
00007ff840677578 (__DATA_CONST,__const) external __ZTIN3icu18CalendarAstronomer9AngleFuncE
00007ff840665400 (__DATA_CONST,__const) external __ZTIN3icu18CharStringByteSinkE
00007ff840678d48 (__DATA_CONST,__const) external __ZTIN3icu18CollationTailoringE
00007ff84067adb0 (__DATA_CONST,__const) external __ZTIN3icu18CurrencyPluralInfoE
00007ff84067bbc8 (__DATA_CONST,__const) external __ZTIN3icu18DateIntervalFormatE
00007ff84067e5e8 (__DATA_CONST,__const) external __ZTIN3icu18HinduLunarCalendarE
00007ff84067e600 (__DATA_CONST,__const) external __ZTIN3icu18HinduSolarCalendarE
00007ff8406660f8 (__DATA_CONST,__const) external __ZTIN3icu18LocaleDisplayNamesE
00007ff840665ea0 (__DATA_CONST,__const) weak external __ZTIN3icu18LocalePriorityList8IteratorE
00007ff84066a450 (__DATA_CONST,__const) external __ZTIN3icu18RuleBasedTokenizerE
00007ff840684270 (__DATA_CONST,__const) external __ZTIN3icu18SharedNumberFormatE
00007ff840688228 (__DATA_CONST,__const) external __ZTIN3icu18TimeZoneTransitionE
00007ff8406768b8 (__DATA_CONST,__const) external __ZTIN3icu18UStringEnumerationE
00007ff8406765f0 (__DATA_CONST,__const) external __ZTIN3icu18UnicodeSetIteratorE
00007ff840678d30 (__DATA_CONST,__const) external __ZTIN3icu19CollationCacheEntryE
00007ff840678c28 (__DATA_CONST,__const) external __ZTIN3icu19CollationRuleParser4SinkE
00007ff840678c70 (__DATA_CONST,__const) external __ZTIN3icu19CollationRuleParser8ImporterE
00007ff840665dd8 (__DATA_CONST,__const) external __ZTIN3icu19FilteredNormalizer2E
00007ff8406881b8 (__DATA_CONST,__const) external __ZTIN3icu19InitialTimeZoneRuleE
00007ff8406809d8 (__DATA_CONST,__const) external __ZTIN3icu19IslamicRGSACalendarE
00007ff8406809a8 (__DATA_CONST,__const) external __ZTIN3icu19IslamicTBLACalendarE
00007ff840686bd8 (__DATA_CONST,__const) external __ZTIN3icu19SharedBreakIteratorE
00007ff8406654a8 (__DATA_CONST,__const) external __ZTIN3icu20CheckedArrayByteSinkE
00007ff840678a58 (__DATA_CONST,__const) external __ZTIN3icu20CollationDataBuilder10CEModifierE
00007ff840678a88 (__DATA_CONST,__const) external __ZTIN3icu20CollationDataBuilderE
00007ff840678fd0 (__DATA_CONST,__const) external __ZTIN3icu20CompactDecimalFormatE
00007ff84067b308 (__DATA_CONST,__const) external __ZTIN3icu20DecimalFormatSymbolsE
00007ff84067c8a8 (__DATA_CONST,__const) external __ZTIN3icu20FieldPositionHandlerE
00007ff840680990 (__DATA_CONST,__const) external __ZTIN3icu20IslamicCivilCalendarE
00007ff840687af0 (__DATA_CONST,__const) external __ZTIN3icu20TimeZoneGenericNamesE
00007ff84067c918 (__DATA_CONST,__const) external __ZTIN3icu21FieldPositionIteratorE
00007ff84067bb38 (__DATA_CONST,__const) external __ZTIN3icu21FormattedDateIntervalE
00007ff840685ad0 (__DATA_CONST,__const) external __ZTIN3icu21RuleBasedNumberFormatE
00007ff8406881e8 (__DATA_CONST,__const) external __ZTIN3icu21TimeArrayTimeZoneRuleE
00007ff840688d38 (__DATA_CONST,__const) external __ZTIN3icu21UTF8CollationIteratorE
00007ff840665a88 (__DATA_CONST,__const) external __ZTIN3icu22BytesDictionaryMatcherE
00007ff840679288 (__DATA_CONST,__const) external __ZTIN3icu22CompoundTransliteratorE
00007ff84067e6c0 (__DATA_CONST,__const) external __ZTIN3icu22HinduSolarOdiaCalendarE
00007ff84066a170 (__DATA_CONST,__const) external __ZTIN3icu22RuleBasedBreakIterator10BreakCacheE
00007ff84066a038 (__DATA_CONST,__const) external __ZTIN3icu22RuleBasedBreakIteratorE
00007ff84066bcb0 (__DATA_CONST,__const) external __ZTIN3icu22UCharCharacterIteratorE
00007ff8406887c8 (__DATA_CONST,__const) external __ZTIN3icu22UIterCollationIteratorE
00007ff840688be8 (__DATA_CONST,__const) external __ZTIN3icu22UTF16CollationIteratorE
00007ff84067e6d8 (__DATA_CONST,__const) external __ZTIN3icu23HinduSolarTamilCalendarE
00007ff8406809c0 (__DATA_CONST,__const) external __ZTIN3icu23IslamicUmalquraCalendarE
00007ff84067b980 (__DATA_CONST,__const) external __ZTIN3icu23SharedDateFormatSymbolsE
00007ff84066a680 (__DATA_CONST,__const) external __ZTIN3icu23StringCharacterIteratorE
00007ff840665a70 (__DATA_CONST,__const) external __ZTIN3icu23UCharsDictionaryMatcherE
00007ff840675b18 (__DATA_CONST,__const) external __ZTIN3icu23UnicodeStringAppendableE
