00007ff843894c30 (__DATA,__data) non-external _C
00007ff802d3aa68 (__TEXT,__text) external _getc
00007ff802d641dc (__TEXT,__text) external _getc_unlocked
00007ff802d64202 (__TEXT,__text) external _getchar
00007ff802d6424d (__TEXT,__text) external _getchar_unlocked
00007ff802d2f0a6 (__TEXT,__text) external _getcwd
00007ff802d46cf0 (__TEXT,__text) external _getdate
00007ff843896580 (__DATA,__bss) non-external _getdate.tm
00007ff84389692c (__DATA,__common) external _getdate_err
00007ff802d33e18 (__TEXT,__text) external _getdelim
                 (undefined) external _getdirentries (from libsystem_kernel)
00007ff802d3fc74 (__TEXT,__text) external _getdiskbyname
00007ff843895f18 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff802d55edf (__TEXT,__text) non-external _getent
00007ff802d04d10 (__TEXT,__text) external _getenv
00007ff802d71986 (__TEXT,__text) external _getenv_copy_np
                 (undefined) external _geteuid (from libsystem_kernel)
                 (undefined) external _getfsstat (from libsystem_kernel)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
                 (undefined) external _getfsstat64 (from libsystem_kernel)
                 (undefined) external _getgrgid (from libsystem_info)
                 (undefined) external _getgrnam (from libsystem_info)
                 (undefined) external _getgroupcount (from libsystem_info)
                 (undefined) external _getgrouplist (from libsystem_info)
00007ff802d7f630 (__TEXT,__text) external _getgroups$DARWIN_EXTSN
00007ff802d493c6 (__TEXT,__text) external _gethostid
00007ff802d1ca11 (__TEXT,__text) external _gethostname
                 (undefined) external _getifaddrs (from libsystem_info)
00007ff802d61d83 (__TEXT,__text) external _getipv4sourcefilter
00007ff802d82f88 (__TEXT,__text) non-external _getipv4sourcefilter.cold.1
00007ff802d82fab (__TEXT,__text) non-external _getipv4sourcefilter.cold.2
00007ff802d82fce (__TEXT,__text) non-external _getipv4sourcefilter.cold.3
00007ff802d41ed8 (__TEXT,__text) external _getlastlogx
00007ff802d41fa8 (__TEXT,__text) external _getlastlogxbyname
00007ff802d33e06 (__TEXT,__text) external _getline
00007ff802d406ee (__TEXT,__text) external _getloadavg
00007ff802d3a984 (__TEXT,__text) external _getlogin
00007ff802d3a9be (__TEXT,__text) non-external _getlogin_basic
00007ff802d56f1a (__TEXT,__text) external _getlogin_r
00007ff802d7f7ad (__TEXT,__text) external _getmntinfo
00007ff802d350ef (__TEXT,__text) external _getmntinfo$INODE64
00007ff843896668 (__DATA,__bss) non-external _getmntinfo$INODE64.vars
00007ff843895e08 (__DATA,__bss) non-external _getmntinfo.vars
00007ff802d76c2f (__TEXT,__text) external _getmntinfo64
00007ff8438968a8 (__DATA,__bss) non-external _getmntinfo64.bufsize
00007ff843896898 (__DATA,__bss) non-external _getmntinfo64.mntbuf
00007ff8438968a0 (__DATA,__bss) non-external _getmntinfo64.mntsize
00007ff802d1246b (__TEXT,__text) non-external _getmntinfo_internal
00007ff802d12532 (__TEXT,__text) non-external _getmntinfo_internal
00007ff802d7f7d3 (__TEXT,__text) external _getmntinfo_r_np
00007ff802d12413 (__TEXT,__text) external _getmntinfo_r_np$INODE64
00007ff802d587dc (__TEXT,__text) external _getmode
00007ff802d0d378 (__TEXT,__text) non-external _getoffset
00007ff802d2ff54 (__TEXT,__text) external _getopt
00007ff843894888 (__DATA,__data) non-external _getopt.place
00007ff802d2f8f1 (__TEXT,__text) non-external _getopt_internal
00007ff802d835ec (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff843894b08 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff802d2f8e1 (__TEXT,__text) external _getopt_long
00007ff802d3b8f8 (__TEXT,__text) external _getopt_long_only
00007ff802d1384b (__TEXT,__text) external _getpagesize
00007ff8436b9930 (__DATA_DIRTY,__bss) non-external _getpagesize.value
00007ff802d583e9 (__TEXT,__text) external _getpass
00007ff843896700 (__DATA,__bss) non-external _getpass.buf
00007ff802d56f85 (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff802d125f9 (__TEXT,__text) external _getprogname
                 (undefined) external _getpwnam (from libsystem_info)
                 (undefined) external _getpwuid (from libsystem_info)
                 (undefined) external _getpwuid_r (from libsystem_info)
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff802d0d5a9 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff802d6427d (__TEXT,__text) external _gets
00007ff802d86320 (__TEXT,__const) non-external _gets.w
00007ff8438967a0 (__DATA,__bss) non-external _gets.warned
00007ff802d0d3ad (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsectiondata (from libmacho)
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff802d61f93 (__TEXT,__text) external _getsourcefilter
00007ff802d71b2a (__TEXT,__text) external _getsubopt
00007ff802d0bf3c (__TEXT,__text) external _gettimeofday
00007ff843895d58 (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff843895d54 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff843895d50 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff802d408f9 (__TEXT,__text) external _getttyent
00007ff843895f68 (__DATA,__bss) non-external _getttyent.line
00007ff840084b80 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff843895f28 (__DATA,__bss) non-external _getttyent.tty
00007ff802d4079f (__TEXT,__text) external _getttynam
00007ff802d40280 (__TEXT,__text) non-external _gettype
                 (undefined) external _getuid (from libsystem_kernel)
00007ff802d41000 (__TEXT,__text) external _getusershell
00007ff802d79a79 (__TEXT,__text) external _getutmp
00007ff802d79ab8 (__TEXT,__text) external _getutmpx
00007ff802d792c8 (__TEXT,__text) external _getutxent
00007ff802d4288f (__TEXT,__text) external _getutxent_wtmp
00007ff802d79421 (__TEXT,__text) external _getutxid
00007ff802d794f8 (__TEXT,__text) external _getutxline
00007ff802d86301 (__TEXT,__const) non-external _getv4.digits
00007ff802d3ac6d (__TEXT,__text) external _getvfsbyname
00007ff802d64332 (__TEXT,__text) external _getw
00007ff802d64367 (__TEXT,__text) external _getwc
00007ff802d6438f (__TEXT,__text) external _getwc_l
00007ff802d64399 (__TEXT,__text) external _getwchar
00007ff802d643cb (__TEXT,__text) external _getwchar_l
00007ff802d49431 (__TEXT,__text) external _getwd
00007ff802d0d2f8 (__TEXT,__text) non-external _getzname
00007ff802d7f830 (__TEXT,__text) external _glob
00007ff802d31c20 (__TEXT,__text) external _glob$INODE64
00007ff802d322d1 (__TEXT,__text) non-external _glob0
00007ff802d324f5 (__TEXT,__text) non-external _glob0
00007ff802d32a48 (__TEXT,__text) non-external _glob2
00007ff802d33018 (__TEXT,__text) non-external _glob2
00007ff802d7f862 (__TEXT,__text) external _glob_b
00007ff802d56ff2 (__TEXT,__text) external _glob_b$INODE64
00007ff802d57051 (__TEXT,__text) non-external _globexp1
00007ff802d7f89b (__TEXT,__text) non-external _globexp1
00007ff802d33b8b (__TEXT,__text) non-external _globfinal
00007ff802d33c28 (__TEXT,__text) external _globfree
00007ff802d865d4 (__TEXT,__const) non-external _gmt
00007ff802d2d112 (__TEXT,__text) non-external _gmt_init
00007ff843894a68 (__DATA,__data) non-external _gmt_notify
00007ff843894af0 (__DATA,__data) non-external _gmt_once
00007ff802d3447e (__TEXT,__text) external _gmtime
00007ff843895d48 (__DATA,__bss) non-external _gmtime_key
00007ff8438967e4 (__DATA,__bss) non-external _gmtime_key_error
00007ff802d3451c (__TEXT,__text) non-external _gmtime_key_init
00007ff8438948b8 (__DATA,__data) non-external _gmtime_once
00007ff802d2d070 (__TEXT,__text) external _gmtime_r
00007ff802d2d1a8 (__TEXT,__text) non-external _gmtload
00007ff843895e28 (__DATA,__bss) non-external _gmtptr
00007ff802d2d089 (__TEXT,__text) non-external _gmtsub
00007ff802d86770 (__TEXT,__const) non-external _gnuoptchar
00007ff843896648 (__DATA,__bss) non-external _gottoprec
00007ff802d2a8ac (__TEXT,__text) external _grantpt
00007ff802d67464 (__TEXT,__text) non-external _grouping_init
00007ff802d6ba15 (__TEXT,__text) non-external _grouping_init
00007ff802d674ff (__TEXT,__text) non-external _grouping_print
00007ff802d6bb3c (__TEXT,__text) non-external _grouping_print
00007ff802d583d2 (__TEXT,__text) non-external _handler
00007ff8438968e0 (__DATA,__bss) non-external _handlers
00007ff802d4f5bc (__TEXT,__text) non-external _hash4
00007ff802d4e1e2 (__TEXT,__text) non-external _hash_access
00007ff802d4daa2 (__TEXT,__text) non-external _hash_close
00007ff802d73855 (__TEXT,__text) external _hash_create
00007ff802d4dad3 (__TEXT,__text) non-external _hash_delete
00007ff802d738d9 (__TEXT,__text) external _hash_destroy
00007ff802d4db30 (__TEXT,__text) non-external _hash_fd
00007ff802d4db60 (__TEXT,__text) non-external _hash_get
00007ff802d73b3c (__TEXT,__text) external _hash_purge
00007ff802d4dbbf (__TEXT,__text) non-external _hash_put
00007ff802d739b0 (__TEXT,__text) external _hash_search
00007ff802d4dc26 (__TEXT,__text) non-external _hash_seq
00007ff802d73bb6 (__TEXT,__text) external _hash_stats
00007ff802d83616 (__TEXT,__text) non-external _hash_stats.cold.1
00007ff802d4de7e (__TEXT,__text) non-external _hash_sync
00007ff802d73ac7 (__TEXT,__text) external _hash_traverse
00007ff802d71c5a (__TEXT,__text) external _hcreate
00007ff802d4d96e (__TEXT,__text) non-external _hdestroy
00007ff802d71d26 (__TEXT,__text) external _hdestroy
00007ff802d11dc7 (__TEXT,__text) external _heapsort
00007ff802d36883 (__TEXT,__text) external _heapsort_b
00007ff802d84390 (__TEXT,__const) non-external _hexdigit
00007ff802d89790 (__TEXT,__cstring) non-external _hexlist
00007ff843895fd0 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff802d71da2 (__TEXT,__text) external _hsearch
00007ff843896838 (__DATA,__bss) non-external _htable
00007ff843896840 (__DATA,__bss) non-external _htablesize
                 (undefined) external _if_nametoindex (from libsystem_info)
00007ff802d86750 (__TEXT,__const) non-external _illoptchar
00007ff802d86840 (__TEXT,__const) non-external _illoptstring
00007ff802d71e57 (__TEXT,__text) external _imaxabs
00007ff802d71e67 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff802d180a5 (__TEXT,__text) external _inet_addr
00007ff802d18064 (__TEXT,__text) external _inet_aton
00007ff802d60523 (__TEXT,__text) external _inet_lnaof
00007ff802d6054a (__TEXT,__text) external _inet_makeaddr
00007ff802d60583 (__TEXT,__text) external _inet_net_ntop
00007ff802d60a59 (__TEXT,__text) external _inet_net_pton
00007ff802d82edd (__TEXT,__text) non-external _inet_net_pton.cold.1
00007ff802d82efe (__TEXT,__text) non-external _inet_net_pton.cold.2
00007ff802d82f21 (__TEXT,__text) non-external _inet_net_pton.cold.3
00007ff802d862c1 (__TEXT,__const) non-external _inet_net_pton_ipv4.digits
00007ff802d862b0 (__TEXT,__const) non-external _inet_net_pton_ipv4.xdigits
00007ff802d862d0 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_l
00007ff802d862f0 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_u
00007ff802d6126a (__TEXT,__text) external _inet_neta
00007ff802d6130f (__TEXT,__text) external _inet_netof
00007ff802d61336 (__TEXT,__text) external _inet_network
00007ff802d61746 (__TEXT,__text) external _inet_nsap_addr
00007ff802d618d3 (__TEXT,__text) external _inet_nsap_ntoa
00007ff802d34fbe (__TEXT,__text) external _inet_ntoa
00007ff843895d70 (__DATA,__bss) non-external _inet_ntoa.ret
00007ff802d1813e (__TEXT,__text) external _inet_ntop
00007ff802d1818f (__TEXT,__text) external _inet_ntop4
00007ff802d259da (__TEXT,__text) external _inet_ntop6
00007ff802d1629f (__TEXT,__text) external _inet_pton
00007ff802d16602 (__TEXT,__text) non-external _inet_pton4
00007ff802d86930 (__TEXT,__const) non-external _inet_pton4.digits
00007ff802d86940 (__TEXT,__const) non-external _inet_pton6.xdigits_l
00007ff802d86960 (__TEXT,__const) non-external _inet_pton6.xdigits_u
00007ff802d3e3b0 (__TEXT,__text) non-external _infinity
00007ff802d3e66e (__TEXT,__text) non-external _initMPFromDigits
00007ff802d84490 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff802d3fc0d (__TEXT,__text) non-external _init_perm
00007ff802d41034 (__TEXT,__text) non-external _initshells
00007ff802d72c94 (__TEXT,__text) external _initstate
00007ff802d1d393 (__TEXT,__text) non-external _insertionsort
00007ff802d1d42d (__TEXT,__text) non-external _insertionsort
00007ff802d71e97 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff802d43703 (__TEXT,__text) external _isalnum
00007ff802d43dcc (__TEXT,__text) external _isalnum_l
00007ff802d43767 (__TEXT,__text) external _isalpha
00007ff802d43e30 (__TEXT,__text) external _isalpha_l
00007ff802d436f2 (__TEXT,__text) external _isascii
00007ff802d19aa9 (__TEXT,__text) external _isatty
00007ff802d437c5 (__TEXT,__text) external _isblank
00007ff802d43e8e (__TEXT,__text) external _isblank_l
00007ff802d43823 (__TEXT,__text) external _iscntrl
00007ff802d43eec (__TEXT,__text) external _iscntrl_l
00007ff802d34b5e (__TEXT,__text) external _isdigit
00007ff802d43f4a (__TEXT,__text) external _isdigit_l
00007ff802d43881 (__TEXT,__text) external _isgraph
00007ff802d43fa8 (__TEXT,__text) external _isgraph_l
00007ff802d43b4d (__TEXT,__text) external _ishexnumber
00007ff802d44006 (__TEXT,__text) external _ishexnumber_l
00007ff802d43bab (__TEXT,__text) external _isideogram
00007ff802d44064 (__TEXT,__text) external _isideogram_l
00007ff802d438df (__TEXT,__text) external _islower
00007ff802d440c2 (__TEXT,__text) external _islower_l
00007ff802d43c09 (__TEXT,__text) external _isnumber
00007ff802d44120 (__TEXT,__text) external _isnumber_l
00007ff802d43c67 (__TEXT,__text) external _isphonogram
00007ff802d4417e (__TEXT,__text) external _isphonogram_l
00007ff802d4393d (__TEXT,__text) external _isprint
00007ff802d441dc (__TEXT,__text) external _isprint_l
00007ff802d4399b (__TEXT,__text) external _ispunct
00007ff802d4423a (__TEXT,__text) external _ispunct_l
00007ff802d43cc5 (__TEXT,__text) external _isrune
00007ff802d44298 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff802d439f9 (__TEXT,__text) external _isspace
00007ff802d44301 (__TEXT,__text) external _isspace_l
00007ff802d43d27 (__TEXT,__text) external _isspecial
00007ff802d4435f (__TEXT,__text) external _isspecial_l
00007ff802d2aacf (__TEXT,__text) non-external _istrsenvisx
00007ff802d82cf4 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff802d82d17 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff802d82d3a (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff802d82d5d (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff802d2aa70 (__TEXT,__text) non-external _istrsenvisxl
00007ff802d43a57 (__TEXT,__text) external _isupper
00007ff802d443bd (__TEXT,__text) external _isupper_l
00007ff802d444bb (__TEXT,__text) external _iswalnum
00007ff802d4494b (__TEXT,__text) external _iswalnum_l
00007ff802d4451f (__TEXT,__text) external _iswalpha
00007ff802d449af (__TEXT,__text) external _iswalpha_l
00007ff802d44e6c (__TEXT,__text) external _iswascii
00007ff802d44e0e (__TEXT,__text) external _iswblank
00007ff802d450b5 (__TEXT,__text) external _iswblank_l
00007ff802d4457d (__TEXT,__text) external _iswcntrl
00007ff802d44a0d (__TEXT,__text) external _iswcntrl_l
00007ff802d445db (__TEXT,__text) external _iswctype
00007ff802d44a6b (__TEXT,__text) external _iswctype_l
00007ff802d44645 (__TEXT,__text) external _iswdigit
00007ff802d44adc (__TEXT,__text) external _iswdigit_l
00007ff802d44668 (__TEXT,__text) external _iswgraph
00007ff802d44b3a (__TEXT,__text) external _iswgraph_l
00007ff802d44e7d (__TEXT,__text) external _iswhexnumber
00007ff802d45113 (__TEXT,__text) external _iswhexnumber_l
00007ff802d44edb (__TEXT,__text) external _iswideogram
00007ff802d45171 (__TEXT,__text) external _iswideogram_l
00007ff802d446c6 (__TEXT,__text) external _iswlower
00007ff802d44b98 (__TEXT,__text) external _iswlower_l
00007ff802d44f39 (__TEXT,__text) external _iswnumber
00007ff802d451cf (__TEXT,__text) external _iswnumber_l
00007ff802d44f97 (__TEXT,__text) external _iswphonogram
00007ff802d4522d (__TEXT,__text) external _iswphonogram_l
00007ff802d44724 (__TEXT,__text) external _iswprint
00007ff802d44bf6 (__TEXT,__text) external _iswprint_l
00007ff802d44782 (__TEXT,__text) external _iswpunct
00007ff802d44c54 (__TEXT,__text) external _iswpunct_l
00007ff802d44ff5 (__TEXT,__text) external _iswrune
00007ff802d4528b (__TEXT,__text) external _iswrune_l
00007ff802d447e0 (__TEXT,__text) external _iswspace
00007ff802d44cb2 (__TEXT,__text) external _iswspace_l
00007ff802d45057 (__TEXT,__text) external _iswspecial
00007ff802d452f4 (__TEXT,__text) external _iswspecial_l
00007ff802d4483e (__TEXT,__text) external _iswupper
00007ff802d44d10 (__TEXT,__text) external _iswupper_l
00007ff802d4489c (__TEXT,__text) external _iswxdigit
00007ff802d44d6e (__TEXT,__text) external _iswxdigit_l
00007ff802d34b3b (__TEXT,__text) external _isxdigit
00007ff802d4441b (__TEXT,__text) external _isxdigit_l
00007ff802d878d0 (__TEXT,__cstring) non-external _itoa64
00007ff802d57420 (__TEXT,__text) external _jrand48
00007ff840085110 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff802d351d4 (__TEXT,__text) external _killpg
00007ff802d741e3 (__TEXT,__text) external _l64a
00007ff843896888 (__DATA,__bss) non-external _l64a.buf
00007ff802d71ec0 (__TEXT,__text) external _labs
00007ff802d5b213 (__TEXT,__text) non-external _largesearch
00007ff843895d20 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff8436b84b8 (__DATA_DIRTY,__data) non-external _lastglue
00007ff802d3ebf6 (__TEXT,__text) external _lchflags
00007ff802d2567c (__TEXT,__text) external _lchmod
00007ff843895c20 (__DATA,__bss) non-external _lcl_TZname
00007ff8436b89b0 (__DATA_DIRTY,__data) non-external _lcl_notify
00007ff8436b89d0 (__DATA_DIRTY,__data) non-external (was a private external) _lcl_rwlock
00007ff8436b9950 (__DATA_DIRTY,__bss) non-external _lclptr
00007ff802d57460 (__TEXT,__text) external _lcong48
00007ff802d71ed0 (__TEXT,__text) external _ldiv
00007ff802d71faf (__TEXT,__text) external _lfind
00007ff802d669ec (__TEXT,__text) non-external _lflush
00007ff843896930 (__DATA,__common) non-external (was a private external) _libc_hooks
00007ff802d4917d (__TEXT,__text) external _libc_set_introspection_hooks
00007ff802d81ea7 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.1
00007ff802d81ec8 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.2
00007ff802d81ee9 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.3
00007ff802d81f0a (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.4
00007ff802d614f4 (__TEXT,__text) external _link_addr
00007ff802d61664 (__TEXT,__text) external _link_ntoa
00007ff843896760 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff802d71f00 (__TEXT,__text) external _llabs
00007ff802d71f10 (__TEXT,__text) external _lldiv
00007ff802d624f2 (__TEXT,__text) non-external _loadCat
00007ff802d27e2c (__TEXT,__text) non-external _loadlocale
00007ff802d3aaaf (__TEXT,__text) external _localeconv
00007ff802d09a80 (__TEXT,__text) external _localeconv_l
00007ff802d82e52 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff802d82e64 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff802d1263c (__TEXT,__text) external _localtime
00007ff8436b9920 (__DATA_DIRTY,__bss) non-external _localtime_key
00007ff8436b98f8 (__DATA_DIRTY,__bss) non-external _localtime_key_error
00007ff802d1270b (__TEXT,__text) non-external _localtime_key_init
00007ff8436b86d8 (__DATA_DIRTY,__data) non-external _localtime_once
00007ff802d0c00f (__TEXT,__text) external _localtime_r
00007ff802d3b908 (__TEXT,__text) external _lockf
00007ff802d574a4 (__TEXT,__text) external _lockf$NOCANCEL
00007ff802d48f92 (__TEXT,__text) external _login
00007ff802d47e8b (__TEXT,__text) external _login_tty
00007ff802d48ff3 (__TEXT,__text) external _logout
00007ff802d47ef2 (__TEXT,__text) external _logwtmp
00007ff802d5b261 (__TEXT,__text) non-external _lookup_substsearch
00007ff802d82d80 (__TEXT,__text) non-external _lookup_substsearch.cold.1
00007ff802d5756c (__TEXT,__text) external _lrand48
00007ff802d71f40 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _lstat$INODE64 (from libsystem_kernel)
00007ff802d48727 (__TEXT,__text) external _lstatx64_np
00007ff802d813ff (__TEXT,__text) external _lstatx_np
00007ff802d1dc17 (__TEXT,__text) external _lstatx_np$INODE64
00007ff802d1dc51 (__TEXT,__text) non-external _lstatx_syscall
00007ff802d1dc5e (__TEXT,__text) non-external _lstatx_syscall
00007ff802d340f0 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
00007ff840084be0 (__DATA_CONST,__const) non-external _mapping
00007ff802d31072 (__TEXT,__text) external _mblen
00007ff802d310f9 (__TEXT,__text) external _mblen_l
00007ff802d48b3d (__TEXT,__text) external _mbmb
00007ff843896600 (__DATA,__bss) non-external _mbmb.warn_depreciated
                 (undefined) external _mbr_gid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uuid_to_id (from libsystem_info)
00007ff802d3117c (__TEXT,__text) external _mbrlen
00007ff802d5d464 (__TEXT,__text) external _mbrlen_l
00007ff802d48a95 (__TEXT,__text) external _mbrrune
00007ff8438965fc (__DATA,__bss) non-external _mbrrune.warn_depreciated
00007ff802d34b9a (__TEXT,__text) external _mbrtowc
00007ff802d319cc (__TEXT,__text) external _mbrtowc_l
00007ff802d489ec (__TEXT,__text) external _mbrune
00007ff8438965f8 (__DATA,__bss) non-external _mbrune.warn_depreciated
00007ff802d5d4e0 (__TEXT,__text) external _mbsinit
00007ff802d5d4ad (__TEXT,__text) external _mbsinit_l
00007ff802d5d55d (__TEXT,__text) external _mbsnrtowcs
00007ff802d5d518 (__TEXT,__text) external _mbsnrtowcs_l
00007ff802d5d6ec (__TEXT,__text) external _mbsrtowcs
00007ff802d5d6a1 (__TEXT,__text) external _mbsrtowcs_l
00007ff802d2b457 (__TEXT,__text) external _mbstowcs
00007ff802d5d740 (__TEXT,__text) external _mbstowcs_l
00007ff802d2b1bf (__TEXT,__text) external _mbtowc
00007ff802d0b2fd (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff802d1ab6a (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff802d0501d (__TEXT,__text) external _memset_s
00007ff802d60516 (__TEXT,__text) non-external _memstream_close
00007ff802d60490 (__TEXT,__text) non-external _memstream_seek
00007ff802d82e97 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff802d82eba (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff802d60376 (__TEXT,__text) non-external _memstream_update
00007ff802d82e76 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff802d603a0 (__TEXT,__text) non-external _memstream_write
00007ff802d1cb8e (__TEXT,__text) external _mergesort
00007ff802d2c3a8 (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff802d4865e (__TEXT,__text) external _mkdirx_np
00007ff802d35004 (__TEXT,__text) external _mkdtemp
00007ff802d6453b (__TEXT,__text) external _mkdtempat_np
00007ff802d48647 (__TEXT,__text) external _mkfifox_np
00007ff802d644d4 (__TEXT,__text) external _mkostemp
00007ff802d643e2 (__TEXT,__text) external _mkostemps
00007ff802d64443 (__TEXT,__text) external _mkostempsat_np
00007ff802d138c4 (__TEXT,__text) external _mkpath_np
00007ff802d47ff6 (__TEXT,__text) external _mkpathat_np
00007ff802d31ba7 (__TEXT,__text) external _mkstemp
00007ff802d645ba (__TEXT,__text) external _mkstemp_dprotected_np
00007ff802d256c1 (__TEXT,__text) external _mkstemps
00007ff802d64498 (__TEXT,__text) external _mkstempsat_np
00007ff802d1a780 (__TEXT,__text) external _mktemp
00007ff802d1dcf7 (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007ff802d86610 (__TEXT,__const) non-external _mon_lengths
00007ff802d436ce (__TEXT,__text) external _monaddition
00007ff802d436e6 (__TEXT,__text) external _moncontrol
00007ff802d436ec (__TEXT,__text) external _moncount
00007ff802d436c2 (__TEXT,__text) external _moninit
00007ff802d436e0 (__TEXT,__text) external _monitor
00007ff802d436da (__TEXT,__text) external _monoutput
00007ff802d436d4 (__TEXT,__text) external _monreset
00007ff802d436c8 (__TEXT,__text) external _monstartup
00007ff802d631f7 (__TEXT,__text) non-external _moreglue
00007ff802d50f2b (__TEXT,__text) non-external _mpool_bkt
00007ff802d5118b (__TEXT,__text) external _mpool_close
00007ff802d50e7d (__TEXT,__text) external _mpool_filter
00007ff802d50ff7 (__TEXT,__text) external _mpool_get
00007ff802d50e98 (__TEXT,__text) external _mpool_new
00007ff802d8240f (__TEXT,__text) non-external _mpool_new.cold.1
00007ff802d50db5 (__TEXT,__text) external _mpool_open
00007ff802d51176 (__TEXT,__text) external _mpool_put
00007ff802d511d1 (__TEXT,__text) external _mpool_sync
00007ff802d5123c (__TEXT,__text) non-external _mpool_write
00007ff802d5759d (__TEXT,__text) external _mrand48
00007ff802d49809 (__TEXT,__text) non-external _mswap
00007ff802d3e7eb (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff8438965c0 (__DATA,__bss) non-external _namebuf
00007ff802d13011 (__TEXT,__text) external _nanosleep
00007ff802d2eb79 (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff8436b9810 (__DATA_DIRTY,__bss) non-external _new_categories
00007ff802d476b9 (__TEXT,__text) external _new_printf_comp
00007ff802d36e62 (__TEXT,__text) external _new_printf_domain
00007ff802d19220 (__TEXT,__text) external _newlocale
00007ff8436b8960 (__DATA_DIRTY,__data) non-external _next
00007ff802d551c3 (__TEXT,__text) non-external _nextcomp
00007ff843896610 (__DATA,__bss) non-external _nextcomp.lmsgverb
