00007ff802954960 (__TEXT,__text) external _APL_dgemm
00007ff8029ec103 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
00007ff8028784db (__TEXT,__text) external _sspmv_
00007ff802878ca7 (__TEXT,__text) external _sspr
00007ff8028bf3f3 (__TEXT,__text) external _sspr$NEWLAPACK
00007ff8029ec1fb (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
00007ff802878d0e (__TEXT,__text) external _sspr2
00007ff8028bf4b9 (__TEXT,__text) external _sspr2$NEWLAPACK
00007ff8029ec2c3 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
00007ff802878d0e (__TEXT,__text) external _sspr2_
00007ff802878ca7 (__TEXT,__text) external _sspr_
00007ff80287b4ad (__TEXT,__text) external _sswap
00007ff80299b99e (__TEXT,__text) external _sswap$NEWLAPACK
00007ff8029fa68e (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
00007ff80287b4ad (__TEXT,__text) external _sswap_
00007ff8028763e9 (__TEXT,__text) external _ssymm
00007ff802958998 (__TEXT,__text) external _ssymm$NEWLAPACK
00007ff8029f464b (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
00007ff8028763e9 (__TEXT,__text) external _ssymm_
00007ff8028783bc (__TEXT,__text) external _ssymv
00007ff8028bf5a3 (__TEXT,__text) external _ssymv$NEWLAPACK
00007ff8029ec3ab (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
00007ff8028783bc (__TEXT,__text) external _ssymv_
00007ff802878bb6 (__TEXT,__text) external _ssyr
00007ff8028bf6b3 (__TEXT,__text) external _ssyr$NEWLAPACK
00007ff8029ec4b5 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
00007ff802878c26 (__TEXT,__text) external _ssyr2
00007ff8028bf78f (__TEXT,__text) external _ssyr2$NEWLAPACK
00007ff8029ec597 (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
00007ff802878c26 (__TEXT,__text) external _ssyr2_
00007ff802876838 (__TEXT,__text) external _ssyr2k
00007ff802959078 (__TEXT,__text) external _ssyr2k$NEWLAPACK
00007ff8029f4d1b (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
00007ff802876838 (__TEXT,__text) external _ssyr2k_
00007ff802878bb6 (__TEXT,__text) external _ssyr_
00007ff80287675b (__TEXT,__text) external _ssyrk
00007ff802958ce4 (__TEXT,__text) external _ssyrk$NEWLAPACK
00007ff8029f498b (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
00007ff80287675b (__TEXT,__text) external _ssyrk_
00007ff802878664 (__TEXT,__text) external _stbmv
00007ff8028bf88d (__TEXT,__text) external _stbmv$NEWLAPACK
00007ff8029ec691 (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
00007ff802878664 (__TEXT,__text) external _stbmv_
00007ff80287896f (__TEXT,__text) external _stbsv
00007ff8028bfcdf (__TEXT,__text) external _stbsv$NEWLAPACK
00007ff8029ecadf (__TEXT,__text) external _stbsv$NEWLAPACK$ILP64
00007ff80287896f (__TEXT,__text) external _stbsv_
00007ff802878770 (__TEXT,__text) external _stpmv
00007ff8028c0131 (__TEXT,__text) external _stpmv$NEWLAPACK
00007ff8029ecf2d (__TEXT,__text) external _stpmv$NEWLAPACK$ILP64
00007ff802878770 (__TEXT,__text) external _stpmv_
00007ff802878a7b (__TEXT,__text) external _stpsv
00007ff8028c052d (__TEXT,__text) external _stpsv$NEWLAPACK
00007ff8029ed331 (__TEXT,__text) external _stpsv$NEWLAPACK$ILP64
00007ff802878a7b (__TEXT,__text) external _stpsv_
00007ff8028cd8fd (__TEXT,__text) external _strCopyLower
00007ff8028cd8b7 (__TEXT,__text) external _strSetZeroLower
00007ff8028764bf (__TEXT,__text) external _strmm
00007ff802959448 (__TEXT,__text) external _strmm$NEWLAPACK
00007ff8029f50df (__TEXT,__text) external _strmm$NEWLAPACK$ILP64
00007ff8028764bf (__TEXT,__text) external _strmm_
00007ff80287855b (__TEXT,__text) external _strmv
00007ff8028c0929 (__TEXT,__text) external _strmv$NEWLAPACK
00007ff8029ed732 (__TEXT,__text) external _strmv$NEWLAPACK$ILP64
00007ff80287855b (__TEXT,__text) external _strmv_
00007ff80287660d (__TEXT,__text) external _strsm
00007ff802959992 (__TEXT,__text) external _strsm$NEWLAPACK
00007ff8029f562d (__TEXT,__text) external _strsm$NEWLAPACK$ILP64
00007ff80287660d (__TEXT,__text) external _strsm_
00007ff802878866 (__TEXT,__text) external _strsv
00007ff8028c0d71 (__TEXT,__text) external _strsv$NEWLAPACK
00007ff8029edb56 (__TEXT,__text) external _strsv$NEWLAPACK$ILP64
00007ff802878866 (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ff802a36c7b (__TEXT,__text) external _xerbla
00007ff802a058d5 (__TEXT,__text) external _xerbla$NEWLAPACK
00007ff802a16b9a (__TEXT,__text) external _xerbla$NEWLAPACK$ILP64
00007ff802a36c7b (__TEXT,__text) external _xerbla_
00007ff8028761cd (__TEXT,__text) external _xerbla_array__
00007ff80299b6dc (__TEXT,__text) external _zaxpby$NEWLAPACK
00007ff8029fa389 (__TEXT,__text) external _zaxpby$NEWLAPACK$ILP64
00007ff80287b4f8 (__TEXT,__text) external _zaxpy
00007ff80299b65f (__TEXT,__text) external _zaxpy$NEWLAPACK
00007ff8029fa300 (__TEXT,__text) external _zaxpy$NEWLAPACK$ILP64
00007ff80287b4f8 (__TEXT,__text) external _zaxpy_
00007ff80287b50c (__TEXT,__text) external _zcopy
00007ff80299b72f (__TEXT,__text) external _zcopy$NEWLAPACK
00007ff8029fa3e6 (__TEXT,__text) external _zcopy$NEWLAPACK$ILP64
00007ff80287b50c (__TEXT,__text) external _zcopy_
00007ff80287b520 (__TEXT,__text) external _zdotc
00007ff80299b7a6 (__TEXT,__text) external _zdotc$NEWLAPACK
00007ff8029fa469 (__TEXT,__text) external _zdotc$NEWLAPACK$ILP64
00007ff80287b520 (__TEXT,__text) external _zdotc_
00007ff80287b542 (__TEXT,__text) external _zdotu
00007ff80299b7c8 (__TEXT,__text) external _zdotu$NEWLAPACK
00007ff8029fa48e (__TEXT,__text) external _zdotu$NEWLAPACK$ILP64
00007ff80287b542 (__TEXT,__text) external _zdotu_
00007ff80287b582 (__TEXT,__text) external _zdrot
00007ff80299b89c (__TEXT,__text) external _zdrot$NEWLAPACK
00007ff8029fa576 (__TEXT,__text) external _zdrot$NEWLAPACK$ILP64
00007ff80287b582 (__TEXT,__text) external _zdrot_
00007ff80287b5a3 (__TEXT,__text) external _zdscal
00007ff80299b987 (__TEXT,__text) external _zdscal$NEWLAPACK
00007ff8029fa674 (__TEXT,__text) external _zdscal$NEWLAPACK$ILP64
00007ff80287b5a3 (__TEXT,__text) external _zdscal_
00007ff80287a5ce (__TEXT,__text) external _zgbmv
00007ff8028be86c (__TEXT,__text) external _zgbmv$NEWLAPACK
00007ff8029eb68d (__TEXT,__text) external _zgbmv$NEWLAPACK$ILP64
00007ff80287a5ce (__TEXT,__text) external _zgbmv_
00007ff8028778da (__TEXT,__text) external _zgemm
00007ff8029582e7 (__TEXT,__text) external _zgemm$NEWLAPACK
00007ff8029f3faf (__TEXT,__text) external _zgemm$NEWLAPACK$ILP64
00007ff8028778da (__TEXT,__text) external _zgemm_
00007ff80287a50c (__TEXT,__text) external _zgemv
00007ff8028be53d (__TEXT,__text) external _zgemv$NEWLAPACK
00007ff8029eb374 (__TEXT,__text) external _zgemv$NEWLAPACK$ILP64
00007ff80287a50c (__TEXT,__text) external _zgemv_
00007ff80287aeeb (__TEXT,__text) external _zgerc
00007ff8028bea08 (__TEXT,__text) external _zgerc$NEWLAPACK
00007ff8029eb822 (__TEXT,__text) external _zgerc$NEWLAPACK$ILP64
00007ff80287aeeb (__TEXT,__text) external _zgerc_
00007ff80287af32 (__TEXT,__text) external _zgeru
00007ff8028bea92 (__TEXT,__text) external _zgeru$NEWLAPACK
00007ff8029eb8a8 (__TEXT,__text) external _zgeru$NEWLAPACK$ILP64
00007ff80287af32 (__TEXT,__text) external _zgeru_
00007ff80287a73c (__TEXT,__text) external _zhbmv
00007ff8028beb6c (__TEXT,__text) external _zhbmv$NEWLAPACK
00007ff8029eb97b (__TEXT,__text) external _zhbmv$NEWLAPACK$ILP64
00007ff80287a73c (__TEXT,__text) external _zhbmv_
00007ff8028779ff (__TEXT,__text) external _zhemm
00007ff8029584dc (__TEXT,__text) external _zhemm$NEWLAPACK
00007ff8029f419a (__TEXT,__text) external _zhemm$NEWLAPACK$ILP64
00007ff8028779ff (__TEXT,__text) external _zhemm_
00007ff80287a6a9 (__TEXT,__text) external _zhemv
00007ff8028bec92 (__TEXT,__text) external _zhemv$NEWLAPACK
00007ff8029eba9b (__TEXT,__text) external _zhemv$NEWLAPACK$ILP64
00007ff80287a6a9 (__TEXT,__text) external _zhemv_
00007ff80287af79 (__TEXT,__text) external _zher
00007ff8028bed91 (__TEXT,__text) external _zher$NEWLAPACK
00007ff8029ebb9c (__TEXT,__text) external _zher$NEWLAPACK$ILP64
00007ff80287afe9 (__TEXT,__text) external _zher2
00007ff8028bee89 (__TEXT,__text) external _zher2$NEWLAPACK
00007ff8029ebc96 (__TEXT,__text) external _zher2$NEWLAPACK$ILP64
00007ff80287afe9 (__TEXT,__text) external _zher2_
00007ff802878044 (__TEXT,__text) external _zher2k
00007ff802958897 (__TEXT,__text) external _zher2k$NEWLAPACK
00007ff8029f454d (__TEXT,__text) external _zher2k$NEWLAPACK$ILP64
00007ff802878044 (__TEXT,__text) external _zher2k_
00007ff80287af79 (__TEXT,__text) external _zher_
00007ff802877e5d (__TEXT,__text) external _zherk
00007ff8029586a2 (__TEXT,__text) external _zherk$NEWLAPACK
00007ff8029f435c (__TEXT,__text) external _zherk$NEWLAPACK$ILP64
00007ff802877e5d (__TEXT,__text) external _zherk_
00007ff80287a7d3 (__TEXT,__text) external _zhpmv
00007ff8028bef91 (__TEXT,__text) external _zhpmv$NEWLAPACK
00007ff8029ebd9d (__TEXT,__text) external _zhpmv$NEWLAPACK$ILP64
00007ff80287a7d3 (__TEXT,__text) external _zhpmv_
00007ff80287b075 (__TEXT,__text) external _zhpr
00007ff8028bf072 (__TEXT,__text) external _zhpr$NEWLAPACK
00007ff8029ebe7f (__TEXT,__text) external _zhpr$NEWLAPACK$ILP64
00007ff80287b0dc (__TEXT,__text) external _zhpr2
00007ff8028bf153 (__TEXT,__text) external _zhpr2$NEWLAPACK
00007ff8029ebf62 (__TEXT,__text) external _zhpr2$NEWLAPACK$ILP64
00007ff80287b0dc (__TEXT,__text) external _zhpr2_
00007ff80287b075 (__TEXT,__text) external _zhpr_
00007ff80287b564 (__TEXT,__text) external _zrotg
00007ff80299b8d8 (__TEXT,__text) external _zrotg$NEWLAPACK
00007ff8029fa5b4 (__TEXT,__text) external _zrotg$NEWLAPACK$ILP64
00007ff80287b564 (__TEXT,__text) external _zrotg_
00007ff80287b571 (__TEXT,__text) external _zscal
00007ff80299b962 (__TEXT,__text) external _zscal$NEWLAPACK
00007ff8029fa64a (__TEXT,__text) external _zscal$NEWLAPACK$ILP64
00007ff80287b571 (__TEXT,__text) external _zscal_
00007ff80287b5bd (__TEXT,__text) external _zswap
00007ff80299b9d1 (__TEXT,__text) external _zswap$NEWLAPACK
00007ff8029fa6c7 (__TEXT,__text) external _zswap$NEWLAPACK$ILP64
00007ff80287b5bd (__TEXT,__text) external _zswap_
00007ff802877ad3 (__TEXT,__text) external _zsymm
00007ff802958c12 (__TEXT,__text) external _zsymm$NEWLAPACK
00007ff8029f48bc (__TEXT,__text) external _zsymm$NEWLAPACK$ILP64
00007ff802877ad3 (__TEXT,__text) external _zsymm_
00007ff802878147 (__TEXT,__text) external _zsyr2k
00007ff802959348 (__TEXT,__text) external _zsyr2k$NEWLAPACK
00007ff8029f4fe2 (__TEXT,__text) external _zsyr2k$NEWLAPACK$ILP64
00007ff802878147 (__TEXT,__text) external _zsyr2k_
00007ff802877f53 (__TEXT,__text) external _zsyrk
00007ff802958f89 (__TEXT,__text) external _zsyrk$NEWLAPACK
00007ff8029f4c2d (__TEXT,__text) external _zsyrk$NEWLAPACK$ILP64
00007ff802877f53 (__TEXT,__text) external _zsyrk_
00007ff80287a972 (__TEXT,__text) external _ztbmv
00007ff8028bfbc0 (__TEXT,__text) external _ztbmv$NEWLAPACK
00007ff8029ec9c1 (__TEXT,__text) external _ztbmv$NEWLAPACK$ILP64
00007ff80287a972 (__TEXT,__text) external _ztbmv_
00007ff80287acbe (__TEXT,__text) external _ztbsv
00007ff8028c0012 (__TEXT,__text) external _ztbsv$NEWLAPACK
00007ff8029ece0f (__TEXT,__text) external _ztbsv$NEWLAPACK$ILP64
00007ff80287acbe (__TEXT,__text) external _ztbsv_
00007ff80287aa93 (__TEXT,__text) external _ztpmv
00007ff8028c0423 (__TEXT,__text) external _ztpmv$NEWLAPACK
00007ff8029ed225 (__TEXT,__text) external _ztpmv$NEWLAPACK$ILP64
00007ff80287aa93 (__TEXT,__text) external _ztpmv_
00007ff80287addf (__TEXT,__text) external _ztpsv
00007ff8028c081f (__TEXT,__text) external _ztpsv$NEWLAPACK
00007ff8029ed626 (__TEXT,__text) external _ztpsv$NEWLAPACK$ILP64
00007ff80287addf (__TEXT,__text) external _ztpsv_
00007ff802877ba7 (__TEXT,__text) external _ztrmm
00007ff802959839 (__TEXT,__text) external _ztrmm$NEWLAPACK
00007ff8029f54d3 (__TEXT,__text) external _ztrmm$NEWLAPACK$ILP64
00007ff802877ba7 (__TEXT,__text) external _ztrmm_
00007ff80287a853 (__TEXT,__text) external _ztrmv
00007ff8028c0c54 (__TEXT,__text) external _ztrmv$NEWLAPACK
00007ff8029eda42 (__TEXT,__text) external _ztrmv$NEWLAPACK$ILP64
00007ff80287a853 (__TEXT,__text) external _ztrmv_
00007ff802877d02 (__TEXT,__text) external _ztrsm
00007ff802959d83 (__TEXT,__text) external _ztrsm$NEWLAPACK
00007ff8029f5a21 (__TEXT,__text) external _ztrsm$NEWLAPACK$ILP64
00007ff802877d02 (__TEXT,__text) external _ztrsm_
00007ff80287ab9f (__TEXT,__text) external _ztrsv
00007ff8028c109c (__TEXT,__text) external _ztrsv$NEWLAPACK
00007ff8029ede66 (__TEXT,__text) external _ztrsv$NEWLAPACK$ILP64
00007ff80287ab9f (__TEXT,__text) external _ztrsv_
