00007ffd1e516968 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd1e4f1468 (__TEXT,__text) non-external _processSegment
00007ffd1e4b889f (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffd1e512861 (__TEXT,__text) non-external (was a private external) _pushControls
00007ffd1e5127ec (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffd1e49dbca (__TEXT,__text) non-external _pushPaddingRange
00007ffd1e49c303 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffd1e4cb562 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffd1e4bc574 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffd1e4d499b (__TEXT,__text) non-external _rangeCmp
00007ffd1e4cfbd6 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffd1e4cfbb3 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffd1e4cfbf3 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffd1e498e20 (__TEXT,__text) non-external _rawimg_add_fork
00007ffd1e498fc8 (__TEXT,__text) non-external _rawimg_add_volume
00007ffd1e49b28d (__TEXT,__text) non-external _rawimg_allocate_header_and_footer
00007ffd1e498b0c (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00007ffd1e49acfa (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00007ffd1e498893 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00007ffd1e49a2eb (__TEXT,__text) non-external _rawimg_digest_worker
00007ffd1e4bec87 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00007ffd1e536d00 (__TEXT,__const) non-external _rawimg_force_in_place.pass_name.rel
00007ffd1e49a27a (__TEXT,__text) non-external _rawimg_free_chunks
00007ffd1e4994b4 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00007ffd1e49a89a (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffd1e49a48b (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffd1e49892a (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffd1e498fd0 (__TEXT,__text) non-external _rawimg_verify
00007ffd1e4a7398 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffd1e52035d (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffd1e4d4f00 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffd1e503331 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffd1e4e67b9 (__TEXT,__text) non-external _remap_page
00007ffd1e4d70a8 (__TEXT,__text) non-external _removeEntryProc
00007ffd1e4d6cd1 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffd1e4d7145 (__TEXT,__text) non-external _removeLeaveDirProc
00007ffd1e4c18be (__TEXT,__text) non-external _removeStreamAbort
00007ffd1e4c10b3 (__TEXT,__text) non-external _removeStreamClose
00007ffd1e4c18ac (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffd1e4c13bd (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffd1e4d7072 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffd1e512782 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffd1e517a4c (__TEXT,__text) non-external _resizeResourceFork
00007ffd1e4e3d35 (__TEXT,__text) non-external _resizeStream
00007ffd1e516c6e (__TEXT,__text) non-external _resourceForkSize
00007ffd1e4dbce7 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffd1e4f2808 (__TEXT,__text) non-external _retireEntryRange
00007ffd1e5024ca (__TEXT,__text) non-external _retireThreadEnqueue
00007ffd1e4fe342 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffd1e4e9e85 (__TEXT,__text) non-external _sanitize_internal_controls
00007ffd1e4dbc92 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffd1e4cc64f (__TEXT,__text) non-external _seekTo
00007ffd1e4dff21 (__TEXT,__text) non-external _segment_find
00007ffd1e4c064c (__TEXT,__text) non-external _sendEOF
00007ffd1e4dd6c2 (__TEXT,__text) non-external _sendHeader
00007ffd1e4ac969 (__TEXT,__text) non-external _sendMessage
00007ffd1e51ff88 (__TEXT,__text) non-external _sendMessage
00007ffd1e4bc440 (__TEXT,__text) non-external _sequentialReaderProc
00007ffd1e4bc4c6 (__TEXT,__text) non-external _sequentialWriterProc
00007ffd1e4d5036 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffd1e52c8a0 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffd1e4e8980 (__TEXT,__text) non-external _setFieldBlob
00007ffd1e4d625d (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffd1e4d67ee (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffd1e4db766 (__TEXT,__text) non-external _setThreadErrorContext
00007ffd1e518d63 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffd1e4e2a8c (__TEXT,__text) non-external _setupContext
00007ffd1e4f05c8 (__TEXT,__text) non-external _setupContext
00007ffd1e4d4ffd (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffd1e4d5086 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffd1e4b0b82 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffd1e49dc77 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffd1e4d61d5 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffd1e4d719c (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffd1e4fa9bf (__TEXT,__text) non-external _stateAppendEntry
00007ffd1e50ec1e (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffd1e50f73d (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffd1e50ec2b (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffd1e50c6ad (__TEXT,__text) non-external _stateComputePatches
00007ffd1e4fa11b (__TEXT,__text) non-external _stateConcatPath
00007ffd1e4f7a29 (__TEXT,__text) non-external _stateDestroy
00007ffd1e50eaec (__TEXT,__text) non-external _stateDestroy
00007ffd1e50ca67 (__TEXT,__text) non-external _stateGenerateArchive
00007ffd1e4fa14e (__TEXT,__text) non-external _stateGetEntryData
00007ffd1e510744 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffd1e4fa333 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffd1e4d4a00 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffd1e522464 (__TEXT,__text) non-external _storeCachePos
00007ffd1e518e2f (__TEXT,__text) non-external _storeChunkOffsets
00007ffd1e4d586d (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffd1e4d2a72 (__TEXT,__text) non-external _streamAbort
00007ffd1e4eb4b2 (__TEXT,__text) non-external _streamAbort
00007ffd1e4d2917 (__TEXT,__text) non-external _streamClose
00007ffd1e4eb14f (__TEXT,__text) non-external _streamClose
00007ffd1e4af2d9 (__TEXT,__text) non-external _streamConsumerProc
00007ffd1e4ebd48 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffd1e4d2a8f (__TEXT,__text) non-external _streamPRead
00007ffd1e4eb4d2 (__TEXT,__text) non-external _streamPWrite
00007ffd1e4d38e0 (__TEXT,__text) non-external _streamProc
00007ffd1e51f2e1 (__TEXT,__text) non-external _streamProc
00007ffd1e4d2e5e (__TEXT,__text) non-external _streamRead
00007ffd1e4d2e81 (__TEXT,__text) non-external _streamSeek
00007ffd1e4af39c (__TEXT,__text) non-external _streamThreadProc
00007ffd1e4af247 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffd1e4c85f1 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffd1e4c80cc (__TEXT,__text) non-external _stringTableReserve
00007ffd1e5162cc (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffd1e510971 (__TEXT,__text) non-external _subArchiveCreate
00007ffd1e510ed4 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffd1e508b8d (__TEXT,__text) non-external _tarParseInt
00007ffd1e4e36ad (__TEXT,__text) non-external _tempStreamCancel
00007ffd1e4e362a (__TEXT,__text) non-external _tempStreamClose
00007ffd1e4e36fa (__TEXT,__text) non-external _tempStreamPRead
00007ffd1e4e3962 (__TEXT,__text) non-external _tempStreamPWrite
00007ffd1e4e36c2 (__TEXT,__text) non-external _tempStreamRead
00007ffd1e4e38d6 (__TEXT,__text) non-external _tempStreamSeek
00007ffd1e4e3bc6 (__TEXT,__text) non-external _tempStreamTruncate
00007ffd1e4e392a (__TEXT,__text) non-external _tempStreamWrite
00007ffd1e4cef19 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffd1e4cec23 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffd1e51c9f1 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffd1e4dc104 (__TEXT,__text) non-external _threadWrapperProc
00007ffd1e4b487e (__TEXT,__text) non-external _treeAdd
00007ffd1e4b424b (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffd1e4b4517 (__TEXT,__text) non-external _treeRebalance
00007ffd1e4b5241 (__TEXT,__text) non-external _treeRotateLeft
00007ffd1e4b5135 (__TEXT,__text) non-external _treeRotateRight
00007ffd1e4b4764 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffd1e4f2280 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffd1e4d5b41 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffd1e4d864e (__TEXT,__text) non-external _updateFromHeader
00007ffd1e4dbc20 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffd1e4dbc53 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffd1e504dbb (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffd1e4ac8b3 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffd1e4abbc9 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffd1e4ac637 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffd1e4abf4e (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffd1e4e2d3d (__TEXT,__text) non-external _verifySegment
00007ffd1e4f11fa (__TEXT,__text) non-external _verifySegment
00007ffd1e52010b (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffd1e4fa40c (__TEXT,__text) non-external _workerApplyAttr
00007ffd1e4ac8c8 (__TEXT,__text) non-external _workerDataFree
00007ffd1e4fa8c3 (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffd1e4fa7c7 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffd1e4c18d3 (__TEXT,__text) non-external _workerDestroy
00007ffd1e4fa0c0 (__TEXT,__text) non-external _workerDestroy
00007ffd1e4fa5f8 (__TEXT,__text) non-external _workerLoadAndApplyACL
00007ffd1e4fa4c8 (__TEXT,__text) non-external _workerLoadAndApplyXAT
00007ffd1e49ba23 (__TEXT,__text) non-external _workerProc
00007ffd1e4ab6dc (__TEXT,__text) non-external _workerProc
00007ffd1e4c0fbe (__TEXT,__text) non-external _workerProc
00007ffd1e4d4d83 (__TEXT,__text) non-external _workerProc
00007ffd1e4f7ae2 (__TEXT,__text) non-external _workerProc
00007ffd1e51f19a (__TEXT,__text) non-external _workerProc
00007ffd1e4fa728 (__TEXT,__text) non-external _workerReserve
00007ffd1e4fa1eb (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffd1e4d994d (__TEXT,__text) non-external _writeBlobProc
00007ffd1e4d92e2 (__TEXT,__text) non-external _writeHeaderProc
00007ffd1e5120fa (__TEXT,__text) non-external _writeOBuf
00007ffd1e4a1ec1 (__TEXT,__text) non-external _writeProc
00007ffd1e4cda92 (__TEXT,__text) non-external _writeProc
00007ffd1e4ee078 (__TEXT,__text) non-external _writeProc
00007ffd1e4eae36 (__TEXT,__text) non-external _writerProc
00007ffd1e520529 (__TEXT,__text) non-external (was a private external) _writerProc
