00007fff26d9b5e0 (__TEXT,__const) non-external _A1_Table
00007fff26d9db04 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB16U.identityMap
00007fff80c1a340 (__DATA,__bss) non-external _vImageConvert_XRGB2101010_A8ToARGB16U.vConvert_XRGB2101010_A8ToARGB16U
00007fff26739230 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGB8888
00007fff26d9db00 (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGB8888.identityMap
00007fff80c1a338 (__DATA,__bss) non-external _vImageConvert_XRGB2101010_A8ToARGB8888.vConvert_XRGB2101010_A8ToARGB8888
00007fff26739ef0 (__TEXT,__text) external _vImageConvert_XRGB2101010_A8ToARGBFFFF
00007fff26d9db0c (__TEXT,__const) non-external _vImageConvert_XRGB2101010_A8ToARGBFFFF.identityMap
00007fff80c1a350 (__DATA,__bss) non-external _vImageConvert_XRGB2101010_A8ToARGBFFFF.vConvert_XRGB2101010_A8ToARGBFFFF
00007fff2673e3c0 (__TEXT,__text) external _vImageConvert_XRGB8888ToPlanar8
00007fff80c1a3f8 (__DATA,__bss) non-external _vImageConvert_XRGB8888ToPlanar8.vConvert_XRGB8888ToPlanar8_CV
00007fff2673eb70 (__TEXT,__text) external _vImageConvert_XRGBFFFFToPlanarF
00007fff80c1a410 (__DATA,__bss) non-external _vImageConvert_XRGBFFFFToPlanarF.vConvert_XRGBFFFFToPlanarF_CV
00007fff264bab00 (__TEXT,__text) external _vImageConvert_YpCbCrToARGB_GenerateConversion
00007fff8757cf10 (__DATA_CONST,__const) non-external (was a private external) _vImageConverter_CGCVImageFormat_vtbl
00007fff8757cea0 (__DATA_CONST,__const) non-external (was a private external) _vImageConverter_CGImageFormat_vtbl
00007fff8757cf80 (__DATA_CONST,__const) non-external (was a private external) _vImageConverter_CVCGImageFormat_vtbl
00007fff2646cc90 (__TEXT,__text) non-external _vImageConverter_CreateCGPassList
00007fff267524a0 (__TEXT,__text) external _vImageConverter_CreateForCGToCVImageFormat
00007fff8757e530 (__DATA_CONST,__const) non-external _vImageConverter_CreateForCGToCVImageFormat.Convert_BGR888toRGB888_vtbl
00007fff267532f0 (__TEXT,__text) external _vImageConverter_CreateForCVToCGImageFormat
00007fff8757e590 (__DATA_CONST,__const) non-external _vImageConverter_CreateForCVToCGImageFormat.Convert_BGR888toRGB888_vtbl
00007fff2674efc0 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConversionInfo
00007fff267523b0 (__TEXT,__text) external _vImageConverter_CreateWithCGColorConverter
00007fff2648e590 (__TEXT,__text) external _vImageConverter_CreateWithCGImageFormat
00007fff2646bef0 (__TEXT,__text) external _vImageConverter_CreateWithColorSyncCodeFragment
00007fff26744d10 (__TEXT,__text) external _vImageConverter_GetDestinationBufferOrder
00007fff26744cd0 (__TEXT,__text) external _vImageConverter_GetNumberOfDestinationBuffers
00007fff26744cb0 (__TEXT,__text) external _vImageConverter_GetNumberOfSourceBuffers
00007fff26744cf0 (__TEXT,__text) external _vImageConverter_GetSourceBufferOrder
00007fff264733c0 (__TEXT,__text) non-external _vImageConverter_Init
00007fff264a5100 (__TEXT,__text) external _vImageConverter_MustOperateOutOfPlace
00007fff26744710 (__TEXT,__text) external _vImageConverter_Print
00007fff2648ef70 (__TEXT,__text) external _vImageConverter_Release
00007fff267446f0 (__TEXT,__text) external _vImageConverter_Retain
00007fff26582290 (__TEXT,__text) non-external (was a private external) _vImageConvolve
00007fff26583d50 (__TEXT,__text) external _vImageConvolveMultiKernel_ARGB8888
00007fff26584a20 (__TEXT,__text) external _vImageConvolveMultiKernel_ARGBFFFF
00007fff26584680 (__TEXT,__text) external _vImageConvolveWithBias_ARGB8888
00007fff26584d90 (__TEXT,__text) external _vImageConvolveWithBias_ARGBFFFF
00007fff26490f40 (__TEXT,__text) external _vImageConvolveWithBias_Planar8
00007fff265840d0 (__TEXT,__text) external _vImageConvolveWithBias_PlanarF
00007fff265845b0 (__TEXT,__text) external _vImageConvolve_ARGB8888
00007fff26584990 (__TEXT,__text) external _vImageConvolve_ARGBFFFF
00007fff26490ef0 (__TEXT,__text) external _vImageConvolve_Planar8
00007fff265840c0 (__TEXT,__text) external _vImageConvolve_PlanarF
00007fff2649d420 (__TEXT,__text) external _vImageCopyBuffer
00007fff26763fa0 (__TEXT,__text) external _vImageCreateCGImageFromBuffer
00007fff26763590 (__TEXT,__text) non-external _vImageCreateCGImageFromBuffer_loader
00007fff26625150 (__TEXT,__text) external _vImageCreateGammaFunction
00007fff26764160 (__TEXT,__text) external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction
00007fff26763ea0 (__TEXT,__text) non-external _vImageCreateMonochromeColorSpaceWithWhitePointAndTransferFunction_loader
00007fff26764150 (__TEXT,__text) external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction
00007fff26763e20 (__TEXT,__text) non-external _vImageCreateRGBColorSpaceWithPrimariesAndTransferFunction_loader
00007fff264747d0 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckDestBuffer
00007fff264746c0 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckSrcBuffer
00007fff26474a40 (__TEXT,__text) non-external (was a private external) _vImageDebug_CheckTempBuffer
00007fff2650b1e0 (__TEXT,__text) external _vImageDecodeVectorHalf
00007fff2647fc80 (__TEXT,__text) external _vImageDeepmap2Decode
00007fff264f4870 (__TEXT,__text) external _vImageDeepmap2DecodeScratchBufferSize
00007fff264f4a10 (__TEXT,__text) external _vImageDeepmap2DecodeStreamCreate
00007fff264f4bd0 (__TEXT,__text) external _vImageDeepmap2DecodeStreamProcess
00007fff264f4ba0 (__TEXT,__text) external _vImageDeepmap2DecodeStreamRelease
00007fff264f49c0 (__TEXT,__text) external _vImageDeepmap2DecodeStreamScratchBufferSize
00007fff264f3fb0 (__TEXT,__text) external _vImageDeepmap2Encode
00007fff264f46a0 (__TEXT,__text) external _vImageDeepmap2EncodeCreateBuffer
00007fff264811a0 (__TEXT,__text) external _vImageDeepmap2PixelSize
00007fff264ea070 (__TEXT,__text) external _vImageDeepmapDecode
00007fff264ea050 (__TEXT,__text) external _vImageDeepmapDecodeScratchBufferSize
00007fff264b9350 (__TEXT,__text) external _vImageDeepmapDecodeStreamCreate
00007fff264b94f0 (__TEXT,__text) external _vImageDeepmapDecodeStreamProcess
00007fff264b9d50 (__TEXT,__text) external _vImageDeepmapDecodeStreamRelease
00007fff264ea490 (__TEXT,__text) external _vImageDeepmapDecodeStreamScratchBufferSize
00007fff264e9670 (__TEXT,__text) external _vImageDeepmapEncode
00007fff264e9e80 (__TEXT,__text) external _vImageDeepmapEncodeCreateBuffer
00007fff264ba880 (__TEXT,__text) external _vImageDeepmapPixelSize
00007fff266253e0 (__TEXT,__text) external _vImageDestroyGammaFunction
00007fff266ac070 (__TEXT,__text) external _vImageDestroyResamplingFilter
00007fff26617990 (__TEXT,__text) external _vImageDilate_ARGB8888
00007fff80c1a208 (__DATA,__bss) non-external _vImageDilate_ARGB8888.vDilate_Interleaved_CV
00007fff26619810 (__TEXT,__text) external _vImageDilate_ARGBFFFF
00007fff80c1a248 (__DATA,__bss) non-external _vImageDilate_ARGBFFFF.vDilateFP_Interleaved_CV
00007fff26495470 (__TEXT,__text) external _vImageDilate_Planar8
00007fff80c1a1b8 (__DATA,__bss) non-external _vImageDilate_Planar8.vDilate_ZeroCenter_CV
00007fff26615b10 (__TEXT,__text) external _vImageDilate_PlanarF
00007fff80c1a1c8 (__DATA,__bss) non-external _vImageDilate_PlanarF.vDilateFP_CV
00007fff265f0c00 (__TEXT,__text) external _vImageDownScale_CbCr8
00007fff265f05f0 (__TEXT,__text) external _vImageDownScale_Planar8
00007fff2650a540 (__TEXT,__text) external _vImageEncodeVectorHalf
00007fff26d10180 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.1
00007fff26d101b0 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.2
00007fff26d101e0 (__TEXT,__text) non-external _vImageEncodeVectorHalf.cold.3
00007fff2650a4e0 (__TEXT,__text) external _vImageEncodeVectorOptionsCreate
00007fff2650a510 (__TEXT,__text) external _vImageEncodeVectorOptionsFree
00007fff2650a500 (__TEXT,__text) external _vImageEncodeVectorOptionsSetQuantization
00007fff2660a790 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGB8888
00007fff2660b430 (__TEXT,__text) external _vImageEndsInContrastStretch_ARGBFFFF
00007fff266093c0 (__TEXT,__text) external _vImageEndsInContrastStretch_Planar8
00007fff26609ef0 (__TEXT,__text) external _vImageEndsInContrastStretch_PlanarF
00007fff265ff3e0 (__TEXT,__text) external _vImageEqualization_ARGB8888
00007fff265ff780 (__TEXT,__text) external _vImageEqualization_ARGBFFFF
00007fff265fe560 (__TEXT,__text) external _vImageEqualization_Planar8
00007fff265fe870 (__TEXT,__text) external _vImageEqualization_PlanarF
00007fff266174a0 (__TEXT,__text) external _vImageErode_ARGB8888
00007fff80c1a200 (__DATA,__bss) non-external _vImageErode_ARGB8888.vErode_Interleaved_CV
00007fff26619320 (__TEXT,__text) external _vImageErode_ARGBFFFF
00007fff80c1a240 (__DATA,__bss) non-external _vImageErode_ARGBFFFF.vErodeFP_Interleaved_CV
00007fff26614b90 (__TEXT,__text) external _vImageErode_Planar8
00007fff80c1a1b0 (__DATA,__bss) non-external _vImageErode_Planar8.vErode_CV
00007fff26615620 (__TEXT,__text) external _vImageErode_PlanarF
00007fff80c1a1c0 (__DATA,__bss) non-external _vImageErode_PlanarF.vErodeFP_CV
00007fff26527660 (__TEXT,__text) external _vImageExtractChannel_ARGB16U
00007fff26527580 (__TEXT,__text) external _vImageExtractChannel_ARGB8888
00007fff26527740 (__TEXT,__text) external _vImageExtractChannel_ARGBFFFF
00007fff26770250 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
00007fff80c1a6b8 (__DATA,__bss) non-external _vImageExtract_444YpCbCrA10To420Yp10P32_CbCr10P32.vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
00007fff2676feb0 (__TEXT,__text) external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10
00007fff80c1a6b0 (__DATA,__bss) non-external _vImageExtract_444YpCbCrA10To420Yp10_CbCr10.vExtract_444YpCbCrA10To420Yp10_CbCr10
00007fff2676fb10 (__TEXT,__text) external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8
00007fff80c1a6a8 (__DATA,__bss) non-external _vImageExtract_444YpCbCrA8To420Yp8_CbCr8.vExtract_444YpCbCrA8To420Yp8_CbCr8
00007fff26550140 (__TEXT,__text) external _vImageFlatten_ARGB16Q12
00007fff80c1a080 (__DATA,__bss) non-external _vImageFlatten_ARGB16Q12.vFlatten_ARGB16Q12_GV
00007fff2652a600 (__TEXT,__text) external _vImageFlatten_ARGB16U
00007fff264d9d00 (__TEXT,__text) external _vImageFlatten_ARGB8888
00007fff80c1a078 (__DATA,__bss) non-external _vImageFlatten_ARGB8888.vFlatten_ARGB8888_GV
00007fff26527820 (__TEXT,__text) external _vImageFlatten_ARGB8888ToRGB888
00007fff2652aba0 (__TEXT,__text) external _vImageFlatten_ARGBFFFF
00007fff26528120 (__TEXT,__text) external _vImageFlatten_ARGBFFFFToRGBFFF
00007fff26527e20 (__TEXT,__text) external _vImageFlatten_BGRA8888ToRGB888
00007fff265287a0 (__TEXT,__text) external _vImageFlatten_BGRAFFFFToRGBFFF
00007fff26661540 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst
00007fff2656a5a0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_AVX
00007fff26676170 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_AVX2
00007fff266e5aa0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_SSE4_1
00007fff26661560 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_resolver
00007fff266641c0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_scalar
00007fff80c197e8 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16AlphaFirst_vec
00007fff266615a0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast
00007fff2656af80 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_AVX
00007fff26676a30 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_AVX2
00007fff266e6350 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_SSE4_1
00007fff266615c0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_resolver
00007fff26664660 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_scalar
00007fff80c197f0 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16AlphaLast_vec
00007fff26661600 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst
00007fff2656bb70 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_AVX
00007fff26677410 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_AVX2
00007fff266e6d30 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_SSE4_1
00007fff26661620 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_resolver
00007fff26664af0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_scalar
00007fff80c197f8 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaFirst_vec
00007fff26661660 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast
00007fff2656c7c0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_AVX
00007fff26677e50 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_AVX2
00007fff266e7720 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_SSE4_1
00007fff26661680 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_resolver
00007fff26664f20 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_scalar
00007fff80c19800 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky16Q12AlphaLast_vec
00007fff26661480 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst
00007fff26569390 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_AVX
00007fff26674f30 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_AVX2
00007fff266e4860 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_SSE4_1
00007fff266614a0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_resolver
00007fff26663930 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_scalar
00007fff80c197d8 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky8AlphaFirst_vec
00007fff266614e0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast
00007fff26569c90 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_AVX
00007fff26675800 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_AVX2
00007fff266e5120 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_SSE4_1
00007fff26661500 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_resolver
00007fff26663d90 (__TEXT,__text) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_scalar
00007fff80c197e0 (__DATA,__data) non-external (was a private external) _vImageFlatten_Chunky8AlphaLast_vec
00007fff266616c0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst
00007fff2656d300 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_AVX
00007fff26678810 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_AVX2
00007fff266e8070 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_SSE4_1
00007fff266616e0 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_resolver
00007fff26665330 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_scalar
00007fff80c19808 (__DATA,__data) non-external (was a private external) _vImageFlatten_ChunkyFAlphaFirst_vec
00007fff26661720 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast
00007fff2656da90 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_AVX
00007fff26678f90 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_AVX2
00007fff266e8860 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_SSE4_1
00007fff26661740 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_resolver
00007fff26665720 (__TEXT,__text) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_scalar
00007fff80c19810 (__DATA,__data) non-external (was a private external) _vImageFlatten_ChunkyFAlphaLast_vec
00007fff26550490 (__TEXT,__text) external _vImageFlatten_RGBA16Q12
00007fff80c1a088 (__DATA,__bss) non-external _vImageFlatten_RGBA16Q12.vFlatten_RGBA16Q12_GV
00007fff2652a8d0 (__TEXT,__text) external _vImageFlatten_RGBA16U
00007fff264b3a00 (__TEXT,__text) external _vImageFlatten_RGBA8888
00007fff80c195b8 (__DATA,__data) non-external _vImageFlatten_RGBA8888.vFlatten_RGBA8888_GV
00007fff26527b20 (__TEXT,__text) external _vImageFlatten_RGBA8888ToRGB888
00007fff2652ae70 (__TEXT,__text) external _vImageFlatten_RGBAFFFF
00007fff26528460 (__TEXT,__text) external _vImageFlatten_RGBAFFFFToRGBFFF
00007fff26625400 (__TEXT,__text) external _vImageGamma_Planar8toPlanarF
00007fff266263c0 (__TEXT,__text) external _vImageGamma_PlanarF
00007fff26625730 (__TEXT,__text) external _vImageGamma_PlanarFtoPlanar8
00007fff265e4f40 (__TEXT,__text) external _vImageGaussianBoxDiffConvolve_Planar8
00007fff26763f50 (__TEXT,__text) non-external _vImageGetCPUCount
00007fff26763f20 (__TEXT,__text) non-external _vImageGetLogicalCPUCount
00007fff265e5400 (__TEXT,__text) external _vImageGetMinimumGeometryTempBufferSize
00007fff26583d10 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForConvolution
00007fff265f6260 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForHistogram
00007fff2661b1a0 (__TEXT,__text) external _vImageGetMinimumTempBufferSizeForMinMax
00007fff266ac050 (__TEXT,__text) external _vImageGetResamplingFilterExtent
00007fff264a6cf0 (__TEXT,__text) external _vImageGetResamplingFilterSize
00007fff264e3420 (__TEXT,__text) non-external (was a private external) _vImageGetResamplingFilterSizeForBuffer
00007fff265e4d30 (__TEXT,__text) external _vImageGradientSobel_Planar8to16S
00007fff2649cd60 (__TEXT,__text) external _vImageHistogramCalculation_ARGB8888
00007fff265f73c0 (__TEXT,__text) external _vImageHistogramCalculation_ARGBFFFF
00007fff265f6290 (__TEXT,__text) external _vImageHistogramCalculation_Planar8
00007fff265f69f0 (__TEXT,__text) external _vImageHistogramCalculation_PlanarF
00007fff26601170 (__TEXT,__text) external _vImageHistogramSpecification_ARGB8888
00007fff26601ab0 (__TEXT,__text) external _vImageHistogramSpecification_ARGBFFFF
00007fff266002a0 (__TEXT,__text) external _vImageHistogramSpecification_Planar8
00007fff26600560 (__TEXT,__text) external _vImageHistogramSpecification_PlanarF
00007fff265f4ac0 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16S
00007fff80c1a188 (__DATA,__bss) non-external _vImageHorizontalReflect_ARGB16S.vHorizontal_Reflect_ARGB_16U_GV
00007fff265f4790 (__TEXT,__text) external _vImageHorizontalReflect_ARGB16U
00007fff80c1a180 (__DATA,__bss) non-external _vImageHorizontalReflect_ARGB16U.vHorizontal_Reflect_ARGB_16U_GV
00007fff265f44d0 (__TEXT,__text) external _vImageHorizontalReflect_ARGB8888
00007fff265f4df0 (__TEXT,__text) external _vImageHorizontalReflect_ARGBFFFF
00007fff265f3e60 (__TEXT,__text) external _vImageHorizontalReflect_Planar16U
00007fff265f3b10 (__TEXT,__text) external _vImageHorizontalReflect_Planar8
00007fff265f4210 (__TEXT,__text) external _vImageHorizontalReflect_PlanarF
00007fff265e8cb0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16S
00007fff265e7ce0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB16U
00007fff264e39e0 (__TEXT,__text) external _vImageHorizontalShearD_ARGB8888
00007fff265f2e40 (__TEXT,__text) external _vImageHorizontalShearD_ARGBFFFF
00007fff265e5ad0 (__TEXT,__text) external _vImageHorizontalShearD_Planar8
00007fff265e68e0 (__TEXT,__text) external _vImageHorizontalShearD_PlanarF
00007fff265ee650 (__TEXT,__text) external _vImageHorizontalShear_ARGB16S
00007fff264bcdc0 (__TEXT,__text) external _vImageHorizontalShear_ARGB16U
00007fff264a7820 (__TEXT,__text) external _vImageHorizontalShear_ARGB8888
00007fff265e9aa0 (__TEXT,__text) external _vImageHorizontalShear_ARGBFFFF
00007fff265ed770 (__TEXT,__text) external _vImageHorizontalShear_CbCr16U
00007fff264d50f0 (__TEXT,__text) external _vImageHorizontalShear_CbCr8
00007fff265ea970 (__TEXT,__text) external _vImageHorizontalShear_Planar16S
00007fff265eb920 (__TEXT,__text) external _vImageHorizontalShear_Planar16U
00007fff264cb5f0 (__TEXT,__text) external _vImageHorizontalShear_Planar8
00007fff265ec8f0 (__TEXT,__text) external _vImageHorizontalShear_PlanarF
00007fff265ef6a0 (__TEXT,__text) external _vImageHorizontalShear_XRGB2101010W
00007fff26628610 (__TEXT,__text) external _vImageInterpolatedLookupTable_PlanarF
00007fff80c1a2d0 (__DATA,__bss) non-external _vImageInterpolatedLookupTable_PlanarF.vInterpolatedLookupTable_PlanarF
00007fff26629770 (__TEXT,__text) external _vImageInvert_16U
00007fff26629270 (__TEXT,__text) external _vImageInvert_8
00007fff26629c60 (__TEXT,__text) external _vImageInvert_F
00007fff264fdcc0 (__TEXT,__text) external _vImageLinearTransform_16Q12to8
00007fff80c19df0 (__DATA,__bss) non-external _vImageLinearTransform_16Q12to8.vLinearTransform_16Q12to8
00007fff266613c0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U
00007fff26567ff0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_AVX
00007fff26673af0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_AVX2
00007fff266e3030 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_SSE4_1
00007fff266613e0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_resolver
00007fff26662ca0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_16U_scalar
00007fff80c197c8 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_16U_vec
00007fff264fdb60 (__TEXT,__text) external _vImageLinearTransform_16Uto8
00007fff80c19de0 (__DATA,__bss) non-external _vImageLinearTransform_16Uto8.vLinearTransform_16Uto8
00007fff264fdc10 (__TEXT,__text) external _vImageLinearTransform_16UtoF
00007fff80c19de8 (__DATA,__bss) non-external _vImageLinearTransform_16UtoF.vLinearTransform_16UtoF
00007fff26661360 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8
00007fff26566a90 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_AVX
00007fff266725c0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_AVX2
00007fff266e1aa0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_SSE4_1
00007fff26661380 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_resolver
00007fff26662500 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_8_scalar
00007fff80c197c0 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_8_vec
00007fff264fd950 (__TEXT,__text) external _vImageLinearTransform_8to16Q12
00007fff80c19dc8 (__DATA,__bss) non-external _vImageLinearTransform_8to16Q12.vLinearTransform_8to16Q12
00007fff264fda00 (__TEXT,__text) external _vImageLinearTransform_8to16U
00007fff80c19dd0 (__DATA,__bss) non-external _vImageLinearTransform_8to16U.vLinearTransform_8to16U
00007fff264fdab0 (__TEXT,__text) external _vImageLinearTransform_8toF
00007fff80c19dd8 (__DATA,__bss) non-external _vImageLinearTransform_8toF.vLinearTransform_8toF
00007fff26661420 (__TEXT,__text) external _vImageLinearTransform_F
00007fff26568630 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_AVX
00007fff26674130 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_AVX2
00007fff266e37b0 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_SSE4_1
00007fff26661440 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_resolver
00007fff26663420 (__TEXT,__text) non-external (was a private external) _vImageLinearTransform_F_scalar
00007fff80c197d0 (__DATA,__data) non-external (was a private external) _vImageLinearTransform_F_vec
00007fff264fde20 (__TEXT,__text) external _vImageLinearTransform_Fto16U
00007fff80c19e00 (__DATA,__bss) non-external _vImageLinearTransform_Fto16U.vLinearTransform_Fto16U
00007fff264fdd70 (__TEXT,__text) external _vImageLinearTransform_Fto8
00007fff80c19df8 (__DATA,__bss) non-external _vImageLinearTransform_Fto8.vLinearTransform_Fto8
00007fff264f6810 (__TEXT,__text) non-external (was a private external) _vImageLogDebug
00007fff264f66f0 (__TEXT,__text) non-external (was a private external) _vImageLogError
00007fff264f65d0 (__TEXT,__text) non-external (was a private external) _vImageLogWarning
00007fff26627bf0 (__TEXT,__text) external _vImageLookupTable_8to64U
00007fff264858e0 (__TEXT,__text) external _vImageLookupTable_Planar16
00007fff26627970 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar128
00007fff264848e0 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar16
00007fff264e1710 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar24
00007fff266275d0 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar48
00007fff266277a0 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanar96
00007fff264a4a60 (__TEXT,__text) external _vImageLookupTable_Planar8toPlanarF
00007fff26625ce0 (__TEXT,__text) external _vImageLookupTable_PlanarFtoPlanar8
00007fff26688930 (__TEXT,__text) external _vImageMapping_CreateFromMap_Image8U
00007fff26d10240 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.1
00007fff26d10270 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.2
00007fff26d102a0 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.3
00007fff26d102d0 (__TEXT,__text) non-external _vImageMapping_CreateFromMap_Image8U.cold.4
00007fff266891f0 (__TEXT,__text) external _vImageMapping_Release
00007fff264c6110 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888
00007fff26624840 (__TEXT,__text) external _vImageMatrixMultiply_ARGB8888ToPlanar8
00007fff26624e70 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFF
00007fff26624980 (__TEXT,__text) external _vImageMatrixMultiply_ARGBFFFFToPlanarF
00007fff2647ae60 (__TEXT,__text) external _vImageMatrixMultiply_Planar16S
