00007ff8400f6df0 (__DATA,__data) external _NDR_record
00007ff8010d3a6b (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff8010d3a9d (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff8010d3dc5 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff8010ccc54 (__TEXT,__text) external _pread
00007ff8010cb438 (__TEXT,__text) external _pread$NOCANCEL
00007ff8010ccc6c (__TEXT,__text) external _preadv
00007ff8010cb450 (__TEXT,__text) external _preadv$NOCANCEL
00007ff8010d2bac (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff8010d2104 (__TEXT,__text) external _proc_clear_cpulimits
00007ff8010d23e0 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff8010d1a29 (__TEXT,__text) external _proc_clear_dirty
00007ff8010d22ed (__TEXT,__text) external _proc_clear_vmpressure
00007ff8010d183e (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff8010d22e0 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff8010d22e8 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff8010d242d (__TEXT,__text) external _proc_disable_apptype
00007ff8010d1df4 (__TEXT,__text) external _proc_disable_cpumon
00007ff8010d2033 (__TEXT,__text) external _proc_disable_wakemon
00007ff8010d215a (__TEXT,__text) external _proc_donate_importance_boost
00007ff8010d248d (__TEXT,__text) external _proc_enable_apptype
00007ff8010d1d02 (__TEXT,__text) external _proc_get_cpumon_params
00007ff8010d19ce (__TEXT,__text) external _proc_get_dirty
00007ff8010d1fcc (__TEXT,__text) external _proc_get_wakemon_params
00007ff8010d21b4 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff8010d226c (__TEXT,__text) external _proc_importance_assertion_complete
00007ff8010d16de (__TEXT,__text) external _proc_kmsgbuf
00007ff8010d18c7 (__TEXT,__text) external _proc_libversion
00007ff8010d2075 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff8010d205c (__TEXT,__text) external _proc_list_uptrs
00007ff8010d133e (__TEXT,__text) external _proc_listallpids
00007ff8010d13a8 (__TEXT,__text) external _proc_listchildpids
00007ff8010d1444 (__TEXT,__text) external _proc_listcoalitions
00007ff8010d1373 (__TEXT,__text) external _proc_listpgrppids
00007ff8010d1313 (__TEXT,__text) external _proc_listpids
00007ff8010db4d4 (__TEXT,__text) external _proc_listpidspath
00007ff8010d155a (__TEXT,__text) external _proc_name
00007ff8010d146f (__TEXT,__text) external _proc_pid_rusage
00007ff8010d151f (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff8010d14d6 (__TEXT,__text) external _proc_pidfdinfo
00007ff8010d14fb (__TEXT,__text) external _proc_pidfileportinfo
00007ff8010d13dd (__TEXT,__text) external _proc_pidinfo
00007ff8010d1402 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff8010d1709 (__TEXT,__text) external _proc_pidpath
00007ff8010d179d (__TEXT,__text) external _proc_pidpath_audittoken
00007ff8010d162a (__TEXT,__text) external _proc_regionfilename
00007ff8010d20f5 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff8010d1dbf (__TEXT,__text) external _proc_resume_cpumon
00007ff8010ccc84 (__TEXT,__text) external _proc_rlimit_control
00007ff8010d1d74 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff8010d1cb8 (__TEXT,__text) external _proc_set_cpumon_params
00007ff8010d1e3f (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff8010d259c (__TEXT,__text) external _proc_set_csm
00007ff8010d2390 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff8010d1984 (__TEXT,__text) external _proc_set_dirty
00007ff8010d24f0 (__TEXT,__text) external _proc_set_no_smt
00007ff8010d2343 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff8010d200a (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff8010d1fa6 (__TEXT,__text) external _proc_set_wakemon_params
00007ff8010d208e (__TEXT,__text) external _proc_setcpu_percentage
00007ff8010d18e0 (__TEXT,__text) external _proc_setpcontrol
00007ff8010d1485 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff8010d264c (__TEXT,__text) external _proc_setthread_csm
00007ff8010d2548 (__TEXT,__text) external _proc_setthread_no_smt
00007ff8010d1acb (__TEXT,__text) external _proc_signal_delegate
00007ff8010d1bc1 (__TEXT,__text) external _proc_signal_with_audittoken
00007ff8010d24ed (__TEXT,__text) external _proc_suppress
00007ff8010d1a73 (__TEXT,__text) external _proc_terminate
00007ff8010d1c64 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff8010d1b3a (__TEXT,__text) external _proc_terminate_delegate
00007ff8010d1c09 (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff8010ccc9c (__TEXT,__text) external _proc_trace_log
00007ff8010d193a (__TEXT,__text) external _proc_track_dirty
00007ff8010d1544 (__TEXT,__text) external _proc_udata_info
00007ff8010cccb4 (__TEXT,__text) external _proc_uuid_policy
00007ff8010e99f3 (__TEXT,__text) external _processor_assign
00007ff8010e98b1 (__TEXT,__text) external _processor_control
00007ff8010e95ba (__TEXT,__text) external _processor_exit
00007ff8010e9af1 (__TEXT,__text) external _processor_get_assignment
00007ff8010e969e (__TEXT,__text) external _processor_info
00007ff8010e108e (__TEXT,__text) external _processor_set_create
00007ff8010e0f6c (__TEXT,__text) external _processor_set_default
00007ff8010e88dd (__TEXT,__text) external _processor_set_destroy
00007ff8010e91cd (__TEXT,__text) external _processor_set_info
00007ff8010e89c1 (__TEXT,__text) external _processor_set_max_priority
00007ff8010e8f11 (__TEXT,__text) external _processor_set_policy_control
00007ff8010e8b9e (__TEXT,__text) external _processor_set_policy_disable
00007ff8010e8ab0 (__TEXT,__text) external _processor_set_policy_enable
00007ff8010e905b (__TEXT,__text) external _processor_set_stack_usage
00007ff8010e8734 (__TEXT,__text) external _processor_set_statistics
00007ff8010e8c8d (__TEXT,__text) external _processor_set_tasks
00007ff8010e938f (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff8010e8dcf (__TEXT,__text) external _processor_set_threads
00007ff8010e94d6 (__TEXT,__text) external _processor_start
00007ff8010d8f6f (__TEXT,__text) external _pselect
00007ff8010dad8f (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff8010d05b7 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff8010d9104 (__TEXT,__text) external _pselect$NOCANCEL
00007ff8010cad34 (__TEXT,__text) external _pthread_getugid_np
00007ff8010cb9fc (__TEXT,__text) external _pthread_setugid_np
00007ff8010cb6c0 (__TEXT,__text) external _ptrace
00007ff8010ccccc (__TEXT,__text) external _pwrite
00007ff8010cb6e4 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff8010ccce4 (__TEXT,__text) external _pwritev
00007ff8010cb6fc (__TEXT,__text) external _pwritev$NOCANCEL
00007ff8010d0005 (__TEXT,__text) external _quota
00007ff8010cccfc (__TEXT,__text) external _quotactl
00007ff8010ccd14 (__TEXT,__text) external _read
00007ff8010cb714 (__TEXT,__text) external _read$NOCANCEL
00007ff8010ccd2c (__TEXT,__text) external _readlink
00007ff8010ccd44 (__TEXT,__text) external _readlinkat
00007ff8010ccd5c (__TEXT,__text) external _readv
00007ff8010cb72c (__TEXT,__text) external _readv$NOCANCEL
00007ff8010ce2dc (__TEXT,__text) external _reboot
00007ff8010ce2e3 (__TEXT,__text) external _reboot_np
00007ff8010d8f3b (__TEXT,__text) external _record_system_event_as_kernel
00007ff8010cb774 (__TEXT,__text) external _recvfrom
00007ff8010cb78c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff8010cb7a4 (__TEXT,__text) external _recvmsg
00007ff8010cb7bc (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff8010ccd74 (__TEXT,__text) external _recvmsg_x
00007ff8010ccd8c (__TEXT,__text) external _register_uexc_handler
00007ff8010ccda4 (__TEXT,__text) external _removexattr
00007ff8010dad61 (__TEXT,__text) external _rename
00007ff8010d3131 (__TEXT,__text) external _rename_ext
00007ff8010ce3dc (__TEXT,__text) external _renameat
00007ff8010d30f0 (__TEXT,__text) external _renameatx_np
00007ff8010d3107 (__TEXT,__text) external _renamex_np
00007ff8010ccdbc (__TEXT,__text) external _revoke
00007ff8010da753 (__TEXT,__text) external _rmdir
00007ff8010ccdd4 (__TEXT,__text) external _searchfs
00007ff8010d8f40 (__TEXT,__text) external _select
00007ff8010cb834 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff8010cb84c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff8010d90d5 (__TEXT,__text) external _select$NOCANCEL
00007ff8010ccdec (__TEXT,__text) external _sem_close
00007ff8010d87da (__TEXT,__text) external _sem_destroy
00007ff8010d87fd (__TEXT,__text) external _sem_getvalue
00007ff8010d8820 (__TEXT,__text) external _sem_init
00007ff8010cb864 (__TEXT,__text) external _sem_open
00007ff8010cce04 (__TEXT,__text) external _sem_post
00007ff8010cce1c (__TEXT,__text) external _sem_trywait
00007ff8010cce34 (__TEXT,__text) external _sem_unlink
00007ff8010cce4c (__TEXT,__text) external _sem_wait
00007ff8010cb87c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff8010ebba3 (__TEXT,__text) external _semaphore_create
00007ff8010ebcd0 (__TEXT,__text) external _semaphore_destroy
00007ff8010d02df (__TEXT,__text) external _semaphore_signal
00007ff8010d02e4 (__TEXT,__text) external _semaphore_signal_all
00007ff8010ca154 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff8010d02e9 (__TEXT,__text) external _semaphore_signal_thread
00007ff8010ca160 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff8010ca148 (__TEXT,__text) external _semaphore_signal_trap
00007ff8010d02f3 (__TEXT,__text) external _semaphore_timedwait
00007ff8010d0304 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff8010ca190 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff8010ca184 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff8010d02ee (__TEXT,__text) external _semaphore_wait
00007ff8010d02ff (__TEXT,__text) external _semaphore_wait_signal
00007ff8010ca178 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff8010ca16c (__TEXT,__text) external _semaphore_wait_trap
00007ff8010cb894 (__TEXT,__text) external _semctl
00007ff8010cce64 (__TEXT,__text) external _semget
00007ff8010cce7c (__TEXT,__text) external _semop
00007ff8010cb8ac (__TEXT,__text) external _semsys
00007ff8010cce94 (__TEXT,__text) external _sendfile
00007ff8010cb8f4 (__TEXT,__text) external _sendmsg
00007ff8010cb90c (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff8010cceac (__TEXT,__text) external _sendmsg_x
00007ff8010cb924 (__TEXT,__text) external _sendto
00007ff8010cb93c (__TEXT,__text) external _sendto$NOCANCEL
00007ff8010cb954 (__TEXT,__text) external _setattrlist
00007ff8010ccec4 (__TEXT,__text) external _setattrlistat
00007ff8010dcea5 (__TEXT,__text) external _setaudit
00007ff8010ccedc (__TEXT,__text) external _setaudit_addr
00007ff8010ccef4 (__TEXT,__text) external _setauid
00007ff8010ccf0c (__TEXT,__text) external _setegid
00007ff8010ccf24 (__TEXT,__text) external _seteuid
00007ff8010ccf3c (__TEXT,__text) external _setgid
00007ff8010ccf54 (__TEXT,__text) external _setgroups
00007ff8010d0567 (__TEXT,__text) external _setiopolicy_np
00007ff8010ccf6c (__TEXT,__text) external _setitimer
00007ff8010ccf84 (__TEXT,__text) external _setpgid
00007ff8010d544b (__TEXT,__text) external _setpriority
00007ff8010ccf9c (__TEXT,__text) external _setprivexec
00007ff8010d0020 (__TEXT,__text) external _setquota
00007ff8010cb99c (__TEXT,__text) external _setregid
00007ff8010cb9b4 (__TEXT,__text) external _setreuid
00007ff8010d926a (__TEXT,__text) external _setrlimit
00007ff8010cb9e4 (__TEXT,__text) external _setsgroups_np
00007ff8010ccfb4 (__TEXT,__text) external _setsid
00007ff8010ccfcc (__TEXT,__text) external _setsockopt
00007ff8010ccfe4 (__TEXT,__text) external _setuid
00007ff8010cba44 (__TEXT,__text) external _setwgroups_np
00007ff8010ccffc (__TEXT,__text) external _setxattr
00007ff8010d5a76 (__TEXT,__text) external _sfi_get_class_offtime
00007ff8010d5a97 (__TEXT,__text) external _sfi_process_get_flags
00007ff8010d5a87 (__TEXT,__text) external _sfi_process_set_flags
00007ff8010d5a65 (__TEXT,__text) external _sfi_set_class_offtime
00007ff8010cbabc (__TEXT,__text) external _shm_open
00007ff8010cd014 (__TEXT,__text) external _shm_unlink
00007ff8010cd02c (__TEXT,__text) external _shmat
00007ff8010cbad4 (__TEXT,__text) external _shmctl
00007ff8010cd044 (__TEXT,__text) external _shmdt
00007ff8010cd05c (__TEXT,__text) external _shmget
00007ff8010cbaec (__TEXT,__text) external _shmsys
00007ff8010cd074 (__TEXT,__text) external _shutdown
00007ff8010cd08c (__TEXT,__text) external _sigpending
00007ff8010cd0a4 (__TEXT,__text) external _sigprocmask
00007ff8010da5b2 (__TEXT,__text) external _sigsuspend
00007ff8010d9275 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff8010cd0bc (__TEXT,__text) external _socket
00007ff8010cd0d4 (__TEXT,__text) external _socket_delegate
00007ff8010cbb94 (__TEXT,__text) external _socketpair
00007ff8010d52d3 (__TEXT,__text) external _stackshot_capture_with_config
00007ff8010d5250 (__TEXT,__text) external _stackshot_config_create
00007ff8010d53f8 (__TEXT,__text) external _stackshot_config_dealloc
00007ff8010d53b0 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff8010d5342 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff8010d534f (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff8010d537c (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff8010d52c1 (__TEXT,__text) external _stackshot_config_set_flags
00007ff8010d5395 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff8010d52b1 (__TEXT,__text) external _stackshot_config_set_pid
00007ff8010d5364 (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff8010cd0ec (__TEXT,__text) external _stat
00007ff8010cd0ec (__TEXT,__text) external _stat64
00007ff8010cd104 (__TEXT,__text) external _statfs
00007ff8010cd104 (__TEXT,__text) external _statfs64
00007ff8010d3443 (__TEXT,__text) external _statfs_ext
00007ff8400f6f70 (__DATA,__bss) non-external _supported
00007ff8010cd11c (__TEXT,__text) external _swapon
00007ff8010ca250 (__TEXT,__text) external _swtch
00007ff8010ca244 (__TEXT,__text) external _swtch_pri
00007ff8010cd134 (__TEXT,__text) external _symlink
00007ff8010cd14c (__TEXT,__text) external _symlinkat
00007ff8010cd164 (__TEXT,__text) external _sync
00007ff8010cbbf4 (__TEXT,__text) external _syscall
00007ff8010ca25c (__TEXT,__text) external _syscall_thread_switch
00007ff8010d5a54 (__TEXT,__text) external _system_get_sfi_window
00007ff8010cd17c (__TEXT,__text) external _system_override
00007ff8010d5a43 (__TEXT,__text) external _system_set_sfi_window
00007ff8010ec914 (__TEXT,__text) external _task_assign
00007ff8010eca12 (__TEXT,__text) external _task_assign_default
00007ff8010ea378 (__TEXT,__text) external _task_create
00007ff8010ee9a1 (__TEXT,__text) external _task_create_identity_token
00007ff8010eebf4 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff8010ca070 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff8010ee8a5 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff8010ca1d8 (__TEXT,__text) external _task_for_pid
00007ff8010ed95b (__TEXT,__text) external _task_generate_corpse
00007ff8010ecb00 (__TEXT,__text) external _task_get_assignment
00007ff8010eddd1 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff8010ec451 (__TEXT,__text) external _task_get_emulation_vector
00007ff8010ee571 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff8010eb460 (__TEXT,__text) external _task_get_exception_ports
00007ff8010eece2 (__TEXT,__text) external _task_get_exception_ports_info
00007ff8010ed5ec (__TEXT,__text) external _task_get_mach_voucher
00007ff8010eae52 (__TEXT,__text) external _task_get_special_port
00007ff8010ece08 (__TEXT,__text) external _task_get_state
00007ff8010eeac3 (__TEXT,__text) external _task_identity_token_get_task_port
00007ff8010ea944 (__TEXT,__text) external _task_info
00007ff8010ee3cc (__TEXT,__text) external _task_inspect
00007ff8010cd194 (__TEXT,__text) external _task_inspect_for_pid
00007ff8010eda7d (__TEXT,__text) external _task_map_corpse_info
00007ff8010ee280 (__TEXT,__text) external _task_map_corpse_info_64
00007ff8010ef242 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff8010ca1cc (__TEXT,__text) external _task_name_for_pid
00007ff8010ec20d (__TEXT,__text) external _task_policy
00007ff8010ebf04 (__TEXT,__text) external _task_policy_get
00007ff8010ebdcc (__TEXT,__text) external _task_policy_set
00007ff8010ed48c (__TEXT,__text) external _task_purgable_info
00007ff8010cd1ac (__TEXT,__text) external _task_read_for_pid
00007ff8010ee11b (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff8010edbcd (__TEXT,__text) external _task_register_dyld_image_infos
00007ff8010ee021 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff8010edf20 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff8010ef38e (__TEXT,__text) external _task_register_hardened_exception_handler
00007ff8010f38d1 (__TEXT,__text) external _task_restartable_ranges_register
00007ff8010f3a2d (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff8010ead6e (__TEXT,__text) external _task_resume
00007ff8010ed3a8 (__TEXT,__text) external _task_resume2
00007ff8010ec111 (__TEXT,__text) external _task_sample
00007ff8010d0322 (__TEXT,__text) external _task_self_
00007ff8010ca118 (__TEXT,__text) external _task_self_trap
00007ff8010ef052 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff8010ec36a (__TEXT,__text) external _task_set_emulation
00007ff8010ec597 (__TEXT,__text) external _task_set_emulation_vector
00007ff8010ee694 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff8010eb35a (__TEXT,__text) external _task_set_exception_ports
00007ff8010eab2a (__TEXT,__text) external _task_set_info
00007ff8010ed71d (__TEXT,__text) external _task_set_mach_voucher
00007ff8010ed154 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff8010ecc22 (__TEXT,__text) external _task_set_policy
00007ff8010dc308 (__TEXT,__text) external _task_set_port_space
00007ff8010ec69e (__TEXT,__text) external _task_set_ras_pc
00007ff8010eaf83 (__TEXT,__text) external _task_set_special_port
00007ff8010ecff1 (__TEXT,__text) external _task_set_state
00007ff8010eac8a (__TEXT,__text) external _task_suspend
00007ff8010ed286 (__TEXT,__text) external _task_suspend2
00007ff8010eb6df (__TEXT,__text) external _task_swap_exception_ports
00007ff8010ed819 (__TEXT,__text) external _task_swap_mach_voucher
00007ff8010ea4be (__TEXT,__text) external _task_terminate
00007ff8010ef140 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff8010eef56 (__TEXT,__text) external _task_test_sync_upcall
00007ff8010ea5a2 (__TEXT,__text) external _task_threads
00007ff8010edccf (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff8010ec785 (__TEXT,__text) external _task_zone_info
00007ff8010d5821 (__TEXT,__text) external _terminate_with_payload
00007ff8010d5802 (__TEXT,__text) external _terminate_with_reason
00007ff8010efddc (__TEXT,__text) external _thread_abort
00007ff8010efec0 (__TEXT,__text) external _thread_abort_safely
00007ff8010f1e1c (__TEXT,__text) external _thread_adopt_exception_handler
00007ff8010f115b (__TEXT,__text) external _thread_assign
00007ff8010f1257 (__TEXT,__text) external _thread_assign_default
00007ff8010f195d (__TEXT,__text) external _thread_convert_thread_state
00007ff8010eb081 (__TEXT,__text) external _thread_create
00007ff8010eb1a3 (__TEXT,__text) external _thread_create_running
00007ff8010effa4 (__TEXT,__text) external _thread_depress_abort
00007ff8010dc3db (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff8010f133b (__TEXT,__text) external _thread_get_assignment
00007ff8010f05c8 (__TEXT,__text) external _thread_get_exception_ports
00007ff8010f1ba8 (__TEXT,__text) external _thread_get_exception_ports_info
00007ff8010f15ee (__TEXT,__text) external _thread_get_mach_voucher
00007ff8010d2e46 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff8010f0088 (__TEXT,__text) external _thread_get_special_port
00007ff8010ca214 (__TEXT,__text) external _thread_get_special_reply_port
00007ff8010ef8c8 (__TEXT,__text) external _thread_get_state
00007ff8010f02b7 (__TEXT,__text) external _thread_info
00007ff8010d2d73 (__TEXT,__text) external _thread_policy
00007ff8010f0d64 (__TEXT,__text) external _thread_policy_get
00007ff8010d2db4 (__TEXT,__text) external _thread_policy_set
00007ff8010efcf8 (__TEXT,__text) external _thread_resume
00007ff8010f2044 (__TEXT,__text) external _thread_resume2
00007ff8010f0f71 (__TEXT,__text) external _thread_sample
00007ff8010ca10c (__TEXT,__text) external _thread_self_trap
00007ff8010cd1c4 (__TEXT,__text) external _thread_selfcounts
00007ff8010f04c2 (__TEXT,__text) external _thread_set_exception_ports
00007ff8010f171f (__TEXT,__text) external _thread_set_mach_voucher
00007ff8010d2df5 (__TEXT,__text) external _thread_set_policy
00007ff8010f01b9 (__TEXT,__text) external _thread_set_special_port
00007ff8010efab1 (__TEXT,__text) external _thread_set_state
00007ff8010ca31c (__TEXT,__text) external _thread_set_x86_64_compat
00007ff8010efc14 (__TEXT,__text) external _thread_suspend
00007ff8010f1f22 (__TEXT,__text) external _thread_suspend2
00007ff8010f0847 (__TEXT,__text) external _thread_swap_exception_ports
00007ff8010f181b (__TEXT,__text) external _thread_swap_mach_voucher
00007ff8010d027f (__TEXT,__text) external _thread_switch
00007ff8010ef498 (__TEXT,__text) external _thread_terminate
00007ff8010de915 (__TEXT,__text) external _thread_wire
00007ff8010f5080 (__TEXT,__const) non-external _times_now
00007ff8010cd1dc (__TEXT,__text) external _tracker_action
00007ff8400b6270 (__DATA_CONST,__const) non-external _traffic_rule_types
00007ff8010cd1f4 (__TEXT,__text) external _truncate
00007ff8010cd20c (__TEXT,__text) external _umask
00007ff8010cd224 (__TEXT,__text) external _undelete
00007ff8010cd23c (__TEXT,__text) external _ungraftdmg
00007ff8010da5c5 (__TEXT,__text) external _unlink
00007ff8010ce3b6 (__TEXT,__text) external _unlinkat
00007ff8010cd254 (__TEXT,__text) external _unmount
00007ff8010cd26c (__TEXT,__text) external _usrctl
00007ff8010d2c8b (__TEXT,__text) external _utimensat
00007ff8010cd284 (__TEXT,__text) external _utimes
00007ff8010cd29c (__TEXT,__text) external _vfs_purge
00007ff8010dc86e (__TEXT,__text) external _vm_allocate
00007ff8010dea13 (__TEXT,__text) external _vm_allocate_cpm
00007ff8010f28d6 (__TEXT,__text) external _vm_behavior_set
00007ff8010f25d7 (__TEXT,__text) external _vm_copy
00007ff8010dc89d (__TEXT,__text) external _vm_deallocate
00007ff8010f2128 (__TEXT,__text) external _vm_inherit
00007ff8400f6fa8 (__DATA,__common) external _vm_kernel_page_mask
00007ff8400f6fb0 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400f6fa0 (__DATA,__common) external _vm_kernel_page_size
00007ff8010f2b3e (__TEXT,__text) external _vm_machine_attribute
00007ff8010dcb1e (__TEXT,__text) external _vm_map
00007ff8010f2ddf (__TEXT,__text) external _vm_map_page_query
00007ff8010f27eb (__TEXT,__text) external _vm_msync
00007ff8400f6fd0 (__DATA,__common) external _vm_page_mask
00007ff8400f6fb4 (__DATA,__common) external _vm_page_shift
00007ff8400f6fb8 (__DATA,__common) external _vm_page_size
00007ff8010cd2b4 (__TEXT,__text) external _vm_pressure_monitor
00007ff8010dc8a2 (__TEXT,__text) external _vm_protect
00007ff8010dcd5a (__TEXT,__text) external _vm_purgable_control
00007ff8010dccc0 (__TEXT,__text) external _vm_read
00007ff8010f2359 (__TEXT,__text) external _vm_read_list
00007ff8010f26c2 (__TEXT,__text) external _vm_read_overwrite
00007ff8010dce16 (__TEXT,__text) external _vm_reallocate
00007ff8010f314b (__TEXT,__text) external _vm_region_64
00007ff8010f2f27 (__TEXT,__text) external _vm_region_recurse_64
00007ff8010dcbae (__TEXT,__text) external _vm_remap
00007ff8010dcc37 (__TEXT,__text) external _vm_remap_new
00007ff8010f5188 (__TEXT,__const) non-external _vm_tag_descriptions.rel
00007ff8010de80f (__TEXT,__text) external _vm_wire
00007ff8010f24d7 (__TEXT,__text) external _vm_write
00007ff8010cd3a4 (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff8010cd391 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff8010cd3be (__TEXT,__text) external _voucher_mach_msg_revert
00007ff8010cd37c (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400f6f90 (__DATA,__common) external _vprintf_stderr_func
00007ff8010cbd9c (__TEXT,__text) external _wait4
00007ff8010cd2cc (__TEXT,__text) external _waitid
00007ff8010cbdb4 (__TEXT,__text) external _waitid$NOCANCEL
00007ff8010dace8 (__TEXT,__text) external _work_interval_copy_port
00007ff8010da76a (__TEXT,__text) external _work_interval_create
00007ff8010dab82 (__TEXT,__text) external _work_interval_destroy
00007ff8010da867 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff8010da988 (__TEXT,__text) external _work_interval_instance_alloc
00007ff8010da9f0 (__TEXT,__text) external _work_interval_instance_clear
00007ff8010dab1a (__TEXT,__text) external _work_interval_instance_finish
00007ff8010daa04 (__TEXT,__text) external _work_interval_instance_free
00007ff8010daa58 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff8010daa3a (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff8010daa49 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff8010daa67 (__TEXT,__text) external _work_interval_instance_get_id
00007ff8010daa2b (__TEXT,__text) external _work_interval_instance_get_start
00007ff8010daa6c (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff8010daa26 (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff8010daa1c (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff8010daa21 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff8010daa17 (__TEXT,__text) external _work_interval_instance_set_start
00007ff8010daa88 (__TEXT,__text) external _work_interval_instance_start
00007ff8010daacd (__TEXT,__text) external _work_interval_instance_update
00007ff8010dac5a (__TEXT,__text) external _work_interval_join
00007ff8010daca1 (__TEXT,__text) external _work_interval_join_port
00007ff8010dacd8 (__TEXT,__text) external _work_interval_leave
00007ff8010da8de (__TEXT,__text) external _work_interval_notify
00007ff8010da94d (__TEXT,__text) external _work_interval_notify_simple
00007ff8010cd2e4 (__TEXT,__text) external _write
00007ff8010cbe14 (__TEXT,__text) external _write$NOCANCEL
00007ff8010cd2fc (__TEXT,__text) external _writev
00007ff8010cbe2c (__TEXT,__text) external _writev$NOCANCEL
