00007ffb025a7cb2 (__TEXT,__text) non-external _DiToMD5
00007ffb0259afcc (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffb0259b5cc (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffb0259b65c (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffb0259adf2 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffb0259ae02 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0259aefe (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffb0259b414 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0259aee2 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffb0259b5b6 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffb0259b976 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0259b59a (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffb42855620 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffb42855628 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffb428545e0 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffb428545e8 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
00007ffb02591bc6 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffb02591c20 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffb02591c73 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffb025b8f28 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffb025b8f4b (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffb02599b42 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffb025991c6 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffb025b998d (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffb025b99b0 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffb02598a17 (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffb0259a6d2 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffb0259a72d (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffb0259ad34 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffb0259ad8c (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.39
00007ffb025a5b12 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffb02597684 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffb025b96cc (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffb0258e9cb (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffb0259c9f4 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffb0259caf5 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffb0259c856 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffb025b9e33 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffb0259cc17 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0259c6e6 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffb0259c824 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffb0259cb65 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffb0259cb46 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffb02597c00 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffb0259cb1c (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffb025976a3 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffb025976f8 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.170
00007ffb0259776f (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.172
00007ffb025a7b69 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffb025a498d (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffb025a45d1 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffb0259b20d (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffb02595f08 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffb02595fa9 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffb025b9456 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffb02592468 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffb0259226c (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffb02592371 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffb02591ec4 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffb025928e5 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffb0259030e (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffb0259408c (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb02593e26 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffb02593ecb (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffb0259425b (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffb02592d7b (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb02592b51 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb02593026 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0259315b (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffb025b9158 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffb025b917b (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffb02592fa7 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb02596317 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb02596298 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0259bc76 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffb0259b83e (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffb02594538 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffb02598cc8 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffb02594ef0 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffb0259b404 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0259b32d (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffb0259b243 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffb0259ba18 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffb0259b879 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb025b8152 (__TEXT,__text) external ___assert_rtn
00007ffb40301f08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40301f48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb403028a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40303688 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb40303b30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb403036b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffb403021b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.104
00007ffb403021d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ffb403021f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffb40302228 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffb40302258 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ffb40302288 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
00007ffb403022a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.134
00007ffb403022d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffb403022f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffb40302328 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ffb403027a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.150
00007ffb403028c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb403027e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.168
00007ffb40302818 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00007ffb40302848 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.173
00007ffb40302878 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.192
00007ffb403028e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ffb40303838 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb40302918 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ffb40302948 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ffb40302968 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffb40302988 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffb403029b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ffb403029e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffb40302a18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb40302a48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffb40302a78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffb40302aa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffb40302ad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffb40302b08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffb40302b38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffb403034f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffb40303518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffb40303548 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ffb40303578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ffb40301f78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb40303598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb40301fa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb40301fd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ffb403035c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffb40302008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb403035f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb40303628 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffb40303658 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffb40302038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ffb40302058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ffb40302078 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb40302098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb403020c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ffb403020f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb40302128 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffb40302158 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffb40302188 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ffb40301f28 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb403027c8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb40303858 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffb0258ea80 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb0258eaa0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb02591f2a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb02592907 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffb025a7be9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb025942bd (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb02590399 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb02591ce0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb025a46a7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb025a4a8e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffb02591f41 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb0259293f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffb025a7c06 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb025942d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb025903d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb02591d18 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb025a46f1 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffb025a4afc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffb0258defa (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffb0258ddd4 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffb025b8097 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffb025a832f (__TEXT,__text) external _aes_decrypt
00007ffb025a8703 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffb025a8289 (__TEXT,__text) external _aes_decrypt_cbc
00007ffb025a8796 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffb025a874b (__TEXT,__text) external _aes_decrypt_gcm
00007ffb025a880c (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffb025a86d0 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffb025a823b (__TEXT,__text) external _aes_decrypt_key
00007ffb025ba454 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffb025a8358 (__TEXT,__text) external _aes_decrypt_key128
00007ffb025a837c (__TEXT,__text) external _aes_decrypt_key256
00007ffb025a85b6 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffb025a85fe (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffb025a86a0 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffb025a8649 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffb025a8224 (__TEXT,__text) external _aes_encrypt
00007ffb025a84cc (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffb025a817e (__TEXT,__text) external _aes_encrypt_cbc
00007ffb025a855f (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffb025a8514 (__TEXT,__text) external _aes_encrypt_gcm
00007ffb025a87ed (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffb025a8499 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffb025a8130 (__TEXT,__text) external _aes_encrypt_key
00007ffb025ba43b (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffb025a8346 (__TEXT,__text) external _aes_encrypt_key128
00007ffb025a836a (__TEXT,__text) external _aes_encrypt_key256
00007ffb025a838e (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffb025a83d6 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffb025a8469 (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffb025a8421 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffb0258de24 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffb025b80dd (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffb0258dde9 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffb025b80ba (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffb0258de75 (__TEXT,__text) external _clock_get_system_nanotime
00007ffb025b8100 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffb0258deb3 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffb0258dee1 (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffb0258d30c (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffb42853d30 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffb42854080 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffb403079f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffb42854088 (__DATA,__common) external _gIOCommandMetaClass
00007ffb42854090 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffb40307a00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffb403079f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffb42853d70 (__DATA,__common) external _gIODKDebug
00007ffb42854098 (__DATA,__common) external _gIODMACommandMetaClass
00007ffb40307a08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffb428540a0 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffb40307a10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffb428540a8 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffb40307a18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffb428540b0 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffb40307a20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffb428540b8 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffb40307a28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffb428540c0 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00007ffb40307a30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00007ffb428540f8 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffb40307a68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffb428540c8 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffb40307a38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffb428540d0 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffb40307a40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffb428540d8 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffb40307a48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffb42854100 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffb40307a70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffb428540e0 (__DATA,__common) external _gIOReporterMetaClass
00007ffb40307a50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffb42854108 (__DATA,__common) external _gIOServiceMetaClass
00007ffb42854110 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffb40307a80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffb42854118 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffb40307a88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffb40307a78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffb428540e8 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffb40307a58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffb428540f0 (__DATA,__common) external _gIOStateReporterMetaClass
00007ffb40307a60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00007ffb428541d0 (__DATA,__common) external _gIOThreadMetaClass
