0000000182765150 (__DATA,__data) non-external _C
000000018063cd68 (__TEXT,__text) external _rand
0000000182765e0c (__DATA,__data) non-external _rand_deg
000000018063cd00 (__TEXT,__text) external _rand_r
0000000182765e10 (__DATA,__data) non-external _rand_sep
0000000182765e08 (__DATA,__data) non-external _rand_type
000000018063cf48 (__TEXT,__text) external _random
0000000182765e30 (__DATA,__data) non-external _randtbl
000000018060ab18 (__TEXT,__text) non-external (was a private external) _rangematch
0000000180646c78 (__TEXT,__text) external _rb_tree_count
0000000180646604 (__TEXT,__text) external _rb_tree_find_node
0000000180646674 (__TEXT,__text) external _rb_tree_find_node_geq
0000000180646700 (__TEXT,__text) external _rb_tree_find_node_leq
00000001806465f4 (__TEXT,__text) external _rb_tree_init
000000018064678c (__TEXT,__text) external _rb_tree_insert_node
0000000180646bf8 (__TEXT,__text) external _rb_tree_iterate
0000000180646d1c (__TEXT,__text) non-external _rb_tree_removal_rebalance
0000000180646974 (__TEXT,__text) external _rb_tree_remove_node
0000000180646c84 (__TEXT,__text) non-external _rb_tree_reparent_nodes
0000000180656998 (__TEXT,__const) non-external _rcsid
0000000180656a22 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
000000018060e098 (__TEXT,__text) external _readdir
000000018060e0e0 (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _realloc (from libsystem_malloc)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
000000018063d338 (__TEXT,__text) external _reallocf
000000018063d384 (__TEXT,__text) external _realpath
00000001806520d4 (__TEXT,__text) external _realpath$DARWIN_EXTSN
0000000182771af0 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
0000000182771af4 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
0000000182771ac8 (__DATA,__bss) non-external _realpath.rootdev
0000000182771acc (__DATA,__bss) non-external _realpath.rootdev_inited
0000000180604004 (__TEXT,__text) non-external _rec_rdelete
00000001806568a2 (__TEXT,__const) non-external _recargchar
000000018065690b (__TEXT,__const) non-external _recargstring
0000000180651884 (__TEXT,__text) external _recv
000000018061b388 (__TEXT,__text) external _recv$NOCANCEL
00000001806470bc (__TEXT,__text) external _regcomp
0000000180647034 (__TEXT,__text) external _regcomp_l
0000000180654274 (__TEXT,__text) external _regerror
00000001806477bc (__TEXT,__text) external _regexec
0000000180647224 (__TEXT,__text) external _regfree
00000001805f985c (__TEXT,__text) external _register_printf_domain_function
00000001805f996c (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00000001805f9a7c (__TEXT,__text) external _register_printf_domain_render_std
0000000180647010 (__TEXT,__text) external _regncomp
0000000180646e78 (__TEXT,__text) external _regncomp_l
00000001806475bc (__TEXT,__text) external _regnexec
00000001806471ac (__TEXT,__text) external _regwcomp
000000018064712c (__TEXT,__text) external _regwcomp_l
0000000180647800 (__TEXT,__text) external _regwexec
0000000180647108 (__TEXT,__text) external _regwncomp
00000001806470e0 (__TEXT,__text) external _regwncomp_l
00000001806477d0 (__TEXT,__text) external _regwnexec
0000000180622390 (__TEXT,__text) external _remove
000000018063dac0 (__TEXT,__text) external _remque
00000001807477c0 (__DATA_CONST,__const) non-external _rerrs
0000000180622404 (__TEXT,__text) external _rewind
000000018060e19c (__TEXT,__text) external _rewinddir
0000000180634b40 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
0000000182766e60 (__DATA,__bss) non-external _rng
0000000180620360 (__TEXT,__text) external _rpmatch
0000000182765e20 (__DATA,__data) non-external _rptr
000000018061f484 (__TEXT,__text) non-external _sappend
0000000182767048 (__DATA,__bss) non-external _saved_categories
00000001805edf04 (__TEXT,__text) external _sbrk
0000000182766c70 (__DATA,__bss) non-external _sbrk_curbrk
0000000182766c68 (__DATA,__bss) non-external _sbrk_needs_init
0000000182764a80 (__DATA,__data) non-external _sbrk_region_size
000000018060e220 (__TEXT,__text) external _scandir
0000000180641b60 (__TEXT,__text) external _scandir_b
00000001806224e0 (__TEXT,__text) external _scanf
0000000180622560 (__TEXT,__text) external _scanf_l
0000000180655fa8 (__TEXT,__const) non-external _sccsid
0000000180655fd8 (__TEXT,__const) non-external _sccsid
000000018060e410 (__TEXT,__text) external _seed48
0000000182766f04 (__DATA,__bss) non-external _seed48.sseed
000000018060e478 (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
0000000180651890 (__TEXT,__text) external _send
000000018061b394 (__TEXT,__text) external _send$NOCANCEL
0000000180656960 (__TEXT,__const) non-external _seps
0000000182766cf0 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
00000001806225f0 (__TEXT,__text) external _setbuf
0000000180622604 (__TEXT,__text) external _setbuffer
000000018063e364 (__TEXT,__text) external _setenv
00000001805fb7c0 (__TEXT,__text) external _sethostid
000000018060e4d0 (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
000000018062261c (__TEXT,__text) external _setlinebuf
00000001806173bc (__TEXT,__text) external _setlocale
000000018060e65c (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00000001805fb834 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
000000018060ed20 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00000001805fb878 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00000001805fb880 (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
000000018063d274 (__TEXT,__text) external _setstate
00000001805fb298 (__TEXT,__text) external _settimeofday
00000001805f3a3c (__TEXT,__text) external _setttyent
000000018062fa3c (__TEXT,__text) non-external _settzname
00000001805f456c (__TEXT,__text) external _setusershell
000000018062262c (__TEXT,__text) external _setvbuf
000000018061c3ec (__TEXT,__text) non-external _sflush_locked
0000000182766d68 (__DATA,__bss) non-external _shells
00000001805f052c (__TEXT,__text) non-external _shiftLeftMP
00000001805f02f4 (__TEXT,__text) non-external _shiftRightMPWithRounding
0000000182765d68 (__DATA,__data) non-external _sig_init_once
0000000182771a60 (__DATA,__bss) non-external _sig_key
0000000180635840 (__TEXT,__text) non-external _sig_keycreate
0000000182771a58 (__DATA,__bss) non-external _sig_keycreated
00000001805fb30c (__TEXT,__text) external _sigaction
00000001805f4db4 (__TEXT,__text) external _sigaddset
00000001805ed500 (__TEXT,__text) external _sigaltstack
00000001805ed5f8 (__TEXT,__text) external _sigblock
00000001805f4e10 (__TEXT,__text) external _sigdelset
00000001805f4d98 (__TEXT,__text) external _sigemptyset
00000001805f4da4 (__TEXT,__text) external _sigfillset
00000001805ed6d4 (__TEXT,__text) external _sighold
00000001805ed78c (__TEXT,__text) external _sigignore
000000018060edcc (__TEXT,__text) external _siginterrupt
00000001805f4e6c (__TEXT,__text) external _sigismember
000000018060ee7c (__TEXT,__text) external _signal
000000018060ee84 (__TEXT,__text) non-external _signal__
000000018065136c (__TEXT,__text) external _sigpause
00000001805ed638 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00000001805ed730 (__TEXT,__text) external _sigrelse
00000001805ed7f8 (__TEXT,__text) external _sigset
00000001805ed5b8 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00000001805ed54c (__TEXT,__text) external _sigvec
00000001805ed554 (__TEXT,__text) non-external _sigvec__
00000001805f4214 (__TEXT,__text) non-external _skip
0000000182765f1c (__DATA,__data) external _skip
000000018060f050 (__TEXT,__text) external _sl_add
000000018060f140 (__TEXT,__text) external _sl_find
000000018060f0c8 (__TEXT,__text) external _sl_free
000000018060effc (__TEXT,__text) external _sl_init
0000000180653e10 (__TEXT,__text) non-external _sl_init.cold.1
0000000180653e2c (__TEXT,__text) non-external _sl_init.cold.2
0000000182766ee0 (__DATA,__bss) non-external _slash
000000018065153c (__TEXT,__text) external _sleep
000000018060ef2c (__TEXT,__text) external _sleep$NOCANCEL
0000000182766ce8 (__DATA,__bss) non-external _slot
0000000180622800 (__TEXT,__text) external _snprintf
0000000180622850 (__TEXT,__text) external _snprintf_l
000000018061156c (__TEXT,__text) external _snvis
000000018061b3a0 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
000000018062287c (__TEXT,__text) external _sprintf
00000001806228cc (__TEXT,__text) external _sprintf_l
000000018063c740 (__TEXT,__text) external _sradixsort
000000018063cdd0 (__TEXT,__text) external _srand
000000018060efbc (__TEXT,__text) external _srand48
000000018063cde0 (__TEXT,__text) external _sranddev
000000018063ce70 (__TEXT,__text) external _srandom
000000018063d018 (__TEXT,__text) external _srandomdev
00000001806228f8 (__TEXT,__text) external _sscanf
0000000180622948 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00000001805f8b48 (__TEXT,__text) external _stat_with_subsystem
0000000182765e00 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
00000001805f0864 (__TEXT,__text) external _statvfs
00000001805fb314 (__TEXT,__text) external _stpcpy
00000001805fb360 (__TEXT,__text) external _stpncpy
0000000180611878 (__TEXT,__text) external _stravis
0000000180634c70 (__TEXT,__text) external _strcasecmp
0000000180634b68 (__TEXT,__text) external _strcasecmp_l
0000000180634edc (__TEXT,__text) external _strcasestr
0000000180634de8 (__TEXT,__text) external _strcasestr_l
00000001805fb3e4 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
0000000180635008 (__TEXT,__text) external _strcoll
0000000180634f00 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
000000018063502c (__TEXT,__text) external _strcspn
00000001806350e8 (__TEXT,__text) external _strdup
0000000180611910 (__TEXT,__text) external _strenvisx
0000000180635294 (__TEXT,__text) external _strerror
000000018063521c (__TEXT,__text) external _strerror_r
0000000180645698 (__TEXT,__text) external _strfmon
0000000180646398 (__TEXT,__text) external _strfmon_l
0000000180632c08 (__TEXT,__text) external _strftime
0000000180631b88 (__TEXT,__text) external _strftime_l
0000000182766d70 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
0000000180635320 (__TEXT,__text) external _strmode
0000000180634dc4 (__TEXT,__text) external _strncasecmp
0000000180634c94 (__TEXT,__text) external _strncasecmp_l
00000001805fb438 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
0000000180635464 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00000001806354d4 (__TEXT,__text) external _strnstr
0000000180610e6c (__TEXT,__text) external _strnunvis
0000000180610ce8 (__TEXT,__text) external _strnunvisx
0000000180653ea0 (__TEXT,__text) non-external _strnunvisx.cold.1
0000000180653ecc (__TEXT,__text) non-external _strnunvisx.cold.2
0000000180653ef8 (__TEXT,__text) non-external _strnunvisx.cold.3
0000000180611844 (__TEXT,__text) external _strnvis
00000001806118d8 (__TEXT,__text) external _strnvisx
0000000180635570 (__TEXT,__text) external _strpbrk
0000000180632e1c (__TEXT,__text) external _strptime
0000000180632e40 (__TEXT,__text) external _strptime_l
00000001806355a8 (__TEXT,__text) external _strrchr
000000018061171c (__TEXT,__text) external _strsenvisx
00000001806355d0 (__TEXT,__text) external _strsep
0000000180635774 (__TEXT,__text) external _strsignal
0000000180635620 (__TEXT,__text) external _strsignal_r
0000000180611680 (__TEXT,__text) external _strsnvis
00000001806116ec (__TEXT,__text) external _strsnvisx
0000000180635884 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00000001806115c8 (__TEXT,__text) external _strsvis
00000001806116ac (__TEXT,__text) external _strsvisx
00000001805ee8dc (__TEXT,__text) external _strtod
00000001805ee930 (__TEXT,__text) external _strtod_l
00000001805ee060 (__TEXT,__text) external _strtoencf16
00000001805ee12c (__TEXT,__text) external _strtoencf32
00000001805ee484 (__TEXT,__text) external _strtoencf64
00000001805ee8b8 (__TEXT,__text) external _strtoencf64x
00000001805ee3f8 (__TEXT,__text) external _strtof
00000001805ee44c (__TEXT,__text) external _strtof_l
00000001805f4f58 (__TEXT,__text) external _strtofflags
000000018063ec74 (__TEXT,__text) external _strtoimax
000000018063ea00 (__TEXT,__text) external _strtoimax_l
00000001806359c0 (__TEXT,__text) external _strtok
0000000182771a68 (__DATA,__bss) non-external _strtok.last
000000018063593c (__TEXT,__text) external _strtok_r
000000018063ef0c (__TEXT,__text) external _strtol
000000018063ec98 (__TEXT,__text) external _strtol_l
00000001805ee968 (__TEXT,__text) external _strtold
00000001805ee9bc (__TEXT,__text) external _strtold_l
000000018063f1a4 (__TEXT,__text) external _strtoll
000000018063ef30 (__TEXT,__text) external _strtoll_l
000000018061dba4 (__TEXT,__text) external _strtonum
000000018063f1c8 (__TEXT,__text) external _strtoq
000000018063f1ec (__TEXT,__text) external _strtoq_l
000000018063f458 (__TEXT,__text) external _strtoul
000000018063f1f0 (__TEXT,__text) external _strtoul_l
000000018063f6e4 (__TEXT,__text) external _strtoull
000000018063f47c (__TEXT,__text) external _strtoull_l
000000018063f970 (__TEXT,__text) external _strtoumax
000000018063f708 (__TEXT,__text) external _strtoumax_l
000000018063f994 (__TEXT,__text) external _strtouq
000000018063f9b8 (__TEXT,__text) external _strtouq_l
0000000180610e5c (__TEXT,__text) external _strunvis
0000000180610e4c (__TEXT,__text) external _strunvisx
0000000180611808 (__TEXT,__text) external _strvis
0000000180611894 (__TEXT,__text) external _strvisx
0000000180635c8c (__TEXT,__text) external _strxfrm
00000001806359cc (__TEXT,__text) external _strxfrm_l
0000000182771bc8 (__DATA,__common) external _suboptarg
0000000182766d78 (__DATA,__bss) non-external _subsystem_root_path
0000000180610f2c (__TEXT,__text) external _svis
0000000180635cb0 (__TEXT,__text) external _swab
0000000180622c20 (__TEXT,__text) external _swprintf
0000000180622c70 (__TEXT,__text) external _swprintf_l
0000000180622c9c (__TEXT,__text) external _swscanf
0000000180622cec (__TEXT,__text) external _swscanf_l
00000001805f9224 (__TEXT,__text) external _sxprintf
00000001805f9cf0 (__TEXT,__text) external _sxprintf_exec
00000001805fb4a0 (__TEXT,__text) external _sync_volume_np
000000018065684b (__TEXT,__const) non-external _syntax_error_str
0000000180746a98 (__DATA_CONST,__const) external _sys_errlist
0000000180655c98 (__TEXT,__const) external _sys_nerr
00000001807471a0 (__DATA_CONST,__const) external _sys_siglist
00000001807470a0 (__DATA_CONST,__const) external _sys_signame
000000018060f19c (__TEXT,__text) external _sysconf
000000018060f86c (__TEXT,__text) external _sysctl
000000018060fa8c (__TEXT,__text) external _sysctlbyname
000000018060fb5c (__TEXT,__text) external _sysctlnametomib
000000018065189c (__TEXT,__text) external _system
000000018063f9bc (__TEXT,__text) external _system$NOCANCEL
00000001806515cc (__TEXT,__text) external _tcdrain
00000001806100cc (__TEXT,__text) external _tcdrain$NOCANCEL
000000018061016c (__TEXT,__text) external _tcflow
00000001806100f8 (__TEXT,__text) external _tcflush
000000018060fe04 (__TEXT,__text) external _tcgetattr
000000018060ff6c (__TEXT,__text) external _tcgetpgrp
00000001805fab60 (__TEXT,__text) external _tcgetsid
0000000180610044 (__TEXT,__text) external _tcsendbreak
000000018060fe30 (__TEXT,__text) external _tcsetattr
000000018060ff14 (__TEXT,__text) external _tcsetpgrp
000000018063fc54 (__TEXT,__text) external _tdelete
000000018060fc04 (__TEXT,__text) external _telldir
0000000180622d18 (__TEXT,__text) external _tempnam
0000000182766ce0 (__DATA,__bss) non-external _tf
000000018063fd54 (__TEXT,__text) external _tfind
00000001805f52ec (__TEXT,__text) external _thread_stack_async_pcs
00000001805f52c8 (__TEXT,__text) external _thread_stack_pcs
0000000182764b70 (__DATA,__data) non-external _threadsafe
000000018061021c (__TEXT,__text) external _time
00000001806309e4 (__TEXT,__text) non-external _time2
0000000180630b58 (__TEXT,__text) external _time2posix
00000001806314a0 (__TEXT,__text) non-external _time2sub
0000000180630b08 (__TEXT,__text) external _timegm
0000000180630af8 (__TEXT,__text) external _timelocal
0000000180630b30 (__TEXT,__text) external _timeoff
0000000180610280 (__TEXT,__text) external _times
0000000180640cdc (__TEXT,__text) external _timespec_get
000000018062fee0 (__TEXT,__text) non-external _timesub
0000000182771b08 (__DATA,__common) external _timezone
00000001806054e0 (__TEXT,__text) external _timingsafe_bcmp
000000018276d298 (__DATA,__bss) non-external _tm
0000000180631b14 (__TEXT,__text) non-external _tmcomp
0000000180622edc (__TEXT,__text) external _tmpfile
0000000180623028 (__TEXT,__text) external _tmpnam
00000001827689a8 (__DATA,__bss) non-external _tmpnam.tmpcount
00000001827689b0 (__DATA,__bss) non-external _tmpnam_buf
00000001806230e0 (__TEXT,__text) non-external _tmpnam_buf_allocate
0000000182765c10 (__DATA,__data) non-external _tmpnam_buf_control
0000000180655cc8 (__TEXT,__const) non-external _tmundef
00000001805f5a1c (__TEXT,__text) external _toascii
00000001805f5a24 (__TEXT,__text) external _tolower
00000001805f662c (__TEXT,__text) external _tolower_l
0000000182766eb8 (__DATA,__bss) non-external _toprec
0000000182766ec0 (__DATA,__bss) non-external _topreclen
00000001805f5a60 (__TEXT,__text) external _toupper
00000001805f664c (__TEXT,__text) external _toupper_l
000000018061ab0c (__TEXT,__text) external _towctrans
000000018061aa2c (__TEXT,__text) external _towctrans_l
00000001805f6b44 (__TEXT,__text) external _towlower
00000001805f7154 (__TEXT,__text) external _towlower_l
00000001805f6b80 (__TEXT,__text) external _towupper
00000001805f7174 (__TEXT,__text) external _towupper_l
0000000180631130 (__TEXT,__text) non-external _transtime
000000018064a8b4 (__TEXT,__text) non-external _tre_add_tag_left
000000018064a7f0 (__TEXT,__text) non-external _tre_add_tag_right
00000001806480b4 (__TEXT,__text) non-external _tre_add_tags
00000001806479b8 (__TEXT,__text) external _tre_ast_new_catenation
0000000180647908 (__TEXT,__text) external _tre_ast_new_iter
00000001806478bc (__TEXT,__text) external _tre_ast_new_literal
0000000180647834 (__TEXT,__text) external _tre_ast_new_node
000000018064796c (__TEXT,__text) external _tre_ast_new_union
000000018064a3b8 (__TEXT,__text) non-external _tre_ast_to_tnfa
0000000180647a04 (__TEXT,__text) external _tre_compile
0000000180649cf4 (__TEXT,__text) non-external _tre_compute_nfl
000000018064a978 (__TEXT,__text) non-external _tre_copy_ast
00000001806497f8 (__TEXT,__text) non-external _tre_expand_ast
0000000180650fe0 (__TEXT,__text) non-external _tre_expand_macro
0000000180647228 (__TEXT,__text) external _tre_fill_pmatch
000000018064a4b0 (__TEXT,__text) external _tre_free
0000000180747f88 (__DATA_CONST,__const) non-external _tre_macros
000000018064b340 (__TEXT,__text) non-external _tre_make_trans
0000000180647600 (__TEXT,__text) non-external _tre_match
000000018064b124 (__TEXT,__text) non-external _tre_match_empty
000000018064f14c (__TEXT,__text) external _tre_mem_alloc_impl
000000018064f0ec (__TEXT,__text) external _tre_mem_destroy
000000018064f0c8 (__TEXT,__text) external _tre_mem_new_impl
000000018064a658 (__TEXT,__text) non-external _tre_merge_branches
0000000180651100 (__TEXT,__text) non-external _tre_new_item
000000018064f264 (__TEXT,__text) external _tre_parse
0000000180650dd8 (__TEXT,__text) non-external _tre_parse_bound
00000001806473ec (__TEXT,__text) non-external _tre_reset_last_matched_branches
0000000180651060 (__TEXT,__text) non-external _tre_search_cnames
000000018064ad40 (__TEXT,__text) non-external _tre_set_empty
000000018064acc8 (__TEXT,__text) non-external _tre_set_one
000000018064ad7c (__TEXT,__text) non-external _tre_set_union
0000000180651204 (__TEXT,__text) external _tre_stack_destroy
0000000180651198 (__TEXT,__text) external _tre_stack_new
0000000180651240 (__TEXT,__text) external _tre_stack_num_objects
000000018065132c (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
0000000180651348 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
0000000180651250 (__TEXT,__text) non-external _tre_stack_push
0000000180651248 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
0000000180651328 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
000000018064b654 (__TEXT,__text) external _tre_tnfa_run_backtrack
000000018064d5b4 (__TEXT,__text) external _tre_tnfa_run_parallel
000000018063fe9c (__TEXT,__text) non-external _trecurse
000000018063fde0 (__TEXT,__text) external _tsearch
00000001806103c8 (__TEXT,__text) external _ttyname
0000000182766f10 (__DATA,__bss) non-external _ttyname_init
0000000182766f18 (__DATA,__bss) non-external _ttyname_key
00000001827657d8 (__DATA,__data) non-external _ttyname_lock
00000001806104e8 (__TEXT,__text) external _ttyname_r
00000001806105bc (__TEXT,__text) external _ttyslot
000000018063fe88 (__TEXT,__text) external _twalk
0000000180630d28 (__TEXT,__text) non-external _typesequiv
000000018062ebe8 (__TEXT,__text) non-external _tzload
0000000182765d28 (__DATA,__data) external _tzname
000000018062f51c (__TEXT,__text) non-external _tzparse
000000018062fc74 (__TEXT,__text) external _tzset
000000018062e8dc (__TEXT,__text) external _tzsetwall
000000018062e8e4 (__TEXT,__text) non-external _tzsetwall_basic
00000001806105c4 (__TEXT,__text) external _ualarm
0000000182765b98 (__DATA,__data) non-external _uglue
0000000180610650 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00000001805f5384 (__TEXT,__text) external _uname
0000000180656858 (__TEXT,__const) non-external _unbound_variable_str
00000001805efeb8 (__TEXT,__text) non-external _underflow
0000000180623104 (__TEXT,__text) external _ungetc
00000001806233c8 (__TEXT,__text) external _ungetwc
000000018062344c (__TEXT,__text) external _ungetwc_l
0000000182766c91 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
0000000180640170 (__TEXT,__text) external _unlockpt
000000018063e414 (__TEXT,__text) external _unsetenv
00000001806106e8 (__TEXT,__text) external _unvis
0000000180653e48 (__TEXT,__text) non-external _unvis.cold.1
0000000180653e74 (__TEXT,__text) non-external _unvis.cold.2
00000001805f8424 (__TEXT,__text) external _uselocale
000000018065160c (__TEXT,__text) external _usleep
0000000180610e74 (__TEXT,__text) external _usleep$NOCANCEL
0000000182767f60 (__DATA,__bss) non-external _usual
0000000182767190 (__DATA,__bss) non-external _usual_extra
0000000180610ec4 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00000001805fa360 (__TEXT,__text) external _uuid_clear
00000001805fa368 (__TEXT,__text) external _uuid_compare
00000001805fa438 (__TEXT,__text) external _uuid_copy
00000001805fa800 (__TEXT,__text) external _uuid_generate
00000001805fa760 (__TEXT,__text) external _uuid_generate_random
00000001805fa454 (__TEXT,__text) external _uuid_generate_time
0000000182766dc8 (__DATA,__bss) non-external _uuid_generate_time.has_init
0000000182766dc0 (__DATA,__bss) non-external _uuid_generate_time.node_id
00000001805fa804 (__TEXT,__text) external _uuid_is_null
00000001805fa82c (__TEXT,__text) external _uuid_pack
00000001805fa87c (__TEXT,__text) external _uuid_parse
00000001805fa9d8 (__TEXT,__text) external _uuid_unpack
00000001805faaf8 (__TEXT,__text) external _uuid_unparse
00000001805faa28 (__TEXT,__text) external _uuid_unparse_lower
00000001805faa90 (__TEXT,__text) external _uuid_unparse_upper
0000000180747050 (__DATA_CONST,__const) non-external _validlist
000000018062367c (__TEXT,__text) external _vasprintf
0000000180623660 (__TEXT,__text) external _vasprintf_l
00000001805f92b4 (__TEXT,__text) external _vasxprintf
00000001805f9d7c (__TEXT,__text) external _vasxprintf_exec
0000000180623814 (__TEXT,__text) external _vdprintf
00000001806237f8 (__TEXT,__text) external _vdprintf_l
00000001805f92cc (__TEXT,__text) external _vdxprintf
00000001805f9d98 (__TEXT,__text) external _vdxprintf_exec
0000000180653a9c (__TEXT,__text) external _verr
00000001806539a4 (__TEXT,__text) external _verrc
0000000180653b14 (__TEXT,__text) external _verrx
00000001805fae08 (__TEXT,__text) external _vfork
00000001806238b0 (__TEXT,__text) external _vfprintf
000000018062384c (__TEXT,__text) external _vfprintf_l
0000000180626d00 (__TEXT,__text) external _vfscanf
0000000180628618 (__TEXT,__text) external _vfscanf_l
000000018062b2a0 (__TEXT,__text) external _vfwprintf
00000001806287ec (__TEXT,__text) external _vfwprintf_l
000000018062ba94 (__TEXT,__text) external _vfwscanf
000000018062d4b8 (__TEXT,__text) external _vfwscanf_l
00000001805f92e4 (__TEXT,__text) external _vfxprintf
00000001805f9db4 (__TEXT,__text) external _vfxprintf_exec
0000000180611748 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
000000018062d558 (__TEXT,__text) external _vprintf
000000018062d590 (__TEXT,__text) external _vprintf_l
000000018062d5ac (__TEXT,__text) external _vscanf
000000018062d628 (__TEXT,__text) external _vscanf_l
000000018062d7e4 (__TEXT,__text) external _vsnprintf
000000018062d7c4 (__TEXT,__text) external _vsnprintf_l
000000018062d920 (__TEXT,__text) external _vsprintf
000000018062d820 (__TEXT,__text) external _vsprintf_l
000000018062da80 (__TEXT,__text) external _vsscanf
000000018062d94c (__TEXT,__text) external _vsscanf_l
000000018062dc9c (__TEXT,__text) external _vswprintf
000000018062daac (__TEXT,__text) external _vswprintf_l
000000018062de98 (__TEXT,__text) external _vswscanf
000000018062dcc8 (__TEXT,__text) external _vswscanf_l
00000001805f92fc (__TEXT,__text) external _vsxprintf
00000001805f9dd0 (__TEXT,__text) external _vsxprintf_exec
0000000180653ce0 (__TEXT,__text) external _vwarn
0000000180653c20 (__TEXT,__text) external _vwarnc
0000000180653d7c (__TEXT,__text) external _vwarnx
000000018062dec4 (__TEXT,__text) external _vwprintf
000000018062defc (__TEXT,__text) external _vwprintf_l
000000018062df18 (__TEXT,__text) external _vwscanf
000000018062df50 (__TEXT,__text) external _vwscanf_l
00000001805f9320 (__TEXT,__text) external _vxprintf
00000001805f9df4 (__TEXT,__text) external _vxprintf_exec
000000018065165c (__TEXT,__text) external _wait
0000000180612240 (__TEXT,__text) external _wait$NOCANCEL
0000000180612254 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
0000000180651670 (__TEXT,__text) external _waitpid
0000000180612268 (__TEXT,__text) external _waitpid$NOCANCEL
0000000180653bdc (__TEXT,__text) external _warn
0000000180653d24 (__TEXT,__text) external _warnc
0000000180653d50 (__TEXT,__text) external _warnx
0000000180635d24 (__TEXT,__text) external _wcpcpy
0000000180635d44 (__TEXT,__text) external _wcpncpy
0000000180618bdc (__TEXT,__text) external _wcrtomb
0000000180618b9c (__TEXT,__text) external _wcrtomb_l
0000000180635e5c (__TEXT,__text) external _wcscasecmp
0000000180635db4 (__TEXT,__text) external _wcscasecmp_l
0000000180635e80 (__TEXT,__text) external _wcscat
0000000180635ea4 (__TEXT,__text) external _wcschr
0000000180635ec4 (__TEXT,__text) external _wcscmp
0000000180636494 (__TEXT,__text) external _wcscoll
0000000180635eec (__TEXT,__text) external _wcscoll_l
00000001806364b8 (__TEXT,__text) external _wcscpy
0000000180636f48 (__TEXT,__text) external _wcscspn
0000000180636f8c (__TEXT,__text) external _wcsdup
0000000180618e10 (__TEXT,__text) external _wcsftime
0000000180618c20 (__TEXT,__text) external _wcsftime_l
0000000180636fe4 (__TEXT,__text) external _wcslcat
000000018063708c (__TEXT,__text) external _wcslcpy
