00000001e9e4afd8 (__DATA,__data) non-external _.compoundliteral
0000000184937190 (__TEXT,__text) non-external (was a private external) _is_port
000000018492d294 (__TEXT,__text) non-external _is_position_at_end_of_sequence
00000001849371a4 (__TEXT,__text) non-external (was a private external) _is_proc
000000018493721c (__TEXT,__text) non-external (was a private external) _is_promise
0000000184923a80 (__TEXT,__text) non-external (was a private external) _is_string
0000000184923cb0 (__TEXT,__text) non-external (was a private external) _is_symbol
0000000184936f54 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
0000000184923414 (__TEXT,__text) non-external (was a private external) _ivalue
0000000184927bec (__TEXT,__text) non-external _list_cost_estimate
0000000184927e04 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_free (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
0000000184922280 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
000000018491e3e4 (__TEXT,__text) non-external _mk_atom
000000018492d154 (__TEXT,__text) non-external (was a private external) _mk_counted_string
0000000184937f70 (__TEXT,__text) non-external _mk_empty_string
000000018492155c (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00000001849215a4 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
0000000184925760 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
0000000184921e0c (__TEXT,__text) non-external (was a private external) _mk_integer
000000018491f060 (__TEXT,__text) non-external _mk_sharp_const
0000000184936d34 (__TEXT,__text) non-external _mk_sharp_integer
000000018491b644 (__TEXT,__text) non-external (was a private external) _mk_string
000000018491b408 (__TEXT,__text) non-external (was a private external) _mk_symbol
000000018491b020 (__TEXT,__text) non-external _mk_vector
00000001849475d0 (__TEXT,__text) non-external _mk_vector.cold.1
00000001e6001f88 (__DATA_CONST,__const) non-external _modifier_info
000000018492d2e4 (__TEXT,__text) non-external _move_to_next_node
0000000184943928 (__TEXT,__text) non-external _msgfilter_free_callback
000000018492f6d4 (__TEXT,__text) non-external _negate_instruction
00000001e60011c8 (__DATA_CONST,__const) non-external _network_filter_constants
000000018491b2a8 (__TEXT,__text) non-external _new_frame_in_env
000000018491b744 (__TEXT,__text) non-external _new_slot_spec_in_env
000000018495849c (__TEXT,__const) non-external _nfBasicCF
00000001849548dc (__TEXT,__const) non-external _nfTrieHi
0000000184958e9c (__TEXT,__const) non-external _nfTrieLo
00000001849572bc (__TEXT,__const) non-external _nfTrieMid
0000000184954f08 (__TEXT,__const) non-external _nfU16InvMasks
0000000184955010 (__TEXT,__const) non-external _nfU16Seq2
0000000184955c24 (__TEXT,__const) non-external _nfU16Seq3
0000000184956158 (__TEXT,__const) non-external _nfU16SeqMisc
00000001849562e4 (__TEXT,__const) non-external _nfU32Char
0000000184957160 (__TEXT,__const) non-external _nfU32SeqMisc
0000000184920800 (__TEXT,__text) non-external _num_eq
0000000184927e80 (__TEXT,__text) non-external _num_ge
000000018492d1b8 (__TEXT,__text) non-external _num_gt
0000000184936fb0 (__TEXT,__text) non-external _num_le
0000000184936f68 (__TEXT,__text) non-external _num_lt
0000000184937b28 (__TEXT,__text) non-external _num_mod
00000001ec79dc30 (__DATA_DIRTY,__bss) non-external _num_one
0000000184937ab8 (__TEXT,__text) non-external _num_rem
00000001ec79dc40 (__DATA_DIRTY,__bss) non-external _num_zero
000000018492326c (__TEXT,__text) non-external (was a private external) _objvalue
000000018491b518 (__TEXT,__text) non-external _oblist_add_by_name
000000018491b460 (__TEXT,__text) non-external _oblist_find_by_name
000000018492a630 (__TEXT,__text) non-external _op_concat
000000018492ab50 (__TEXT,__text) non-external _operand_release
0000000184944a94 (__TEXT,__text) non-external _operation_expand
00000001e60028b0 (__DATA_CONST,__const) non-external _operation_info
00000001e6002268 (__DATA_CONST,__const) non-external _operation_names
00000001849448a4 (__TEXT,__text) non-external _operations_allowed_by_default
0000000184940e08 (__TEXT,__text) non-external _operator_name
000000018492a41c (__TEXT,__text) non-external _operator_precedence
000000018491bec8 (__TEXT,__text) non-external _opexe_0
00000001849475fc (__TEXT,__text) non-external _opexe_0.cold.1
0000000184947628 (__TEXT,__text) non-external _opexe_0.cold.2
000000018491e6a4 (__TEXT,__text) non-external _opexe_1
000000018491f2b4 (__TEXT,__text) non-external _opexe_2
0000000184920210 (__TEXT,__text) non-external _opexe_3
00000001849209d8 (__TEXT,__text) non-external _opexe_4
000000018491d370 (__TEXT,__text) non-external _opexe_5
0000000184936388 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
000000018492326c (__TEXT,__text) non-external (was a private external) _pair_car
00000001849232d0 (__TEXT,__text) non-external (was a private external) _pair_cdr
00000001849243e4 (__TEXT,__text) non-external _parse_pattern
0000000184940c7c (__TEXT,__text) non-external _peek_operand
000000018494fd79 (__TEXT,__const) non-external _policy_scm
000000018493bfd0 (__TEXT,__text) non-external _populate_modifier_descriptor
000000018493c310 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
000000018493b3ac (__TEXT,__text) non-external _populate_profile_entry_points
00000001849224a8 (__TEXT,__text) non-external _port_close
000000018493738c (__TEXT,__text) non-external _port_from_file
000000018491b8bc (__TEXT,__text) non-external _port_from_string
0000000184923ac4 (__TEXT,__text) non-external _port_rep_from_file
000000018493ba40 (__TEXT,__text) non-external _previously_emitted_condition
000000018493c58c (__TEXT,__text) non-external _previously_emitted_data
0000000184938438 (__TEXT,__text) non-external _printatom
0000000184938004 (__TEXT,__text) non-external _printslashstring
00000001e6000e30 (__DATA_CONST,__const) non-external _profile_dirs
000000018493b2e0 (__TEXT,__text) non-external _profile_has_autobox_actions
000000018493b368 (__TEXT,__text) non-external _profile_has_mach_message_filters
000000018493b324 (__TEXT,__text) non-external _profile_has_message_filters
000000018492c9dc (__TEXT,__text) non-external _push_bytes
000000018492b3cc (__TEXT,__text) non-external _push_byteset
0000000184940db4 (__TEXT,__text) non-external _push_byteset_skip
000000018492cb44 (__TEXT,__text) non-external _push_jne_instr
000000018492a46c (__TEXT,__text) non-external _push_literal
000000018492ccec (__TEXT,__text) non-external _push_match_sequence_instr
00000001849450bc (__TEXT,__text) non-external _push_match_variable_instr
0000000184940ce0 (__TEXT,__text) non-external _push_operand
0000000184929fe4 (__TEXT,__text) non-external _push_operator
0000000184945258 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
000000018494517c (__TEXT,__text) non-external _push_seek_byte_instr
0000000184937294 (__TEXT,__text) non-external (was a private external) _putcharacter
0000000184937244 (__TEXT,__text) non-external (was a private external) _putstr
000000018493838c (__TEXT,__text) non-external _readsharpstrexp
000000018491e314 (__TEXT,__text) non-external _readstr_upto
000000018493813c (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00000001849357bc (__TEXT,__text) non-external _record_condition_data
000000018493c658 (__TEXT,__text) non-external _record_data_address
000000018493b208 (__TEXT,__text) non-external _record_enabled_profile_flags
000000018492cef4 (__TEXT,__text) non-external _regex_quote
0000000184940e7c (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
0000000184940d40 (__TEXT,__text) non-external _remove_leading_literal_byte
0000000184932990 (__TEXT,__text) non-external _reorder_condition
0000000184932b68 (__TEXT,__text) non-external _reorder_condition_list
00000001849410c0 (__TEXT,__text) non-external _reorder_policy
0000000184927f08 (__TEXT,__text) non-external _reverse
0000000184921a00 (__TEXT,__text) non-external (was a private external) _s_cons
00000001849213cc (__TEXT,__text) non-external (was a private external) _s_immutable_cons
000000018491ce20 (__TEXT,__text) non-external _s_save
0000000184935d20 (__TEXT,__text) external _sandbox_apply
0000000184935d28 (__TEXT,__text) external _sandbox_apply_container
0000000184938cc8 (__TEXT,__text) external _sandbox_compile_entitlements
0000000184917a80 (__TEXT,__text) external _sandbox_compile_file
00000001849179cc (__TEXT,__text) external _sandbox_compile_named
0000000184936930 (__TEXT,__text) external _sandbox_compile_string
0000000184939668 (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000184917848 (__TEXT,__text) external _sandbox_create_params
0000000184939b04 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
0000000184935e20 (__TEXT,__text) external _sandbox_free_params
0000000184935dd4 (__TEXT,__text) external _sandbox_free_profile
0000000184938e24 (__TEXT,__text) external _sandbox_inspect_pid
0000000184938f28 (__TEXT,__text) external _sandbox_inspect_smemory
0000000184939678 (__TEXT,__text) external _sandbox_prepare_user_home_mount
0000000184939bd0 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
0000000184938ce8 (__TEXT,__text) external _sandbox_register_profile
0000000184939fa8 (__TEXT,__text) external _sandbox_register_sync_root
00000001849178c4 (__TEXT,__text) external _sandbox_set_param
0000000184938fc4 (__TEXT,__text) external _sandbox_set_user_state_item
0000000184938fd8 (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
0000000184938dec (__TEXT,__text) external _sandbox_unregister_all_profiles
0000000184938d98 (__TEXT,__text) external _sandbox_unregister_profile
0000000184938f30 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
0000000184938f98 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
0000000184938f38 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00000001849392c0 (__TEXT,__text) external _sandbox_user_state_iterate_items
0000000184946a3c (__TEXT,__text) non-external _save_condition
000000018493ff78 (__TEXT,__text) non-external _sb_action_iterate
000000018493a394 (__TEXT,__text) non-external _sb_annotation_destroy
000000018493477c (__TEXT,__text) non-external _sb_annotation_set_integer
000000018493ae4c (__TEXT,__text) non-external _sb_bitmask_clear_bit
000000018493ab80 (__TEXT,__text) non-external _sb_bitmask_create_empty
000000018493ac8c (__TEXT,__text) non-external _sb_bitmask_get_hash
000000018493ad4c (__TEXT,__text) non-external _sb_bitmask_iterate_set
000000018493aae8 (__TEXT,__text) non-external _sb_bitmask_release
000000018493aa80 (__TEXT,__text) non-external _sb_bitmask_retain
000000018493ade0 (__TEXT,__text) non-external _sb_bitmask_set_bit
000000018491a210 (__TEXT,__text) non-external _sb_buffer_alloc
000000018492b6b4 (__TEXT,__text) non-external _sb_buffer_get_byte_count
000000018492b74c (__TEXT,__text) non-external _sb_buffer_get_hash
000000018492ce20 (__TEXT,__text) non-external _sb_buffer_is_equivalent
0000000184924a28 (__TEXT,__text) non-external _sb_buffer_release
000000018492bbcc (__TEXT,__text) non-external _sb_buffer_retain
000000018493aea4 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
000000018492b6fc (__TEXT,__text) non-external _sb_buffer_with_data_pointer
000000018492b150 (__TEXT,__text) non-external _sb_byteset_add_byte
000000018493d4a8 (__TEXT,__text) non-external _sb_byteset_copy
000000018492b420 (__TEXT,__text) non-external _sb_byteset_get_population
00000001849341c8 (__TEXT,__text) non-external _sb_byteset_is_equivalent
000000018492d5e8 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
000000018492b304 (__TEXT,__text) non-external _sb_byteset_negate
000000018492b0e8 (__TEXT,__text) non-external _sb_byteset_new
000000018492b280 (__TEXT,__text) non-external _sb_byteset_release
000000018492b218 (__TEXT,__text) non-external _sb_byteset_retain
000000018492d734 (__TEXT,__text) non-external _sb_byteset_union
000000018493d3ac (__TEXT,__text) non-external _sb_byteset_with_range
000000018493a224 (__TEXT,__text) non-external _sb_calloc_typed
000000018493d8e8 (__TEXT,__text) non-external _sb_condition_bitmask
000000018493d854 (__TEXT,__text) non-external _sb_condition_boolean
0000000184928170 (__TEXT,__text) non-external _sb_condition_conjunction
0000000184936714 (__TEXT,__text) non-external _sb_condition_constant
0000000184925474 (__TEXT,__text) non-external _sb_condition_disjunction
000000018493e494 (__TEXT,__text) non-external _sb_condition_is_bitmask
000000018493e2fc (__TEXT,__text) non-external _sb_condition_is_boolean
0000000184930604 (__TEXT,__text) non-external _sb_condition_is_conjunction
0000000184928464 (__TEXT,__text) non-external _sb_condition_is_contrary
000000018492f8f8 (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000184928cb0 (__TEXT,__text) non-external _sb_condition_is_equivalent
0000000184935434 (__TEXT,__text) non-external _sb_condition_is_integer
000000018493e40c (__TEXT,__text) non-external _sb_condition_is_network
0000000184930878 (__TEXT,__text) non-external _sb_condition_is_pattern
0000000184924f80 (__TEXT,__text) non-external _sb_condition_is_regex
000000018493e384 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
0000000184930a18 (__TEXT,__text) non-external _sb_condition_is_transposable
0000000184925008 (__TEXT,__text) non-external _sb_condition_list_append
0000000184930fd4 (__TEXT,__text) non-external _sb_condition_list_contains_condition
0000000184930c14 (__TEXT,__text) non-external _sb_condition_list_copy
000000018492bccc (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
000000018493e5d0 (__TEXT,__text) non-external _sb_condition_list_filter
0000000184927b40 (__TEXT,__text) non-external _sb_condition_list_get_hash
0000000184933cc4 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000184927ce8 (__TEXT,__text) non-external _sb_condition_list_iterate
0000000184931644 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
0000000184923148 (__TEXT,__text) non-external _sb_condition_list_new
000000018492399c (__TEXT,__text) non-external _sb_condition_list_release
0000000184930d64 (__TEXT,__text) non-external _sb_condition_list_remove
0000000184931f5c (__TEXT,__text) non-external _sb_condition_matches_subset
000000018492f7d0 (__TEXT,__text) non-external _sb_condition_negation
00000001849362f4 (__TEXT,__text) non-external _sb_condition_network
0000000184924b90 (__TEXT,__text) non-external _sb_condition_new
000000018492b058 (__TEXT,__text) non-external _sb_condition_pattern
00000001849258ac (__TEXT,__text) non-external _sb_condition_pattern_path
00000001849252dc (__TEXT,__text) non-external _sb_condition_release
0000000184924ef0 (__TEXT,__text) non-external _sb_condition_set_source_info
000000018492bae0 (__TEXT,__text) non-external _sb_condition_string
0000000184919e24 (__TEXT,__text) non-external _sb_context_intern_string
000000018492367c (__TEXT,__text) non-external _sb_context_release
00000001849235d4 (__TEXT,__text) non-external _sb_context_release_modification
0000000184919d00 (__TEXT,__text) non-external _sb_context_retain
000000018493e874 (__TEXT,__text) non-external _sb_context_retain_modification
000000018493eefc (__TEXT,__text) non-external _sb_error_fatal
000000018493f0e4 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
000000018493ef48 (__TEXT,__text) non-external _sb_error_for_instruction
000000018492b554 (__TEXT,__text) non-external _sb_error_new
00000001e6001188 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
000000018492b4a8 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
000000018493edc4 (__TEXT,__text) non-external _sb_error_set_with_description
000000018493eed0 (__TEXT,__text) non-external _sb_error_set_with_format
000000018493ee30 (__TEXT,__text) non-external _sb_error_set_with_formatv
0000000184921e4c (__TEXT,__text) non-external _sb_filter_accepts_type
0000000184924d58 (__TEXT,__text) non-external _sb_filter_has_dependency
00000001ec79dc20 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001ec79dc18 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
0000000184923d10 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
000000018493f3cc (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
0000000184923e3c (__TEXT,__text) non-external _sb_fsa_acceptor
0000000184926a90 (__TEXT,__text) non-external _sb_fsa_copy
00000001849268b8 (__TEXT,__text) non-external _sb_fsa_disjunction
0000000184926d54 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
0000000184932314 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00000001849321d8 (__TEXT,__text) non-external _sb_fsa_matches_subset
000000018493aa24 (__TEXT,__text) non-external _sb_fsa_may_backtrack
000000018492d41c (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
000000018492d858 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
000000018492d358 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
000000018492af94 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
000000018492664c (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
0000000184926860 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
000000018493a550 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00000001849248e4 (__TEXT,__text) non-external _sb_fsa_release
0000000184927948 (__TEXT,__text) non-external _sb_fsa_release_indegree
0000000184924800 (__TEXT,__text) non-external _sb_fsa_retain
00000001849267d4 (__TEXT,__text) non-external _sb_fsa_retain_indegree
000000018492d1fc (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
000000018491a148 (__TEXT,__text) non-external _sb_hash_compute
0000000184938e38 (__TEXT,__text) non-external _sb_inspect_subsystem
000000018491a348 (__TEXT,__text) non-external _sb_instr_action
00000001849257b0 (__TEXT,__text) non-external _sb_instr_conditional
000000018493423c (__TEXT,__text) non-external _sb_instr_get_action_modifiers
000000018492f9f4 (__TEXT,__text) non-external _sb_instr_get_jump_target
000000018492f444 (__TEXT,__text) non-external _sb_instr_is_equivalent
000000018493f6b0 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
000000018491a450 (__TEXT,__text) non-external _sb_instr_new
000000018491a5ac (__TEXT,__text) non-external _sb_instr_release
000000018493f464 (__TEXT,__text) non-external _sb_instr_release_tracking
000000018492f670 (__TEXT,__text) non-external _sb_instr_replace
000000018491a51c (__TEXT,__text) non-external _sb_instr_retain
000000018493f564 (__TEXT,__text) non-external _sb_instr_retain_tracking
000000018492fb84 (__TEXT,__text) non-external _sb_instr_set_condition
000000018492ba18 (__TEXT,__text) non-external _sb_instr_set_false_branch
0000000184931e40 (__TEXT,__text) non-external _sb_instr_set_true_branch
000000018493a134 (__TEXT,__text) non-external _sb_malloc_typed
00000001849290d4 (__TEXT,__text) non-external _sb_modifier_requires_argument
0000000184923430 (__TEXT,__text) non-external _sb_modifiers_iterate
00000001849234c0 (__TEXT,__text) non-external _sb_modifiers_release
000000018493fd34 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
000000018493fdfc (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
000000018493fc78 (__TEXT,__text) non-external _sb_msgfilter_release
0000000184935ae8 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
000000018492e430 (__TEXT,__text) non-external _sb_mutable_buffer_new
0000000184935bdc (__TEXT,__text) non-external _sb_mutable_buffer_release
0000000184934828 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00000001849348d4 (__TEXT,__text) non-external _sb_mutable_buffer_write
00000001849386e4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00000001849477b4 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
0000000184938784 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
0000000184938794 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
000000018493878c (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
0000000184938668 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00000001849384fc (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00000001849389b8 (__TEXT,__text) non-external _sb_packbuff_pack_item
0000000184947874 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00000001849478a0 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000184938b18 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000184938ae4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00000001849389a0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
000000018493859c (__TEXT,__text) non-external _sb_packbuff_realloc
0000000184938844 (__TEXT,__text) non-external _sb_packbuff_unpack_item
0000000184947848 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
0000000184938bf0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
000000018493891c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00000001849387d4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
000000018492b8e8 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
0000000184924868 (__TEXT,__text) non-external _sb_pattern_new
0000000184923d70 (__TEXT,__text) non-external _sb_pattern_prefix
00000001849292dc (__TEXT,__text) non-external _sb_pattern_regex
0000000184924e28 (__TEXT,__text) non-external _sb_pattern_release
0000000184924dc0 (__TEXT,__text) non-external _sb_pattern_retain
000000018492c0d4 (__TEXT,__text) non-external _sb_pattern_serialize
0000000184946f38 (__TEXT,__text) non-external _sb_pattern_var_release
0000000184946ed0 (__TEXT,__text) non-external _sb_pattern_var_retain
000000018494704c (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
0000000184947270 (__TEXT,__text) non-external _sb_pattern_varset_enter
00000001849473e0 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
0000000184936824 (__TEXT,__text) non-external _sb_pattern_varset_release
0000000184936758 (__TEXT,__text) non-external _sb_pattern_varset_retain
00000001849408bc (__TEXT,__text) non-external _sb_policy_get_entry_point
0000000184940860 (__TEXT,__text) non-external _sb_policy_is_operation_supported
0000000184940918 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
000000018494049c (__TEXT,__text) non-external _sb_policy_new
00000001849406e0 (__TEXT,__text) non-external _sb_policy_release
000000018494079c (__TEXT,__text) non-external _sb_policy_set_entry_point
00000001849409b4 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
000000018492e304 (__TEXT,__text) non-external _sb_profile_release
00000001849367c0 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
000000018493694c (__TEXT,__text) non-external _sb_program_add_source_buffer
000000018491a2a8 (__TEXT,__text) non-external _sb_program_source_alloc
000000018493a1a4 (__TEXT,__text) non-external _sb_realloc_typed
000000018492b794 (__TEXT,__text) non-external _sb_regex_release
000000018492e094 (__TEXT,__text) non-external _sb_sbpl_parser_release
000000018493c764 (__TEXT,__text) non-external _sb_stringtable_enter
000000018493b178 (__TEXT,__text) non-external _sb_stringtable_release
000000018492b674 (__TEXT,__text) non-external _sb_textbuf_get_length
0000000184925b14 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
0000000184919d68 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
0000000184945b9c (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
000000018492b854 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
0000000184940234 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
000000018493ea18 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00000001849312d8 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00000001849412a4 (__TEXT,__text) non-external _sb_transform_reorder_profile
00000001849412f8 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
0000000184946e54 (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
000000018492ede4 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00000001849453a0 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
000000018492df48 (__TEXT,__text) non-external _sb_visitor_has_visited
000000018492dbbc (__TEXT,__text) non-external _sb_visitor_new
000000018492dff0 (__TEXT,__text) non-external _sb_visitor_release
00000001849474a0 (__TEXT,__text) non-external _sb_warn
0000000184952f2d (__TEXT,__const) non-external _sbpl1_scm
0000000184953e3f (__TEXT,__const) non-external _sbpl2_scm
00000001849543b5 (__TEXT,__const) non-external _sbpl3_scm
0000000184943950 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
0000000184942db0 (__TEXT,__text) non-external _sbpl_extends_builtin
0000000184942c58 (__TEXT,__text) non-external _sbpl_filter_eqv
0000000184943830 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
0000000184942b0c (__TEXT,__text) non-external _sbpl_operation_eqv
000000018494c3ed (__TEXT,__const) non-external _sbpl_scm
0000000184937308 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
0000000184947578 (__TEXT,__text) non-external _scheme_backtrace.cold.1
000000018492d9a0 (__TEXT,__text) non-external (was a private external) _scheme_call
00000001849214d4 (__TEXT,__text) non-external (was a private external) _scheme_define
000000018492e164 (__TEXT,__text) non-external (was a private external) _scheme_deinit
000000018491add4 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
0000000184937540 (__TEXT,__text) non-external (was a private external) _scheme_error
00000001849378b0 (__TEXT,__text) non-external (was a private external) _scheme_errorf
00000001849372d0 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
000000018492d14c (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
0000000184937188 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
0000000184937180 (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
0000000184937168 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
000000018492d954 (__TEXT,__text) non-external (was a private external) _scheme_global
000000018491a80c (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
000000018491a79c (__TEXT,__text) non-external (was a private external) _scheme_init_new
0000000184921c0c (__TEXT,__text) non-external (was a private external) _scheme_load_file
000000018491b97c (__TEXT,__text) non-external (was a private external) _scheme_load_string
000000018492237c (__TEXT,__text) non-external (was a private external) _scheme_push_string
0000000184937920 (__TEXT,__text) non-external (was a private external) _scheme_quit
000000018491b950 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
000000018491b888 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
000000018491b890 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00000001849373dc (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
0000000184926fdc (__TEXT,__text) non-external _shallow_copy_node
0000000184931b74 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
0000000184933b74 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
000000018491b6b4 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
