00000001a512cd78 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001a5124108 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00000001a5126500 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00000001a51251f0 (__TEXT,__text) non-external ___63-[SPExecutionPolicy getStrictGatekeeperEnabledForDomain:error:]_block_invoke
00000001a5123668 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00000001a5124e64 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00000001a512511c (__TEXT,__text) non-external ___64-[SPExecutionPolicy setStrictGatekeeperEnabled:forDomain:error:]_block_invoke
00000001a5123e40 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00000001a5124124 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00000001a5123b94 (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00000001a5123f14 (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00000001a5126918 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00000001a5123c6c (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00000001a5123994 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00000001a51265d0 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00000001a5126b2c (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00000001a512384c (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00000001a511b26c (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00000001a512409c (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00000001a5121eb0 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00000001a5126a3c (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00000001a5121da8 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00000001a5121db8 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.42
00000001a5123d48 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00000001a5126758 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00000001a512207c (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
00000001a512caac (__TEXT,__text) non-external ___AppleMobileFileIntegrityLibraryCore_block_invoke
00000001a5128254 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001a5128264 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001a512858c (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00000001a512863c (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.9
00000001a512f6f0 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001efa75928 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_B24?0"NSURL"8"NSError"16l
00000001efa75908 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00000001efa75950 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?B"NSError">16l
00000001efa758e8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001efa759b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?B"NSError">16l
00000001efa75990 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?B"NSError">16l
00000001efa7c0d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00000001efa7c220 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00000001efa7c280 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001efa7c1c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_B16?0"NSURL"8l
00000001efa7bba0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00000001efa7bbf0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00000001efa7bcc0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001efa7be60 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00000001efa7bc90 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001efa7bb40 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00000001efa75970 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?B"NSError">16l
00000001efa7c000 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001efa7c130 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00000001efa7c0a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001efa7c250 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001efa7c1f0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001efa7be90 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001efa7bb70 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001efa7bd20 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001efa7c100 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001efa7c160 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001efa7bcf0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001efa7bc60 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001efa7c190 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001efa7bd50 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001efa7c050 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001efa7bbd0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001efa7bc20 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001efa7bc40 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001efa7bd80 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001efa7be40 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001efa7bec0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001efa7bfe0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001efa7c030 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001efa7c080 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001efa7c2b0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001efa7bde0 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001efa7be00 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001efa7be20 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001efa7bda0 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001efa7c2d0 (__AUTH_CONST,__const) non-external ___block_literal_global.55
00000001efa7bdc0 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001efa7bee0 (__AUTH_CONST,__const) non-external ___block_literal_global.79
00000001efa7bf00 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001efa7bf20 (__AUTH_CONST,__const) non-external ___block_literal_global.87
00000001efa7bf40 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001efa7bf60 (__AUTH_CONST,__const) non-external ___block_literal_global.91
00000001efa7bf80 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001efa7bfa0 (__AUTH_CONST,__const) non-external ___block_literal_global.95
00000001efa7bfc0 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001a51283e0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001a512865c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001a512cb3c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001a5128334 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00000001a511bcf4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001a512209c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001a512385c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001a511f87c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001a512a488 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001a512676c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001a511b72c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00000001a511b2ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001a512cb4c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001a5128384 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00000001a511bcfc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001a51286ac (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001a51220e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001a511f8cc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001a51267b8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001a511b770 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00000001a511b2b8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00000001a512826c (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00000001a51283c8 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00000001a512f638 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00000001a512cca8 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
00000001a51263f0 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
00000001a512c828 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00000001a511f778 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00000001a511f2e8 (__TEXT,__text) non-external ___scanForBundles_block_invoke
00000001a512e5b8 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00000001efa78d40 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001efa78f58 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001efa78f90 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001efa790c0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001efa791a8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001efa78db0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.104
00000001efa78fd0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.105
00000001efa78fd8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.114
00000001efa78fe0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.120
00000001efa78fe8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.122
00000001efa79028 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.123
00000001efa79068 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.176
00000001efa78dd8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.178
00000001efa78e38 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.179
00000001efa78e98 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.232
00000001efa78ee0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.233
00000001efa78f28 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.251
00000001efa78f40 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.252
00000001efa78d50 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.59
00000001efa78f98 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.60
00000001efa78fa0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.69
00000001efa78fa8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.81
00000001efa78d70 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.86
00000001efa78fb8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.96
                 (undefined) external _abort_report_np (from libSystem)
00000001a512c380 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
                 (undefined) external _bzero (from libSystem)
00000001a5124190 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00000001a512c2d8 (__TEXT,__text) external _checkBOOLSetting
00000001a511fea4 (__TEXT,__text) external _checkPathQuarantineState
00000001a512e8dc (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00000001a511fe0c (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00000001a511d0b8 (__TEXT,__text) external _copyAdhocSignatureHash
00000001a512d9f0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00000001a512dbec (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00000001a512dc20 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00000001a512dc54 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00000001a512dc88 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00000001a512dce4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00000001a512dd18 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00000001a512dd94 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00000001a512ddf0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00000001a512de4c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00000001a512da4c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00000001a512da80 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00000001a512dab4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00000001a512dae8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00000001a512db1c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00000001a512db50 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00000001a512db84 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00000001a512dbb8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00000001a511ea14 (__TEXT,__text) external _copyBootUUID
00000001a512e448 (__TEXT,__text) non-external _copyBootUUID.cold.1
00000001a511e178 (__TEXT,__text) external _copyBundleID
00000001a512e15c (__TEXT,__text) non-external _copyBundleID.cold.1
00000001a511e270 (__TEXT,__text) external _copyBundleIDFromURL
00000001a511e490 (__TEXT,__text) external _copyBundleVersion
00000001a512e214 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00000001a511e398 (__TEXT,__text) external _copyBundleVersionShort
00000001a512e1b8 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00000001a511e304 (__TEXT,__text) external _copyBundleVersionShortFromURL
00000001a511da98 (__TEXT,__text) external _copyCdhash
00000001a512dea8 (__TEXT,__text) non-external _copyCdhash.cold.1
00000001a512dedc (__TEXT,__text) non-external _copyCdhash.cold.2
00000001a512df10 (__TEXT,__text) non-external _copyCdhash.cold.3
00000001a511da10 (__TEXT,__text) external _copyCdhashFromKextURL
00000001a512c480 (__TEXT,__text) external _copyCodeSigningInfo
00000001a511e838 (__TEXT,__text) external _copyDeveloperName
00000001a512e2cc (__TEXT,__text) non-external _copyDeveloperName.cold.1
00000001a512e32c (__TEXT,__text) non-external _copyDeveloperName.cold.2
00000001a512e38c (__TEXT,__text) non-external _copyDeveloperName.cold.3
00000001a512e3ec (__TEXT,__text) non-external _copyDeveloperName.cold.4
00000001a512c884 (__TEXT,__text) external _copyEntitlements
00000001a5124318 (__TEXT,__text) external _copyFileHashForURL
00000001a512ef00 (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00000001a512efa0 (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00000001a512f030 (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00000001a511dc04 (__TEXT,__text) external _copyLegacyCdhash
00000001a511dc74 (__TEXT,__text) external _copyLegacyCdhashSHA256
00000001a511be70 (__TEXT,__text) external _copyLegacyDeveloperName
00000001a511fb78 (__TEXT,__text) external _copySecureTimestamp
00000001a512e824 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00000001a511ebb8 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00000001a511e0a0 (__TEXT,__text) external _copySigningID
00000001a512e100 (__TEXT,__text) non-external _copySigningID.cold.1
00000001a511debc (__TEXT,__text) external _copyTeamIdentifier
00000001a512e0a4 (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00000001a511dce4 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00000001a512df6c (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00000001a512dfd4 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00000001a511de04 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00000001a512e03c (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00000001a511e588 (__TEXT,__text) external _copyUnstagedURL
00000001a512e270 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00000001a511d0b0 (__TEXT,__text) external _createCodeReference
00000001a511cf98 (__TEXT,__text) non-external _createCodeReferenceHelper
00000001a512d8d8 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00000001a512d964 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00000001a511cf90 (__TEXT,__text) external _createCodeReferenceQuiet
00000001a511cee0 (__TEXT,__text) external _createHexStringFromData
00000001a5128b70 (__TEXT,__text) non-external _createMigrationManifest
00000001a512f790 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00000001a512c3d8 (__TEXT,__text) external _createSecStaticCodeForURL
00000001a512fbd8 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00000001a512c29c (__TEXT,__text) external _createSystemPolicyDefaults
00000001a511e694 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00000001e7436948 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001e7436950 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001a5127d40 (__TEXT,__text) external _doBooleanXPCFunction
00000001a5127fb4 (__TEXT,__text) external _doBooleanXPCFunctionSilent
00000001a5127fbc (__TEXT,__text) external _doObjectXPCFunction
00000001e7436900 (__DATA,__bss) non-external _exec.sLog
00000001e74368f8 (__DATA,__bss) non-external _exec.sLogInit
00000001a512424c (__TEXT,__text) external _fileExists
00000001a51242b4 (__TEXT,__text) external _fileIsSymlink
00000001a51254fc (__TEXT,__text) external _findContainingBundle
00000001a511edfc (__TEXT,__text) external _findFirstSubdirectoryURL
00000001a5125e00 (__TEXT,__text) external _findOuterMostBundle
00000001a512f16c (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00000001a5126314 (__TEXT,__text) external _findOuterMostBundleWithFilter
00000001a512f1b0 (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00000001a5125690 (__TEXT,__text) external _findScanTargetByPath
00000001a5125a28 (__TEXT,__text) external _findTopAppBundle
00000001a5125600 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00000001a512074c (__TEXT,__text) non-external _fsEventCallback
00000001e74368e0 (__DATA,__bss) non-external _generic.sLog
00000001e74368d8 (__DATA,__bss) non-external _generic.sLogInit
00000001a512cbb4 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001e7436960 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001e74368c8 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001e74368d0 (__DATA,__bss) non-external _getAllowedPaths.once
00000001a511df9c (__TEXT,__text) external _getDictionaryValue
00000001a5125cf8 (__TEXT,__text) external _getVolumePrefix
00000001a512f0c0 (__TEXT,__text) non-external _getVolumePrefix.cold.1
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
00000001a51254a8 (__TEXT,__text) non-external _globalBundleSuffixes
00000001e7436940 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001e7436938 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00000001a5125c64 (__TEXT,__text) external _hasAppExtension
00000001a511ec3c (__TEXT,__text) external _hasCodeRequirementString
00000001a512e500 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00000001a5132981 (__TEXT,__cstring) non-external _hexString.nibble
00000001a512010c (__TEXT,__text) external _historyEntriesContainPolicyMatch
00000001a511ff90 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00000001a511ed44 (__TEXT,__text) external _isAdhocSignature
00000001a512e55c (__TEXT,__text) non-external _isAdhocSignature.cold.1
00000001a511c880 (__TEXT,__text) external _isAppleInternalMachine
00000001a511ed04 (__TEXT,__text) external _isAppleSignedCode
00000001a511c8ec (__TEXT,__text) external _isBehavioralEngineEnabledMachine
00000001a511f910 (__TEXT,__text) external _isCodelessKext
00000001a512e614 (__TEXT,__text) non-external _isCodelessKext.cold.1
00000001a51283f0 (__TEXT,__text) external _isConnectionEntitled
00000001a512f694 (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00000001a511c8a4 (__TEXT,__text) external _isDarwinOSEnvironment
00000001a511ed34 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00000001a511ed24 (__TEXT,__text) external _isDeveloperIDSignedCode
00000001a511c8b0 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00000001a511ebcc (__TEXT,__text) external _isKernelExtensionShippedWithOS
00000001a511ebc4 (__TEXT,__text) external _isKernelExtensionSystemRequired
00000001a511fc50 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00000001a512e880 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00000001a511c814 (__TEXT,__text) external _isKextSecurityDisabledMachine
00000001a511ed14 (__TEXT,__text) external _isMacAppStoreSignedCode
00000001a5128790 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00000001a511f9c4 (__TEXT,__text) external _isNotarizedKext
00000001a512e674 (__TEXT,__text) non-external _isNotarizedKext.cold.1
00000001a512e71c (__TEXT,__text) non-external _isNotarizedKext.cold.2
00000001a512e7a0 (__TEXT,__text) non-external _isNotarizedKext.cold.3
00000001a511c900 (__TEXT,__text) external _isProvenanceTrackingEnabled
00000001a511c838 (__TEXT,__text) external _isSIPDisabledMachine
00000001a511c85c (__TEXT,__text) external _isSKELDisabledMachine
00000001a51252c4 (__TEXT,__text) external _isValidInfoPlist
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
