00007ff80983c0d0 (__TEXT,__const) non-external _A1_Table
00007ff809678480 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_15_avx2
00007ff8090cb2a0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_15_vec
00007ff809679230 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_16_avx2
00007ff8090cc240 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_16_vec
00007ff809679cc0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_17_avx2
00007ff8090cce20 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_17_vec
00007ff80967a7f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_18_avx2
00007ff8090cda90 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_18_vec
00007ff808d678c0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_19_avx2
00007ff8090ce970 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_19_vec
00007ff8096701e0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1_avx2
00007ff8090c1780 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1_vec
00007ff809682eb0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1x4_avx2
00007ff8090d9cb0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1x4_vec
00007ff808d8b5c0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_20_avx2
00007ff8090cf910 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_20_vec
00007ff80967b4d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_21_avx2
00007ff8090d0510 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_21_vec
00007ff80967c100 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_22_avx2
00007ff8090d1290 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_22_vec
00007ff80967cc10 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_23_avx2
00007ff8090d1e90 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_23_vec
00007ff80967d6f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_24_avx2
00007ff8090d2a70 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_24_vec
00007ff80967e2c0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_25_avx2
00007ff8090d36f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_25_vec
00007ff80967ed80 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_26_avx2
00007ff8090d4270 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_26_vec
00007ff808dbb720 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_27_avx2
00007ff8090d4ec0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_27_vec
00007ff80967f8d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_28_avx2
00007ff8090d57f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_28_vec
00007ff809680600 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_29_avx2
00007ff8090d6680 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_29_vec
00007ff808d5fd60 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2_avx2
00007ff808dc1400 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2_vec
00007ff8096839b0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2x4_avx2
00007ff8090da910 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2x4_vec
00007ff809681210 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_30_avx2
00007ff8090d7380 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_30_vec
00007ff809681ac0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_31_avx2
00007ff8090d7d00 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_31_vec
00007ff809682640 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_32_avx2
00007ff8090d89d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_32_vec
00007ff808d93700 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_33_avx2
00007ff8090d9330 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_33_vec
00007ff808d81490 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_34_avx2
00007ff808dbeab0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_34_vec
00007ff8096709e0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3_avx2
00007ff8090c2090 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3_vec
00007ff8096842e0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3x4_avx2
00007ff8090db340 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3x4_vec
00007ff809671040 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4_avx2
00007ff8090c2770 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4_vec
00007ff809687390 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x1_avx2
00007ff8090de960 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x1_vec
00007ff809686720 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x2_avx2
00007ff8090ddc50 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x2_vec
00007ff809685c70 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x3_avx2
00007ff8090dd050 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x3_vec
00007ff809684e80 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x4_avx2
00007ff8090dc0c0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x4_vec
00007ff809671980 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_5_avx2
00007ff8090c31b0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_5_vec
00007ff809672390 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_6_avx2
00007ff8090c3cf0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_6_vec
00007ff809673040 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_7_avx2
00007ff8090c4b70 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_7_vec
00007ff809673db0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_8_avx2
00007ff8090c5a80 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_8_vec
00007ff809674880 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_9_avx2
00007ff8090c6690 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_9_vec
00007ff809687d80 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_Generic_avx2
00007ff8090df420 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_Generic_vec
00007ff808d5b090 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF
00007ff843602168 (__DATA,__bss) non-external _vMatrixMultiply_PlanarF.vMatrixMultiply_PlanarF_1dest
00007ff843602160 (__DATA,__bss) non-external _vMatrixMultiply_PlanarF.vMatrixMultiply_PlanarF_2dest
00007ff843602158 (__DATA,__bss) non-external _vMatrixMultiply_PlanarF.vMatrixMultiply_PlanarF_3dest
00007ff843602150 (__DATA,__bss) non-external _vMatrixMultiply_PlanarF.vMatrixMultiply_PlanarF_4dest
00007ff843602170 (__DATA,__bss) non-external _vMatrixMultiply_PlanarF.vMatrixMultiply_PlanarF_many_src_planes
00007ff808dc0230 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_1dest_avx
00007ff80966d810 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_1dest_avx2
00007ff808d777c0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_1dest_avx512
00007ff8093a55f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_1dest_sse4_1
00007ff8090be3c0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_1dest_vec
00007ff8095028b0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_2dest_avx
00007ff80966bf10 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_2dest_avx2
00007ff8092406d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_2dest_avx512
00007ff8093a3500 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_2dest_sse4_1
00007ff8090bc2d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_2dest_vec
00007ff808dbbf20 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_3dest_avx
00007ff809669f50 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_3dest_avx2
00007ff808d5b400 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_3dest_avx512
00007ff8093a07a0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_3dest_sse4_1
00007ff8090b9570 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_3dest_vec
00007ff8094ffd90 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_4dest_avx
00007ff809667710 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_4dest_avx2
00007ff80923e550 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_4dest_avx512
00007ff80939cbe0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_4dest_sse4_1
00007ff8090b59b0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_4dest_vec
00007ff8094ff390 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_many_src_planes_avx
00007ff809666d60 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_many_src_planes_avx2
00007ff80923da80 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_many_src_planes_avx512
00007ff80939c0e0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_many_src_planes_sse4_1
00007ff8090b4eb0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_PlanarF_many_src_planes_vec
00007ff8095b0860 (__TEXT,__text) non-external (was a private external) _vMaxFP_CV_avx
00007ff809727a50 (__TEXT,__text) non-external (was a private external) _vMaxFP_CV_avx2
00007ff8092e5130 (__TEXT,__text) non-external (was a private external) _vMaxFP_CV_avx512
00007ff809459710 (__TEXT,__text) non-external (was a private external) _vMaxFP_CV_sse4_1
00007ff809192f40 (__TEXT,__text) non-external (was a private external) _vMaxFP_CV_vec
00007ff8095baf70 (__TEXT,__text) non-external (was a private external) _vMaxFP_Interleaved_CV_avx
00007ff809732a60 (__TEXT,__text) non-external (was a private external) _vMaxFP_Interleaved_CV_avx2
00007ff8092f21e0 (__TEXT,__text) non-external (was a private external) _vMaxFP_Interleaved_CV_avx512
00007ff809463c80 (__TEXT,__text) non-external (was a private external) _vMaxFP_Interleaved_CV_sse4_1
00007ff80919d4b0 (__TEXT,__text) non-external (was a private external) _vMaxFP_Interleaved_CV_vec
00007ff8095aced0 (__TEXT,__text) non-external (was a private external) _vMaxH_CV_avx
00007ff809723b60 (__TEXT,__text) non-external (was a private external) _vMaxH_CV_avx2
00007ff808d7f910 (__TEXT,__text) non-external (was a private external) _vMaxH_CV_avx512
00007ff809455e90 (__TEXT,__text) non-external (was a private external) _vMaxH_CV_sse4_1
00007ff80918f6c0 (__TEXT,__text) non-external (was a private external) _vMaxH_CV_vec
00007ff808f27620 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved
00007ff8095bba90 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved_CV_avx
00007ff8097337a0 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved_CV_avx2
00007ff8092f3170 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved_CV_avx512
00007ff809464790 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved_CV_sse4_1
00007ff80919dfc0 (__TEXT,__text) non-external (was a private external) _vMaxH_FPInterleaved_CV_vec
00007ff8095b1600 (__TEXT,__text) non-external (was a private external) _vMaxH_FP_CV_avx
00007ff8097288a0 (__TEXT,__text) non-external (was a private external) _vMaxH_FP_CV_avx2
00007ff8092e61a0 (__TEXT,__text) non-external (was a private external) _vMaxH_FP_CV_avx512
00007ff80945a470 (__TEXT,__text) non-external (was a private external) _vMaxH_FP_CV_sse4_1
00007ff809193ca0 (__TEXT,__text) non-external (was a private external) _vMaxH_FP_CV_vec
00007ff8095b7480 (__TEXT,__text) non-external (was a private external) _vMaxH_Interleaved_CV_avx
00007ff80972ea70 (__TEXT,__text) non-external (was a private external) _vMaxH_Interleaved_CV_avx2
00007ff8092ed460 (__TEXT,__text) non-external (was a private external) _vMaxH_Interleaved_CV_avx512
00007ff8094601e0 (__TEXT,__text) non-external (was a private external) _vMaxH_Interleaved_CV_sse4_1
00007ff809199a10 (__TEXT,__text) non-external (was a private external) _vMaxH_Interleaved_CV_vec
00007ff8095ad340 (__TEXT,__text) non-external (was a private external) _vMaxV_CV_avx
00007ff809724050 (__TEXT,__text) non-external (was a private external) _vMaxV_CV_avx2
00007ff808d7f0a0 (__TEXT,__text) non-external (was a private external) _vMaxV_CV_avx512
00007ff809456340 (__TEXT,__text) non-external (was a private external) _vMaxV_CV_sse4_1
00007ff80918fb70 (__TEXT,__text) non-external (was a private external) _vMaxV_CV_vec
00007ff8095bbed0 (__TEXT,__text) non-external (was a private external) _vMaxV_FPInterleaved_CV_avx
00007ff809733ba0 (__TEXT,__text) non-external (was a private external) _vMaxV_FPInterleaved_CV_avx2
00007ff8092f3500 (__TEXT,__text) non-external (was a private external) _vMaxV_FPInterleaved_CV_avx512
00007ff809464bd0 (__TEXT,__text) non-external (was a private external) _vMaxV_FPInterleaved_CV_sse4_1
00007ff80919e400 (__TEXT,__text) non-external (was a private external) _vMaxV_FPInterleaved_CV_vec
00007ff8095b1990 (__TEXT,__text) non-external (was a private external) _vMaxV_FP_CV_avx
00007ff809728c80 (__TEXT,__text) non-external (was a private external) _vMaxV_FP_CV_avx2
00007ff8092e6610 (__TEXT,__text) non-external (was a private external) _vMaxV_FP_CV_avx512
00007ff80945a810 (__TEXT,__text) non-external (was a private external) _vMaxV_FP_CV_sse4_1
00007ff809194040 (__TEXT,__text) non-external (was a private external) _vMaxV_FP_CV_vec
00007ff8095b7810 (__TEXT,__text) non-external (was a private external) _vMaxV_Interleaved_CV_avx
00007ff80972ee40 (__TEXT,__text) non-external (was a private external) _vMaxV_Interleaved_CV_avx2
00007ff8092ed8b0 (__TEXT,__text) non-external (was a private external) _vMaxV_Interleaved_CV_avx512
00007ff809460590 (__TEXT,__text) non-external (was a private external) _vMaxV_Interleaved_CV_sse4_1
00007ff809199dc0 (__TEXT,__text) non-external (was a private external) _vMaxV_Interleaved_CV_vec
00007ff8095abd80 (__TEXT,__text) non-external (was a private external) _vMax_CV_avx
00007ff809722780 (__TEXT,__text) non-external (was a private external) _vMax_CV_avx2
00007ff8092e0aa0 (__TEXT,__text) non-external (was a private external) _vMax_CV_avx512
00007ff809454d00 (__TEXT,__text) non-external (was a private external) _vMax_CV_sse4_1
00007ff80918e530 (__TEXT,__text) non-external (was a private external) _vMax_CV_vec
00007ff8095b6680 (__TEXT,__text) non-external (was a private external) _vMax_Interleaved_CV_avx
00007ff80972dc10 (__TEXT,__text) non-external (was a private external) _vMax_Interleaved_CV_avx2
00007ff8092ec410 (__TEXT,__text) non-external (was a private external) _vMax_Interleaved_CV_avx512
00007ff80945f3a0 (__TEXT,__text) non-external (was a private external) _vMax_Interleaved_CV_sse4_1
00007ff809198bd0 (__TEXT,__text) non-external (was a private external) _vMax_Interleaved_CV_vec
00007ff8095b22e0 (__TEXT,__text) non-external (was a private external) _vMinFP_CV_avx
00007ff809729660 (__TEXT,__text) non-external (was a private external) _vMinFP_CV_avx2
00007ff8092e7230 (__TEXT,__text) non-external (was a private external) _vMinFP_CV_avx512
00007ff80945b050 (__TEXT,__text) non-external (was a private external) _vMinFP_CV_sse4_1
00007ff809194880 (__TEXT,__text) non-external (was a private external) _vMinFP_CV_vec
00007ff8095bc740 (__TEXT,__text) non-external (was a private external) _vMinFP_Interleaved_CV_avx
00007ff809734500 (__TEXT,__text) non-external (was a private external) _vMinFP_Interleaved_CV_avx2
00007ff8092f40a0 (__TEXT,__text) non-external (was a private external) _vMinFP_Interleaved_CV_avx512
00007ff809465420 (__TEXT,__text) non-external (was a private external) _vMinFP_Interleaved_CV_sse4_1
00007ff80919ec50 (__TEXT,__text) non-external (was a private external) _vMinFP_Interleaved_CV_vec
00007ff8095aec80 (__TEXT,__text) non-external (was a private external) _vMinH_CV_avx
00007ff809725c60 (__TEXT,__text) non-external (was a private external) _vMinH_CV_avx2
00007ff808d80f30 (__TEXT,__text) non-external (was a private external) _vMinH_CV_avx512
00007ff809457be0 (__TEXT,__text) non-external (was a private external) _vMinH_CV_sse4_1
00007ff809191410 (__TEXT,__text) non-external (was a private external) _vMinH_CV_vec
00007ff8095bd260 (__TEXT,__text) non-external (was a private external) _vMinH_FPInterleaved_CV_avx
00007ff809735240 (__TEXT,__text) non-external (was a private external) _vMinH_FPInterleaved_CV_avx2
00007ff8092f5030 (__TEXT,__text) non-external (was a private external) _vMinH_FPInterleaved_CV_avx512
00007ff809465f30 (__TEXT,__text) non-external (was a private external) _vMinH_FPInterleaved_CV_sse4_1
00007ff80919f760 (__TEXT,__text) non-external (was a private external) _vMinH_FPInterleaved_CV_vec
00007ff8095b3080 (__TEXT,__text) non-external (was a private external) _vMinH_FP_CV_avx
00007ff80972a4b0 (__TEXT,__text) non-external (was a private external) _vMinH_FP_CV_avx2
00007ff8092e82a0 (__TEXT,__text) non-external (was a private external) _vMinH_FP_CV_avx512
00007ff80945bdb0 (__TEXT,__text) non-external (was a private external) _vMinH_FP_CV_sse4_1
00007ff8091955e0 (__TEXT,__text) non-external (was a private external) _vMinH_FP_CV_vec
00007ff8095b9140 (__TEXT,__text) non-external (was a private external) _vMinH_Interleaved_CV_avx
00007ff809730810 (__TEXT,__text) non-external (was a private external) _vMinH_Interleaved_CV_avx2
00007ff8092ef7d0 (__TEXT,__text) non-external (was a private external) _vMinH_Interleaved_CV_avx512
00007ff809461e70 (__TEXT,__text) non-external (was a private external) _vMinH_Interleaved_CV_sse4_1
00007ff80919b6a0 (__TEXT,__text) non-external (was a private external) _vMinH_Interleaved_CV_vec
00007ff8095af0f0 (__TEXT,__text) non-external (was a private external) _vMinV_CV_avx
00007ff809726150 (__TEXT,__text) non-external (was a private external) _vMinV_CV_avx2
00007ff808d806c0 (__TEXT,__text) non-external (was a private external) _vMinV_CV_avx512
00007ff809458090 (__TEXT,__text) non-external (was a private external) _vMinV_CV_sse4_1
00007ff8091918c0 (__TEXT,__text) non-external (was a private external) _vMinV_CV_vec
00007ff8095bd6a0 (__TEXT,__text) non-external (was a private external) _vMinV_FPInterleaved_CV_avx
00007ff809735640 (__TEXT,__text) non-external (was a private external) _vMinV_FPInterleaved_CV_avx2
00007ff8092f53c0 (__TEXT,__text) non-external (was a private external) _vMinV_FPInterleaved_CV_avx512
00007ff809466370 (__TEXT,__text) non-external (was a private external) _vMinV_FPInterleaved_CV_sse4_1
00007ff80919fba0 (__TEXT,__text) non-external (was a private external) _vMinV_FPInterleaved_CV_vec
00007ff8095b3400 (__TEXT,__text) non-external (was a private external) _vMinV_FP_CV_avx
00007ff80972a880 (__TEXT,__text) non-external (was a private external) _vMinV_FP_CV_avx2
00007ff8092e86e0 (__TEXT,__text) non-external (was a private external) _vMinV_FP_CV_avx512
00007ff80945c130 (__TEXT,__text) non-external (was a private external) _vMinV_FP_CV_sse4_1
00007ff809195960 (__TEXT,__text) non-external (was a private external) _vMinV_FP_CV_vec
00007ff8095b9540 (__TEXT,__text) non-external (was a private external) _vMinV_Interleaved_CV_avx
00007ff809730c80 (__TEXT,__text) non-external (was a private external) _vMinV_Interleaved_CV_avx2
00007ff8092efcd0 (__TEXT,__text) non-external (was a private external) _vMinV_Interleaved_CV_avx512
00007ff8094622a0 (__TEXT,__text) non-external (was a private external) _vMinV_Interleaved_CV_sse4_1
00007ff80919bad0 (__TEXT,__text) non-external (was a private external) _vMinV_Interleaved_CV_vec
00007ff8095adb30 (__TEXT,__text) non-external (was a private external) _vMin_CV_avx
00007ff809724860 (__TEXT,__text) non-external (was a private external) _vMin_CV_avx2
00007ff8092e2430 (__TEXT,__text) non-external (was a private external) _vMin_CV_avx512
00007ff809456a40 (__TEXT,__text) non-external (was a private external) _vMin_CV_sse4_1
00007ff809190270 (__TEXT,__text) non-external (was a private external) _vMin_CV_vec
00007ff8095b8360 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_avx
00007ff80972f980 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_avx2
00007ff8092ee760 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_avx512
00007ff809461070 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_sse4_1
00007ff80919a8a0 (__TEXT,__text) non-external (was a private external) _vMin_Interleaved_CV_vec
00007ff809662c70 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_Planar16Q12_avx2
00007ff809397ff0 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_Planar16Q12_sse4_1
00007ff8090b0990 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_Planar16Q12_vec
00007ff808d70560 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_PlanarF_avx2
00007ff809395ac0 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_PlanarF_sse4_1
00007ff8090ae460 (__TEXT,__text) non-external (was a private external) _vMultiDimensionalInterpolatedLookupTable_PlanarF_vec
00007ff808f54bf0 (__TEXT,__text) non-external (was a private external) _vOctilePolynomial_PlanarF_WithTable
00007ff808f44a20 (__TEXT,__text) non-external (was a private external) _vOctilePolynomial_PlanarF_WithTable_AVX2
00007ff808f5dc60 (__TEXT,__text) non-external (was a private external) _vOctileRational_PlanarF
00007ff808d95670 (__TEXT,__text) non-external (was a private external) _vPermuteChannels_ARGB8888
00007ff808d956c0 (__TEXT,__text) non-external (was a private external) _vPermuteChannels_ARGB8888_SSSE3
00007ff8095a5180 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_bgf_avx
00007ff80971ad60 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_bgf_avx2
00007ff8092d7670 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_bgf_avx512
00007ff80944de90 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_bgf_sse4_1
00007ff8091876c0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_bgf_vec
00007ff8095a5eb0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_ext_avx
00007ff80971bb80 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_ext_avx2
00007ff8092d8430 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_ext_avx512
00007ff80944eca0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_ext_sse4_1
00007ff8091884d0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Linear_ext_vec
00007ff8095a5040 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_bgf_avx
00007ff8436033e0 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_bgf_avx.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff80971ac20 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_bgf_avx2
00007ff8436034f8 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_bgf_avx2.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff8092d7530 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_bgf_avx512
00007ff8436031b0 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_bgf_avx512.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff80944dd50 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_bgf_sse4_1
00007ff8436032c8 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_bgf_sse4_1.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff809187580 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_bgf_vec
00007ff843603098 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_bgf_vec.vPerspectiveWarp_ARGB16U_Nearest_bgf
00007ff8095a50e0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_ext_avx
00007ff8436033e8 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_ext_avx.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff80971acc0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_ext_avx2
00007ff843603500 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_ext_avx2.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff8092d75d0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_ext_avx512
00007ff8436031b8 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_ext_avx512.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff80944ddf0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_ext_sse4_1
00007ff8436032d0 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_ext_sse4_1.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff809187620 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16F_Nearest_ext_vec
00007ff8436030a0 (__DATA,__bss) non-external _vPerspectiveWarp_ARGB16F_Nearest_ext_vec.vPerspectiveWarp_ARGB16U_Nearest_ext
00007ff8095a24c0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_bgf_avx
00007ff809718610 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_bgf_avx2
00007ff8092d4dd0 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_bgf_avx512
00007ff80944b280 (__TEXT,__text) non-external (was a private external) _vPerspectiveWarp_ARGB16U_Linear_bgf_sse4_1
