00007ffa17b01a80 (__TEXT,__text) external _ARMCompilationCallback
00007ffa4382d6a4 (__DATA,__bss) non-external __ZZN4llvm18initializeIPCPPassERNS_12PassRegistryEE11initialized
00007ffa43835300 (__DATA,__bss) non-external __ZZN4llvm18initializeLICMPassERNS_12PassRegistryEE11initialized
00007ffa43836b70 (__DATA,__bss) non-external __ZZN4llvm18initializeLintPassERNS_12PassRegistryEE11initialized
00007ffa43836c00 (__DATA,__bss) non-external __ZZN4llvm18initializeNoAAPassERNS_12PassRegistryEE11initialized
00007ffa43835718 (__DATA,__bss) non-external __ZZN4llvm18initializeSCCPPassERNS_12PassRegistryEE11initialized
00007ffa43835790 (__DATA,__bss) non-external __ZZN4llvm18initializeSROAPassERNS_12PassRegistryEE11initialized
00007ffa18517e70 (__TEXT,__const) non-external __ZZN4llvm19X86IntelInstPrinter15getRegisterNameEjE12RegAsmOffset
00007ffa18517a80 (__TEXT,__const) non-external __ZZN4llvm19X86IntelInstPrinter15getRegisterNameEjE7AsmStrs
00007ffa1850d1a0 (__TEXT,__const) non-external __ZZN4llvm19X86IntelInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE6OpInfo
00007ffa18512570 (__TEXT,__const) non-external __ZZN4llvm19X86IntelInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE7OpInfo2
00007ffa438358b8 (__DATA,__bss) non-external __ZZN4llvm19initializeLCSSAPassERNS_12PassRegistryEE11initialized
00007ffa43836f60 (__DATA,__bss) non-external __ZZN4llvm19initializeNoTTIPassERNS_12PassRegistryEE11initialized
00007ffa43836a08 (__DATA,__bss) non-external __ZZN4llvm20initializeAAEvalPassERNS_12PassRegistryEE11initialized
00007ffa438306e0 (__DATA,__bss) non-external __ZZN4llvm20initializeARMTTIPassERNS_12PassRegistryEE11initialized
00007ffa4383571c (__DATA,__bss) non-external __ZZN4llvm20initializeIPSCCPPassERNS_12PassRegistryEE11initialized
00007ffa4382ec80 (__DATA,__bss) non-external __ZZN4llvm20initializeX86TTIPassERNS_12PassRegistryEE11initialized
00007ffa18579770 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter15getRegisterNameEjjE11AsmStrsvreg
00007ffa185790dc (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter15getRegisterNameEjjE13AsmStrsvlist1
00007ffa185797f0 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter15getRegisterNameEjjE16RegAsmOffsetvreg
00007ffa185790e0 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter15getRegisterNameEjjE18RegAsmOffsetvlist1
00007ffa18578350 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter15getRegisterNameEjjE19AsmStrsNoRegAltName
00007ffa18578a50 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter15getRegisterNameEjjE24RegAsmOffsetNoRegAltName
00007ffa18571d60 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE6OpInfo
00007ffa18574440 (__TEXT,__const) non-external __ZZN4llvm21ARM64AppleInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamEE7OpInfo2
00007ffa4382cdb0 (__DATA,__bss) non-external __ZZN4llvm21initializeDebugIRPassERNS_12PassRegistryEE11initialized
00007ffa43836b58 (__DATA,__bss) non-external __ZZN4llvm21initializeIVUsersPassERNS_12PassRegistryEE11initialized
00007ffa4382dc18 (__DATA,__bss) non-external __ZZN4llvm21initializePruneEHPassERNS_12PassRegistryEE11initialized
00007ffa43835798 (__DATA,__bss) non-external __ZZN4llvm21initializeSROA_DTPassERNS_12PassRegistryEE11initialized
00007ffa438357b4 (__DATA,__bss) non-external __ZZN4llvm21initializeSinkingPassERNS_12PassRegistryEE11initialized
00007ffa4382f9a0 (__DATA,__bss) non-external __ZZN4llvm22initializeARM64TTIPassERNS_12PassRegistryEE11initialized
00007ffa43831e60 (__DATA,__bss) non-external __ZZN4llvm22initializeBasicTTIPassERNS_12PassRegistryEE11initialized
00007ffa43834f40 (__DATA,__bss) non-external __ZZN4llvm22initializeEarlyCSEPassERNS_12PassRegistryEE11initialized
00007ffa43836be4 (__DATA,__bss) non-external __ZZN4llvm22initializeLoopInfoPassERNS_12PassRegistryEE11initialized
00007ffa43835620 (__DATA,__bss) non-external __ZZN4llvm22initializeRegToMemPassERNS_12PassRegistryEE11initialized
00007ffa43836a30 (__DATA,__bss) non-external __ZZN4llvm23initializeCFGViewerPassERNS_12PassRegistryEE11initialized
00007ffa43836b2c (__DATA,__bss) non-external __ZZN4llvm23initializeDomViewerPassERNS_12PassRegistryEE11initialized
00007ffa4382d694 (__DATA,__bss) non-external __ZZN4llvm23initializeGlobalDCEPassERNS_12PassRegistryEE11initialized
00007ffa4382d69c (__DATA,__bss) non-external __ZZN4llvm23initializeGlobalOptPassERNS_12PassRegistryEE11initialized
00007ffa43836b5c (__DATA,__bss) non-external __ZZN4llvm23initializeInstCountPassERNS_12PassRegistryEE11initialized
00007ffa438358b0 (__DATA,__bss) non-external __ZZN4llvm23initializeInstNamerPassERNS_12PassRegistryEE11initialized
00007ffa43835608 (__DATA,__bss) non-external __ZZN4llvm23initializeMemCpyOptPassERNS_12PassRegistryEE11initialized
00007ffa43836a38 (__DATA,__bss) non-external __ZZN4llvm24initializeCFGPrinterPassERNS_12PassRegistryEE11initialized
00007ffa4383711c (__DATA,__bss) non-external __ZZN4llvm24initializeDataLayoutPassERNS_12PassRegistryEE11initialized
00007ffa43836b3c (__DATA,__bss) non-external __ZZN4llvm24initializeDomPrinterPassERNS_12PassRegistryEE11initialized
00007ffa438329b4 (__DATA,__bss) non-external __ZZN4llvm24initializeLiveStacksPassERNS_12PassRegistryEE11initialized
00007ffa438353f8 (__DATA,__bss) non-external __ZZN4llvm24initializeLoopRerollPassERNS_12PassRegistryEE11initialized
00007ffa43835320 (__DATA,__bss) non-external __ZZN4llvm24initializeLoopRotatePassERNS_12PassRegistryEE11initialized
00007ffa43835590 (__DATA,__bss) non-external __ZZN4llvm24initializeLoopUnrollPassERNS_12PassRegistryEE11initialized
00007ffa43832aa0 (__DATA,__bss) non-external __ZZN4llvm24initializeMachineCSEPassERNS_12PassRegistryEE11initialized
00007ffa4382bfe8 (__DATA,__bss) non-external __ZZN4llvm24initializeObjCARCOptPassERNS_12PassRegistryEE11initialized
00007ffa43836e00 (__DATA,__bss) non-external __ZZN4llvm24initializeRegionInfoPassERNS_12PassRegistryEE11initialized
00007ffa4383579c (__DATA,__bss) non-external __ZZN4llvm24initializeSROA_SSAUpPassERNS_12PassRegistryEE11initialized
00007ffa43834f38 (__DATA,__bss) non-external __ZZN4llvm24initializeScalarizerPassERNS_12PassRegistryEE11initialized
00007ffa43834e8c (__DATA,__bss) non-external __ZZN4llvm24initializeVirtRegMapPassERNS_12PassRegistryEE11initialized
00007ffa4382e630 (__DATA,__bss) non-external __ZZN4llvm25initializeBBVectorizePassERNS_12PassRegistryEE11initialized
00007ffa4382d670 (__DATA,__bss) non-external __ZZN4llvm25initializeBarrierNoopPassERNS_12PassRegistryEE11initialized
00007ffa43832280 (__DATA,__bss) non-external __ZZN4llvm25initializeEdgeBundlesPassERNS_12PassRegistryEE11initialized
00007ffa43835018 (__DATA,__bss) non-external __ZZN4llvm25initializeGlobalMergePassERNS_12PassRegistryEE11initialized
00007ffa43832744 (__DATA,__bss) non-external __ZZN4llvm25initializeIfConverterPassERNS_12PassRegistryEE11initialized
00007ffa43835600 (__DATA,__bss) non-external __ZZN4llvm25initializeLowerAtomicPassERNS_12PassRegistryEE11initialized
00007ffa438359f8 (__DATA,__bss) non-external __ZZN4llvm25initializeLowerInvokePassERNS_12PassRegistryEE11initialized
00007ffa43835a00 (__DATA,__bss) non-external __ZZN4llvm25initializeLowerSwitchPassERNS_12PassRegistryEE11initialized
00007ffa43832b34 (__DATA,__bss) non-external __ZZN4llvm25initializeMachineLICMPassERNS_12PassRegistryEE11initialized
00007ffa43835a10 (__DATA,__bss) non-external __ZZN4llvm25initializeMetaRenamerPassERNS_12PassRegistryEE11initialized
00007ffa43835a08 (__DATA,__bss) non-external __ZZN4llvm25initializePromotePassPassERNS_12PassRegistryEE11initialized
00007ffa43835618 (__DATA,__bss) non-external __ZZN4llvm25initializeReassociatePassERNS_12PassRegistryEE11initialized
00007ffa4383478c (__DATA,__bss) non-external __ZZN4llvm25initializeSlotIndexesPassERNS_12PassRegistryEE11initialized
00007ffa4382d668 (__DATA,__bss) non-external __ZZN4llvm26initializeArgPromotionPassERNS_12PassRegistryEE11initialized
00007ffa438322c0 (__DATA,__bss) non-external __ZZN4llvm26initializeExpandPostRAPassERNS_12PassRegistryEE11initialized
00007ffa438322c4 (__DATA,__bss) non-external __ZZN4llvm26initializeGCModuleInfoPassERNS_12PassRegistryEE11initialized
00007ffa4382ce40 (__DATA,__bss) non-external __ZZN4llvm26initializeGCOVProfilerPassERNS_12PassRegistryEE11initialized
00007ffa43835838 (__DATA,__bss) non-external __ZZN4llvm26initializeInstCombinerPassERNS_12PassRegistryEE11initialized
00007ffa43835308 (__DATA,__bss) non-external __ZZN4llvm26initializeLoopDeletionPassERNS_12PassRegistryEE11initialized
00007ffa438358c0 (__DATA,__bss) non-external __ZZN4llvm26initializeLoopSimplifyPassERNS_12PassRegistryEE11initialized
00007ffa438355f8 (__DATA,__bss) non-external __ZZN4llvm26initializeLoopUnswitchPassERNS_12PassRegistryEE11initialized
00007ffa4383305c (__DATA,__bss) non-external __ZZN4llvm26initializeOptimizePHIsPassERNS_12PassRegistryEE11initialized
00007ffa43836e74 (__DATA,__bss) non-external __ZZN4llvm26initializeRegionViewerPassERNS_12PassRegistryEE11initialized
00007ffa4382dc28 (__DATA,__bss) non-external __ZZN4llvm26initializeStripSymbolsPassERNS_12PassRegistryEE11initialized
00007ffa438357c4 (__DATA,__bss) non-external __ZZN4llvm26initializeTailCallElimPassERNS_12PassRegistryEE11initialized
00007ffa43836a10 (__DATA,__bss) non-external __ZZN4llvm27initializeAliasDebuggerPassERNS_12PassRegistryEE11initialized
00007ffa4382d6ac (__DATA,__bss) non-external __ZZN4llvm27initializeAlwaysInlinerPassERNS_12PassRegistryEE11initialized
00007ffa43836a34 (__DATA,__bss) non-external __ZZN4llvm27initializeCFGOnlyViewerPassERNS_12PassRegistryEE11initialized
00007ffa4382d678 (__DATA,__bss) non-external __ZZN4llvm27initializeConstantMergePassERNS_12PassRegistryEE11initialized
00007ffa43836b30 (__DATA,__bss) non-external __ZZN4llvm27initializeDomOnlyViewerPassERNS_12PassRegistryEE11initialized
00007ffa43836508 (__DATA,__bss) non-external __ZZN4llvm27initializeFindUsedTypesPassERNS_12PassRegistryEE11initialized
00007ffa4382d68c (__DATA,__bss) non-external __ZZN4llvm27initializeFunctionAttrsPassERNS_12PassRegistryEE11initialized
00007ffa4383650c (__DATA,__bss) non-external __ZZN4llvm27initializeGlobalsModRefPassERNS_12PassRegistryEE11initialized
00007ffa43835290 (__DATA,__bss) non-external __ZZN4llvm27initializeJumpThreadingPassERNS_12PassRegistryEE11initialized
00007ffa43836b68 (__DATA,__bss) non-external __ZZN4llvm27initializeLazyValueInfoPassERNS_12PassRegistryEE11initialized
00007ffa438329ac (__DATA,__bss) non-external __ZZN4llvm27initializeLiveIntervalsPassERNS_12PassRegistryEE11initialized
00007ffa438329b0 (__DATA,__bss) non-external __ZZN4llvm27initializeLiveRegMatrixPassERNS_12PassRegistryEE11initialized
00007ffa438329b8 (__DATA,__bss) non-external __ZZN4llvm27initializeLiveVariablesPassERNS_12PassRegistryEE11initialized
00007ffa4382d8e8 (__DATA,__bss) non-external __ZZN4llvm27initializeLoopExtractorPassERNS_12PassRegistryEE11initialized
00007ffa4382e828 (__DATA,__bss) non-external __ZZN4llvm27initializeLoopVectorizePassERNS_12PassRegistryEE11initialized
00007ffa43836bec (__DATA,__bss) non-external __ZZN4llvm27initializeMemDepPrinterPassERNS_12PassRegistryEE11initialized
00007ffa4382bff8 (__DATA,__bss) non-external __ZZN4llvm27initializeObjCARCAPElimPassERNS_12PassRegistryEE11initialized
00007ffa4382bff0 (__DATA,__bss) non-external __ZZN4llvm27initializeObjCARCExpandPassERNS_12PassRegistryEE11initialized
00007ffa43836b34 (__DATA,__bss) non-external __ZZN4llvm27initializePostDomViewerPassERNS_12PassRegistryEE11initialized
00007ffa43836e70 (__DATA,__bss) non-external __ZZN4llvm27initializeRegionPrinterPassERNS_12PassRegistryEE11initialized
00007ffa4382e960 (__DATA,__bss) non-external __ZZN4llvm27initializeSLPVectorizerPassERNS_12PassRegistryEE11initialized
00007ffa4382d6b4 (__DATA,__bss) non-external __ZZN4llvm27initializeSimpleInlinerPassERNS_12PassRegistryEE11initialized
00007ffa43834a5c (__DATA,__bss) non-external __ZZN4llvm27initializeStackColoringPassERNS_12PassRegistryEE11initialized
00007ffa4382cb10 (__DATA,__bss) non-external __ZZN4llvm28initializeBoundsCheckingPassERNS_12PassRegistryEE11initialized
00007ffa43836a3c (__DATA,__bss) non-external __ZZN4llvm28initializeCFGOnlyPrinterPassERNS_12PassRegistryEE11initialized
00007ffa43832130 (__DATA,__bss) non-external __ZZN4llvm28initializeCodeGenPreparePassERNS_12PassRegistryEE11initialized
00007ffa43836b40 (__DATA,__bss) non-external __ZZN4llvm28initializeDomOnlyPrinterPassERNS_12PassRegistryEE11initialized
00007ffa438357ac (__DATA,__bss) non-external __ZZN4llvm28initializeFlattenCFGPassPassERNS_12PassRegistryEE11initialized
00007ffa43835228 (__DATA,__bss) non-external __ZZN4llvm28initializeIndVarSimplifyPassERNS_12PassRegistryEE11initialized
00007ffa43835bb0 (__DATA,__bss) non-external __ZZN4llvm28initializeInstSimplifierPassERNS_12PassRegistryEE11initialized
00007ffa4383301c (__DATA,__bss) non-external __ZZN4llvm28initializeMachineSinkingPassERNS_12PassRegistryEE11initialized
00007ffa4382d980 (__DATA,__bss) non-external __ZZN4llvm28initializeMergeFunctionsPassERNS_12PassRegistryEE11initialized
00007ffa43833134 (__DATA,__bss) non-external __ZZN4llvm28initializePHIEliminationPassERNS_12PassRegistryEE11initialized
00007ffa4382d988 (__DATA,__bss) non-external __ZZN4llvm28initializePartialInlinerPassERNS_12PassRegistryEE11initialized
00007ffa43836b44 (__DATA,__bss) non-external __ZZN4llvm28initializePostDomPrinterPassERNS_12PassRegistryEE11initialized
00007ffa438347f8 (__DATA,__bss) non-external __ZZN4llvm28initializeSpillPlacementPassERNS_12PassRegistryEE11initialized
00007ffa43834ac8 (__DATA,__bss) non-external __ZZN4llvm28initializeStackProtectorPassERNS_12PassRegistryEE11initialized
00007ffa438357bc (__DATA,__bss) non-external __ZZN4llvm28initializeStructurizeCFGPassERNS_12PassRegistryEE11initialized
00007ffa4382f2e8 (__DATA,__bss) non-external __ZZN4llvm29initializeARM64CollectLOHPassERNS_12PassRegistryEE11initialized
00007ffa43836a18 (__DATA,__bss) non-external __ZZN4llvm29initializeAliasSetPrinterPassERNS_12PassRegistryEE11initialized
00007ffa438357a4 (__DATA,__bss) non-external __ZZN4llvm29initializeCFGSimplifyPassPassERNS_12PassRegistryEE11initialized
00007ffa438364fc (__DATA,__bss) non-external __ZZN4llvm29initializeCallGraphViewerPassERNS_12PassRegistryEE11initialized
00007ffa43836ab8 (__DATA,__bss) non-external __ZZN4llvm29initializeDelinearizationPassERNS_12PassRegistryEE11initialized
00007ffa4382d8e0 (__DATA,__bss) non-external __ZZN4llvm29initializeInternalizePassPassERNS_12PassRegistryEE11initialized
00007ffa438322cc (__DATA,__bss) non-external __ZZN4llvm29initializeLowerIntrinsicsPassERNS_12PassRegistryEE11initialized
00007ffa43832b38 (__DATA,__bss) non-external __ZZN4llvm29initializeMachineLoopInfoPassERNS_12PassRegistryEE11initialized
00007ffa4382d430 (__DATA,__bss) non-external __ZZN4llvm29initializeMemorySanitizerPassERNS_12PassRegistryEE11initialized
00007ffa4382c004 (__DATA,__bss) non-external __ZZN4llvm29initializeObjCARCContractPassERNS_12PassRegistryEE11initialized
00007ffa4383405c (__DATA,__bss) non-external __ZZN4llvm29initializePostRASchedulerPassERNS_12PassRegistryEE11initialized
00007ffa43836f50 (__DATA,__bss) non-external __ZZN4llvm29initializeScalarEvolutionPassERNS_12PassRegistryEE11initialized
00007ffa4382d660 (__DATA,__bss) non-external __ZZN4llvm29initializeThreadSanitizerPassERNS_12PassRegistryEE11initialized
00007ffa43834e94 (__DATA,__bss) non-external __ZZN4llvm29initializeVirtRegRewriterPassERNS_12PassRegistryEE11initialized
00007ffa4382ca98 (__DATA,__bss) non-external __ZZN4llvm30initializeAddressSanitizerPassERNS_12PassRegistryEE11initialized
00007ffa43831f8c (__DATA,__bss) non-external __ZZN4llvm30initializeBranchFolderPassPassERNS_12PassRegistryEE11initialized
00007ffa43836500 (__DATA,__bss) non-external __ZZN4llvm30initializeCallGraphPrinterPassERNS_12PassRegistryEE11initialized
00007ffa43834ea0 (__DATA,__bss) non-external __ZZN4llvm30initializeConstantHoistingPassERNS_12PassRegistryEE11initialized
00007ffa43832214 (__DATA,__bss) non-external __ZZN4llvm30initializeEarlyIfConverterPassERNS_12PassRegistryEE11initialized
00007ffa43835318 (__DATA,__bss) non-external __ZZN4llvm30initializeLoopInstSimplifyPassERNS_12PassRegistryEE11initialized
00007ffa43832d54 (__DATA,__bss) non-external __ZZN4llvm30initializeMachineSchedulerPassERNS_12PassRegistryEE11initialized
00007ffa43836e78 (__DATA,__bss) non-external __ZZN4llvm30initializeRegionOnlyViewerPassERNS_12PassRegistryEE11initialized
00007ffa43834ba0 (__DATA,__bss) non-external __ZZN4llvm30initializeStackMapLivenessPassERNS_12PassRegistryEE11initialized
00007ffa43833bd8 (__DATA,__bss) non-external __ZZN4llvm30initializeTargetPassConfigPassERNS_12PassRegistryEE11initialized
00007ffa43836ab0 (__DATA,__bss) non-external __ZZN4llvm31initializeCostModelAnalysisPassERNS_12PassRegistryEE11initialized
00007ffa4382cda8 (__DATA,__bss) non-external __ZZN4llvm31initializeDataFlowSanitizerPassERNS_12PassRegistryEE11initialized
00007ffa43836b54 (__DATA,__bss) non-external __ZZN4llvm31initializeDominanceFrontierPassERNS_12PassRegistryEE11initialized
00007ffa438322b8 (__DATA,__bss) non-external __ZZN4llvm31initializeExpandISelPseudosPassERNS_12PassRegistryEE11initialized
00007ffa43836b64 (__DATA,__bss) non-external __ZZN4llvm31initializeIntervalPartitionPassERNS_12PassRegistryEE11initialized
00007ffa43832b3c (__DATA,__bss) non-external __ZZN4llvm31initializeMachineModuleInfoPassERNS_12PassRegistryEE11initialized
00007ffa43833ea4 (__DATA,__bss) non-external __ZZN4llvm31initializePeepholeOptimizerPassERNS_12PassRegistryEE11initialized
00007ffa43836b38 (__DATA,__bss) non-external __ZZN4llvm31initializePostDomOnlyViewerPassERNS_12PassRegistryEE11initialized
00007ffa43836c08 (__DATA,__bss) non-external __ZZN4llvm31initializePostDominatorTreePassERNS_12PassRegistryEE11initialized
00007ffa43836e7c (__DATA,__bss) non-external __ZZN4llvm31initializeRegionOnlyPrinterPassERNS_12PassRegistryEE11initialized
00007ffa438346f4 (__DATA,__bss) non-external __ZZN4llvm31initializeRegisterCoalescerPassERNS_12PassRegistryEE11initialized
00007ffa43834b9c (__DATA,__bss) non-external __ZZN4llvm31initializeStackSlotColoringPassERNS_12PassRegistryEE11initialized
00007ffa4382dc30 (__DATA,__bss) non-external __ZZN4llvm31initializeStripDebugDeclarePassERNS_12PassRegistryEE11initialized
00007ffa43834cd4 (__DATA,__bss) non-external __ZZN4llvm31initializeTailDuplicatePassPassERNS_12PassRegistryEE11initialized
00007ffa43836fd8 (__DATA,__bss) non-external __ZZN4llvm31initializeTargetLibraryInfoPassERNS_12PassRegistryEE11initialized
00007ffa43836a20 (__DATA,__bss) non-external __ZZN4llvm32initializeBasicAliasAnalysisPassERNS_12PassRegistryEE11initialized
00007ffa4382d978 (__DATA,__bss) non-external __ZZN4llvm32initializeBlockExtractorPassPassERNS_12PassRegistryEE11initialized
00007ffa43836a28 (__DATA,__bss) non-external __ZZN4llvm32initializeBlockFrequencyInfoPassERNS_12PassRegistryEE11initialized
00007ffa4383583c (__DATA,__bss) non-external __ZZN4llvm32initializeBreakCriticalEdgesPassERNS_12PassRegistryEE11initialized
00007ffa43836b28 (__DATA,__bss) non-external __ZZN4llvm32initializeDependenceAnalysisPassERNS_12PassRegistryEE11initialized
00007ffa43836514 (__DATA,__bss) non-external __ZZN4llvm32initializeInlineCostAnalysisPassERNS_12PassRegistryEE11initialized
00007ffa438329a8 (__DATA,__bss) non-external __ZZN4llvm32initializeLiveDebugVariablesPassERNS_12PassRegistryEE11initialized
00007ffa438329c0 (__DATA,__bss) non-external __ZZN4llvm32initializeLocalStackSlotPassPassERNS_12PassRegistryEE11initialized
00007ffa43835310 (__DATA,__bss) non-external __ZZN4llvm32initializeLoopIdiomRecognizePassERNS_12PassRegistryEE11initialized
00007ffa43835390 (__DATA,__bss) non-external __ZZN4llvm32initializeLoopStrengthReducePassERNS_12PassRegistryEE11initialized
00007ffa43836b48 (__DATA,__bss) non-external __ZZN4llvm32initializePostDomOnlyPrinterPassERNS_12PassRegistryEE11initialized
00007ffa4382dc34 (__DATA,__bss) non-external __ZZN4llvm32initializeStripDeadDebugInfoPassERNS_12PassRegistryEE11initialized
00007ffa438379e0 (__DATA,__bss) non-external __ZZN4llvm32initializeVerifierLegacyPassPassERNS_12PassRegistryEE11initialized
00007ffa43834ea8 (__DATA,__bss) non-external __ZZN4llvm33initializeConstantPropagationPassERNS_12PassRegistryEE11initialized
00007ffa43834eb8 (__DATA,__bss) non-external __ZZN4llvm33initializeDeadInstEliminationPassERNS_12PassRegistryEE11initialized
00007ffa43833020 (__DATA,__bss) non-external __ZZN4llvm33initializeMachineTraceMetricsPassERNS_12PassRegistryEE11initialized
00007ffa43833024 (__DATA,__bss) non-external __ZZN4llvm33initializeMachineVerifierPassPassERNS_12PassRegistryEE11initialized
00007ffa438371c0 (__DATA,__bss) non-external __ZZN4llvm33initializePrintBasicBlockPassPassERNS_12PassRegistryEE11initialized
00007ffa43834064 (__DATA,__bss) non-external __ZZN4llvm33initializeProcessImplicitDefsPassERNS_12PassRegistryEE11initialized
00007ffa43835710 (__DATA,__bss) non-external __ZZN4llvm33initializeSampleProfileLoaderPassERNS_12PassRegistryEE11initialized
00007ffa4382d8ec (__DATA,__bss) non-external __ZZN4llvm33initializeSingleLoopExtractorPassERNS_12PassRegistryEE11initialized
00007ffa4382f788 (__DATA,__bss) non-external __ZZN4llvm34initializeARM64PromoteConstantPassERNS_12PassRegistryEE11initialized
00007ffa438365f0 (__DATA,__bss) non-external __ZZN4llvm34initializeAliasAnalysisCounterPassERNS_12PassRegistryEE11initialized
00007ffa43836494 (__DATA,__bss) non-external __ZZN4llvm34initializeCallGraphWrapperPassPassERNS_12PassRegistryEE11initialized
00007ffa43836b6c (__DATA,__bss) non-external __ZZN4llvm34initializeLibCallAliasAnalysisPassERNS_12PassRegistryEE11initialized
00007ffa43835988 (__DATA,__bss) non-external __ZZN4llvm34initializeLowerExpectIntrinsicPassERNS_12PassRegistryEE11initialized
00007ffa43832aac (__DATA,__bss) non-external __ZZN4llvm34initializeMachineDominatorTreePassERNS_12PassRegistryEE11initialized
00007ffa4382c000 (__DATA,__bss) non-external __ZZN4llvm34initializeObjCARCAliasAnalysisPassERNS_12PassRegistryEE11initialized
00007ffa43832d5c (__DATA,__bss) non-external __ZZN4llvm34initializePostMachineSchedulerPassERNS_12PassRegistryEE11initialized
00007ffa4382dc2c (__DATA,__bss) non-external __ZZN4llvm34initializeStripNonDebugSymbolsPassERNS_12PassRegistryEE11initialized
00007ffa43832abc (__DATA,__bss) non-external __ZZN4llvm34initializeUnpackMachineBundlesPassERNS_12PassRegistryEE11initialized
00007ffa43834e80 (__DATA,__bss) non-external __ZZN4llvm34initializeUnreachableBlockElimPassERNS_12PassRegistryEE11initialized
00007ffa43836a2c (__DATA,__bss) non-external __ZZN4llvm35initializeBranchProbabilityInfoPassERNS_12PassRegistryEE11initialized
00007ffa438322d4 (__DATA,__bss) non-external __ZZN4llvm35initializeGCMachineCodeAnalysisPassERNS_12PassRegistryEE11initialized
00007ffa43832a8c (__DATA,__bss) non-external __ZZN4llvm35initializeMachineBlockPlacementPassERNS_12PassRegistryEE11initialized
00007ffa4382b788 (__DATA,__data) non-external __ZZN4llvm36getNextAvailablePluginDiagnosticKindEvE12PluginKindID
00007ffa4382ca9c (__DATA,__bss) non-external __ZZN4llvm36initializeAddressSanitizerModulePassERNS_12PassRegistryEE11initialized
00007ffa43836518 (__DATA,__bss) non-external __ZZN4llvm36initializeAliasAnalysisAnalysisGroupERNS_12PassRegistryEE11initialized
00007ffa43832ac4 (__DATA,__bss) non-external __ZZN4llvm36initializeFinalizeMachineBundlesPassERNS_12PassRegistryEE11initialized
00007ffa43832aa8 (__DATA,__bss) non-external __ZZN4llvm36initializeMachineCopyPropagationPassERNS_12PassRegistryEE11initialized
00007ffa43836bf8 (__DATA,__bss) non-external __ZZN4llvm36initializeModuleDebugInfoPrinterPassERNS_12PassRegistryEE11initialized
00007ffa438371b8 (__DATA,__bss) non-external __ZZN4llvm36initializePrintModulePassWrapperPassERNS_12PassRegistryEE11initialized
00007ffa43836fd0 (__DATA,__bss) non-external __ZZN4llvm36initializeTypeBasedAliasAnalysisPassERNS_12PassRegistryEE11initialized
00007ffa43836490 (__DATA,__bss) non-external __ZZN4llvm36initializeUnifyFunctionExitNodesPassERNS_12PassRegistryEE11initialized
00007ffa43835610 (__DATA,__bss) non-external __ZZN4llvm37initializePartiallyInlineLibCallsPassERNS_12PassRegistryEE11initialized
00007ffa4382dc20 (__DATA,__bss) non-external __ZZN4llvm37initializeStripDeadPrototypesPassPassERNS_12PassRegistryEE11initialized
00007ffa4382f3b8 (__DATA,__bss) non-external __ZZN4llvm38initializeARM64ConditionalComparesPassERNS_12PassRegistryEE11initialized
00007ffa4383718c (__DATA,__bss) non-external __ZZN4llvm38initializeDominatorTreeWrapperPassPassERNS_12PassRegistryEE11initialized
00007ffa43832b40 (__DATA,__bss) non-external __ZZN4llvm38initializeMachinePostDominatorTreePassERNS_12PassRegistryEE11initialized
00007ffa43836bf4 (__DATA,__bss) non-external __ZZN4llvm38initializeMemoryDependenceAnalysisPassERNS_12PassRegistryEE11initialized
00007ffa438371bc (__DATA,__bss) non-external __ZZN4llvm38initializePrintFunctionPassWrapperPassERNS_12PassRegistryEE11initialized
00007ffa4382efa8 (__DATA,__bss) non-external __ZZN4llvm39initializeARM64AddressTypePromotionPassERNS_12PassRegistryEE11initialized
00007ffa438329c4 (__DATA,__bss) non-external __ZZN4llvm39initializeMachineBlockFrequencyInfoPassERNS_12PassRegistryEE11initialized
00007ffa43834e78 (__DATA,__bss) non-external __ZZN4llvm39initializeTwoAddressInstructionPassPassERNS_12PassRegistryEE11initialized
00007ffa416dc8b0 (__DATA_CONST,__const) non-external __ZZN4llvm3DOT14getColorStringEjE6Colors
00007ffa17896050 (__TEXT,__text) non-external __ZZN4llvm3JIT16runJITOnFunctionEPNS_8FunctionEPNS_15MachineCodeInfoEEN11MCIListener21NotifyFunctionEmittedERKS1_PvmRKNS_31JITEvent_EmittedFunctionDetailsE
00007ffa17896040 (__TEXT,__text) non-external __ZZN4llvm3JIT16runJITOnFunctionEPNS_8FunctionEPNS_15MachineCodeInfoEEN11MCIListenerD0Ev
00007ffa178952d0 (__TEXT,__text) non-external __ZZN4llvm3JIT16runJITOnFunctionEPNS_8FunctionEPNS_15MachineCodeInfoEEN11MCIListenerD1Ev
