0000000294631c90 (__DATA,__data) non-external _.compoundliteral
0000000226322c9c (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00000002263165bc (__TEXT,__text) non-external (was a private external) _glvmOperationACS
000000022631a954 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
0000000226316704 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00000002263223c0 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
000000022631aa58 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
0000000226316944 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00000002263163c0 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
0000000226316398 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00000002263163bc (__TEXT,__text) non-external (was a private external) _glvmOperationARR
0000000226322b6c (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
0000000226316b84 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
0000000226322dcc (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
0000000226316cac (__TEXT,__text) non-external (was a private external) _glvmOperationATN
000000022631aa9c (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
0000000226315b34 (__TEXT,__text) non-external (was a private external) _glvmOperationATN_Core
0000000226320fd0 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
000000022632501c (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
0000000226324c58 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
0000000226316cb8 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
000000022631e6b0 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
000000022631e648 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00000002263227a8 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
0000000226316e14 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
000000022632290c (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00000002263324f0 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
000000022631a8d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
000000022631a8fc (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
0000000226316ea4 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
000000022631b7a8 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
000000022631ac98 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
000000022631afbc (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
000000022631b318 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
000000022631b4fc (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
000000022631b65c (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
000000022631fff0 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
000000022631b700 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00000002263299b4 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
000000022632bf90 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00000002263349c8 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
000000022632f888 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
0000000226326a60 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
000000022632f13c (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
000000022632f5f8 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
000000022632f394 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
0000000226316ee4 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
0000000226315320 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2_Core
000000022631702c (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
0000000226317034 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
000000022632345c (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
0000000226323180 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
000000022631ec54 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00000002263252a0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
0000000226325564 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00000002263171ec (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00000002263151e0 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR_CEI_Core
0000000226317348 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
000000022632315c (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00000002262f5214 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
000000022631a928 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
0000000226325890 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00000002263258b4 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00000002263259f8 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
0000000226319e44 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
0000000226322efc (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
0000000226322fdc (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00000002262f521c (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00000002262f5248 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00000002263341e0 (__TEXT,__text) non-external (was a private external) _glvmOperationKIL
00000002263236e4 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00000002263176b0 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00000002263179a4 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
000000022631566c (__TEXT,__text) non-external (was a private external) _glvmOperationLG2_Core
0000000226317b04 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
0000000226321094 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
0000000226317ca0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
0000000226317cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
000000022631f06c (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
000000022631f330 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
000000022631ba8c (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
000000022631bdd8 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
000000022631c124 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
000000022631c128 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
0000000226317e34 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
000000022631c870 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
0000000226324a90 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
0000000226317ea4 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
0000000226317ed8 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00000002263182a8 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
0000000226322404 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
000000022631c974 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
0000000226323ba0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00000002263239c4 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
0000000226324a48 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00000002263243c4 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
0000000226324750 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
000000022631c9b8 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
0000000226319d64 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
0000000226319da4 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
0000000226319da8 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00000002262f5218 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
000000022631cbf8 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
000000022631f3fc (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
0000000226321578 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00000002263217c8 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
0000000226319de0 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
0000000226316340 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
000000022631a844 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
000000022631d008 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
000000022631d0d0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
000000022631d540 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
000000022631d558 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
000000022631d78c (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
000000022632248c (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
0000000226322590 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
000000022631a020 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00000002263227dc (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
0000000226315828 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN_Core
000000022631d9c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
000000022631dbf4 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
000000022631fd70 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
000000022631de28 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
000000022631a024 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
000000022631a1a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
000000022632bda0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
000000022632e7d8 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
0000000226325b1c (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
000000022631e2ac (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
000000022631e2c4 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
0000000226320098 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
000000022631a49c (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
0000000226322a3c (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00000002262f50a8 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00000002262f4d7c (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00000002262f4f10 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
0000000226323138 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
0000000226322170 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
0000000226324000 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
0000000226323b00 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
0000000226324a6c (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00000002263245bc (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
0000000226324948 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
0000000226322448 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
000000022631e3c8 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
000000022631e604 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00000002263163c4 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
0000000226315cd8 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
0000000226315f40 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00000002262f4f2c (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00000002262f4c04 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00000002262f5130 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00000002262f4d98 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00000002262f51e4 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00000002262f4b7c (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00000002262f4ba0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00000002262f50dc (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00000002262f4be8 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00000002262f4ae0 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00000002262f50c4 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00000002262f4be0 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
000000022633427c (__TEXT,__text) external _glvmPreloadFPTransformFour
000000022633271c (__TEXT,__text) non-external (was a private external) _glvmPreloadPositionAttrib
0000000226332800 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00000002262f5814 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00000002262f79f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00000002262f5254 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00000002262f59f8 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00000002262f74d4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00000002262f8b80 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00000002262f8c7c (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00000002262f5490 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00000002262f55ac (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00000002262f55d8 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00000002262f5760 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00000002262f7510 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00000002262f8eec (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00000002262f90a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00000002262f9330 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00000002262f41f4 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00000002262f40ec (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00000002262d9f4c (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00000002262de588 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00000002262df6c8 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00000002262f4138 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00000002263293b4 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
000000022632b9b8 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
000000022632e3e4 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
0000000226332130 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
0000000226336f20 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000002262d8600 (__TEXT,__text) external _glvmSetTextureFormat
00000002262f9ed8 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
000000022630173c (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
0000000226304910 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
0000000226309b58 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
000000022630d858 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
0000000226311640 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
000000022630f3c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
0000000226305fe4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
000000022630ae18 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
000000022630e3b4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
0000000226312578 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
000000022630f840 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
0000000226306bc8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00000002262ffedc (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
0000000226301e2c (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00000002262d9ea0 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00000002262f9f30 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00000002262d91e4 (__TEXT,__text) external _glvmUpdateTextureStructure
000000022632df3c (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
0000000226331ae0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
0000000226328d4c (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
0000000298c1a230 (__DATA_DIRTY,__bss) non-external _glvm_constants
0000000298c1a220 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00000002263848cc (__TEXT,__text) non-external _handleResetPost
000000022638486c (__TEXT,__text) non-external _handleResetPre
000000022638a47c (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
0000000226393014 (__TEXT,__text) non-external _include_str_getch
000000022639312c (__TEXT,__text) non-external _include_str_ungetch
0000000226389c2c (__TEXT,__text) non-external _initAggregateType
0000000226398f08 (__TEXT,__text) non-external _initBinaryOperatorNode
000000022633fad0 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00000002263b9c14 (__TEXT,__text) non-external _inliningNodeReplacement
000000022637550c (__TEXT,__text) non-external _inputForOutput
00000002263e2a94 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00000002263e2a90 (__TEXT,__text) non-external _instructionIndexHashFunction
000000022636c058 (__TEXT,__text) non-external _isBuiltinName
000000022636fd0c (__TEXT,__text) non-external _isBuiltinName
00000002263d235c (__TEXT,__text) non-external _iterateQualifiers
0000000226394114 (__TEXT,__text) non-external _lAddByte
00000002263938cc (__TEXT,__text) non-external _lFloatConst
0000000226393fa4 (__TEXT,__text) non-external _lNewBlock
00000002263946e4 (__TEXT,__text) non-external _lReadByte
000000022638f118 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00000002263b6690 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000002262cc6e0 (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00000002262cc760 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00000002262cc888 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00000002262cc908 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00000002262cc694 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00000002262cc870 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00000002262cc7f4 (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00000002262cc6e4 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00000002262cc75c (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00000002262cc6dc (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00000002262cc910 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00000002262cc68c (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
00000002263767ac (__TEXT,__text) non-external _logLevelToString
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
0000000226391360 (__TEXT,__text) non-external _macro_scan
000000022636dfe8 (__TEXT,__text) non-external _makeCopyFunction
00000002263b6a60 (__TEXT,__text) non-external _makeIntConstantNode
000000022633b978 (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
0000000226391d24 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
0000000226391c5c (__TEXT,__text) non-external (was a private external) _mem_Alloc
0000000226391b78 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
0000000226391c10 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
000000022633cefc (__TEXT,__text) non-external _mergeTypes
0000000294636464 (__DATA,__bss) non-external _message
0000000294636460 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
0000000298c1a1a0 (__DATA_DIRTY,__data) non-external _mutex
00000002263776bc (__TEXT,__text) non-external _nameTablePush
0000000298c1be90 (__DATA_DIRTY,__bss) non-external _nameTableSets
0000000226391ad4 (__TEXT,__text) non-external _noop
00000002263938c8 (__TEXT,__text) non-external _noop
000000022636fb4c (__TEXT,__text) non-external _offsetLayout
000000022638f404 (__TEXT,__text) non-external _op_add
000000022638f3a4 (__TEXT,__text) non-external _op_and
000000022638f454 (__TEXT,__text) non-external _op_cmpl
000000022638f41c (__TEXT,__text) non-external _op_div
000000022638f3ac (__TEXT,__text) non-external _op_eq
000000022638f3d0 (__TEXT,__text) non-external _op_ge
000000022638f3c4 (__TEXT,__text) non-external _op_gt
000000022638f3e8 (__TEXT,__text) non-external _op_le
000000022638f384 (__TEXT,__text) non-external _op_logand
000000022638f374 (__TEXT,__text) non-external _op_logor
000000022638f3dc (__TEXT,__text) non-external _op_lt
000000022638f430 (__TEXT,__text) non-external _op_mod
000000022638f414 (__TEXT,__text) non-external _op_mul
000000022638f3b8 (__TEXT,__text) non-external _op_ne
000000022638f44c (__TEXT,__text) non-external _op_neg
000000022638f45c (__TEXT,__text) non-external _op_not
000000022638f394 (__TEXT,__text) non-external _op_or
000000022638f448 (__TEXT,__text) non-external _op_pos
000000022638f3f4 (__TEXT,__text) non-external _op_shl
000000022638f3fc (__TEXT,__text) non-external _op_shr
000000022638f40c (__TEXT,__text) non-external _op_sub
000000022638f39c (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
0000000226376470 (__TEXT,__text) non-external _outputForInput
0000000226364a70 (__TEXT,__text) non-external _packInto
000000022637cb80 (__TEXT,__text) non-external _parseInterpolationQualifiers
000000022637c9d0 (__TEXT,__text) non-external _parseLayout
000000022633ce30 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
000000022633cbbc (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00000002263b5754 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00000002263b591c (__TEXT,__text) non-external _phase2Process
00000002263b5ad0 (__TEXT,__text) non-external _phase2ProcessConstant
00000002263b5bac (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00000002263b5c48 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00000002263b60bc (__TEXT,__text) non-external _phase2ProcessLValue
00000002263b5b40 (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00000002263b5cf8 (__TEXT,__text) non-external _phase2ProcessRawCall
00000002263b5e94 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00000002263b65a0 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00000002263b5bf4 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
000000022633b9ec (__TEXT,__text) non-external _poolAlloc
0000000298c1beb0 (__DATA_DIRTY,__bss) non-external _poolAllocators
000000022633ba80 (__TEXT,__text) non-external _poolFree
000000022633ba78 (__TEXT,__text) non-external _poolRealloc
00000002263ff4a0 (__TEXT,__const) non-external _pow_10.down
00000002263ff3a0 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
000000028fb80118 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
0000000226340788 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
0000000226376228 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
0000000226382d3c (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
000000022637d18c (__TEXT,__text) non-external _qualifierContextToString
000000022637bfcc (__TEXT,__text) non-external _qualifierMaskToSAFlags
000000022637cd1c (__TEXT,__text) non-external _qualifierMaskToStringBuffer
000000022638f468 (__TEXT,__text) non-external (was a private external) _readCPPline
000000022633bc60 (__TEXT,__text) non-external _readTOC
00000002263a51f8 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
00000002263df3a8 (__TEXT,__text) non-external _regEqualsFunction
00000002263df3a0 (__TEXT,__text) non-external _regHashFunction
00000002263949c4 (__TEXT,__text) non-external _reget_token
000000022637786c (__TEXT,__text) non-external _remap
00000002264006bc (__TEXT,__const) non-external (was a private external) _remapSlotToCode
00000002263d5cf4 (__TEXT,__text) non-external _renumberTargets
                 (undefined) external _round (from libSystem)
                 (undefined) external _roundf (from libSystem)
000000022637b33c (__TEXT,__text) non-external _saInliningNodeReplacement
0000000226394880 (__TEXT,__text) non-external _scan_token
00000002263aef1c (__TEXT,__text) non-external _serializeASTFields
00000002263a9a30 (__TEXT,__text) non-external _serializeAssignFields
00000002263ac71c (__TEXT,__text) non-external _serializeBlockFields
00000002263afce8 (__TEXT,__text) non-external _serializeCallFields
00000002263acb1c (__TEXT,__text) non-external _serializeCaseStatementFields
00000002263a9b98 (__TEXT,__text) non-external _serializeCommaExprFields
00000002263a96a8 (__TEXT,__text) non-external _serializeConstantFields
00000002263acbf4 (__TEXT,__text) non-external _serializeDefaultStatementFields
00000002263a9880 (__TEXT,__text) non-external _serializeEqualFields
00000002263a971c (__TEXT,__text) non-external _serializeFieldAccessFields
00000002263aaf20 (__TEXT,__text) non-external _serializeFieldDeclarationFields
00000002263a9770 (__TEXT,__text) non-external _serializeFunctionCallFields
00000002263aa000 (__TEXT,__text) non-external _serializeFunctionPrototypeFields
00000002263ac280 (__TEXT,__text) non-external _serializeGlobalTypeQualifierFields
00000002263ade84 (__TEXT,__text) non-external _serializeIBPartialDerefFields
00000002263aafc8 (__TEXT,__text) non-external _serializeInterfaceBlockFields
00000002263ab500 (__TEXT,__text) non-external _serializeKeywordQualifierFields
00000002263adaf0 (__TEXT,__text) non-external _serializeLValueFields
00000002263ac2c8 (__TEXT,__text) non-external _serializeLayoutPairFields
00000002263ab860 (__TEXT,__text) non-external _serializeLayoutQualifierFields
00000002263ab1a0 (__TEXT,__text) non-external _serializeLayoutTypeFields
00000002263a982c (__TEXT,__text) non-external _serializeMethodCallFields
00000002263a9958 (__TEXT,__text) non-external _serializeNotEqualFields
00000002263ad124 (__TEXT,__text) non-external _serializeOffsetFields
00000002263fea24 (__TEXT,__text) non-external _serializeOpAssignFields
00000002263adecc (__TEXT,__text) non-external _serializePPStreamOpFields
00000002263a9f98 (__TEXT,__text) non-external _serializeParameterDeclarationFields
00000002263aabc0 (__TEXT,__text) non-external _serializePrimitiveTypeFields
00000002263aa80c (__TEXT,__text) non-external _serializeQualifiedDeclarationFields
00000002263aa860 (__TEXT,__text) non-external _serializeQualifiedDeclarationGroupFields
00000002263abf20 (__TEXT,__text) non-external _serializeQualifierListFields
00000002263ad074 (__TEXT,__text) non-external _serializeRawCallFields
00000002263a9b08 (__TEXT,__text) non-external _serializeReadInputFields
00000002263acccc (__TEXT,__text) non-external _serializeReturnStatementFields
