00000001d65327c8 (__DATA,__data) non-external _.compoundliteral
0000000182eec69c (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
0000000182ed80f0 (__TEXT,__text) non-external (was a private external) _pair_car
0000000182ed8154 (__TEXT,__text) non-external (was a private external) _pair_cdr
0000000182ed9210 (__TEXT,__text) non-external _parse_pattern
0000000182f12784 (__TEXT,__const) non-external _policy_scm
0000000182ef0a38 (__TEXT,__text) non-external _populate_modifier_descriptor
0000000182ef0e3c (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
0000000182ed736c (__TEXT,__text) non-external _port_close
0000000182ed063c (__TEXT,__text) non-external _port_from_string
0000000182ed8914 (__TEXT,__text) non-external _port_rep_from_file
0000000182eeb748 (__TEXT,__text) non-external _previously_emitted_buffer
0000000182eee30c (__TEXT,__text) non-external _printatom
0000000182ef4e90 (__TEXT,__text) non-external _priortysort
00000001d19cbc68 (__DATA_CONST,__const) non-external _profile_dirs
0000000182ee185c (__TEXT,__text) non-external _push_bytes
0000000182ee01b4 (__TEXT,__text) non-external _push_byteset
0000000182ee1a28 (__TEXT,__text) non-external _push_jne_instr
0000000182edf26c (__TEXT,__text) non-external _push_literal
0000000182ee1bc8 (__TEXT,__text) non-external _push_match_sequence_instr
0000000182eed06c (__TEXT,__text) non-external _push_nop
0000000182ededa0 (__TEXT,__text) non-external _push_operator
0000000182eed3fc (__TEXT,__text) non-external (was a private external) _putcharacter
0000000182eed3ac (__TEXT,__text) non-external (was a private external) _putstr
0000000182ed32b8 (__TEXT,__text) non-external _readstr_upto
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
0000000182eeb8f8 (__TEXT,__text) non-external _record_buffer_data
0000000182eeb9e8 (__TEXT,__text) non-external _record_condition_data
0000000182ee1dcc (__TEXT,__text) non-external _regex_quote
0000000182ee7e00 (__TEXT,__text) non-external _reorder_condition
0000000182ee7ff8 (__TEXT,__text) non-external _reorder_condition_list
0000000182ef1970 (__TEXT,__text) non-external _reorder_policy
0000000182edcbf0 (__TEXT,__text) non-external _reverse
0000000182ed6878 (__TEXT,__text) non-external (was a private external) _s_cons
0000000182ed6240 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
0000000182ed1bb0 (__TEXT,__text) non-external _s_save
0000000182eec04c (__TEXT,__text) external _sandbox_apply
0000000182eec054 (__TEXT,__text) external _sandbox_apply_container
0000000182eeeb58 (__TEXT,__text) external _sandbox_compile_entitlements
0000000182ecc9b8 (__TEXT,__text) external _sandbox_compile_file
0000000182ecc914 (__TEXT,__text) external _sandbox_compile_named
0000000182eecd30 (__TEXT,__text) external _sandbox_compile_string
0000000182eef518 (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000182ecc7c0 (__TEXT,__text) external _sandbox_create_params
0000000182eef9b4 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
0000000182eec134 (__TEXT,__text) external _sandbox_free_params
0000000182eec0e8 (__TEXT,__text) external _sandbox_free_profile
0000000182eeeca4 (__TEXT,__text) external _sandbox_inspect_pid
0000000182eeeda0 (__TEXT,__text) external _sandbox_inspect_smemory
0000000182eef528 (__TEXT,__text) external _sandbox_prepare_user_home_mount
0000000182eefa80 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
0000000182eeeb78 (__TEXT,__text) external _sandbox_register_profile
0000000182eefe44 (__TEXT,__text) external _sandbox_register_sync_root
0000000182ecc81c (__TEXT,__text) external _sandbox_set_param
0000000182eeee3c (__TEXT,__text) external _sandbox_set_user_state_item
0000000182eeee50 (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
0000000182eeec6c (__TEXT,__text) external _sandbox_unregister_all_profiles
0000000182eeec18 (__TEXT,__text) external _sandbox_unregister_profile
0000000182eeeda8 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
0000000182eeee10 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
0000000182eeedb0 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
0000000182eef158 (__TEXT,__text) external _sandbox_user_state_iterate_items
0000000182ef18ec (__TEXT,__text) non-external _sb_annotation_destroy
0000000182eea2a4 (__TEXT,__text) non-external _sb_annotation_set_integer
0000000182ef5b84 (__TEXT,__text) non-external _sb_bitmask_create_empty
0000000182ef5af4 (__TEXT,__text) non-external _sb_bitmask_release
0000000182ecee20 (__TEXT,__text) non-external _sb_buffer_alloc
0000000182ee04b8 (__TEXT,__text) non-external _sb_buffer_get_byte_count
0000000182ee0554 (__TEXT,__text) non-external _sb_buffer_get_hash
0000000182ee1cf8 (__TEXT,__text) non-external _sb_buffer_is_equivalent
0000000182ed99a4 (__TEXT,__text) non-external _sb_buffer_release
0000000182ee09e0 (__TEXT,__text) non-external _sb_buffer_retain
0000000182ef6dd8 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
0000000182ee0504 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
0000000182edff38 (__TEXT,__text) non-external _sb_byteset_add_byte
0000000182ef67a8 (__TEXT,__text) non-external _sb_byteset_copy
0000000182ee022c (__TEXT,__text) non-external _sb_byteset_get_population
0000000182ee9678 (__TEXT,__text) non-external _sb_byteset_is_equivalent
0000000182ee248c (__TEXT,__text) non-external _sb_byteset_iterate_ranges
0000000182ee00e8 (__TEXT,__text) non-external _sb_byteset_negate
0000000182edfee0 (__TEXT,__text) non-external _sb_byteset_new
0000000182ee0068 (__TEXT,__text) non-external _sb_byteset_release
0000000182ee0000 (__TEXT,__text) non-external _sb_byteset_retain
0000000182ee25f0 (__TEXT,__text) non-external _sb_byteset_union
0000000182ecec84 (__TEXT,__text) non-external _sb_calloc
0000000182ef77ec (__TEXT,__text) non-external _sb_condition_boolean
0000000182edce4c (__TEXT,__text) non-external _sb_condition_conjunction
0000000182eecb10 (__TEXT,__text) non-external _sb_condition_constant
0000000182eda378 (__TEXT,__text) non-external _sb_condition_disjunction
0000000182ef7ea4 (__TEXT,__text) non-external _sb_condition_is_bitmask
0000000182ee5678 (__TEXT,__text) non-external _sb_condition_is_conjunction
0000000182edd144 (__TEXT,__text) non-external _sb_condition_is_contrary
0000000182ee494c (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000182edd89c (__TEXT,__text) non-external _sb_condition_is_equivalent
0000000182eeb4e4 (__TEXT,__text) non-external _sb_condition_is_integer
0000000182ee5884 (__TEXT,__text) non-external _sb_condition_is_pattern
0000000182ed9e90 (__TEXT,__text) non-external _sb_condition_is_regex
0000000182ef7e1c (__TEXT,__text) non-external _sb_condition_is_string_textbuf
0000000182ee5a28 (__TEXT,__text) non-external _sb_condition_is_transposable
0000000182ed9f18 (__TEXT,__text) non-external _sb_condition_list_append
0000000182ee5fbc (__TEXT,__text) non-external _sb_condition_list_contains_condition
0000000182ee5c28 (__TEXT,__text) non-external _sb_condition_list_copy
0000000182ee0af0 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
0000000182ef687c (__TEXT,__text) non-external _sb_condition_list_filter
0000000182edc81c (__TEXT,__text) non-external _sb_condition_list_get_hash
0000000182ee918c (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000182edc9cc (__TEXT,__text) non-external _sb_condition_list_iterate
0000000182ee6634 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
0000000182ed7fec (__TEXT,__text) non-external _sb_condition_list_new
0000000182ed87f4 (__TEXT,__text) non-external _sb_condition_list_release
0000000182ee5d58 (__TEXT,__text) non-external _sb_condition_list_remove
0000000182ee6ec4 (__TEXT,__text) non-external _sb_condition_matches_subset
0000000182ee4824 (__TEXT,__text) non-external _sb_condition_negation
0000000182eec608 (__TEXT,__text) non-external _sb_condition_network
0000000182ed9b04 (__TEXT,__text) non-external _sb_condition_new
0000000182edfe50 (__TEXT,__text) non-external _sb_condition_pattern
0000000182eda7c4 (__TEXT,__text) non-external _sb_condition_pattern_path
0000000182eda1dc (__TEXT,__text) non-external _sb_condition_release
0000000182ed9e00 (__TEXT,__text) non-external _sb_condition_set_source_info
0000000182ee08f4 (__TEXT,__text) non-external _sb_condition_string
0000000182ece950 (__TEXT,__text) non-external _sb_context_intern_string
0000000182ed84f8 (__TEXT,__text) non-external _sb_context_release
0000000182ed8450 (__TEXT,__text) non-external _sb_context_release_modification
0000000182ece82c (__TEXT,__text) non-external _sb_context_retain
0000000182ef7144 (__TEXT,__text) non-external _sb_context_retain_modification
0000000182ef58d8 (__TEXT,__text) non-external _sb_error_fatal
0000000182ef5ac0 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
0000000182ef5924 (__TEXT,__text) non-external _sb_error_for_instruction
0000000182ee036c (__TEXT,__text) non-external _sb_error_new
00000001d19cc1c8 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
0000000182ee02c0 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
0000000182ef57a0 (__TEXT,__text) non-external _sb_error_set_with_description
0000000182ef58ac (__TEXT,__text) non-external _sb_error_set_with_format
0000000182ef580c (__TEXT,__text) non-external _sb_error_set_with_formatv
0000000182ed6d38 (__TEXT,__text) non-external _sb_filter_accepts_type
0000000182ef70e0 (__TEXT,__text) non-external _sb_filter_has_atom_namespace
00000001d91cd558 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001d91cd568 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
0000000182ed8c34 (__TEXT,__text) non-external _sb_fsa_acceptor
0000000182edb768 (__TEXT,__text) non-external _sb_fsa_copy
0000000182edb590 (__TEXT,__text) non-external _sb_fsa_disjunction
0000000182edb9fc (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
0000000182ee7790 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
0000000182ee7654 (__TEXT,__text) non-external _sb_fsa_matches_subset
0000000182ee22e8 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
0000000182ee2714 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
0000000182ee2240 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
0000000182edfda8 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
0000000182edb338 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
0000000182edb538 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
0000000182ef7364 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
0000000182ed986c (__TEXT,__text) non-external _sb_fsa_release
0000000182edc5f8 (__TEXT,__text) non-external _sb_fsa_release_indegree
0000000182ed979c (__TEXT,__text) non-external _sb_fsa_retain
0000000182edb4a4 (__TEXT,__text) non-external _sb_fsa_retain_indegree
0000000182ee20e0 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
0000000182ececf4 (__TEXT,__text) non-external _sb_hash_compute
0000000182eeecb8 (__TEXT,__text) non-external _sb_inspect_subsystem
0000000182ecf08c (__TEXT,__text) non-external _sb_instr_action
0000000182eda6c0 (__TEXT,__text) non-external _sb_instr_conditional
0000000182ee9700 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
0000000182ee4a48 (__TEXT,__text) non-external _sb_instr_get_jump_target
0000000182ee446c (__TEXT,__text) non-external _sb_instr_is_equivalent
0000000182ecf104 (__TEXT,__text) non-external _sb_instr_new
0000000182ecf2f4 (__TEXT,__text) non-external _sb_instr_release
0000000182ee46ac (__TEXT,__text) non-external _sb_instr_replace
0000000182ecf1c4 (__TEXT,__text) non-external _sb_instr_retain
0000000182ee4be0 (__TEXT,__text) non-external _sb_instr_set_condition
0000000182ee0818 (__TEXT,__text) non-external _sb_instr_set_false_branch
0000000182ee6d94 (__TEXT,__text) non-external _sb_instr_set_true_branch
0000000182ecf22c (__TEXT,__text) non-external _sb_instr_track
0000000182eced64 (__TEXT,__text) non-external _sb_malloc
0000000182edde64 (__TEXT,__text) non-external _sb_modifier_requires_argument
0000000182ed82b4 (__TEXT,__text) non-external _sb_modifiers_iterate
0000000182ed833c (__TEXT,__text) non-external _sb_modifiers_release
0000000182ef0620 (__TEXT,__text) non-external _sb_msgfilter_release
0000000182eebe14 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
0000000182ee3258 (__TEXT,__text) non-external _sb_mutable_buffer_new
0000000182eebf08 (__TEXT,__text) non-external _sb_mutable_buffer_release
0000000182eea34c (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
0000000182eea3f4 (__TEXT,__text) non-external _sb_mutable_buffer_write
0000000182eee58c (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
0000000182ef8428 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
0000000182eee62c (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
0000000182eee63c (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
0000000182eee634 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
0000000182eee524 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
0000000182eee3d0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
0000000182eee84c (__TEXT,__text) non-external _sb_packbuff_pack_item
0000000182ef84e8 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
0000000182ef8514 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000182eee9c4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000182eee990 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
0000000182eee834 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
0000000182eee460 (__TEXT,__text) non-external _sb_packbuff_realloc
0000000182eee6d0 (__TEXT,__text) non-external _sb_packbuff_unpack_item
0000000182ef84bc (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
0000000182eeea9c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
0000000182eee7b0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
0000000182eee65c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
0000000182ee06f0 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
0000000182ed9804 (__TEXT,__text) non-external _sb_pattern_new
0000000182ed8b68 (__TEXT,__text) non-external _sb_pattern_prefix
0000000182ede088 (__TEXT,__text) non-external _sb_pattern_regex
0000000182ed9d3c (__TEXT,__text) non-external _sb_pattern_release
0000000182ed9cd4 (__TEXT,__text) non-external _sb_pattern_retain
0000000182ee0ef4 (__TEXT,__text) non-external _sb_pattern_serialize
0000000182ef0254 (__TEXT,__text) non-external _sb_pattern_var_release
0000000182ef01ec (__TEXT,__text) non-external _sb_pattern_var_retain
0000000182ef0370 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
0000000182ef0560 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
0000000182eecc20 (__TEXT,__text) non-external _sb_pattern_varset_release
0000000182eecb54 (__TEXT,__text) non-external _sb_pattern_varset_retain
0000000182ef55c0 (__TEXT,__text) non-external _sb_policy_get_entry_point
0000000182ef54e4 (__TEXT,__text) non-external _sb_policy_is_equivalent
0000000182ef5484 (__TEXT,__text) non-external _sb_policy_is_operation_supported
0000000182ef561c (__TEXT,__text) non-external _sb_policy_iterate_entry_points
0000000182ef50cc (__TEXT,__text) non-external _sb_policy_new
0000000182ef5300 (__TEXT,__text) non-external _sb_policy_release
0000000182ef53b8 (__TEXT,__text) non-external _sb_policy_set_entry_point
0000000182ee3190 (__TEXT,__text) non-external _sb_profile_release
0000000182eecbbc (__TEXT,__text) non-external _sb_profile_set_pattern_variables
0000000182eecd4c (__TEXT,__text) non-external _sb_program_add_source_buffer
0000000182eceeb0 (__TEXT,__text) non-external _sb_program_source_alloc
0000000182ee19b8 (__TEXT,__text) non-external _sb_realloc
0000000182ee059c (__TEXT,__text) non-external _sb_regex_release
0000000182ee2f2c (__TEXT,__text) non-external _sb_sbpl_parser_release
0000000182ee0478 (__TEXT,__text) non-external _sb_textbuf_get_length
0000000182edaa2c (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
0000000182ece894 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
0000000182ee065c (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
0000000182ef1fc4 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
0000000182ee62c0 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
0000000182ef22f8 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
0000000182ee3e18 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
0000000182ee2dd8 (__TEXT,__text) non-external _sb_visitor_has_visited
0000000182ee2a3c (__TEXT,__text) non-external _sb_visitor_new
0000000182ee2e88 (__TEXT,__text) non-external _sb_visitor_release
0000000182ef56a8 (__TEXT,__text) non-external _sb_warn
0000000182f15537 (__TEXT,__const) non-external _sbpl1_scm
0000000182f15f47 (__TEXT,__const) non-external _sbpl2_scm
0000000182ef36d4 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
0000000182ef306c (__TEXT,__text) non-external _sbpl_filter_eqv
0000000182ef35b4 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
0000000182ef2f20 (__TEXT,__text) non-external _sbpl_operation_eqv
0000000182f0f1f0 (__TEXT,__const) non-external _sbpl_scm
0000000182ee2844 (__TEXT,__text) non-external (was a private external) _scheme_call
0000000182ed6348 (__TEXT,__text) non-external (was a private external) _scheme_define
0000000182ee2ffc (__TEXT,__text) non-external (was a private external) _scheme_deinit
0000000182ecfb28 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
0000000182eed5ac (__TEXT,__text) non-external (was a private external) _scheme_error
0000000182eed91c (__TEXT,__text) non-external (was a private external) _scheme_errorf
0000000182ee2030 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
0000000182ee27f8 (__TEXT,__text) non-external (was a private external) _scheme_global
0000000182ecf530 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
0000000182ecf4d0 (__TEXT,__text) non-external (was a private external) _scheme_init_new
0000000182ed6a70 (__TEXT,__text) non-external (was a private external) _scheme_load_file
0000000182ed06fc (__TEXT,__text) non-external (was a private external) _scheme_load_string
0000000182ed724c (__TEXT,__text) non-external (was a private external) _scheme_push_string
0000000182eed98c (__TEXT,__text) non-external (was a private external) _scheme_quit
0000000182ed06d0 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
0000000182ed0608 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
0000000182ed0610 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
0000000182eed438 (__TEXT,__text) non-external (was a private external) _scheme_write_to_string
0000000182edbc90 (__TEXT,__text) non-external _shallow_copy_node
0000000182ee6ab0 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
0000000182ee903c (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
0000000182ed0430 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
0000000182ee2028 (__TEXT,__text) non-external (was a private external) _string_length
0000000182ed8b60 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
0000000182ed63c4 (__TEXT,__text) non-external (was a private external) _symname
0000000182ee3e70 (__TEXT,__text) non-external _synthesize_logical_conditions
0000000182ef6abc (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00000001da504cf8 (__AUTH_CONST,__const) non-external _tests
0000000182ed1c38 (__TEXT,__text) non-external _token
0000000182ee2bbc (__TEXT,__text) non-external _traverse_postorder
0000000182ef4f20 (__TEXT,__text) non-external _traverse_preorder
0000000182ef7880 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
0000000182ef4d08 (__TEXT,__text) non-external _unicode_decompose
0000000182edb2d8 (__TEXT,__text) non-external _unicode_decomposeable
0000000182ef4d94 (__TEXT,__text) non-external _unicode_recursive_decompose
0000000182f15fa7 (__TEXT,__const) non-external _utf_extrabytes
                 (undefined) external _uuid_unparse_lower (from libSystem)
0000000182ef32f8 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
0000000182ef4b08 (__TEXT,__text) non-external _version
0000000182ef8028 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
0000000182ed6450 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
