00007ff841cdf250 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff8039fa668 (__TEXT,__text) non-external _mk_atom
00007ff803a08caa (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff803a13dd0 (__TEXT,__text) non-external _mk_empty_string
00007ff8039fd690 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff8039fd6c7 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff803a012f2 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff8039fdeb0 (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff8039fb2c7 (__TEXT,__text) non-external _mk_sharp_const
00007ff803a12d06 (__TEXT,__text) non-external _mk_sharp_integer
00007ff8039f7787 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff8039f7597 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff8039f71f2 (__TEXT,__text) non-external _mk_vector
00007ff803a1f096 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff840519b40 (__DATA_CONST,__const) non-external _modifier_info
00007ff803a08e06 (__TEXT,__text) non-external _move_to_next_node
00007ff803a1cc41 (__TEXT,__text) non-external _msgfilter_free_callback
00007ff803a0b2c1 (__TEXT,__text) non-external _negate_instruction
00007ff840518ce0 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff8039f7445 (__TEXT,__text) non-external _new_frame_in_env
00007ff8039f7861 (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff803a42770 (__TEXT,__const) non-external _nfBasicCF
00007ff803a3eb80 (__TEXT,__const) non-external _nfTrieHi
00007ff803a43170 (__TEXT,__const) non-external _nfTrieLo
00007ff803a41590 (__TEXT,__const) non-external _nfTrieMid
00007ff803a3f1b0 (__TEXT,__const) non-external _nfU16InvMasks
00007ff803a3f2c0 (__TEXT,__const) non-external _nfU16Seq2
00007ff803a3fee0 (__TEXT,__const) non-external _nfU16Seq3
00007ff803a40420 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff803a405b0 (__TEXT,__const) non-external _nfU32Char
00007ff803a41430 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff8039fc9ac (__TEXT,__text) non-external _num_eq
00007ff803a038dd (__TEXT,__text) non-external _num_ge
00007ff803a08cff (__TEXT,__text) non-external _num_gt
00007ff803a12ed9 (__TEXT,__text) non-external _num_le
00007ff803a12e95 (__TEXT,__text) non-external _num_lt
00007ff803a13942 (__TEXT,__text) non-external _num_mod
00007ff84392e2b8 (__DATA_DIRTY,__bss) non-external _num_one
00007ff803a138d4 (__TEXT,__text) non-external _num_rem
00007ff84392e2a8 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff803a01335 (__TEXT,__text) non-external (was a private external) _objvalue
00007ff8039f765a (__TEXT,__text) non-external _oblist_add_by_name
00007ff8039f75c6 (__TEXT,__text) non-external _oblist_find_by_name
00007ff803a0633a (__TEXT,__text) non-external _op_concat
00007ff803a06880 (__TEXT,__text) non-external _operand_release
00007ff803a1b30f (__TEXT,__text) non-external _operation_expand
00007ff84051a540 (__DATA_CONST,__const) non-external _operation_info
00007ff840519f20 (__DATA_CONST,__const) non-external _operation_names
00007ff803a1b5a7 (__TEXT,__text) non-external _operations_allowed_by_default
00007ff803a1abf0 (__TEXT,__text) non-external _operator_name
00007ff803a06170 (__TEXT,__text) non-external _operator_precedence
00007ff8039f8022 (__TEXT,__text) non-external _opexe_0
00007ff803a1f0b9 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff803a1f0dc (__TEXT,__text) non-external _opexe_0.cold.2
00007ff8039fa900 (__TEXT,__text) non-external _opexe_1
00007ff8039fb4e8 (__TEXT,__text) non-external _opexe_2
00007ff8039fc480 (__TEXT,__text) non-external _opexe_3
00007ff8039fcb68 (__TEXT,__text) non-external _opexe_4
00007ff8039f9554 (__TEXT,__text) non-external _opexe_5
00007ff803a123b0 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff8039ff251 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff8039ff29f (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff803a00146 (__TEXT,__text) non-external _parse_pattern
00007ff803a1aaa9 (__TEXT,__text) non-external _peek_operand
00007ff803a3a450 (__TEXT,__const) non-external _policy_scm
00007ff803a17475 (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff803a1781c (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff8039fe527 (__TEXT,__text) non-external _port_close
00007ff803a130fc (__TEXT,__text) non-external _port_from_file
00007ff8039f79d7 (__TEXT,__text) non-external _port_from_string
00007ff8039ff9b8 (__TEXT,__text) non-external _port_rep_from_file
00007ff803a1144c (__TEXT,__text) non-external _previously_emitted_buffer
00007ff803a16e12 (__TEXT,__text) non-external _previously_emitted_condition
00007ff803a1420d (__TEXT,__text) non-external _printatom
00007ff803a13e52 (__TEXT,__text) non-external _printslashstring
00007ff840518070 (__DATA_CONST,__const) non-external _profile_dirs
00007ff803a16a58 (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff803a16a28 (__TEXT,__text) non-external _profile_has_message_filters
00007ff803a0853c (__TEXT,__text) non-external _push_bytes
00007ff803a06f5d (__TEXT,__text) non-external _push_byteset
00007ff803a1ab84 (__TEXT,__text) non-external _push_byteset_skip
00007ff803a086f9 (__TEXT,__text) non-external _push_jne_instr
00007ff803a061b7 (__TEXT,__text) non-external _push_literal
00007ff803a0886d (__TEXT,__text) non-external _push_match_sequence_instr
00007ff803a1dc6c (__TEXT,__text) non-external _push_match_variable_instr
00007ff803a12cc4 (__TEXT,__text) non-external _push_nop
00007ff803a1ac60 (__TEXT,__text) non-external _push_operand
00007ff803a05c9f (__TEXT,__text) non-external _push_operator
00007ff803a1ddc8 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff803a1aaf7 (__TEXT,__text) non-external _push_seek
00007ff803a1dd19 (__TEXT,__text) non-external _push_seek_byte_instr
00007ff803a1305c (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff803a13010 (__TEXT,__text) non-external (was a private external) _putstr
00007ff803a14170 (__TEXT,__text) non-external _readsharpstrexp
00007ff8039fa5b3 (__TEXT,__text) non-external _readstr_upto
00007ff803a13f7d (__TEXT,__text) non-external _readstrexp
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00007ff803a115d3 (__TEXT,__text) non-external _record_buffer_data
00007ff803a116e1 (__TEXT,__text) non-external _record_condition_data
00007ff803a08a4d (__TEXT,__text) non-external _regex_quote
00007ff803a1ab3c (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff803a0e271 (__TEXT,__text) non-external _reorder_condition
00007ff803a0e366 (__TEXT,__text) non-external _reorder_condition_list
00007ff803a1adfb (__TEXT,__text) non-external _reorder_policy
00007ff803a0395d (__TEXT,__text) non-external _reverse
00007ff8039fda92 (__TEXT,__text) non-external (was a private external) _s_cons
00007ff8039fd54b (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff8039f9088 (__TEXT,__text) non-external _s_save
00007ff803a11ce1 (__TEXT,__text) external _sandbox_apply
00007ff803a11cfb (__TEXT,__text) external _sandbox_apply_container
00007ff803a14954 (__TEXT,__text) external _sandbox_compile_entitlements
00007ff8039f3e4f (__TEXT,__text) external _sandbox_compile_file
00007ff8039f3db6 (__TEXT,__text) external _sandbox_compile_named
00007ff803a129d1 (__TEXT,__text) external _sandbox_compile_string
00007ff803a152d0 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff8039f3c80 (__TEXT,__text) external _sandbox_create_params
00007ff803a156cf (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff803a11dca (__TEXT,__text) external _sandbox_free_params
00007ff803a11d8d (__TEXT,__text) external _sandbox_free_profile
00007ff803a14a83 (__TEXT,__text) external _sandbox_inspect_pid
00007ff803a14b82 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff803a152e5 (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff803a15780 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff803a1497d (__TEXT,__text) external _sandbox_register_profile
00007ff803a15b16 (__TEXT,__text) external _sandbox_register_sync_root
00007ff8039f3cd0 (__TEXT,__text) external _sandbox_set_param
00007ff803a14c02 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff803a14c1a (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff803a14a56 (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff803a14a11 (__TEXT,__text) external _sandbox_unregister_profile
00007ff803a14b8d (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff803a14bea (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff803a14b9c (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff803a14f24 (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff803a15d36 (__TEXT,__text) non-external _sb_annotation_destroy
00007ff803a15c5c (__TEXT,__text) non-external _sb_annotation_list_copy
00007ff803a104cf (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff803a16664 (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff803a16441 (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff803a16558 (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff803a165e3 (__TEXT,__text) non-external _sb_bitmask_iterate_set
00007ff803a163d2 (__TEXT,__text) non-external _sb_bitmask_release
00007ff803a1637f (__TEXT,__text) non-external _sb_bitmask_retain
00007ff8039f635e (__TEXT,__text) non-external _sb_buffer_alloc
00007ff803a07301 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff803a07392 (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff803a0898e (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff803a0078e (__TEXT,__text) non-external _sb_buffer_release
00007ff803a07781 (__TEXT,__text) non-external _sb_buffer_retain
00007ff803a166a8 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff803a0733d (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff803a06d59 (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff803a18183 (__TEXT,__text) non-external _sb_byteset_copy
00007ff803a06fca (__TEXT,__text) non-external _sb_byteset_get_population
00007ff803a0fa12 (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff803a090b2 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff803a06eb1 (__TEXT,__text) non-external _sb_byteset_negate
00007ff803a06d11 (__TEXT,__text) non-external _sb_byteset_new
00007ff803a06e53 (__TEXT,__text) non-external _sb_byteset_release
00007ff803a06e00 (__TEXT,__text) non-external _sb_byteset_retain
00007ff803a0920b (__TEXT,__text) non-external _sb_byteset_union
00007ff803a180ac (__TEXT,__text) non-external _sb_byteset_with_range
00007ff8039f6212 (__TEXT,__text) non-external _sb_calloc
00007ff803a1838b (__TEXT,__text) non-external _sb_condition_boolean
00007ff803a03bad (__TEXT,__text) non-external _sb_condition_conjunction
00007ff803a127ed (__TEXT,__text) non-external _sb_condition_constant
00007ff803a0105b (__TEXT,__text) non-external _sb_condition_disjunction
00007ff803a18ce3 (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff803a18b94 (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff803a0c1fc (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff803a03e78 (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff803a0b54c (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff803a04566 (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff803a1123d (__TEXT,__text) non-external _sb_condition_is_integer
00007ff803a18c7a (__TEXT,__text) non-external _sb_condition_is_network
00007ff803a0c442 (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff803a00be0 (__TEXT,__text) non-external _sb_condition_is_regex
00007ff803a18c08 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff803a0c5bd (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff803a00c4a (__TEXT,__text) non-external _sb_condition_list_append
00007ff803a0cb81 (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff803a0c78e (__TEXT,__text) non-external _sb_condition_list_copy
00007ff803a078a4 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff803a18dd6 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff803a035f2 (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff803a0f548 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff803a03775 (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff803a0d152 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff8039ff185 (__TEXT,__text) non-external _sb_condition_list_new
00007ff8039ff8dd (__TEXT,__text) non-external _sb_condition_list_release
00007ff803a0c890 (__TEXT,__text) non-external _sb_condition_list_remove
00007ff803a0d95c (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff803a0b398 (__TEXT,__text) non-external _sb_condition_negation
00007ff803a1233b (__TEXT,__text) non-external _sb_condition_network
00007ff803a008c8 (__TEXT,__text) non-external _sb_condition_new
00007ff803a06caa (__TEXT,__text) non-external _sb_condition_pattern
00007ff803a0141a (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff803a00ef6 (__TEXT,__text) non-external _sb_condition_release
00007ff803a076bd (__TEXT,__text) non-external _sb_condition_string
00007ff8039f5ed0 (__TEXT,__text) non-external _sb_context_intern_string
00007ff8039ff5cb (__TEXT,__text) non-external _sb_context_release
00007ff8039ff54d (__TEXT,__text) non-external _sb_context_release_modification
00007ff8039f5da8 (__TEXT,__text) non-external _sb_context_retain
00007ff803a18e33 (__TEXT,__text) non-external _sb_context_retain_modification
00007ff803a19178 (__TEXT,__text) non-external _sb_error_fatal
00007ff803a19400 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff803a1921f (__TEXT,__text) non-external _sb_error_for_instruction
00007ff803a071a7 (__TEXT,__text) non-external _sb_error_new
00007ff840518c08 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff803a0708d (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff803a18ff3 (__TEXT,__text) non-external _sb_error_set_with_description
00007ff803a190d1 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff803a19051 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff8039fdee1 (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff803a196fc (__TEXT,__text) non-external _sb_filter_has_atom_namespace
00007ff803a00a99 (__TEXT,__text) non-external _sb_filter_has_dependency
00007ff84392e2c8 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff84392e2d8 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff8039ffbec (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00007ff803a196bf (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
00007ff8039ffcfb (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff803a02695 (__TEXT,__text) non-external _sb_fsa_copy
00007ff803a024eb (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff803a028dc (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff803a0dcc7 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff803a0dbbe (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff803a16326 (__TEXT,__text) non-external _sb_fsa_may_backtrack
00007ff803a08f12 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff803a09303 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff803a08e6f (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff803a06c05 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff803a0228d (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff803a02496 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff803a15ebb (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff803a00666 (__TEXT,__text) non-external _sb_fsa_release
00007ff803a03420 (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff803a005a3 (__TEXT,__text) non-external _sb_fsa_retain
00007ff803a02408 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff803a08d48 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff8039f6268 (__TEXT,__text) non-external _sb_hash_compute
00007ff803a14a9b (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff8039f6585 (__TEXT,__text) non-external _sb_instr_action
00007ff803a01341 (__TEXT,__text) non-external _sb_instr_conditional
00007ff803a1980c (__TEXT,__text) non-external _sb_instr_deep_copy
00007ff803a0fa74 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff803a0b637 (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff803a0b06e (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff803a19920 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff803a19778 (__TEXT,__text) non-external _sb_instr_jump
00007ff8039f65ea (__TEXT,__text) non-external _sb_instr_new
00007ff8039f67aa (__TEXT,__text) non-external _sb_instr_release
00007ff803a0b258 (__TEXT,__text) non-external _sb_instr_replace
00007ff8039f6697 (__TEXT,__text) non-external _sb_instr_retain
00007ff803a0b79e (__TEXT,__text) non-external _sb_instr_set_condition
00007ff803a0760b (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff803a0d876 (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff8039f66f4 (__TEXT,__text) non-external _sb_instr_track
00007ff8039f62b9 (__TEXT,__text) non-external _sb_malloc
00007ff803a19ea2 (__TEXT,__text) non-external _sb_modifier_get_name
00007ff803a04b2d (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff8039ff3dc (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff8039ff449 (__TEXT,__text) non-external _sb_modifiers_release
00007ff803a1a021 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
00007ff803a1a107 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
00007ff803a19ee7 (__TEXT,__text) non-external _sb_modifiers_set_modifier
00007ff803a19fcc (__TEXT,__text) non-external _sb_modifiers_set_signal
00007ff803a19d6e (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff803a19cdc (__TEXT,__text) non-external _sb_msgfilter_release
00007ff803a11ac8 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff803a09d22 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff803a11be1 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff803a10561 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff803a105e9 (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff803a1442d (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff803a1f217 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff803a1449f (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff803a144b3 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff803a144a9 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff803a143bf (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff803a142b4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff803a14683 (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff803a1f2ac (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff803a1f2cf (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff803a147df (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff803a147ac (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff803a1466a (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff803a14326 (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff803a1453d (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff803a1f289 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff803a1488e (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff803a145fb (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff803a144e6 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff803a07515 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff803a005ff (__TEXT,__text) non-external _sb_pattern_new
00007ff8039ffc48 (__TEXT,__text) non-external _sb_pattern_prefix
00007ff803a04d0e (__TEXT,__text) non-external _sb_pattern_regex
00007ff803a00b40 (__TEXT,__text) non-external _sb_pattern_release
00007ff803a00aed (__TEXT,__text) non-external _sb_pattern_retain
00007ff803a07c23 (__TEXT,__text) non-external _sb_pattern_serialize
00007ff803a1ea13 (__TEXT,__text) non-external _sb_pattern_var_release
00007ff803a1e9be (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff803a1eb04 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff803a1ecf5 (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff803a1ee4d (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff803a128cd (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff803a12822 (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff803a1a82f (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff803a1a7ef (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff803a1a871 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff803a1a4c4 (__TEXT,__text) non-external _sb_policy_new
00007ff803a1a6c7 (__TEXT,__text) non-external _sb_policy_release
00007ff803a1a750 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff803a09c7c (__TEXT,__text) non-external _sb_profile_release
00007ff803a1287e (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff803a12a03 (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff8039f63e3 (__TEXT,__text) non-external _sb_program_source_alloc
00007ff803a0869c (__TEXT,__text) non-external _sb_realloc
00007ff803a073e2 (__TEXT,__text) non-external _sb_regex_release
00007ff803a09a08 (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff803a1dedb (__TEXT,__text) non-external _sb_source_info_copy
00007ff803a072cc (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff803a0167c (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff8039f5e03 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff803a0747a (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff803a1a2b3 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff803a18f83 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff803a0cdfa (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff803a1af48 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff803a0a77f (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff803a1df4b (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
00007ff803a098f7 (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff803a09580 (__TEXT,__text) non-external _sb_visitor_new
00007ff803a0998a (__TEXT,__text) non-external _sb_visitor_release
00007ff803a1eee3 (__TEXT,__text) non-external _sb_warn
00007ff803a3d5b0 (__TEXT,__const) non-external _sbpl1_scm
00007ff803a3e370 (__TEXT,__const) non-external _sbpl2_scm
00007ff803a3e7a0 (__TEXT,__const) non-external _sbpl3_scm
00007ff803a1b8d1 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff803a1c0be (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff803a1bae9 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff803a1c18c (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff803a368f0 (__TEXT,__const) non-external _sbpl_scm
00007ff803a13096 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
00007ff803a1f050 (__TEXT,__text) non-external _scheme_backtrace.cold.1
00007ff803a0940e (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff8039fd632 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff803a09abf (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff8039f6fc5 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff803a132c4 (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff803a1367b (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff803a08c9a (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff803a12f54 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
00007ff803a12f4a (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
00007ff803a12f32 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
00007ff803a093d0 (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff8039f697c (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff8039f6938 (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff8039fdc4f (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff8039f7a85 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff8039fe3e5 (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff803a13766 (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff8039f7a63 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff8039f79a5 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff8039f79b4 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff803a13139 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
00007ff803a02b3b (__TEXT,__text) non-external _shallow_copy_node
00007ff803a0d61a (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff803a0f418 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff8039f77e6 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff803a08c8f (__TEXT,__text) non-external (was a private external) _string_length
00007ff8039ffbd5 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff803a1dd69 (__TEXT,__text) non-external _submatch_end
00007ff8039fd682 (__TEXT,__text) non-external (was a private external) _symname
00007ff803a137ea (__TEXT,__text) non-external _syntaxnum
00007ff803a0a7d2 (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff803a19b30 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007ff840517f70 (__DATA_CONST,__const) non-external _tests
00007ff8039f9110 (__TEXT,__text) non-external _token
00007ff803a096f7 (__TEXT,__text) non-external _traverse_postorder
