00007ffb0b30a5c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb0b307b53 (__TEXT,__text) external _glWeightPointerARB
00007ffb0b307a5b (__TEXT,__text) external _glWeightbvARB
00007ffb0b307ad7 (__TEXT,__text) external _glWeightdvARB
00007ffb0b307ab8 (__TEXT,__text) external _glWeightfvARB
00007ffb0b307a99 (__TEXT,__text) external _glWeightivARB
00007ffb0b307a7a (__TEXT,__text) external _glWeightsvARB
00007ffb0b307af6 (__TEXT,__text) external _glWeightubvARB
00007ffb0b307b34 (__TEXT,__text) external _glWeightuivARB
00007ffb0b307b15 (__TEXT,__text) external _glWeightusvARB
00007ffb0b303c38 (__TEXT,__text) external _glWindowPos2d
00007ffb0b308203 (__TEXT,__text) external _glWindowPos2dARB
00007ffb0b303c52 (__TEXT,__text) external _glWindowPos2dv
00007ffb0b30821d (__TEXT,__text) external _glWindowPos2dvARB
00007ffb0b303c6f (__TEXT,__text) external _glWindowPos2f
00007ffb0b30823a (__TEXT,__text) external _glWindowPos2fARB
00007ffb0b303c89 (__TEXT,__text) external _glWindowPos2fv
00007ffb0b308254 (__TEXT,__text) external _glWindowPos2fvARB
00007ffb0b303ca6 (__TEXT,__text) external _glWindowPos2i
00007ffb0b308271 (__TEXT,__text) external _glWindowPos2iARB
00007ffb0b303cc4 (__TEXT,__text) external _glWindowPos2iv
00007ffb0b30828f (__TEXT,__text) external _glWindowPos2ivARB
00007ffb0b303ce1 (__TEXT,__text) external _glWindowPos2s
00007ffb0b3082ac (__TEXT,__text) external _glWindowPos2sARB
00007ffb0b303cff (__TEXT,__text) external _glWindowPos2sv
00007ffb0b3082ca (__TEXT,__text) external _glWindowPos2svARB
00007ffb0b303d1c (__TEXT,__text) external _glWindowPos3d
00007ffb0b3082e7 (__TEXT,__text) external _glWindowPos3dARB
00007ffb0b303d36 (__TEXT,__text) external _glWindowPos3dv
00007ffb0b308301 (__TEXT,__text) external _glWindowPos3dvARB
00007ffb0b303d53 (__TEXT,__text) external _glWindowPos3f
00007ffb0b30831e (__TEXT,__text) external _glWindowPos3fARB
00007ffb0b303d6d (__TEXT,__text) external _glWindowPos3fv
00007ffb0b308338 (__TEXT,__text) external _glWindowPos3fvARB
00007ffb0b303d8a (__TEXT,__text) external _glWindowPos3i
00007ffb0b308355 (__TEXT,__text) external _glWindowPos3iARB
00007ffb0b303dab (__TEXT,__text) external _glWindowPos3iv
00007ffb0b308376 (__TEXT,__text) external _glWindowPos3ivARB
00007ffb0b303dc8 (__TEXT,__text) external _glWindowPos3s
00007ffb0b308393 (__TEXT,__text) external _glWindowPos3sARB
00007ffb0b303de9 (__TEXT,__text) external _glWindowPos3sv
00007ffb0b3083b4 (__TEXT,__text) external _glWindowPos3svARB
00007ffb4324a660 (__DATA_DIRTY,__common) external _gll_noop
