00007fff6e81f5fa (__TEXT,__text) external _DriverExecutableMain
00007fff6e8265c0 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007fff6e82667c (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007fff6e82664a (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007fff6e826690 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007fff6e82614a (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007fff6e826470 (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007fff6e82648c (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007fff6e826514 (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007fff6e82612e (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007fff6e826464 (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007fff6e825ff4 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007fff6e826036 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007fff6e837790 (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007fff6e826aee (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007fff6e826afa (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007fff6e826b1e (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007fff6e826b42 (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007fff6e826b60 (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007fff6e826b82 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007fff6e826bee (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007fff6e81dd78 (__TEXT,__text) external __ZNK8OSObject6retainEv
00007fff6e838aec (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007fff6e838b0f (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
00007fff6e81dd9e (__TEXT,__text) external __ZNK8OSObject7releaseEv
00007fff6e838b32 (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
00007fff6e8269ae (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
00007fff6e8269a4 (__TEXT,__text) external __ZNK8OSString9getLengthEv
00007fff6e8269e6 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
00007fff6e826712 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
00007fff6e826a32 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
00007fff6e826a3e (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
00007fff6e826cc0 (__TEXT,__text) external __ZNK9OSBoolean6retainEv
00007fff6e826cc6 (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
00007fff8d1ac138 (__DATA_CONST,__const) external __ZTI11IOMemoryMap
00007fff8d1aabf0 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSContainer
00007fff8d1aabc8 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSInterface
00007fff8d1ab508 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSMetaClass
00007fff85d81dc0 (__DATA,__const_weak) external __ZTI12IODMACommand
00007fff85d81e60 (__DATA,__const_weak) external __ZTI12IOUserClient
00007fff8d1aca88 (__DATA_CONST,__const) external __ZTI12IOUserServer
00007fff8d1aac40 (__DATA_CONST,__const) external __ZTI12OSCollection
00007fff8d1aad68 (__DATA_CONST,__const) external __ZTI12OSDictionary
00007fff8d1aba78 (__DATA_CONST,__const) external __ZTI15IODispatchQueue
00007fff8d1aaf30 (__DATA_CONST,__const) non-external (was a private external) __ZTI15OSDataInterface
00007fff8d1ad198 (__DATA_CONST,__const) external __ZTI15OSDataMetaClass
00007fff8d1aa780 (__DATA_CONST,__const) external __ZTI15OSMetaClassBase
00007fff8d1ab228 (__DATA_CONST,__const) external __ZTI15OSSerialization
00007fff8d1abc28 (__DATA_CONST,__const) external __ZTI16IODispatchSource
00007fff8d1aae78 (__DATA_CONST,__const) non-external (was a private external) __ZTI16OSArrayInterface
00007fff8d1acd50 (__DATA_CONST,__const) external __ZTI16OSArrayMetaClass
00007fff8d1acc20 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSActionInterface
00007fff8d1acba0 (__DATA_CONST,__const) external __ZTI17OSActionMetaClass
00007fff8d1ab0a0 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSNumberInterface
00007fff8d1ad388 (__DATA_CONST,__const) external __ZTI17OSNumberMetaClass
00007fff8d1ad500 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSObjectInterface
00007fff8d1ad480 (__DATA_CONST,__const) external __ZTI17OSObjectMetaClass
00007fff8d1aafe8 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSStringInterface
00007fff8d1ad728 (__DATA_CONST,__const) external __ZTI17OSStringMetaClass
00007fff8d1abf88 (__DATA_CONST,__const) external __ZTI18IOMemoryDescriptor
00007fff8d1ac2d0 (__DATA_CONST,__const) non-external (was a private external) __ZTI18IOServiceInterface
00007fff8d1ac250 (__DATA_CONST,__const) external __ZTI18IOServiceMetaClass
00007fff8d1ab158 (__DATA_CONST,__const) non-external (was a private external) __ZTI18OSBooleanInterface
00007fff8d1ace48 (__DATA_CONST,__const) external __ZTI18OSBooleanMetaClass
00007fff8d1ac120 (__DATA_CONST,__const) non-external (was a private external) __ZTI20IOMemoryMapInterface
00007fff8d1ac0a0 (__DATA_CONST,__const) external __ZTI20IOMemoryMapMetaClass
00007fff8d1aabd8 (__DATA_CONST,__const) non-external (was a private external) __ZTI20OSContainerInterface
00007fff8d1ad038 (__DATA_CONST,__const) external __ZTI20OSContainerMetaClass
00007fff85d81da8 (__DATA,__const_weak) weak external __ZTI21IODMACommandInterface
00007fff8d1ab6d0 (__DATA_CONST,__const) external __ZTI21IODMACommandMetaClass
00007fff8d1ac5f8 (__DATA_CONST,__const) external __ZTI21IOTimerDispatchSource
00007fff85d81e48 (__DATA,__const_weak) weak external __ZTI21IOUserClientInterface
00007fff8d1ac7b0 (__DATA_CONST,__const) external __ZTI21IOUserClientMetaClass
00007fff8d1aca70 (__DATA_CONST,__const) non-external (was a private external) __ZTI21IOUserServerInterface
00007fff8d1ac9f0 (__DATA_CONST,__const) external __ZTI21IOUserServerMetaClass
00007fff8d1aac28 (__DATA_CONST,__const) non-external (was a private external) __ZTI21OSCollectionInterface
00007fff8d1acf40 (__DATA_CONST,__const) external __ZTI21OSCollectionMetaClass
00007fff8d1aad50 (__DATA_CONST,__const) non-external (was a private external) __ZTI21OSDictionaryInterface
00007fff8d1ad290 (__DATA_CONST,__const) external __ZTI21OSDictionaryMetaClass
00007fff8d1ad958 (__DATA_CONST,__const) external __ZTI21_IOBlockStorageDevice
00007fff8d1ab5b8 (__DATA_CONST,__const) external __ZTI24IOBufferMemoryDescriptor
00007fff8d1aba60 (__DATA_CONST,__const) non-external (was a private external) __ZTI24IODispatchQueueInterface
00007fff8d1ab9e0 (__DATA_CONST,__const) external __ZTI24IODispatchQueueMetaClass
00007fff8d1ab210 (__DATA_CONST,__const) non-external (was a private external) __ZTI24OSSerializationInterface
00007fff8d1ad630 (__DATA_CONST,__const) external __ZTI24OSSerializationMetaClass
00007fff8d1ab8c8 (__DATA_CONST,__const) external __ZTI25IODataQueueDispatchSource
00007fff8d1abc10 (__DATA_CONST,__const) non-external (was a private external) __ZTI25IODispatchSourceInterface
00007fff8d1abb90 (__DATA_CONST,__const) external __ZTI25IODispatchSourceMetaClass
00007fff8d1abdd8 (__DATA_CONST,__const) external __ZTI25IOInterruptDispatchSource
00007fff8d1abf70 (__DATA_CONST,__const) non-external (was a private external) __ZTI27IOMemoryDescriptorInterface
00007fff8d1abef0 (__DATA_CONST,__const) external __ZTI27IOMemoryDescriptorMetaClass
00007fff8d1ac5e0 (__DATA_CONST,__const) non-external (was a private external) __ZTI30IOTimerDispatchSourceInterface
00007fff8d1ac560 (__DATA_CONST,__const) external __ZTI30IOTimerDispatchSourceMetaClass
00007fff8d1ad940 (__DATA_CONST,__const) non-external (was a private external) __ZTI30_IOBlockStorageDeviceInterface
00007fff8d1ad8c0 (__DATA_CONST,__const) external __ZTI30_IOBlockStorageDeviceMetaClass
00007fff8d1ab5a0 (__DATA_CONST,__const) non-external (was a private external) __ZTI33IOBufferMemoryDescriptorInterface
00007fff8d1ab520 (__DATA_CONST,__const) external __ZTI33IOBufferMemoryDescriptorMetaClass
00007fff8d1ab8b0 (__DATA_CONST,__const) non-external (was a private external) __ZTI34IODataQueueDispatchSourceInterface
00007fff8d1ab830 (__DATA_CONST,__const) external __ZTI34IODataQueueDispatchSourceMetaClass
00007fff8d1abdc0 (__DATA_CONST,__const) non-external (was a private external) __ZTI34IOInterruptDispatchSourceInterface
00007fff8d1abd40 (__DATA_CONST,__const) external __ZTI34IOInterruptDispatchSourceMetaClass
00007fff85d81e10 (__DATA,__const_weak) external __ZTI35IOServiceNotificationDispatchSource
00007fff85d81eb0 (__DATA,__const_weak) external __ZTI38OSAction_IOUserClient_KernelCompletion
00007fff85d81df8 (__DATA,__const_weak) weak external __ZTI44IOServiceNotificationDispatchSourceInterface
00007fff8d1ac400 (__DATA_CONST,__const) external __ZTI44IOServiceNotificationDispatchSourceMetaClass
00007fff85d81e98 (__DATA,__const_weak) weak external __ZTI47OSAction_IOUserClient_KernelCompletionInterface
00007fff8d1ac890 (__DATA_CONST,__const) external __ZTI47OSAction_IOUserClient_KernelCompletionMetaClass
00007fff85d81f00 (__DATA,__const_weak) external __ZTI47OSAction__IOBlockStorageDevice_KernelCompletion
00007fff85d81ee8 (__DATA,__const_weak) weak external __ZTI56OSAction__IOBlockStorageDevice_KernelCompletionInterface
00007fff8d1ad9d0 (__DATA_CONST,__const) external __ZTI56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007fff8d1aaf48 (__DATA_CONST,__const) external __ZTI6OSData
00007fff8d1aae90 (__DATA_CONST,__const) external __ZTI7OSArray
00007fff8d1acc38 (__DATA_CONST,__const) external __ZTI8OSAction
00007fff8d1ab0b8 (__DATA_CONST,__const) external __ZTI8OSNumber
00007fff8d1ad518 (__DATA_CONST,__const) external __ZTI8OSObject
00007fff8d1ab000 (__DATA_CONST,__const) external __ZTI8OSString
00007fff8d1ac2e8 (__DATA_CONST,__const) external __ZTI9IOService
00007fff8d1ab170 (__DATA_CONST,__const) external __ZTI9OSBoolean
00007fff6e83ba6d (__TEXT,__const) external __ZTS11IOMemoryMap
00007fff6e83d0b8 (__TEXT,__const) non-external (was a private external) __ZTS11OSContainer
00007fff6e83c280 (__TEXT,__const) non-external (was a private external) __ZTS11OSInterface
00007fff6e83ae08 (__TEXT,__const) non-external (was a private external) __ZTS11OSMetaClass
00007fff6e83ae16 (__TEXT,__const) external __ZTS12IODMACommand
00007fff6e83c45e (__TEXT,__const) external __ZTS12IOUserClient
00007fff6e83c81e (__TEXT,__const) external __ZTS12IOUserServer
00007fff6e83a9e8 (__TEXT,__const) external __ZTS12OSCollection
00007fff6e83aa12 (__TEXT,__const) external __ZTS12OSDictionary
00007fff6e83b271 (__TEXT,__const) external __ZTS15IODispatchQueue
00007fff6e83aa5d (__TEXT,__const) non-external (was a private external) __ZTS15OSDataInterface
00007fff6e83d0e0 (__TEXT,__const) external __ZTS15OSDataMetaClass
00007fff6e83a9d0 (__TEXT,__const) external __ZTS15OSMetaClassBase
00007fff6e83aacb (__TEXT,__const) external __ZTS15OSSerialization
00007fff6e83b472 (__TEXT,__const) external __ZTS16IODispatchSource
00007fff6e83aa42 (__TEXT,__const) non-external (was a private external) __ZTS16OSArrayInterface
00007fff6e83cb58 (__TEXT,__const) external __ZTS16OSArrayMetaClass
00007fff6e83ca04 (__TEXT,__const) non-external (was a private external) __ZTS17OSActionInterface
00007fff6e83c9e0 (__TEXT,__const) external __ZTS17OSActionMetaClass
00007fff6e83aa97 (__TEXT,__const) non-external (was a private external) __ZTS17OSNumberInterface
00007fff6e83d390 (__TEXT,__const) external __ZTS17OSNumberMetaClass
00007fff6e83d554 (__TEXT,__const) non-external (was a private external) __ZTS17OSObjectInterface
00007fff6e83d530 (__TEXT,__const) external __ZTS17OSObjectMetaClass
00007fff6e83aa79 (__TEXT,__const) non-external (was a private external) __ZTS17OSStringInterface
00007fff6e83d808 (__TEXT,__const) external __ZTS17OSStringMetaClass
00007fff6e83b8b4 (__TEXT,__const) external __ZTS18IOMemoryDescriptor
00007fff6e83be16 (__TEXT,__const) non-external (was a private external) __ZTS18IOServiceInterface
00007fff6e83bdf0 (__TEXT,__const) external __ZTS18IOServiceMetaClass
00007fff6e83aab6 (__TEXT,__const) non-external (was a private external) __ZTS18OSBooleanInterface
00007fff6e83ccb0 (__TEXT,__const) external __ZTS18OSBooleanMetaClass
00007fff6e83ba7b (__TEXT,__const) non-external (was a private external) __ZTS20IOMemoryMapInterface
00007fff6e83ba50 (__TEXT,__const) external __ZTS20IOMemoryMapMetaClass
00007fff6e83d0c6 (__TEXT,__const) non-external (was a private external) __ZTS20OSContainerInterface
00007fff6e83cf60 (__TEXT,__const) external __ZTS20OSContainerMetaClass
00007fff6e83ae25 (__TEXT,__const) weak external __ZTS21IODMACommandInterface
00007fff6e83adf0 (__TEXT,__const) external __ZTS21IODMACommandMetaClass
00007fff6e83c247 (__TEXT,__const) external __ZTS21IOTimerDispatchSource
00007fff6e83c46d (__TEXT,__const) weak external __ZTS21IOUserClientInterface
00007fff6e83c440 (__TEXT,__const) external __ZTS21IOUserClientMetaClass
00007fff6e83c82d (__TEXT,__const) non-external (was a private external) __ZTS21IOUserServerInterface
00007fff6e83c800 (__TEXT,__const) external __ZTS21IOUserServerMetaClass
00007fff6e83a9fa (__TEXT,__const) non-external (was a private external) __ZTS21OSCollectionInterface
00007fff6e83ce08 (__TEXT,__const) external __ZTS21OSCollectionMetaClass
00007fff6e83aa21 (__TEXT,__const) non-external (was a private external) __ZTS21OSDictionaryInterface
00007fff6e83d238 (__TEXT,__const) external __ZTS21OSDictionaryMetaClass
00007fff6e83d9f7 (__TEXT,__const) external __ZTS21_IOBlockStorageDevice
00007fff6e83abca (__TEXT,__const) external __ZTS24IOBufferMemoryDescriptor
00007fff6e83b283 (__TEXT,__const) non-external (was a private external) __ZTS24IODispatchQueueInterface
00007fff6e83b250 (__TEXT,__const) external __ZTS24IODispatchQueueMetaClass
00007fff6e83aadd (__TEXT,__const) non-external (was a private external) __ZTS24OSSerializationInterface
00007fff6e83d6a8 (__TEXT,__const) external __ZTS24OSSerializationMetaClass
00007fff6e83b08b (__TEXT,__const) external __ZTS25IODataQueueDispatchSource
00007fff6e83b485 (__TEXT,__const) non-external (was a private external) __ZTS25IODispatchSourceInterface
00007fff6e83b450 (__TEXT,__const) external __ZTS25IODispatchSourceMetaClass
00007fff6e83b68b (__TEXT,__const) external __ZTS25IOInterruptDispatchSource
00007fff6e83b8c9 (__TEXT,__const) non-external (was a private external) __ZTS27IOMemoryDescriptorInterface
00007fff6e83b890 (__TEXT,__const) external __ZTS27IOMemoryDescriptorMetaClass
00007fff6e83c25f (__TEXT,__const) non-external (was a private external) __ZTS30IOTimerDispatchSourceInterface
00007fff6e83c220 (__TEXT,__const) external __ZTS30IOTimerDispatchSourceMetaClass
00007fff6e83da0f (__TEXT,__const) non-external (was a private external) __ZTS30_IOBlockStorageDeviceInterface
00007fff6e83d9d0 (__TEXT,__const) external __ZTS30_IOBlockStorageDeviceMetaClass
00007fff6e83abe5 (__TEXT,__const) non-external (was a private external) __ZTS33IOBufferMemoryDescriptorInterface
00007fff6e83aba0 (__TEXT,__const) external __ZTS33IOBufferMemoryDescriptorMetaClass
00007fff6e83b0a7 (__TEXT,__const) non-external (was a private external) __ZTS34IODataQueueDispatchSourceInterface
00007fff6e83b060 (__TEXT,__const) external __ZTS34IODataQueueDispatchSourceMetaClass
00007fff6e83b6a7 (__TEXT,__const) non-external (was a private external) __ZTS34IOInterruptDispatchSourceInterface
00007fff6e83b660 (__TEXT,__const) external __ZTS34IOInterruptDispatchSourceMetaClass
00007fff6e83c015 (__TEXT,__const) external __ZTS35IOServiceNotificationDispatchSource
00007fff6e83c4bd (__TEXT,__const) external __ZTS38OSAction_IOUserClient_KernelCompletion
00007fff6e83c03b (__TEXT,__const) weak external __ZTS44IOServiceNotificationDispatchSourceInterface
00007fff6e83bfe0 (__TEXT,__const) external __ZTS44IOServiceNotificationDispatchSourceMetaClass
00007fff6e83c4e6 (__TEXT,__const) weak external __ZTS47OSAction_IOUserClient_KernelCompletionInterface
00007fff6e83c48b (__TEXT,__const) external __ZTS47OSAction_IOUserClient_KernelCompletionMetaClass
00007fff6e83da71 (__TEXT,__const) external __ZTS47OSAction__IOBlockStorageDevice_KernelCompletion
00007fff6e83daa3 (__TEXT,__const) weak external __ZTS56OSAction__IOBlockStorageDevice_KernelCompletionInterface
00007fff6e83da36 (__TEXT,__const) external __ZTS56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007fff6e83aa55 (__TEXT,__const) external __ZTS6OSData
00007fff6e83aa39 (__TEXT,__const) external __ZTS7OSArray
00007fff6e83c9fa (__TEXT,__const) external __ZTS8OSAction
00007fff6e83aa8d (__TEXT,__const) external __ZTS8OSNumber
00007fff6e83d54a (__TEXT,__const) external __ZTS8OSObject
00007fff6e83aa6f (__TEXT,__const) external __ZTS8OSString
00007fff6e83be0b (__TEXT,__const) external __ZTS9IOService
00007fff6e83aaab (__TEXT,__const) external __ZTS9OSBoolean
00007fff8d1ac0b8 (__DATA_CONST,__const) external __ZTV11IOMemoryMap
00007fff8d1ad050 (__DATA_CONST,__const) non-external (was a private external) __ZTV11OSContainer
00007fff8d1ab6e8 (__DATA_CONST,__const) external __ZTV12IODMACommand
00007fff8d1ac7c8 (__DATA_CONST,__const) external __ZTV12IOUserClient
00007fff8d1aca08 (__DATA_CONST,__const) external __ZTV12IOUserServer
00007fff8d1aab10 (__DATA_CONST,__const) external __ZTV12OSCollection
00007fff8d1aac78 (__DATA_CONST,__const) external __ZTV12OSDictionary
00007fff8d1ab9f8 (__DATA_CONST,__const) external __ZTV15IODispatchQueue
00007fff8d1ad158 (__DATA_CONST,__const) external __ZTV15OSDataMetaClass
00007fff8d1aa748 (__DATA_CONST,__const) external __ZTV15OSMetaClassBase
00007fff8d1ab1a8 (__DATA_CONST,__const) external __ZTV15OSSerialization
00007fff8d1abba8 (__DATA_CONST,__const) external __ZTV16IODispatchSource
00007fff8d1acd10 (__DATA_CONST,__const) external __ZTV16OSArrayMetaClass
00007fff8d1acb60 (__DATA_CONST,__const) external __ZTV17OSActionMetaClass
00007fff8d1ad348 (__DATA_CONST,__const) external __ZTV17OSNumberMetaClass
00007fff8d1ad440 (__DATA_CONST,__const) external __ZTV17OSObjectMetaClass
00007fff8d1ad6e8 (__DATA_CONST,__const) external __ZTV17OSStringMetaClass
00007fff8d1abf08 (__DATA_CONST,__const) external __ZTV18IOMemoryDescriptor
00007fff8d1ac210 (__DATA_CONST,__const) external __ZTV18IOServiceMetaClass
00007fff8d1ace08 (__DATA_CONST,__const) external __ZTV18OSBooleanMetaClass
00007fff8d1ac060 (__DATA_CONST,__const) external __ZTV20IOMemoryMapMetaClass
00007fff8d1acff8 (__DATA_CONST,__const) external __ZTV20OSContainerMetaClass
00007fff8d1ab690 (__DATA_CONST,__const) external __ZTV21IODMACommandMetaClass
00007fff8d1ac578 (__DATA_CONST,__const) external __ZTV21IOTimerDispatchSource
00007fff8d1ac770 (__DATA_CONST,__const) external __ZTV21IOUserClientMetaClass
00007fff8d1ac9b0 (__DATA_CONST,__const) external __ZTV21IOUserServerMetaClass
00007fff8d1acf00 (__DATA_CONST,__const) external __ZTV21OSCollectionMetaClass
00007fff8d1ad250 (__DATA_CONST,__const) external __ZTV21OSDictionaryMetaClass
00007fff8d1ad8d8 (__DATA_CONST,__const) external __ZTV21_IOBlockStorageDevice
00007fff8d1ab538 (__DATA_CONST,__const) external __ZTV24IOBufferMemoryDescriptor
00007fff8d1ab9a0 (__DATA_CONST,__const) external __ZTV24IODispatchQueueMetaClass
00007fff8d1ad5f0 (__DATA_CONST,__const) external __ZTV24OSSerializationMetaClass
00007fff8d1ab848 (__DATA_CONST,__const) external __ZTV25IODataQueueDispatchSource
00007fff8d1abb50 (__DATA_CONST,__const) external __ZTV25IODispatchSourceMetaClass
00007fff8d1abd58 (__DATA_CONST,__const) external __ZTV25IOInterruptDispatchSource
00007fff8d1abeb0 (__DATA_CONST,__const) external __ZTV27IOMemoryDescriptorMetaClass
00007fff8d1ac520 (__DATA_CONST,__const) external __ZTV30IOTimerDispatchSourceMetaClass
00007fff8d1ad880 (__DATA_CONST,__const) external __ZTV30_IOBlockStorageDeviceMetaClass
00007fff8d1ab4c8 (__DATA_CONST,__const) external __ZTV33IOBufferMemoryDescriptorMetaClass
00007fff8d1ab7f0 (__DATA_CONST,__const) external __ZTV34IODataQueueDispatchSourceMetaClass
00007fff8d1abd00 (__DATA_CONST,__const) external __ZTV34IOInterruptDispatchSourceMetaClass
00007fff8d1ac418 (__DATA_CONST,__const) external __ZTV35IOServiceNotificationDispatchSource
00007fff8d1ac8a8 (__DATA_CONST,__const) external __ZTV38OSAction_IOUserClient_KernelCompletion
00007fff8d1ac3c0 (__DATA_CONST,__const) external __ZTV44IOServiceNotificationDispatchSourceMetaClass
00007fff8d1ac850 (__DATA_CONST,__const) external __ZTV47OSAction_IOUserClient_KernelCompletionMetaClass
00007fff8d1ad9e8 (__DATA_CONST,__const) external __ZTV47OSAction__IOBlockStorageDevice_KernelCompletion
00007fff8d1ad990 (__DATA_CONST,__const) external __ZTV56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007fff8d1aaec8 (__DATA_CONST,__const) external __ZTV6OSData
00007fff8d1aada0 (__DATA_CONST,__const) external __ZTV7OSArray
00007fff8d1acbb8 (__DATA_CONST,__const) external __ZTV8OSAction
00007fff8d1ab038 (__DATA_CONST,__const) external __ZTV8OSNumber
00007fff8d1ad498 (__DATA_CONST,__const) external __ZTV8OSObject
00007fff8d1aaf80 (__DATA_CONST,__const) external __ZTV8OSString
00007fff8d1ac268 (__DATA_CONST,__const) external __ZTV9IOService
00007fff8d1ab0f0 (__DATA_CONST,__const) external __ZTV9OSBoolean
                 (undefined) external __ZTVN10__cxxabiv117__class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__si_class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv121__vmi_class_type_infoE (from libc++)
00007fff6e82233c (__TEXT,__text) external __ZThn24_N11IOMemoryMap4freeEv
00007fff6e8222fc (__TEXT,__text) external __ZThn24_N11IOMemoryMap4initEv
00007fff6e8224ee (__TEXT,__text) external __ZThn24_N12IODMACommand4freeEv
00007fff6e82249c (__TEXT,__text) external __ZThn24_N12IODMACommand4initEv
00007fff6e82269a (__TEXT,__text) external __ZThn24_N12IOUserClient4freeEv
00007fff6e82265a (__TEXT,__text) external __ZThn24_N12IOUserClient4initEv
00007fff6e820306 (__TEXT,__text) external __ZThn24_N12IOUserServer4freeEv
00007fff6e8202c2 (__TEXT,__text) external __ZThn24_N12IOUserServer4initEv
00007fff6e825bb0 (__TEXT,__text) external __ZThn24_N12OSDictionary4freeEv
00007fff6e82048a (__TEXT,__text) external __ZThn24_N15IODispatchQueue4freeEv
00007fff6e820388 (__TEXT,__text) external __ZThn24_N15IODispatchQueue4initEv
00007fff6e826df4 (__TEXT,__text) external __ZThn24_N15OSSerialization4freeEv
00007fff6e820880 (__TEXT,__text) external __ZThn24_N16IODispatchSource4freeEv
00007fff6e82086e (__TEXT,__text) external __ZThn24_N16IODispatchSource4initEv
00007fff6e82226a (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4freeEv
00007fff6e8221f6 (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4initEv
00007fff6e821bc6 (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4freeEv
00007fff6e821b60 (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4initEv
00007fff6e822406 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4freeEv
00007fff6e822386 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4initEv
00007fff6e82155a (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4freeEv
00007fff6e8213da (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4initEv
00007fff6e820946 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4freeEv
00007fff6e8208ee (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4initEv
00007fff6e820d18 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4freeEv
00007fff6e820cc0 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4initEv
00007fff6e82681c (__TEXT,__text) external __ZThn24_N6OSData4freeEv
00007fff6e826246 (__TEXT,__text) external __ZThn24_N7OSArray4freeEv
00007fff6e821eb0 (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
00007fff6e826c60 (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
00007fff6e8202ac (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
00007fff6e82029a (__TEXT,__text) external __ZThn24_N8OSObject4initEv
00007fff6e826ac0 (__TEXT,__text) external __ZThn24_N8OSString4freeEv
00007fff6e8226b6 (__TEXT,__text) external __ZThn24_N9IOService4freeEv
00007fff6e8226a8 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007fff6e826cd2 (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007fff6e822bc4 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007fff6e825aae (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007fff6e825b62 (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007fff6e82616e (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007fff6e8261f8 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007fff6e825988 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007fff6e825998 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007fff6e825a98 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007fff6e825faa (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007fff6e825a7c (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007fff6e826158 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007fff6e826500 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007fff6e82613c (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007fff6e820182 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007fff6e8201dc (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007fff6e820236 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007fff6e8394be (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007fff6e8394e1 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007fff6e82481d (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007fff6e823ddb (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
