00007ff8400abd80 (__DATA,__data) non-external _C
00007ff800b46728 (__TEXT,__text) external _mpool_open
00007ff800b46b2d (__TEXT,__text) external _mpool_put
00007ff800b46b8c (__TEXT,__text) external _mpool_sync
00007ff800b46bf7 (__TEXT,__text) non-external _mpool_write
00007ff800b50b25 (__TEXT,__text) external _mrand48
00007ff800b3f084 (__TEXT,__text) non-external _mswap
00007ff800b3443c (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff800b9bad9 (__TEXT,__text) external _nanosleep
00007ff800b387e6 (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff8400adeb0 (__DATA,__bss) non-external _new_categories
00007ff800b3ca75 (__TEXT,__text) external _new_printf_comp
00007ff800b3cdac (__TEXT,__text) external _new_printf_domain
00007ff800b3b399 (__TEXT,__text) external _newlocale
00007ff8400acce0 (__DATA,__data) non-external _next
00007ff800b4d87e (__TEXT,__text) non-external _nextcomp
00007ff8400addb0 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff8400addd0 (__DATA,__bss) non-external _nextcomp.state
00007ff800b5a087 (__TEXT,__text) external _nextwctype
00007ff800b59f45 (__TEXT,__text) external _nextwctype_l
00007ff800b38e28 (__TEXT,__text) external _nftw
00007ff800b50b54 (__TEXT,__text) external _nice
00007ff800b5a508 (__TEXT,__text) external _nl_langinfo
00007ff800b5a0b0 (__TEXT,__text) external _nl_langinfo_l
00007ff8400adea0 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff800ba0fc0 (__TEXT,__const) non-external _noarg
00007ff800ba0a7c (__TEXT,__const) non-external _nogrouping
00007ff8400accb4 (__DATA,__data) non-external _nonopt_end
00007ff8400accb8 (__DATA,__data) non-external _nonopt_start
00007ff800b50bd4 (__TEXT,__text) external _nrand48
00007ff800b4072a (__TEXT,__text) non-external _nroot
00007ff8400ac518 (__DATA,__data) non-external _numempty
00007ff800ba0620 (__TEXT,__const) non-external _nv
00007ff800b54de3 (__TEXT,__text) external _nvis
00007ff800b77ec6 (__TEXT,__text) external _offtime
00007ff840076360 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff800b5e10d (__TEXT,__text) external _open_memstream
00007ff800b3be6c (__TEXT,__text) external _open_with_subsystem
00007ff800b75c3c (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff800b50c1c (__TEXT,__text) external _opendir
00007ff800b511c1 (__TEXT,__text) non-external _opendir_compar
00007ff8400b8b80 (__DATA,__common) external _optarg
00007ff8400acca0 (__DATA,__data) external _opterr
00007ff8400acca4 (__DATA,__data) external _optind
00007ff8400b8b7c (__DATA,__common) external _optopt
00007ff8400b8b78 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff800b34194 (__TEXT,__text) non-external _overflow
00007ff8400add90 (__DATA,__bss) non-external _p5s
00007ff800ba0b20 (__TEXT,__const) non-external _padchar
00007ff8400adbca (__DATA,__bss) non-external _parse_error
00007ff800b80870 (__TEXT,__text) non-external _parse_long_options
00007ff8400adbc8 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff800b9b9ac (__TEXT,__text) external _pause
00007ff800b511d9 (__TEXT,__text) external _pause$NOCANCEL
00007ff800b5155d (__TEXT,__text) external _pclose
00007ff800b807d2 (__TEXT,__text) non-external _permute_args
00007ff800b9e5e1 (__TEXT,__text) external _perror
00007ff8400ade10 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff8400accc0 (__DATA,__data) non-external _place
00007ff800b51204 (__TEXT,__text) external _popen
00007ff800b9bef5 (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff800b78326 (__TEXT,__text) external _posix2time
00007ff800b87c33 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff800b3e4ac (__TEXT,__text) external _posix_spawnp
00007ff800b9fc70 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff800b9f9c0 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff800b9f590 (__TEXT,__const) non-external _powersOf10_Float
00007ff800b9f350 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff800b653b3 (__TEXT,__text) external _printf
00007ff800b65485 (__TEXT,__text) external _printf_l
00007ff800b4d60d (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff800b5164e (__TEXT,__text) external _psignal
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff800b87c64 (__TEXT,__text) external _ptsname
00007ff800b9d6c7 (__TEXT,__text) non-external _ptsname.cold.1
00007ff800b9eafc (__TEXT,__text) non-external _ptsname.cold.2
00007ff8400b8a60 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff8400b8a58 (__DATA,__bss) non-external _ptsname_once
00007ff800b87cfd (__TEXT,__text) non-external _ptsname_once_init
00007ff800b9eafc (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff800b87d23 (__TEXT,__text) external _ptsname_r
00007ff800b65538 (__TEXT,__text) external _putc
00007ff800b6559f (__TEXT,__text) external _putc_unlocked
00007ff800b655d3 (__TEXT,__text) external _putchar
00007ff800b65641 (__TEXT,__text) external _putchar_unlocked
00007ff800b81cbf (__TEXT,__text) external _putenv
00007ff800b457ab (__TEXT,__text) non-external _putpair
00007ff800b6567f (__TEXT,__text) external _puts
00007ff800b6574f (__TEXT,__text) external _putw
00007ff800b657b1 (__TEXT,__text) external _putwc
00007ff800b657d9 (__TEXT,__text) external _putwc_l
00007ff800b657e3 (__TEXT,__text) external _putwchar
00007ff800b65815 (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff800b81d43 (__TEXT,__text) external _qsort
00007ff800b882fa (__TEXT,__text) external _qsort_b
00007ff800b8275d (__TEXT,__text) external _qsort_r
00007ff800b3bbce (__TEXT,__text) external _querylocale
00007ff800ba0230 (__TEXT,__const) non-external _querylocale_mapping
00007ff800b8dfe4 (__TEXT,__text) external _quick_exit
00007ff800b83b34 (__TEXT,__text) non-external _r_sort_a
00007ff8400b8a2c (__DATA,__bss) non-external _r_sort_a.bmin
00007ff8400b8a20 (__DATA,__bss) non-external _r_sort_a.count
00007ff8400b8a28 (__DATA,__bss) non-external _r_sort_a.nc
00007ff8400b8a30 (__DATA,__bss) non-external _r_sort_a_count
00007ff800b849d5 (__TEXT,__text) non-external _r_sort_b
00007ff8400b8a4c (__DATA,__bss) non-external _r_sort_b.bmin
00007ff8400b8a40 (__DATA,__bss) non-external _r_sort_b.count
00007ff8400b8a48 (__DATA,__bss) non-external _r_sort_b.nc
00007ff8400b8a38 (__DATA,__bss) non-external _r_sort_b_count
00007ff800b84dcf (__TEXT,__text) non-external _r_sort_count_allocate
00007ff8400accd0 (__DATA,__data) non-external _r_sort_count_control
00007ff800b83216 (__TEXT,__text) external _radixsort
00007ff800b3d9b7 (__TEXT,__text) external _raise
00007ff800b84e6a (__TEXT,__text) external _rand
00007ff8400accfc (__DATA,__data) non-external _rand_deg
00007ff800b84e18 (__TEXT,__text) external _rand_r
00007ff8400acd00 (__DATA,__data) non-external _rand_sep
00007ff8400accf8 (__DATA,__data) non-external _rand_type
00007ff800b85017 (__TEXT,__text) external _random
00007ff8400acd20 (__DATA,__data) non-external _randtbl
00007ff800b4e0e6 (__TEXT,__text) non-external (was a private external) _rangematch
00007ff800b8f602 (__TEXT,__text) external _rb_tree_count
00007ff800b8f01a (__TEXT,__text) external _rb_tree_find_node
00007ff800b8f077 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff800b8f0e8 (__TEXT,__text) external _rb_tree_find_node_leq
00007ff800b8f000 (__TEXT,__text) external _rb_tree_init
00007ff800b8f159 (__TEXT,__text) external _rb_tree_insert_node
00007ff800b8f58e (__TEXT,__text) external _rb_tree_iterate
00007ff800b8f6b4 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff800b8f326 (__TEXT,__text) external _rb_tree_remove_node
00007ff800b8f614 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff800ba1120 (__TEXT,__const) non-external _rcsid
00007ff800ba11a1 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff800b5185a (__TEXT,__text) external _readdir
00007ff800b51890 (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00007ff800b853a4 (__TEXT,__text) external _realpath
00007ff800b9c45c (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff8400b8a80 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff8400b8a84 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff8400b8a50 (__DATA,__bss) non-external _realpath.rootdev
00007ff8400b8a54 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff800b47014 (__TEXT,__text) non-external _rec_rdelete
00007ff800ba0f70 (__TEXT,__const) non-external _recargchar
00007ff800ba0ff0 (__TEXT,__const) non-external _recargstring
00007ff800b9bc6f (__TEXT,__text) external _recv
00007ff800b5e632 (__TEXT,__text) external _recv$NOCANCEL
00007ff800b8fa02 (__TEXT,__text) external _regcomp
00007ff800b8f9a7 (__TEXT,__text) external _regcomp_l
00007ff800b9e75b (__TEXT,__text) external _regerror
00007ff800b900a2 (__TEXT,__text) external _regexec
00007ff800b8fb27 (__TEXT,__text) external _regfree
00007ff800b3cdff (__TEXT,__text) external _register_printf_domain_function
00007ff800b3ced3 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff800b3cfac (__TEXT,__text) external _register_printf_domain_render_std
00007ff800b8f97f (__TEXT,__text) external _regncomp
00007ff800b8f7df (__TEXT,__text) external _regncomp_l
00007ff800b8fe8f (__TEXT,__text) external _regnexec
00007ff800b8fad5 (__TEXT,__text) external _regwcomp
00007ff800b8fa81 (__TEXT,__text) external _regwcomp_l
00007ff800b900f1 (__TEXT,__text) external _regwexec
00007ff800b8fa59 (__TEXT,__text) external _regwncomp
00007ff800b8fa2a (__TEXT,__text) external _regwncomp_l
00007ff800b900bc (__TEXT,__text) external _regwnexec
00007ff800ba0ac0 (__TEXT,__const) non-external _reltable.__get_locale_env
00007ff800b65a04 (__TEXT,__text) external _remove
00007ff800b85b82 (__TEXT,__text) external _remque
00007ff840076d90 (__DATA_CONST,__const) non-external _rerrs
00007ff800b65a7f (__TEXT,__text) external _rewind
00007ff800b51934 (__TEXT,__text) external _rewinddir
00007ff800b7c0d4 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff8400add98 (__DATA,__bss) non-external _rng
00007ff800b637db (__TEXT,__text) external _rpmatch
00007ff8400acd10 (__DATA,__data) non-external _rptr
00007ff800b629c3 (__TEXT,__text) non-external _sappend
00007ff8400adf90 (__DATA,__bss) non-external _saved_categories
00007ff800b31878 (__TEXT,__text) external _sbrk
00007ff8400adba8 (__DATA,__bss) non-external _sbrk_curbrk
00007ff8400adba0 (__DATA,__bss) non-external _sbrk_needs_init
00007ff8400ab6b0 (__DATA,__data) non-external _sbrk_region_size
00007ff800b5199e (__TEXT,__text) external _scandir
00007ff800b89f3a (__TEXT,__text) external _scandir_b
00007ff800b65b09 (__TEXT,__text) external _scanf
00007ff800b65c03 (__TEXT,__text) external _scanf_l
00007ff800ba05c0 (__TEXT,__const) non-external _sccsid
00007ff800ba05f0 (__TEXT,__const) non-external _sccsid
00007ff800b51b8c (__TEXT,__text) external _seed48
00007ff8400ade44 (__DATA,__bss) non-external _seed48.sseed
00007ff800b51bf3 (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff800b9bc7f (__TEXT,__text) external _send
00007ff800b5e642 (__TEXT,__text) external _send$NOCANCEL
00007ff800ba10e0 (__TEXT,__const) non-external _seps
00007ff8400adc28 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff800b65d0f (__TEXT,__text) external _setbuf
00007ff800b65d28 (__TEXT,__text) external _setbuffer
00007ff800b863f5 (__TEXT,__text) external _setenv
00007ff800b3ecf0 (__TEXT,__text) external _sethostid
00007ff800b51c2c (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff800b65d41 (__TEXT,__text) external _setlinebuf
00007ff800b5aa80 (__TEXT,__text) external _setlocale
00007ff800b51d94 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff800b3ed4d (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff800b52471 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff800b3ed78 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff800b3ed87 (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
00007ff800b852f1 (__TEXT,__text) external _setstate
00007ff800b3e834 (__TEXT,__text) external _settimeofday
00007ff800b37b98 (__TEXT,__text) external _setttyent
00007ff800b773a1 (__TEXT,__text) non-external _settzname
00007ff800b38677 (__TEXT,__text) external _setusershell
00007ff800b65d54 (__TEXT,__text) external _setvbuf
00007ff800b5f7e7 (__TEXT,__text) non-external _sflush_locked
00007ff8400adca0 (__DATA,__bss) non-external _shells
00007ff800b347ef (__TEXT,__text) non-external _shiftLeftMP
00007ff800b345b9 (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff8400acc50 (__DATA,__data) non-external _sig_init_once
00007ff8400b89e8 (__DATA,__bss) non-external _sig_key
00007ff800b7cc1c (__TEXT,__text) non-external _sig_keycreate
00007ff8400b89e0 (__DATA,__bss) non-external _sig_keycreated
00007ff800b3e89c (__TEXT,__text) external _sigaction
00007ff800b38e58 (__TEXT,__text) external _sigaddset
00007ff800b31062 (__TEXT,__text) external _sigaltstack
00007ff800b31110 (__TEXT,__text) external _sigblock
00007ff800b38e89 (__TEXT,__text) external _sigdelset
00007ff800b38e3c (__TEXT,__text) external _sigemptyset
00007ff800b38e4a (__TEXT,__text) external _sigfillset
00007ff800b311ad (__TEXT,__text) external _sighold
00007ff800b31239 (__TEXT,__text) external _sigignore
00007ff800b5250c (__TEXT,__text) external _siginterrupt
00007ff800b38eba (__TEXT,__text) external _sigismember
00007ff800b52587 (__TEXT,__text) external _signal
00007ff800b52596 (__TEXT,__text) non-external _signal__
00007ff800b9b867 (__TEXT,__text) external _sigpause
00007ff800b3113f (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff800b311f3 (__TEXT,__text) external _sigrelse
00007ff800b31256 (__TEXT,__text) external _sigset
00007ff800b310e1 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff800b3108d (__TEXT,__text) external _sigvec
00007ff800b3109c (__TEXT,__text) non-external _sigvec__
00007ff800b3830b (__TEXT,__text) non-external _skip
00007ff800b5271c (__TEXT,__text) external _sl_add
00007ff800b527ca (__TEXT,__text) external _sl_find
00007ff800b5277b (__TEXT,__text) external _sl_free
00007ff800b526b4 (__TEXT,__text) external _sl_init
00007ff800b9e3aa (__TEXT,__text) non-external _sl_init.cold.1
00007ff800b9e3bf (__TEXT,__text) non-external _sl_init.cold.2
00007ff8400ade20 (__DATA,__bss) non-external _slash
00007ff800b9b9d7 (__TEXT,__text) external _sleep
00007ff800b5260d (__TEXT,__text) external _sleep$NOCANCEL
00007ff8400adc20 (__DATA,__bss) non-external _slot
00007ff800b65f53 (__TEXT,__text) external _snprintf
00007ff800b66014 (__TEXT,__text) external _snprintf_l
00007ff800b54bfb (__TEXT,__text) external _snvis
00007ff800b5e652 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff800b660ad (__TEXT,__text) external _sprintf
00007ff800b66171 (__TEXT,__text) external _sprintf_l
00007ff800b83ff0 (__TEXT,__text) external _sradixsort
00007ff800b84ecc (__TEXT,__text) external _srand
00007ff800b52676 (__TEXT,__text) external _srand48
00007ff800b84edb (__TEXT,__text) external _sranddev
00007ff800b84f55 (__TEXT,__text) external _srandom
00007ff800b850cc (__TEXT,__text) external _srandomdev
00007ff800b6620d (__TEXT,__text) external _sscanf
00007ff800b662d1 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00007ff800b3bfcb (__TEXT,__text) external _stat_with_subsystem
00007ff8400accf0 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
00007ff800b34b0d (__TEXT,__text) external _statvfs
00007ff800b3e8b0 (__TEXT,__text) external _stpcpy
00007ff800b3e8eb (__TEXT,__text) external _stpncpy
00007ff800b54e9d (__TEXT,__text) external _stravis
00007ff800b7c1df (__TEXT,__text) external _strcasecmp
00007ff800b7c0f0 (__TEXT,__text) external _strcasecmp_l
00007ff800b7c410 (__TEXT,__text) external _strcasestr
00007ff800b7c33f (__TEXT,__text) external _strcasestr_l
00007ff800b3e95b (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff800b7c513 (__TEXT,__text) external _strcoll
00007ff800b7c438 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff800b7c53b (__TEXT,__text) external _strcspn
00007ff800b7c5d2 (__TEXT,__text) external _strdup
00007ff800b54f29 (__TEXT,__text) external _strenvisx
00007ff800b7c731 (__TEXT,__text) external _strerror
00007ff800b7c6d4 (__TEXT,__text) external _strerror_r
00007ff800b8e009 (__TEXT,__text) external _strfmon
00007ff800b8eda1 (__TEXT,__text) external _strfmon_l
00007ff800b7a2e8 (__TEXT,__text) external _strftime
00007ff800b790c8 (__TEXT,__text) external _strftime_l
00007ff8400adca8 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff800b7c7b3 (__TEXT,__text) external _strmode
00007ff800b7c317 (__TEXT,__text) external _strncasecmp
00007ff800b7c207 (__TEXT,__text) external _strncasecmp_l
00007ff800b3e99b (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff800b7c8cd (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff800b7c92b (__TEXT,__text) external _strnstr
00007ff800b543d8 (__TEXT,__text) external _strnunvis
00007ff800b54258 (__TEXT,__text) external _strnunvisx
00007ff800b9e41a (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff800b9e43d (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff800b9e460 (__TEXT,__text) non-external _strnunvisx.cold.3
00007ff800b54e6f (__TEXT,__text) external _strnvis
00007ff800b54ef3 (__TEXT,__text) external _strnvisx
00007ff800b7c9a5 (__TEXT,__text) external _strpbrk
00007ff800b7a4a4 (__TEXT,__text) external _strptime
00007ff800b7a4cc (__TEXT,__text) external _strptime_l
00007ff800b7c9ce (__TEXT,__text) external _strrchr
00007ff800b54d61 (__TEXT,__text) external _strsenvisx
00007ff800b7c9ea (__TEXT,__text) external _strsep
00007ff800b7cb68 (__TEXT,__text) external _strsignal
00007ff800b7ca29 (__TEXT,__text) external _strsignal_r
00007ff800b54cd8 (__TEXT,__text) external _strsnvis
00007ff800b54d32 (__TEXT,__text) external _strsnvisx
00007ff800b7cc42 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff800b54c55 (__TEXT,__text) external _strsvis
00007ff800b54cff (__TEXT,__text) external _strsvisx
00007ff800b32254 (__TEXT,__text) external _strtod
00007ff800b3229c (__TEXT,__text) external _strtod_l
00007ff800b31970 (__TEXT,__text) external _strtoencf16
00007ff800b31a45 (__TEXT,__text) external _strtoencf32
00007ff800b31d67 (__TEXT,__text) external _strtoencf64
00007ff800b3295d (__TEXT,__text) external _strtoencf64x
00007ff800b322c9 (__TEXT,__text) external _strtoencf80_l
00007ff800b31cf4 (__TEXT,__text) external _strtof
00007ff800b31d3b (__TEXT,__text) external _strtof_l
00007ff800b38f81 (__TEXT,__text) external _strtofflags
00007ff800b86cb9 (__TEXT,__text) external _strtoimax
00007ff800b86ac4 (__TEXT,__text) external _strtoimax_l
00007ff800b7cd3f (__TEXT,__text) external _strtok
00007ff8400b89f0 (__DATA,__bss) non-external _strtok.last
00007ff800b7cccd (__TEXT,__text) external _strtok_r
00007ff800b86ed6 (__TEXT,__text) external _strtol
00007ff800b86ce1 (__TEXT,__text) external _strtol_l
00007ff800b32985 (__TEXT,__text) external _strtold
00007ff800b329ca (__TEXT,__text) external _strtold_l
00007ff800b870f3 (__TEXT,__text) external _strtoll
00007ff800b86efe (__TEXT,__text) external _strtoll_l
00007ff800b60e2b (__TEXT,__text) external _strtonum
00007ff800b8711b (__TEXT,__text) external _strtoq
00007ff800b87143 (__TEXT,__text) external _strtoq_l
00007ff800b8732c (__TEXT,__text) external _strtoul
00007ff800b8714d (__TEXT,__text) external _strtoul_l
00007ff800b87533 (__TEXT,__text) external _strtoull
00007ff800b87354 (__TEXT,__text) external _strtoull_l
00007ff800b8773a (__TEXT,__text) external _strtoumax
00007ff800b8755b (__TEXT,__text) external _strtoumax_l
00007ff800b87762 (__TEXT,__text) external _strtouq
00007ff800b8778a (__TEXT,__text) external _strtouq_l
00007ff800b543c2 (__TEXT,__text) external _strunvis
00007ff800b543ac (__TEXT,__text) external _strunvisx
00007ff800b54e44 (__TEXT,__text) external _strvis
00007ff800b54ebc (__TEXT,__text) external _strvisx
00007ff800b7d047 (__TEXT,__text) external _strxfrm
00007ff800b7cd50 (__TEXT,__text) external _strxfrm_l
00007ff8400b8b88 (__DATA,__common) external _suboptarg
00007ff8400adcb0 (__DATA,__bss) non-external _subsystem_root_path
00007ff800b5447c (__TEXT,__text) external _svis
00007ff800b7d06f (__TEXT,__text) external _swab
00007ff800b665ae (__TEXT,__text) external _swprintf
00007ff800b6666f (__TEXT,__text) external _swprintf_l
00007ff800b66708 (__TEXT,__text) external _swscanf
00007ff800b667cc (__TEXT,__text) external _swscanf_l
00007ff800b3c81e (__TEXT,__text) external _sxprintf
00007ff800b3d2df (__TEXT,__text) external _sxprintf_exec
00007ff800b3e9ec (__TEXT,__text) external _sync_volume_np
00007ff800ba0ef5 (__TEXT,__const) non-external _syntax_error_str
00007ff840075fc0 (__DATA_CONST,__const) external _sys_errlist
00007ff800ba0228 (__TEXT,__const) external _sys_nerr
00007ff840076770 (__DATA_CONST,__const) external _sys_siglist
00007ff840076670 (__DATA_CONST,__const) external _sys_signame
00007ff800b5281c (__TEXT,__text) external _sysconf
00007ff800b52f20 (__TEXT,__text) external _sysctl
00007ff800b530d0 (__TEXT,__text) external _sysctlbyname
00007ff800b5318c (__TEXT,__text) external _sysctlnametomib
00007ff800b9bc8f (__TEXT,__text) external _system
00007ff800b87794 (__TEXT,__text) external _system$NOCANCEL
00007ff800b9ba40 (__TEXT,__text) external _tcdrain
00007ff800b53604 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff800b5366f (__TEXT,__text) external _tcflow
00007ff800b53617 (__TEXT,__text) external _tcflush
00007ff800b533c4 (__TEXT,__text) external _tcgetattr
00007ff800b534de (__TEXT,__text) external _tcgetpgrp
00007ff800b3e136 (__TEXT,__text) external _tcgetsid
00007ff800b5359d (__TEXT,__text) external _tcsendbreak
00007ff800b533d8 (__TEXT,__text) external _tcsetattr
00007ff800b534a0 (__TEXT,__text) external _tcsetpgrp
00007ff800b879f2 (__TEXT,__text) external _tdelete
00007ff800b5320c (__TEXT,__text) external _telldir
00007ff800b66868 (__TEXT,__text) external _tempnam
00007ff8400adc18 (__DATA,__bss) non-external _tf
00007ff800b87ab2 (__TEXT,__text) external _tfind
00007ff800b3927d (__TEXT,__text) external _thread_stack_async_pcs
00007ff800b3926a (__TEXT,__text) external _thread_stack_pcs
00007ff8400ab7a8 (__DATA,__data) non-external _threadsafe
00007ff800b536d0 (__TEXT,__text) external _time
00007ff800b781a6 (__TEXT,__text) non-external _time2
00007ff800b782d3 (__TEXT,__text) external _time2posix
00007ff800b78aa2 (__TEXT,__text) non-external _time2sub
00007ff800b7828a (__TEXT,__text) external _timegm
00007ff800b78270 (__TEXT,__text) external _timelocal
00007ff800b782ae (__TEXT,__text) external _timeoff
00007ff800b5374e (__TEXT,__text) external _times
00007ff800b889c0 (__TEXT,__text) external _timespec_get
00007ff800b777b8 (__TEXT,__text) non-external _timesub
00007ff8400b8aa0 (__DATA,__common) external _timezone
00007ff800b48477 (__TEXT,__text) external _timingsafe_bcmp
00007ff8400b4220 (__DATA,__bss) non-external _tm
00007ff800b79087 (__TEXT,__text) non-external _tmcomp
00007ff800b66a54 (__TEXT,__text) external _tmpfile
00007ff800b66b8d (__TEXT,__text) external _tmpnam
00007ff8400af920 (__DATA,__bss) non-external _tmpnam.tmpcount
