0000000183cd8738 (__TEXT,__text) external _CreateLSTMBreakEngine
0000000183d48a74 (__TEXT,__text) external _uloc_getCountry
0000000183d48148 (__TEXT,__text) external _uloc_getDefault
0000000183cc59f0 (__TEXT,__text) external _uloc_getDisplayCountry
0000000183cc6988 (__TEXT,__text) external _uloc_getDisplayKeyword
0000000183cc69fc (__TEXT,__text) external _uloc_getDisplayKeywordValue
0000000183cc55e8 (__TEXT,__text) external _uloc_getDisplayLanguage
0000000183cc5e58 (__TEXT,__text) external _uloc_getDisplayName
0000000183cc5770 (__TEXT,__text) external _uloc_getDisplayScript
0000000183cc5cd0 (__TEXT,__text) external _uloc_getDisplayVariant
0000000183d49960 (__TEXT,__text) external _uloc_getISO3Country
0000000183d4989c (__TEXT,__text) external _uloc_getISO3Language
0000000183d49c2c (__TEXT,__text) external _uloc_getISOCountries
0000000183d49c20 (__TEXT,__text) external _uloc_getISOLanguages
0000000183d4647c (__TEXT,__text) external _uloc_getKeywordValue
0000000183d49a24 (__TEXT,__text) external _uloc_getLCID
0000000183d488d4 (__TEXT,__text) external _uloc_getLanguage
0000000183cd5484 (__TEXT,__text) external _uloc_getLineOrientation
0000000183d49c08 (__TEXT,__text) external _uloc_getLocaleForLCID
0000000183d48c14 (__TEXT,__text) external _uloc_getName
0000000183d486d0 (__TEXT,__text) external _uloc_getParent
0000000183d489a4 (__TEXT,__text) external _uloc_getScript
0000000183cd4fe4 (__TEXT,__text) external _uloc_getTableStringWithFallback
0000000183d48b44 (__TEXT,__text) external _uloc_getVariant
0000000183cd14b8 (__TEXT,__text) external _uloc_isRightToLeft
0000000183cd0bac (__TEXT,__text) external _uloc_minimizeSubtags
0000000183cc4de0 (__TEXT,__text) external _uloc_openAvailableByType
0000000183d483a4 (__TEXT,__text) external _uloc_openKeywordList
0000000183d4849c (__TEXT,__text) external _uloc_openKeywords
0000000183d49c0c (__TEXT,__text) external _uloc_setDefault
0000000183d46b94 (__TEXT,__text) external _uloc_setKeywordValue
0000000183d4c0f8 (__TEXT,__text) external _uloc_toLanguageTag
0000000183d49e48 (__TEXT,__text) external _uloc_toLegacyKey
0000000183d49f64 (__TEXT,__text) external _uloc_toLegacyType
0000000183d49c38 (__TEXT,__text) external _uloc_toUnicodeLocaleKey
0000000183d49d28 (__TEXT,__text) external _uloc_toUnicodeLocaleType
0000000183d4f3e4 (__TEXT,__text) external _ulocale_close
0000000183d4f474 (__TEXT,__text) external _ulocale_getBaseName
0000000183d4f480 (__TEXT,__text) external _ulocale_getKeywordValue
0000000183d4f6a0 (__TEXT,__text) external _ulocale_getKeywords
0000000183d4f410 (__TEXT,__text) external _ulocale_getLanguage
0000000183d4f468 (__TEXT,__text) external _ulocale_getLocaleID
0000000183d4f430 (__TEXT,__text) external _ulocale_getRegion
0000000183d4f420 (__TEXT,__text) external _ulocale_getScript
0000000183d4f590 (__TEXT,__text) external _ulocale_getUnicodeKeywordValue
0000000183d4f708 (__TEXT,__text) external _ulocale_getUnicodeKeywords
0000000183d4f440 (__TEXT,__text) external _ulocale_getVariant
0000000183d4f770 (__TEXT,__text) external _ulocale_isBogus
0000000183d4f2f8 (__TEXT,__text) external _ulocale_openForLanguageTag
0000000183d4f1e0 (__TEXT,__text) external _ulocale_openForLocaleID
0000000183d4fb08 (__TEXT,__text) external _ulocbld_addUnicodeLocaleAttribute
0000000183d4f910 (__TEXT,__text) external _ulocbld_adoptULocale
0000000183d4febc (__TEXT,__text) external _ulocbld_buildLanguageTag
0000000183d4fd94 (__TEXT,__text) external _ulocbld_buildLocaleID
0000000183d4fcc0 (__TEXT,__text) external _ulocbld_buildULocale
0000000183d4fca8 (__TEXT,__text) external _ulocbld_clear
0000000183d4fcb4 (__TEXT,__text) external _ulocbld_clearExtensions
0000000183d4f7a8 (__TEXT,__text) external _ulocbld_close
0000000183d50010 (__TEXT,__text) external _ulocbld_copyErrorTo
0000000183d4f784 (__TEXT,__text) external _ulocbld_open
0000000183d4fb60 (__TEXT,__text) external _ulocbld_removeUnicodeLocaleAttribute
0000000183d4fbb8 (__TEXT,__text) external _ulocbld_setExtension
0000000183d4f9a8 (__TEXT,__text) external _ulocbld_setLanguage
0000000183d4f950 (__TEXT,__text) external _ulocbld_setLanguageTag
0000000183d4f7d4 (__TEXT,__text) external _ulocbld_setLocale
0000000183d4fa58 (__TEXT,__text) external _ulocbld_setRegion
0000000183d4fa00 (__TEXT,__text) external _ulocbld_setScript
0000000183d4fc1c (__TEXT,__text) external _ulocbld_setUnicodeLocaleKeyword
0000000183d4fab0 (__TEXT,__text) external _ulocbld_setVariant
0000000183d500e4 (__TEXT,__text) external _ulocdata_close
0000000183d50608 (__TEXT,__text) external _ulocdata_getCLDRVersion
0000000183d5022c (__TEXT,__text) external _ulocdata_getDelimiter
0000000183d50140 (__TEXT,__text) external _ulocdata_getExemplarSet
0000000183d50684 (__TEXT,__text) external _ulocdata_getLocaleDisplayPattern
0000000183d507c8 (__TEXT,__text) external _ulocdata_getLocaleSeparator
0000000183d50368 (__TEXT,__text) external _ulocdata_getMeasurementSystem
0000000183d50138 (__TEXT,__text) external _ulocdata_getNoSubstitute
0000000183d50560 (__TEXT,__text) external _ulocdata_getPaperSize
0000000183d50028 (__TEXT,__text) external _ulocdata_open
0000000183d50130 (__TEXT,__text) external _ulocdata_setNoSubstitute
0000000183cd19dc (__TEXT,__text) external _ulocimp_setRegionToSupplementalRegion
0000000183e19f84 (__TEXT,__text) external _umeas_getPrefixBase
0000000183e19f68 (__TEXT,__text) external _umeas_getPrefixPower
0000000183ee0fa4 (__TEXT,__text) external _umsg_applyPattern
0000000183ee1248 (__TEXT,__text) external _umsg_autoQuoteApostrophe
0000000183ee0e30 (__TEXT,__text) external _umsg_clone
0000000183ee088c (__TEXT,__text) external _umsg_close
0000000183ee11e8 (__TEXT,__text) external _umsg_format
0000000183ee0f54 (__TEXT,__text) external _umsg_getLocale
0000000183ee03a0 (__TEXT,__text) external _umsg_open
0000000183ee1218 (__TEXT,__text) external _umsg_parse
0000000183ee0eb4 (__TEXT,__text) external _umsg_setLocale
0000000183ee109c (__TEXT,__text) external _umsg_toPattern
0000000183ee0524 (__TEXT,__text) external _umsg_vformat
0000000183ee0a68 (__TEXT,__text) external _umsg_vparse
0000000183d53bd4 (__TEXT,__text) external _umtx_lock
0000000183d53c34 (__TEXT,__text) external _umtx_unlock
0000000183d51868 (__TEXT,__text) external _umutablecptrie_buildImmutable
0000000183d50bf0 (__TEXT,__text) external _umutablecptrie_clone
0000000183d50d58 (__TEXT,__text) external _umutablecptrie_close
0000000183d50dc4 (__TEXT,__text) external _umutablecptrie_fromUCPMap
0000000183d50f44 (__TEXT,__text) external _umutablecptrie_fromUCPTrie
0000000183d510fc (__TEXT,__text) external _umutablecptrie_get
0000000183d51160 (__TEXT,__text) external _umutablecptrie_getRange
0000000183d50ab8 (__TEXT,__text) external _umutablecptrie_open
0000000183d51438 (__TEXT,__text) external _umutablecptrie_set
0000000183d514dc (__TEXT,__text) external _umutablecptrie_setRange
0000000183cdccec (__TEXT,__text) external _unorm2_append
0000000183cdc690 (__TEXT,__text) external _unorm2_close
0000000183cdcf60 (__TEXT,__text) external _unorm2_composePair
0000000183cdcf84 (__TEXT,__text) external _unorm2_getCombiningClass
0000000183cdccf8 (__TEXT,__text) external _unorm2_getDecomposition
0000000183cbfff0 (__TEXT,__text) external _unorm2_getInstance
0000000183cdc648 (__TEXT,__text) external _unorm2_getNFCInstance
0000000183cdc66c (__TEXT,__text) external _unorm2_getNFDInstance
0000000183cbff20 (__TEXT,__text) external _unorm2_getNFKCCasefoldInstance
0000000183cbfe50 (__TEXT,__text) external _unorm2_getNFKCInstance
0000000183cbff88 (__TEXT,__text) external _unorm2_getNFKCSimpleCasefoldInstance
0000000183cbfeb8 (__TEXT,__text) external _unorm2_getNFKDInstance
0000000183cdce2c (__TEXT,__text) external _unorm2_getRawDecomposition
0000000183cdd2e4 (__TEXT,__text) external _unorm2_hasBoundaryAfter
0000000183cdd2c0 (__TEXT,__text) external _unorm2_hasBoundaryBefore
0000000183cdd308 (__TEXT,__text) external _unorm2_isInert
0000000183cdcfa8 (__TEXT,__text) external _unorm2_isNormalized
0000000183cdc6bc (__TEXT,__text) external _unorm2_normalize
0000000183cdc938 (__TEXT,__text) external _unorm2_normalizeSecondAndAppend
0000000183cbf1c8 (__TEXT,__text) external _unorm2_openFiltered
0000000183cdd0b0 (__TEXT,__text) external _unorm2_quickCheck
0000000183cdd1b8 (__TEXT,__text) external _unorm2_spanQuickCheckYes
0000000183ce51cc (__TEXT,__text) external _unorm2_swap
0000000183d68424 (__TEXT,__text) external _unorm_compare
0000000183d67cb0 (__TEXT,__text) external _unorm_concatenate
0000000183d678b0 (__TEXT,__text) external _unorm_isNormalized
0000000183d67908 (__TEXT,__text) external _unorm_isNormalizedWithOptions
0000000183d67c6c (__TEXT,__text) external _unorm_next
0000000183d679e8 (__TEXT,__text) external _unorm_normalize
0000000183d67aec (__TEXT,__text) external _unorm_previous
0000000183d67778 (__TEXT,__text) external _unorm_quickCheck
0000000183d677d0 (__TEXT,__text) external _unorm_quickCheckWithOptions
0000000183eea51c (__TEXT,__text) external _unum_applyPattern
0000000183ee80f8 (__TEXT,__text) external _unum_clone
0000000183ee80cc (__TEXT,__text) external _unum_close
0000000183ee925c (__TEXT,__text) external _unum_countAvailable
0000000183ee81e4 (__TEXT,__text) external _unum_format
0000000183ee8770 (__TEXT,__text) external _unum_formatDecimal
0000000183ee83fc (__TEXT,__text) external _unum_formatDouble
0000000183ee8970 (__TEXT,__text) external _unum_formatDoubleCurrency
0000000183ee860c (__TEXT,__text) external _unum_formatDoubleForFields
0000000183ee81ec (__TEXT,__text) external _unum_formatInt64
0000000183eea814 (__TEXT,__text) external _unum_formatUFormattable
0000000183ee92f4 (__TEXT,__text) external _unum_getAttribute
0000000183ee9258 (__TEXT,__text) external _unum_getAvailable
0000000183eea70c (__TEXT,__text) external _unum_getContext
0000000183ee9838 (__TEXT,__text) external _unum_getDoubleAttribute
0000000183eea6ac (__TEXT,__text) external _unum_getLocaleByType
0000000183eea24c (__TEXT,__text) external _unum_getSymbol
0000000183ee99b8 (__TEXT,__text) external _unum_getTextAttribute
0000000183ee9260 (__TEXT,__text) external _unum_hasAttribute
0000000183ee7c0c (__TEXT,__text) external _unum_open
0000000183ee8b90 (__TEXT,__text) external _unum_parse
0000000183ee8f34 (__TEXT,__text) external _unum_parseDecimal
0000000183ee8e64 (__TEXT,__text) external _unum_parseDouble
0000000183ee9098 (__TEXT,__text) external _unum_parseDoubleCurrency
0000000183ee8d9c (__TEXT,__text) external _unum_parseInt64
0000000183eea74c (__TEXT,__text) external _unum_parseToUFormattable
0000000183ee94f0 (__TEXT,__text) external _unum_setAttribute
0000000183eea6d0 (__TEXT,__text) external _unum_setContext
0000000183ee98f0 (__TEXT,__text) external _unum_setDoubleAttribute
0000000183eea36c (__TEXT,__text) external _unum_setSymbol
0000000183ee9d3c (__TEXT,__text) external _unum_setTextAttribute
0000000183eea024 (__TEXT,__text) external _unum_toPattern
0000000183e2cab0 (__TEXT,__text) external _unumf_close
0000000183e2bfe0 (__TEXT,__text) external _unumf_closeResult
0000000183e2c5e4 (__TEXT,__text) external _unumf_formatDecimal
0000000183e2c510 (__TEXT,__text) external _unumf_formatDouble
0000000183e2c448 (__TEXT,__text) external _unumf_formatInt
0000000183e2c0a4 (__TEXT,__text) external _unumf_openForSkeletonAndLocale
0000000183e2c260 (__TEXT,__text) external _unumf_openForSkeletonAndLocaleWithError
0000000183e2bef4 (__TEXT,__text) external _unumf_openResult
0000000183e2bf94 (__TEXT,__text) external _unumf_resultAsValue
0000000183e2c8ac (__TEXT,__text) external _unumf_resultGetAllFieldPositions
0000000183e2c7d4 (__TEXT,__text) external _unumf_resultNextFieldPosition
0000000183e2c94c (__TEXT,__text) external _unumf_resultToDecimalNumber
0000000183e2c6d0 (__TEXT,__text) external _unumf_resultToString
0000000183e5f01c (__TEXT,__text) external _unumrf_close
0000000183e5e818 (__TEXT,__text) external _unumrf_closeResult
0000000183e5ebf8 (__TEXT,__text) external _unumrf_formatDecimalRange
0000000183e5eb04 (__TEXT,__text) external _unumrf_formatDoubleRange
0000000183e5e8dc (__TEXT,__text) external _unumrf_openForSkeletonWithCollapseAndIdentityFallback
0000000183e5e72c (__TEXT,__text) external _unumrf_openResult
0000000183e5e7cc (__TEXT,__text) external _unumrf_resultAsValue
0000000183e5ed54 (__TEXT,__text) external _unumrf_resultGetFirstDecimalNumber
0000000183e5ed10 (__TEXT,__text) external _unumrf_resultGetIdentityResult
0000000183e5eeb8 (__TEXT,__text) external _unumrf_resultGetSecondDecimalNumber
0000000183eeaa3c (__TEXT,__text) external _unumsys_close
0000000183eeaaac (__TEXT,__text) external _unumsys_getDescription
0000000183eeaaa0 (__TEXT,__text) external _unumsys_getName
0000000183eeaaa4 (__TEXT,__text) external _unumsys_getRadix
0000000183eeaaa8 (__TEXT,__text) external _unumsys_isAlgorithmic
0000000183eea99c (__TEXT,__text) external _unumsys_open
0000000183eeaa68 (__TEXT,__text) external _unumsys_openAvailableNames
0000000183eeaa24 (__TEXT,__text) external _unumsys_openByName
0000000183eeab90 (__TEXT,__text) external _uplrule_close
0000000183eeab8c (__TEXT,__text) external _uplrule_open
0000000183eeab94 (__TEXT,__text) external _uplrule_select
0000000183eeaba8 (__TEXT,__text) external _uplrule_selectDouble
0000000183eeac50 (__TEXT,__text) external _uplrules_close
0000000183eeb168 (__TEXT,__text) external _uplrules_getKeywords
0000000183eeb1e4 (__TEXT,__text) external _uplrules_getSampleForKeyword
0000000183eeabac (__TEXT,__text) external _uplrules_open
0000000183eeabb8 (__TEXT,__text) external _uplrules_openForType
0000000183eeac7c (__TEXT,__text) external _uplrules_select
0000000183eeae58 (__TEXT,__text) external _uplrules_selectForRange
0000000183eead58 (__TEXT,__text) external _uplrules_selectFormatted
0000000183eeaf50 (__TEXT,__text) external _uplrules_selectWithFormat
0000000183ce90c8 (__TEXT,__text) external _uprv_add32_overflow
0000000183d44034 (__TEXT,__text) external _uprv_aestrncpy
0000000183cb5b20 (__TEXT,__text) external _uprv_asciitolower
0000000183cb58f8 (__TEXT,__text) external _uprv_calloc
0000000183ce8fdc (__TEXT,__text) external _uprv_ceil
0000000183ce7210 (__TEXT,__text) external _uprv_compareASCIIPropertyNames
0000000183ce7318 (__TEXT,__text) external _uprv_compareEBCDICPropertyNames
0000000183d43f60 (__TEXT,__text) external _uprv_compareInvEbcdicAsAscii
0000000183cd4d3c (__TEXT,__text) external _uprv_convertToLCID
0000000183cd4d34 (__TEXT,__text) external _uprv_convertToLCIDPlatform
0000000183cd4c34 (__TEXT,__text) external _uprv_convertToPosix
0000000183dcd860 (__TEXT,__text) external _uprv_decContextClearStatus
0000000183dcd870 (__TEXT,__text) external _uprv_decContextDefault
0000000183dcd904 (__TEXT,__text) external _uprv_decContextGetRounding
0000000183dcd90c (__TEXT,__text) external _uprv_decContextGetStatus
0000000183dcd914 (__TEXT,__text) external _uprv_decContextRestoreStatus
0000000183dcd92c (__TEXT,__text) external _uprv_decContextSaveStatus
0000000183dcd938 (__TEXT,__text) external _uprv_decContextSetRounding
0000000183dcd8f4 (__TEXT,__text) external _uprv_decContextSetStatus
0000000183dcd940 (__TEXT,__text) external _uprv_decContextSetStatusFromString
0000000183dcdb24 (__TEXT,__text) external _uprv_decContextSetStatusFromStringQuiet
0000000183dcdd08 (__TEXT,__text) external _uprv_decContextSetStatusQuiet
0000000183dcdd18 (__TEXT,__text) external _uprv_decContextStatusToString
0000000183dcde64 (__TEXT,__text) external _uprv_decContextTestSavedStatus
0000000183dcde70 (__TEXT,__text) external _uprv_decContextTestStatus
0000000183dcde80 (__TEXT,__text) external _uprv_decContextZeroStatus
0000000183dcf0d0 (__TEXT,__text) external _uprv_decNumberAbs
0000000183dcf808 (__TEXT,__text) external _uprv_decNumberAdd
0000000183dcf85c (__TEXT,__text) external _uprv_decNumberAnd
0000000183dd5494 (__TEXT,__text) external _uprv_decNumberClassToString
0000000183dcfa00 (__TEXT,__text) external _uprv_decNumberCompare
0000000183dcfd98 (__TEXT,__text) external _uprv_decNumberCompareSignal
0000000183dcfdec (__TEXT,__text) external _uprv_decNumberCompareTotal
0000000183dcfe40 (__TEXT,__text) external _uprv_decNumberCompareTotalMag
0000000183dcfff8 (__TEXT,__text) external _uprv_decNumberCopy
0000000183dd26a8 (__TEXT,__text) external _uprv_decNumberCopyAbs
0000000183dd54b8 (__TEXT,__text) external _uprv_decNumberCopyNegate
0000000183dd3198 (__TEXT,__text) external _uprv_decNumberCopySign
0000000183dd005c (__TEXT,__text) external _uprv_decNumberDivide
0000000183dd0bf8 (__TEXT,__text) external _uprv_decNumberDivideInteger
0000000183dd0c4c (__TEXT,__text) external _uprv_decNumberExp
0000000183dd13b0 (__TEXT,__text) external _uprv_decNumberFMA
0000000183dcde88 (__TEXT,__text) external _uprv_decNumberFromInt32
0000000183dce7d0 (__TEXT,__text) external _uprv_decNumberFromString
0000000183dcdec0 (__TEXT,__text) external _uprv_decNumberFromUInt32
0000000183dd54dc (__TEXT,__text) external _uprv_decNumberGetBCD
0000000183dd1cdc (__TEXT,__text) external _uprv_decNumberInvert
0000000183dd31c8 (__TEXT,__text) external _uprv_decNumberIsNormal
0000000183dd554c (__TEXT,__text) external _uprv_decNumberIsSubnormal
0000000183dd1e2c (__TEXT,__text) external _uprv_decNumberLn
0000000183dd26cc (__TEXT,__text) external _uprv_decNumberLog10
0000000183dd24cc (__TEXT,__text) external _uprv_decNumberLogB
0000000183dd29ec (__TEXT,__text) external _uprv_decNumberMax
0000000183dd2a40 (__TEXT,__text) external _uprv_decNumberMaxMag
0000000183dd2a94 (__TEXT,__text) external _uprv_decNumberMin
0000000183dd2ae8 (__TEXT,__text) external _uprv_decNumberMinMag
0000000183dd2b3c (__TEXT,__text) external _uprv_decNumberMinus
0000000183dd3420 (__TEXT,__text) external _uprv_decNumberMultiply
0000000183dd2bb0 (__TEXT,__text) external _uprv_decNumberNextMinus
0000000183dd2cc0 (__TEXT,__text) external _uprv_decNumberNextPlus
0000000183dd2dcc (__TEXT,__text) external _uprv_decNumberNextToward
0000000183dd3f88 (__TEXT,__text) external _uprv_decNumberNormalize
0000000183dd3208 (__TEXT,__text) external _uprv_decNumberOr
0000000183dd33ac (__TEXT,__text) external _uprv_decNumberPlus
0000000183dd3470 (__TEXT,__text) external _uprv_decNumberPower
0000000183dd3cf0 (__TEXT,__text) external _uprv_decNumberQuantize
0000000183dd3f8c (__TEXT,__text) external _uprv_decNumberReduce
0000000183dd41cc (__TEXT,__text) external _uprv_decNumberRemainder
0000000183dd4220 (__TEXT,__text) external _uprv_decNumberRemainderNear
0000000183dd4178 (__TEXT,__text) external _uprv_decNumberRescale
0000000183dd4274 (__TEXT,__text) external _uprv_decNumberRotate
0000000183dd464c (__TEXT,__text) external _uprv_decNumberSameQuantum
0000000183dd46b0 (__TEXT,__text) external _uprv_decNumberScaleB
0000000183dd550c (__TEXT,__text) external _uprv_decNumberSetBCD
0000000183dd47bc (__TEXT,__text) external _uprv_decNumberShift
0000000183dd49ec (__TEXT,__text) external _uprv_decNumberSquareRoot
0000000183dd5164 (__TEXT,__text) external _uprv_decNumberSubtract
0000000183dce7a4 (__TEXT,__text) external _uprv_decNumberToEngString
0000000183dcdf68 (__TEXT,__text) external _uprv_decNumberToInt32
0000000183dd51b8 (__TEXT,__text) external _uprv_decNumberToIntegralExact
0000000183dd5294 (__TEXT,__text) external _uprv_decNumberToIntegralValue
0000000183dce0dc (__TEXT,__text) external _uprv_decNumberToString
0000000183dce028 (__TEXT,__text) external _uprv_decNumberToUInt32
0000000183dd558c (__TEXT,__text) external _uprv_decNumberTrim
0000000183dd55e4 (__TEXT,__text) external _uprv_decNumberVersion
0000000183dd52ec (__TEXT,__text) external _uprv_decNumberXor
0000000183dcdf54 (__TEXT,__text) external _uprv_decNumberZero
0000000183d68f98 (__TEXT,__text) external _uprv_deleteUObject
0000000183cea56c (__TEXT,__text) external _uprv_dl_close
0000000183cea520 (__TEXT,__text) external _uprv_dl_open
0000000183cea580 (__TEXT,__text) external _uprv_dlsym_func
0000000183d440cc (__TEXT,__text) external _uprv_eastrncpy
0000000183d43990 (__TEXT,__text) external _uprv_ebcdicFromAscii
0000000183d4400c (__TEXT,__text) external _uprv_ebcdicToAscii
0000000183d44020 (__TEXT,__text) external _uprv_ebcdicToLowercaseAscii
0000000183cb5b3c (__TEXT,__text) external _uprv_ebcdictolower
0000000183ce8ff4 (__TEXT,__text) external _uprv_fabs
0000000183ce8fd4 (__TEXT,__text) external _uprv_floor
0000000183ce9010 (__TEXT,__text) external _uprv_fmax
0000000183ce906c (__TEXT,__text) external _uprv_fmin
0000000183ce9000 (__TEXT,__text) external _uprv_fmod
0000000183cb58e0 (__TEXT,__text) external _uprv_free
0000000183d5567c (__TEXT,__text) external _uprv_getCharNameCharacters
0000000183ce9fb0 (__TEXT,__text) external _uprv_getDefaultLocaleID
0000000183ce8fc8 (__TEXT,__text) external _uprv_getInfinity
0000000183d55264 (__TEXT,__text) external _uprv_getMaxCharNameLength
0000000183ce8fbc (__TEXT,__text) external _uprv_getNaN
0000000183ce8f08 (__TEXT,__text) external _uprv_getRawUTCtime
0000000183d3ca68 (__TEXT,__text) external _uprv_getStaticCurrencyName
0000000183ce8eac (__TEXT,__text) external _uprv_getUTCtime
0000000183d0723c (__TEXT,__text) external _uprv_int32Comparator
0000000183cb5af0 (__TEXT,__text) external _uprv_isASCIILetter
0000000183d43d24 (__TEXT,__text) external _uprv_isEbcdicAtSign
0000000183ce8f7c (__TEXT,__text) external _uprv_isInfinite
0000000183d438f4 (__TEXT,__text) external _uprv_isInvariantString
0000000183d43940 (__TEXT,__text) external _uprv_isInvariantUString
0000000183ce8f64 (__TEXT,__text) external _uprv_isNaN
0000000183ce8fa8 (__TEXT,__text) external _uprv_isNegativeInfinity
0000000183ce8f94 (__TEXT,__text) external _uprv_isPositiveInfinity
0000000183d7cd08 (__TEXT,__text) external _uprv_itou
0000000183ce9148 (__TEXT,__text) external _uprv_log
0000000183cb586c (__TEXT,__text) external _uprv_malloc
0000000183d50970 (__TEXT,__text) external _uprv_mapFile
0000000183d50aa0 (__TEXT,__text) external _uprv_max
0000000183ce913c (__TEXT,__text) external _uprv_maxMantissa
0000000183ce914c (__TEXT,__text) external _uprv_maximumPtr
0000000183d50aac (__TEXT,__text) external _uprv_min
0000000183ce8ffc (__TEXT,__text) external _uprv_modf
0000000183ce90d8 (__TEXT,__text) external _uprv_mul32_overflow
0000000183d3ba94 (__TEXT,__text) external _uprv_parseCurrency
0000000183ce9b7c (__TEXT,__text) external _uprv_pathIsAbsolute
0000000183ce9004 (__TEXT,__text) external _uprv_pow
0000000183ce9008 (__TEXT,__text) external _uprv_pow10
0000000183cb5880 (__TEXT,__text) external _uprv_realloc
0000000183ce8fe4 (__TEXT,__text) external _uprv_round
0000000183d07364 (__TEXT,__text) external _uprv_sortArray
0000000183d07264 (__TEXT,__text) external _uprv_stableBinarySearch
0000000183cb5e70 (__TEXT,__text) external _uprv_strdup
0000000183cb5d84 (__TEXT,__text) external _uprv_stricmp
0000000183cb5ec8 (__TEXT,__text) external _uprv_strndup
0000000183cb5df4 (__TEXT,__text) external _uprv_strnicmp
0000000183cc4a5c (__TEXT,__text) external _uprv_svc_hook
0000000183d77c40 (__TEXT,__text) external _uprv_syntaxError
0000000183ce9168 (__TEXT,__text) external _uprv_timezone
0000000183cb5b08 (__TEXT,__text) external _uprv_toupper
0000000183ce90ec (__TEXT,__text) external _uprv_trunc
0000000183ce9184 (__TEXT,__text) external _uprv_tzname
0000000183ce9178 (__TEXT,__text) external _uprv_tzname_clear_cache
0000000183ce9164 (__TEXT,__text) external _uprv_tzset
0000000183d0722c (__TEXT,__text) external _uprv_uint16Comparator
0000000183d0724c (__TEXT,__text) external _uprv_uint32Comparator
0000000183ce81c8 (__TEXT,__text) external _upvec_cloneArray
0000000183ce795c (__TEXT,__text) external _upvec_close
0000000183ce7ec0 (__TEXT,__text) external _upvec_compact
0000000183ce8304 (__TEXT,__text) external _upvec_compactToUTrie2Handler
0000000183ce8290 (__TEXT,__text) external _upvec_compactToUTrie2WithRowIndexes
0000000183ce8194 (__TEXT,__text) external _upvec_getArray
0000000183ce7e64 (__TEXT,__text) external _upvec_getRow
0000000183ce7df4 (__TEXT,__text) external _upvec_getValue
0000000183ce7868 (__TEXT,__text) external _upvec_open
0000000183ce79a0 (__TEXT,__text) external _upvec_setValue
0000000183d6b0c4 (__TEXT,__text) external _urbtok57_getBinaryRules
0000000183d6af6c (__TEXT,__text) external _urbtok57_openBinaryRules
0000000183d6b030 (__TEXT,__text) external _urbtok57_openBinaryRulesNoCopy
0000000183d6ae70 (__TEXT,__text) external _urbtok57_openRules
0000000183d6b1cc (__TEXT,__text) external _urbtok57_tokenize
0000000183d6ab98 (__TEXT,__text) external _urbtok_getBinaryRules
0000000183d6a8e8 (__TEXT,__text) external _urbtok_open
0000000183d6a9f8 (__TEXT,__text) external _urbtok_openBinaryRules
0000000183d6aadc (__TEXT,__text) external _urbtok_openBinaryRulesNoCopy
0000000183d6a934 (__TEXT,__text) external _urbtok_openRules
0000000183d6acb4 (__TEXT,__text) external _urbtok_swapBinaryRules
0000000183d6aca0 (__TEXT,__text) external _urbtok_tokenize
0000000183eec9b4 (__TEXT,__text) external _uregex_appendReplacement
0000000183eed324 (__TEXT,__text) external _uregex_appendReplacementUText
0000000183eec9b8 (__TEXT,__text) external _uregex_appendTail
0000000183eed590 (__TEXT,__text) external _uregex_appendTailUText
0000000183eeb784 (__TEXT,__text) external _uregex_clone
0000000183eeb740 (__TEXT,__text) external _uregex_close
0000000183eec230 (__TEXT,__text) external _uregex_end
0000000183eec248 (__TEXT,__text) external _uregex_end64
0000000183eebd2c (__TEXT,__text) external _uregex_find
0000000183eebd34 (__TEXT,__text) external _uregex_find64
0000000183eebdf8 (__TEXT,__text) external _uregex_findNext
0000000183eeb8c8 (__TEXT,__text) external _uregex_flags
0000000183eec828 (__TEXT,__text) external _uregex_getFindProgressCallback
0000000183eec7b0 (__TEXT,__text) external _uregex_getMatchCallback
0000000183eec738 (__TEXT,__text) external _uregex_getStackLimit
0000000183eeba98 (__TEXT,__text) external _uregex_getText
0000000183eec6c0 (__TEXT,__text) external _uregex_getTimeLimit
0000000183eebbd4 (__TEXT,__text) external _uregex_getUText
0000000183eebf84 (__TEXT,__text) external _uregex_group
0000000183eebe50 (__TEXT,__text) external _uregex_groupCount
0000000183eebf48 (__TEXT,__text) external _uregex_groupNumberFromCName
0000000183eebe8c (__TEXT,__text) external _uregex_groupNumberFromName
0000000183eec128 (__TEXT,__text) external _uregex_groupUText
0000000183eec55c (__TEXT,__text) external _uregex_hasAnchoringBounds
0000000183eec4e4 (__TEXT,__text) external _uregex_hasTransparentBounds
0000000183eec5d4 (__TEXT,__text) external _uregex_hitEnd
0000000183eebcbc (__TEXT,__text) external _uregex_lookingAt
0000000183eebcc4 (__TEXT,__text) external _uregex_lookingAt64
0000000183eebc4c (__TEXT,__text) external _uregex_matches
0000000183eebc54 (__TEXT,__text) external _uregex_matches64
0000000183eeb344 (__TEXT,__text) external _uregex_open
0000000183eed960 (__TEXT,__text) external _uregex_openC
0000000183eeb538 (__TEXT,__text) external _uregex_openUText
0000000183eeb870 (__TEXT,__text) external _uregex_pattern
0000000183eeb8c0 (__TEXT,__text) external _uregex_patternUText
0000000183eebc10 (__TEXT,__text) external _uregex_refreshUText
0000000183eec450 (__TEXT,__text) external _uregex_regionEnd
0000000183eec468 (__TEXT,__text) external _uregex_regionEnd64
