00007ff80cd67d70 (__TEXT,__const) non-external _A1_Table
00007ff843b78ea0 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaFirst_vec
00007ff80c426c50 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast
00007ff80c3157d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_AVX
00007ff80c4435d0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_AVX2
00007ff80c4b1820 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_SSE4_1
00007ff80c426c70 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_resolver
00007ff80c42b7a0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_scalar
00007ff843b78e98 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16AlphaLast_vec
00007ff80c426d70 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst
00007ff80c316ca0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_AVX
00007ff80c444cd0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_AVX2
00007ff80c4b2ae0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_SSE4_1
00007ff80c426d90 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_resolver
00007ff80c42c350 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_scalar
00007ff843b78eb0 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaFirst_vec
00007ff80c426d10 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast
00007ff80c3164a0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_AVX
00007ff80c444580 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_AVX2
00007ff80c4b2510 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_SSE4_1
00007ff80c426d30 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_resolver
00007ff80c42bf60 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_scalar
00007ff843b78ea8 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky16Q12AlphaLast_vec
00007ff80c426bf0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst
00007ff80c315000 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_AVX
00007ff80c442e40 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_AVX2
00007ff80c4b10a0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_SSE4_1
00007ff80c426c10 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_resolver
00007ff80c42b380 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_scalar
00007ff843b78e90 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaFirst_vec
00007ff80c20fde0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast
00007ff80c314840 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_AVX
00007ff80c20fe40 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_AVX2
00007ff80c4b0900 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_SSE4_1
00007ff80c20fe00 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_resolver
00007ff80c42af70 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_scalar
00007ff843b78e88 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_Chunky8AlphaLast_vec
00007ff80c426e30 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst
00007ff80c317930 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_AVX
00007ff80c4458b0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_AVX2
00007ff80c4b3500 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_SSE4_1
00007ff80c426e50 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_resolver
00007ff80c42cad0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_scalar
00007ff843b78ec0 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaFirst_vec
00007ff80c426dd0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast
00007ff80c3174c0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_AVX
00007ff80c445440 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_AVX2
00007ff80c4b30c0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_SSE4_1
00007ff80c426df0 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_resolver
00007ff80c42c760 (__TEXT,__text) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_scalar
00007ff843b78eb8 (__DATA,__data) non-external (was a private external) _vImageUnpremultiplyData_ChunkyFAlphaLast_vec
00007ff80c2978d0 (__TEXT,__text) external _vImageUnpremultiplyData_Planar8
00007ff843b79038 (__DATA,__bss) non-external _vImageUnpremultiplyData_Planar8.vUnpremultiplyData_Planar8_CV
00007ff80c297b80 (__TEXT,__text) external _vImageUnpremultiplyData_PlanarF
00007ff843b79668 (__DATA,__bss) non-external _vImageUnpremultiplyData_PlanarF.vUnpremultiplyData_PlanarF_CV
00007ff80c298d30 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16F
00007ff843b796a0 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16F.vUnpremultiplyData_RGBA16F_CV
00007ff80c2988b0 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16Q12
00007ff843b79690 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16Q12.vUnpremultiplyData_RGBA16Q12_CV
00007ff80c298400 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA16U
00007ff843b79680 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA16U.vUnpremultiplyData_RGBA16U_CV
00007ff80c219140 (__TEXT,__text) external _vImageUnpremultiplyData_RGBA8888
00007ff843b79048 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBA8888.vUnpremultiplyData_RGBA8888_CV
00007ff80c298af0 (__TEXT,__text) external _vImageUnpremultiplyData_RGBAFFFF
00007ff843b79698 (__DATA,__bss) non-external _vImageUnpremultiplyData_RGBAFFFF.vUnpremultiplyData_RGBAFFFF_CV
00007ff80c3a0970 (__TEXT,__text) external _vImageVerticalReflect_ARGB16F
00007ff80c3a0280 (__TEXT,__text) external _vImageVerticalReflect_ARGB16S
00007ff80c39ff70 (__TEXT,__text) external _vImageVerticalReflect_ARGB16U
00007ff80c39fc60 (__TEXT,__text) external _vImageVerticalReflect_ARGB8888
00007ff80c3a0590 (__TEXT,__text) external _vImageVerticalReflect_ARGBFFFF
00007ff80c3a0960 (__TEXT,__text) external _vImageVerticalReflect_CbCr16F
00007ff80c3a0900 (__TEXT,__text) external _vImageVerticalReflect_Planar16F
00007ff80c3a08a0 (__TEXT,__text) external _vImageVerticalReflect_Planar16U
00007ff80c39f620 (__TEXT,__text) external _vImageVerticalReflect_Planar8
00007ff80c39f950 (__TEXT,__text) external _vImageVerticalReflect_PlanarF
00007ff80c5152f0 (__TEXT,__text) external _vImageVerticalShearD_ARGB16F
00007ff843b79e58 (__DATA,__bss) non-external _vImageVerticalShearD_ARGB16F.vVerticalShear_ARGB16F
00007ff80c390180 (__TEXT,__text) external _vImageVerticalShearD_ARGB16S
00007ff80c38f5c0 (__TEXT,__text) external _vImageVerticalShearD_ARGB16U
00007ff80c277370 (__TEXT,__text) external _vImageVerticalShearD_ARGB8888
00007ff80c39b4a0 (__TEXT,__text) external _vImageVerticalShearD_ARGBFFFF
00007ff80c514d00 (__TEXT,__text) external _vImageVerticalShearD_CbCr16F
00007ff843b79e48 (__DATA,__bss) non-external _vImageVerticalShearD_CbCr16F.vVerticalShear_CbCr16F
00007ff80c398ec0 (__TEXT,__text) external _vImageVerticalShearD_CbCr16S
00007ff80c398b50 (__TEXT,__text) external _vImageVerticalShearD_CbCr16U
00007ff80c515940 (__TEXT,__text) external _vImageVerticalShearD_CbCrF
00007ff843b79e68 (__DATA,__bss) non-external _vImageVerticalShearD_CbCrF.vVerticalShear_CbCrF
00007ff80c514710 (__TEXT,__text) external _vImageVerticalShearD_Planar16F
00007ff843b79e38 (__DATA,__bss) non-external _vImageVerticalShearD_Planar16F.vVerticalShear_Planar16F
00007ff80c38c8d0 (__TEXT,__text) external _vImageVerticalShearD_Planar8
00007ff80c38d410 (__TEXT,__text) external _vImageVerticalShearD_PlanarF
00007ff80c5155d0 (__TEXT,__text) external _vImageVerticalShear_ARGB16F
00007ff80c394510 (__TEXT,__text) external _vImageVerticalShear_ARGB16S
00007ff80c256920 (__TEXT,__text) external _vImageVerticalShear_ARGB16U
00007ff80c243880 (__TEXT,__text) external _vImageVerticalShear_ARGB8888
00007ff80c390cc0 (__TEXT,__text) external _vImageVerticalShear_ARGBFFFF
00007ff80c514fe0 (__TEXT,__text) external _vImageVerticalShear_CbCr16F
00007ff80c398fa0 (__TEXT,__text) external _vImageVerticalShear_CbCr16S
00007ff80c393c00 (__TEXT,__text) external _vImageVerticalShear_CbCr16U
00007ff80c263dc0 (__TEXT,__text) external _vImageVerticalShear_CbCr8
00007ff80c515c20 (__TEXT,__text) external _vImageVerticalShear_CbCrF
00007ff80c5149f0 (__TEXT,__text) external _vImageVerticalShear_Planar16F
00007ff80c3919c0 (__TEXT,__text) external _vImageVerticalShear_Planar16S
00007ff80c3926d0 (__TEXT,__text) external _vImageVerticalShear_Planar16U
00007ff80c25e660 (__TEXT,__text) external _vImageVerticalShear_Planar8
00007ff80c3932d0 (__TEXT,__text) external _vImageVerticalShear_PlanarF
00007ff80c395460 (__TEXT,__text) external _vImageVerticalShear_XRGB2101010W
00007ff80c52e330 (__TEXT,__text) non-external _vImage_CGImageFormat_Print
00007ff80c3a46a0 (__TEXT,__text) external _vImage_SILBuffer_Allocate_RGBAFFFF
00007ff80c3a55c0 (__TEXT,__text) external _vImage_SILBuffer_Free_RGBAFFFF
00007ff80c3a46f0 (__TEXT,__text) external _vImage_SILBuffer_Init_RGBAFFFF
00007ff80c54e5d0 (__TEXT,__text) non-external (was a private external) _vImage_free
00007ff80c54e5c0 (__TEXT,__text) non-external (was a private external) _vImage_malloc
00007ff80c54e5f0 (__TEXT,__text) non-external (was a private external) _vImage_posix_memalign
00007ff80c45c040 (__TEXT,__text) non-external (was a private external) _vImage_vramp
00007ff80c9f92c0 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx
00007ff80cb72f40 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx2
00007ff80c7206a0 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_avx512
00007ff80c872830 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_sse4_1
00007ff80c575510 (__TEXT,__text) non-external (was a private external) _vInterpolatedLookupTable_PlanarF_vec
00007ff80c9e5520 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx
00007ff80cb5f840 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx2
00007ff80c7108a0 (__TEXT,__text) non-external (was a private external) _vInvert_16U_avx512
00007ff80c85a570 (__TEXT,__text) non-external (was a private external) _vInvert_16U_sse4_1
00007ff80c55d250 (__TEXT,__text) non-external (was a private external) _vInvert_16U_vec
00007ff80c9e4580 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx
00007ff80cb5e8a0 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx2
00007ff80c70f8f0 (__TEXT,__text) non-external (was a private external) _vInvert_8_avx512
00007ff80c859210 (__TEXT,__text) non-external (was a private external) _vInvert_8_sse4_1
00007ff80c55bef0 (__TEXT,__text) non-external (was a private external) _vInvert_8_vec
00007ff80c9e6750 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx
00007ff80cb60a70 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx2
00007ff80c711af0 (__TEXT,__text) non-external (was a private external) _vInvert_F_avx512
00007ff80c85bb30 (__TEXT,__text) non-external (was a private external) _vInvert_F_sse4_1
00007ff80c55e810 (__TEXT,__text) non-external (was a private external) _vInvert_F_vec
00007ff80c9df090 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx
00007ff80cb586a0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx2
00007ff80c709770 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_avx512
00007ff80c853e20 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_sse4_1
00007ff80c556b00 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Q12to8_vec
00007ff80c9da830 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx
00007ff80cb53250 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx2
00007ff80c703230 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_avx512
00007ff80c84f970 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_sse4_1
00007ff80c552650 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16Uto8_vec
00007ff80c9dda40 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx
00007ff80cb56a30 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx2
00007ff80c707930 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_avx512
00007ff80c852840 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_sse4_1
00007ff80c555520 (__TEXT,__text) non-external (was a private external) _vLinearTransform_16UtoF_vec
00007ff80c9d7120 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx
00007ff80cb4f620 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx2
00007ff80c6ff2b0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_avx512
00007ff80c84c980 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_sse4_1
00007ff80c54f660 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16Q12_vec
00007ff80c9dc3c0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx
00007ff80cb54d10 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx2
00007ff80c705680 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_avx512
00007ff80c8512b0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_sse4_1
00007ff80c553f90 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8to16U_vec
00007ff80c9d8c80 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx
00007ff80cb512e0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx2
00007ff80c701350 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_avx512
00007ff80c84e100 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_sse4_1
00007ff80c550de0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_8toF_vec
00007ff80c9e27a0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx
00007ff80cb5c710 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx2
00007ff80c70ddb0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_avx512
00007ff80c857780 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_sse4_1
00007ff80c55a460 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto16U_vec
00007ff80c9e0c70 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx
00007ff80cb5a170 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx2
00007ff80c70bbd0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_avx512
00007ff80c8557d0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_sse4_1
00007ff80c5584b0 (__TEXT,__text) non-external (was a private external) _vLinearTransform_Fto8_vec
00007ff80cb772d0 (__TEXT,__text) non-external (was a private external) _vLookupTable_2to8_avx2
00007ff80c57b350 (__TEXT,__text) non-external (was a private external) _vLookupTable_2to8_vec
00007ff80cb77540 (__TEXT,__text) non-external (was a private external) _vLookupTable_4to8_avx2
00007ff80c57b5d0 (__TEXT,__text) non-external (was a private external) _vLookupTable_4to8_vec
00007ff80c417c10 (__TEXT,__text) non-external (was a private external) _vLookupTable_8to64U
00007ff80c21ae70 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16
00007ff80c417220 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16WithClipping
00007ff80c9f9cd0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_avx
00007ff80cb77060 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_avx2
00007ff80c720d60 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_avx512
00007ff80c878400 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_sse4_1
00007ff80c57b0e0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar16toPlanar16_vec
00007ff80c417fd0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar128
00007ff80c271730 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar16
00007ff80c2754d0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar24
00007ff80c416f70 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar48
00007ff80c417fc0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanar96
00007ff80c23dba0 (__TEXT,__text) non-external (was a private external) _vLookupTable_Planar8toPlanarF
00007ff80c4278b0 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8
00007ff80c325780 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_AVX
00007ff80c4548e0 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_AVX2
00007ff80c4c0a80 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_SSE4_1
00007ff80c4278d0 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_resolver
00007ff80c438390 (__TEXT,__text) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_scalar
00007ff843b78fa8 (__DATA,__data) non-external (was a private external) _vLookupTable_PlanarFtoPlanar8_vec
00007ff80c25bb70 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888
00007ff80c40bbf0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888ToPlanar8
00007ff80c3fbba0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGB8888ToPlanar8_avx2
00007ff80c40ce10 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFF
00007ff80c40d130 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF
00007ff80c3f4d80 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF_avx
00007ff80c3fd450 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFFToPlanarF_avx2
00007ff80c3f4780 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_ARGBFFFF_AVX
00007ff80cb80e60 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_0_avx2
00007ff80c588930 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_0_vec
00007ff80cb866e0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_10_avx2
00007ff80c58ec70 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_10_vec
00007ff80cb874a0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_11_avx2
00007ff80c58fbf0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_11_vec
00007ff80c22eee0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_12_avx2
00007ff80c5907f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_12_vec
00007ff80cb87f10 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_13_avx2
00007ff80c5910f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_13_vec
00007ff80cb889b0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_14_avx2
00007ff80c591ca0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_14_vec
00007ff80cb89520 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_15_avx2
00007ff80c592970 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_15_vec
00007ff80cb8a290 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_16_avx2
00007ff80c593910 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_16_vec
00007ff80cb8ad50 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_17_avx2
00007ff80c594510 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_17_vec
00007ff80cb8b880 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_18_avx2
00007ff80c595170 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_18_vec
00007ff80c219fa0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_19_avx2
00007ff80c596010 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_19_vec
00007ff80cb81360 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1_avx2
00007ff80c588e90 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1_vec
00007ff80cb93bf0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1x4_avx2
00007ff80c5a1370 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_1x4_vec
00007ff80c23e8d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_20_avx2
00007ff80c596f60 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_20_vec
00007ff80cb8c530 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_21_avx2
00007ff80c597b70 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_21_vec
00007ff80cb8d150 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_22_avx2
00007ff80c598900 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_22_vec
00007ff80cb8dc40 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_23_avx2
00007ff80c599510 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_23_vec
00007ff80cb8e6d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_24_avx2
00007ff80c59a110 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_24_vec
00007ff80cb8f230 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_25_avx2
00007ff80c59adb0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_25_vec
00007ff80cb8fcc0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_26_avx2
00007ff80c59b930 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_26_vec
00007ff80c26e730 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_27_avx2
00007ff80c59c5b0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_27_vec
00007ff80cb907c0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_28_avx2
00007ff80c59cf00 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_28_vec
00007ff80cb914d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_29_avx2
00007ff80c59dd90 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_29_vec
00007ff80c212450 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2_avx2
00007ff80c274360 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2_vec
00007ff80cb94710 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2x4_avx2
00007ff80c5a1fa0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_2x4_vec
00007ff80cb920f0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_30_avx2
00007ff80c59ea30 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_30_vec
00007ff80cb928e0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_31_avx2
00007ff80c59f3c0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_31_vec
00007ff80cb93440 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_32_avx2
00007ff80c5a0080 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_32_vec
00007ff80c2465d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_33_avx2
00007ff80c5a09c0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_33_vec
00007ff80c2349e0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_34_avx2
00007ff80c271b00 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_34_vec
00007ff80cb81b60 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3_avx2
00007ff80c5897b0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3_vec
00007ff80cb94fb0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3x4_avx2
00007ff80c5a2980 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_3x4_vec
00007ff80cb821d0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4_avx2
00007ff80c589e90 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4_vec
00007ff80cb97eb0 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x1_avx2
00007ff80c5a5f60 (__TEXT,__text) non-external (was a private external) _vMatrixMultiply_Planar16S_4x1_vec
