000000021a878e50 (__DATA,__data) non-external _.compoundliteral
00000001e4febe28 (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00000001e502e1c4 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00000001e50474ac (__TEXT,__text) external _glvmInterpretCPTransformPatch
00000001e5045300 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00000001e504a14c (__TEXT,__text) external _glvmInterpretEPTransformPatch
00000001e5047b34 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00000001e50535e8 (__TEXT,__text) external _glvmInterpretFPTransformFour
00000001e5050bf8 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00000001e504e0c0 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00000001e504b5f0 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00000001e5044c08 (__TEXT,__text) external _glvmInterpretVPTransformFour
00000001e504210c (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00000001e50192c0 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00000001e5015fec (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00000001e5021d90 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00000001e5025fb8 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00000001e5029c38 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00000001e5028d28 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00000001e501f1d4 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00000001e50169c8 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00000001e50149d4 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00000001e50d84d0 (__TEXT,__text) non-external _glvmOp
00000001e5030f44 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00000001e503e08c (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00000001e50310e4 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00000001e503577c (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00000001e5031230 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00000001e503d7b0 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00000001e50358c8 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00000001e50313f8 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00000001e5030ee8 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00000001e5030ec0 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00000001e5030ee4 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00000001e503df5c (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00000001e50315c0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00000001e503e1bc (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00000001e5031738 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00000001e503590c (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00000001e503057c (__TEXT,__text) non-external (was a private external) _glvmOperationATN_Core
00000001e503c34c (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00000001e50402b8 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00000001e503fef4 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00000001e5031744 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00000001e503995c (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00000001e50398f4 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00000001e503db98 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00000001e50318b8 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00000001e503dcfc (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00000001e504e368 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00000001e50356f0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00000001e503571c (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00000001e5031944 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00000001e5036600 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00000001e5035aa4 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00000001e5035e0c (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00000001e5036164 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00000001e5036354 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00000001e50364b4 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00000001e503b438 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00000001e5036558 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00000001e50450fc (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00000001e5047930 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00000001e505099c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00000001e504b3ec (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00000001e5041ea8 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00000001e504acb4 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00000001e504b174 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00000001e504af10 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00000001e5031984 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00000001e502fd1c (__TEXT,__text) non-external (was a private external) _glvmOperationEX2_Core
00000001e5031ae8 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00000001e5031af0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00000001e503e864 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00000001e503e590 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00000001e5039f48 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00000001e504057c (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00000001e5040840 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00000001e5031cac (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00000001e502fbdc (__TEXT,__text) non-external (was a private external) _glvmOperationFLR_CEI_Core
00000001e5031e20 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00000001e503e56c (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00000001e500f2a8 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00000001e5035748 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00000001e5040b5c (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00000001e5040b80 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00000001e5040cc8 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00000001e5034c5c (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00000001e503e2ec (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00000001e503e3cc (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00000001e500f2b0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00000001e500f2e4 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00000001e503eae0 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00000001e5032188 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00000001e503259c (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00000001e503007c (__TEXT,__text) non-external (was a private external) _glvmOperationLG2_Core
00000001e50326fc (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00000001e503c410 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00000001e50328b0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00000001e50328c0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00000001e503a468 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00000001e503a72c (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00000001e5036a30 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00000001e5036dc0 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00000001e5037150 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00000001e5037154 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00000001e5032a44 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00000001e50378dc (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00000001e503fe18 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00000001e5032ab4 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00000001e5032ae8 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00000001e5032f38 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00000001e503d7f4 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00000001e5037a28 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00000001e503ef88 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00000001e503edac (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00000001e503fdd0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00000001e503f74c (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00000001e503fad8 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00000001e5037a6c (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00000001e5034b68 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00000001e5034ba8 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00000001e5034bac (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00000001e500f2ac (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00000001e5037c88 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00000001e503a7f8 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00000001e503c900 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00000001e503cb48 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00000001e5034be4 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00000001e5030e68 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00000001e5035668 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00000001e5038094 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00000001e503815c (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00000001e5038610 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00000001e5038628 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00000001e50388a8 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00000001e503d87c (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00000001e503d980 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00000001e5034e34 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00000001e503dbcc (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00000001e5030240 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN_Core
00000001e5038b28 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00000001e5038da8 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00000001e503b1b8 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00000001e5039028 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00000001e5034e38 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00000001e5034fb0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00000001e5047768 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00000001e504a430 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00000001e5040df0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00000001e50394e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00000001e50394f8 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00000001e503b4e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00000001e504e594 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00000001e50352ac (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00000001e503de2c (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00000001e500f124 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00000001e500eed8 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00000001e500effc (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00000001e503e548 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00000001e503d568 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00000001e503f3c8 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00000001e503eee8 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00000001e503fdf4 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00000001e503f944 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00000001e503fcd0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00000001e503d838 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00000001e5039644 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00000001e50398b0 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00000001e5030eec (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00000001e503071c (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00000001e5030994 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00000001e500f01c (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00000001e500edd4 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00000001e500f1bc (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00000001e500eef8 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00000001e500f274 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00000001e500ed48 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00000001e500ed6c (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00000001e500f15c (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00000001e500edb8 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00000001e500eca0 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00000001e500f144 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00000001e500edb0 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00000001e50501b8 (__TEXT,__text) external _glvmPreloadFPTransformFour
00000001e504e720 (__TEXT,__text) non-external (was a private external) _glvmPreloadPositionAttrib
00000001e504e814 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00000001e500f908 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00000001e5011b28 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00000001e500f2f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00000001e500fac4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00000001e5011558 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00000001e5012e64 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00000001e5013280 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00000001e500f554 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00000001e500f68c (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00000001e500f6d4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00000001e500f854 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00000001e5011594 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00000001e50133e8 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00000001e50135e0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00000001e5013890 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00000001e500e298 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00000001e500e188 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00000001e4fefaec (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00000001e4ff53c0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00000001e4ff6500 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00000001e500e1d4 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00000001e5044b34 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e50473d8 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e504a078 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e504dfec (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e5053514 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000001e4fede04 (__TEXT,__text) external _glvmSetTextureFormat
00000001e501438c (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00000001e501bab4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00000001e501e9b4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00000001e5023ac8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00000001e5027720 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00000001e502ba5c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00000001e502928c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00000001e5020068 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00000001e5024d40 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00000001e5028224 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00000001e502c938 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00000001e5029764 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00000001e5020c80 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00000001e501a2c4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00000001e501c180 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00000001e4fef9e4 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00000001e4fefa64 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00000001e501442c (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00000001e4feedc4 (__TEXT,__text) external _glvmUpdateTextureStructure
00000001e5049b90 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00000001e504d904 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00000001e504443c (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
000000021cddc310 (__DATA_DIRTY,__bss) non-external _glvm_constants
000000021cddc300 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00000001e50a0e68 (__TEXT,__text) non-external _handleResetPost
00000001e50a0e08 (__TEXT,__text) non-external _handleResetPre
00000001e50a6a88 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00000001e50af7c0 (__TEXT,__text) non-external _include_str_getch
00000001e50af8dc (__TEXT,__text) non-external _include_str_ungetch
00000001e50a6204 (__TEXT,__text) non-external _initAggregateType
00000001e50b5834 (__TEXT,__text) non-external _initBinaryOperatorNode
00000001e50b5808 (__TEXT,__text) non-external _initCallNode
00000001e50b5900 (__TEXT,__text) non-external _initDerefNode
00000001e50b58b0 (__TEXT,__text) non-external _initQualifierNode
00000001e50b58d8 (__TEXT,__text) non-external _initStatementNode
00000001e50b5884 (__TEXT,__text) non-external _initStructureNode
00000001e505c280 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00000001e50b57cc (__TEXT,__text) non-external _initUnaryOperatorNode
00000001e50da188 (__TEXT,__text) non-external _inliningNodeReplacement
00000001e5090748 (__TEXT,__text) non-external _inputForOutput
00000001e5105a38 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00000001e5105a34 (__TEXT,__text) non-external _instructionIndexHashFunction
00000001e50f40d4 (__TEXT,__text) non-external _iterateQualifiers
00000001e50b0920 (__TEXT,__text) non-external _lAddByte
00000001e50b009c (__TEXT,__text) non-external _lFloatConst
00000001e50b07b8 (__TEXT,__text) non-external _lNewBlock
00000001e50b0f38 (__TEXT,__text) non-external _lReadByte
00000001e50ab734 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00000001e50d54e4 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000001e4fe1ff0 (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00000001e4fe2058 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00000001e4fe2180 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00000001e4fe21f8 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00000001e4fe1fa4 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00000001e4fe2168 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00000001e4fe20f0 (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00000001e4fe1ff4 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00000001e4fe2054 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00000001e4fe1fec (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00000001e4fe2200 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00000001e4fe1f9c (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00000001e50ad98c (__TEXT,__text) non-external _macro_scan
00000001e5089410 (__TEXT,__text) non-external _makeCopyFunction
00000001e50d5894 (__TEXT,__text) non-external _makeIntConstantNode
00000001e5057fac (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc (from libSystem)
00000001e50ae378 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00000001e50ae2b4 (__TEXT,__text) non-external (was a private external) _mem_Alloc
00000001e50ae1c4 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00000001e50ae264 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00000001e5059568 (__TEXT,__text) non-external _mergeTypes
000000021a87d51c (__DATA,__bss) non-external _message
000000021a87d518 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
000000021a878e10 (__DATA,__data) non-external _mutex
00000001e5092920 (__TEXT,__text) non-external _nameTablePush
000000021a87d940 (__DATA,__bss) non-external _nameTableSets
00000001e50ae120 (__TEXT,__text) non-external _noop
00000001e50b0098 (__TEXT,__text) non-external _noop
00000001e508aed0 (__TEXT,__text) non-external _offsetLayout
00000001e50aba18 (__TEXT,__text) non-external _op_add
00000001e50ab9b8 (__TEXT,__text) non-external _op_and
00000001e50aba68 (__TEXT,__text) non-external _op_cmpl
00000001e50aba30 (__TEXT,__text) non-external _op_div
00000001e50ab9c0 (__TEXT,__text) non-external _op_eq
00000001e50ab9e4 (__TEXT,__text) non-external _op_ge
00000001e50ab9d8 (__TEXT,__text) non-external _op_gt
00000001e50ab9fc (__TEXT,__text) non-external _op_le
00000001e50ab998 (__TEXT,__text) non-external _op_logand
00000001e50ab988 (__TEXT,__text) non-external _op_logor
00000001e50ab9f0 (__TEXT,__text) non-external _op_lt
00000001e50aba44 (__TEXT,__text) non-external _op_mod
00000001e50aba28 (__TEXT,__text) non-external _op_mul
00000001e50ab9cc (__TEXT,__text) non-external _op_ne
00000001e50aba60 (__TEXT,__text) non-external _op_neg
00000001e50aba70 (__TEXT,__text) non-external _op_not
00000001e50ab9a8 (__TEXT,__text) non-external _op_or
00000001e50aba5c (__TEXT,__text) non-external _op_pos
00000001e50aba08 (__TEXT,__text) non-external _op_shl
00000001e50aba10 (__TEXT,__text) non-external _op_shr
00000001e50aba20 (__TEXT,__text) non-external _op_sub
00000001e50ab9b0 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00000001e50916dc (__TEXT,__text) non-external _outputForInput
00000001e507fc50 (__TEXT,__text) non-external _packInto
00000001e5098cb0 (__TEXT,__text) non-external _parseInterpolationQualifiers
00000001e5098b00 (__TEXT,__text) non-external _parseLayout
00000001e505949c (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00000001e5059228 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00000001e50d4458 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00000001e50d4620 (__TEXT,__text) non-external _phase2Process
00000001e50d492c (__TEXT,__text) non-external _phase2ProcessConstant
00000001e50d4a08 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00000001e50d4aa4 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00000001e50d4f20 (__TEXT,__text) non-external _phase2ProcessLValue
00000001e50d499c (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00000001e50d4b58 (__TEXT,__text) non-external _phase2ProcessRawCall
00000001e50d4cf4 (__TEXT,__text) non-external _phase2ProcessSubroutineRawCall
00000001e50d53f4 (__TEXT,__text) non-external _phase2ProcessSubroutineUniform
00000001e50d4a50 (__TEXT,__text) non-external _phase2ProcessVariableDeclaration
00000001e5058018 (__TEXT,__text) non-external _poolAlloc
000000021a87d960 (__DATA,__bss) non-external _poolAllocators
00000001e50580ac (__TEXT,__text) non-external _poolFree
00000001e50580a4 (__TEXT,__text) non-external _poolRealloc
00000001e5124c20 (__TEXT,__const) non-external _pow_10.down
00000001e5124b20 (__TEXT,__const) non-external _pow_10.up
                 (undefined) external _powf (from libSystem)
000000021758f540 (__DATA_CONST,__const) non-external (was a private external) _ppstreamOpString
00000001e505cf78 (__TEXT,__text) non-external _primitiveTypeOfDeref
                 (undefined) external _printf (from libSystem)
00000001e5091494 (__TEXT,__text) non-external _propagateCopyBindings
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00000001e509ef54 (__TEXT,__text) non-external (was a private external) _pushdownPrecisionInternal
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_b (from libSystem)
00000001e50992e0 (__TEXT,__text) non-external _qualifierContextToString
00000001e5098064 (__TEXT,__text) non-external _qualifierMaskToSAFlags
00000001e5098e70 (__TEXT,__text) non-external _qualifierMaskToStringBuffer
00000001e50aba7c (__TEXT,__text) non-external (was a private external) _readCPPline
00000001e505828c (__TEXT,__text) non-external _readTOC
00000001e50c2d14 (__TEXT,__text) non-external (was a private external) _real_serialize_GLPValue
                 (undefined) external _realloc (from libSystem)
00000001e51020d0 (__TEXT,__text) non-external _regEqualsFunction
00000001e51020c8 (__TEXT,__text) non-external _regHashFunction
00000001e50b1208 (__TEXT,__text) non-external _reget_token
00000001e5092ae8 (__TEXT,__text) non-external _remap
