00007ff84391b6b0 (__DATA,__data) external _NDR_record
00007ff802e12ae9 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff802e12395 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff802e122bd (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff802e0a00c (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff802e0a4d7 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff802e12845 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff802e126c6 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff802e0a3bd (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff802e12370 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff802e0abb8 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff802e06071 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff802e07896 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff802e0612d (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff802e12a9a (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff802e12340 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff802e122a5 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff802e12358 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff802e06057 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff802e0603d (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff802e0a3e5 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff802e02028 (__TEXT,__text) external _pread
00007ff802e0b710 (__TEXT,__text) external _pread$NOCANCEL
00007ff802e0c248 (__TEXT,__text) external _preadv
00007ff802e0b728 (__TEXT,__text) external _preadv$NOCANCEL
00007ff802e118e1 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff802e10b51 (__TEXT,__text) external _proc_clear_cpulimits
00007ff802e10cf5 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff802e10620 (__TEXT,__text) external _proc_clear_dirty
00007ff802e10c02 (__TEXT,__text) external _proc_clear_vmpressure
00007ff802e10521 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff802e08c09 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff802e08cc9 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff802e10d42 (__TEXT,__text) external _proc_disable_apptype
00007ff802e09d32 (__TEXT,__text) external _proc_disable_cpumon
00007ff802e08968 (__TEXT,__text) external _proc_disable_wakemon
00007ff802e10ba7 (__TEXT,__text) external _proc_donate_importance_boost
00007ff802e10da2 (__TEXT,__text) external _proc_enable_apptype
00007ff802e08901 (__TEXT,__text) external _proc_get_cpumon_params
00007ff802e105c5 (__TEXT,__text) external _proc_get_dirty
00007ff802e10a6a (__TEXT,__text) external _proc_get_wakemon_params
00007ff802e08c11 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff802e08cd1 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff802e10455 (__TEXT,__text) external _proc_kmsgbuf
00007ff802e105aa (__TEXT,__text) external _proc_libversion
00007ff802e10ac2 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff802e10aa9 (__TEXT,__text) external _proc_list_uptrs
00007ff802e10222 (__TEXT,__text) external _proc_listallpids
00007ff802e1028c (__TEXT,__text) external _proc_listchildpids
00007ff802e102c4 (__TEXT,__text) external _proc_listcoalitions
00007ff802e10257 (__TEXT,__text) external _proc_listpgrppids
00007ff802e08bc3 (__TEXT,__text) external _proc_listpids
00007ff802e181ad (__TEXT,__text) external _proc_listpidspath
00007ff802e05706 (__TEXT,__text) external _proc_name
00007ff802e06d17 (__TEXT,__text) external _proc_pid_rusage
00007ff802e1038b (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff802e10342 (__TEXT,__text) external _proc_pidfdinfo
00007ff802e10367 (__TEXT,__text) external _proc_pidfileportinfo
00007ff802e01bd5 (__TEXT,__text) external _proc_pidinfo
00007ff802e06aba (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff802e021d4 (__TEXT,__text) external _proc_pidpath
00007ff802e10480 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff802e103c9 (__TEXT,__text) external _proc_regionfilename
00007ff802e10b42 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff802e108b1 (__TEXT,__text) external _proc_resume_cpumon
00007ff802e077bc (__TEXT,__text) external _proc_rlimit_control
00007ff802e06cca (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff802e06c67 (__TEXT,__text) external _proc_set_cpumon_params
00007ff802e108e9 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff802e10eb1 (__TEXT,__text) external _proc_set_csm
00007ff802e10ca5 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff802e0345f (__TEXT,__text) external _proc_set_dirty
00007ff802e10e05 (__TEXT,__text) external _proc_set_no_smt
00007ff802e10c58 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff802e089c3 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff802e10a45 (__TEXT,__text) external _proc_set_wakemon_params
00007ff802e10adb (__TEXT,__text) external _proc_setcpu_percentage
00007ff802e0283f (__TEXT,__text) external _proc_setpcontrol
00007ff802e102f1 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff802e10f61 (__TEXT,__text) external _proc_setthread_csm
00007ff802e10e5d (__TEXT,__text) external _proc_setthread_no_smt
00007ff802e106c2 (__TEXT,__text) external _proc_signal_delegate
00007ff802e107b8 (__TEXT,__text) external _proc_signal_with_audittoken
00007ff802e10e02 (__TEXT,__text) external _proc_suppress
00007ff802e1066a (__TEXT,__text) external _proc_terminate
00007ff802e1085b (__TEXT,__text) external _proc_terminate_all_rsr
00007ff802e10731 (__TEXT,__text) external _proc_terminate_delegate
00007ff802e10800 (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff802e0c260 (__TEXT,__text) external _proc_trace_log
00007ff802e03415 (__TEXT,__text) external _proc_track_dirty
00007ff802e103b0 (__TEXT,__text) external _proc_udata_info
00007ff802e0c278 (__TEXT,__text) external _proc_uuid_policy
00007ff802e2346e (__TEXT,__text) external _processor_assign
00007ff802e23342 (__TEXT,__text) external _processor_control
00007ff802e2309e (__TEXT,__text) external _processor_exit
00007ff802e23566 (__TEXT,__text) external _processor_get_assignment
00007ff802e23169 (__TEXT,__text) external _processor_info
00007ff802e1c962 (__TEXT,__text) external _processor_set_create
00007ff802e1c85c (__TEXT,__text) external _processor_set_default
00007ff802e224c7 (__TEXT,__text) external _processor_set_destroy
00007ff802e22cef (__TEXT,__text) external _processor_set_info
00007ff802e22592 (__TEXT,__text) external _processor_set_max_priority
00007ff802e22a75 (__TEXT,__text) external _processor_set_policy_control
00007ff802e2275c (__TEXT,__text) external _processor_set_policy_disable
00007ff802e22679 (__TEXT,__text) external _processor_set_policy_enable
00007ff802e22bac (__TEXT,__text) external _processor_set_stack_usage
00007ff802e2232d (__TEXT,__text) external _processor_set_statistics
00007ff802e22843 (__TEXT,__text) external _processor_set_tasks
00007ff802e22e9b (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff802e2295c (__TEXT,__text) external _processor_set_threads
00007ff802e22fd3 (__TEXT,__text) external _processor_start
00007ff802e16236 (__TEXT,__text) external _pselect
00007ff802e06d5d (__TEXT,__text) external _pselect$1050
00007ff802e057d8 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff802e0f5df (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff802e16430 (__TEXT,__text) external _pselect$NOCANCEL
00007ff802e0218c (__TEXT,__text) external _pthread_getugid_np
00007ff802e08408 (__TEXT,__text) external _pthread_setugid_np
00007ff802e07bec (__TEXT,__text) external _ptrace
00007ff802e0368c (__TEXT,__text) external _pwrite
00007ff802e0b800 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff802e0c290 (__TEXT,__text) external _pwritev
00007ff802e0b818 (__TEXT,__text) external _pwritev$NOCANCEL
00007ff802e0f316 (__TEXT,__text) external _quota
00007ff802e0591c (__TEXT,__text) external _quotactl
00007ff802e015c8 (__TEXT,__text) external _read
00007ff802e02464 (__TEXT,__text) external _read$NOCANCEL
00007ff802e027e4 (__TEXT,__text) external _readlink
00007ff802e0c2a8 (__TEXT,__text) external _readlinkat
00007ff802e0c2c0 (__TEXT,__text) external _readv
00007ff802e0b830 (__TEXT,__text) external _readv$NOCANCEL
00007ff802e0e236 (__TEXT,__text) external _reboot
00007ff802e0e23d (__TEXT,__text) external _reboot_np
00007ff802e16429 (__TEXT,__text) external _record_system_event_as_kernel
00007ff802e04264 (__TEXT,__text) external _recvfrom
00007ff802e04134 (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff802e04558 (__TEXT,__text) external _recvmsg
00007ff802e0b878 (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff802e0c2d8 (__TEXT,__text) external _recvmsg_x
00007ff802e0c2f0 (__TEXT,__text) external _register_uexc_handler
00007ff802e049f8 (__TEXT,__text) external _removexattr
00007ff802e0398a (__TEXT,__text) external _rename
00007ff802e11e1b (__TEXT,__text) external _rename_ext
00007ff802e0e2a9 (__TEXT,__text) external _renameat
00007ff802e11dda (__TEXT,__text) external _renameatx_np
00007ff802e11df1 (__TEXT,__text) external _renamex_np
00007ff802e0c308 (__TEXT,__text) external _revoke
00007ff802e039c5 (__TEXT,__text) external _rmdir
00007ff802e0c320 (__TEXT,__text) external _searchfs
00007ff802e042f3 (__TEXT,__text) external _select
00007ff802e04dbe (__TEXT,__text) external _select$1050
00007ff802e09978 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff802e0411c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff802e040ed (__TEXT,__text) external _select$NOCANCEL
00007ff802e085f8 (__TEXT,__text) external _sem_close
00007ff802e15ed6 (__TEXT,__text) external _sem_destroy
00007ff802e15ef9 (__TEXT,__text) external _sem_getvalue
00007ff802e15f1c (__TEXT,__text) external _sem_init
00007ff802e085e0 (__TEXT,__text) external _sem_open
00007ff802e0c338 (__TEXT,__text) external _sem_post
00007ff802e0c350 (__TEXT,__text) external _sem_trywait
00007ff802e0c368 (__TEXT,__text) external _sem_unlink
00007ff802e0c380 (__TEXT,__text) external _sem_wait
00007ff802e0b8c0 (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff802e03047 (__TEXT,__text) external _semaphore_create
00007ff802e03329 (__TEXT,__text) external _semaphore_destroy
00007ff802e03170 (__TEXT,__text) external _semaphore_signal
00007ff802e0f3a9 (__TEXT,__text) external _semaphore_signal_all
00007ff802e00aa8 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff802e0f3ae (__TEXT,__text) external _semaphore_signal_thread
00007ff802e00ab4 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff802e00a9c (__TEXT,__text) external _semaphore_signal_trap
00007ff802e047a0 (__TEXT,__text) external _semaphore_timedwait
00007ff802e0f3b9 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff802e00ae4 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff802e00ad8 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff802e0316b (__TEXT,__text) external _semaphore_wait
00007ff802e0f3b4 (__TEXT,__text) external _semaphore_wait_signal
00007ff802e00acc (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff802e00ac0 (__TEXT,__text) external _semaphore_wait_trap
00007ff802e0b8d8 (__TEXT,__text) external _semctl
00007ff802e0c398 (__TEXT,__text) external _semget
00007ff802e0c3b0 (__TEXT,__text) external _semop
00007ff802e0b8f0 (__TEXT,__text) external _semsys
00007ff802e0c3c8 (__TEXT,__text) external _sendfile
00007ff802e0538c (__TEXT,__text) external _sendmsg
00007ff802e04164 (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff802e0c3e0 (__TEXT,__text) external _sendmsg_x
00007ff802e0424c (__TEXT,__text) external _sendto
00007ff802e040d8 (__TEXT,__text) external _sendto$NOCANCEL
00007ff802e036bc (__TEXT,__text) external _setattrlist
00007ff802e0c3f8 (__TEXT,__text) external _setattrlistat
00007ff802e19119 (__TEXT,__text) external _setaudit
00007ff802e0c410 (__TEXT,__text) external _setaudit_addr
00007ff802e0c428 (__TEXT,__text) external _setauid
00007ff802e08438 (__TEXT,__text) external _setegid
00007ff802e08420 (__TEXT,__text) external _seteuid
00007ff802e081f0 (__TEXT,__text) external _setgid
00007ff802e0c440 (__TEXT,__text) external _setgroups
00007ff802e06be7 (__TEXT,__text) external _setiopolicy_np
00007ff802e077ec (__TEXT,__text) external _setitimer
00007ff802e0a184 (__TEXT,__text) external _setpgid
00007ff802e0734b (__TEXT,__text) external _setpriority
00007ff802e0c458 (__TEXT,__text) external _setprivexec
00007ff802e0f331 (__TEXT,__text) external _setquota
00007ff802e0b908 (__TEXT,__text) external _setregid
00007ff802e0b920 (__TEXT,__text) external _setreuid
00007ff802e02ea0 (__TEXT,__text) external _setrlimit
00007ff802e0b938 (__TEXT,__text) external _setsgroups_np
00007ff802e078ec (__TEXT,__text) external _setsid
00007ff802e040a8 (__TEXT,__text) external _setsockopt
00007ff802e08208 (__TEXT,__text) external _setuid
00007ff802e0b980 (__TEXT,__text) external _setwgroups_np
00007ff802e038f8 (__TEXT,__text) external _setxattr
00007ff802e1323e (__TEXT,__text) external _sfi_get_class_offtime
00007ff802e1325f (__TEXT,__text) external _sfi_process_get_flags
00007ff802e1324f (__TEXT,__text) external _sfi_process_set_flags
00007ff802e08625 (__TEXT,__text) external _sfi_set_class_offtime
00007ff802e01f98 (__TEXT,__text) external _shm_open
00007ff802e0c470 (__TEXT,__text) external _shm_unlink
00007ff802e0c488 (__TEXT,__text) external _shmat
00007ff802e0b9e0 (__TEXT,__text) external _shmctl
00007ff802e0c4a0 (__TEXT,__text) external _shmdt
00007ff802e0c4b8 (__TEXT,__text) external _shmget
00007ff802e0b9f8 (__TEXT,__text) external _shmsys
00007ff802e042ac (__TEXT,__text) external _shutdown
00007ff802e0c4d0 (__TEXT,__text) external _sigpending
00007ff802e0365c (__TEXT,__text) external _sigprocmask
00007ff802e176b2 (__TEXT,__text) external _sigsuspend
00007ff802e068a3 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff802e03e70 (__TEXT,__text) external _socket
00007ff802e0c4e8 (__TEXT,__text) external _socket_delegate
00007ff802e0414c (__TEXT,__text) external _socketpair
00007ff802e13023 (__TEXT,__text) external _stackshot_capture_with_config
00007ff802e12fc2 (__TEXT,__text) external _stackshot_config_create
00007ff802e13148 (__TEXT,__text) external _stackshot_config_dealloc
00007ff802e13100 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff802e13092 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff802e1309f (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff802e130cc (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff802e13011 (__TEXT,__text) external _stackshot_config_set_flags
00007ff802e130e5 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff802e13001 (__TEXT,__text) external _stackshot_config_set_pid
00007ff802e130b4 (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff802e0a1b4 (__TEXT,__text) external _stat
00007ff802e020d8 (__TEXT,__text) external _stat$INODE64
00007ff802e020d8 (__TEXT,__text) external _stat64
00007ff802e0c500 (__TEXT,__text) external _statfs
00007ff802e02fec (__TEXT,__text) external _statfs$INODE64
00007ff802e02fec (__TEXT,__text) external _statfs64
00007ff802e12104 (__TEXT,__text) external _statfs_ext
00007ff84391b758 (__DATA,__bss) non-external _supported
00007ff802e0c518 (__TEXT,__text) external _swapon
00007ff802e00ba4 (__TEXT,__text) external _swtch
00007ff802e00b98 (__TEXT,__text) external _swtch_pri
00007ff802e0535c (__TEXT,__text) external _symlink
00007ff802e0c530 (__TEXT,__text) external _symlinkat
00007ff802e0c548 (__TEXT,__text) external _sync
00007ff802e027cc (__TEXT,__text) external _syscall
00007ff802e00bb0 (__TEXT,__text) external _syscall_thread_switch
00007ff802e1322c (__TEXT,__text) external _system_get_sfi_window
00007ff802e0c560 (__TEXT,__text) external _system_override
00007ff802e0864f (__TEXT,__text) external _system_set_sfi_window
00007ff84391b730 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
00007ff84391b6d0 (__DATA,__common) external _system_version_compat_mode
00007ff802e25398 (__TEXT,__text) external _task_assign
00007ff802e25490 (__TEXT,__text) external _task_assign_default
00007ff802e23d04 (__TEXT,__text) external _task_create
00007ff802e271d2 (__TEXT,__text) external _task_create_identity_token
00007ff802e273f6 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff802e009c4 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff802e270e9 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff802e00b2c (__TEXT,__text) external _task_for_pid
00007ff802e262a7 (__TEXT,__text) external _task_generate_corpse
00007ff802e25573 (__TEXT,__text) external _task_get_assignment
00007ff802e266ec (__TEXT,__text) external _task_get_dyld_image_infos
00007ff802e24f1a (__TEXT,__text) external _task_get_emulation_vector
00007ff802e26e12 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff802e09d80 (__TEXT,__text) external _task_get_exception_ports
00007ff802e274d9 (__TEXT,__text) external _task_get_exception_ports_info
00007ff802e25f71 (__TEXT,__text) external _task_get_mach_voucher
00007ff802e00f68 (__TEXT,__text) external _task_get_special_port
00007ff802e25837 (__TEXT,__text) external _task_get_state
00007ff802e272d8 (__TEXT,__text) external _task_identity_token_get_task_port
00007ff802e010c9 (__TEXT,__text) external _task_info
00007ff802e26c78 (__TEXT,__text) external _task_inspect
00007ff802e0c578 (__TEXT,__text) external _task_inspect_for_pid
00007ff802e263ad (__TEXT,__text) external _task_map_corpse_info
00007ff802e26b3b (__TEXT,__text) external _task_map_corpse_info_64
00007ff802e27a14 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff802e00b20 (__TEXT,__text) external _task_name_for_pid
00007ff802e24cf0 (__TEXT,__text) external _task_policy
00007ff802e24a2c (__TEXT,__text) external _task_policy_get
00007ff802e02a96 (__TEXT,__text) external _task_policy_set
00007ff802e25e40 (__TEXT,__text) external _task_purgable_info
00007ff802e0c590 (__TEXT,__text) external _task_read_for_pid
00007ff802e26a02 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff802e264e8 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff802e26913 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff802e26812 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff802e27b51 (__TEXT,__text) external _task_register_hardened_exception_handler
00007ff802e00c7c (__TEXT,__text) external _task_restartable_ranges_register
00007ff802e02ec1 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff802e24219 (__TEXT,__text) external _task_resume
00007ff802e25d75 (__TEXT,__text) external _task_resume2
00007ff802e24c07 (__TEXT,__text) external _task_sample
00007ff802e0f3d7 (__TEXT,__text) external _task_self_
00007ff802e00a6c (__TEXT,__text) external _task_self_trap
00007ff802e27835 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff802e24e33 (__TEXT,__text) external _task_set_emulation
00007ff802e25044 (__TEXT,__text) external _task_set_emulation_vector
00007ff802e26f0c (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff802e08e90 (__TEXT,__text) external _task_set_exception_ports
00007ff802e09255 (__TEXT,__text) external _task_set_info
00007ff802e2608f (__TEXT,__text) external _task_set_mach_voucher
00007ff802e25b5d (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff802e25679 (__TEXT,__text) external _task_set_policy
00007ff802e18be4 (__TEXT,__text) external _task_set_port_space
00007ff802e2514b (__TEXT,__text) external _task_set_ras_pc
00007ff802e01a9a (__TEXT,__text) external _task_set_special_port
00007ff802e25a0d (__TEXT,__text) external _task_set_state
00007ff802e2414e (__TEXT,__text) external _task_suspend
00007ff802e25c6f (__TEXT,__text) external _task_suspend2
00007ff802e24591 (__TEXT,__text) external _task_swap_exception_ports
00007ff802e26178 (__TEXT,__text) external _task_swap_mach_voucher
00007ff802e23e4a (__TEXT,__text) external _task_terminate
00007ff802e27918 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff802e2774c (__TEXT,__text) external _task_test_sync_upcall
00007ff802e07f01 (__TEXT,__text) external _task_threads
00007ff802e265ea (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff802e25232 (__TEXT,__text) external _task_zone_info
00007ff802e13224 (__TEXT,__text) external _terminate_with_payload
00007ff802e09221 (__TEXT,__text) external _terminate_with_reason
00007ff802e2832e (__TEXT,__text) external _thread_abort
00007ff802e283f9 (__TEXT,__text) external _thread_abort_safely
00007ff802e29813 (__TEXT,__text) external _thread_adopt_exception_handler
00007ff802e28c01 (__TEXT,__text) external _thread_assign
00007ff802e28cea (__TEXT,__text) external _thread_assign_default
00007ff802e29367 (__TEXT,__text) external _thread_convert_thread_state
00007ff802e242e6 (__TEXT,__text) external _thread_create
00007ff802e243ec (__TEXT,__text) external _thread_create_running
00007ff802e284c4 (__TEXT,__text) external _thread_depress_abort
00007ff802e0327b (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff802e28db5 (__TEXT,__text) external _thread_get_assignment
00007ff802e08661 (__TEXT,__text) external _thread_get_exception_ports
00007ff802e295a0 (__TEXT,__text) external _thread_get_exception_ports_info
00007ff802e29031 (__TEXT,__text) external _thread_get_mach_voucher
00007ff802e11af5 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff802e2858f (__TEXT,__text) external _thread_get_special_port
00007ff802e00b68 (__TEXT,__text) external _thread_get_special_reply_port
00007ff802e0801a (__TEXT,__text) external _thread_get_state
00007ff802e068e5 (__TEXT,__text) external _thread_info
00007ff802e04c3e (__TEXT,__text) external _thread_policy
00007ff802e0821e (__TEXT,__text) external _thread_policy_get
00007ff802e0594b (__TEXT,__text) external _thread_policy_set
00007ff802e28263 (__TEXT,__text) external _thread_resume
00007ff802e29a19 (__TEXT,__text) external _thread_resume2
00007ff802e28a35 (__TEXT,__text) external _thread_sample
00007ff802e00a60 (__TEXT,__text) external _thread_self_trap
00007ff802e0c5a8 (__TEXT,__text) external _thread_selfcounts
00007ff802e05b45 (__TEXT,__text) external _thread_set_exception_ports
00007ff802e2914f (__TEXT,__text) external _thread_set_mach_voucher
00007ff802e11aa4 (__TEXT,__text) external _thread_set_policy
00007ff802e286ad (__TEXT,__text) external _thread_set_special_port
00007ff802e28048 (__TEXT,__text) external _thread_set_state
00007ff802e00c70 (__TEXT,__text) external _thread_set_x86_64_compat
00007ff802e28198 (__TEXT,__text) external _thread_suspend
00007ff802e29913 (__TEXT,__text) external _thread_suspend2
00007ff802e287a6 (__TEXT,__text) external _thread_swap_exception_ports
00007ff802e29238 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff802e0501c (__TEXT,__text) external _thread_switch
00007ff802e27c55 (__TEXT,__text) external _thread_terminate
00007ff802e1a817 (__TEXT,__text) external _thread_wire
00007ff802e2b8c0 (__TEXT,__const) non-external _times_now
00007ff802e0c5c0 (__TEXT,__text) external _tracker_action
00007ff840092010 (__DATA_CONST,__const) non-external _traffic_rule_types
00007ff802e0c5d8 (__TEXT,__text) external _truncate
00007ff802e04fec (__TEXT,__text) external _umask
00007ff802e0c5f0 (__TEXT,__text) external _undelete
00007ff802e0c608 (__TEXT,__text) external _ungraftdmg
00007ff802e03c51 (__TEXT,__text) external _unlink
00007ff802e088d3 (__TEXT,__text) external _unlinkat
00007ff802e0aac8 (__TEXT,__text) external _unmount
00007ff802e0c620 (__TEXT,__text) external _usrctl
00007ff802e119ba (__TEXT,__text) external _utimensat
00007ff802e05004 (__TEXT,__text) external _utimes
00007ff802e0c638 (__TEXT,__text) external _vfs_purge
00007ff802e026d0 (__TEXT,__text) external _vm_allocate
00007ff802e1a90f (__TEXT,__text) external _vm_allocate_cpm
00007ff802e2a065 (__TEXT,__text) external _vm_behavior_set
00007ff802e03176 (__TEXT,__text) external _vm_copy
00007ff802e0278b (__TEXT,__text) external _vm_deallocate
00007ff802e29ae4 (__TEXT,__text) external _vm_inherit
00007ff8436e4ab8 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
00007ff8436e4ab0 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
00007ff8436e4aa0 (__DATA_DIRTY,__common) external _vm_kernel_page_size
00007ff802e2a152 (__TEXT,__text) external _vm_machine_attribute
00007ff802e0a7fc (__TEXT,__text) external _vm_map
00007ff802e2a281 (__TEXT,__text) external _vm_map_page_query
00007ff802e29f7a (__TEXT,__text) external _vm_msync
00007ff8436e4a98 (__DATA_DIRTY,__common) external _vm_page_mask
00007ff8436e4a94 (__DATA_DIRTY,__common) external _vm_page_shift
00007ff8436e4a88 (__DATA_DIRTY,__common) external _vm_page_size
00007ff802e0c650 (__TEXT,__text) external _vm_pressure_monitor
00007ff802e04550 (__TEXT,__text) external _vm_protect
00007ff802e0380c (__TEXT,__text) external _vm_purgable_control
00007ff802e0844e (__TEXT,__text) external _vm_read
00007ff802e29bd0 (__TEXT,__text) external _vm_read_list
00007ff802e29e51 (__TEXT,__text) external _vm_read_overwrite
00007ff802e19098 (__TEXT,__text) external _vm_reallocate
00007ff802e073a5 (__TEXT,__text) external _vm_region_64
00007ff802e07598 (__TEXT,__text) external _vm_region_recurse_64
00007ff802e0289c (__TEXT,__text) external _vm_remap
00007ff802e18f55 (__TEXT,__text) external _vm_remap_new
00007ff802e2b9c8 (__TEXT,__const) non-external _vm_tag_descriptions.rel
00007ff802e1a717 (__TEXT,__text) external _vm_wire
00007ff802e29d4e (__TEXT,__text) external _vm_write
00007ff802e03601 (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff802e01a3e (__TEXT,__text) external _voucher_mach_msg_clear
00007ff802e035eb (__TEXT,__text) external _voucher_mach_msg_revert
00007ff802e016ad (__TEXT,__text) external _voucher_mach_msg_set
00007ff84391b6e0 (__DATA,__common) external _vprintf_stderr_func
00007ff802e0aa50 (__TEXT,__text) external _wait4
00007ff802e0c668 (__TEXT,__text) external _waitid
00007ff802e0bb10 (__TEXT,__text) external _waitid$NOCANCEL
00007ff802e17c15 (__TEXT,__text) external _work_interval_copy_port
00007ff802e07c70 (__TEXT,__text) external _work_interval_create
00007ff802e17aaf (__TEXT,__text) external _work_interval_destroy
00007ff802e177fd (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff802e07d6a (__TEXT,__text) external _work_interval_instance_alloc
00007ff802e17921 (__TEXT,__text) external _work_interval_instance_clear
00007ff802e17a47 (__TEXT,__text) external _work_interval_instance_finish
00007ff802e17935 (__TEXT,__text) external _work_interval_instance_free
00007ff802e17989 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff802e1796b (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff802e1797a (__TEXT,__text) external _work_interval_instance_get_finish
00007ff802e07db8 (__TEXT,__text) external _work_interval_instance_get_id
00007ff802e1795c (__TEXT,__text) external _work_interval_instance_get_start
00007ff802e17999 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff802e17957 (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff802e1794d (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff802e17952 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff802e17948 (__TEXT,__text) external _work_interval_instance_set_start
00007ff802e179b5 (__TEXT,__text) external _work_interval_instance_start
00007ff802e179fa (__TEXT,__text) external _work_interval_instance_update
00007ff802e17b87 (__TEXT,__text) external _work_interval_join
00007ff802e17bce (__TEXT,__text) external _work_interval_join_port
