00007ff840097028 (__DATA,__data) non-external _C
00007ff840099c30 (__DATA,__bss) non-external _p5s
00007ff800ac0930 (__TEXT,__const) non-external _padchar
00007ff840099a6a (__DATA,__bss) non-external _parse_error
00007ff800aa10d4 (__TEXT,__text) non-external _parse_long_options
00007ff840099a68 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff800abb758 (__TEXT,__text) external _pause
00007ff800a71be2 (__TEXT,__text) external _pause$NOCANCEL
00007ff800a71f43 (__TEXT,__text) external _pclose
00007ff800aa1036 (__TEXT,__text) non-external _permute_args
00007ff800abe31e (__TEXT,__text) external _perror
00007ff840099cb0 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff840097ea0 (__DATA,__data) non-external _place
00007ff800a71c0d (__TEXT,__text) external _popen
00007ff800abbc9a (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff800a98ac0 (__TEXT,__text) external _posix2time
00007ff800aa7fc9 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff800a5f014 (__TEXT,__text) external _posix_spawnp
00007ff800abf9e0 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff800abf730 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff800abf300 (__TEXT,__const) non-external _powersOf10_Float
00007ff800abf0c0 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff800a85bf7 (__TEXT,__text) external _printf
00007ff800a85cc9 (__TEXT,__text) external _printf_l
00007ff800a6dfed (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff800a7201a (__TEXT,__text) external _psignal
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff800aa7ffa (__TEXT,__text) external _ptsname
00007ff800abe83b (__TEXT,__text) non-external _ptsname.cold.1
00007ff800abe850 (__TEXT,__text) non-external _ptsname.cold.2
00007ff8400a48e0 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff8400a48d8 (__DATA,__bss) non-external _ptsname_once
00007ff800aa8093 (__TEXT,__text) non-external _ptsname_once_init
00007ff800abe866 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff800aa80b9 (__TEXT,__text) external _ptsname_r
00007ff800a85d7c (__TEXT,__text) external _putc
00007ff800a85de3 (__TEXT,__text) external _putc_unlocked
00007ff800a85e17 (__TEXT,__text) external _putchar
00007ff800a85e85 (__TEXT,__text) external _putchar_unlocked
00007ff800aa24a8 (__TEXT,__text) external _putenv
00007ff800a66286 (__TEXT,__text) non-external _putpair
00007ff800a85ec3 (__TEXT,__text) external _puts
00007ff800a85f7b (__TEXT,__text) external _putw
00007ff800a85fdd (__TEXT,__text) external _putwc
00007ff800a86005 (__TEXT,__text) external _putwc_l
00007ff800a8600f (__TEXT,__text) external _putwchar
00007ff800a86041 (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff800aa252c (__TEXT,__text) external _qsort
00007ff800aa868b (__TEXT,__text) external _qsort_b
00007ff800aa2f7a (__TEXT,__text) external _qsort_r
00007ff800a5c466 (__TEXT,__text) external _querylocale
00007ff800aa4155 (__TEXT,__text) non-external _r_sort_a
00007ff8400a48ac (__DATA,__bss) non-external _r_sort_a.bmin
00007ff8400a48a0 (__DATA,__bss) non-external _r_sort_a.count
00007ff8400a48a8 (__DATA,__bss) non-external _r_sort_a.nc
00007ff8400a48b0 (__DATA,__bss) non-external _r_sort_a_count
00007ff800aa4d2e (__TEXT,__text) non-external _r_sort_b
00007ff8400a48cc (__DATA,__bss) non-external _r_sort_b.bmin
00007ff8400a48c0 (__DATA,__bss) non-external _r_sort_b.count
00007ff8400a48c8 (__DATA,__bss) non-external _r_sort_b.nc
00007ff8400a48b8 (__DATA,__bss) non-external _r_sort_b_count
00007ff800aa512c (__TEXT,__text) non-external _r_sort_count_allocate
00007ff840097eb0 (__DATA,__data) non-external _r_sort_count_control
00007ff800aa3a59 (__TEXT,__text) external _radixsort
00007ff800a5e51f (__TEXT,__text) external _raise
00007ff800aa51c3 (__TEXT,__text) external _rand
00007ff840097edc (__DATA,__data) non-external _rand_deg
00007ff800aa5175 (__TEXT,__text) external _rand_r
00007ff840097ee0 (__DATA,__data) non-external _rand_sep
00007ff840097ed8 (__DATA,__data) non-external _rand_type
00007ff800aa5370 (__TEXT,__text) external _random
00007ff840097f00 (__DATA,__data) non-external _randtbl
00007ff800a6eb0b (__TEXT,__text) non-external (was a private external) _rangematch
00007ff800aaf171 (__TEXT,__text) external _rb_tree_count
00007ff800aaeb86 (__TEXT,__text) external _rb_tree_find_node
00007ff800aaebe0 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff800aaec56 (__TEXT,__text) external _rb_tree_find_node_leq
00007ff800aaeb6c (__TEXT,__text) external _rb_tree_init
00007ff800aaeccc (__TEXT,__text) external _rb_tree_insert_node
00007ff800aaf0fd (__TEXT,__text) external _rb_tree_iterate
00007ff800aaf220 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff800aaee9b (__TEXT,__text) external _rb_tree_remove_node
00007ff800aaf183 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff800ac0ec0 (__TEXT,__const) non-external _rcsid
00007ff800ac0f51 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff800a7221c (__TEXT,__text) external _readdir
00007ff800a72252 (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00007ff800aa56fb (__TEXT,__text) external _realpath
00007ff800abc1a4 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff8400a48f8 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff8400a48fc (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff8400a48d0 (__DATA,__bss) non-external _realpath.rootdev
00007ff8400a48d4 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff800a67afa (__TEXT,__text) non-external _rec_rdelete
00007ff800ac0d70 (__TEXT,__const) non-external _recargchar
00007ff800ac0df0 (__TEXT,__const) non-external _recargstring
00007ff800abba1c (__TEXT,__text) external _recv
00007ff800a7f151 (__TEXT,__text) external _recv$NOCANCEL
00007ff800aaf586 (__TEXT,__text) external _regcomp
00007ff800aaf52b (__TEXT,__text) external _regcomp_l
00007ff800abe49b (__TEXT,__text) external _regerror
00007ff800aafc29 (__TEXT,__text) external _regexec
00007ff800aaf6a7 (__TEXT,__text) external _regfree
00007ff800a5d97f (__TEXT,__text) external _register_printf_domain_function
00007ff800a5da4e (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff800a5db13 (__TEXT,__text) external _register_printf_domain_render_std
00007ff800aaf503 (__TEXT,__text) external _regncomp
00007ff800aaf363 (__TEXT,__text) external _regncomp_l
00007ff800aafa0f (__TEXT,__text) external _regnexec
00007ff800aaf655 (__TEXT,__text) external _regwcomp
00007ff800aaf601 (__TEXT,__text) external _regwcomp_l
00007ff800aafc78 (__TEXT,__text) external _regwexec
00007ff800aaf5d9 (__TEXT,__text) external _regwncomp
00007ff800aaf5ae (__TEXT,__text) external _regwncomp_l
00007ff800aafc43 (__TEXT,__text) external _regwnexec
00007ff800ac08d0 (__TEXT,__const) non-external _reltable.__get_locale_env
00007ff800a86230 (__TEXT,__text) external _remove
00007ff800aa5ed1 (__TEXT,__text) external _remque
00007ff840068180 (__DATA_CONST,__const) non-external _rerrs
00007ff800a862ab (__TEXT,__text) external _rewind
00007ff800a722f6 (__TEXT,__text) external _rewinddir
00007ff800a9ca1e (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff840099c38 (__DATA,__bss) non-external _rng
00007ff800a83fe7 (__TEXT,__text) external _rpmatch
00007ff840097ef0 (__DATA,__data) non-external _rptr
00007ff800a832aa (__TEXT,__text) non-external _sappend
00007ff840099e30 (__DATA,__bss) non-external _saved_categories
00007ff800a522b1 (__TEXT,__text) external _sbrk
00007ff840099a48 (__DATA,__bss) non-external _sbrk_curbrk
00007ff840099a40 (__DATA,__bss) non-external _sbrk_needs_init
00007ff840096950 (__DATA,__data) non-external _sbrk_region_size
00007ff800a72360 (__TEXT,__text) external _scandir
00007ff800aa9c10 (__TEXT,__text) external _scandir_b
00007ff800a86335 (__TEXT,__text) external _scanf
00007ff800a8642f (__TEXT,__text) external _scanf_l
00007ff800ac0320 (__TEXT,__const) non-external _sccsid
00007ff800ac0350 (__TEXT,__const) non-external _sccsid
00007ff800a7254e (__TEXT,__text) external _seed48
00007ff840099ce4 (__DATA,__bss) non-external _seed48.sseed
00007ff800a725b7 (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff800abba2c (__TEXT,__text) external _send
00007ff800a7f161 (__TEXT,__text) external _send$NOCANCEL
00007ff800ac0e80 (__TEXT,__const) non-external _seps
00007ff840099ac8 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff800a8653b (__TEXT,__text) external _setbuf
00007ff800a86554 (__TEXT,__text) external _setbuffer
00007ff800aa6742 (__TEXT,__text) external _setenv
00007ff800a5f79b (__TEXT,__text) external _sethostid
00007ff800a725f0 (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff800a8656d (__TEXT,__text) external _setlinebuf
00007ff800a7b5d3 (__TEXT,__text) external _setlocale
00007ff800a72758 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff800a5f7f8 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff800a72e35 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff800a5f823 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff800a5f832 (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
00007ff800aa5648 (__TEXT,__text) external _setstate
00007ff800a5f3b1 (__TEXT,__text) external _settimeofday
00007ff800a584f8 (__TEXT,__text) external _setttyent
00007ff800a97b36 (__TEXT,__text) non-external _settzname
00007ff800a58fc0 (__TEXT,__text) external _setusershell
00007ff800a86580 (__TEXT,__text) external _setvbuf
00007ff800a8028f (__TEXT,__text) non-external _sflush_locked
00007ff840099b40 (__DATA,__bss) non-external _shells
00007ff800a55140 (__TEXT,__text) non-external _shiftLeftMP
00007ff800a54f0f (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff840097e30 (__DATA,__data) non-external _sig_init_once
00007ff8400a4868 (__DATA,__bss) non-external _sig_key
00007ff800a9d56a (__TEXT,__text) non-external _sig_keycreate
00007ff8400a4860 (__DATA,__bss) non-external _sig_keycreated
00007ff800a5f419 (__TEXT,__text) external _sigaction
00007ff800a597a0 (__TEXT,__text) external _sigaddset
00007ff800a51a92 (__TEXT,__text) external _sigaltstack
00007ff800a51b40 (__TEXT,__text) external _sigblock
00007ff800a597d1 (__TEXT,__text) external _sigdelset
00007ff800a59784 (__TEXT,__text) external _sigemptyset
00007ff800a59792 (__TEXT,__text) external _sigfillset
00007ff800a51bdd (__TEXT,__text) external _sighold
00007ff800a51c69 (__TEXT,__text) external _sigignore
00007ff800a72ed0 (__TEXT,__text) external _siginterrupt
00007ff800a59802 (__TEXT,__text) external _sigismember
00007ff800a72f4b (__TEXT,__text) external _signal
00007ff800a72f5a (__TEXT,__text) non-external _signal__
00007ff800abb615 (__TEXT,__text) external _sigpause
00007ff800a51b6f (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff800a51c23 (__TEXT,__text) external _sigrelse
00007ff800a51c86 (__TEXT,__text) external _sigset
00007ff800a51b11 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff800a51abd (__TEXT,__text) external _sigvec
00007ff800a51acc (__TEXT,__text) non-external _sigvec__
00007ff800a58c6b (__TEXT,__text) non-external _skip
00007ff840098000 (__DATA,__data) external _skip
00007ff800a730e1 (__TEXT,__text) external _sl_add
00007ff800a73191 (__TEXT,__text) external _sl_find
00007ff800a73142 (__TEXT,__text) external _sl_free
00007ff800a73079 (__TEXT,__text) external _sl_init
00007ff800abe10a (__TEXT,__text) non-external _sl_init.cold.1
00007ff800abe11f (__TEXT,__text) non-external _sl_init.cold.2
00007ff840099cc0 (__DATA,__bss) non-external _slash
00007ff800abb783 (__TEXT,__text) external _sleep
00007ff800a72fd1 (__TEXT,__text) external _sleep$NOCANCEL
00007ff840099ac0 (__DATA,__bss) non-external _slot
00007ff800a8675d (__TEXT,__text) external _snprintf
00007ff800a8681e (__TEXT,__text) external _snprintf_l
00007ff800a7561f (__TEXT,__text) external _snvis
00007ff800a7f171 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff800a868b7 (__TEXT,__text) external _sprintf
00007ff800a8697b (__TEXT,__text) external _sprintf_l
00007ff800aa457b (__TEXT,__text) external _sradixsort
00007ff800aa5225 (__TEXT,__text) external _srand
00007ff800a7303b (__TEXT,__text) external _srand48
00007ff800aa5234 (__TEXT,__text) external _sranddev
00007ff800aa52ae (__TEXT,__text) external _srandom
00007ff800aa5425 (__TEXT,__text) external _srandomdev
00007ff800a86a17 (__TEXT,__text) external _sscanf
00007ff800a86adb (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00007ff800a5cafc (__TEXT,__text) external _stat_with_subsystem
00007ff840097ed0 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
00007ff800a5545e (__TEXT,__text) external _statvfs
00007ff800a5f42d (__TEXT,__text) external _stpcpy
00007ff800a5f468 (__TEXT,__text) external _stpncpy
00007ff800a758c1 (__TEXT,__text) external _stravis
00007ff800a9cb29 (__TEXT,__text) external _strcasecmp
00007ff800a9ca3a (__TEXT,__text) external _strcasecmp_l
00007ff800a9cd5a (__TEXT,__text) external _strcasestr
00007ff800a9cc89 (__TEXT,__text) external _strcasestr_l
00007ff800a5f4cf (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff800a9ce5a (__TEXT,__text) external _strcoll
00007ff800a9cd82 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff800a9ce82 (__TEXT,__text) external _strcspn
00007ff800a9cf1c (__TEXT,__text) external _strdup
00007ff800a7594d (__TEXT,__text) external _strenvisx
00007ff800a9d07b (__TEXT,__text) external _strerror
00007ff800a9d01e (__TEXT,__text) external _strerror_r
00007ff800aadb4b (__TEXT,__text) external _strfmon
00007ff800aae90c (__TEXT,__text) external _strfmon_l
00007ff800a9ab64 (__TEXT,__text) external _strftime
00007ff800a99884 (__TEXT,__text) external _strftime_l
00007ff840099b48 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff800a9d0fd (__TEXT,__text) external _strmode
00007ff800a9cc61 (__TEXT,__text) external _strncasecmp
00007ff800a9cb51 (__TEXT,__text) external _strncasecmp_l
00007ff800a5f50f (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff800a9d21b (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff800a9d279 (__TEXT,__text) external _strnstr
00007ff800a74df8 (__TEXT,__text) external _strnunvis
00007ff800a74c78 (__TEXT,__text) external _strnunvisx
00007ff800abe17a (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff800abe19d (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff800abe1c0 (__TEXT,__text) non-external _strnunvisx.cold.3
00007ff800a75893 (__TEXT,__text) external _strnvis
00007ff800a75917 (__TEXT,__text) external _strnvisx
00007ff800a9d2f3 (__TEXT,__text) external _strpbrk
00007ff800a9ad20 (__TEXT,__text) external _strptime
00007ff800a9ad48 (__TEXT,__text) external _strptime_l
00007ff800a9d31c (__TEXT,__text) external _strrchr
00007ff800a75785 (__TEXT,__text) external _strsenvisx
00007ff800a9d338 (__TEXT,__text) external _strsep
00007ff800a9d4b6 (__TEXT,__text) external _strsignal
00007ff800a9d377 (__TEXT,__text) external _strsignal_r
00007ff800a756fc (__TEXT,__text) external _strsnvis
00007ff800a75756 (__TEXT,__text) external _strsnvisx
00007ff800a9d590 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff800a75679 (__TEXT,__text) external _strsvis
00007ff800a75723 (__TEXT,__text) external _strsvisx
00007ff800a52c96 (__TEXT,__text) external _strtod
00007ff800a52cde (__TEXT,__text) external _strtod_l
00007ff800a523ac (__TEXT,__text) external _strtoencf16
00007ff800a52481 (__TEXT,__text) external _strtoencf32
00007ff800a527ae (__TEXT,__text) external _strtoencf64
00007ff800a5337d (__TEXT,__text) external _strtoencf64x
00007ff800a52d0b (__TEXT,__text) external _strtoencf80_l
00007ff800a5273b (__TEXT,__text) external _strtof
00007ff800a52782 (__TEXT,__text) external _strtof_l
00007ff800a598c8 (__TEXT,__text) external _strtofflags
00007ff800aa7014 (__TEXT,__text) external _strtoimax
00007ff800aa6e11 (__TEXT,__text) external _strtoimax_l
00007ff800a9d690 (__TEXT,__text) external _strtok
00007ff8400a4870 (__DATA,__bss) non-external _strtok.last
00007ff800a9d61e (__TEXT,__text) external _strtok_r
00007ff800aa723f (__TEXT,__text) external _strtol
00007ff800aa703c (__TEXT,__text) external _strtol_l
00007ff800a533a5 (__TEXT,__text) external _strtold
00007ff800a533ea (__TEXT,__text) external _strtold_l
00007ff800aa746a (__TEXT,__text) external _strtoll
00007ff800aa7267 (__TEXT,__text) external _strtoll_l
00007ff800a8182c (__TEXT,__text) external _strtonum
00007ff800aa7492 (__TEXT,__text) external _strtoq
00007ff800aa74ba (__TEXT,__text) external _strtoq_l
00007ff800aa76b1 (__TEXT,__text) external _strtoul
00007ff800aa74c4 (__TEXT,__text) external _strtoul_l
00007ff800aa78c6 (__TEXT,__text) external _strtoull
00007ff800aa76d9 (__TEXT,__text) external _strtoull_l
00007ff800aa7adb (__TEXT,__text) external _strtoumax
00007ff800aa78ee (__TEXT,__text) external _strtoumax_l
00007ff800aa7b03 (__TEXT,__text) external _strtouq
00007ff800aa7b2b (__TEXT,__text) external _strtouq_l
00007ff800a74de2 (__TEXT,__text) external _strunvis
00007ff800a74dcc (__TEXT,__text) external _strunvisx
00007ff800a75868 (__TEXT,__text) external _strvis
00007ff800a758e0 (__TEXT,__text) external _strvisx
00007ff800a9d966 (__TEXT,__text) external _strxfrm
00007ff800a9d6a1 (__TEXT,__text) external _strxfrm_l
00007ff8400a49d8 (__DATA,__common) external _suboptarg
00007ff840099b50 (__DATA,__bss) non-external _subsystem_root_path
00007ff800a74e9c (__TEXT,__text) external _svis
00007ff800a9d98e (__TEXT,__text) external _swab
00007ff800a86db8 (__TEXT,__text) external _swprintf
00007ff800a86e79 (__TEXT,__text) external _swprintf_l
00007ff800a86f12 (__TEXT,__text) external _swscanf
00007ff800a86fd6 (__TEXT,__text) external _swscanf_l
00007ff800a5d36e (__TEXT,__text) external _sxprintf
00007ff800a5de47 (__TEXT,__text) external _sxprintf_exec
00007ff800a5f560 (__TEXT,__text) external _sync_volume_np
00007ff800ac0cf5 (__TEXT,__const) non-external _syntax_error_str
00007ff8400673b0 (__DATA_CONST,__const) external _sys_errlist
00007ff800abff98 (__TEXT,__const) external _sys_nerr
00007ff840067b60 (__DATA_CONST,__const) external _sys_siglist
00007ff840067a60 (__DATA_CONST,__const) external _sys_signame
00007ff800a731e4 (__TEXT,__text) external _sysconf
00007ff800a738e4 (__TEXT,__text) external _sysctl
00007ff800a73a94 (__TEXT,__text) external _sysctlbyname
00007ff800a73b50 (__TEXT,__text) external _sysctlnametomib
00007ff800abba3c (__TEXT,__text) external _system
00007ff800aa7b35 (__TEXT,__text) external _system$NOCANCEL
00007ff800abb7ed (__TEXT,__text) external _tcdrain
00007ff800a73fc9 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff800a74034 (__TEXT,__text) external _tcflow
00007ff800a73fdc (__TEXT,__text) external _tcflush
00007ff800a73d88 (__TEXT,__text) external _tcgetattr
00007ff800a73ea2 (__TEXT,__text) external _tcgetpgrp
00007ff800a5ec9e (__TEXT,__text) external _tcgetsid
00007ff800a73f62 (__TEXT,__text) external _tcsendbreak
00007ff800a73d9c (__TEXT,__text) external _tcsetattr
00007ff800a73e64 (__TEXT,__text) external _tcsetpgrp
00007ff800aa7d8b (__TEXT,__text) external _tdelete
00007ff800a73bd0 (__TEXT,__text) external _telldir
00007ff800a87072 (__TEXT,__text) external _tempnam
00007ff840099ab8 (__DATA,__bss) non-external _tf
00007ff800aa7e4b (__TEXT,__text) external _tfind
00007ff800a59bf9 (__TEXT,__text) external _thread_stack_async_pcs
00007ff800a59be6 (__TEXT,__text) external _thread_stack_pcs
00007ff840096a48 (__DATA,__data) non-external _threadsafe
00007ff800a74098 (__TEXT,__text) external _time
00007ff800a98939 (__TEXT,__text) non-external _time2
00007ff800a98a62 (__TEXT,__text) external _time2posix
00007ff800a99265 (__TEXT,__text) non-external _time2sub
00007ff800a98a19 (__TEXT,__text) external _timegm
00007ff800a98a03 (__TEXT,__text) external _timelocal
00007ff800a98a3d (__TEXT,__text) external _timeoff
00007ff800a74116 (__TEXT,__text) external _times
00007ff800aa8d40 (__TEXT,__text) external _timespec_get
00007ff800a97f4d (__TEXT,__text) non-external _timesub
00007ff8400a4910 (__DATA,__common) external _timezone
00007ff800a68f5b (__TEXT,__text) external _timingsafe_bcmp
00007ff8400a00a0 (__DATA,__bss) non-external _tm
00007ff800a99844 (__TEXT,__text) non-external _tmcomp
00007ff800a8723b (__TEXT,__text) external _tmpfile
00007ff800a87374 (__TEXT,__text) external _tmpnam
00007ff84009b7a0 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff84009b7a8 (__DATA,__bss) non-external _tmpnam_buf
00007ff800a873e7 (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff840097cd0 (__DATA,__data) non-external _tmpnam_buf_control
00007ff800abffa0 (__TEXT,__const) non-external _tmundef
00007ff800a5a252 (__TEXT,__text) external _toascii
00007ff800a5a25d (__TEXT,__text) external _tolower
00007ff800a5ac36 (__TEXT,__text) external _tolower_l
00007ff840099c98 (__DATA,__bss) non-external _toprec
00007ff840099ca0 (__DATA,__bss) non-external _topreclen
00007ff800a5a29d (__TEXT,__text) external _toupper
00007ff800a5ac55 (__TEXT,__text) external _toupper_l
00007ff800a7e9b7 (__TEXT,__text) external _towctrans
00007ff800a7e929 (__TEXT,__text) external _towctrans_l
00007ff800a5b07c (__TEXT,__text) external _towlower
00007ff800a5b571 (__TEXT,__text) external _towlower_l
00007ff800a5b0bc (__TEXT,__text) external _towupper
00007ff800a5b590 (__TEXT,__text) external _towupper_l
00007ff800a98ef5 (__TEXT,__text) non-external _transtime
00007ff800ab33ec (__TEXT,__text) non-external _tre_add_tag_left
00007ff800ab333d (__TEXT,__text) non-external _tre_add_tag_right
00007ff800ab06e7 (__TEXT,__text) non-external _tre_add_tags
00007ff800aafe00 (__TEXT,__text) external _tre_ast_new_catenation
00007ff800aafd6f (__TEXT,__text) external _tre_ast_new_iter
00007ff800aafd34 (__TEXT,__text) external _tre_ast_new_literal
00007ff800aafcb4 (__TEXT,__text) external _tre_ast_new_node
00007ff800aafdc6 (__TEXT,__text) external _tre_ast_new_union
00007ff800ab3000 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff800aafe3c (__TEXT,__text) external _tre_compile
00007ff800ab2830 (__TEXT,__text) non-external _tre_compute_nfl
00007ff800ab349b (__TEXT,__text) non-external _tre_copy_ast
00007ff800ab22cc (__TEXT,__text) non-external _tre_expand_ast
00007ff800abb2e1 (__TEXT,__text) non-external _tre_expand_macro
00007ff800aaf6b1 (__TEXT,__text) external _tre_fill_pmatch
00007ff800ab30aa (__TEXT,__text) external _tre_free
00007ff840068930 (__DATA_CONST,__const) non-external _tre_macros
00007ff800ab3dfc (__TEXT,__text) non-external _tre_make_trans
00007ff800aafa60 (__TEXT,__text) non-external _tre_match
00007ff800ab3c41 (__TEXT,__text) non-external _tre_match_empty
00007ff800ab903f (__TEXT,__text) external _tre_mem_alloc_impl
00007ff800ab8ffc (__TEXT,__text) external _tre_mem_destroy
00007ff800ab8fc8 (__TEXT,__text) external _tre_mem_new_impl
00007ff800ab3208 (__TEXT,__text) non-external _tre_merge_branches
00007ff800abb3db (__TEXT,__text) non-external _tre_new_item
00007ff800ab9158 (__TEXT,__text) external _tre_parse
00007ff800abb10c (__TEXT,__text) non-external _tre_parse_bound
00007ff800aaf86e (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff800abb349 (__TEXT,__text) non-external _tre_search_cnames
00007ff800ab382e (__TEXT,__text) non-external _tre_set_empty
00007ff800ab37c8 (__TEXT,__text) non-external _tre_set_one
00007ff800ab385b (__TEXT,__text) non-external _tre_set_union
00007ff800abb4d4 (__TEXT,__text) external _tre_stack_destroy
00007ff800abb45b (__TEXT,__text) external _tre_stack_new
