000000025ff386e4 (__TEXT,__text) external _AAAFSCGetMetadata
000000025ff314d8 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
000000025ff2f35c (__TEXT,__text) non-external _stateComputePatches
000000025ff1de48 (__TEXT,__text) non-external _stateConcatPath
000000025ff1b9a8 (__TEXT,__text) non-external _stateDestroy
000000025ff31390 (__TEXT,__text) non-external _stateDestroy
000000025ff2f694 (__TEXT,__text) non-external _stateGenerateArchive
000000025ff1de68 (__TEXT,__text) non-external _stateGetEntryData
000000025ff32dd8 (__TEXT,__text) non-external _stateLoadEntryHeader
000000025ff1e058 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
000000025fefa4d0 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
000000025ff43f40 (__TEXT,__text) non-external _storeCachePos
000000025ff3aa18 (__TEXT,__text) non-external _storeChunkOffsets
000000025fefb49c (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
000000025fef85ec (__TEXT,__text) non-external _streamAbort
000000025ff101e4 (__TEXT,__text) non-external _streamAbort
000000025fef8498 (__TEXT,__text) non-external _streamClose
000000025ff0fe94 (__TEXT,__text) non-external _streamClose
000000025fed600c (__TEXT,__text) non-external _streamConsumerProc
000000025ff10998 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
000000025fef8610 (__TEXT,__text) non-external _streamPRead
000000025ff10208 (__TEXT,__text) non-external _streamPWrite
000000025fef9520 (__TEXT,__text) non-external _streamProc
000000025ff40ec8 (__TEXT,__text) non-external _streamProc
000000025fef8a10 (__TEXT,__text) non-external _streamRead
000000025fef8a30 (__TEXT,__text) non-external _streamSeek
000000025fed60f0 (__TEXT,__text) non-external _streamThreadProc
000000025fed5f6c (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
000000025feee3dc (__TEXT,__text) non-external _stringTableIndexCompareProc
000000025feedf08 (__TEXT,__text) non-external _stringTableReserve
000000025ff38020 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
000000025ff3302c (__TEXT,__text) non-external _subArchiveCreate
000000025ff335d0 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
000000025ff2bc94 (__TEXT,__text) non-external _tarParseInt
000000025ff08688 (__TEXT,__text) non-external _tempStreamCancel
000000025ff085f0 (__TEXT,__text) non-external _tempStreamClose
000000025ff086cc (__TEXT,__text) non-external _tempStreamPRead
000000025ff08924 (__TEXT,__text) non-external _tempStreamPWrite
000000025ff0869c (__TEXT,__text) non-external _tempStreamRead
000000025ff08894 (__TEXT,__text) non-external _tempStreamSeek
000000025ff08b90 (__TEXT,__text) non-external _tempStreamTruncate
000000025ff088f4 (__TEXT,__text) non-external _tempStreamWrite
000000025fef4e2c (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
000000025fef4b48 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
000000025ff3e65c (__TEXT,__text) non-external _threadPoolWorkerThreadProc
000000025ff0173c (__TEXT,__text) non-external _threadWrapperProc
000000025fedb3fc (__TEXT,__text) non-external _treeAdd
000000025fedacb8 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
000000025fedb014 (__TEXT,__text) non-external _treeRebalance
000000025fedbf64 (__TEXT,__text) non-external _treeRotateLeft
000000025fedbdf8 (__TEXT,__text) non-external _treeRotateRight
000000025fedb2b8 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
000000025ff16b90 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
000000025fefb780 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
000000025fefe1ec (__TEXT,__text) non-external _updateFromHeader
000000025ff011fc (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
000000025ff01244 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
000000025ff27e8c (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
000000025fed3464 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
000000025fed28a4 (__TEXT,__text) non-external _verifyDirectoryStreamClose
000000025fed31f4 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
000000025fed2bf4 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
000000025ff07d4c (__TEXT,__text) non-external _verifySegment
000000025ff15b14 (__TEXT,__text) non-external _verifySegment
000000025ff41c48 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
000000025ff1e154 (__TEXT,__text) non-external _workerApplyAttr
000000025fed3478 (__TEXT,__text) non-external _workerDataFree
000000025ff1e3e8 (__TEXT,__text) non-external _workerDecodeAndApplyACL
000000025ff1e2d8 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
000000025fee7a44 (__TEXT,__text) non-external _workerDestroy
000000025ff1ddd8 (__TEXT,__text) non-external _workerDestroy
000000025fec34ac (__TEXT,__text) non-external _workerProc
000000025fed23ac (__TEXT,__text) non-external _workerProc
000000025fee7208 (__TEXT,__text) non-external _workerProc
000000025fefa85c (__TEXT,__text) non-external _workerProc
000000025ff1ba5c (__TEXT,__text) non-external _workerProc
000000025ff40d64 (__TEXT,__text) non-external _workerProc
000000025ff1e224 (__TEXT,__text) non-external _workerReserve
000000025ff1df10 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
000000025feff360 (__TEXT,__text) non-external _writeBlobProc
000000025fefeda0 (__TEXT,__text) non-external _writeHeaderProc
000000025ff34870 (__TEXT,__text) non-external _writeOBuf
000000025fec90b0 (__TEXT,__text) non-external _writeProc
000000025fef39e8 (__TEXT,__text) non-external _writeProc
000000025ff12f98 (__TEXT,__text) non-external _writeProc
000000025ff0fb34 (__TEXT,__text) non-external _writerProc
000000025ff42068 (__TEXT,__text) non-external (was a private external) _writerProc
