00007ffb43da9d98 (__DATA,__data) non-external _.compoundliteral
00007ffb0b8a79c8 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffb0b8a7974 (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffb0b8a7a68 (__TEXT,__text) external _glvmGetConstants
00007ffb0b9feeb8 (__TEXT,__text) non-external _glvmGetConstants.cold.1
00007ffb0b8f7cf0 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffb0b8a73ac (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffb0b8f85c0 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffb0b8a78c4 (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffb0b8f7280 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffb0b916cf0 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffb0b913b70 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffb0b91aa40 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffb0b917420 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffb0b927020 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffb0b9236a0 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffb0b91fa30 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffb0b91c0d0 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffb0b9132c0 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffb0b90f970 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffb0b8dc040 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffb0b8d7ca0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffb0b8e7a30 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffb0b8ecab0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffb0b8f1a80 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffb0b8f06c0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffb0b8e3bb0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffb0b8d8890 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffb0b8d5fd0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffb0b9ae63b (__TEXT,__text) non-external _glvmOp
00007ffb0b8f9cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffb0b90ad10 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffb0b8f9e40 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffb0b9015b0 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffb0b8f9fd0 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffb0b90a490 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffb0b901700 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffb0b8fa150 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffb0b8f9c40 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffb0b8f9c00 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffb0b8f9c30 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffb0b90abd0 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffb0b8fa2d0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffb0b90ae50 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffb0b8fa460 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffb0b901740 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffb0b908f50 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffb0b90d2c0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffb0b90cdd0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffb0b8fa660 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffb0b905ee0 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffb0b905e60 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffb0b90a7d0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffb0b8fa8c0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffb0b90a950 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffb0b91fd10 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffb0b901510 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffb0b901540 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffb0b8fab10 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffb0b902860 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffb0b901a90 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffb0b901f90 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffb0b902310 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffb0b9024d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffb0b9026f0 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffb0b907ff0 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffb0b9027c0 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffb0b913930 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffb0b9171e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffb0b923440 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffb0b91be80 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffb0b90f6f0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffb0b91b700 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffb0b91bbe0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffb0b91b970 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffb0b8fab50 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffb0b8faef0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffb0b8fb1d0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffb0b90b590 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffb0b90b280 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffb0b9065b0 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffb0b90d5d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffb0b90dad0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffb0b8fb580 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffb0b8fb7e0 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffb0b90b250 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffb0b8ceb10 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffb0b901570 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffb0b90e150 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffb0b90e1a0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffb0b90e390 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffb0b9002a0 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffb0b90af90 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffb0b90b0a0 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffb0b8ceb30 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffb0b8ceb70 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffb0b922cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationKIL
00007ffb0b90b800 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffb0b8fbb40 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffb0b8fbee0 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffb0b8fc1d0 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffb0b909040 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffb0b8fc6e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffb0b8fc8f0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffb0b906a70 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffb0b906d90 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffb0b902c40 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffb0b902fd0 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffb0b903360 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffb0b903370 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffb0b8fcbf0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffb0b903b30 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffb0b90cb40 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffb0b8fcc70 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffb0b8fccb0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffb0b8fd100 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffb0b90a4d0 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffb0b903c80 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffb0b90bce0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffb0b90bb20 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffb0b90cae0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffb0b90c500 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffb0b90c800 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffb0b903cc0 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffb0b8ffbd0 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffb0b8ffc10 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffb0b8ffc20 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffb0b8ceb20 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffb0b904250 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffb0b906ea0 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffb0b909550 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffb0b9097d0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffb0b8fff10 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffb0b8f9ba0 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffb0b9012c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffb0b9046b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffb0b9047a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffb0b904bc0 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffb0b904be0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffb0b904e80 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffb0b90a550 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffb0b90a620 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffb0b9006e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffb0b90a810 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffb0b905110 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffb0b9053b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffb0b907c50 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffb0b905640 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffb0b900920 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffb0b900af0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffb0b916fe0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffb0b91ad40 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffb0b90e530 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffb0b905a50 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffb0b905a70 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffb0b908080 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffb0b9200d0 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffb0b900f50 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffb0b90aa90 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffb0b8cea10 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffb0b8ce820 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffb0b8ce910 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffb0b90b220 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffb0b90a210 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffb0b90c170 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffb0b90bc30 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffb0b90cb10 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffb0b90c6b0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffb0b90c9b0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffb0b90a510 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffb0b905bc0 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffb0b905e20 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffb0b8f9c50 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffb0b8f91c0 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffb0b8f9510 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffb0b8ce930 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffb0b8ce750 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffb0b8cea90 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffb0b8ce840 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffb0b8ceae0 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffb0b8ce6b0 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffb0b8ce6d0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffb0b8cea50 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffb0b8ce730 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffb0b8ce670 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffb0b8cea30 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffb0b8ce720 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffb0b922d20 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffb0b9202a0 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffb0b8cf1e0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffb0b8d1e40 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffb0b8ceb80 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffb0b8cf2a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffb0b8d1890 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffb0b8d36f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffb0b8d3820 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffb0b8ced70 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffb0b8cee70 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffb0b8ceee0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffb0b8cf0d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffb0b8d1910 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffb0b8d39d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffb0b8d3d30 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffb0b8d41b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffb0b8cda00 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffb0b8cd8d0 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffb0b8aba50 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffb0b8b1cf0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffb0b8b32c0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffb0b8cd910 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffb0b913190 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b916bc0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b91a910 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b91f900 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b926ef0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b8a9f0c (__TEXT,__text) external _glvmSetTextureFormat
00007ffb0b8d5660 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffb0b8df4e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffb0b8e3030 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffb0b8e9a90 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffb0b8ee8f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffb0b8f3d50 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffb0b8f0d90 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffb0b8e5040 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffb0b8eb2c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffb0b8ef7e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffb0b8f5260 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffb0b8f1410 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffb0b8e6260 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffb0b8dd710 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffb0b8dfed0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffb0b8ab9c8 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffb0b8d5700 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffb0b8aad08 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffb0b91a3f0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffb0b91f1b0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffb0b9128d0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffb4337a840 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffb4337a830 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffb0b97c98c (__TEXT,__text) non-external _handleResetPost
00007ffb0b97c92f (__TEXT,__text) non-external _handleResetPre
00007ffb0b982350 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffb0b98a8d9 (__TEXT,__text) non-external _include_str_getch
00007ffb0b98a9ae (__TEXT,__text) non-external _include_str_ungetch
00007ffb0b981b62 (__TEXT,__text) non-external _initAggregateType
00007ffb0b930380 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffb0b9b0633 (__TEXT,__text) non-external _inliningNodeReplacement
00007ffb0b96b9ea (__TEXT,__text) non-external _inputForOutput
00007ffb0b9dd6b8 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffb0b9dd6af (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffb0b96147d (__TEXT,__text) non-external _isBuiltinName
00007ffb0b9658e3 (__TEXT,__text) non-external _isBuiltinName
00007ffb0b9cbc9e (__TEXT,__text) non-external _iterateQualifiers
00007ffb0b98b7e9 (__TEXT,__text) non-external _lAddByte
00007ffb0b98b068 (__TEXT,__text) non-external _lFloatConst
00007ffb0b98b6bf (__TEXT,__text) non-external _lNewBlock
00007ffb0b98bd6c (__TEXT,__text) non-external _lReadByte
00007ffb0b986d40 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffb0b9aca4f (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffb0b89c48c (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffb0b89c500 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffb0b89c605 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffb0b89c681 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffb0b89c44d (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffb0b89c5f3 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffb0b89c568 (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffb0b89c492 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffb0b89c4fa (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffb0b89c486 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffb0b89c692 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffb0b89c444 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffb0b988d62 (__TEXT,__text) non-external _macro_scan
00007ffb0b9636df (__TEXT,__text) non-external _makeCopyFunction
00007ffb0b9acdab (__TEXT,__text) non-external _makeIntConstantNode
00007ffb0b92bc4f (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ffb0b989664 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffb0b9895ae (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffb0b9894f3 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffb0b989576 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffb0b92d2f8 (__TEXT,__text) non-external _mergeTypes
00007ffb43dae580 (__DATA,__bss) non-external _message
00007ffb43dae570 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffb4337a7b0 (__DATA_DIRTY,__data) non-external _mutex
00007ffb0b96dc8c (__TEXT,__text) non-external _nameTablePush
00007ffb4337c4a0 (__DATA_DIRTY,__bss) non-external _nameTableSets
00007ffb0b98944d (__TEXT,__text) non-external _noop
00007ffb0b98b062 (__TEXT,__text) non-external _noop
00007ffb0b965785 (__TEXT,__text) non-external _offsetLayout
00007ffb0b98703b (__TEXT,__text) non-external _op_add
00007ffb0b986fcb (__TEXT,__text) non-external _op_and
00007ffb0b987099 (__TEXT,__text) non-external _op_cmpl
00007ffb0b987059 (__TEXT,__text) non-external _op_div
00007ffb0b986fd5 (__TEXT,__text) non-external _op_eq
00007ffb0b986ffc (__TEXT,__text) non-external _op_ge
00007ffb0b986fef (__TEXT,__text) non-external _op_gt
00007ffb0b987016 (__TEXT,__text) non-external _op_le
00007ffb0b986fa2 (__TEXT,__text) non-external _op_logand
00007ffb0b986f95 (__TEXT,__text) non-external _op_logor
00007ffb0b987009 (__TEXT,__text) non-external _op_lt
00007ffb0b98706f (__TEXT,__text) non-external _op_mod
00007ffb0b98704e (__TEXT,__text) non-external _op_mul
00007ffb0b986fe2 (__TEXT,__text) non-external _op_ne
00007ffb0b98708f (__TEXT,__text) non-external _op_neg
00007ffb0b9870a3 (__TEXT,__text) non-external _op_not
00007ffb0b986fb7 (__TEXT,__text) non-external _op_or
00007ffb0b987087 (__TEXT,__text) non-external _op_pos
00007ffb0b987023 (__TEXT,__text) non-external _op_shl
00007ffb0b98702f (__TEXT,__text) non-external _op_shr
00007ffb0b987044 (__TEXT,__text) non-external _op_sub
00007ffb0b986fc1 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffb0b96c9c3 (__TEXT,__text) non-external _outputForInput
00007ffb0b958cc4 (__TEXT,__text) non-external _packInto
00007ffb0b9744dd (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffb0b974334 (__TEXT,__text) non-external _parseLayout
00007ffb0b92d237 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffb0b92cf38 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffb0b9ab9d0 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffb0b9abbb7 (__TEXT,__text) non-external _phase2Process
00007ffb0b9abe44 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffb0b9abef1 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffb0b9abf67 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffb0b9ac445 (__TEXT,__text) non-external _phase2ProcessLValue
00007ffb0b9abe9b (__TEXT,__text) non-external _phase2ProcessParameterDeclaration
00007ffb0b9ac002 (__TEXT,__text) non-external _phase2ProcessRawCall
