00000001a0e0eff8 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001a0dff180 (__TEXT,__text) non-external ___49-[SPProvenanceTracking findProvenanceEntryForID:]_block_invoke
00000001a0e05354 (__TEXT,__text) non-external ___50-[SPKernelExtensionHistory kernelExtensionHistory]_block_invoke
00000001a0dff094 (__TEXT,__text) non-external ___50-[SPProvenanceTracking findProvenanceEntryForURL:]_block_invoke
00000001a0e0f7c4 (__TEXT,__text) non-external ___51-[SPDeveloperPolicy setDeveloperModeEnabled:error:]_block_invoke
00000001a0e07118 (__TEXT,__text) non-external ___51-[SPExecutionPolicy addGatekeeperUserIntent:error:]_block_invoke
00000001a0e05e14 (__TEXT,__text) non-external ___51-[SPKernelExtensionPolicy updatePolicyItems:error:]_block_invoke
00000001a0e06478 (__TEXT,__text) non-external ___52-[SPKernelExtensionPolicy requiresSecurityDowngrade]_block_invoke
00000001a0e07208 (__TEXT,__text) non-external ___54-[SPExecutionPolicy addBlockedSoftwareOverride:error:]_block_invoke
00000001a0e073f4 (__TEXT,__text) non-external ___54-[SPExecutionPolicy getBlockedSoftwareOverride:error:]_block_invoke
00000001a0e0645c (__TEXT,__text) non-external ___54-[SPKernelExtensionPolicy triggerPanicMedicWithError:]_block_invoke
00000001a0e0548c (__TEXT,__text) non-external ___55+[SPKernelExtensionPolicy findBundledKernelExtensions:]_block_invoke
00000001a0e05938 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy canLoadKernelExtension:error:]_block_invoke
00000001a0e06354 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]_block_invoke
00000001a0e06494 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy requiresRebootForInstallation]_block_invoke
00000001a0dff26c (__TEXT,__text) non-external ___56-[SPProvenanceTracking findAssociatedProvenanceEntries:]_block_invoke
00000001a0e0f7e4 (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
00000001a0e05ae8 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00000001a0e06424 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00000001a0e02938 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00000001a0e064b0 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00000001a0e08738 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00000001a0e05a10 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00000001a0e07300 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00000001a0e061e8 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00000001a0e064cc (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00000001a0e05f3c (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00000001a0e062bc (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00000001a0e08b50 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00000001a0e06014 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00000001a0e05d3c (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00000001a0e08808 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00000001a0e08d64 (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00000001a0e05bf4 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00000001a0dfd668 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00000001a0e06444 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00000001a0e04214 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00000001a0e08c74 (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00000001a0e0410c (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00000001a0e0411c (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.42
00000001a0e060f0 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00000001a0e08990 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00000001a0e043e0 (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
00000001a0e0ed2c (__TEXT,__text) non-external ___AppleMobileFileIntegrityLibraryCore_block_invoke
00000001a0e0a4cc (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001a0e0a4dc (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001a0e0a804 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00000001a0e0a8b4 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.9
00000001a0e11978 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001d5614dc0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_B24?0"NSURL"8"NSError"16l
00000001d5614da0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00000001d5614de8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?B"NSError">16l
00000001d5614d80 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001d5614e08 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?B"NSError">16l
00000001dea09360 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00000001dea094b0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00000001dea09510 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001dea09450 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_B16?0"NSURL"8l
00000001dea08e10 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00000001dea08e60 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00000001dea08f30 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dea090d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00000001dea08f00 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001dea08db0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00000001dea09290 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dea093c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00000001dea09330 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001dea094e0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001dea09480 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001dea09100 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dea08de0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001dea08f90 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dea09390 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001dea093f0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dea08f60 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dea08ed0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001dea09420 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001dea08fc0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001dea092e0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001dea08e40 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dea08e90 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dea08eb0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dea08ff0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dea090b0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dea09130 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dea09250 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dea092c0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dea09310 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dea09540 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dea09050 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001dea09070 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001dea09090 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001dea09010 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001dea09560 (__AUTH_CONST,__const) non-external ___block_literal_global.50
00000001dea09270 (__AUTH_CONST,__const) non-external ___block_literal_global.66
00000001dea09030 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001dea09150 (__AUTH_CONST,__const) non-external ___block_literal_global.79
00000001dea09170 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001dea09190 (__AUTH_CONST,__const) non-external ___block_literal_global.87
00000001dea091b0 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001dea091d0 (__AUTH_CONST,__const) non-external ___block_literal_global.91
00000001dea091f0 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001dea09210 (__AUTH_CONST,__const) non-external ___block_literal_global.95
00000001dea09230 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001a0e0a658 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001a0e0a8d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001a0e0edbc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001a0e0a5ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00000001a0dfe0f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001a0e04400 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001a0e05c04 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001a0e01c50 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001a0e0c784 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001a0e089a4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001a0dfdb28 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00000001a0dfd6a8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001a0e0edcc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001a0e0a5fc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00000001a0dfe0f8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001a0e0a924 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001a0e04448 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001a0e01ca0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001a0e089f0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001a0dfdb6c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00000001a0dfd6b4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00000001a0e0a4e4 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00000001a0e0a640 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00000001a0e118c0 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00000001a0e0ef28 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
00000001a0e08628 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
00000001a0e0eab8 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00000001a0e01b4c (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00000001a0e016bc (__TEXT,__text) non-external ___scanForBundles_block_invoke
00000001a0e10850 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00000001d5617a18 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d5617c30 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d5617c68 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d5617d98 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d5617e80 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d5617a88 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.104
00000001d5617ca8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.105
00000001d5617cb0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.114
00000001d5617cb8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.120
00000001d5617cc0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.122
00000001d5617d00 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.123
00000001d5617d40 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.176
00000001d5617ab0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.178
00000001d5617b10 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.179
00000001d5617b70 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.232
00000001d5617bb8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.233
00000001d5617c00 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.251
00000001d5617c18 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.252
00000001d5617a28 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.59
00000001d5617c70 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.60
00000001d5617c78 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.69
00000001d5617c80 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.81
00000001d5617a48 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.86
00000001d5617c90 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.96
                 (undefined) external _abort_report_np (from libSystem)
00000001a0e0e610 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
                 (undefined) external _bzero (from libSystem)
00000001a0e06538 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00000001a0e0e55c (__TEXT,__text) external _checkBOOLSetting
00000001a0e0227c (__TEXT,__text) external _checkPathQuarantineState
00000001a0e10b94 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00000001a0e021e4 (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00000001a0dff4c8 (__TEXT,__text) external _copyAdhocSignatureHash
00000001a0e0fc68 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00000001a0e0fe64 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00000001a0e0fe98 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00000001a0e0fecc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00000001a0e0ff00 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00000001a0e0ff5c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00000001a0e0ff90 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00000001a0e10014 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00000001a0e10070 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00000001a0e100cc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00000001a0e0fcc4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00000001a0e0fcf8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00000001a0e0fd2c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00000001a0e0fd60 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00000001a0e0fd94 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00000001a0e0fdc8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00000001a0e0fdfc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00000001a0e0fe30 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00000001a0e00d9c (__TEXT,__text) external _copyBootUUID
00000001a0e106e0 (__TEXT,__text) non-external _copyBootUUID.cold.1
00000001a0e00500 (__TEXT,__text) external _copyBundleID
00000001a0e103e8 (__TEXT,__text) non-external _copyBundleID.cold.1
00000001a0e005f8 (__TEXT,__text) external _copyBundleIDFromURL
00000001a0e00818 (__TEXT,__text) external _copyBundleVersion
00000001a0e104a0 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00000001a0e00720 (__TEXT,__text) external _copyBundleVersionShort
00000001a0e10444 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00000001a0e0068c (__TEXT,__text) external _copyBundleVersionShortFromURL
00000001a0dffeac (__TEXT,__text) external _copyCdhash
00000001a0e10128 (__TEXT,__text) non-external _copyCdhash.cold.1
00000001a0e1015c (__TEXT,__text) non-external _copyCdhash.cold.2
00000001a0e10190 (__TEXT,__text) non-external _copyCdhash.cold.3
00000001a0dffe24 (__TEXT,__text) external _copyCdhashFromKextURL
00000001a0e0e710 (__TEXT,__text) external _copyCodeSigningInfo
00000001a0e00bc0 (__TEXT,__text) external _copyDeveloperName
00000001a0e10558 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00000001a0e105bc (__TEXT,__text) non-external _copyDeveloperName.cold.2
00000001a0e10620 (__TEXT,__text) non-external _copyDeveloperName.cold.3
00000001a0e10684 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00000001a0e0eb14 (__TEXT,__text) external _copyEntitlements
00000001a0e066c4 (__TEXT,__text) external _copyFileHashForURL
00000001a0e11228 (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00000001a0e112c4 (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00000001a0e11350 (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00000001a0e00004 (__TEXT,__text) external _copyLegacyCdhash
00000001a0dfe26c (__TEXT,__text) external _copyLegacyDeveloperName
00000001a0e01f50 (__TEXT,__text) external _copySecureTimestamp
00000001a0e10ad4 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00000001a0e00f40 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00000001a0e00428 (__TEXT,__text) external _copySigningID
00000001a0e1038c (__TEXT,__text) non-external _copySigningID.cold.1
00000001a0e00244 (__TEXT,__text) external _copyTeamIdentifier
00000001a0e10330 (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00000001a0e00070 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00000001a0e101ec (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00000001a0e10258 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00000001a0e0018c (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00000001a0e102c4 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00000001a0e00910 (__TEXT,__text) external _copyUnstagedURL
00000001a0e104fc (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00000001a0dff4c0 (__TEXT,__text) external _createCodeReference
00000001a0dff3a8 (__TEXT,__text) non-external _createCodeReferenceHelper
00000001a0e0fb58 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00000001a0e0fbe0 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00000001a0dff3a0 (__TEXT,__text) external _createCodeReferenceQuiet
00000001a0dff2dc (__TEXT,__text) external _createHexStringFromData
00000001a0e0adf4 (__TEXT,__text) non-external _createMigrationManifest
00000001a0e11a18 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00000001a0e0e668 (__TEXT,__text) external _createSecStaticCodeForURL
00000001a0e11dd8 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00000001a0e0e520 (__TEXT,__text) external _createSystemPolicyDefaults
00000001a0e00a1c (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00000001d98e48e8 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001d98e48f0 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001a0e09fb8 (__TEXT,__text) external _doBooleanXPCFunction
00000001a0e0a22c (__TEXT,__text) external _doBooleanXPCFunctionSilent
00000001a0e0a234 (__TEXT,__text) external _doObjectXPCFunction
00000001d98e48a0 (__DATA,__bss) non-external _exec.sLog
00000001d98e4898 (__DATA,__bss) non-external _exec.sLogInit
00000001a0e065f4 (__TEXT,__text) external _fileExists
00000001a0e0665c (__TEXT,__text) external _fileIsSymlink
00000001a0e077f0 (__TEXT,__text) external _findContainingBundle
00000001a0e01184 (__TEXT,__text) external _findFirstSubdirectoryURL
00000001a0e080f4 (__TEXT,__text) external _findOuterMostBundle
00000001a0e08590 (__TEXT,__text) external _findOuterMostBundleWithFilter
00000001a0e07984 (__TEXT,__text) external _findScanTargetByPath
00000001a0e07d1c (__TEXT,__text) external _findTopAppBundle
00000001a0e078f4 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00000001a0e02b18 (__TEXT,__text) non-external _fsEventCallback
00000001d98e4880 (__DATA,__bss) non-external _generic.sLog
00000001d98e4878 (__DATA,__bss) non-external _generic.sLogInit
00000001a0e0ee34 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001d98e4900 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001d98e4868 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001d98e4870 (__DATA,__bss) non-external _getAllowedPaths.once
00000001a0e00324 (__TEXT,__text) external _getDictionaryValue
00000001a0e07fec (__TEXT,__text) external _getVolumePrefix
00000001a0e113dc (__TEXT,__text) non-external _getVolumePrefix.cold.1
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
00000001a0e0779c (__TEXT,__text) non-external _globalBundleSuffixes
00000001d98e48e0 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001d98e48d8 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00000001a0e07f58 (__TEXT,__text) external _hasAppExtension
00000001a0e00fc4 (__TEXT,__text) external _hasCodeRequirementString
00000001a0e10798 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00000001a0e14af6 (__TEXT,__cstring) non-external _hexString.nibble
00000001a0e024e4 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00000001a0e02368 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00000001a0e010cc (__TEXT,__text) external _isAdhocSignature
00000001a0e107f4 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00000001a0dfec7c (__TEXT,__text) external _isAppleInternalMachine
00000001a0e0108c (__TEXT,__text) external _isAppleSignedCode
00000001a0dfece8 (__TEXT,__text) external _isBehavioralEngineEnabledMachine
00000001a0e01ce4 (__TEXT,__text) external _isCodelessKext
00000001a0e108b4 (__TEXT,__text) non-external _isCodelessKext.cold.1
00000001a0e0a668 (__TEXT,__text) external _isConnectionEntitled
00000001a0e1191c (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00000001a0dfeca0 (__TEXT,__text) external _isDarwinOSEnvironment
