00007ffc425a9560 (__DATA_DIRTY,__common) external _AfterColour
00007ffc0b8ed9e6 (__TEXT,__text) external __ZNK4llvm6object12IRObjectFile12symbol_beginEv
00007ffc0ae6010e (__TEXT,__text) external __ZNK4llvm6object12IRObjectFile14getSymbolFlagsENS0_11DataRefImplE
00007ffc0ae600d8 (__TEXT,__text) external __ZNK4llvm6object12IRObjectFile14moveSymbolNextERNS0_11DataRefImplE
00007ffc0b8eda06 (__TEXT,__text) external __ZNK4llvm6object12IRObjectFile15getTargetTripleEv
00007ffc0ae600e2 (__TEXT,__text) external __ZNK4llvm6object12IRObjectFile15printSymbolNameERNS_11raw_ostreamENS0_11DataRefImplE
00007ffc0ae91f70 (__TEXT,__text) external __ZNK4llvm6object12MinidumpFile12getRawStreamENS_8minidump10StreamTypeE
00007ffc0ae92746 (__TEXT,__text) weak external __ZNK4llvm6object12MinidumpFile13getListStreamINS_8minidump16MemoryDescriptorEEENS_8ExpectedINS_8ArrayRefIT_EEEENS3_10StreamTypeE
00007ffc0ae92484 (__TEXT,__text) weak external __ZNK4llvm6object12MinidumpFile13getListStreamINS_8minidump6ModuleEEENS_8ExpectedINS_8ArrayRefIT_EEEENS3_10StreamTypeE
00007ffc0ae925e0 (__TEXT,__text) weak external __ZNK4llvm6object12MinidumpFile13getListStreamINS_8minidump6ThreadEEENS_8ExpectedINS_8ArrayRefIT_EEEENS3_10StreamTypeE
00007ffc0ae92310 (__TEXT,__text) external __ZNK4llvm6object12MinidumpFile17getMemoryInfoListEv
00007ffc0ae9200c (__TEXT,__text) external __ZNK4llvm6object12MinidumpFile9getStringEm
00007ffc0ae785f6 (__TEXT,__text) external __ZNK4llvm6object13AIRDescriptor4findENS_8ArrayRefIhEE
00007ffc0ae9853c (__TEXT,__text) external __ZNK4llvm6object13TapiUniversal13ObjectForArch15getAsObjectFileEv
00007ffc0b8d5a04 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile10getSectionEi
00007ffc0b8d6c7a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile10symbol_endEv
00007ffc0ae3069a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile11base_relocsEv
00007ffc0b8d658a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile11getHintNameEjRtRNS_9StringRefE
00007ffc0b8d6c98 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile11section_endEv
00007ffc0ae2f374 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile12getImageBaseEv
00007ffc0ae2f76a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile12getSectionIDENS0_10SectionRefE
00007ffc0b8d5f78 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile12isSectionBSSENS0_11DataRefImplE
00007ffc0b8d6c64 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile12symbol_beginEv
00007ffc0ae2f2cc (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13getCOFFSymbolERKNS0_11DataRefImplE
00007ffc0ae30740 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13getCOFFSymbolERKNS0_9SymbolRefE
00007ffc0b8d582a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13getSymbolNameENS0_11DataRefImplE
00007ffc0b8d5860 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13getSymbolNameENS0_13COFFSymbolRefE
00007ffc0b8d6f28 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13getSymbolNameEPKNS0_19coff_symbol_genericE
00007ffc0ae2f39a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13getSymbolTypeENS0_11DataRefImplE
00007ffc0b8d5f6a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13isSectionDataENS0_11DataRefImplE
00007ffc0b8d5f5c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13isSectionTextENS0_11DataRefImplE
00007ffc0b8d6c8a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile13section_beginEv
00007ffc0ae305c4 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14base_reloc_endEv
00007ffc0ae2f974 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getCOFFSectionERKNS0_10SectionRefE
00007ffc0ae30764 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getRelocationsEPKNS0_12coff_sectionE
00007ffc0b8d5b2c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getSectionNameENS0_11DataRefImplE
00007ffc0b8d5b44 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getSectionNameEPKNS0_12coff_sectionE
00007ffc0b8d5dba (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getSectionSizeENS0_11DataRefImplE
00007ffc0ae2f73c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getSectionSizeEPKNS0_12coff_sectionE
00007ffc0ae2f4b4 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getSymbolFlagsENS0_11DataRefImplE
00007ffc0ae306fe (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14getSymbolIndexENS0_13COFFSymbolRefE
00007ffc0b8d5f8c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14isDebugSectionENS0_11DataRefImplE
00007ffc0b8d57e6 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile14moveSymbolNextERNS0_11DataRefImplE
00007ffc0ae2fd74 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile15getDebugPDBInfoEPKNS0_15debug_directoryERPKNS_8codeview9DebugInfoERNS_9StringRefE
00007ffc0ae2fe78 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile15getDebugPDBInfoERPKNS_8codeview9DebugInfoERNS_9StringRefE
00007ffc0b8d5d9e (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile15getSectionIndexENS0_11DataRefImplE
00007ffc0b8d6dea (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile15getStartAddressEv
00007ffc0b8d5b22 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile15moveSectionNextERNS0_11DataRefImplE
00007ffc0b8d60a8 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile15section_rel_endENS0_11DataRefImplE
00007ffc0ae305b4 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile16base_reloc_beginEv
00007ffc0ae2feda (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile16getDataDirectoryEj
00007ffc0b8d5880 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile16getSymbolAddressENS0_11DataRefImplE
00007ffc0ae306c0 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile16getSymbolAuxDataENS0_13COFFSymbolRefE
00007ffc0ae2f66e (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile16getSymbolSectionENS0_11DataRefImplE
00007ffc0b8d6054 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile16isSectionVirtualENS0_11DataRefImplE
00007ffc0b8d6cd0 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile17getBytesInAddressEv
00007ffc0ae3075a (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile17getCOFFRelocationERKNS0_13RelocationRefE
00007ffc0b8d6d0c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile17getFileFormatNameEv
00007ffc0b8d6fee (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile17getRelocationTypeENS0_11DataRefImplE
00007ffc0b8d5d72 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile17getSectionAddressENS0_11DataRefImplE
00007ffc0b8d6062 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile17section_rel_beginENS0_11DataRefImplE
00007ffc0ae30664 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18export_directoriesEv
00007ffc0b8d5dea (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18getSectionContentsENS0_11DataRefImplE
00007ffc0b8d5e36 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18getSectionContentsEPKNS0_12coff_sectionERNS_8ArrayRefIhEE
00007ffc0ae2f306 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18getSymbolAlignmentENS0_11DataRefImplE
00007ffc0ae2f71c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18getSymbolSectionIDENS0_9SymbolRefE
00007ffc0ae2f2e6 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18getSymbolValueImplENS0_11DataRefImplE
00007ffc0ae305d6 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18import_directoriesEv
00007ffc0b8d6f7c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile18moveRelocationNextERNS0_11DataRefImplE
00007ffc0b8d6f86 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile19getRelocationOffsetENS0_11DataRefImplE
00007ffc0b8d6f8e (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile19getRelocationSymbolENS0_11DataRefImplE
00007ffc0b8d5f26 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile19getSectionAlignmentENS0_11DataRefImplE
00007ffc0b8d70f0 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile19isRelocatableObjectEv
00007ffc0b8d5f54 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile19isSectionCompressedENS0_11DataRefImplE
00007ffc0b8d70fe (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile19mapDebugSectionNameENS_9StringRefE
00007ffc0ae3058c (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile20export_directory_endEv
00007ffc0ae2fac0 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile20getRvaAndSizeAsBytesEjjRNS_8ArrayRefIhEEPKc
00007ffc0ae30514 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile20import_directory_endEv
00007ffc0b8d70ca (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile21getRelocationTypeNameENS0_11DataRefImplERNS_15SmallVectorImplIcEE
00007ffc0b8d6ffa (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile21getRelocationTypeNameEt
00007ffc0ae3056e (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile22export_directory_beginEv
00007ffc0ae304c8 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile22import_directory_beginEv
00007ffc0ae2f64e (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile23getCommonSymbolSizeImplENS0_11DataRefImplE
00007ffc0ae30634 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile24delay_import_directoriesEv
00007ffc0ae3054e (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile26delay_import_directory_endEv
00007ffc0ae30530 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile28delay_import_directory_beginEv
00007ffc0ae30736 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile5toRelENS0_11DataRefImplE
00007ffc0ae2f2c0 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile5toSecENS0_11DataRefImplE
00007ffc0b8d6d8e (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile7getArchEv
00007ffc0b8d6400 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile8getVaPtrEyRm
00007ffc0b8d6440 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile9getRvaPtrEjRmPKc
00007ffc0b8d6e10 (__TEXT,__text) external __ZNK4llvm6object14COFFObjectFile9getStringEj
00007ffc0b8fdd0a (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile10symbol_endEv
00007ffc0b8fe306 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile11getFeaturesEv
00007ffc0b8fe2b4 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile11section_endEv
00007ffc0b8fe172 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile12isSectionBSSENS0_11DataRefImplE
00007ffc0b8fdcfc (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile12symbol_beginEv
00007ffc0b8fdd28 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile13getSymbolNameENS0_11DataRefImplE
00007ffc0b8fde2e (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile13getSymbolTypeENS0_11DataRefImplE
00007ffc0ae9bbf0 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile13getWasmSymbolERKNS0_11DataRefImplE
00007ffc0ae9bc04 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile13getWasmSymbolERKNS0_9SymbolRefE
00007ffc0b8fe15a (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile13isSectionDataENS0_11DataRefImplE
00007ffc0b8fe142 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile13isSectionTextENS0_11DataRefImplE
00007ffc0b8fe2a8 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile13section_beginEv
00007ffc0b8fdf10 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile14getSectionNameENS0_11DataRefImplE
00007ffc0b8fe0f8 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile14getSectionSizeENS0_11DataRefImplE
00007ffc0b8fdc8c (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile14getSymbolFlagsENS0_11DataRefImplE
00007ffc0ae9bd52 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile14getWasmSectionENS0_11DataRefImplE
00007ffc0ae9bd98 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile14getWasmSectionERKNS0_10SectionRefE
00007ffc0ae9bd8c (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile14isSharedObjectEv
00007ffc0b8fdc82 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile14moveSymbolNextERNS0_11DataRefImplE
00007ffc0b8fe0f0 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile15getSectionIndexENS0_11DataRefImplE
00007ffc0ae9aa6a (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile15isValidTagIndexEj
00007ffc0b8fdf08 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile15moveSectionNextERNS0_11DataRefImplE
00007ffc0b8fe18e (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile15section_rel_endENS0_11DataRefImplE
00007ffc0b8fdd4e (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile16getSymbolAddressENS0_11DataRefImplE
00007ffc0b8fde5e (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile16getSymbolSectionENS0_11DataRefImplE
00007ffc0b8fe17a (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile16isSectionVirtualENS0_11DataRefImplE
00007ffc0ae9b858 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile16isValidTagSymbolEj
00007ffc0b8fe2d0 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile17getBytesInAddressEv
00007ffc0b8fe2e4 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile17getFileFormatNameEv
00007ffc0b8fe22a (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile17getRelocationTypeENS0_11DataRefImplE
00007ffc0b8fe0e8 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile17getSectionAddressENS0_11DataRefImplE
00007ffc0ae9bd68 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile17getWasmRelocationENS0_11DataRefImplE
00007ffc0ae9bdac (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile17getWasmRelocationERKNS0_13RelocationRefE
00007ffc0ae9aaa2 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile17isDefinedTagIndexEj
00007ffc0ae9b824 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile17isValidDataSymbolEj
00007ffc0b8fe182 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile17section_rel_beginENS0_11DataRefImplE
00007ffc0ae9bb94 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile18getDefinedFunctionEj
00007ffc0b8fe10e (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile18getSectionContentsENS0_11DataRefImplE
00007ffc0b8fde22 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile18getSymbolAlignmentENS0_11DataRefImplE
00007ffc0ae9bcd4 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile18getSymbolSectionIdENS0_9SymbolRefE
00007ffc0b8fddc4 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile18getSymbolValueImplENS0_11DataRefImplE
00007ffc0ae9bc1a (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile18getWasmSymbolValueERKNS0_10WasmSymbolE
00007ffc0ae9a580 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile18isValidGlobalIndexEj
00007ffc0ae9a9f2 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile18isValidTableNumberEj
00007ffc0ae9b7bc (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile18isValidTableSymbolEj
00007ffc0b8fe1c0 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile18moveRelocationNextERNS0_11DataRefImplE
00007ffc0b8fe1ca (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile19getRelocationOffsetENS0_11DataRefImplE
00007ffc0b8fe1ee (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile19getRelocationSymbolENS0_11DataRefImplE
00007ffc0b8fe12e (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile19getSectionAlignmentENS0_11DataRefImplE
00007ffc0b8fe328 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile19isRelocatableObjectEv
00007ffc0b8fe13a (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile19isSectionCompressedENS0_11DataRefImplE
00007ffc0ae9b7f0 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile19isValidGlobalSymbolEj
00007ffc0ae9a9c0 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile20isDefinedGlobalIndexEj
00007ffc0ae9aa2a (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile20isDefinedTableNumberEj
00007ffc0ae9a50a (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile20isValidFunctionIndexEj
00007ffc0ae9b88c (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile20isValidSectionSymbolEj
00007ffc0b8fe24c (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile21getRelocationTypeNameENS0_11DataRefImplERNS_15SmallVectorImplIcEE
00007ffc0ae9a5ac (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile21isValidFunctionSymbolEj
00007ffc0ae9bc68 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile22getSymbolSectionIdImplERKNS0_10WasmSymbolE
00007ffc0ae9a534 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile22isDefinedFunctionIndexEj
00007ffc0b8fde28 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile23getCommonSymbolSizeImplENS0_11DataRefImplE
00007ffc0b8fe2f6 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile7getArchEv
00007ffc0ae9bbe4 (__TEXT,__text) external __ZNK4llvm6object14WasmObjectFile9getHeaderEv
00007ffc0b9014a4 (__TEXT,__text) external __ZNK4llvm6object14XCOFFSymbolRef10isFunctionEv
00007ffc0aea21ce (__TEXT,__text) external __ZNK4llvm6object14XCOFFSymbolRef13isCsectSymbolEv
00007ffc0b900f88 (__TEXT,__text) external __ZNK4llvm6object14XCOFFSymbolRef19getXCOFFCsectAuxRefEv
00007ffc0b900dcc (__TEXT,__text) external __ZNK4llvm6object14XCOFFSymbolRef7getNameEv
00007ffc0ae6a59c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile10extrel_endEv
00007ffc0ae69e10 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile10getSectionENS0_11DataRefImplE
00007ffc0ae69f62 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile10getSectionENS_9StringRefE
00007ffc0ae7a0f2 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile10getSectionERKNS1_15LoadCommandInfoEj
00007ffc0ae69f0e (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile10getSectionEj
00007ffc0ae6a5ee (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile10locrel_endEv
00007ffc0ae6b268 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile10symbol_endEv
00007ffc0ae6d6d6 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile11begin_dicesEv
00007ffc0ae69c24 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile11getHeader64Ev
00007ffc0ae6b2e4 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile11section_endEv
00007ffc0ae79b46 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile12AIRHashTableERNS_5ErrorE
00007ffc0ae7b5be (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile12ReadULEB128sEyRNS_15SmallVectorImplIyEE
00007ffc0ae6a590 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile12extrel_beginEv
00007ffc0ae69dee (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile12getSection64ENS0_11DataRefImplE
00007ffc0ae7a13e (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile12getSection64ERKNS1_15LoadCommandInfoEj
00007ffc0ae6a440 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile12getSectionIDENS0_10SectionRefE
00007ffc0b8eede4 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile12isSectionBSSENS0_11DataRefImplE
00007ffc0ae6a5e0 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile12locrel_beginEv
00007ffc0ae6b20c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile12symbol_beginEv
00007ffc0ae6cb48 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile13getArchTripleEPPKc
00007ffc0b8eefe4 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile13getRelocationENS0_11DataRefImplE
00007ffc0b8ee52c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile13getSymbolNameENS0_11DataRefImplE
00007ffc0b8ee8da (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile13getSymbolTypeENS0_11DataRefImplE
00007ffc0ae6a100 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile13isSectionDataENS0_11DataRefImplE
00007ffc0ae6a0f2 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile13isSectionTextENS0_11DataRefImplE
00007ffc0ae6a426 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile13load_commandsEv
00007ffc0ae6b2d8 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile13section_beginEv
00007ffc0ae6b2fc (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile13tryGetCPUNameEv
00007ffc0ae7839a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile14AIRModuleTableERNS_5ErrorE
00007ffc0ae78d42 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile14AIRObjectTableERNS_5ErrorE
00007ffc0ae6ad26 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile14getLibraryNameERNS_9StringRefE
00007ffc0ae69d90 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile14getSectionNameENS0_11DataRefImplE
00007ffc0b8eec8a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile14getSectionSizeENS0_11DataRefImplE
00007ffc0ae69ce8 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile14getSectionTypeENS0_10SectionRefE
00007ffc0b8eea32 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile14getSymbolFlagsENS0_11DataRefImplE
00007ffc0b8ee682 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile14getSymbolIndexENS0_11DataRefImplE
00007ffc0ae7a43c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile14getUuidCommandERKNS1_15LoadCommandInfoE
00007ffc0ae6a128 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile14isDebugSectionENS0_11DataRefImplE
00007ffc0b8ee50a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile14moveSymbolNextERNS0_11DataRefImplE
00007ffc0ae77f04 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile15getAIRHeaderExtEv
00007ffc0b8ee722 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile15getIndirectNameENS0_11DataRefImplERNS_9StringRefE
00007ffc0ae6b1f6 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile15getLibraryCountEv
00007ffc0ae7a4a2 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile15getRpathCommandERKNS1_15LoadCommandInfoE
00007ffc0b8eec82 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile15getSectionIndexENS0_11DataRefImplE
00007ffc0ae6cb6e (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile15getTargetTripleEv
00007ffc0ae69d88 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile15moveSectionNextERNS0_11DataRefImplE
00007ffc0b8eeeb2 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile15section_rel_endENS0_11DataRefImplE
00007ffc0ae6d6c2 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile15section_rel_endEj
00007ffc0ae77c34 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile16AIRMetalLibTableERNS_5ErrorE
00007ffc0ae79110 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile16AIRPipelineTableERNS_5ErrorE
00007ffc0ae699e0 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile16checkSymbolTableEv
00007ffc0ae76fcc (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile16getAIRHashesNoteEv
00007ffc0ae765d6 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile16getAIRModuleNoteEv
00007ffc0ae769dc (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile16getAIRObjectNoteEv
00007ffc0b8ee828 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile16getSymbolAddressENS0_11DataRefImplE
00007ffc0b8ef3ee (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile16getSymbolByIndexEj
00007ffc0b8eeb20 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile16getSymbolSectionENS0_11DataRefImplE
00007ffc0ae7a7aa (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile16getThreadCommandERKNS1_15LoadCommandInfoE
00007ffc0ae6a456 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile16isSectionBitcodeENS0_11DataRefImplE
00007ffc0b8eee0a (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile16isSectionVirtualENS0_11DataRefImplE
00007ffc0ae6adf6 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile17end_load_commandsEv
00007ffc0b8ef470 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile17getBytesInAddressEv
00007ffc0b8ef48c (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile17getFileFormatNameEv
00007ffc0ae7b4ae (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile17getFunctionStartsEv
00007ffc0b8ef222 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile17getRelocationTypeENS0_11DataRefImplE
00007ffc0b8eec04 (__TEXT,__text) external __ZNK4llvm6object15MachOObjectFile17getSectionAddressENS0_11DataRefImplE
