00007ffc131f3e5e (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc131b459c (__TEXT,__text) non-external _removeLeaveDirProc
00007ffc1319eaa4 (__TEXT,__text) non-external _removeStreamAbort
00007ffc1319e26c (__TEXT,__text) non-external _removeStreamClose
00007ffc1319ea92 (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffc1319e576 (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffc131b44c9 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffc131f082b (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffc131f4ee8 (__TEXT,__text) non-external _resizeResourceFork
00007ffc131c1492 (__TEXT,__text) non-external _resizeStream
00007ffc131f4164 (__TEXT,__text) non-external _resourceForkSize
00007ffc131b9322 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffc131d05a0 (__TEXT,__text) non-external _retireEntryRange
00007ffc131e04e1 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffc131dc301 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffc131c772b (__TEXT,__text) non-external _sanitize_internal_controls
00007ffc131b92cd (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffc131a9941 (__TEXT,__text) non-external _seekTo
00007ffc131bd660 (__TEXT,__text) non-external _segment_find
00007ffc1319d806 (__TEXT,__text) non-external _sendEOF
00007ffc131bad98 (__TEXT,__text) non-external _sendHeader
00007ffc1318995f (__TEXT,__text) non-external _sendMessage
00007ffc131fd640 (__TEXT,__text) non-external _sendMessage
00007ffc1319953b (__TEXT,__text) non-external _sequentialReaderProc
00007ffc131995bf (__TEXT,__text) non-external _sequentialWriterProc
00007ffc131b24b6 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffc13209d50 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffc131c615c (__TEXT,__text) non-external _setFieldBlob
00007ffc131b368e (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffc131b3c47 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffc131b8cf2 (__TEXT,__text) non-external _setThreadErrorContext
00007ffc131f62b4 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffc131c01e5 (__TEXT,__text) non-external _setupContext
00007ffc131ce2cf (__TEXT,__text) non-external _setupContext
00007ffc131b247d (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffc131b2506 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffc1318dc74 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffc1317abe2 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffc131b3603 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffc131b45f3 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffc131d8847 (__TEXT,__text) non-external _stateAppendEntry
00007ffc131ecbe1 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffc131ed7b4 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffc131ecbee (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffc131ea704 (__TEXT,__text) non-external _stateComputePatches
00007ffc131d8203 (__TEXT,__text) non-external _stateConcatPath
00007ffc131d5811 (__TEXT,__text) non-external _stateDestroy
00007ffc131ecaa8 (__TEXT,__text) non-external _stateDestroy
00007ffc131eaabe (__TEXT,__text) non-external _stateGenerateArchive
00007ffc131d8236 (__TEXT,__text) non-external _stateGetEntryData
00007ffc131ee7c2 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffc131d841b (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffc131b1e81 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffc131ffb5a (__TEXT,__text) non-external _storeCachePos
00007ffc131f6380 (__TEXT,__text) non-external _storeChunkOffsets
00007ffc131b2c98 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffc131afe63 (__TEXT,__text) non-external _streamAbort
00007ffc131c8d34 (__TEXT,__text) non-external _streamAbort
00007ffc131afd08 (__TEXT,__text) non-external _streamClose
00007ffc131c89bd (__TEXT,__text) non-external _streamClose
00007ffc1318c395 (__TEXT,__text) non-external _streamConsumerProc
00007ffc131c95d1 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffc131afe80 (__TEXT,__text) non-external _streamPRead
00007ffc131c8d54 (__TEXT,__text) non-external _streamPWrite
00007ffc131b0cf8 (__TEXT,__text) non-external _streamProc
00007ffc131fc97e (__TEXT,__text) non-external _streamProc
00007ffc131b0250 (__TEXT,__text) non-external _streamRead
00007ffc131b0273 (__TEXT,__text) non-external _streamSeek
00007ffc1318c458 (__TEXT,__text) non-external _streamThreadProc
00007ffc1318c302 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffc131a58d5 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffc131a53b2 (__TEXT,__text) non-external _stringTableReserve
00007ffc131f378c (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffc131ee9ef (__TEXT,__text) non-external _subArchiveCreate
00007ffc131eef49 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffc131e6b2a (__TEXT,__text) non-external _tarParseInt
00007ffc131c0e10 (__TEXT,__text) non-external _tempStreamCancel
00007ffc131c0d8d (__TEXT,__text) non-external _tempStreamClose
00007ffc131c0e5d (__TEXT,__text) non-external _tempStreamPRead
00007ffc131c10bf (__TEXT,__text) non-external _tempStreamPWrite
00007ffc131c0e25 (__TEXT,__text) non-external _tempStreamRead
00007ffc131c1033 (__TEXT,__text) non-external _tempStreamSeek
00007ffc131c1323 (__TEXT,__text) non-external _tempStreamTruncate
00007ffc131c1087 (__TEXT,__text) non-external _tempStreamWrite
00007ffc131ac262 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffc131abf6c (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffc131f9fa9 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffc131b9732 (__TEXT,__text) non-external _threadWrapperProc
00007ffc131919aa (__TEXT,__text) non-external _treeAdd
00007ffc1319137b (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffc13191649 (__TEXT,__text) non-external _treeRebalance
00007ffc1319238b (__TEXT,__text) non-external _treeRotateLeft
00007ffc13192269 (__TEXT,__text) non-external _treeRotateRight
00007ffc1319188d (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffc131d000b (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffc131b2f71 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffc131b5b5e (__TEXT,__text) non-external _updateFromHeader
00007ffc131b925b (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffc131b928d (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffc131e2cbd (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffc131898a9 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffc13188ba2 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffc13189616 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffc13188f27 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffc131c049a (__TEXT,__text) non-external _verifySegment
00007ffc131cef1f (__TEXT,__text) non-external _verifySegment
00007ffc131fd7d5 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffc131d84f4 (__TEXT,__text) non-external _workerApplyAttr
00007ffc131898be (__TEXT,__text) non-external _workerDataFree
00007ffc131d874b (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffc131d864f (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffc1319eab9 (__TEXT,__text) non-external _workerDestroy
00007ffc131d81a8 (__TEXT,__text) non-external _workerDestroy
00007ffc13178977 (__TEXT,__text) non-external _workerProc
00007ffc131886b5 (__TEXT,__text) non-external _workerProc
00007ffc1319e177 (__TEXT,__text) non-external _workerProc
00007ffc131b2204 (__TEXT,__text) non-external _workerProc
00007ffc131d58ca (__TEXT,__text) non-external _workerProc
00007ffc131fc837 (__TEXT,__text) non-external _workerProc
00007ffc131d85b0 (__TEXT,__text) non-external _workerReserve
00007ffc131d82d3 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffc131b6ed3 (__TEXT,__text) non-external _writeBlobProc
00007ffc131b687f (__TEXT,__text) non-external _writeHeaderProc
00007ffc131f016e (__TEXT,__text) non-external _writeOBuf
00007ffc1317ee5e (__TEXT,__text) non-external _writeProc
00007ffc131aad78 (__TEXT,__text) non-external _writeProc
00007ffc131cbccc (__TEXT,__text) non-external _writeProc
00007ffc131c86a4 (__TEXT,__text) non-external _writerProc
00007ffc131fdc21 (__TEXT,__text) non-external (was a private external) _writerProc
