00007ff909279215 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff940b4c750 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrackingAttributes
00007ff943739d48 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManager
00007ff943739e68 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManagerRemote
00007ff943739da8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionHistoryAPI
00007ff943739e08 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionPolicyAPI
00007ff943739c80 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
00007ff943739ce0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
00007ff940b507c8 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManager
00007ff940b507e0 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManagerRemote
00007ff940b507d0 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionHistoryAPI
00007ff940b507d8 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionPolicyAPI
                 (undefined) external __Unwind_Resume (from libSystem)
00007ff9092761fa (__TEXT,__text) non-external ___100-[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]_block_invoke
00007ff909276073 (__TEXT,__text) non-external ___104-[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]_block_invoke
00007ff90926c81c (__TEXT,__text) non-external ___13+[SPLog exec]_block_invoke
00007ff90926c7c0 (__TEXT,__text) non-external ___13+[SPLog kext]_block_invoke
00007ff90926c764 (__TEXT,__text) non-external ___16+[SPLog generic]_block_invoke
00007ff90926c930 (__TEXT,__text) non-external ___17+[SPLog sampling]_block_invoke
00007ff90926c8d4 (__TEXT,__text) non-external ___18+[SPLog signposts]_block_invoke
00007ff90926c878 (__TEXT,__text) non-external ___21+[SPLog measurements]_block_invoke
00007ff909272621 (__TEXT,__text) non-external ___22+[MIS currentDeviceID]_block_invoke
00007ff909265b18 (__TEXT,__text) non-external ___24-[AKELData initWithURL:]_block_invoke
00007ff90926c988 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke
00007ff90927b05f (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke.cold.1
00007ff909266266 (__TEXT,__text) non-external ___31+[SPFilePolicy getAllowedPaths]_block_invoke
00007ff909265166 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke
00007ff9092654ef (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.27
00007ff909279a97 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.1
00007ff909279b42 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.2
00007ff90926de7d (__TEXT,__text) non-external ___40-[SPKernelExtensionPolicy currentPolicy]_block_invoke
00007ff9092780e9 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke
00007ff909278217 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke_2
00007ff909279930 (__TEXT,__text) non-external ___43-[SPDeveloperPolicy isDeveloperModeEnabled]_block_invoke
00007ff90926dea9 (__TEXT,__text) non-external ___43-[SPKernelExtensionPolicy pendingApprovals]_block_invoke
00007ff90926facd (__TEXT,__text) non-external ___45-[SPExecutionPolicy isBlockedSoftware:error:]_block_invoke
00007ff90927007c (__TEXT,__text) non-external ___47-[SPExecutionPolicy setGatekeeperPolicy:error:]_block_invoke
00007ff9092670c6 (__TEXT,__text) non-external ___47-[SPProvenanceTracking getAllProvenanceEntries]_block_invoke
00007ff90926f63f (__TEXT,__text) non-external ___48-[SPExecutionPolicy blockedExecutionPolicyItems]_block_invoke
00007ff90927027d (__TEXT,__text) non-external ___49-[SPExecutionPolicy allowGatekeeperPolicy:error:]_block_invoke
00007ff90926fe6e (__TEXT,__text) non-external ___49-[SPExecutionPolicy getGatekeeperInsightEnabled:]_block_invoke
00007ff909266fc2 (__TEXT,__text) non-external ___49-[SPProvenanceTracking findProvenanceEntryForID:]_block_invoke
00007ff909270111 (__TEXT,__text) non-external ___50-[SPExecutionPolicy getGatekeeperPolicyWithError:]_block_invoke
00007ff90926d43f (__TEXT,__text) non-external ___50-[SPKernelExtensionHistory kernelExtensionHistory]_block_invoke
00007ff909266e2c (__TEXT,__text) non-external ___50-[SPProvenanceTracking findProvenanceEntryForURL:]_block_invoke
00007ff9092799b8 (__TEXT,__text) non-external ___51-[SPDeveloperPolicy setDeveloperModeEnabled:error:]_block_invoke
00007ff90926f71e (__TEXT,__text) non-external ___51-[SPExecutionPolicy addGatekeeperUserIntent:error:]_block_invoke
00007ff90926de45 (__TEXT,__text) non-external ___51-[SPKernelExtensionPolicy updatePolicyItems:error:]_block_invoke
00007ff90926e47b (__TEXT,__text) non-external ___52-[SPKernelExtensionPolicy requiresSecurityDowngrade]_block_invoke
00007ff9092701c2 (__TEXT,__text) non-external ___53-[SPExecutionPolicy isGatekeeperPolicyAllowed:error:]_block_invoke
00007ff90926f807 (__TEXT,__text) non-external ___54-[SPExecutionPolicy addBlockedSoftwareOverride:error:]_block_invoke
00007ff90926f9e4 (__TEXT,__text) non-external ___54-[SPExecutionPolicy getBlockedSoftwareOverride:error:]_block_invoke
00007ff90926e44f (__TEXT,__text) non-external ___54-[SPKernelExtensionPolicy triggerPanicMedicWithError:]_block_invoke
00007ff90926d557 (__TEXT,__text) non-external ___55+[SPKernelExtensionPolicy findBundledKernelExtensions:]_block_invoke
00007ff90926fd93 (__TEXT,__text) non-external ___55-[SPExecutionPolicy setGatekeeperInsightEnabled:error:]_block_invoke
00007ff90926fee2 (__TEXT,__text) non-external ___56-[SPExecutionPolicy isFastGatekeeperOverrideModeEnabled]_block_invoke
00007ff90926d9f3 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy canLoadKernelExtension:error:]_block_invoke
00007ff90926e336 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]_block_invoke
00007ff90926e4a7 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy requiresRebootForInstallation]_block_invoke
00007ff909267090 (__TEXT,__text) non-external ___56-[SPProvenanceTracking findAssociatedProvenanceEntries:]_block_invoke
00007ff9092799ec (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
00007ff90926db7d (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00007ff90926e3f1 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00007ff90926aa27 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00007ff90926e4d3 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00007ff90926ffc1 (__TEXT,__text) non-external ___59-[SPExecutionPolicy logGatekeeperOverrideForURL:withError:]_block_invoke
00007ff909271a24 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00007ff90926fc4a (__TEXT,__text) non-external ___63-[SPExecutionPolicy getStrictGatekeeperEnabledForDomain:error:]_block_invoke
00007ff90926dab8 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00007ff90926f8f7 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00007ff90926fb8b (__TEXT,__text) non-external ___64-[SPExecutionPolicy setStrictGatekeeperEnabled:forDomain:error:]_block_invoke
00007ff90926e1e5 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00007ff90926e4ff (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00007ff90926df6d (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00007ff90926e2ab (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00007ff909271dd2 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00007ff90926e032 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00007ff90926dd7c (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00007ff909271ade (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00007ff909271fd4 (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00007ff90926dc68 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00007ff909265078 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00007ff90926e425 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00007ff90926c4bd (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00007ff909271ee7 (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00007ff90926c3a6 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00007ff90926c3c5 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.35
00007ff90926e0ff (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00007ff909271c42 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00007ff90926c69f (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
00007ff909273765 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90927377b (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff909273a92 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00007ff909273b38 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.17
00007ff90927bac7 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff940b49db0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_c24?0"NSURL"8"NSError"16l
00007ff940b49d70 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00007ff940b4a0d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?c"NSError">16l
00007ff940b4a260 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff940b49d00 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff940b4a300 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?c"NSError">16l
00007ff940b4a240 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff940b4a220 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?c"NSError">16l
00007ff940b4a3a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00007ff940b4a490 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_c16?0"NSURL"8l
00007ff940b49cd0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00007ff940b49d40 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00007ff940b49e50 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff940b4a010 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00007ff940b49e20 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff940b49c70 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00007ff940b4a4f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_ea8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00007ff940b4a200 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?c"NSError">16l
00007ff940b4a1d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff940b4a400 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00007ff940b4a370 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00007ff940b4a4c0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00007ff940b4a040 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff940b49ca0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00007ff940b49eb0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff940b4a3d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0c8"NSError"12l
00007ff940b4a430 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff940b49e80 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff940b49df0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00007ff940b4a460 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?c"NSError">16l
00007ff940b49ee0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00007ff940b4a320 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?c"NSError">16l
00007ff940b49d20 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b49d90 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b49dd0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b49f10 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b49ff0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b4a070 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b4a1b0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b4a2e0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b4a350 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b4a550 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940b4a090 (__DATA_CONST,__const) non-external ___block_literal_global.101
00007ff940b4a0b0 (__DATA_CONST,__const) non-external ___block_literal_global.103
00007ff940b4a0f0 (__DATA_CONST,__const) non-external ___block_literal_global.104
00007ff940b4a110 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff940b4a130 (__DATA_CONST,__const) non-external ___block_literal_global.108
00007ff940b49fb0 (__DATA_CONST,__const) non-external ___block_literal_global.11
00007ff940b4a150 (__DATA_CONST,__const) non-external ___block_literal_global.110
00007ff940b4a170 (__DATA_CONST,__const) non-external ___block_literal_global.112
00007ff940b4a190 (__DATA_CONST,__const) non-external ___block_literal_global.114
00007ff940b4a280 (__DATA_CONST,__const) non-external ___block_literal_global.118
00007ff940b4a2a0 (__DATA_CONST,__const) non-external ___block_literal_global.122
00007ff940b4a2c0 (__DATA_CONST,__const) non-external ___block_literal_global.126
00007ff940b49fd0 (__DATA_CONST,__const) non-external ___block_literal_global.13
00007ff940b49f30 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ff940b49f50 (__DATA_CONST,__const) non-external ___block_literal_global.5
00007ff940b49f70 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff940b4a570 (__DATA_CONST,__const) non-external ___block_literal_global.75
00007ff940b49f90 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ff90926f000 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff90926f020 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff9092738c5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff909273b59 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00007ff90927384e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00007ff909265b31 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff90926c6df (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff90926dc8b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff909269e48 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00007ff909276233 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00007ff909271c7a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00007ff909265545 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff9092650a9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff909278d13 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_ea8_32b
00007ff909273886 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00007ff909265b40 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff909273b91 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00007ff90926c70f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff909269e8c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00007ff909271cad (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00007ff909265573 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff9092650bb (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff909278d2a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_ea8_32s
00007ff90927378a (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00007ff9092738b1 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00007ff90927ba13 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00007ff90927194d (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
00007ff909278cd7 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00007ff909269d46 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00007ff9092697cc (__TEXT,__text) non-external ___scanForBundles_block_invoke
00007ff90927a8c6 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
00007ff909278732 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00007ff90926e560 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ff90927d768 (__TEXT,__const) external _cdResourceDirSlot
00007ff90927857c (__TEXT,__text) external _checkBOOLSetting
00007ff909278633 (__TEXT,__text) external _checkNumberSetting
00007ff90926a43e (__TEXT,__text) external _checkPathQuarantineState
00007ff90927abf5 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00007ff90926a3a5 (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00007ff9092672e4 (__TEXT,__text) external _copyAdhocSignatureHash
00007ff909279d5c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00007ff909279f56 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00007ff909279f8a (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00007ff909279fbe (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00007ff909279ff2 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00007ff90927a04c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00007ff90927a080 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00007ff90927a0e7 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00007ff90927a141 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00007ff90927a19b (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00007ff909279db6 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00007ff909279dea (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00007ff909279e1e (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00007ff909279e52 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00007ff909279e86 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00007ff909279eba (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00007ff909279eee (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00007ff909279f22 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00007ff909268d5c (__TEXT,__text) external _copyBootUUID
00007ff90927a75e (__TEXT,__text) non-external _copyBootUUID.cold.1
00007ff9092684ca (__TEXT,__text) external _copyBundleID
00007ff90927a48e (__TEXT,__text) non-external _copyBundleID.cold.1
00007ff9092685b5 (__TEXT,__text) external _copyBundleIDFromURL
00007ff90926878e (__TEXT,__text) external _copyBundleVersion
00007ff90927a542 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00007ff9092686a3 (__TEXT,__text) external _copyBundleVersionShort
00007ff90927a4e8 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00007ff90926862c (__TEXT,__text) external _copyBundleVersionShortFromURL
00007ff909267dea (__TEXT,__text) external _copyCdhash
00007ff90927a1f5 (__TEXT,__text) non-external _copyCdhash.cold.1
00007ff90927a229 (__TEXT,__text) non-external _copyCdhash.cold.2
00007ff90927a25d (__TEXT,__text) non-external _copyCdhash.cold.3
00007ff909267d77 (__TEXT,__text) external _copyCdhashFromKextURL
00007ff90927888e (__TEXT,__text) external _copyCodeSigningInfo
00007ff909268b55 (__TEXT,__text) external _copyDeveloperName
00007ff90927a5f6 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00007ff90927a650 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00007ff90927a6aa (__TEXT,__text) non-external _copyDeveloperName.cold.3
00007ff90927a704 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00007ff909278d39 (__TEXT,__text) external _copyEntitlements
00007ff90926e77f (__TEXT,__text) external _copyFileHashForURL
00007ff90927b0c7 (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00007ff90927b14e (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00007ff90927b1ec (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00007ff909267f7d (__TEXT,__text) external _copyLegacyCdhash
00007ff909267ff1 (__TEXT,__text) external _copyLegacyCdhashSHA256
00007ff909265cab (__TEXT,__text) external _copyLegacyDeveloperName
00007ff90926a131 (__TEXT,__text) external _copySecureTimestamp
00007ff90927ab31 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00007ff909268edf (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00007ff9092683fe (__TEXT,__text) external _copySigningID
00007ff90927a434 (__TEXT,__text) non-external _copySigningID.cold.1
00007ff90926823f (__TEXT,__text) external _copyTeamIdentifier
00007ff90927a3da (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00007ff909268065 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00007ff90927a2b7 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00007ff90927a318 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00007ff909268192 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00007ff90927a379 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00007ff909268879 (__TEXT,__text) external _copyUnstagedURL
00007ff90927a59c (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00007ff9092672d5 (__TEXT,__text) external _createCodeReference
00007ff9092671ad (__TEXT,__text) non-external _createCodeReferenceHelper
00007ff909279c2a (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00007ff909279cc3 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00007ff9092671a1 (__TEXT,__text) external _createCodeReferenceQuiet
00007ff909267103 (__TEXT,__text) external _createHexStringFromData
00007ff90927408f (__TEXT,__text) non-external _createMigrationManifest
00007ff90927bb55 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00007ff909278785 (__TEXT,__text) external _createSecStaticCodeForURL
