00007ffa17b1da80 (__TEXT,__text) external _ARMCompilationCallback
00007ffa17a956e0 (__TEXT,__text) external __ZNK4llvm16ARMBaseInstrInfo25isProfitableToUnpredicateERNS_17MachineBasicBlockES2_
00007ffa17a8eb70 (__TEXT,__text) external __ZNK4llvm16ARMBaseInstrInfo28CreateTargetHazardRecognizerEPKNS_13TargetMachineEPKNS_11ScheduleDAGE
00007ffa17a9c3f0 (__TEXT,__text) external __ZNK4llvm16ARMBaseInstrInfo28getPartialRegUpdateClearanceEPKNS_12MachineInstrEjPKNS_18TargetRegisterInfoE
00007ffa17a8ebe0 (__TEXT,__text) external __ZNK4llvm16ARMBaseInstrInfo34CreateTargetPostRAHazardRecognizerEPKNS_18InstrItineraryDataEPKNS_11ScheduleDAGE
00007ffa17a9c750 (__TEXT,__text) external __ZNK4llvm16ARMBaseInstrInfo6hasNOPEv
00007ffa17a921b0 (__TEXT,__text) external __ZNK4llvm16ARMBaseInstrInfo7AddDRegERNS_19MachineInstrBuilderEjjjPKNS_18TargetRegisterInfoE
00007ffa17a94fb0 (__TEXT,__text) external __ZNK4llvm16ARMBaseInstrInfo9duplicateEPNS_12MachineInstrERNS_15MachineFunctionE
00007ffa17acfd20 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering11emitPopInstERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEERKNSt3__16vectorINS_15CalleeSavedInfoENS8_9allocatorISA_EEEEjjbbPFbjbEj
00007ffa17ace310 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering12emitEpilogueERNS_15MachineFunctionERNS_17MachineBasicBlockE
00007ffa17acd180 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering12emitPrologueERNS_15MachineFunctionE
00007ffa17acf230 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering12emitPushInstERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEERKNSt3__16vectorINS_15CalleeSavedInfoENS8_9allocatorISA_EEEEjjbPFbjbEjj
00007ffa17acf210 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering19getFrameIndexOffsetERKNS_15MachineFunctionEi
00007ffa17acd130 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering20hasReservedCallFrameERKNS_15MachineFunctionE
00007ffa17acefb0 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering22getFrameIndexReferenceERKNS_15MachineFunctionEiRj
00007ffa17ad06c0 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering25spillCalleeSavedRegistersERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEERKNSt3__16vectorINS_15CalleeSavedInfoENS8_9allocatorISA_EEEEPKNS_18TargetRegisterInfoE
00007ffa17acefc0 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering26ResolveFrameIndexReferenceERKNS_15MachineFunctionEiRji
00007ffa17acd150 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering27canSimplifyCallFramePseudosERKNS_15MachineFunctionE
00007ffa17ad1950 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering27restoreCalleeSavedRegistersERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEERKNSt3__16vectorINS_15CalleeSavedInfoENS8_9allocatorISA_EEEEPKNS_18TargetRegisterInfoE
00007ffa17ad3930 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering29eliminateCallFramePseudoInstrERNS_15MachineFunctionERNS_17MachineBasicBlockENS3_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS6_EEEE
00007ffa17ad2430 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering36processFunctionBeforeCalleeSavedScanERNS_15MachineFunctionEPNS_12RegScavengerE
00007ffa17acd0b0 (__TEXT,__text) external __ZNK4llvm16ARMFrameLowering5hasFPERKNS_15MachineFunctionE
00007ffa17b30b60 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16ARMTargetMachine12getInstrInfoEv
00007ffa17b30ba0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16ARMTargetMachine13getDataLayoutEv
00007ffa17b30bb0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16ARMTargetMachine15getRegisterInfoEv
00007ffa17b30b70 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16ARMTargetMachine16getFrameLoweringEv
00007ffa17b30b80 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16ARMTargetMachine17getTargetLoweringEv
00007ffa17b30b90 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16ARMTargetMachine19getSelectionDAGInfoEv
00007ffa181237f0 (__TEXT,__text) external __ZNK4llvm16AnalysisResolver22getAnalysisIfAvailableEPKvb
00007ffa1805a440 (__TEXT,__text) external __ZNK4llvm16AttributeSetImpl3RawEj
00007ffa1805a7c0 (__TEXT,__text) external __ZNK4llvm16AttributeSetImpl4dumpEv
00007ffa1805a300 (__TEXT,__text) external __ZNK4llvm16AttributeSetNode11getAsStringEb
00007ffa1805a260 (__TEXT,__text) external __ZNK4llvm16AttributeSetNode12getAlignmentEv
00007ffa1805a0d0 (__TEXT,__text) external __ZNK4llvm16AttributeSetNode12getAttributeENS_9Attribute8AttrKindE
00007ffa1805a150 (__TEXT,__text) external __ZNK4llvm16AttributeSetNode12getAttributeENS_9StringRefE
00007ffa18059f70 (__TEXT,__text) external __ZNK4llvm16AttributeSetNode12hasAttributeENS_9Attribute8AttrKindE
00007ffa18059ff0 (__TEXT,__text) external __ZNK4llvm16AttributeSetNode12hasAttributeENS_9StringRefE
00007ffa1805a2b0 (__TEXT,__text) external __ZNK4llvm16AttributeSetNode17getStackAlignmentEv
00007ffa18237980 (__TEXT,__text) external __ZNK4llvm16BumpPtrAllocator10PrintStatsEv
00007ffa18237940 (__TEXT,__text) external __ZNK4llvm16BumpPtrAllocator11GetNumSlabsEv
00007ffa18237960 (__TEXT,__text) external __ZNK4llvm16BumpPtrAllocator14getTotalMemoryEv
00007ffa17f65f60 (__TEXT,__text) external __ZNK4llvm16CallGraphSCCPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa17f65fc0 (__TEXT,__text) external __ZNK4llvm16CallGraphSCCPass17createPrinterPassERNS_11raw_ostreamERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
00007ffa1780b8b0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16CallGraphSCCPass27getPotentialPassManagerTypeEv
00007ffa17bf30b0 (__TEXT,__text) external __ZNK4llvm16ConstantFPSDNode14isExactlyValueERKNS_7APFloatE
00007ffa17c802b0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16DIETypeSignature6SizeOfEPNS_10AsmPrinterENS_5dwarf4FormE
00007ffa17c7fe60 (__TEXT,__text) external __ZNK4llvm16DIETypeSignature9EmitValueEPNS_10AsmPrinterENS_5dwarf4FormE
00007ffa18091450 (__TEXT,__text) external __ZNK4llvm16DIGlobalVariable13printInternalERNS_11raw_ostreamE
00007ffa1808a490 (__TEXT,__text) external __ZNK4llvm16DIGlobalVariable6VerifyEv
00007ffa1808aab0 (__TEXT,__text) external __ZNK4llvm16DIImportedEntity6VerifyEv
00007ffa18117880 (__TEXT,__text) external __ZNK4llvm16ExtractValueInst10clone_implEv
00007ffa18257570 (__TEXT,__text) external __ZNK4llvm16FoldingSetNodeID11ComputeHashEv
00007ffa18257670 (__TEXT,__text) external __ZNK4llvm16FoldingSetNodeID6InternERNS_16BumpPtrAllocatorE
00007ffa182575d0 (__TEXT,__text) external __ZNK4llvm16FoldingSetNodeIDeqENS_19FoldingSetNodeIDRefE
00007ffa18257590 (__TEXT,__text) external __ZNK4llvm16FoldingSetNodeIDeqERKS0_
00007ffa18257640 (__TEXT,__text) external __ZNK4llvm16FoldingSetNodeIDltENS_19FoldingSetNodeIDRefE
00007ffa18257600 (__TEXT,__text) external __ZNK4llvm16FoldingSetNodeIDltERKS0_
00007ffa18104df0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16InlineAsmKeyTypeltERKS0_
00007ffa17d013b0 (__TEXT,__text) external __ZNK4llvm16LiveRangeUpdater4dumpEv
00007ffa17d01000 (__TEXT,__text) external __ZNK4llvm16LiveRangeUpdater5printERNS_11raw_ostreamE
00007ffa181eaf90 (__TEXT,__text) external __ZNK4llvm16MCObjectFileInfo20getDwarfTypesSectionEy
00007ffa181eb290 (__TEXT,__text) external __ZNK4llvm16MCObjectFileInfo23getDwarfTypesDWOSectionEy
00007ffa181ef7b0 (__TEXT,__text) external __ZNK4llvm16MCObjectStreamer18getCurrentFragmentEv
00007ffa181ef820 (__TEXT,__text) external __ZNK4llvm16MCObjectStreamer23getOrCreateDataFragmentEv
00007ffa181fdbf0 (__TEXT,__text) external __ZNK4llvm16MachObjectWriter14MachSymbolDataltERKS1_
00007ffa181fdfb0 (__TEXT,__text) external __ZNK4llvm16MachObjectWriter14getPaddingSizeEPKNS_13MCSectionDataERKNS_11MCAsmLayoutE
00007ffa181fdd00 (__TEXT,__text) external __ZNK4llvm16MachObjectWriter16getSymbolAddressEPKNS_12MCSymbolDataERKNS_11MCAsmLayoutE
00007ffa181fdc70 (__TEXT,__text) external __ZNK4llvm16MachObjectWriter18getFragmentAddressEPKNS_10MCFragmentERKNS_11MCAsmLayoutE
00007ffa18200fb0 (__TEXT,__text) external __ZNK4llvm16MachObjectWriter38IsSymbolRefDifferenceFullyResolvedImplERKNS_11MCAssemblerERKNS_12MCSymbolDataERKNS_10MCFragmentEbb
00007ffa17d38650 (__TEXT,__text) external __ZNK4llvm16MachineFrameInfo15getPristineRegsEPKNS_17MachineBasicBlockE
00007ffa17d37e90 (__TEXT,__text) external __ZNK4llvm16MachineFrameInfo16getFrameLoweringEv
00007ffa17d38750 (__TEXT,__text) external __ZNK4llvm16MachineFrameInfo17estimateStackSizeERKNS_15MachineFunctionE
00007ffa17d37030 (__TEXT,__text) external __ZNK4llvm16MachineFrameInfo5printERKNS_15MachineFunctionERNS_11raw_ostreamE
00007ffa180868a0 (__TEXT,__text) external __ZNK4llvm16PointerAlignElemeqERKS0_
00007ffa178af0c0 (__TEXT,__text) external __ZNK4llvm16RuntimeDyldMachO16isCompatibleFileEPKNS_6object10ObjectFileE
00007ffa178af070 (__TEXT,__text) external __ZNK4llvm16RuntimeDyldMachO18isCompatibleFormatEPKNS_12ObjectBufferE
00007ffa17c57120 (__TEXT,__text) external __ZNK4llvm16SelectionDAGISel11CheckOrMaskENS_7SDValueEPNS_14ConstantSDNodeEx
00007ffa17c56d00 (__TEXT,__text) external __ZNK4llvm16SelectionDAGISel12CheckAndMaskENS_7SDValueEPNS_14ConstantSDNodeEx
00007ffa17c53250 (__TEXT,__text) external __ZNK4llvm16SelectionDAGISel16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa182adf40 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16SelectionDAGISel18CheckNodePredicateEPNS_6SDNodeEj
00007ffa17c57c00 (__TEXT,__text) external __ZNK4llvm16SelectionDAGISel18IsProfitableToFoldENS_7SDValueEPNS_6SDNodeES3_
00007ffa182adf30 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16SelectionDAGISel21CheckPatternPredicateEj
00007ffa17de0840 (__TEXT,__text) external __ZNK4llvm16StackMapLiveness16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa17de0d80 (__TEXT,__text) external __ZNK4llvm16StackMapLiveness18createRegisterMaskEv
00007ffa17d83200 (__TEXT,__text) external __ZNK4llvm16TargetPassConfig19getOptimizeRegAllocEv
00007ffa17d81d40 (__TEXT,__text) external __ZNK4llvm16TargetPassConfig19getPassSubstitutionEPKv
00007ffa1798f710 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16TargetPassConfig22createMachineSchedulerEPNS_19MachineSchedContextE
00007ffa1798f720 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16TargetPassConfig26createPostMachineSchedulerEPNS_19MachineSchedContextE
00007ffa17df3860 (__TEXT,__text) external __ZNK4llvm16TargetSchedModel14getNumMicroOpsEPKNS_12MachineInstrEPKNS_16MCSchedClassDescE
00007ffa17df3970 (__TEXT,__text) external __ZNK4llvm16TargetSchedModel17resolveSchedClassEPKNS_12MachineInstrE
00007ffa17df3630 (__TEXT,__text) external __ZNK4llvm16TargetSchedModel18hasInstrSchedModelEv
00007ffa17df3da0 (__TEXT,__text) external __ZNK4llvm16TargetSchedModel19computeInstrLatencyEPKNS_12MachineInstrEb
00007ffa17df3650 (__TEXT,__text) external __ZNK4llvm16TargetSchedModel19hasInstrItinerariesEv
00007ffa17df3f10 (__TEXT,__text) external __ZNK4llvm16TargetSchedModel20computeOutputLatencyEPKNS_12MachineInstrEjS3_
00007ffa17df39e0 (__TEXT,__text) external __ZNK4llvm16TargetSchedModel21computeOperandLatencyEPKNS_12MachineInstrEjS3_j
00007ffa18141100 (__TEXT,__text) external __ZNK4llvm16ValueSymbolTable4dumpEv
00007ffa17905410 (__TEXT,__text) external __ZNK4llvm16X86FrameLowering12emitEpilogueERNS_15MachineFunctionERNS_17MachineBasicBlockE
00007ffa17902e80 (__TEXT,__text) external __ZNK4llvm16X86FrameLowering12emitPrologueERNS_15MachineFunctionE
00007ffa179061e0 (__TEXT,__text) external __ZNK4llvm16X86FrameLowering19getFrameIndexOffsetERKNS_15MachineFunctionEi
00007ffa179029a0 (__TEXT,__text) external __ZNK4llvm16X86FrameLowering20hasReservedCallFrameERKNS_15MachineFunctionE
00007ffa17908700 (__TEXT,__text) external __ZNK4llvm16X86FrameLowering21adjustForHiPEPrologueERNS_15MachineFunctionE
00007ffa17906300 (__TEXT,__text) external __ZNK4llvm16X86FrameLowering22getFrameIndexReferenceERKNS_15MachineFunctionEiRj
00007ffa17906e00 (__TEXT,__text) external __ZNK4llvm16X86FrameLowering24adjustForSegmentedStacksERNS_15MachineFunctionE
00007ffa17902ac0 (__TEXT,__text) external __ZNK4llvm16X86FrameLowering25emitCalleeSavedFrameMovesERNS_15MachineFunctionEPNS_8MCSymbolEj
00007ffa17906390 (__TEXT,__text) external __ZNK4llvm16X86FrameLowering25spillCalleeSavedRegistersERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEERKNSt3__16vectorINS_15CalleeSavedInfoENS8_9allocatorISA_EEEEPKNS_18TargetRegisterInfoE
00007ffa17906960 (__TEXT,__text) external __ZNK4llvm16X86FrameLowering27restoreCalleeSavedRegistersERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEERKNSt3__16vectorINS_15CalleeSavedInfoENS8_9allocatorISA_EEEEPKNS_18TargetRegisterInfoE
00007ffa179094d0 (__TEXT,__text) external __ZNK4llvm16X86FrameLowering29eliminateCallFramePseudoInstrERNS_15MachineFunctionERNS_17MachineBasicBlockENS3_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS6_EEEE
00007ffa17906c70 (__TEXT,__text) external __ZNK4llvm16X86FrameLowering36processFunctionBeforeCalleeSavedScanERNS_15MachineFunctionEPNS_12RegScavengerE
00007ffa179029c0 (__TEXT,__text) external __ZNK4llvm16X86FrameLowering5hasFPERKNS_15MachineFunctionE
00007ffa1798f580 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16X86TargetMachine12getInstrInfoEv
00007ffa1798f5c0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16X86TargetMachine13getDataLayoutEv
00007ffa1798f5d0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16X86TargetMachine15getRegisterInfoEv
00007ffa1798f590 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16X86TargetMachine16getFrameLoweringEv
00007ffa1798f570 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16X86TargetMachine16getSubtargetImplEv
00007ffa1798f5a0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16X86TargetMachine17getTargetLoweringEv
00007ffa1798f5b0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16X86TargetMachine19getSelectionDAGInfoEv
00007ffa1798f610 (__TEXT,__text) non-external (was a private external) __ZNK4llvm16X86TargetMachine21getInstrItineraryDataEv
00007ffa18285440 (__TEXT,__text) external __ZNK4llvm16raw_null_ostream11current_posEv
00007ffa179a7a20 (__TEXT,__text) external __ZNK4llvm17ARM64Disassembler14getInstructionERNS_6MCInstERyRKNS_12MemoryObjectEyRNS_11raw_ostreamES8_
00007ffa17a122f0 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo13isReservedRegERKNS_15MachineFunctionEj
00007ffa17a122c0 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo14hasBasePointerERKNS_15MachineFunctionE
00007ffa17a12450 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo15getBaseRegisterEv
00007ffa17a121c0 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo15getReservedRegsERKNS_15MachineFunctionE
00007ffa17a12460 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo16getFrameRegisterERKNS_15MachineFunctionE
00007ffa17a12540 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo17needsFrameBaseRegEPNS_12MachineInstrEx
00007ffa17a12820 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo17resolveFrameIndexENS_17MachineBasicBlock15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS3_EEEEjx
00007ffa17a12b70 (__TEXT,__text) non-external (was a private external) __ZNK4llvm17ARM64RegisterInfo18getCSRFirstUseCostEv
00007ffa17a12130 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo18getCalleeSavedRegsEPKNS_15MachineFunctionE
00007ffa17a12420 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo18getPointerRegClassERKNS_15MachineFunctionEj
00007ffa17a12660 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo18isFrameOffsetLegalEPKNS_12MachineInstrEx
00007ffa17a12870 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo19eliminateFrameIndexENS_17MachineBasicBlock15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS3_EEEEijPNS_12RegScavengerE
00007ffa17a129d0 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo19getRegPressureLimitEPKNS_19TargetRegisterClassERNS_15MachineFunctionE
00007ffa17a124f0 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo20cannotEliminateFrameERKNS_15MachineFunctionE
00007ffa17a12160 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo20getCallPreservedMaskENS_11CallingConv2IDE
00007ffa17a12430 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo20getCrossCopyRegClassEPKNS_19TargetRegisterClassE
00007ffa17a12180 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo23getTLSCallPreservedMaskEv
00007ffa17a124b0 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo23useFPForScavengingIndexERKNS_15MachineFunctionE
00007ffa17a121b0 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo26getThisReturnPreservedMaskENS_11CallingConv2IDE
00007ffa17a12490 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo26requiresRegisterScavengingERKNS_15MachineFunctionE
00007ffa17a12690 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo28materializeFrameBaseRegisterEPNS_17MachineBasicBlockEjix
00007ffa17a124e0 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo28requiresFrameIndexScavengingERKNS_15MachineFunctionE
00007ffa17a124a0 (__TEXT,__text) external __ZNK4llvm17ARM64RegisterInfo28requiresVirtualBaseRegistersERKNS_15MachineFunctionE
00007ffa17af51d0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering10LowerBR_CCENS_7SDValueERNS_12SelectionDAGE
00007ffa17af5700 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering10LowerBR_JTENS_7SDValueERNS_12SelectionDAGE
00007ffa17b16410 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering10isZExtFreeENS_7SDValueENS_3EVTE
00007ffa17aee8f0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering11HandleByValEPNS_7CCStateERjj
00007ffa17affd10 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering11LowerDivRemENS_7SDValueERNS_12SelectionDAGE
00007ffa17aeee00 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering11LowerReturnENS_7SDValueENS_11CallingConv2IDEbRKNS_15SmallVectorImplINS_3ISD9OutputArgEEERKNS4_IS1_EENS_5SDLocERNS_12SelectionDAGE
00007ffa17af3a70 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering11LowerSELECTENS_7SDValueERNS_12SelectionDAGE
00007ffa17afad30 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering12LowerFSINCOSENS_7SDValueERNS_12SelectionDAGE
00007ffa17af3970 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering12duplicateCmpENS_7SDValueERNS_12SelectionDAGE
00007ffa17b180e0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering12isFPImmLegalERKNS_7APFloatENS_3EVTE
00007ffa17aeec80 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering14CanLowerReturnENS_11CallingConv2IDERNS_15MachineFunctionEbRKNS_15SmallVectorImplINS_3ISD9OutputArgEEERNS_11LLVMContextE
00007ffa17af5d40 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering14LowerFCOPYSIGNENS_7SDValueERNS_12SelectionDAGE
00007ffa17af6940 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering14LowerFRAMEADDRENS_7SDValueERNS_12SelectionDAGE
00007ffa17afb310 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering14LowerOperationENS_7SDValueERNS_12SelectionDAGE
00007ffa17af3e10 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering14LowerSELECT_CCENS_7SDValueERNS_12SelectionDAGE
00007ffa17af1d30 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering14StoreByValRegsERNS_7CCStateERNS_12SelectionDAGENS_5SDLocERNS_7SDValueEPKNS_5ValueEjjjjb
00007ffa17af1ba0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering14computeRegAreaERNS_7CCStateERNS_15MachineFunctionEjjRjS5_
00007ffa17ae81f0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering14createFastISelERNS_20FunctionLoweringInfoEPKNS_17TargetLibraryInfoE
00007ffa17ae81b0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering14getRegClassForENS_3MVTE
00007ffa17b0a2a0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering15EmitStructByvalEPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa17b17340 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering15ExpandInlineAsmEPNS_8CallInstE
00007ffa17aea500 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering15LowerCallResultENS_7SDValueES1_NS_11CallingConv2IDEbRKNS_15SmallVectorImplINS_3ISD8InputArgEEENS_5SDLocERNS_12SelectionDAGERNS4_IS1_EEbS1_
00007ffa17af75f0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering15LowerConstantFPENS_7SDValueERNS_12SelectionDAGEPKNS_12ARMSubtargetE
00007ffa17af66c0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering15LowerRETURNADDRENS_7SDValueERNS_12SelectionDAGE
00007ffa17b01590 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering16EmitAtomicBinaryEPNS_12MachineInstrEPNS_17MachineBasicBlockEjj
00007ffa17b04580 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering16EmitAtomicLoad64EPNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffa17af7480 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering16LowerFLT_ROUNDS_ENS_7SDValueERNS_12SelectionDAGE
00007ffa17aeaef0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering16LowerMemOpCallToENS_7SDValueES1_S1_NS_5SDLocERNS_12SelectionDAGERKNS_11CCValAssignENS_3ISD10ArgFlagsTyE
00007ffa17aeb010 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering16PassF64ArgInRegsENS_5SDLocERNS_12SelectionDAGENS_7SDValueERS4_RNS_11SmallVectorINSt3__14pairIjS4_EELj8EEERNS_11CCValAssignESD_S5_RNS_15SmallVectorImplIS4_EENS_3ISD10ArgFlagsTyE
00007ffa17ae8360 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering17CCAssignFnForNodeENS_11CallingConv2IDEbb
00007ffa17b00b40 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering17EmitAtomicCmpSwapEPNS_12MachineInstrEPNS_17MachineBasicBlockEj
00007ffa17af7fa0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering17LowerBUILD_VECTORENS_7SDValueERNS_12SelectionDAGEPKNS_12ARMSubtargetE
00007ffa17af0010 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering17LowerBlockAddressENS_7SDValueERNS_12SelectionDAGE
00007ffa17af46d0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering17OptimizeVFPBrcondENS_7SDValueERNS_12SelectionDAGE
00007ffa17b0ef20 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering17PerformDAGCombineEPNS_6SDNodeERNS_14TargetLowering15DAGCombinerInfoE
00007ffa17b17630 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering17getConstraintTypeERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00007ffa17ae8120 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering17getTargetNodeNameEj
00007ffa17b187b0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm17ARMTargetLowering17isSelectSupportedENS_18TargetLoweringBase17SelectSupportKindE
00007ffa17b02bf0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering18EmitAtomicBinary64EPNS_12MachineInstrEPNS_17MachineBasicBlockEjjbbbNS_5ARMCC9CondCodesE
00007ffa17b0ea20 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering18PerformCMOVCombineEPNS_6SDNodeERNS_12SelectionDAGE
00007ffa17af9610 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering18ReconstructShuffleENS_7SDValueERNS_12SelectionDAGE
00007ffa17b00250 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering18ReplaceNodeResultsEPNS_6SDNodeERNS_15SmallVectorImplINS_7SDValueEEERNS_12SelectionDAGE
00007ffa17ae8150 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering18getSetCCResultTypeERNS_11LLVMContextENS_3EVTE
00007ffa17b18130 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering18getTgtMemIntrinsicERNS_18TargetLoweringBase13IntrinsicInfoERKNS_8CallInstEj
00007ffa17afa070 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering18isShuffleMaskLegalERKNS_15SmallVectorImplIiEENS_3EVTE
00007ffa17aefcb0 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering18isUsedByReturnOnlyEPNS_6SDNodeERNS_7SDValueE
00007ffa17af1390 (__TEXT,__text) external __ZNK4llvm17ARMTargetLowering19LowerEH_SJLJ_SETJMPENS_7SDValueERNS_12SelectionDAGE
