00007ff8400b8d80 (__DATA,__data) external _NDR_record
00007ff800bc63fd (__TEXT,__text) external _proc_setthread_cpupercent
00007ff800bc75b8 (__TEXT,__text) external _proc_setthread_csm
00007ff800bc74b4 (__TEXT,__text) external _proc_setthread_no_smt
00007ff800bc6a3d (__TEXT,__text) external _proc_signal_delegate
00007ff800bc6b33 (__TEXT,__text) external _proc_signal_with_audittoken
00007ff800bc7459 (__TEXT,__text) external _proc_suppress
00007ff800bc69e5 (__TEXT,__text) external _proc_terminate
00007ff800bc6bd6 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff800bc6aac (__TEXT,__text) external _proc_terminate_delegate
00007ff800bc6b7b (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff800bc1c34 (__TEXT,__text) external _proc_trace_log
00007ff800bc68ac (__TEXT,__text) external _proc_track_dirty
00007ff800bc64b6 (__TEXT,__text) external _proc_udata_info
00007ff800bc1c4c (__TEXT,__text) external _proc_uuid_policy
00007ff800bddd9b (__TEXT,__text) external _processor_assign
00007ff800bddc31 (__TEXT,__text) external _processor_control
00007ff800bdd948 (__TEXT,__text) external _processor_exit
00007ff800bdde99 (__TEXT,__text) external _processor_get_assignment
00007ff800bdda2c (__TEXT,__text) external _processor_info
00007ff800bd5b3d (__TEXT,__text) external _processor_set_create
00007ff800bd5a1b (__TEXT,__text) external _processor_set_default
00007ff800bdcc6c (__TEXT,__text) external _processor_set_destroy
00007ff800bdd55c (__TEXT,__text) external _processor_set_info
00007ff800bdcd50 (__TEXT,__text) external _processor_set_max_priority
00007ff800bdd2a0 (__TEXT,__text) external _processor_set_policy_control
00007ff800bdcf2d (__TEXT,__text) external _processor_set_policy_disable
00007ff800bdce3f (__TEXT,__text) external _processor_set_policy_enable
00007ff800bdd3ea (__TEXT,__text) external _processor_set_stack_usage
00007ff800bdcac3 (__TEXT,__text) external _processor_set_statistics
00007ff800bdd01c (__TEXT,__text) external _processor_set_tasks
00007ff800bdd71d (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff800bdd15e (__TEXT,__text) external _processor_set_threads
00007ff800bdd864 (__TEXT,__text) external _processor_start
00007ff800bcdd51 (__TEXT,__text) external _pselect
00007ff800bcf962 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff800bc5a60 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff800bcdee6 (__TEXT,__text) external _pselect$NOCANCEL
00007ff800bbfd14 (__TEXT,__text) external _pthread_getugid_np
00007ff800bc09ac (__TEXT,__text) external _pthread_setugid_np
00007ff800bc0670 (__TEXT,__text) external _ptrace
00007ff800bc1c64 (__TEXT,__text) external _pwrite
00007ff800bc0694 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff800bc1c7c (__TEXT,__text) external _pwritev
00007ff800bc06ac (__TEXT,__text) external _pwritev$NOCANCEL
00007ff800bc5452 (__TEXT,__text) external _quota
00007ff800bc1c94 (__TEXT,__text) external _quotactl
00007ff800bc1cac (__TEXT,__text) external _read
00007ff800bc06c4 (__TEXT,__text) external _read$NOCANCEL
00007ff800bc1cc4 (__TEXT,__text) external _readlink
00007ff800bc1cdc (__TEXT,__text) external _readlinkat
00007ff800bc1cf4 (__TEXT,__text) external _readv
00007ff800bc06dc (__TEXT,__text) external _readv$NOCANCEL
00007ff800bc3a4e (__TEXT,__text) external _reboot
00007ff800bc3a55 (__TEXT,__text) external _reboot_np
00007ff800bcdd1d (__TEXT,__text) external _record_system_event_as_kernel
00007ff800bc0724 (__TEXT,__text) external _recvfrom
00007ff800bc073c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff800bc0754 (__TEXT,__text) external _recvmsg
00007ff800bc076c (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff800bc1d0c (__TEXT,__text) external _recvmsg_x
00007ff800bc1d24 (__TEXT,__text) external _register_uexc_handler
00007ff800bc1d3c (__TEXT,__text) external _removexattr
00007ff800bcf937 (__TEXT,__text) external _rename
00007ff800bc806e (__TEXT,__text) external _rename_ext
00007ff800bc3b56 (__TEXT,__text) external _renameat
00007ff800bc802d (__TEXT,__text) external _renameatx_np
00007ff800bc8044 (__TEXT,__text) external _renamex_np
00007ff800bc1d54 (__TEXT,__text) external _revoke
00007ff800bcf335 (__TEXT,__text) external _rmdir
00007ff800bc1d6c (__TEXT,__text) external _searchfs
00007ff800bcdd22 (__TEXT,__text) external _select
00007ff800bc07e4 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff800bc07fc (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff800bcdeb7 (__TEXT,__text) external _select$NOCANCEL
00007ff800bc1d84 (__TEXT,__text) external _sem_close
00007ff800bcd5e8 (__TEXT,__text) external _sem_destroy
00007ff800bcd60b (__TEXT,__text) external _sem_getvalue
00007ff800bcd62e (__TEXT,__text) external _sem_init
00007ff800bc0814 (__TEXT,__text) external _sem_open
00007ff800bc1d9c (__TEXT,__text) external _sem_post
00007ff800bc1db4 (__TEXT,__text) external _sem_trywait
00007ff800bc1dcc (__TEXT,__text) external _sem_unlink
00007ff800bc1de4 (__TEXT,__text) external _sem_wait
00007ff800bc082c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff800bdff6c (__TEXT,__text) external _semaphore_create
00007ff800be0099 (__TEXT,__text) external _semaphore_destroy
00007ff800bc5763 (__TEXT,__text) external _semaphore_signal
00007ff800bc5768 (__TEXT,__text) external _semaphore_signal_all
00007ff800bbf154 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff800bc576d (__TEXT,__text) external _semaphore_signal_thread
00007ff800bbf160 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff800bbf148 (__TEXT,__text) external _semaphore_signal_trap
00007ff800bc5777 (__TEXT,__text) external _semaphore_timedwait
00007ff800bc5788 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff800bbf190 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff800bbf184 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff800bc5772 (__TEXT,__text) external _semaphore_wait
00007ff800bc5783 (__TEXT,__text) external _semaphore_wait_signal
00007ff800bbf178 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff800bbf16c (__TEXT,__text) external _semaphore_wait_trap
00007ff800bc0844 (__TEXT,__text) external _semctl
00007ff800bc1dfc (__TEXT,__text) external _semget
00007ff800bc1e14 (__TEXT,__text) external _semop
00007ff800bc085c (__TEXT,__text) external _semsys
00007ff800bc1e2c (__TEXT,__text) external _sendfile
00007ff800bc08a4 (__TEXT,__text) external _sendmsg
00007ff800bc08bc (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff800bc1e44 (__TEXT,__text) external _sendmsg_x
00007ff800bc08d4 (__TEXT,__text) external _sendto
00007ff800bc08ec (__TEXT,__text) external _sendto$NOCANCEL
00007ff800bc0904 (__TEXT,__text) external _setattrlist
00007ff800bc1e5c (__TEXT,__text) external _setattrlistat
00007ff800bd19a3 (__TEXT,__text) external _setaudit
00007ff800bc1e74 (__TEXT,__text) external _setaudit_addr
00007ff800bc1e8c (__TEXT,__text) external _setauid
00007ff800bc1ea4 (__TEXT,__text) external _setegid
00007ff800bc1ebc (__TEXT,__text) external _seteuid
00007ff800bc1ed4 (__TEXT,__text) external _setgid
00007ff800bc1eec (__TEXT,__text) external _setgroups
00007ff800bc5a10 (__TEXT,__text) external _setiopolicy_np
00007ff800bc1f04 (__TEXT,__text) external _setitimer
00007ff800bc1f1c (__TEXT,__text) external _setpgid
00007ff800bc9fd4 (__TEXT,__text) external _setpriority
00007ff800bc1f34 (__TEXT,__text) external _setprivexec
00007ff800bc546d (__TEXT,__text) external _setquota
00007ff800bc094c (__TEXT,__text) external _setregid
00007ff800bc0964 (__TEXT,__text) external _setreuid
00007ff800bce04c (__TEXT,__text) external _setrlimit
00007ff800bc0994 (__TEXT,__text) external _setsgroups_np
00007ff800bc1f4c (__TEXT,__text) external _setsid
00007ff800bc1f64 (__TEXT,__text) external _setsockopt
00007ff800bc1f7c (__TEXT,__text) external _setuid
00007ff800bc09f4 (__TEXT,__text) external _setwgroups_np
00007ff800bc1f94 (__TEXT,__text) external _setxattr
00007ff800bca5f6 (__TEXT,__text) external _sfi_get_class_offtime
00007ff800bca617 (__TEXT,__text) external _sfi_process_get_flags
00007ff800bca607 (__TEXT,__text) external _sfi_process_set_flags
00007ff800bca5e5 (__TEXT,__text) external _sfi_set_class_offtime
00007ff800bc0a6c (__TEXT,__text) external _shm_open
00007ff800bc1fac (__TEXT,__text) external _shm_unlink
00007ff800bc1fc4 (__TEXT,__text) external _shmat
00007ff800bc0a84 (__TEXT,__text) external _shmctl
00007ff800bc1fdc (__TEXT,__text) external _shmdt
00007ff800bc1ff4 (__TEXT,__text) external _shmget
00007ff800bc0a9c (__TEXT,__text) external _shmsys
00007ff800bc200c (__TEXT,__text) external _shutdown
00007ff800bc2024 (__TEXT,__text) external _sigpending
00007ff800bc203c (__TEXT,__text) external _sigprocmask
00007ff800bcf194 (__TEXT,__text) external _sigsuspend
00007ff800bce057 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff800bc2054 (__TEXT,__text) external _socket
00007ff800bc206c (__TEXT,__text) external _socket_delegate
00007ff800bc0b44 (__TEXT,__text) external _socketpair
00007ff800bc9e5d (__TEXT,__text) external _stackshot_capture_with_config
00007ff800bc9dda (__TEXT,__text) external _stackshot_config_create
00007ff800bc9f81 (__TEXT,__text) external _stackshot_config_dealloc
00007ff800bc9f39 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff800bc9ecb (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff800bc9ed8 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff800bc9f05 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff800bc9e4b (__TEXT,__text) external _stackshot_config_set_flags
00007ff800bc9f1e (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff800bc9e3b (__TEXT,__text) external _stackshot_config_set_pid
00007ff800bc9eed (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff800bc2084 (__TEXT,__text) external _stat
00007ff800bc2084 (__TEXT,__text) external _stat64
00007ff800bc209c (__TEXT,__text) external _statfs
00007ff800bc209c (__TEXT,__text) external _statfs64
00007ff8400b8e00 (__DATA,__bss) non-external _supported
00007ff800bc20b4 (__TEXT,__text) external _swapon
00007ff800bbf250 (__TEXT,__text) external _swtch
00007ff800bbf244 (__TEXT,__text) external _swtch_pri
00007ff800bc20cc (__TEXT,__text) external _symlink
00007ff800bc20e4 (__TEXT,__text) external _symlinkat
00007ff800bc20fc (__TEXT,__text) external _sync
00007ff800bc0ba4 (__TEXT,__text) external _syscall
00007ff800bbf25c (__TEXT,__text) external _syscall_thread_switch
00007ff800bca5d4 (__TEXT,__text) external _system_get_sfi_window
00007ff800bc2114 (__TEXT,__text) external _system_override
00007ff800bca5c3 (__TEXT,__text) external _system_set_sfi_window
00007ff800be0d05 (__TEXT,__text) external _task_assign
00007ff800be0e03 (__TEXT,__text) external _task_assign_default
00007ff800bde715 (__TEXT,__text) external _task_create
00007ff800be2da3 (__TEXT,__text) external _task_create_identity_token
00007ff800be2ff6 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff800bbf070 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff800be2ca7 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff800bbf1d8 (__TEXT,__text) external _task_for_pid
00007ff800be1d5d (__TEXT,__text) external _task_generate_corpse
00007ff800be0ef1 (__TEXT,__text) external _task_get_assignment
00007ff800be21d3 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff800be0842 (__TEXT,__text) external _task_get_emulation_vector
00007ff800be2973 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff800bdf834 (__TEXT,__text) external _task_get_exception_ports
00007ff800be30e4 (__TEXT,__text) external _task_get_exception_ports_info
00007ff800be19ee (__TEXT,__text) external _task_get_mach_voucher
00007ff800bdf20a (__TEXT,__text) external _task_get_special_port
00007ff800be11ef (__TEXT,__text) external _task_get_state
00007ff800be2ec5 (__TEXT,__text) external _task_identity_token_get_task_port
00007ff800bdece1 (__TEXT,__text) external _task_info
00007ff800be27ce (__TEXT,__text) external _task_inspect
00007ff800bc212c (__TEXT,__text) external _task_inspect_for_pid
00007ff800be1e7f (__TEXT,__text) external _task_map_corpse_info
00007ff800be2682 (__TEXT,__text) external _task_map_corpse_info_64
00007ff800be3637 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff800bbf1cc (__TEXT,__text) external _task_name_for_pid
00007ff800be05fe (__TEXT,__text) external _task_policy
00007ff800be02fb (__TEXT,__text) external _task_policy_get
00007ff800be0195 (__TEXT,__text) external _task_policy_set
00007ff800be188e (__TEXT,__text) external _task_purgable_info
00007ff800bc2144 (__TEXT,__text) external _task_read_for_pid
00007ff800be251d (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff800be1fcf (__TEXT,__text) external _task_register_dyld_image_infos
00007ff800be2423 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff800be2322 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff800be3783 (__TEXT,__text) external _task_register_hardened_exception_handler
00007ff800be79c3 (__TEXT,__text) external _task_restartable_ranges_register
00007ff800be7b33 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff800bdf126 (__TEXT,__text) external _task_resume
00007ff800be17aa (__TEXT,__text) external _task_resume2
00007ff800be0502 (__TEXT,__text) external _task_sample
00007ff800bc57a6 (__TEXT,__text) external _task_self_
00007ff800bbf118 (__TEXT,__text) external _task_self_trap
00007ff800be3447 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff800be075b (__TEXT,__text) external _task_set_emulation
00007ff800be0988 (__TEXT,__text) external _task_set_emulation_vector
00007ff800be2a96 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff800bdf72e (__TEXT,__text) external _task_set_exception_ports
00007ff800bdeec7 (__TEXT,__text) external _task_set_info
00007ff800be1b1f (__TEXT,__text) external _task_set_mach_voucher
00007ff800be1556 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff800be1013 (__TEXT,__text) external _task_set_policy
00007ff800bd0f3b (__TEXT,__text) external _task_set_port_space
00007ff800be0a8f (__TEXT,__text) external _task_set_ras_pc
00007ff800bdf33b (__TEXT,__text) external _task_set_special_port
00007ff800be13d8 (__TEXT,__text) external _task_set_state
00007ff800bdf042 (__TEXT,__text) external _task_suspend
00007ff800be1688 (__TEXT,__text) external _task_suspend2
00007ff800bdfaae (__TEXT,__text) external _task_swap_exception_ports
00007ff800be1c1b (__TEXT,__text) external _task_swap_mach_voucher
00007ff800bde85b (__TEXT,__text) external _task_terminate
00007ff800be3535 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff800be334b (__TEXT,__text) external _task_test_sync_upcall
00007ff800bde93f (__TEXT,__text) external _task_threads
00007ff800be20d1 (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff800be0b76 (__TEXT,__text) external _task_zone_info
00007ff800bca3a5 (__TEXT,__text) external _terminate_with_payload
00007ff800bca386 (__TEXT,__text) external _terminate_with_reason
00007ff800be4207 (__TEXT,__text) external _thread_abort
00007ff800be42eb (__TEXT,__text) external _thread_abort_safely
00007ff800be6257 (__TEXT,__text) external _thread_adopt_exception_handler
00007ff800be55a3 (__TEXT,__text) external _thread_assign
00007ff800be569f (__TEXT,__text) external _thread_assign_default
00007ff800be5da5 (__TEXT,__text) external _thread_convert_thread_state
00007ff800bdf439 (__TEXT,__text) external _thread_create
00007ff800bdf55b (__TEXT,__text) external _thread_create_running
00007ff800be43cf (__TEXT,__text) external _thread_depress_abort
00007ff800bd100e (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff800be5783 (__TEXT,__text) external _thread_get_assignment
00007ff800be49f3 (__TEXT,__text) external _thread_get_exception_ports
00007ff800be5ff0 (__TEXT,__text) external _thread_get_exception_ports_info
00007ff800be5a36 (__TEXT,__text) external _thread_get_mach_voucher
00007ff800bc7da1 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff800be44b3 (__TEXT,__text) external _thread_get_special_port
00007ff800bbf214 (__TEXT,__text) external _thread_get_special_reply_port
00007ff800be3cd8 (__TEXT,__text) external _thread_get_state
00007ff800be46e2 (__TEXT,__text) external _thread_info
00007ff800bc7cce (__TEXT,__text) external _thread_policy
00007ff800be51b2 (__TEXT,__text) external _thread_policy_get
00007ff800bc7d0f (__TEXT,__text) external _thread_policy_set
00007ff800be4123 (__TEXT,__text) external _thread_resume
00007ff800be53b9 (__TEXT,__text) external _thread_sample
00007ff800bbf10c (__TEXT,__text) external _thread_self_trap
00007ff800bc215c (__TEXT,__text) external _thread_selfcounts
00007ff800be48ed (__TEXT,__text) external _thread_set_exception_ports
00007ff800be5b67 (__TEXT,__text) external _thread_set_mach_voucher
00007ff800bc7d50 (__TEXT,__text) external _thread_set_policy
00007ff800be45e4 (__TEXT,__text) external _thread_set_special_port
00007ff800be3ec1 (__TEXT,__text) external _thread_set_state
00007ff800be403f (__TEXT,__text) external _thread_suspend
00007ff800be4c6d (__TEXT,__text) external _thread_swap_exception_ports
00007ff800be5c63 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff800bc56b3 (__TEXT,__text) external _thread_switch
00007ff800be388d (__TEXT,__text) external _thread_terminate
00007ff800bd33da (__TEXT,__text) external _thread_wire
00007ff800be8fc0 (__TEXT,__const) non-external _times_now
00007ff800bc2174 (__TEXT,__text) external _tracker_action
00007ff800bc218c (__TEXT,__text) external _truncate
00007ff800bc21a4 (__TEXT,__text) external _umask
00007ff800bc21bc (__TEXT,__text) external _undelete
00007ff800bc21d4 (__TEXT,__text) external _ungraftdmg
00007ff800bcf1a7 (__TEXT,__text) external _unlink
00007ff800bc3b30 (__TEXT,__text) external _unlinkat
00007ff800bc21ec (__TEXT,__text) external _unmount
00007ff800bc2204 (__TEXT,__text) external _usrctl
00007ff800bc7bfe (__TEXT,__text) external _utimensat
00007ff800bc221c (__TEXT,__text) external _utimes
00007ff800bc2234 (__TEXT,__text) external _vfs_purge
00007ff800bd149b (__TEXT,__text) external _vm_allocate
00007ff800bd34d8 (__TEXT,__text) external _vm_allocate_cpm
00007ff800be6b0b (__TEXT,__text) external _vm_behavior_set
00007ff800be680c (__TEXT,__text) external _vm_copy
00007ff800bd14ca (__TEXT,__text) external _vm_deallocate
00007ff800be635d (__TEXT,__text) external _vm_inherit
00007ff8400b8e38 (__DATA,__common) external _vm_kernel_page_mask
00007ff8400b8e40 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400b8e30 (__DATA,__common) external _vm_kernel_page_size
00007ff800be6d73 (__TEXT,__text) external _vm_machine_attribute
00007ff800bd1722 (__TEXT,__text) external _vm_map
00007ff800be7014 (__TEXT,__text) external _vm_map_page_query
00007ff800be6a20 (__TEXT,__text) external _vm_msync
00007ff8400b8e48 (__DATA,__common) external _vm_page_mask
00007ff8400b8e50 (__DATA,__common) external _vm_page_shift
00007ff8400b8e68 (__DATA,__common) external _vm_page_size
00007ff800bc224c (__TEXT,__text) external _vm_pressure_monitor
00007ff800bd14cf (__TEXT,__text) external _vm_protect
00007ff800bd194c (__TEXT,__text) external _vm_purgable_control
00007ff800bd18bb (__TEXT,__text) external _vm_read
00007ff800be658e (__TEXT,__text) external _vm_read_list
00007ff800be68f7 (__TEXT,__text) external _vm_read_overwrite
00007ff800be7380 (__TEXT,__text) external _vm_region_64
00007ff800be715c (__TEXT,__text) external _vm_region_recurse_64
00007ff800bd17a9 (__TEXT,__text) external _vm_remap
00007ff800bd1832 (__TEXT,__text) external _vm_remap_new
00007ff800bd32d4 (__TEXT,__text) external _vm_wire
00007ff800be670c (__TEXT,__text) external _vm_write
00007ff800bc233c (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff800bc2329 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff800bc2356 (__TEXT,__text) external _voucher_mach_msg_revert
00007ff800bc2314 (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400b8e20 (__DATA,__common) external _vprintf_stderr_func
00007ff800bc0d4c (__TEXT,__text) external _wait4
00007ff800bc2264 (__TEXT,__text) external _waitid
00007ff800bc0d64 (__TEXT,__text) external _waitid$NOCANCEL
00007ff800bcf8be (__TEXT,__text) external _work_interval_copy_port
00007ff800bcf34c (__TEXT,__text) external _work_interval_create
00007ff800bcf758 (__TEXT,__text) external _work_interval_destroy
00007ff800bcf449 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff800bcf55e (__TEXT,__text) external _work_interval_instance_alloc
00007ff800bcf5c6 (__TEXT,__text) external _work_interval_instance_clear
00007ff800bcf6f0 (__TEXT,__text) external _work_interval_instance_finish
00007ff800bcf5da (__TEXT,__text) external _work_interval_instance_free
00007ff800bcf62e (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff800bcf610 (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff800bcf61f (__TEXT,__text) external _work_interval_instance_get_finish
00007ff800bcf63d (__TEXT,__text) external _work_interval_instance_get_id
00007ff800bcf601 (__TEXT,__text) external _work_interval_instance_get_start
00007ff800bcf642 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff800bcf5fc (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff800bcf5f2 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff800bcf5f7 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff800bcf5ed (__TEXT,__text) external _work_interval_instance_set_start
00007ff800bcf65e (__TEXT,__text) external _work_interval_instance_start
00007ff800bcf6a3 (__TEXT,__text) external _work_interval_instance_update
00007ff800bcf830 (__TEXT,__text) external _work_interval_join
00007ff800bcf877 (__TEXT,__text) external _work_interval_join_port
00007ff800bcf8ae (__TEXT,__text) external _work_interval_leave
00007ff800bcf4b4 (__TEXT,__text) external _work_interval_notify
00007ff800bcf523 (__TEXT,__text) external _work_interval_notify_simple
00007ff800bc227c (__TEXT,__text) external _write
00007ff800bc0dc4 (__TEXT,__text) external _write$NOCANCEL
00007ff800bc2294 (__TEXT,__text) external _writev
00007ff800bc0ddc (__TEXT,__text) external _writev$NOCANCEL
