00000001811c0ff8 (__TEXT,__text) external _APL_dgemm
0000000180e9dc14 (__TEXT,__text) external _sspr_
0000000180ea0d3c (__TEXT,__text) external _sswap
00000001813dab74 (__TEXT,__text) external _sswap$NEWLAPACK
00000001814c59e0 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
0000000180ea0d3c (__TEXT,__text) external _sswap_
0000000180e9adac (__TEXT,__text) external _ssymm
000000018122067c (__TEXT,__text) external _ssymm$NEWLAPACK
00000001814c2cc0 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
0000000180e9adac (__TEXT,__text) external _ssymm_
0000000180e9d19c (__TEXT,__text) external _ssymv
0000000180eff2ec (__TEXT,__text) external _ssymv$NEWLAPACK
00000001814bbd00 (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
0000000180e9d19c (__TEXT,__text) external _ssymv_
0000000180e9dae8 (__TEXT,__text) external _ssyr
0000000180eff454 (__TEXT,__text) external _ssyr$NEWLAPACK
00000001814bbe68 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
0000000180e9db78 (__TEXT,__text) external _ssyr2
0000000180eff57c (__TEXT,__text) external _ssyr2$NEWLAPACK
00000001814bbf90 (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
0000000180e9db78 (__TEXT,__text) external _ssyr2_
0000000180e9b290 (__TEXT,__text) external _ssyr2k
0000000181220e94 (__TEXT,__text) external _ssyr2k$NEWLAPACK
00000001814c34c8 (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
0000000180e9b290 (__TEXT,__text) external _ssyr2k_
0000000180e9dae8 (__TEXT,__text) external _ssyr_
0000000180e9b198 (__TEXT,__text) external _ssyrk
0000000181220a74 (__TEXT,__text) external _ssyrk$NEWLAPACK
00000001814c30a8 (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
0000000180e9b198 (__TEXT,__text) external _ssyrk_
0000000180e9d4bc (__TEXT,__text) external _stbmv
0000000180eff6d4 (__TEXT,__text) external _stbmv$NEWLAPACK
00000001814bc0e8 (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
0000000180e9d4bc (__TEXT,__text) external _stbmv_
0000000180e9d840 (__TEXT,__text) external _stbsv
0000000180effbc4 (__TEXT,__text) external _stbsv$NEWLAPACK
00000001814bc5c8 (__TEXT,__text) external _stbsv$NEWLAPACK$ILP64
0000000180e9d840 (__TEXT,__text) external _stbsv_
0000000180e9d5f4 (__TEXT,__text) external _stpmv
0000000180f000b4 (__TEXT,__text) external _stpmv$NEWLAPACK
00000001814bcaa8 (__TEXT,__text) external _stpmv$NEWLAPACK$ILP64
0000000180e9d5f4 (__TEXT,__text) external _stpmv_
0000000180e9d978 (__TEXT,__text) external _stpsv
0000000180f00594 (__TEXT,__text) external _stpsv$NEWLAPACK
00000001814bcf88 (__TEXT,__text) external _stpsv$NEWLAPACK$ILP64
0000000180e9d978 (__TEXT,__text) external _stpsv_
0000000180f0b96c (__TEXT,__text) external _strCopyLower
0000000180f0b90c (__TEXT,__text) external _strSetZeroLower
                 (undefined) external _strlen (from libSystem)
0000000180e9aea0 (__TEXT,__text) external _strmm
00000001812212ec (__TEXT,__text) external _strmm$NEWLAPACK
00000001814c3910 (__TEXT,__text) external _strmm$NEWLAPACK$ILP64
0000000180e9aea0 (__TEXT,__text) external _strmm_
0000000180e9d390 (__TEXT,__text) external _strmv
0000000180f00a74 (__TEXT,__text) external _strmv$NEWLAPACK
00000001814bd468 (__TEXT,__text) external _strmv$NEWLAPACK$ILP64
0000000180e9d390 (__TEXT,__text) external _strmv_
0000000180e9b01c (__TEXT,__text) external _strsm
000000018122191c (__TEXT,__text) external _strsm$NEWLAPACK
00000001814c3f28 (__TEXT,__text) external _strsm$NEWLAPACK$ILP64
0000000180e9b01c (__TEXT,__text) external _strsm_
0000000180e9d714 (__TEXT,__text) external _strsv
0000000180f00f34 (__TEXT,__text) external _strsv$NEWLAPACK
00000001814bd928 (__TEXT,__text) external _strsv$NEWLAPACK$ILP64
0000000180e9d714 (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
000000018150cf50 (__TEXT,__text) external _xerbla
00000001814d2034 (__TEXT,__text) external _xerbla$NEWLAPACK
00000001814e1958 (__TEXT,__text) external _xerbla$NEWLAPACK$ILP64
000000018150cf50 (__TEXT,__text) external _xerbla_
0000000180e9ab30 (__TEXT,__text) external _xerbla_array__
00000001813da8f0 (__TEXT,__text) external _zaxpby$NEWLAPACK
00000001814c575c (__TEXT,__text) external _zaxpby$NEWLAPACK$ILP64
0000000180ea0dbc (__TEXT,__text) external _zaxpy
00000001813da888 (__TEXT,__text) external _zaxpy$NEWLAPACK
00000001814c56f4 (__TEXT,__text) external _zaxpy$NEWLAPACK$ILP64
0000000180ea0dbc (__TEXT,__text) external _zaxpy_
0000000180ea0de4 (__TEXT,__text) external _zcopy
00000001813da930 (__TEXT,__text) external _zcopy$NEWLAPACK
00000001814c579c (__TEXT,__text) external _zcopy$NEWLAPACK$ILP64
0000000180ea0de4 (__TEXT,__text) external _zcopy_
0000000180ea0e0c (__TEXT,__text) external _zdotc
00000001813da9b0 (__TEXT,__text) external _zdotc$NEWLAPACK
00000001814c581c (__TEXT,__text) external _zdotc$NEWLAPACK$ILP64
0000000180ea0e0c (__TEXT,__text) external _zdotc_
0000000180ea0e34 (__TEXT,__text) external _zdotu
00000001813da9d8 (__TEXT,__text) external _zdotu$NEWLAPACK
00000001814c5844 (__TEXT,__text) external _zdotu$NEWLAPACK$ILP64
0000000180ea0e34 (__TEXT,__text) external _zdotu_
0000000180ea0e9c (__TEXT,__text) external _zdrot
00000001813daa9c (__TEXT,__text) external _zdrot$NEWLAPACK
00000001814c5908 (__TEXT,__text) external _zdrot$NEWLAPACK$ILP64
0000000180ea0e9c (__TEXT,__text) external _zdrot_
0000000180ea0ecc (__TEXT,__text) external _zdscal
00000001813dab5c (__TEXT,__text) external _zdscal$NEWLAPACK
00000001814c59c8 (__TEXT,__text) external _zdscal$NEWLAPACK$ILP64
0000000180ea0ecc (__TEXT,__text) external _zdscal_
0000000180e9f9c0 (__TEXT,__text) external _zgbmv
0000000180efe200 (__TEXT,__text) external _zgbmv$NEWLAPACK
00000001814bac4c (__TEXT,__text) external _zgbmv$NEWLAPACK$ILP64
0000000180e9f9c0 (__TEXT,__text) external _zgbmv_
0000000180e9c550 (__TEXT,__text) external _zgemm
000000018121feb8 (__TEXT,__text) external _zgemm$NEWLAPACK
00000001814c251c (__TEXT,__text) external _zgemm$NEWLAPACK$ILP64
0000000180e9c550 (__TEXT,__text) external _zgemm_
0000000180e9f8e4 (__TEXT,__text) external _zgemv
0000000180efde64 (__TEXT,__text) external _zgemv$NEWLAPACK
00000001814ba8cc (__TEXT,__text) external _zgemv$NEWLAPACK$ILP64
0000000180e9f8e4 (__TEXT,__text) external _zgemv_
0000000180ea0430 (__TEXT,__text) external _zgerc
0000000180efe3ac (__TEXT,__text) external _zgerc$NEWLAPACK
00000001814badec (__TEXT,__text) external _zgerc$NEWLAPACK$ILP64
0000000180ea0430 (__TEXT,__text) external _zgerc_
0000000180ea0494 (__TEXT,__text) external _zgeru
0000000180efe46c (__TEXT,__text) external _zgeru$NEWLAPACK
00000001814baea4 (__TEXT,__text) external _zgeru$NEWLAPACK$ILP64
0000000180ea0494 (__TEXT,__text) external _zgeru_
0000000180e9fb60 (__TEXT,__text) external _zhbmv
0000000180efe584 (__TEXT,__text) external _zhbmv$NEWLAPACK
00000001814bafb4 (__TEXT,__text) external _zhbmv$NEWLAPACK$ILP64
0000000180e9fb60 (__TEXT,__text) external _zhbmv_
0000000180e9c698 (__TEXT,__text) external _zhemm
00000001812200f4 (__TEXT,__text) external _zhemm$NEWLAPACK
00000001814c274c (__TEXT,__text) external _zhemm$NEWLAPACK$ILP64
0000000180e9c698 (__TEXT,__text) external _zhemm_
0000000180e9fab0 (__TEXT,__text) external _zhemv
0000000180efe6e8 (__TEXT,__text) external _zhemv$NEWLAPACK
00000001814bb114 (__TEXT,__text) external _zhemv$NEWLAPACK$ILP64
0000000180e9fab0 (__TEXT,__text) external _zhemv_
0000000180ea04f8 (__TEXT,__text) external _zher
0000000180efe828 (__TEXT,__text) external _zher$NEWLAPACK
00000001814bb254 (__TEXT,__text) external _zher$NEWLAPACK$ILP64
0000000180ea0588 (__TEXT,__text) external _zher2
0000000180efe968 (__TEXT,__text) external _zher2$NEWLAPACK
00000001814bb390 (__TEXT,__text) external _zher2$NEWLAPACK$ILP64
0000000180ea0588 (__TEXT,__text) external _zher2_
0000000180e9cdc4 (__TEXT,__text) external _zher2k
000000018122054c (__TEXT,__text) external _zher2k$NEWLAPACK
00000001814c2b98 (__TEXT,__text) external _zher2k$NEWLAPACK$ILP64
0000000180e9cdc4 (__TEXT,__text) external _zher2k_
0000000180ea04f8 (__TEXT,__text) external _zher_
0000000180e9cbb0 (__TEXT,__text) external _zherk
0000000181220304 (__TEXT,__text) external _zherk$NEWLAPACK
00000001814c2958 (__TEXT,__text) external _zherk$NEWLAPACK$ILP64
0000000180e9cbb0 (__TEXT,__text) external _zherk_
0000000180e9fc1c (__TEXT,__text) external _zhpmv
0000000180efeabc (__TEXT,__text) external _zhpmv$NEWLAPACK
00000001814bb4dc (__TEXT,__text) external _zhpmv$NEWLAPACK$ILP64
0000000180e9fc1c (__TEXT,__text) external _zhpmv_
0000000180ea0638 (__TEXT,__text) external _zhpr
0000000180efebf4 (__TEXT,__text) external _zhpr$NEWLAPACK
00000001814bb610 (__TEXT,__text) external _zhpr$NEWLAPACK$ILP64
0000000180ea06c4 (__TEXT,__text) external _zhpr2
0000000180efed24 (__TEXT,__text) external _zhpr2$NEWLAPACK
00000001814bb740 (__TEXT,__text) external _zhpr2$NEWLAPACK$ILP64
0000000180ea06c4 (__TEXT,__text) external _zhpr2_
0000000180ea0638 (__TEXT,__text) external _zhpr_
0000000180ea0e5c (__TEXT,__text) external _zrotg
00000001813daac0 (__TEXT,__text) external _zrotg$NEWLAPACK
00000001814c592c (__TEXT,__text) external _zrotg$NEWLAPACK$ILP64
0000000180ea0e5c (__TEXT,__text) external _zrotg_
0000000180ea0e78 (__TEXT,__text) external _zscal
00000001813dab38 (__TEXT,__text) external _zscal$NEWLAPACK
00000001814c59a4 (__TEXT,__text) external _zscal$NEWLAPACK$ILP64
0000000180ea0e78 (__TEXT,__text) external _zscal_
0000000180ea0efc (__TEXT,__text) external _zswap
00000001813daba4 (__TEXT,__text) external _zswap$NEWLAPACK
00000001814c5a10 (__TEXT,__text) external _zswap$NEWLAPACK$ILP64
0000000180ea0efc (__TEXT,__text) external _zswap_
0000000180e9c794 (__TEXT,__text) external _zsymm
000000018122097c (__TEXT,__text) external _zsymm$NEWLAPACK
00000001814c2fb4 (__TEXT,__text) external _zsymm$NEWLAPACK$ILP64
0000000180e9c794 (__TEXT,__text) external _zsymm_
0000000180e9cee4 (__TEXT,__text) external _zsyr2k
00000001812211d4 (__TEXT,__text) external _zsyr2k$NEWLAPACK
00000001814c37fc (__TEXT,__text) external _zsyr2k$NEWLAPACK$ILP64
0000000180e9cee4 (__TEXT,__text) external _zsyr2k_
0000000180e9ccb8 (__TEXT,__text) external _zsyrk
0000000181220d8c (__TEXT,__text) external _zsyrk$NEWLAPACK
00000001814c33c0 (__TEXT,__text) external _zsyrk$NEWLAPACK$ILP64
0000000180e9ccb8 (__TEXT,__text) external _zsyrk_
0000000180e9fe04 (__TEXT,__text) external _ztbmv
0000000180effa80 (__TEXT,__text) external _ztbmv$NEWLAPACK
00000001814bc488 (__TEXT,__text) external _ztbmv$NEWLAPACK$ILP64
0000000180e9fe04 (__TEXT,__text) external _ztbmv_
0000000180ea01b8 (__TEXT,__text) external _ztbsv
0000000180efff70 (__TEXT,__text) external _ztbsv$NEWLAPACK
00000001814bc968 (__TEXT,__text) external _ztbsv$NEWLAPACK$ILP64
0000000180ea01b8 (__TEXT,__text) external _ztbsv_
0000000180e9ff4c (__TEXT,__text) external _ztpmv
0000000180f00454 (__TEXT,__text) external _ztpmv$NEWLAPACK
00000001814bce48 (__TEXT,__text) external _ztpmv$NEWLAPACK$ILP64
0000000180e9ff4c (__TEXT,__text) external _ztpmv_
0000000180ea0300 (__TEXT,__text) external _ztpsv
0000000180f00934 (__TEXT,__text) external _ztpsv$NEWLAPACK
00000001814bd328 (__TEXT,__text) external _ztpsv$NEWLAPACK$ILP64
0000000180ea0300 (__TEXT,__text) external _ztpsv_
0000000180e9c890 (__TEXT,__text) external _ztrmm
0000000181221790 (__TEXT,__text) external _ztrmm$NEWLAPACK
00000001814c3da4 (__TEXT,__text) external _ztrmm$NEWLAPACK$ILP64
0000000180e9c890 (__TEXT,__text) external _ztrmm_
0000000180e9fcc8 (__TEXT,__text) external _ztrmv
0000000180f00dfc (__TEXT,__text) external _ztrmv$NEWLAPACK
00000001814bd7f0 (__TEXT,__text) external _ztrmv$NEWLAPACK$ILP64
0000000180e9fcc8 (__TEXT,__text) external _ztrmv_
0000000180e9ca20 (__TEXT,__text) external _ztrsm
0000000181221dc0 (__TEXT,__text) external _ztrsm$NEWLAPACK
00000001814c43bc (__TEXT,__text) external _ztrsm$NEWLAPACK$ILP64
0000000180e9ca20 (__TEXT,__text) external _ztrsm_
0000000180ea007c (__TEXT,__text) external _ztrsv
0000000180f012bc (__TEXT,__text) external _ztrsv$NEWLAPACK
00000001814bdcb0 (__TEXT,__text) external _ztrsv$NEWLAPACK$ILP64
0000000180ea007c (__TEXT,__text) external _ztrsv_
