00007ffa1e8fde3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e8eb998 (__TEXT,__text) external __ZThn24_N9IOService4initEv
00007ffa1e8f2a3c (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
00007ffa1e8ecc22 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
00007ffa1e8eca7a (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
00007ffa1e8ecca6 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
00007ffa1e8ecd94 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
00007ffa1e8ece14 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffa1e8ec120 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1e8f13a2 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffa1e8f145e (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffa1e8f1a4e (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffa1e8f1ae2 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffa1e8f1280 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffa1e8f1290 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8f138c (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffa1e8f188e (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8f1370 (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffa1e8f1a38 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffa1e8f1dea (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8f1a1c (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffa43aba4b0 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffa43aba4b8 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00007ffa1e8e8d46 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffa1e8e8da0 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffa1e8e8dfa (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffa1e90ca60 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffa1e90ca83 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffa1e8f0065 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffa1e8ef5f6 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffa1e8f0aa4 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffa1e8f0afc (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffa1e8f1164 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffa1e8f121b (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.35
00007ffa1e8efec5 (__TEXT,__text) non-external ____Z27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffa1e8fbc8a (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffa1e8ee0ca (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffa1e90d19b (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffa1e8f2e68 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffa1e8f2e41 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffa1e8f2ce8 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffa1e90d7f4 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffa1e8f2f61 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1e8f2b6c (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffa1e8f2cb7 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffa1e8f2eb1 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffa1e8ee35b (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffa1e90d1be (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.cold.1
00007ffa1e8f2e88 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffa1e8ee0e7 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffa1e8ee139 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.171
00007ffa1e8ee1b0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffa1e8fdcc0 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffa1e8fab78 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffa1e8fa7c7 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffa1e8f169f (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffa1e8ecbe4 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffa1e8ecc85 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffa1e90cf25 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffa1e8e9566 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffa1e8e936c (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffa1e8e946f (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffa1e8e8fd2 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffa1e8e98c0 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffa1e8e736a (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffa1e8eae2e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e8eabfb (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffa1e8eb01e (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffa1e8e9cf8 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e8e9b17 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e8e9f8c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e8ea0c1 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffa1e90cc27 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffa1e90cc4a (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffa1e8e9f0d (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e8ecfcf (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffa1e8ecf50 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffa1e8f20ea (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffa1e8f1cc4 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffa1e8eb2a8 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffa1e8ebc20 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffa1e8f187e (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffa1e8f17ad (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffa1e8f16cc (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffa1e8f1e8c (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffa1e8f1cf6 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1e90bd1c (__TEXT,__text) external ___assert_rtn
00007ffa4193d328 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193dad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193e840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193ec48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4193e870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffa4193d598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffa4193d5b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffa4193d5e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa4193d618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.110
00007ffa4193d648 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.122
00007ffa4193d668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa4193d698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007ffa4193d6b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00007ffa4193d6e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00007ffa4193d9d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.147
00007ffa4193da18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.169
00007ffa4193da48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.172
00007ffa4193da78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffa4193db08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa4193daa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.184
00007ffa4193db38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ffa4193e9a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffa4193db68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa4193db88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00007ffa4193dba8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ffa4193dbd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ffa4193dc08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ffa4193dc38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ffa4193dc68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.49
00007ffa4193dc98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa4193dcc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ffa4193dcf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa4193dd28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffa4193dd58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffa4193e678 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffa4193e698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ffa4193e6c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ffa4193e6f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ffa4193e728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ffa4193e748 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa4193e778 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa4193e7a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffa4193d358 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ffa4193d388 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ffa4193d3b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ffa4193d3e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa4193d418 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa4193d438 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa4193d458 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa4193d478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffa4193d4a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffa4193d4d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa4193d508 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.95
00007ffa4193d538 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ffa4193d568 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa4193d9f8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4193e9c0 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffa1e8e5df0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa1e8e5e10 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa1e8e9038 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa1e8e98e2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffa1e8fdd58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1e8eb064 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa1e8e73f5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1e8f11b8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa1e8fa89c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa1e8fac78 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffa1e8e904f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1e8e991a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffa1e8fdd75 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffa1e8eb07b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa1e8e7430 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffa1e8f11f0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa1e8fa8e6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffa1e8face6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffa1e8e5711 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffa1e90bc82 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffa1e8fe579 (__TEXT,__text) external _aes_decrypt
00007ffa1e8fe943 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffa1e8fe4b0 (__TEXT,__text) external _aes_decrypt_cbc
00007ffa1e8fe9d2 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffa1e8fe989 (__TEXT,__text) external _aes_decrypt_gcm
00007ffa1e8fea48 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffa1e8fe910 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffa1e8fe470 (__TEXT,__text) external _aes_decrypt_key
00007ffa1e90de75 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffa1e8fe5a2 (__TEXT,__text) external _aes_decrypt_key128
00007ffa1e8fe5c6 (__TEXT,__text) external _aes_decrypt_key256
00007ffa1e8fe7f8 (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffa1e8fe83f (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffa1e8fe8e0 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffa1e8fe889 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffa1e8fe459 (__TEXT,__text) external _aes_encrypt
00007ffa1e8fe712 (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffa1e8fe390 (__TEXT,__text) external _aes_encrypt_cbc
00007ffa1e8fe7a1 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffa1e8fe758 (__TEXT,__text) external _aes_encrypt_gcm
00007ffa1e8fea29 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffa1e8fe6df (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffa1e8fe350 (__TEXT,__text) external _aes_encrypt_key
00007ffa1e90de57 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffa1e8fe590 (__TEXT,__text) external _aes_encrypt_key128
00007ffa1e8fe5b4 (__TEXT,__text) external _aes_encrypt_key256
00007ffa1e8fe5d8 (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffa1e8fe61f (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffa1e8fe6af (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffa1e8fe669 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
00007ffa1e8e5767 (__TEXT,__text) external _clock_get_calendar_microtime
00007ffa1e90bcc8 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffa1e8e5724 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffa1e90bca5 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffa1e8e57c0 (__TEXT,__text) external _clock_get_system_nanotime
00007ffa1e90bceb (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffa1e8e5806 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffa1e8e4b94 (__TEXT,__text) external _crc32
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffa43ab8f30 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffa41942260 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffa43ab8f38 (__DATA,__common) external _gIOCommandMetaClass
00007ffa43ab8f40 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffa41942270 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffa41942268 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffa43ab8f18 (__DATA,__common) external _gIODKDebug
00007ffa43ab8f48 (__DATA,__common) external _gIODMACommandMetaClass
00007ffa41942278 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffa43ab8f50 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffa41942280 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffa43ab8f58 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffa41942288 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffa43ab8f60 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffa41942290 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffa43ab8f68 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffa41942298 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffa43ab8fa0 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffa419422d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffa43ab8f70 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffa419422a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffa43ab8f78 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffa419422a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffa43ab8f80 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffa419422b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007ffa43ab8fa8 (__DATA,__common) external _gIOReportLegendMetaClass
00007ffa419422d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00007ffa43ab8f88 (__DATA,__common) external _gIOReporterMetaClass
00007ffa419422b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00007ffa43ab8fb0 (__DATA,__common) external _gIOServiceMetaClass
00007ffa43ab8fb8 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007ffa419422e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007ffa43ab8fc0 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00007ffa419422f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00007ffa419422e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007ffa43ab8f90 (__DATA,__common) external _gIOSimpleReporterMetaClass
00007ffa419422c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00007ffa43ab8f98 (__DATA,__common) external _gIOStateReporterMetaClass
