00007ffa192d3960 (__TEXT,__text) external _ARMCompilationCallback
00007ffa19807730 (__TEXT,__text) external __ZNK4llvm13AttributeImpl13getValueAsIntEv
00007ffa19807770 (__TEXT,__text) external __ZNK4llvm13AttributeImpl15getKindAsStringEv
00007ffa198077d0 (__TEXT,__text) external __ZNK4llvm13AttributeImpl16getValueAsStringEv
00007ffa198c52b0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13AttributeImpl7ProfileERNS_16FoldingSetNodeIDE
00007ffa198080e0 (__TEXT,__text) external __ZNK4llvm13AttributeImplltERKS0_
00007ffa1905bb30 (__TEXT,__text) external __ZNK4llvm13BitcodeReader16isMaterializableEPKNS_11GlobalValueE
00007ffa1905be00 (__TEXT,__text) external __ZNK4llvm13BitcodeReader18isDematerializableEPKNS_11GlobalValueE
00007ffa19718580 (__TEXT,__text) external __ZNK4llvm13CallGraphNode5printERNS_11raw_ostreamE
00007ffa1955f780 (__TEXT,__text) external __ZNK4llvm13CoalescerPair13isCoalescableEPKNS_12MachineInstrE
00007ffa196c4e20 (__TEXT,__text) external __ZNK4llvm13CodeExtractor17findInputsOutputsERNS_9SetVectorIPNS_5ValueENSt3__16vectorIS3_NS4_9allocatorIS3_EEEENS_8SmallSetIS3_Lj16ENS4_4lessIS3_EEEEEESE_
00007ffa198e27e0 (__TEXT,__text) external __ZNK4llvm13CompositeType10indexValidEPKNS_5ValueE
00007ffa198e28a0 (__TEXT,__text) external __ZNK4llvm13CompositeType10indexValidEj
00007ffa199e61e0 (__TEXT,__text) external __ZNK4llvm13ConstantRange10differenceERKS0_
00007ffa199e5d30 (__TEXT,__text) external __ZNK4llvm13ConstantRange10getSetSizeEv
00007ffa199e4f80 (__TEXT,__text) external __ZNK4llvm13ConstantRange10isEmptySetEv
00007ffa199e7c60 (__TEXT,__text) external __ZNK4llvm13ConstantRange10signExtendEj
00007ffa199e7930 (__TEXT,__text) external __ZNK4llvm13ConstantRange10zeroExtendEj
00007ffa199e89c0 (__TEXT,__text) external __ZNK4llvm13ConstantRange11sextOrTruncEj
00007ffa199e8930 (__TEXT,__text) external __ZNK4llvm13ConstantRange11zextOrTruncEj
00007ffa199e51e0 (__TEXT,__text) external __ZNK4llvm13ConstantRange12getSignedMaxEv
00007ffa199e56a0 (__TEXT,__text) external __ZNK4llvm13ConstantRange12getSignedMinEv
00007ffa199e5a10 (__TEXT,__text) external __ZNK4llvm13ConstantRange12isWrappedSetEv
00007ffa199e6250 (__TEXT,__text) external __ZNK4llvm13ConstantRange13intersectWithERKS0_
00007ffa199e5000 (__TEXT,__text) external __ZNK4llvm13ConstantRange14getUnsignedMaxEv
00007ffa199e5540 (__TEXT,__text) external __ZNK4llvm13ConstantRange14getUnsignedMinEv
00007ffa19772d40 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13ConstantRange16getSingleElementEv
00007ffa199e5a60 (__TEXT,__text) external __ZNK4llvm13ConstantRange16isSignWrappedSetEv
00007ffa199e8a50 (__TEXT,__text) external __ZNK4llvm13ConstantRange3addERKS0_
00007ffa199eab80 (__TEXT,__text) external __ZNK4llvm13ConstantRange3shlERKS0_
00007ffa199e8f10 (__TEXT,__text) external __ZNK4llvm13ConstantRange3subERKS0_
00007ffa199eb5b0 (__TEXT,__text) external __ZNK4llvm13ConstantRange4dumpEv
00007ffa199eafd0 (__TEXT,__text) external __ZNK4llvm13ConstantRange4lshrERKS0_
00007ffa199e9770 (__TEXT,__text) external __ZNK4llvm13ConstantRange4smaxERKS0_
00007ffa199ea010 (__TEXT,__text) external __ZNK4llvm13ConstantRange4udivERKS0_
00007ffa199e9bc0 (__TEXT,__text) external __ZNK4llvm13ConstantRange4umaxERKS0_
00007ffa199eb3b0 (__TEXT,__text) external __ZNK4llvm13ConstantRange5printERNS_11raw_ostreamE
00007ffa199e6b20 (__TEXT,__text) external __ZNK4llvm13ConstantRange7inverseEv
00007ffa199ea8a0 (__TEXT,__text) external __ZNK4llvm13ConstantRange8binaryOrERKS0_
00007ffa199e5bd0 (__TEXT,__text) external __ZNK4llvm13ConstantRange8containsERKNS_5APIntE
00007ffa199e5e50 (__TEXT,__text) external __ZNK4llvm13ConstantRange8containsERKS0_
00007ffa199e93d0 (__TEXT,__text) external __ZNK4llvm13ConstantRange8multiplyERKS0_
00007ffa199e6100 (__TEXT,__text) external __ZNK4llvm13ConstantRange8subtractERKNS_5APIntE
00007ffa199e7fe0 (__TEXT,__text) external __ZNK4llvm13ConstantRange8truncateEj
00007ffa199ea570 (__TEXT,__text) external __ZNK4llvm13ConstantRange9binaryAndERKS0_
00007ffa199e59a0 (__TEXT,__text) external __ZNK4llvm13ConstantRange9isFullSetEv
00007ffa199e6c90 (__TEXT,__text) external __ZNK4llvm13ConstantRange9unionWithERKS0_
00007ffa197c57b0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13ConstantRangeneERKS0_
00007ffa19839550 (__TEXT,__text) external __ZNK4llvm13DICompileUnit12getEnumTypesEv
00007ffa1983c850 (__TEXT,__text) external __ZNK4llvm13DICompileUnit13printInternalERNS_11raw_ostreamE
00007ffa198395d0 (__TEXT,__text) external __ZNK4llvm13DICompileUnit14getSubprogramsEv
00007ffa19839590 (__TEXT,__text) external __ZNK4llvm13DICompileUnit16getRetainedTypesEv
00007ffa19839610 (__TEXT,__text) external __ZNK4llvm13DICompileUnit18getGlobalVariablesEv
00007ffa19839650 (__TEXT,__text) external __ZNK4llvm13DICompileUnit19getImportedEntitiesEv
00007ffa198372a0 (__TEXT,__text) external __ZNK4llvm13DICompileUnit6VerifyEv
00007ffa1983d710 (__TEXT,__text) external __ZNK4llvm13DIDerivedType13printInternalERNS_11raw_ostreamE
00007ffa19838ac0 (__TEXT,__text) external __ZNK4llvm13DIDerivedType15getObjCPropertyEv
00007ffa19836ab0 (__TEXT,__text) external __ZNK4llvm13DIDerivedType6VerifyEv
00007ffa19424b10 (__TEXT,__text) external __ZNK4llvm13DIEAbbrevData7ProfileERNS_16FoldingSetNodeIDE
00007ffa199ed9b0 (__TEXT,__text) external __ZNK4llvm13DataExtractor10getSLEB128EPj
00007ffa199ed960 (__TEXT,__text) external __ZNK4llvm13DataExtractor10getULEB128EPj
00007ffa199ed6f0 (__TEXT,__text) external __ZNK4llvm13DataExtractor11getUnsignedEPjj
00007ffa199ed2d0 (__TEXT,__text) external __ZNK4llvm13DataExtractor5getU8EPj
00007ffa199ed300 (__TEXT,__text) external __ZNK4llvm13DataExtractor5getU8EPjPhj
00007ffa199ed3d0 (__TEXT,__text) external __ZNK4llvm13DataExtractor6getU16EPj
00007ffa199ed420 (__TEXT,__text) external __ZNK4llvm13DataExtractor6getU16EPjPtj
00007ffa199ed4f0 (__TEXT,__text) external __ZNK4llvm13DataExtractor6getU32EPj
00007ffa199ed530 (__TEXT,__text) external __ZNK4llvm13DataExtractor6getU32EPjS1_j
00007ffa199ed5d0 (__TEXT,__text) external __ZNK4llvm13DataExtractor6getU64EPj
00007ffa199ed610 (__TEXT,__text) external __ZNK4llvm13DataExtractor6getU64EPjPyj
00007ffa199ed910 (__TEXT,__text) external __ZNK4llvm13DataExtractor7getCStrEPj
00007ffa199ed800 (__TEXT,__text) external __ZNK4llvm13DataExtractor9getSignedEPjj
00007ffa198445a0 (__TEXT,__text) external __ZNK4llvm13DominatorTree13verifyDomTreeEv
00007ffa19844b30 (__TEXT,__text) non-external __ZNK4llvm13DominatorTree13verifyDomTreeEv.cold.1
00007ffa19844460 (__TEXT,__text) external __ZNK4llvm13DominatorTree20isReachableFromEntryERKNS_3UseE
00007ffa19843c60 (__TEXT,__text) external __ZNK4llvm13DominatorTree9dominatesEPKNS_11InstructionEPKNS_10BasicBlockE
00007ffa19844160 (__TEXT,__text) external __ZNK4llvm13DominatorTree9dominatesEPKNS_11InstructionERKNS_3UseE
00007ffa19843a80 (__TEXT,__text) external __ZNK4llvm13DominatorTree9dominatesEPKNS_11InstructionES3_
00007ffa19843e30 (__TEXT,__text) external __ZNK4llvm13DominatorTree9dominatesERKNS_14BasicBlockEdgeEPKNS_10BasicBlockE
00007ffa198440b0 (__TEXT,__text) external __ZNK4llvm13DominatorTree9dominatesERKNS_14BasicBlockEdgeERKNS_3UseE
00007ffa19456320 (__TEXT,__text) external __ZNK4llvm13DwarfTypeUnit10emitHeaderEPKNS_9MCSectionEPKNS_8MCSymbolE
00007ffa194564c0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13DwarfTypeUnit13getHeaderSizeEv
00007ffa198cf520 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13FPPassManager11getPassNameEv
00007ffa198cf530 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13FPPassManager16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa198cf560 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13FPPassManager18getPassManagerTypeEv
00007ffa1971e290 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13FindUsedTypes16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa1971e0d0 (__TEXT,__text) external __ZNK4llvm13FindUsedTypes5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffa198aac90 (__TEXT,__text) external __ZNK4llvm13IRBuilderBase28getCurrentFunctionReturnTypeEv
00007ffa19787180 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13LPPassManager11getPassNameEv
00007ffa197861c0 (__TEXT,__text) external __ZNK4llvm13LPPassManager16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa197871b0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13LPPassManager18getPassManagerTypeEv
00007ffa19772ad0 (__TEXT,__text) external __ZNK4llvm13LazyValueInfo16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa194ac310 (__TEXT,__text) external __ZNK4llvm13LiveIntervals10hasPHIKillERKNS_12LiveIntervalEPKNS_6VNInfoE
00007ffa194aa380 (__TEXT,__text) external __ZNK4llvm13LiveIntervals11printInstrsERNS_11raw_ostreamE
00007ffa194a9080 (__TEXT,__text) external __ZNK4llvm13LiveIntervals16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa194ac170 (__TEXT,__text) external __ZNK4llvm13LiveIntervals18intervalIsInOneMBBERKNS_12LiveIntervalE
00007ffa19563810 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13LiveIntervals19getInstructionIndexEPKNS_12MachineInstrE
00007ffa194aa090 (__TEXT,__text) external __ZNK4llvm13LiveIntervals5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffa194b4590 (__TEXT,__text) external __ZNK4llvm13LiveRangeEdit18allUsesAvailableAtEPKNS_12MachineInstrENS_9SlotIndexES4_
00007ffa194b5ee0 (__TEXT,__text) external __ZNK4llvm13LiveRegMatrix16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa194b82c0 (__TEXT,__text) external __ZNK4llvm13LiveVariables16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa194b8340 (__TEXT,__text) external __ZNK4llvm13LiveVariables7VarInfo4dumpEv
00007ffa194b8300 (__TEXT,__text) external __ZNK4llvm13LiveVariables7VarInfo8findKillEPKNS_17MachineBasicBlockE
00007ffa19981490 (__TEXT,__text) external __ZNK4llvm13MCInstPrinter12printRegNameERNS_11raw_ostreamEj
00007ffa19981460 (__TEXT,__text) external __ZNK4llvm13MCInstPrinter13getOpcodeNameEj
00007ffa19981670 (__TEXT,__text) external __ZNK4llvm13MCInstPrinter6markupENS_9StringRefE
00007ffa19981690 (__TEXT,__text) external __ZNK4llvm13MCInstPrinter6markupENS_9StringRefES1_
00007ffa199816b0 (__TEXT,__text) external __ZNK4llvm13MCInstPrinter9formatDecEx
00007ffa199816e0 (__TEXT,__text) external __ZNK4llvm13MCInstPrinter9formatHexEx
00007ffa199817b0 (__TEXT,__text) external __ZNK4llvm13MCInstPrinter9formatHexEy
00007ffa19994f30 (__TEXT,__text) external __ZNK4llvm13MCSectionCOFF12UseCodeAlignEv
00007ffa199948f0 (__TEXT,__text) external __ZNK4llvm13MCSectionCOFF12setSelectionEiPKS0_
00007ffa19995030 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13MCSectionCOFF15getLabelEndNameEv
00007ffa19994f40 (__TEXT,__text) external __ZNK4llvm13MCSectionCOFF16isVirtualSectionEv
00007ffa19994f50 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13MCSectionCOFF17getLabelBeginNameEv
00007ffa19994910 (__TEXT,__text) external __ZNK4llvm13MCSectionCOFF20PrintSwitchToSectionERKNS_9MCAsmInfoERNS_11raw_ostreamEPKNS_6MCExprE
00007ffa19994890 (__TEXT,__text) external __ZNK4llvm13MCSectionCOFF26ShouldOmitSectionDirectiveENS_9StringRefERKNS_9MCAsmInfoE
00007ffa19552ea0 (__TEXT,__text) external __ZNK4llvm13PBQPRAProblem13getAllowedSetEj
00007ffa19552e30 (__TEXT,__text) external __ZNK4llvm13PBQPRAProblem14getNodeForVRegEj
00007ffa19552de0 (__TEXT,__text) external __ZNK4llvm13PBQPRAProblem14getVRegForNodeEj
00007ffa19552f30 (__TEXT,__text) external __ZNK4llvm13PBQPRAProblem16getPRegForOptionEjj
00007ffa198cbe40 (__TEXT,__text) external __ZNK4llvm13PMDataManager12dumpLastUsesEPNS_4PassEj
00007ffa198cc120 (__TEXT,__text) external __ZNK4llvm13PMDataManager15dumpRequiredSetEPKNS_4PassE
00007ffa198cc540 (__TEXT,__text) external __ZNK4llvm13PMDataManager16dumpPreservedSetEPKNS_4PassE
00007ffa198cc250 (__TEXT,__text) external __ZNK4llvm13PMDataManager17dumpAnalysisUsageENS_9StringRefEPKNS_4PassERKNS_11SmallVectorIPKvLj32EEE
00007ffa198c9d30 (__TEXT,__text) external __ZNK4llvm13PMDataManager17dumpPassArgumentsEv
00007ffa198cf3d0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13PMDataManager18getPassManagerTypeEv
00007ffa198c6fd0 (__TEXT,__text) external __ZNK4llvm13PMDataManager31isPassDebuggingExecutionsOrMoreEv
00007ffa197aab80 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13RGPassManager11getPassNameEv
00007ffa197a9b70 (__TEXT,__text) external __ZNK4llvm13RGPassManager16getAnalysisUsageERNS_13AnalysisUsageE
00007ffa197aabb0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13RGPassManager18getPassManagerTypeEv
00007ffa19510e50 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13ScheduleDAGMI15hasVRegLivenessEv
00007ffa19582450 (__TEXT,__text) external __ZNK4llvm13SplitAnalysis15countLiveBlocksEPKNS_12LiveIntervalE
00007ffa19582620 (__TEXT,__text) external __ZNK4llvm13SplitAnalysis18isOriginalEndpointENS_9SlotIndexE
00007ffa19587360 (__TEXT,__text) external __ZNK4llvm13SplitAnalysis22shouldSplitSingleBlockERKNS0_9BlockInfoEb
00007ffa19a07700 (__TEXT,__text) external __ZNK4llvm13StringMapImpl7FindKeyENS_9StringRefE
00007ffa19151c00 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13TargetJITInfo19hasCustomJumpTablesEv
00007ffa19151bf0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13TargetJITInfo21hasCustomConstantPoolEv
00007ffa19151c10 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13TargetJITInfo24allocateSeparateGVMemoryEv
00007ffa197f86c0 (__TEXT,__text) external __ZNK4llvm13TargetMachine11getOptLevelEv
00007ffa197f8610 (__TEXT,__text) external __ZNK4llvm13TargetMachine11getTLSModelEPKNS_11GlobalValueE
00007ffa197f86e0 (__TEXT,__text) external __ZNK4llvm13TargetMachine11setOptLevelENS_10CodeGenOpt5LevelE
00007ffa197f85f0 (__TEXT,__text) external __ZNK4llvm13TargetMachine12getCodeModelEv
00007ffa192e8550 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13TargetMachine12getInstrInfoEv
00007ffa192e8580 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13TargetMachine13getDataLayoutEv
00007ffa192e8590 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13TargetMachine15getRegisterInfoEv
00007ffa192e8560 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13TargetMachine16getFrameLoweringEv
00007ffa1915c920 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13TargetMachine16getIntrinsicInfoEv
00007ffa19496d40 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13TargetMachine16getSubtargetImplEv
00007ffa197f8760 (__TEXT,__text) external __ZNK4llvm13TargetMachine17getNameWithPrefixERNS_15SmallVectorImplIcEEPKNS_11GlobalValueERNS_7ManglerEb
00007ffa19496d50 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13TargetMachine17getTargetLoweringEv
00007ffa197f85d0 (__TEXT,__text) external __ZNK4llvm13TargetMachine18getRelocationModelEv
00007ffa197f8200 (__TEXT,__text) external __ZNK4llvm13TargetMachine18resetTargetOptionsEPKNS_15MachineFunctionE
00007ffa192e8570 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13TargetMachine19getSelectionDAGInfoEv
00007ffa191dc830 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13TargetMachine21getInstrItineraryDataEv
00007ffa197f8800 (__TEXT,__text) external __ZNK4llvm13TargetMachine9getSymbolEPKNS_11GlobalValueERNS_7ManglerE
00007ffa195ac050 (__TEXT,__text) external __ZNK4llvm13TargetOptions16LessPreciseFPMADEv
00007ffa195ac080 (__TEXT,__text) external __ZNK4llvm13TargetOptions19getTrapFunctionNameEv
00007ffa195abff0 (__TEXT,__text) external __ZNK4llvm13TargetOptions23DisableFramePointerElimERKNS_15MachineFunctionE
00007ffa195ac060 (__TEXT,__text) external __ZNK4llvm13TargetOptions32HonorSignDependentRoundingFPMathEv
00007ffa190b0bc0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm13X86AsmPrinter11getPassNameEv
00007ffa1938b0c0 (__TEXT,__text) external __ZNK4llvm13resource_sortclEPKNS_5SUnitES3_
00007ffa191d27d0 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo11copyPhysRegERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEENS_8DebugLocEjjb
00007ffa191d0360 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo12InsertBranchERNS_17MachineBasicBlockEPS1_S3_RKNS_15SmallVectorImplINS_14MachineOperandEEENS_8DebugLocE
00007ffa191d0100 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo12RemoveBranchERNS_17MachineBasicBlockE
00007ffa191d0940 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo12insertSelectERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEENS_8DebugLocEjRKNS_15SmallVectorImplINS_14MachineOperandEEEjj
00007ffa191d1fc0 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo12isScaledAddrEPKNS_12MachineInstrE
00007ffa191cfb60 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo13AnalyzeBranchERNS_17MachineBasicBlockERPS1_S4_RNS_15SmallVectorImplINS_14MachineOperandEEEb
00007ffa191d1480 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo14analyzeCompareEPKNS_12MachineInstrERjS4_RiS5_
00007ffa191d04d0 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo15canInsertSelectERKNS_17MachineBasicBlockERKNS_15SmallVectorImplINS_14MachineOperandEEEjjRiS9_S9_
00007ffa191d51f0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14ARM64InstrInfo15getRegisterInfoEv
00007ffa191d23f0 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo16copyPhysRegTupleERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEENS_8DebugLocEjjbjNS_8ArrayRefIjEE
00007ffa191d21b0 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo16suppressLdStPairEPNS_12MachineInstrE
00007ffa191cfb30 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo18GetInstSizeInBytesEPKNS_12MachineInstrE
00007ffa191d51e0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14ARM64InstrInfo18enableClusterLoadsEv
00007ffa191d1f60 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo18isStoreToStackSlotEPKNS_12MachineInstrERi
00007ffa191d2270 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo18shouldClusterLoadsEPNS_12MachineInstrES2_j
00007ffa191d1ef0 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo19isLoadFromStackSlotEPKNS_12MachineInstrERi
00007ffa191d3820 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo19storeRegToStackSlotERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEEjbiPKNS_19TargetRegisterClassEPKNS_18TargetRegisterInfoE
00007ffa191d21d0 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo20getLdStBaseRegImmOfsEPNS_12MachineInstrERjS3_PKNS_18TargetRegisterInfoE
00007ffa191d2160 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo20isLdStPairSuppressedEPKNS_12MachineInstrE
00007ffa191d3da0 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo20loadRegFromStackSlotERNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEEjiPKNS_19TargetRegisterClassEPKNS_18TargetRegisterInfoE
00007ffa191d1640 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo20optimizeCompareInstrEPNS_12MachineInstrEjjiiPKNS_19MachineRegisterInfoE
00007ffa191d4790 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo21foldMemoryOperandImplERNS_15MachineFunctionEPNS_12MachineInstrERKNS_15SmallVectorImplIjEEi
00007ffa191d5120 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo21getNoopForMachoTargetERNS_6MCInstE
00007ffa191d01e0 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo21instantiateCondBranchERNS_17MachineBasicBlockENS_8DebugLocEPS1_RKNS_15SmallVectorImplINS_14MachineOperandEEE
00007ffa191d1430 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo21isCoalescableExtInstrERKNS_12MachineInstrERjS4_S4_
00007ffa191d0050 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo22ReverseBranchConditionERNS_15SmallVectorImplINS_14MachineOperandEEE
00007ffa191d22b0 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo22shouldScheduleAdjacentEPNS_12MachineInstrES2_
00007ffa191d2300 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo24emitFrameIndexDebugValueERNS_15MachineFunctionEiyPKNS_6MDNodeENS_8DebugLocE
00007ffa191d1e60 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo9isFPRCopyEPKNS_12MachineInstrE
00007ffa191d1db0 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo9isGPRCopyEPKNS_12MachineInstrE
00007ffa191d1d50 (__TEXT,__text) external __ZNK4llvm14ARM64InstrInfo9isGPRZeroEPKNS_12MachineInstrE
00007ffa191dbfe0 (__TEXT,__text) external __ZNK4llvm14ARM64Subtarget13getBZeroEntryEv
00007ffa191dbff0 (__TEXT,__text) external __ZNK4llvm14ARM64Subtarget19overrideSchedPolicyERNS_18MachineSchedPolicyEPNS_12MachineInstrES4_j
00007ffa191dc140 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14ARM64Subtarget22enableMachineSchedulerEv
00007ffa191dbf10 (__TEXT,__text) external __ZNK4llvm14ARM64Subtarget23ClassifyGlobalReferenceEPKNS_11GlobalValueERKNS_13TargetMachineE
00007ffa191dc000 (__TEXT,__text) external __ZNK4llvm14ARM64Subtarget29supportsAddressTopByteIgnoredEv
00007ffa199562c0 (__TEXT,__text) external __ZNK4llvm14ARMInstPrinter12printRegNameERNS_11raw_ostreamEj
00007ffa198413c0 (__TEXT,__text) external __ZNK4llvm14BasicBlockEdge12isSingleEdgeEv
00007ffa198db6c0 (__TEXT,__text) external __ZNK4llvm14BasicBlockPass17createPrinterPassERNS_11raw_ostreamERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
00007ffa198db6f0 (__TEXT,__text) external __ZNK4llvm14BasicBlockPass27getPotentialPassManagerTypeEv
00007ffa198bffe0 (__TEXT,__text) external __ZNK4llvm14BinaryOperator10clone_implEv
00007ffa198b8ca0 (__TEXT,__text) external __ZNK4llvm14BinaryOperator15hasNoSignedWrapEv
00007ffa198b8c90 (__TEXT,__text) external __ZNK4llvm14BinaryOperator17hasNoUnsignedWrapEv
00007ffa198b8cb0 (__TEXT,__text) external __ZNK4llvm14BinaryOperator7isExactEv
00007ffa199d76e0 (__TEXT,__text) external __ZNK4llvm14BlockFrequencydvERKNS_17BranchProbabilityE
00007ffa199d7480 (__TEXT,__text) external __ZNK4llvm14BlockFrequencymlERKNS_17BranchProbabilityE
00007ffa199d7820 (__TEXT,__text) external __ZNK4llvm14BlockFrequencyplERKS0_
00007ffa19816730 (__TEXT,__text) external __ZNK4llvm14ConstantVector13getSplatValueEv
00007ffa19837420 (__TEXT,__text) external __ZNK4llvm14DILexicalBlock6VerifyEv
00007ffa1983e550 (__TEXT,__text) external __ZNK4llvm14DIObjCProperty13printInternalERNS_11raw_ostreamE
00007ffa198375a0 (__TEXT,__text) external __ZNK4llvm14DIObjCProperty6VerifyEv
00007ffa198c1e70 (__TEXT,__text) external __ZNK4llvm14DbgDeclareInst10getAddressEv
00007ffa19824a30 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14ExprMapKeyTypeltERKS0_
00007ffa198b8db0 (__TEXT,__text) external __ZNK4llvm14FPMathOperator13getFPAccuracyEv
00007ffa1975e8a0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14FullDependence10isConfusedEv
00007ffa1974b2c0 (__TEXT,__text) external __ZNK4llvm14FullDependence10isPeelLastEj
00007ffa1974b260 (__TEXT,__text) external __ZNK4llvm14FullDependence11getDistanceEj
00007ffa1974b2a0 (__TEXT,__text) external __ZNK4llvm14FullDependence11isPeelFirstEj
00007ffa1974b2e0 (__TEXT,__text) external __ZNK4llvm14FullDependence11isSplitableEj
00007ffa1974b240 (__TEXT,__text) external __ZNK4llvm14FullDependence12getDirectionEj
00007ffa1975e8b0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14FullDependence12isConsistentEv
00007ffa1975e890 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14FullDependence17isLoopIndependentEv
00007ffa1974b280 (__TEXT,__text) external __ZNK4llvm14FullDependence8isScalarEj
00007ffa1975e8c0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14FullDependence9getLevelsEv
00007ffa19690cf0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14GlobalVariable24hasDefinitiveInitializerEv
00007ffa198c1620 (__TEXT,__text) external __ZNK4llvm14IndirectBrInst10clone_implEv
00007ffa198bfef0 (__TEXT,__text) external __ZNK4llvm14IndirectBrInst13getSuccessorVEj
00007ffa198bff10 (__TEXT,__text) external __ZNK4llvm14IndirectBrInst17getNumSuccessorsVEv
00007ffa190893b0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14JITCodeEmitter17getCurrentPCValueEv
00007ffa190893c0 (__TEXT,__text) non-external (was a private external) __ZNK4llvm14JITCodeEmitter18getCurrentPCOffsetEv
