00000001813258ec (__TEXT,__text) external _APL_dgemm
0000000180f78d24 (__TEXT,__text) external _srotg_
0000000180f78d40 (__TEXT,__text) external _srotm
0000000181551fb4 (__TEXT,__text) external _srotm$NEWLAPACK
00000001816d7914 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
0000000180f78d40 (__TEXT,__text) external _srotm_
0000000180f78d68 (__TEXT,__text) external _srotmg
0000000181551fd4 (__TEXT,__text) external _srotmg$NEWLAPACK
00000001816d7934 (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
0000000180f78d68 (__TEXT,__text) external _srotmg_
0000000180f752c0 (__TEXT,__text) external _ssbmv
000000018100edd8 (__TEXT,__text) external _ssbmv$NEWLAPACK
00000001816c93fc (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
0000000180f752c0 (__TEXT,__text) external _ssbmv_
0000000180f78d8c (__TEXT,__text) external _sscal
0000000181551fec (__TEXT,__text) external _sscal$NEWLAPACK
00000001816d794c (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
0000000180f78d8c (__TEXT,__text) external _sscal_
0000000180f75370 (__TEXT,__text) external _sspmv
000000018100ef58 (__TEXT,__text) external _sspmv$NEWLAPACK
00000001816c9574 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
0000000180f75370 (__TEXT,__text) external _sspmv_
0000000180f75c94 (__TEXT,__text) external _sspr
000000018100f0b8 (__TEXT,__text) external _sspr$NEWLAPACK
00000001816c96d4 (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
0000000180f75d20 (__TEXT,__text) external _sspr2
000000018100f1d8 (__TEXT,__text) external _sspr2$NEWLAPACK
00000001816c97f4 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
0000000180f75d20 (__TEXT,__text) external _sspr2_
0000000180f75c94 (__TEXT,__text) external _sspr_
0000000180f78dbc (__TEXT,__text) external _sswap
0000000181552064 (__TEXT,__text) external _sswap$NEWLAPACK
00000001816d79c4 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
0000000180f78dbc (__TEXT,__text) external _sswap_
0000000180f72e2c (__TEXT,__text) external _ssymm
0000000181386864 (__TEXT,__text) external _ssymm$NEWLAPACK
00000001816d4ca4 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
0000000180f72e2c (__TEXT,__text) external _ssymm_
0000000180f7521c (__TEXT,__text) external _ssymv
000000018100f300 (__TEXT,__text) external _ssymv$NEWLAPACK
00000001816c991c (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
0000000180f7521c (__TEXT,__text) external _ssymv_
0000000180f75b68 (__TEXT,__text) external _ssyr
000000018100f468 (__TEXT,__text) external _ssyr$NEWLAPACK
00000001816c9a84 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
0000000180f75bf8 (__TEXT,__text) external _ssyr2
000000018100f590 (__TEXT,__text) external _ssyr2$NEWLAPACK
00000001816c9bac (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
0000000180f75bf8 (__TEXT,__text) external _ssyr2_
0000000180f73310 (__TEXT,__text) external _ssyr2k
000000018138707c (__TEXT,__text) external _ssyr2k$NEWLAPACK
00000001816d54ac (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
0000000180f73310 (__TEXT,__text) external _ssyr2k_
0000000180f75b68 (__TEXT,__text) external _ssyr_
0000000180f73218 (__TEXT,__text) external _ssyrk
0000000181386c5c (__TEXT,__text) external _ssyrk$NEWLAPACK
00000001816d508c (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
0000000180f73218 (__TEXT,__text) external _ssyrk_
0000000180f7553c (__TEXT,__text) external _stbmv
000000018100f6e8 (__TEXT,__text) external _stbmv$NEWLAPACK
00000001816c9d04 (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
0000000180f7553c (__TEXT,__text) external _stbmv_
0000000180f758c0 (__TEXT,__text) external _stbsv
000000018100fbd8 (__TEXT,__text) external _stbsv$NEWLAPACK
00000001816ca1e4 (__TEXT,__text) external _stbsv$NEWLAPACK$ILP64
0000000180f758c0 (__TEXT,__text) external _stbsv_
0000000180f75674 (__TEXT,__text) external _stpmv
00000001810100c8 (__TEXT,__text) external _stpmv$NEWLAPACK
00000001816ca6c4 (__TEXT,__text) external _stpmv$NEWLAPACK$ILP64
0000000180f75674 (__TEXT,__text) external _stpmv_
0000000180f759f8 (__TEXT,__text) external _stpsv
00000001810105a8 (__TEXT,__text) external _stpsv$NEWLAPACK
00000001816caba4 (__TEXT,__text) external _stpsv$NEWLAPACK$ILP64
0000000180f759f8 (__TEXT,__text) external _stpsv_
0000000181020300 (__TEXT,__text) external _strCopyLower
00000001810202a0 (__TEXT,__text) external _strSetZeroLower
                 (undefined) external _strlen (from libSystem)
0000000180f72f20 (__TEXT,__text) external _strmm
00000001813874d4 (__TEXT,__text) external _strmm$NEWLAPACK
00000001816d58f4 (__TEXT,__text) external _strmm$NEWLAPACK$ILP64
0000000180f72f20 (__TEXT,__text) external _strmm_
0000000180f75410 (__TEXT,__text) external _strmv
0000000181010a88 (__TEXT,__text) external _strmv$NEWLAPACK
00000001816cb084 (__TEXT,__text) external _strmv$NEWLAPACK$ILP64
0000000180f75410 (__TEXT,__text) external _strmv_
0000000180f7309c (__TEXT,__text) external _strsm
0000000181387b04 (__TEXT,__text) external _strsm$NEWLAPACK
00000001816d5f0c (__TEXT,__text) external _strsm$NEWLAPACK$ILP64
0000000180f7309c (__TEXT,__text) external _strsm_
0000000180f75794 (__TEXT,__text) external _strsv
0000000181010f48 (__TEXT,__text) external _strsv$NEWLAPACK
00000001816cb544 (__TEXT,__text) external _strsv$NEWLAPACK$ILP64
0000000180f75794 (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
0000000181720dc4 (__TEXT,__text) external _xerbla
00000001816e4ec8 (__TEXT,__text) external _xerbla$NEWLAPACK
00000001816f47ec (__TEXT,__text) external _xerbla$NEWLAPACK$ILP64
0000000181720dc4 (__TEXT,__text) external _xerbla_
0000000180f72bb0 (__TEXT,__text) external _xerbla_array__
0000000181551de0 (__TEXT,__text) external _zaxpby$NEWLAPACK
00000001816d7740 (__TEXT,__text) external _zaxpby$NEWLAPACK$ILP64
0000000180f78e3c (__TEXT,__text) external _zaxpy
0000000181551d78 (__TEXT,__text) external _zaxpy$NEWLAPACK
00000001816d76d8 (__TEXT,__text) external _zaxpy$NEWLAPACK$ILP64
0000000180f78e3c (__TEXT,__text) external _zaxpy_
0000000180f78e64 (__TEXT,__text) external _zcopy
0000000181551e20 (__TEXT,__text) external _zcopy$NEWLAPACK
00000001816d7780 (__TEXT,__text) external _zcopy$NEWLAPACK$ILP64
0000000180f78e64 (__TEXT,__text) external _zcopy_
0000000180f78e8c (__TEXT,__text) external _zdotc
0000000181551ea0 (__TEXT,__text) external _zdotc$NEWLAPACK
00000001816d7800 (__TEXT,__text) external _zdotc$NEWLAPACK$ILP64
0000000180f78e8c (__TEXT,__text) external _zdotc_
0000000180f78eb4 (__TEXT,__text) external _zdotu
0000000181551ec8 (__TEXT,__text) external _zdotu$NEWLAPACK
00000001816d7828 (__TEXT,__text) external _zdotu$NEWLAPACK$ILP64
0000000180f78eb4 (__TEXT,__text) external _zdotu_
0000000180f78f1c (__TEXT,__text) external _zdrot
0000000181551f8c (__TEXT,__text) external _zdrot$NEWLAPACK
00000001816d78ec (__TEXT,__text) external _zdrot$NEWLAPACK$ILP64
0000000180f78f1c (__TEXT,__text) external _zdrot_
0000000180f78f4c (__TEXT,__text) external _zdscal
000000018155204c (__TEXT,__text) external _zdscal$NEWLAPACK
00000001816d79ac (__TEXT,__text) external _zdscal$NEWLAPACK$ILP64
0000000180f78f4c (__TEXT,__text) external _zdscal_
0000000180f77a40 (__TEXT,__text) external _zgbmv
000000018100e214 (__TEXT,__text) external _zgbmv$NEWLAPACK
00000001816c8868 (__TEXT,__text) external _zgbmv$NEWLAPACK$ILP64
0000000180f77a40 (__TEXT,__text) external _zgbmv_
0000000180f745d0 (__TEXT,__text) external _zgemm
00000001813860a0 (__TEXT,__text) external _zgemm$NEWLAPACK
00000001816d4500 (__TEXT,__text) external _zgemm$NEWLAPACK$ILP64
0000000180f745d0 (__TEXT,__text) external _zgemm_
0000000180f77964 (__TEXT,__text) external _zgemv
000000018100de78 (__TEXT,__text) external _zgemv$NEWLAPACK
00000001816c84e8 (__TEXT,__text) external _zgemv$NEWLAPACK$ILP64
0000000180f77964 (__TEXT,__text) external _zgemv_
0000000180f784b0 (__TEXT,__text) external _zgerc
000000018100e3c0 (__TEXT,__text) external _zgerc$NEWLAPACK
00000001816c8a08 (__TEXT,__text) external _zgerc$NEWLAPACK$ILP64
0000000180f784b0 (__TEXT,__text) external _zgerc_
0000000180f78514 (__TEXT,__text) external _zgeru
000000018100e480 (__TEXT,__text) external _zgeru$NEWLAPACK
00000001816c8ac0 (__TEXT,__text) external _zgeru$NEWLAPACK$ILP64
0000000180f78514 (__TEXT,__text) external _zgeru_
0000000180f77be0 (__TEXT,__text) external _zhbmv
000000018100e598 (__TEXT,__text) external _zhbmv$NEWLAPACK
00000001816c8bd0 (__TEXT,__text) external _zhbmv$NEWLAPACK$ILP64
0000000180f77be0 (__TEXT,__text) external _zhbmv_
0000000180f74718 (__TEXT,__text) external _zhemm
00000001813862dc (__TEXT,__text) external _zhemm$NEWLAPACK
00000001816d4730 (__TEXT,__text) external _zhemm$NEWLAPACK$ILP64
0000000180f74718 (__TEXT,__text) external _zhemm_
0000000180f77b30 (__TEXT,__text) external _zhemv
000000018100e6fc (__TEXT,__text) external _zhemv$NEWLAPACK
00000001816c8d30 (__TEXT,__text) external _zhemv$NEWLAPACK$ILP64
0000000180f77b30 (__TEXT,__text) external _zhemv_
0000000180f78578 (__TEXT,__text) external _zher
000000018100e83c (__TEXT,__text) external _zher$NEWLAPACK
00000001816c8e70 (__TEXT,__text) external _zher$NEWLAPACK$ILP64
0000000180f78608 (__TEXT,__text) external _zher2
000000018100e97c (__TEXT,__text) external _zher2$NEWLAPACK
00000001816c8fac (__TEXT,__text) external _zher2$NEWLAPACK$ILP64
0000000180f78608 (__TEXT,__text) external _zher2_
0000000180f74e44 (__TEXT,__text) external _zher2k
0000000181386734 (__TEXT,__text) external _zher2k$NEWLAPACK
00000001816d4b7c (__TEXT,__text) external _zher2k$NEWLAPACK$ILP64
0000000180f74e44 (__TEXT,__text) external _zher2k_
0000000180f78578 (__TEXT,__text) external _zher_
0000000180f74c30 (__TEXT,__text) external _zherk
00000001813864ec (__TEXT,__text) external _zherk$NEWLAPACK
00000001816d493c (__TEXT,__text) external _zherk$NEWLAPACK$ILP64
0000000180f74c30 (__TEXT,__text) external _zherk_
0000000180f77c9c (__TEXT,__text) external _zhpmv
000000018100ead0 (__TEXT,__text) external _zhpmv$NEWLAPACK
00000001816c90f8 (__TEXT,__text) external _zhpmv$NEWLAPACK$ILP64
0000000180f77c9c (__TEXT,__text) external _zhpmv_
0000000180f786b8 (__TEXT,__text) external _zhpr
000000018100ec08 (__TEXT,__text) external _zhpr$NEWLAPACK
00000001816c922c (__TEXT,__text) external _zhpr$NEWLAPACK$ILP64
0000000180f78744 (__TEXT,__text) external _zhpr2
000000018100ed38 (__TEXT,__text) external _zhpr2$NEWLAPACK
00000001816c935c (__TEXT,__text) external _zhpr2$NEWLAPACK$ILP64
0000000180f78744 (__TEXT,__text) external _zhpr2_
0000000180f786b8 (__TEXT,__text) external _zhpr_
0000000180f78edc (__TEXT,__text) external _zrotg
0000000181551fb0 (__TEXT,__text) external _zrotg$NEWLAPACK
00000001816d7910 (__TEXT,__text) external _zrotg$NEWLAPACK$ILP64
0000000180f78edc (__TEXT,__text) external _zrotg_
0000000180f78ef8 (__TEXT,__text) external _zscal
0000000181552028 (__TEXT,__text) external _zscal$NEWLAPACK
00000001816d7988 (__TEXT,__text) external _zscal$NEWLAPACK$ILP64
0000000180f78ef8 (__TEXT,__text) external _zscal_
0000000180f78f7c (__TEXT,__text) external _zswap
0000000181552094 (__TEXT,__text) external _zswap$NEWLAPACK
00000001816d79f4 (__TEXT,__text) external _zswap$NEWLAPACK$ILP64
0000000180f78f7c (__TEXT,__text) external _zswap_
0000000180f74814 (__TEXT,__text) external _zsymm
0000000181386b64 (__TEXT,__text) external _zsymm$NEWLAPACK
00000001816d4f98 (__TEXT,__text) external _zsymm$NEWLAPACK$ILP64
0000000180f74814 (__TEXT,__text) external _zsymm_
0000000180f74f64 (__TEXT,__text) external _zsyr2k
00000001813873bc (__TEXT,__text) external _zsyr2k$NEWLAPACK
00000001816d57e0 (__TEXT,__text) external _zsyr2k$NEWLAPACK$ILP64
0000000180f74f64 (__TEXT,__text) external _zsyr2k_
0000000180f74d38 (__TEXT,__text) external _zsyrk
0000000181386f74 (__TEXT,__text) external _zsyrk$NEWLAPACK
00000001816d53a4 (__TEXT,__text) external _zsyrk$NEWLAPACK$ILP64
0000000180f74d38 (__TEXT,__text) external _zsyrk_
0000000180f77e84 (__TEXT,__text) external _ztbmv
000000018100fa94 (__TEXT,__text) external _ztbmv$NEWLAPACK
00000001816ca0a4 (__TEXT,__text) external _ztbmv$NEWLAPACK$ILP64
0000000180f77e84 (__TEXT,__text) external _ztbmv_
0000000180f78238 (__TEXT,__text) external _ztbsv
000000018100ff84 (__TEXT,__text) external _ztbsv$NEWLAPACK
00000001816ca584 (__TEXT,__text) external _ztbsv$NEWLAPACK$ILP64
0000000180f78238 (__TEXT,__text) external _ztbsv_
0000000180f77fcc (__TEXT,__text) external _ztpmv
0000000181010468 (__TEXT,__text) external _ztpmv$NEWLAPACK
00000001816caa64 (__TEXT,__text) external _ztpmv$NEWLAPACK$ILP64
0000000180f77fcc (__TEXT,__text) external _ztpmv_
0000000180f78380 (__TEXT,__text) external _ztpsv
0000000181010948 (__TEXT,__text) external _ztpsv$NEWLAPACK
00000001816caf44 (__TEXT,__text) external _ztpsv$NEWLAPACK$ILP64
0000000180f78380 (__TEXT,__text) external _ztpsv_
0000000180f74910 (__TEXT,__text) external _ztrmm
0000000181387978 (__TEXT,__text) external _ztrmm$NEWLAPACK
00000001816d5d88 (__TEXT,__text) external _ztrmm$NEWLAPACK$ILP64
0000000180f74910 (__TEXT,__text) external _ztrmm_
0000000180f77d48 (__TEXT,__text) external _ztrmv
0000000181010e10 (__TEXT,__text) external _ztrmv$NEWLAPACK
00000001816cb40c (__TEXT,__text) external _ztrmv$NEWLAPACK$ILP64
0000000180f77d48 (__TEXT,__text) external _ztrmv_
0000000180f74aa0 (__TEXT,__text) external _ztrsm
0000000181387fa8 (__TEXT,__text) external _ztrsm$NEWLAPACK
00000001816d63a0 (__TEXT,__text) external _ztrsm$NEWLAPACK$ILP64
0000000180f74aa0 (__TEXT,__text) external _ztrsm_
0000000180f780fc (__TEXT,__text) external _ztrsv
00000001810112d0 (__TEXT,__text) external _ztrsv$NEWLAPACK
00000001816cb8cc (__TEXT,__text) external _ztrsv$NEWLAPACK$ILP64
0000000180f780fc (__TEXT,__text) external _ztrsv_
