00007ff843464e40 (__DATA,__data) non-external _.compoundliteral
00007ff803d36dd8 (__TEXT,__text) non-external _emit
00007ff803d3d41a (__TEXT,__text) non-external _emit_bitmask
00007ff803d384c3 (__TEXT,__text) non-external _emit_buffer
00007ff803d3604e (__TEXT,__text) non-external _emit_instruction
00007ff803d3d965 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff803d3d383 (__TEXT,__text) non-external _emit_network
00007ff803d3d226 (__TEXT,__text) non-external _emit_pattern
00007ff803d3c5af (__TEXT,__text) non-external _emit_profile
00007ff803d3d27a (__TEXT,__text) non-external _emit_regex
00007ff803d3cd0d (__TEXT,__text) non-external _emit_string_table
00007ff803d3d12a (__TEXT,__text) non-external _emit_string_table_reference
00007ff803d3cc4b (__TEXT,__text) non-external _emit_variable_names
00007ff803d43492 (__TEXT,__text) non-external _enable_profile_flag
00007ff803d36ad1 (__TEXT,__text) non-external _encode_address
00007ff803d2c55c (__TEXT,__text) non-external _end_expression
00007ff803d22e20 (__TEXT,__text) non-external _eqv
00007ff803d32e07 (__TEXT,__text) non-external _expand_logical_conditions
00007ff803d40fe0 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff803d436b8 (__TEXT,__text) non-external _extends_builtin
00007ff803d4066e (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff803d1d800 (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff840698c00 (__DATA_CONST,__const) non-external _filter_info
00007ff803d1d76b (__TEXT,__text) non-external _find_consecutive_cells
00007ff803d20c81 (__TEXT,__text) non-external _find_slot_in_env
00007ff803d2c9ad (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
00007ff803d4468d (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff803d1c719 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff84346e220 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff803d2435b (__TEXT,__text) non-external _gc
00007ff803d23727 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff803d239aa (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff803d481ed (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff803d46410 (__TEXT,__text) non-external _generate_syscallmask
00007ff803d22cd1 (__TEXT,__text) non-external (was a private external) _gensym
00007ff803d481ca (__TEXT,__text) non-external _gensym.cold.1
00007ff803d1d907 (__TEXT,__text) non-external _get_cell
00007ff803d36d78 (__TEXT,__text) non-external _get_current_data_address
00007ff803d1f77c (__TEXT,__text) non-external _inchar
00007ff803d48ae0 (__TEXT,__const) non-external _init_scm
00007ff803d3a61c (__TEXT,__text) non-external _inspect_iterate_items
00007ff803d22896 (__TEXT,__text) non-external _is_any
00007ff803d385ce (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff803d29d02 (__TEXT,__text) non-external (was a private external) _is_character
00007ff803d3865f (__TEXT,__text) non-external (was a private external) _is_closure
00007ff803d38685 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff803d386ab (__TEXT,__text) non-external (was a private external) _is_environment
00007ff803d38638 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff803d3864b (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff803d27706 (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff803d44b00 (__TEXT,__text) non-external _is_implicit_source_name
00007ff803d257e1 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff803d38672 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff803d25dc4 (__TEXT,__text) non-external _is_nonneg
00007ff803d39965 (__TEXT,__text) non-external _is_num_integer
00007ff803d22dc2 (__TEXT,__text) non-external (was a private external) _is_number
00007ff803d218f6 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff803d3860f (__TEXT,__text) non-external (was a private external) _is_port
00007ff803d2f00e (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff803d38625 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff803d38698 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff803d25db0 (__TEXT,__text) non-external (was a private external) _is_string
00007ff803d25fc7 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff803d38417 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff803d257ee (__TEXT,__text) non-external (was a private external) _ivalue
00007ff803d29a68 (__TEXT,__text) non-external _list_cost_estimate
00007ff803d29c54 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff803d246bc (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff803d20a80 (__TEXT,__text) non-external _mk_atom
00007ff803d2eeef (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff803d39498 (__TEXT,__text) non-external _mk_empty_string
00007ff803d23ac1 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff803d23af8 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff803d276d7 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff803d24261 (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff803d216eb (__TEXT,__text) non-external _mk_sharp_const
00007ff803d38282 (__TEXT,__text) non-external _mk_sharp_integer
00007ff803d1db90 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff803d1d9a0 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff803d1d5ff (__TEXT,__text) non-external _mk_vector
00007ff803d48256 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff840699a60 (__DATA_CONST,__const) non-external _modifier_info
00007ff803d2f048 (__TEXT,__text) non-external _move_to_next_node
00007ff803d44e55 (__TEXT,__text) non-external _msgfilter_free_callback
00007ff803d31223 (__TEXT,__text) non-external _negate_instruction
00007ff840698b60 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff803d1d851 (__TEXT,__text) non-external _new_frame_in_env
00007ff803d1dc6a (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff803d58810 (__TEXT,__const) non-external _nfBasicCF
00007ff803d54c20 (__TEXT,__const) non-external _nfTrieHi
00007ff803d59210 (__TEXT,__const) non-external _nfTrieLo
00007ff803d57630 (__TEXT,__const) non-external _nfTrieMid
00007ff803d55250 (__TEXT,__const) non-external _nfU16InvMasks
00007ff803d55360 (__TEXT,__const) non-external _nfU16Seq2
00007ff803d55f80 (__TEXT,__const) non-external _nfU16Seq3
00007ff803d564c0 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff803d56650 (__TEXT,__const) non-external _nfU32Char
00007ff803d574d0 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff803d22dd8 (__TEXT,__text) non-external _num_eq
00007ff803d29cbc (__TEXT,__text) non-external _num_ge
00007ff803d2ef46 (__TEXT,__text) non-external _num_gt
00007ff803d38470 (__TEXT,__text) non-external _num_le
00007ff803d3842c (__TEXT,__text) non-external _num_lt
00007ff803d3901a (__TEXT,__text) non-external _num_mod
00007ff843182728 (__DATA_DIRTY,__bss) non-external _num_one
00007ff803d38fac (__TEXT,__text) non-external _num_rem
00007ff843182718 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff803d25671 (__TEXT,__text) non-external (was a private external) _objvalue
00007ff803d1da63 (__TEXT,__text) non-external _oblist_add_by_name
00007ff803d1d9cf (__TEXT,__text) non-external _oblist_find_by_name
00007ff803d2c5ca (__TEXT,__text) non-external _op_concat
00007ff803d2cb00 (__TEXT,__text) non-external _operand_release
00007ff803d427e4 (__TEXT,__text) non-external _operation_expand
00007ff84069a4e0 (__DATA_CONST,__const) non-external _operation_info
00007ff840699eb0 (__DATA_CONST,__const) non-external _operation_names
00007ff803d42a89 (__TEXT,__text) non-external _operations_allowed_by_default
00007ff803d4207c (__TEXT,__text) non-external _operator_name
00007ff803d2c40c (__TEXT,__text) non-external _operator_precedence
00007ff803d1e42f (__TEXT,__text) non-external _opexe_0
00007ff803d48279 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff803d4829c (__TEXT,__text) non-external _opexe_0.cold.2
00007ff803d20d24 (__TEXT,__text) non-external _opexe_1
00007ff803d2190c (__TEXT,__text) non-external _opexe_2
00007ff803d228a4 (__TEXT,__text) non-external _opexe_3
00007ff803d22f94 (__TEXT,__text) non-external _opexe_4
00007ff803d1f970 (__TEXT,__text) non-external _opexe_5
00007ff803d37a3c (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff803d25671 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff803d256bf (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff803d2656d (__TEXT,__text) non-external _parse_pattern
00007ff803d41f36 (__TEXT,__text) non-external _peek_operand
00007ff803d50300 (__TEXT,__const) non-external _policy_scm
00007ff803d3d6ad (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff803d3d9c8 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff803d3cbbb (__TEXT,__text) non-external _populate_profile_entry_points
00007ff803d248dc (__TEXT,__text) non-external _port_close
00007ff803d387d4 (__TEXT,__text) non-external _port_from_file
00007ff803d1dde1 (__TEXT,__text) non-external _port_from_string
00007ff803d25de7 (__TEXT,__text) non-external _port_rep_from_file
00007ff803d3d1cd (__TEXT,__text) non-external _previously_emitted_condition
00007ff803d3dbf8 (__TEXT,__text) non-external _previously_emitted_data
00007ff803d398d9 (__TEXT,__text) non-external _printatom
00007ff803d3951d (__TEXT,__text) non-external _printslashstring
00007ff840697e20 (__DATA_CONST,__const) non-external _profile_dirs
00007ff803d3cb2b (__TEXT,__text) non-external _profile_has_autobox_actions
00007ff803d3cb8b (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff803d3cb5b (__TEXT,__text) non-external _profile_has_message_filters
00007ff803d2e76c (__TEXT,__text) non-external _push_bytes
00007ff803d2d1ba (__TEXT,__text) non-external _push_byteset
00007ff803d42010 (__TEXT,__text) non-external _push_byteset_skip
00007ff803d2e939 (__TEXT,__text) non-external _push_jne_instr
00007ff803d2c454 (__TEXT,__text) non-external _push_literal
00007ff803d2eaad (__TEXT,__text) non-external _push_match_sequence_instr
00007ff803d45f1c (__TEXT,__text) non-external _push_match_variable_instr
00007ff803d38240 (__TEXT,__text) non-external _push_nop
00007ff803d38240 (__TEXT,__text) non-external _push_operand
00007ff803d2bf3c (__TEXT,__text) non-external _push_operator
00007ff803d46078 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff803d41f83 (__TEXT,__text) non-external _push_seek
00007ff803d45fc9 (__TEXT,__text) non-external _push_seek_byte_instr
00007ff803d3870a (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff803d386be (__TEXT,__text) non-external (was a private external) _putstr
00007ff803d3983c (__TEXT,__text) non-external _readsharpstrexp
00007ff803d209ce (__TEXT,__text) non-external _readstr_upto
00007ff803d39648 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00007ff803d36e6c (__TEXT,__text) non-external _record_condition_data
00007ff803d3dca3 (__TEXT,__text) non-external _record_data_address
00007ff803d2ec9f (__TEXT,__text) non-external _regex_quote
00007ff803d4046f (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
00007ff803d41fc8 (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff803d341c7 (__TEXT,__text) non-external _reorder_condition
00007ff803d342bc (__TEXT,__text) non-external _reorder_condition_list
00007ff803d422b1 (__TEXT,__text) non-external _reorder_policy
00007ff803d29d44 (__TEXT,__text) non-external _reverse
00007ff803d23ec0 (__TEXT,__text) non-external (was a private external) _s_cons
00007ff803d23985 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff803d1f494 (__TEXT,__text) non-external _s_save
00007ff803d3737c (__TEXT,__text) external _sandbox_apply
00007ff803d37397 (__TEXT,__text) external _sandbox_apply_container
00007ff803d3a020 (__TEXT,__text) external _sandbox_compile_entitlements
00007ff803d19fa1 (__TEXT,__text) external _sandbox_compile_file
00007ff803d19f08 (__TEXT,__text) external _sandbox_compile_named
00007ff803d37ead (__TEXT,__text) external _sandbox_compile_string
00007ff803d3a9b4 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff803d19da0 (__TEXT,__text) external _sandbox_create_params
00007ff803d3adb3 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff803d3746c (__TEXT,__text) external _sandbox_free_params
00007ff803d37439 (__TEXT,__text) external _sandbox_free_profile
00007ff803d3a163 (__TEXT,__text) external _sandbox_inspect_pid
00007ff803d3a265 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff803d3a9c9 (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff803d3ae64 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff803d3a058 (__TEXT,__text) external _sandbox_register_profile
00007ff803d3b1fd (__TEXT,__text) external _sandbox_register_sync_root
00007ff803d19e04 (__TEXT,__text) external _sandbox_set_param
00007ff803d3a2e5 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff803d3a2fd (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff803d3a136 (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff803d3a0f1 (__TEXT,__text) external _sandbox_unregister_profile
00007ff803d3a270 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff803d3a2cd (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff803d3a27f (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff803d3a608 (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff803d477c1 (__TEXT,__text) non-external _save_condition
00007ff803d412fc (__TEXT,__text) non-external _sb_action_iterate
00007ff803d3b89b (__TEXT,__text) non-external _sb_annotation_destroy
00007ff803d3b7b2 (__TEXT,__text) non-external _sb_annotation_list_copy
00007ff803d35e84 (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff803d3c1a6 (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff803d3bf73 (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff803d3c058 (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff803d3c0e0 (__TEXT,__text) non-external _sb_bitmask_iterate_set
00007ff803d3bf04 (__TEXT,__text) non-external _sb_bitmask_release
00007ff803d3beb1 (__TEXT,__text) non-external _sb_bitmask_retain
00007ff803d3c15c (__TEXT,__text) non-external _sb_bitmask_set_bit
00007ff803d3c503 (__TEXT,__text) non-external _sb_branch_get_target_instruction
00007ff803d3c4c5 (__TEXT,__text) non-external _sb_branch_new
00007ff803d1c758 (__TEXT,__text) non-external _sb_buffer_alloc
00007ff803d2d550 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff803d2d5ec (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff803d2ebd8 (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff803d26b88 (__TEXT,__text) non-external _sb_buffer_release
00007ff803d2d9c0 (__TEXT,__text) non-external _sb_buffer_retain
00007ff803d3c1e2 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff803d2d597 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff803d2cfb6 (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff803d3e950 (__TEXT,__text) non-external _sb_byteset_copy
00007ff803d2d226 (__TEXT,__text) non-external _sb_byteset_get_population
00007ff803d3597c (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff803d2f2ec (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff803d2d10e (__TEXT,__text) non-external _sb_byteset_negate
00007ff803d2cf77 (__TEXT,__text) non-external _sb_byteset_new
00007ff803d2d0a9 (__TEXT,__text) non-external _sb_byteset_release
00007ff803d2d056 (__TEXT,__text) non-external _sb_byteset_retain
00007ff803d2f438 (__TEXT,__text) non-external _sb_byteset_union
00007ff803d3e872 (__TEXT,__text) non-external _sb_byteset_with_range
00007ff803d1c5fa (__TEXT,__text) non-external _sb_calloc
00007ff803d3ec4c (__TEXT,__text) non-external _sb_codepath_extend
00007ff803d3ebc5 (__TEXT,__text) non-external _sb_codepath_get_last_branch
00007ff803d3eb51 (__TEXT,__text) non-external _sb_codepath_get_last_instruction
00007ff803d3edf7 (__TEXT,__text) non-external _sb_codepath_restore_state
00007ff803d3ef9a (__TEXT,__text) non-external _sb_condition_bitmask
00007ff803d3ef27 (__TEXT,__text) non-external _sb_condition_boolean
00007ff803d29fa9 (__TEXT,__text) non-external _sb_condition_conjunction
00007ff803d37cdb (__TEXT,__text) non-external _sb_condition_constant
00007ff803d2743f (__TEXT,__text) non-external _sb_condition_disjunction
00007ff803d3f963 (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff803d3f814 (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff803d321c8 (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff803d2a264 (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff803d314a8 (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff803d2a9e6 (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff803d36b5d (__TEXT,__text) non-external _sb_condition_is_integer
00007ff803d3f8fa (__TEXT,__text) non-external _sb_condition_is_network
00007ff803d32412 (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff803d26fc0 (__TEXT,__text) non-external _sb_condition_is_regex
00007ff803d3f888 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff803d3257d (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff803d2702b (__TEXT,__text) non-external _sb_condition_list_append
00007ff803d32b35 (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff803d3273e (__TEXT,__text) non-external _sb_condition_list_copy
00007ff803d2dab8 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff803d3fa66 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff803d299e2 (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff803d354b0 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff803d29b59 (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff803d33103 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff803d255a5 (__TEXT,__text) non-external _sb_condition_list_new
00007ff803d25d0d (__TEXT,__text) non-external _sb_condition_list_release
00007ff803d32840 (__TEXT,__text) non-external _sb_condition_list_remove
00007ff803d338d8 (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff803d312f4 (__TEXT,__text) non-external _sb_condition_negation
00007ff803d379c7 (__TEXT,__text) non-external _sb_condition_network
00007ff803d26cc6 (__TEXT,__text) non-external _sb_condition_new
00007ff803d2cf0a (__TEXT,__text) non-external _sb_condition_pattern
00007ff803d277ea (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff803d272cf (__TEXT,__text) non-external _sb_condition_release
00007ff803d2d8fd (__TEXT,__text) non-external _sb_condition_string
00007ff803d1c2e0 (__TEXT,__text) non-external _sb_context_intern_string
00007ff803d259fb (__TEXT,__text) non-external _sb_context_release
00007ff803d2597d (__TEXT,__text) non-external _sb_context_release_modification
00007ff803d1c1b8 (__TEXT,__text) non-external _sb_context_retain
00007ff803d3fac3 (__TEXT,__text) non-external _sb_context_retain_modification
00007ff803d400f0 (__TEXT,__text) non-external _sb_error_fatal
00007ff803d40378 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff803d40197 (__TEXT,__text) non-external _sb_error_for_instruction
00007ff803d2d3fb (__TEXT,__text) non-external _sb_error_new
00007ff840698a58 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff803d2d2e5 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff803d3ff67 (__TEXT,__text) non-external _sb_error_set_with_description
00007ff803d40049 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff803d3ffc9 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff803d24291 (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff803d26e75 (__TEXT,__text) non-external _sb_filter_has_dependency
00007ff843182738 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff843182748 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff803d26008 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00007ff803d40883 (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
00007ff803d408c0 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
00007ff803d2610b (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff803d28a8e (__TEXT,__text) non-external _sb_fsa_copy
00007ff803d288da (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff803d28cde (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff803d33c39 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff803d33b30 (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff803d3be58 (__TEXT,__text) non-external _sb_fsa_may_backtrack
00007ff803d2f151 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff803d2f532 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff803d2f0ae (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff803d2ce74 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff803d28685 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff803d2888e (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff803d3ba13 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff803d26a65 (__TEXT,__text) non-external _sb_fsa_release
00007ff803d29810 (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff803d269a2 (__TEXT,__text) non-external _sb_fsa_retain
00007ff803d28800 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff803d2ef90 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff803d1c667 (__TEXT,__text) non-external _sb_hash_compute
00007ff803d3a17b (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff803d1c95c (__TEXT,__text) non-external _sb_instr_action
00007ff803d2771d (__TEXT,__text) non-external _sb_instr_conditional
00007ff803d40bdb (__TEXT,__text) non-external _sb_instr_deep_copy
00007ff803d359e1 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff803d31588 (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff803d30ff1 (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff803d40cf4 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff803d40a2f (__TEXT,__text) non-external _sb_instr_jump
00007ff803d1ca35 (__TEXT,__text) non-external _sb_instr_new
00007ff803d1cb6e (__TEXT,__text) non-external _sb_instr_release
00007ff803d40950 (__TEXT,__text) non-external _sb_instr_release_tracking
00007ff803d311d8 (__TEXT,__text) non-external _sb_instr_replace
00007ff803d1caf6 (__TEXT,__text) non-external _sb_instr_retain
00007ff803d40ac9 (__TEXT,__text) non-external _sb_instr_retain_tracking
00007ff803d31702 (__TEXT,__text) non-external _sb_instr_set_condition
00007ff803d2d86b (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff803d3380a (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff803d1c6b9 (__TEXT,__text) non-external _sb_malloc
00007ff803d4126f (__TEXT,__text) non-external _sb_modifier_get_name
00007ff803d2adca (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff803d2580b (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff803d2587c (__TEXT,__text) non-external _sb_modifiers_release
00007ff803d414c1 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
00007ff803d415a6 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
00007ff803d4138a (__TEXT,__text) non-external _sb_modifiers_set_modifier
00007ff803d4146c (__TEXT,__text) non-external _sb_modifiers_set_signal
00007ff803d41142 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff803d410b0 (__TEXT,__text) non-external _sb_msgfilter_release
00007ff803d3715a (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff803d30004 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff803d37273 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff803d35f23 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff803d35fab (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff803d39b03 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff803d483d7 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff803d39b75 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff803d39b89 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff803d39b7f (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff803d39a8b (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff803d39980 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff803d39d54 (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff803d4846c (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff803d4848f (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff803d39eb0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff803d39e7d (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
